,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
382,224432834,18 02 38.619,-24 15 19.39,1,7.292999999999999,,6842-1723-1,329-121504,18023862-2415194,STAR,BV,,-1.9,1.2,-3.7,1.2,,,7.072,0.015,7.146,0.011000000000000001,,,,,,,7.125,0.034,7.149,0.046,7.127999999999999,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,6.6,
383,224433249,18 04 24.334,-24 15 16.75,1,12.044,,,329-122410,18042433-2415167,STAR,gri,,-6.3,3.1,-2.0,2.0,,,13.140999999999998,0.042,12.359000000000002,0.031,12.675999999999998,0.031,12.165,0.04,11.774000000000001,0.06,10.7,0.023,10.353,0.025,10.242,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-sss-0-0,8.7,
384,224433745,18 04 13.366,-24 15 13.49,1,16.052,,,329-122268,18041340-2415137,STAR,JHK,,-12.6,32.5,8.4,32.5,,,,,,,,,,,,,13.366,0.057999999999999996,12.501,0.10800000000000001,12.245999999999999,0.061,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-scc-0-0,4.7,
385,224436629,18 04 15.733,-24 14 55.37,1,12.652999999999999,,,329-122295,18041572-2414554,STAR,JHK,,1.7,2.3,-0.2,1.7,,,,,,,,,,,,,11.402000000000001,0.026000000000000002,11.135,0.038,10.953,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.6,
386,224436688,18 04 05.764,-24 14 55.01,1,16.018,,,,18040576-2414550,STAR,JHK,,-3.7,9.0,6.6,9.0,,,,,,,,,,,,,13.51,0.036000000000000004,12.698,0.042,12.450999999999999,0.045,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.8,0657-0612266
387,224437099,18 04 20.748,-24 14 52.29,1,13.437000000000001,,,329-122361,18042074-2414522,STAR,JHK,,-8.8,14.6,0.6,3.6,,,,,,,,,,,,,12.152999999999999,0.036000000000000004,11.92,0.057,11.677999999999999,0.044000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.2,
388,224438171,18 04 28.811,-24 14 45.16,1,14.876,,,329-122467,18042880-2414452,STAR,gri,,11.4,5.7,11.4,10.9,,,16.572,0.1,15.5,0.054000000000000006,15.984000000000002,0.051,15.058,0.055999999999999994,14.401,0.078,12.741,0.024,12.044,0.022000000000000002,11.843,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.4,
389,224439122,18 04 44.112,-24 14 39.07,1,16.072,,,329-122606,18044413-2414388,STAR,BV,,0.0,8.0,-4.5,8.1,,,17.384,0.18,16.273,0.073,,,,,,,13.304,0.026000000000000002,12.591,0.040999999999999995,12.387,0.04,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,11.2,
390,224439430,18 04 14.494,-24 14 37.28,1,9.298,,6842-1456-1,329-122279,18041450-2414370,STAR,gri,,-8.3,1.9,-27.7,1.9,,,9.436,0.025,9.418,0.028999999999999998,9.719,0.03,9.211,0.04,9.117,0.06,8.787,0.023,8.927,0.06,8.87,0.05,,,,,,,,,,,,,,,,,,,,,,,,,AAA-122-122-ccc-0-0,3.7,
391,224439742,18 04 19.531,-24 14 35.36,1,12.202,,,329-122346,18041952-2414354,STAR,gri,,-1.1,1.5,-1.4,2.2,,,12.513,0.040999999999999995,12.232999999999999,0.03,12.217,0.03,12.197000000000001,0.04,12.072000000000001,0.061,11.224,0.026000000000000002,,,11.007,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AEA-222-111-000-0-0,5.2,
392,224440447,18 04 17.790,-24 14 31.08,1,13.397,,,329-122324,18041778-2414311,STAR,gri,,-15.9,11.0,-5.2,4.9,,,15.955,0.08,14.315,0.038,15.298,0.042,13.562999999999999,0.043,12.583,0.062,10.154,0.026000000000000002,9.198,0.025,8.895,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.5,
393,224444697,18 04 21.813,-24 14 04.15,1,13.673,,,329-122375,18042180-2414041,STAR,JHK,,-12.1,6.9,-8.5,4.0,,,,,,,,,,,,,12.117,0.022000000000000002,11.644,0.023,11.485999999999999,0.019,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.6,
394,224444934,18 04 28.867,-24 14 02.55,1,12.047,,,329-122468,18042886-2414025,STAR,gri,,-1.8,1.9,-2.1,2.5,,,12.574000000000002,0.040999999999999995,12.129000000000001,0.03,12.232999999999999,0.03,11.985,0.04,11.716,0.06,10.605,0.026000000000000002,10.187999999999999,0.031,9.866,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.4,
395,224446184,18 04 20.559,-24 13 54.79,1,10.196,,,329-122360,18042055-2413548,STAR,gri,,-0.2,2.5,0.9,1.7,,,10.262,0.04,10.128,0.03,10.241,0.03,10.181000000000001,0.04,10.11,0.06,9.526,0.023,9.443999999999999,0.023,9.419,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.5,
396,224450496,18 04 13.869,-24 13 28.11,1,12.225999999999999,,,329-122269,18041387-2413282,STAR,gri,,-0.8,2.4,-1.2,1.6,,,12.732000000000001,0.040999999999999995,12.231,0.03,12.38,0.03,12.175,0.04,11.912,0.06,10.919,0.024,10.632,0.023,10.475999999999999,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.0,
397,224450714,18 05 00.439,-24 13 26.83,1,14.054,,,329-122735,18050044-2413267,STAR,JHK,,-3.1,5.4,-11.6,7.4,,,,,,,,,,,,,11.513,0.022000000000000002,10.890999999999998,0.022000000000000002,10.525,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.3,
398,224451295,18 04 01.507,-24 13 23.44,1,16.157,,,329-122167,18040152-2413233,STAR,BV,,-2.1,5.9,-3.3,6.0,,,17.253,0.19,16.371,0.076,,,,,,,12.960999999999999,0.026000000000000002,12.229000000000001,0.027999999999999997,12.009,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.0,
399,224451806,18 04 17.481,-24 13 20.28,1,15.869000000000002,,,329-122321,18041747-2413205,STAR,JHK,,,,,,,,,,,,,,,,,,13.527000000000001,0.087,12.755999999999998,0.217,12.530999999999999,0.069,,,,,,,,,,,,,,,,,,,,,,,,,ACA-222-111-ccc-0-0,6.4,0657-0612848
400,224453162,18 04 44.992,-24 13 11.41,1,16.180999999999997,,,329-122616,18044501-2413112,STAR,JHK,,11.7,7.5,-13.0,7.0,,,,,,,,,,,,,13.321,0.033,12.565,0.052000000000000005,12.147,0.04,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.1,
401,224457138,18 03 26.721,-24 12 45.66,1,11.907,,,329-121865,18032672-2412456,STAR,gri,,1.6,2.1,-1.6,1.5,,,12.145999999999999,0.04,11.918,0.03,11.892000000000001,0.03,11.912,0.04,11.787,0.06,10.892999999999999,0.022000000000000002,10.713,0.025,10.602,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.1,
402,224460976,18 04 09.795,-24 12 21.20,1,13.312000000000001,,,329-122237,18040979-2412212,STAR,gri,,2.7,3.2,-2.8,3.0,,,13.675,0.043,13.329,0.032,13.374,0.032,13.292,0.042,13.084000000000001,0.064,12.21,0.024,12.037,0.025,11.952,0.031,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,11.0,
403,224461008,18 03 41.424,-24 12 20.96,1,14.595,,,329-121984,18034143-2412209,STAR,JHK,,-3.5,8.2,-4.7,5.3,,,,,,,,,,,,,12.54,0.028999999999999998,11.786,0.037000000000000005,11.67,0.04,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.6,
404,224463623,18 02 48.539,-24 12 03.95,1,16.107,,,329-121573,18024854-2412038,STAR,JHK,,3.8,5.4,2.3,5.7,,,,,,,,,,,,,13.61,0.037000000000000005,12.948,0.057999999999999996,12.659,0.062,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-0cc-0-0,8.7,
405,224466741,18 06 04.679,-24 11 43.88,1,8.414,,6842-1179-1,330-126374,18060468-2411437,STAR,gri,,-0.5,1.5,-1.9,1.6,,,7.782,0.016,7.744,0.012,9.508,0.03,8.922,0.04,7.946000000000001,0.06,7.306,0.021,7.287999999999999,0.042,7.231,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,6.4,
406,224467724,18 04 21.851,-24 11 37.47,1,14.034,,,330-125780,18042184-2411376,STAR,gri,,-7.9,4.7,1.6,3.4,,,15.439,0.06,14.502,0.04,14.91,0.039,14.144,0.047,13.659,0.068,12.276,0.03,11.767000000000001,0.052000000000000005,11.542,0.044000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.5,
407,224487047,18 06 29.773,-24 09 32.97,1,9.177,,6842-1616-1,330-126619,18062978-2409328,STAR,gri,,-2.3,1.6,-4.7,1.6,,,9.131,0.02,8.971,0.018000000000000002,9.805,0.03,9.467,0.04,8.907,0.06,8.368,0.027000000000000003,8.304,0.023,8.289,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,6.3,
408,224493585,18 02 23.766,-24 08 49.26,1,14.55,,,,18022376-2408492,STAR,J,,,,,,,,,,,,,,,,,,13.222999999999999,0.021,12.287,0.021,11.863,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-112-0dc-0-0,5.2,0658-0606494
409,224504404,17 55 20.211,-24 07 38.41,1,13.312000000000001,,,,17552021-2407384,STAR,J,,,,,,,,,,,,,,,,,,11.844000000000001,0.028999999999999998,10.948,0.037000000000000005,10.318,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-00s-0-0,4.5,0658-0585453
410,224510238,18 15 02.321,-24 07 01.69,1,12.624,,,330-130909,18150236-2407011,STAR,J,,-40.3,3.7,-43.3,8.7,,,,,,,,,,,,,10.994000000000002,0.035,10.017999999999999,0.037000000000000005,9.625,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,4.7,
411,224544080,18 15 31.764,-24 03 27.37,1,15.304,,,330-131952,18153176-2403273,STAR,JHK,,-28.6,5.5,35.1,5.5,,,,,,,,,,,,,13.331,0.042,12.833,0.055,12.556,0.055,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,4.6,
412,224564787,18 17 12.896,-24 01 17.63,1,14.212,,,330-135348,18171290-2401176,STAR,JHK,,-18.4,5.3,-13.0,5.1,,,,,,,,,,,,,11.819,0.027000000000000003,11.079,0.025,10.914000000000001,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.3,
413,224566226,18 30 43.284,-24 01 08.91,1,11.526,,,330-158966,18304328-2401089,STAR,J,,-3.0,4.3,-6.2,4.2,,,,,,,,,,,,,9.826,0.022000000000000002,8.772,0.025,8.257,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.1,
414,224628092,18 33 44.838,-23 54 41.05,1,13.794,,,331-166483,18334483-2354408,STAR,gri,,-0.7,3.0,-3.6,3.0,,,15.495,0.04,14.292,0.038,14.863,0.039,13.802,0.044000000000000004,13.337,0.065,11.63,0.021,10.957,0.024,10.716,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.8,
415,224661760,18 14 40.171,-23 51 13.41,1,13.162,,,331-133863,18144016-2351133,STAR,JHK,,-1.4,3.3,-10.4,3.3,,,,,,,,,,,,,10.649000000000001,0.022000000000000002,9.845,0.023,9.588,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.2,
416,224669306,18 20 55.413,-23 50 25.68,1,12.769,,,331-148170,18205541-2350256,STAR,gri,,13.4,4.7,-25.4,4.8,,,15.314,0.01,13.454,0.033,14.434000000000001,0.02,12.853,0.040999999999999995,12.056,0.08,12.758,0.055999999999999994,12.054,0.08900000000000001,11.868,0.052000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,8.4,
417,224689894,18 33 53.985,-23 48 18.12,1,11.633,,,331-166740,18335398-2348179,STAR,JHK,,12.2,1.7,-41.1,1.8,,,,,,,,,,,,,10.155,0.023,9.718,0.026000000000000002,9.56,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.9,
418,224700649,18 34 14.067,-23 47 12.21,1,14.052999999999999,,,332-168722,18341406-2347121,STAR,JHK,,7.4,3.0,-4.0,3.1,,,,,,,,,,,,,12.136,0.02,11.552999999999999,0.021,11.378,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.0,
419,224757434,18 01 59.089,-23 41 27.78,1,10.245,,6842-1634-1,332-127523,,STAR,BV,,-0.5,2.4,-2.2,2.3,,,11.639000000000001,0.13,10.463,0.057999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,224782319,18 13 39.700,-23 38 55.64,1,15.24,,,332-134880,18133967-2338556,STAR,JHK,,-1.5,7.6,-2.2,7.8,,,,,,,,,,,,,13.254000000000001,0.081,12.71,0.12,12.475,0.07400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-0-0,5.2,
421,224794507,18 02 04.128,-23 37 42.15,1,12.1,,,332-127589,18020412-2337419,STAR,gri,,-4.3,4.8,1.1,3.8,,,15.002,0.02,13.155,0.032,14.196,0.034,12.356,0.04,11.202,0.06,6.666,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD-133-111-s00-0-0,14.0,
422,224825377,18 02 23.457,-23 34 37.48,1,11.011,,,333-135580,18022345-2334375,STAR,gri,,2.3,3.1,2.8,2.4,,,14.383,0.047,12.309000000000001,0.03,13.466,0.032,11.203,0.04,9.959,0.06,7.035,0.02,6.254,0.017,5.729,0.017,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,10.3,
423,224847398,17 45 31.416,-23 32 24.75,1,12.725,,,333-122583,17453142-2332247,STAR,J,,,,,,,,,,,,,,,,,,11.117,0.028999999999999998,9.533999999999999,0.027000000000000003,7.975,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-221-111-000-0-0,6.4,0664-0560966
424,224895617,18 04 42.119,-23 27 35.94,1,9.564,,6842-1856-1,333-137117,18044212-2327358,STAR,gri,,-3.0,1.6,-4.3,1.6,,,9.692,0.024,9.448,0.024,10.124,0.03,9.612,0.04,9.324,0.06,8.631,0.026000000000000002,8.539,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,AAE-112-111-000-0-0,4.7,
425,224947037,17 53 53.811,-23 22 30.51,1,10.129,,6841-1579-1,334-126922,17535380-2322304,STAR,BV,,12.8,1.6,-8.9,1.7,,,10.855,0.046,10.242,0.037000000000000005,,,,,,,8.829,0.026000000000000002,8.635,0.033,8.562000000000001,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,9.4,
426,224991310,17 49 24.102,-23 18 09.14,1,14.128,,,,17492410-2318091,STAR,J,,,,,,,,,,,,,,,,,,12.783,0.044000000000000004,11.630999999999998,0.039,11.255,0.034,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-cc0-0-0,4.5,0666-0602871
427,225008081,17 47 16.175,-23 16 30.82,1,15.296,,,334-120967,17471618-2316305,STAR,JHK,,-18.4,6.8,-2.4,4.4,,,,,,,,,,,,,13.613,0.039,13.075999999999999,0.042,12.932,0.045,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-00s-0-0,7.8,
428,225045562,17 46 45.948,-23 12 47.94,1,13.686,,,334-120104,17464595-2312479,STAR,J,,-38.9,19.7,-19.0,4.9,,,,,16.678,0.086,,,,,,,12.289000000000001,0.033,11.350999999999999,0.026000000000000002,11.042,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-00d-0-0,7.3,
429,225072880,17 46 56.809,-23 10 04.98,1,15.542,,,335-119958,17465682-2310046,STAR,JHK,,-12.5,7.6,26.3,27.5,,,,,,,,,,,,,13.743,0.022000000000000002,13.32,0.021,13.022,0.035,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-0p0-0-0,7.6,
430,225099906,17 49 07.044,-23 07 18.71,1,16.249000000000002,,,,17490704-2307187,STAR,JHK,,,,,,,,,,,,,,,,,,13.806,0.036000000000000004,13.154000000000002,0.04,12.880999999999998,0.045,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-112-ccc-0-0,4.2,0668-0652629
431,225102663,18 13 02.496,-23 07 02.22,1,6.9639999999999995,89276.0,6843-378-1,335-139250,,STAR,BV,,1.66,1.84,-6.13,1.0,-1.4,1.29,8.064,0.017,7.121,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,225112638,17 51 36.140,-23 06 01.00,1,14.548,,,335-125603,17513614-2306010,STAR,JHK,,-18.8,5.0,-24.4,3.4,,,,,,,,,,,,,12.110999999999999,0.026000000000000002,11.359000000000002,0.028999999999999998,11.078,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.2,
433,225150059,17 54 29.536,-23 02 10.32,1,15.309000000000001,,,,17542953-2302103,STAR,J,,,,,,,,,,,,,,,,,,13.965,0.077,13.094000000000001,0.113,12.76,0.075,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-ccc-0-0,6.0,0669-0689886
434,225166718,17 48 41.559,-23 00 26.86,1,11.782,,,335-122909,17484156-2300267,STAR,J,,,,,,,,,,,,,,,,,,10.106,0.025,9.059,0.025,8.109,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-221-111-000-0-0,5.9,0669-0656356
435,225172767,17 50 45.974,-22 59 49.13,1,16.233,,,,17504597-2259491,STAR,JHK,,,,,,,,,,,,,,,,,,13.936,0.021,13.136,0.025,12.958,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,11.6,0670-0671492
436,225191577,18 00 24.146,-22 57 52.11,1,9.91,,6842-714-1,336-121401,18002414-2257521,STAR,gri,,-0.3,2.7,-2.6,2.7,,,10.036,0.03,9.896,0.034,10.097000000000001,0.03,9.847000000000001,0.04,10.027000000000001,0.06,9.363,0.023,9.33,0.022000000000000002,9.261000000000001,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.6,
437,225251264,17 47 01.860,-22 51 34.54,1,15.081,,,336-112129,17470185-2251343,STAR,JHK,,7.2,2.7,-10.3,2.9,,,,,,,,,,,,,13.306,0.045,12.735,0.065,12.593,0.042,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,4.9,
438,225322328,18 04 48.789,-22 43 56.63,1,10.14,,,337-121120,18044878-2243565,STAR,gri,,9.6,3.2,-6.7,2.0,,,13.363,0.042,11.171,0.03,12.342,0.03,10.279000000000002,0.04,9.197000000000001,0.06,7.063,0.023,6.192,0.046,5.797999999999999,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,12.1,
439,225330052,18 03 01.712,-22 43 06.57,1,6.8629999999999995,88396.0,6842-899-1,337-120199,18030171-2243066,STAR,BV,,1.74,0.52,-2.05,0.3,-0.87,0.52,6.649,0.015,6.718,0.01,,,,,,,6.771,0.028999999999999998,6.808,0.038,6.846,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,8.3,
440,225377677,18 02 22.340,-22 38 00.24,1,14.933,,,,18022233-2238002,STAR,J,,,,,,,,,,,,,,,,,,13.604000000000001,0.053,11.073,0.034,9.597000000000001,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-00s-0-0,6.7,0673-0716313
441,225382260,17 46 00.999,-22 37 30.59,1,8.866,,6828-1186-1,337-108957,17460099-2237305,STAR,gri,,5.3,1.5,-18.6,1.5,,,8.95,0.021,8.664,0.019,9.64,0.03,8.892999999999999,0.04,8.533999999999999,0.06,7.791,0.024,7.7,0.036000000000000004,7.6579999999999995,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,7.7,
442,225389644,17 59 07.985,-22 36 42.70,1,13.968,,,,17590798-2236427,STAR,J,,,,,,,,,,,,,,,,,,12.607999999999999,0.037000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUU-266-200-c00-0-0,4.1,0673-0705845
443,225438573,18 03 57.253,-22 31 22.81,1,9.699,,6842-685-1,338-122027,18035725-2231227,STAR,gri,,3.9,2.3,-4.0,2.3,,,9.597999999999999,0.026000000000000002,9.544,0.028999999999999998,9.887,0.03,9.636000000000001,0.04,9.679,0.06,9.36,0.022000000000000002,9.357000000000001,0.022000000000000002,9.315,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-0dd-0-0,9.8,
444,225448198,18 04 34.584,-22 30 18.61,1,10.7,,,338-122399,,STAR,gri,,2.8,1.2,0.6,1.4,,,10.765999999999998,0.04,10.686,0.03,10.624,0.03,10.725999999999999,0.04,10.776,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,225450463,18 04 12.642,-22 30 03.28,1,7.37,,6842-246-1,338-122205,18041264-2230032,STAR,BV,,-0.4,1.4,-4.4,1.4,,,7.182,0.015,7.232,0.011000000000000001,,,,,,,7.247999999999999,0.02,7.309,0.031,7.324,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,9.4,
446,225452539,18 09 48.587,-22 29 49.64,1,13.992,,,338-124831,18094858-2229497,STAR,gri,,2.5,2.7,3.1,3.0,,,14.985999999999999,0.02,14.218,0.037000000000000005,14.63,0.037000000000000005,13.885,0.045,13.718,0.069,12.472000000000001,0.027999999999999997,12.267000000000001,0.025,12.118,0.03,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.2,
447,225456723,18 04 20.715,-22 29 22.05,1,9.98,,,338-122297,18042071-2229220,STAR,gri,,5.2,3.3,-1.7,1.4,,,9.956,0.04,9.906,0.03,10.027999999999999,0.03,9.964,0.04,10.054,0.06,9.779,0.024,9.751,0.028999999999999998,9.636000000000001,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.9,
448,225474545,18 04 12.205,-22 27 24.63,1,9.451,,6263-63-1,338-122201,18041221-2227246,STAR,gri,,-3.0,1.7,-1.0,1.8,,,9.232999999999999,0.021,9.166,0.021,9.738,0.03,9.363999999999999,0.04,9.329,0.06,9.033999999999999,0.028999999999999998,9.052999999999999,0.051,9.052,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-122-111-0dd-0-0,6.0,
449,225484591,18 04 24.312,-22 26 18.81,1,9.979,88508.0,6263-1982-1,338-122326,18042431-2226188,STAR,gri,,1.82,1.35,-0.81,0.78,-0.58,1.33,9.959,0.027999999999999997,9.855,0.034,10.026,0.03,9.963,0.04,10.015,0.06,9.732000000000001,0.026000000000000002,9.664,0.023,9.642999999999999,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.7,
450,225514799,18 03 28.365,-22 22 58.90,1,12.164000000000001,,,339-115470,18032836-2222590,STAR,J,,-7.5,6.2,-1.4,5.2,,,,,,,,,,,,,10.474,0.026000000000000002,9.6,0.025,9.017999999999999,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,7.1,
451,225554801,18 03 24.358,-22 18 32.23,1,9.545,,6263-2078-1,339-115443,18032435-2218323,STAR,gri,,-3.3,2.7,0.6,2.7,,,9.485,0.021,9.379,0.022000000000000002,9.877,0.03,9.434,0.04,9.402999999999999,0.06,8.91,0.03,8.814,0.028999999999999998,8.683,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,6.1,
452,225576868,18 23 00.600,-22 16 05.70,1,12.652000000000001,,,339-133929,18230060-2216056,STAR,JHK,,2.5,1.6,2.9,3.7,,,,,,,,,,,,,11.675,0.03,11.487,0.035,11.422,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.2,
453,225587997,17 59 48.224,-22 14 52.16,1,12.950999999999999,,,,17594822-2214521,STAR,J,,-8.0,1.0,-4.0,2.0,,,,,,,,,,,,,11.395999999999999,0.023,10.29,0.027000000000000003,9.474,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.1,0677-0718099
454,225612092,18 05 50.999,-22 12 16.08,1,9.506,,6263-1758-1,339-116204,18055099-2212160,STAR,gri,,-2.9,1.4,0.5,1.4,,,9.05,0.018000000000000002,8.984,0.017,9.686,0.03,9.446,0.04,9.121,0.06,8.85,0.023,8.832,0.046,8.847000000000001,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,8.2,
455,225623685,18 03 41.742,-22 10 58.85,1,9.982000000000001,,6263-93-1,340-121545,18034174-2210585,STAR,gri,,,,,,,,12.793,0.425,10.808,0.087,12.675,0.031,10.113999999999999,0.04,8.827,0.06,5.6579999999999995,0.021,,,4.4030000000000005,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AEA-111-111-0d0-0-0,8.1,0678-0729813
456,225643897,17 48 02.164,-22 08 49.33,1,15.49,,,340-111814,17480215-2208491,STAR,JHK,,-36.1,27.5,49.3,27.5,,,,,,,,,,,,,12.92,0.035,12.068,0.031,11.839,0.07,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,5.7,
457,225677621,17 53 56.324,-22 05 08.49,1,15.362,,,340-116910,17535632-2205084,STAR,JHK,,8.5,6.0,-26.1,6.0,,,,,,,,,,,,,12.78,0.05,12.019,0.07400000000000001,11.695,0.05,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-cpc-0-0,3.7,
458,225799074,18 04 46.098,-21 51 27.17,1,12.501,,,341-121715,18044609-2151271,STAR,gri,,-0.2,3.2,0.6,3.2,,,14.998,0.02,13.514000000000001,0.033,14.34,0.035,12.662,0.040999999999999995,11.713,0.06,9.375,0.026000000000000002,8.692,0.069,8.192,0.031,,,,,,,,,,,,,,,,,,,,,,,,,AAA-211-111-00s-0-0,7.1,
459,225884422,17 57 16.009,-21 41 29.16,1,8.144,,,342-117457,17571599-2141290,STAR,J,,1.7,4.9,-9.1,4.9,,,,,,,,,,,,,6.444,0.021,5.082,0.015,4.51,0.031,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.0,
460,225936180,18 15 31.068,-21 35 22.81,1,13.978,,,343-135509,18153106-2135228,STAR,BV,,-4.4,2.9,-1.0,2.9,,,15.834000000000001,0.05,14.293,0.038,15.133,0.040999999999999995,,,,,8.008,0.021,6.854,0.028999999999999998,6.398,0.02,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,9.0,
