,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
1,212292688,13 33 39.628,-17 45 14.21,1,13.174,,,362-064509,13333961-1745142,,STAR,gri,rpm,-0.2,2,9.2,1.3,,,13.934,0.04,13.326,0.06,,,13.558,0.03,13.146,0.02,13.01,0.07,,,12.096,0.025,11.782,0.024,11.719,0.026,6017,166,95,4.238,0.13,0.234,-0.259,0.25,0.3,1.265,0.409,0.24,1.008,0.168,0.112,0.496,0.272,0.289,625.5,196,115.7,0.046,0.034,0.013,AAA-222-111-000-0-0,,
2,212292691,13 48 51.892,-17 45 13.96,1,11.774,,,362-065061,13485190-1745137,,STAR,gri,rpm,-12.5,2.5,13.1,1.5,,,12.698,0.01,11.981,0.01,,,12.294,0.03,11.783,0.01,11.551,0.05,,,10.664,0.023,10.323,0.023,10.236,0.022,5801,93,186,4.072,0.405,0.225,-0.185,0.2,0.24,1.497,0.526,0.591,1.048,0.075,0.119,0.283,0.707,0.172,360.4,129.4,132.9,0.063,0.026,0.031,AAA-222-111-000-0-0,,
3,212292706,13 25 04.750,-17 45 12.62,1,18.064,,,,13250474-1745126,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.523,0.137,16.293,0.18,15.416,0.209,3941,1900,542,4.898,0.175,0.49,-0.341,0.35,0.63,0.335,0.504,0.146,0.38,0.413,0.207,7.417,12.32,6.369,770.4,2205,406.7,0.053,0.031,0.022,BCC-222-111-000-0-0,,
4,212292742,13 43 53.060,-17 45 09.16,1,14.028,,,362-064869,13435306-1745091,,STAR,BV,rpm,14.2,2.2,-33,2.4,,,14.555,0.048,14.086,0.036,,,,,,,,,,,12.889,0.033,12.549,0.044,12.462,0.034,5783,342,342,4.468,0.085,0.17,-0.501,0.3,0.48,0.871,0.203,0.107,0.838,0.063,0.063,1.166,0.443,0.513,605.3,190.8,107.6,0.053,0.029,0.024,AAA-222-111-000-0-0,,
5,212292753,13 51 58.363,-17 45 07.71,1,11.415,,6127-683-1,362-065185,13515837-1745077,,STAR,gri,rpm,4.4,3,-18.6,3.3,,,11.974,0.142,11.941,0.21,,,11.927,0.03,11.403,0.02,11.196,0.02,,,10.212,0.026,9.853,0.026,9.757,0.028,5533,198,165,3.508,0.71,1.136,-0.77,0.7,0.5,2.611,6.687,1.557,0.897,0.23,0.028,0.045,0.531,0.044,468.9,1112,272,0.054,0.025,0.021,AAA-222-111-000-0-0,,
6,212292769,13 43 52.753,-17 45 05.88,1,14.559,,,362-064868,13435276-1745059,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.329,0.028,12.97,0.031,12.897,0.034,5738,224,269,4.431,0.09,0.36,-0.291,0.3,0.54,0.955,0.545,0.142,0.9,0.109,0.091,1.02,0.438,0.738,788.4,449.1,146.1,0.06,0.025,0.025,AAA-222-111-000-0-0,,
7,212292805,13 45 39.155,-17 45 03.42,1,10.945,,6127-868-1,362-064939,13453915-1745035,,STAR,gri,rav,-1.7,2.3,1.2,2.4,,,11.461,0.101,10.932,0.099,,,11.28,0.09,10.907,0.04,10.802,0.05,,,10.015,0.024,9.733,0.022,9.668,0.019,6186,149,186,3.794,0.102,0.085,-0.125,0.12,0.18,2.429,0.425,0.427,1.401,0.233,0.194,0.088,0.053,0.025,475.5,94.87,79.09,0.058,0.028,0.028,AAA-222-111-000-0-0,,
8,212292821,13 44 37.998,-17 45 02.31,1,14.553,,,362-064898,13443799-1745021,,STAR,gri,rpm,-24.7,2.8,-10.1,3.7,,,15.963,0.03,14.888,0.02,,,15.384,0.03,14.468,0.03,14.198,0.01,,,12.904,0.026,12.425,0.027,12.261,0.026,4847,97,78,4.609,0.024,0.028,-0.005,0.09,0.21,0.725,0.032,0.043,0.795,0.026,0.052,2.012,0.22,0.198,400.5,35.02,23.28,0.058,0.023,0.023,AAA-222-111-000-0-0,,
9,212292856,13 39 46.718,-17 44 58.39,1,14.517,,,362-064722,13394671-1744584,,STAR,gri,rpm,-4.8,2.7,0,3,,,15.931,0.06,14.923,0.08,,,15.381,0.05,14.544,0.05,14.147,0.08,,,12.862,0.022,12.268,0.028,12.196,0.024,4760,95,95,2.384,0.444,0.888,-0.714,0.35,0.77,9.177,14.014,3.642,0.912,0.057,0.091,0.001,0.004,0.001,4870,8154,1638,0.067,0.023,0.032,AAA-222-111-000-0-0,,
10,212292964,13 45 40.825,-17 44 46.89,1,9.572,,6127-867-1,362-064940,13454080-1744467,,STAR,gri,rpm,103.1,1.6,-24.2,1.6,,,10.606,0.059,9.776,0.039,,,10.469,0.01,9.452,0.02,9.187,0.06,,,8.283,0.032,7.904,0.036,7.781,0.02,5315,255,213,4.534,0.045,1.035,-0.101,0.15,0.6,0.856,1.953,0.081,0.896,0.089,0.055,1.433,0.33,1.392,65.77,127.9,9.402,0.027,0.02,0.01,AAA-111-111-000-0-0,,
11,212292971,13 45 42.634,-17 44 45.70,1,13.528,,,362-064942,13454262-1744457,,STAR,BV,rpm,-11.6,2,0,2.2,,,14.482,0.02,13.703,0.034,,,,,,,,,,,11.897,0.023,11.492,0.022,11.403,0.024,5402,212,170,3.888,0.624,0.52,-0.197,0.25,0.85,1.742,1.404,0.95,0.934,0.207,0.069,0.169,1.103,0.147,751,404.2,433.6,0.057,0.029,0.024,AAA-222-111-ddd-0-0,,
12,212293006,13 35 36.434,-17 44 41.58,1,12.804,,,362-064580,13353643-1744416,,STAR,gri,rpm,13.1,3.3,-23.8,2.5,,,13.855,0.07,13.066,0.08,,,13.384,0.07,12.805,0.06,12.556,0.07,,,11.648,0.027,11.243,0.027,11.206,0.024,5464,215,172,4.481,0.078,0.702,-0.236,0.25,0.35,0.885,1.155,0.094,0.901,0.067,0.08,1.206,0.406,1.104,326.4,397,38.16,0.049,0.029,0.021,AAA-222-111-000-0-0,,
13,212293028,13 51 40.485,-17 44 39.59,1,13.583,,,362-065173,13514048-1744396,,STAR,gri,rpm,-20.4,1.3,-3.9,1.8,,,14.557,0.02,13.766,0.02,,,14.11,0.03,13.555,0.02,13.357,0.01,,,12.357,0.023,12.012,0.023,11.952,0.027,5692,91,137,4.455,0.05,0.58,-0.375,0.3,0.3,0.939,0.883,0.098,0.924,0.056,0.089,1.065,0.301,0.919,501.5,429.7,60.66,0.079,0.014,0.031,AAA-222-111-000-0-0,,
14,212293036,13 48 12.444,-17 44 39.11,1,12.481,,,362-065039,13481243-1744390,,STAR,gri,rpm,-68.1,1.3,17.9,1.6,,,13.257,0.02,12.659,0.01,,,12.908,0.04,12.506,0.01,12.298,0.05,,,11.42,0.024,11.102,0.023,11.063,0.022,5961,143,143,4.416,0.08,0.192,-0.763,0.3,0.25,0.903,0.296,0.097,0.817,0.098,0.041,1.02,0.325,0.549,324.1,103.1,110,0.053,0.028,0.024,AAA-222-111-000-0-0,,
15,212293041,13 38 43.198,-17 44 38.70,1,11.45,,6126-824-1,362-064691,13384319-1744385,,STAR,gri,rav,-9.7,3.3,-17.7,3.4,,,12.372,0.251,11.655,0.174,,,12.054,0.05,11.508,0.04,11.191,0.09,,,10.193,0.023,9.791,0.024,9.726,0.019,5087,121,152,4.623,0.025,0.025,-0.484,0.15,0.15,0.683,0.035,0.034,0.714,0.041,0.041,2.198,0.291,0.216,115.2,9.96,9.168,0.033,0.014,0.012,AAA-222-111-000-0-0,,
16,212293060,13 50 33.387,-17 44 36.36,1,10.1,,6127-653-1,362-065129,13503338-1744362,,STAR,gri,rpm,-25.7,2.2,5.3,2.4,,,11.263,0.097,10.447,0.064,,,10.924,0.02,10.147,0.04,9.747,0.04,,,8.618,0.026,8.097,0.049,7.953,0.024,4844,95,95,2.37,0.507,0.234,-0.688,0.35,0.42,10.294,2.441,4.246,0.921,0.191,0.042,8.58E-04,0.004,4.57E-04,753,207.3,290,0.06,0.024,0.029,AAA-111-111-000-0-0,,
17,212293087,13 40 10.093,-17 44 32.05,1,14.54,,,362-064740,13401009-1744321,,STAR,gri,rpm,11.5,2.7,-8.4,3,,,15.614,0.06,14.869,0.12,,,15.151,0.04,14.554,0.03,14.278,0.07,,,13.329,0.029,12.872,0.027,12.8,0.035,5289,156,125,3.935,0.62,1.085,-0.711,0.5,0.8,1.399,4.142,0.762,0.838,0.068,0.057,0.185,1.52,0.181,1142,2595,624.1,0.054,0.029,0.022,AAA-222-111-000-0-0,,
18,212293113,13 34 42.371,-17 44 28.24,1,17.204,,,,13344237-1744282,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.877,0.076,15.196,0.089,15.37,0.183,4179,480,400,4.784,0.162,0.135,-0.251,0.25,0.45,0.464,0.144,0.146,0.507,0.141,0.169,4.592,5.688,2.01,811.7,431.1,324.8,0.055,0.028,0.023,AAC-222-111-000-0-0,,
19,212293120,13 48 50.936,-17 44 27.39,1,14.503,,,362-065060,13485094-1744272,,STAR,gri,rpm,-29.2,2.7,-0.4,2.9,,,15.848,0.07,14.861,0.02,,,15.353,0.03,14.495,0.02,14.139,0.04,,,12.995,0.023,12.431,0.026,12.323,0.027,4749,111,111,4.657,0.16,0.04,-0.457,0.4,0.88,0.636,0.088,0.179,0.679,0.099,0.158,2.548,2.583,0.505,356.4,53.75,109,0.061,0.02,0.024,AAA-222-111-000-0-0,,
20,212293125,13 35 55.404,-17 44 26.77,1,15.13,,,362-064592,13355539-1744267,,STAR,gri,rpm,-3.4,4.1,-47.2,4.4,,,17.193,0.104,15.907,0.063,,,16.672,0.04,15.311,0.05,14.469,0.15,,,13.075,0.029,12.312,0.029,12.188,0.029,3985,127,63,4.804,0.03,0.03,0.098,0.08,0.14,0.475,0.041,0.032,0.537,0.052,0.039,4.789,0.71,0.732,218.3,30.04,16.9,0.066,0.005,0.031,AAA-222-111-000-0-0,,
21,212293194,13 27 04.340,-17 44 19.69,1,10.889,,6124-93-1,362-064271,,,STAR,gri,,29.4,3.3,-4.9,3.9,,,11.748,0.077,11.175,0.07,,,11.248,0.05,10.868,0.05,10.735,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,212293199,13 34 16.501,-17 44 19.38,1,17.241,,,,13341650-1744193,,STAR,J,rpm,10,1,8,1,,,,,,,,,,,,,,,,,15.763,0.095,15.195,0.101,14.66,0.126,3853,588,267,4.912,0.115,0.184,-0.134,0.2,0.36,0.346,0.19,0.106,0.4,0.207,0.148,7.658,6.767,4.076,540.3,403.8,201,0.055,0.028,0.023,AAB-222-111-000-0-0,,0722-0367409
23,212293201,13 50 36.357,-17 44 19.08,1,12.703,,,362-065131,13503635-1744189,,STAR,gri,rpm,9.2,2.3,1.9,1.3,,,13.632,0.01,12.911,0.01,,,13.218,0.02,12.696,0.02,12.482,0.05,,,11.546,0.023,11.193,0.026,11.116,0.023,5650,200,200,3.903,0.525,1.365,-0.176,0.2,1.12,1.707,6.403,0.815,0.963,0.167,0.105,0.152,0.831,0.151,585.5,1725,271.8,0.056,0.023,0.023,AAA-222-111-000-0-0,,
24,212293222,13 33 02.845,-17 44 16.54,1,15.942,,,,13330284-1744165,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.096,0.032,13.543,0.034,13.36,0.044,3827,893,262,4.917,0.115,0.276,-0.151,0.2,0.36,0.35,0.283,0.108,0.383,0.326,0.148,8.458,7.474,6.074,235.5,367,88.27,0.044,0.027,0.017,AAA-222-111-000-0-0,,
25,212293229,13 52 56.008,-17 44 15.35,1,16.021,,,362-065222,13525590-1744160,,EXTENDED,J,,40.2,12.2,12.4,12.9,,,,,,,,,,,,,,,,,14.63,0.099,13.943,0.116,13.572,0.094,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-0-0,13.4,
26,212293230,13 48 24.954,-17 44 15.33,1,14.438,,,362-065047,13482493-1744151,,STAR,gri,rpm,-1.2,2.8,0.3,2.9,,,15.878,0.03,14.764,0.02,,,15.294,0.04,14.422,0.049,14.072,0.06,,,12.768,0.026,12.215,0.024,12.103,0.033,4763,114,76,2.456,0.774,0.645,-0.574,0.35,0.49,8.72,9.29,4.498,0.923,0.058,0.117,0.001,0.015,9.82E-04,4152,4113,2334,0.075,0.014,0.038,AAA-222-111-000-0-0,,
27,212293240,13 38 52.628,-17 44 14.37,1,13.756,,,362-064699,13385262-1744141,,STAR,gri,rpm,-7.3,2.1,-17.2,2.3,,,14.757,0.03,14.036,0.07,,,14.313,0.02,13.816,0.03,13.518,0.09,,,12.579,0.022,12.249,0.026,12.14,0.023,5836,117,117,4.372,0.096,0.272,-0.205,0.16,0.24,1.033,0.396,0.142,0.961,0.08,0.08,0.8,0.394,0.486,617.6,234.9,91.93,0.06,0.028,0.023,AAA-222-111-000-0-0,,
28,212293243,13 32 57.092,-17 44 14.14,1,9.819,,6125-47-1,362-064489,13325709-1744142,,STAR,gri,rav,-85.4,2.1,26.4,2.1,,,10.429,0.044,9.815,0.034,,,10.378,0.05,9.656,0.01,9.58,0.01,,,8.631,0.023,8.394,0.049,8.285,0.033,5364,169,212,3.622,0.12,0.12,-0.105,0.12,0.15,2.883,0.639,0.523,1.38,0.193,0.193,0.052,0.03,0.022,252.9,56.09,45.91,0.041,0.026,0.016,AAA-111-111-000-0-0,,
29,212293260,13 30 55.140,-17 44 12.04,1,13.393,,,362-064409,13305513-1744119,,STAR,gri,rpm,1.6,1.1,-8.7,1.1,,,14.029,0.06,13.411,0.04,,,13.654,0.04,13.239,0.03,13.281,0.19,,,12.229,0.022,11.944,0.025,11.862,0.023,6038,200,100,4.167,0.192,0.16,-0.16,0.2,0.32,1.363,0.337,0.27,1.085,0.107,0.15,0.346,0.354,0.153,727.5,173.7,164.9,0.05,0.034,0.017,AAA-222-111-000-0-0,,
30,212293262,13 50 05.643,-17 44 11.87,1,13.973,,,362-065112,13500564-1744117,,STAR,gri,rpm,-14.2,1.6,-9.7,3.3,,,15.027,0.01,14.204,0.02,,,14.567,0.01,13.969,0.03,13.719,0.04,,,12.752,0.026,12.309,0.023,12.29,0.023,5350,126,126,3.748,0.78,0.468,-0.696,0.48,0.48,2.016,1.064,1.287,0.874,0.036,0.072,0.085,1.438,0.062,1217,604,754.4,0.045,0.036,0.012,AAA-222-111-000-0-0,,
31,212293267,13 26 56.331,-17 44 11.36,1,14.79,,,362-064264,13265633-1744113,,STAR,gri,rpm,-59.8,2,-18.2,1.9,,,17.237,0.3,15.601,0.08,,,16.386,0.05,14.975,0.05,14.105,0.13,,,12.441,0.027,11.75,0.023,11.476,0.024,3662,175,58,4.959,0.065,0.078,0.047,0.12,0.18,0.322,0.069,0.067,0.334,0.101,0.084,10.13,4.18,2.959,101.5,31.07,23.78,0.04,0.017,0.02,AAA-222-111-000-0-0,,
32,212293301,13 51 20.735,-17 44 06.84,1,12.619,,,362-065163,13512074-1744067,,STAR,gri,rpm,-4.9,1.1,7.1,1.4,,,14.258,0.02,12.973,0.02,,,13.621,0.02,12.557,0.01,12.189,0.03,,,10.839,0.024,10.299,0.026,10.107,0.021,4543,73,73,2.773,0.276,0.115,0.165,0.08,0.06,7.57,1.102,2.395,1.242,0.037,0.101,0.003,0.005,9.09E-04,1524,225.8,445.1,0.074,0.019,0.034,AAA-222-111-000-0-0,,
33,212293315,13 28 35.731,-17 44 05.33,1,14.909,,,362-064322,13283573-1744052,,STAR,gri,rpm,-27.6,2,46.3,2.1,,,17.215,0.15,15.771,0.03,,,16.518,0.07,15.114,0.05,14.219,0.13,,,12.435,0.024,11.78,0.024,11.519,0.03,3684,176,88,4.963,0.055,0.077,0.021,0.1,0.18,0.304,0.079,0.052,0.33,0.095,0.076,10.12,4.675,3.197,96.03,35.19,22,0.045,0.006,0.026,AAA-222-111-000-0-0,,
34,212293331,13 44 31.838,-17 44 03.57,1,16.755,,,,13443183-1744035,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.302,0.033,13.714,0.038,13.373,0.044,3529,169,203,5.044,0.098,0.084,-0.03,0.15,0.21,0.238,0.068,0.062,0.229,0.105,0.075,15.66,10.09,5.313,155.1,59.98,50.33,0.041,0.02,0.017,AAA-222-111-000-0-0,,
35,212293349,13 25 11.060,-17 44 02.45,1,14.001,,,362-064214,13251105-1744025,,STAR,gri,rpm,10.1,2,-8.2,1.6,,,15.369,0.07,14.327,0.05,,,14.85,0.04,13.942,0.05,13.637,0.05,,,12.414,0.021,11.917,0.026,11.847,0.026,4939,79,119,4.567,0.03,0.918,0.046,0.18,0.21,0.793,1.937,0.047,0.858,0.313,0.063,1.675,0.248,1.616,363.5,878.5,36.54,0.055,0.026,0.022,AAA-222-111-000-0-0,,
36,212293380,13 36 51.548,-17 43 59.37,1,13.425,,,362-064618,13365153-1743593,,STAR,gri,rpm,-12.9,2.1,-4.8,2.5,,,14.346,0.03,13.717,0.07,,,13.945,0.05,13.464,0.03,13.202,0.09,,,12.315,0.026,12.035,0.026,11.952,0.024,5992,119,142,4.265,0.13,0.208,-0.117,0.16,0.28,1.244,0.382,0.216,1.057,0.11,0.132,0.54,0.366,0.278,665.1,192.5,127,0.066,0.025,0.029,AAA-222-111-000-0-0,,
37,212293390,13 40 56.202,-17 43 57.33,1,9.643,,6126-814-1,362-064768,13405620-1743572,,STAR,BV,rav,-19,2,8.6,1.9,,,10.953,0.058,9.843,0.03,,,,,,,,,,,8.025,0.02,7.433,0.036,7.296,0.021,4588,197,141,2.157,0.155,0.217,-0.425,0.15,0.15,13.818,3.893,2.245,1.027,0.113,0.081,3.72E-04,2.60E-04,1.95E-04,739.3,155.3,108.6,0.057,0.029,0.024,AAA-111-111-000-0-0,,
38,212293419,13 27 05.841,-17 43 54.18,1,13.768,,,362-064272,13270584-1743540,,STAR,gri,rpm,-7.1,1.4,-3.1,1.5,,,14.564,0.06,13.921,0.04,,,14.192,0.05,13.739,0.04,13.587,0.09,,,12.716,0.03,12.401,0.026,12.323,0.032,5935,143,143,4.267,0.15,0.24,-0.205,0.2,0.28,1.192,0.42,0.205,1.007,0.104,0.104,0.501,0.432,0.282,801,249.1,161.8,0.055,0.028,0.02,AAA-222-111-000-0-0,,
39,212293455,13 33 57.521,-17 43 49.67,1,17.817,,,,13335752-1743496,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.298,0.104,15.403,0.123,15.081,0.151,3949,372,372,4.888,0.14,0.14,-0.201,0.25,0.4,0.374,0.134,0.145,0.414,0.15,0.18,6.946,9.639,3.216,766.4,415.2,348.3,0.059,0.025,0.025,ABB-222-111-000-0-0,,
40,212293476,13 38 04.219,-17 43 46.82,1,18.51,,,,13380421-1743468,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.205,0.106,15.4,0.103,15.33,0.204,4053,438,365,4.841,0.162,0.135,-0.251,0.25,0.4,0.421,0.138,0.154,0.473,0.139,0.194,5.79,7.597,2.608,847.3,447,379.1,0.059,0.025,0.025,AAC-222-111-000-0-0,,
41,212293499,13 40 11.920,-17 43 44.06,1,13.964,,,362-064742,13401191-1743441,,STAR,gri,rpm,17.1,2.8,-1.7,3,,,15.17,0.04,14.267,0.07,,,14.656,0.06,13.984,0.05,13.667,0.04,,,12.55,0.026,12.106,0.025,11.971,0.024,5208,104,104,4.509,0.07,1.316,-0.41,0.36,0.63,0.864,2.95,0.115,0.864,0.064,0.077,1.285,0.53,1.27,467.3,1488,96.78,0.072,0.017,0.031,AAA-222-111-000-0-0,,
42,212293559,13 49 50.900,-17 43 37.68,1,18.015,,,,13495090-1743376,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.479,0.14,15.747,0.134,14.988,0.139,3610,412,294,5.002,0.12,0.144,-0.136,0.2,0.32,0.265,0.132,0.088,0.261,0.202,0.112,14,13.62,7.805,531.2,383.5,222.7,0.055,0.028,0.023,BBB-222-111-000-0-0,,
43,212293577,13 37 49.237,-17 43 34.46,1,11.218,,,362-064652,13374923-1743342,,STAR,gri,rav,1.4,1.3,-4.7,3.6,,,12.996,0.08,11.709,0.07,,,12.304,0.05,11.237,0.03,10.752,0.11,,,9.425,0.023,8.742,0.065,8.633,0.019,4462,158,131,2.184,0.155,0.186,-0.165,0.15,0.15,13.704,2.734,2.279,1.13,0.118,0.141,4.02E-04,2.81E-04,1.89E-04,1335,280.5,196.2,0.063,0.025,0.03,AAA-212-111-000-0-0,,
44,212293599,13 48 24.628,-17 43 31.41,1,14.5,,,362-065046,13482462-1743313,,STAR,gri,rpm,-7.8,2.7,0.3,2.8,,,15.692,0.03,14.797,0.01,,,15.234,0.03,14.493,0.02,14.186,0.05,,,13.142,0.027,12.636,0.023,12.574,0.03,5003,98,78,3.049,0.59,0.59,-0.617,0.3,0.3,4.101,4.522,1.893,0.912,0.055,0.055,0.009,0.09,0.008,2687,2689,1180,0.07,0.023,0.034,AAA-222-111-000-0-0,,
45,212293601,13 52 50.211,-17 43 31.26,1,10.556,,6140-141-1,362-065217,13525022-1743313,,STAR,gri,rpm,-13.1,2.9,11.5,3.1,,,12.153,0.254,10.952,0.093,,,11.34,0.05,10.47,0.02,10.22,0.17,,,8.919,0.037,8.386,0.063,8.212,0.024,4750,96,96,2.436,0.54,0.18,-0.315,0.25,0.35,10.227,1.613,4.671,1.089,0.207,0.173,9.26E-04,0.005,3.71E-04,850.5,136.9,358.4,0.054,0.029,0.021,AAA-111-111-000-0-0,,
46,212293618,13 47 13.242,-17 43 29.82,1,12.862,,,362-064989,13471324-1743298,,STAR,gri,rpm,-21.7,2.3,-10.2,2.2,,,14.073,0.02,13.15,0.01,,,13.595,0.03,12.838,0.01,12.548,0.04,,,11.488,0.023,11.076,0.023,11.029,0.026,5206,84,126,3.835,0.714,0.084,0.024,0.16,0.24,2.083,0.201,1.273,1.033,0.145,0.174,0.117,1.519,0.007,652.7,56.41,395.8,0.067,0.017,0.025,AAA-222-111-000-0-0,,
47,212293667,13 37 16.132,-17 43 24.27,1,15.063,,,362-064635,13371613-1743242,,STAR,JHK,rpm,-87.4,2.9,-11.9,3,,,,,,,,,,,,,,,,,12.727,0.03,12.063,0.026,11.842,0.023,3853,156,188,4.903,0.08,0.05,-0.1,0.15,0.27,0.367,0.056,0.07,0.409,0.063,0.101,7.985,4.101,1.928,141,30.49,37.92,0.038,0.018,0.013,AAA-222-111-000-0-0,,
48,212293689,13 27 17.135,-17 43 20.79,1,16.533,,,362-064276,13271712-1743200,,STAR,JHK,rpm,-43.3,9.7,-28.2,9.7,,,,,,,,,,,,,,,,,14.234,0.03,13.561,0.032,13.361,0.038,3965,243,202,4.87,0.09,0.075,-0.207,0.25,0.25,0.407,0.076,0.086,0.449,0.085,0.101,6.238,3.204,1.822,318,86.06,79.44,0.053,0.024,0.02,AAA-222-111-000-0-0,,
49,212293733,13 33 12.524,-17 43 15.38,1,10.439,,6125-56-1,362-064497,13331251-1743152,,STAR,gri,rpm,-19.3,2.2,-30.8,2.3,,,11.115,0.075,10.386,0.055,,,10.875,0.04,10.398,0.02,10.252,0.06,,,9.342,0.025,9.002,0.025,8.943,0.025,5851,136,170,4.183,0.265,0.318,-0.067,0.2,0.28,1.326,0.653,0.376,1.071,0.139,0.116,0.388,0.621,0.265,190.8,78.72,55.73,0.044,0.024,0.017,AAA-222-111-000-0-0,,
50,212293753,13 26 13.228,-17 43 13.16,1,14.821,,,362-064236,13261323-1743131,,STAR,gri,rpm,-20.1,2.2,-1.1,1.9,,,16.44,0.12,15.285,0.02,,,15.99,0.08,14.814,0.07,14.32,0.06,,,12.853,0.022,12.244,0.021,12.128,0.026,4332,205,247,4.711,0.117,0.065,-0.138,0.25,0.3,0.576,0.084,0.125,0.63,0.084,0.134,3.282,2.115,0.792,266.5,54.64,75.99,0.042,0.034,0.012,AAA-222-111-000-0-0,,
51,212293781,13 43 14.242,-17 43 09.86,1,14.9,,,362-064843,13431423-1743099,,STAR,gri,rpm,-5.8,2.7,-3.9,3,,,16.117,0.12,15.113,0.06,,,15.572,0.08,14.831,0.05,14.611,0.07,,,13.321,0.022,12.844,0.026,12.767,0.034,5094,121,121,3.366,1.152,0.72,-0.625,0.56,0.4,2.712,4.323,2.063,0.892,0.05,0.081,0.036,1.755,0.034,1785,2183,1288,0.061,0.025,0.025,AAA-222-111-000-0-0,,
52,212293783,13 45 37.936,-17 43 09.75,1,13.588,,,362-064937,13453793-1743098,,STAR,gri,rpm,-20.4,2.4,-6.7,3.6,,,14.729,0.08,13.905,0.07,,,14.258,0.08,13.586,0.06,13.3,0.04,,,12.189,0.023,11.737,0.025,11.636,0.026,5184,157,125,4.527,0.054,1.242,-0.295,0.3,0.6,0.836,2.688,0.081,0.877,0.045,0.073,1.464,0.362,1.444,377.4,1100,50.51,0.062,0.024,0.028,AAA-222-111-000-0-0,,
53,212293791,13 48 06.130,-17 43 09.02,1,13.27,,,362-065030,13480612-1743089,,STAR,gri,rpm,-17.9,2.9,6.3,2.8,,,14.159,0.03,13.479,0.02,,,13.772,0.03,13.285,0.01,13.055,0.03,,,12.135,0.026,11.801,0.023,11.732,0.024,5764,138,173,4.345,0.17,0.578,-0.442,0.36,0.66,1.052,0.823,0.243,0.903,0.096,0.096,0.661,0.613,0.556,521.6,354,130.4,0.073,0.019,0.038,AAA-222-111-000-0-0,,
54,212293832,13 40 41.708,-17 43 03.29,1,11.938,,,362-064760,13404171-1743033,,STAR,gri,rpm,-8.9,1.2,13.9,1.2,,,12.943,0.06,12.167,0.08,,,12.498,0.06,11.948,0.05,11.698,0.05,,,10.709,0.024,10.298,0.025,10.238,0.021,5353,163,130,3.318,0.76,0.95,-0.81,0.7,0.35,2.798,5.594,1.636,0.9,0.184,0.035,0.021,0.125,0.02,559.2,1286,306.9,0.064,0.02,0.032,AAA-222-111-000-0-0,,
55,212293866,13 35 36.090,-17 42 59.82,1,12.303,,,362-064579,13353609-1742598,,STAR,gri,rpm,-20.4,1.6,-9.3,2.2,,,13.021,0.08,12.48,0.08,,,12.666,0.08,12.318,0.06,12.147,0.07,,,11.447,0.027,11.152,0.024,11.07,0.023,6045,147,147,4.235,0.144,0.192,-0.236,0.25,0.35,1.239,0.344,0.199,1.006,0.147,0.123,0.523,0.287,0.263,455.5,125.4,83.54,0.055,0.028,0.023,AAA-222-111-000-0-0,,
56,212293886,13 52 11.221,-17 42 57.96,1,14.446,,,362-065196,13521122-1742580,,STAR,gri,rpm,-9.3,1.6,3.1,1.8,,,15.795,0.04,14.763,0.04,,,15.237,0.03,14.464,0.04,14.107,0.05,,,12.928,0.027,12.35,0.027,12.328,0.027,4915,96,115,2.979,1.496,0.528,-0.584,0.35,0.25,4.762,3.793,4.017,0.919,0.046,0.11,0.006,1.393,0.005,2617,2007,2186,0.067,0.023,0.027,AAA-222-111-000-0-0,,
