EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
212269730,13 51 51.233,-18 30 29.60,1,13.376,,,358-068008,13515123-1830295,STAR,gri,rpm,-11.7,2.7,4.1,1.4,,,13.906,0.03,13.421,0.02,13.591,0.03,13.304,0.02,13.198,0.02,12.413,0.026,12.176,0.026,12.099,0.027,6332,155,103,4.143,0.135,0.135,-0.59,0.36,0.6,1.342,0.292,0.208,0.96,0.241,0.151,0.367,0.208,0.133,802.1,176.6,122.5,0.042,0.029,0.013,AAA-222-111-000-0-0,,
212269912,13 51 32.739,-18 30 01.81,1,16.999,,,,13513273-1830018,STAR,J,col,,,,,,,,,,,,,,,,,15.537,0.082,14.807,0.087,14.361,0.1,3798,425,303,4.937,0.13,0.156,-0.132,0.2,0.28,0.33,0.157,0.123,0.349,0.196,0.164,8.453,9.207,4.407,440.1,293.6,201.8,0.054,0.026,0.022,AAA-222-111-000-0-0,,
212270038,13 52 27.209,-18 29 45.88,1,15.946,,,,13522720-1829458,STAR,JHK,col,,,,,,,,,,,,,,,,,14.072,0.073,13.529,0.075,13.327,0.066,4401,702,702,4.728,0.259,0.222,-0.21,0.25,0.45,0.512,0.289,0.23,0.564,0.257,0.3,3.459,7.059,2.126,422.2,483,248.8,0.051,0.03,0.019,AAA-222-222-ccc-0-0,,
212270062,13 52 27.147,-18 29 42.61,1,15.957,,,,13522714-1829426,STAR,JHK,col,,,,,,,,,,,,,,,,,14.142,0.04,13.633,0.038,13.416,0.047,3717,1151,261,4.971,0.105,0.357,-0.111,0.2,0.36,0.304,0.386,0.11,0.319,0.417,0.13,10.55,8.871,8.392,202.3,436.2,76.98,0.042,0.029,0.016,AAA-222-222-ccc-0-0,,
212270293,13 47 59.561,-18 29 13.36,1,12.847,,,358-067831,13475955-1829134,STAR,gri,rpm,12.3,2.2,-3.9,2.5,,,14.131,0.03,13.186,0.02,13.626,0.02,12.868,0.02,12.513,0.06,11.363,0.021,10.882,0.025,10.779,0.021,5004,80,100,2.998,0.594,0.693,-0.57,0.35,0.42,4.298,5.475,1.726,0.94,0.2,0.067,0.009,0.038,0.009,1243,1441,545.2,0.068,0.02,0.028,AAA-222-111-000-0-0,,
212270299,13 50 03.420,-18 29 13.07,1,16.938,,,,13500342-1829130,STAR,JHK,rpm,32,3,26,1,,,,,,,,,,,,,14.81,0.035,14.201,0.039,13.989,0.06,3770,280,233,4.961,0.08,0.096,-0.201,0.25,0.35,0.315,0.096,0.086,0.341,0.11,0.11,9.998,5.848,3.69,291.8,111,93.62,0.047,0.027,0.017,AAA-222-111-000-0-0,,0715-0276006
212270340,13 48 14.301,-18 29 05.44,1,11.014,,6127-281-1,358-067838,13481432-1829056,STAR,gri,rav,-50.4,2.5,21.8,2.7,,,11.68,0.103,10.979,0.09,11.497,0.04,11.022,0.02,10.807,0.06,9.986,0.025,9.668,0.027,9.54,0.022,5328,193,160,3.722,0.08,0.112,-0.495,0.15,0.15,2.296,0.393,0.245,1.022,0.137,0.086,0.079,0.033,0.026,376.1,55.92,35.46,0.054,0.025,0.025,AAA-222-111-000-0-0,,
212270380,13 47 48.541,-18 29 00.70,1,13.145,,,358-067819,13474853-1829007,STAR,gri,,-31.8,2.9,-4.2,5.4,,,15.096,0.02,13.76,0.02,14.468,0.03,13.189,0.02,12.579,0.06,11.167,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEE-222-111-000-0-0,45.2,
212270417,13 52 43.370,-18 28 56.05,1,17.596,,,,13524336-1828560,STAR,J,,,,,,,,,,,,,,,,,,16.093,0.098,15.692,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,ACU-220-110-000-0-0,26.3,
212270430,13 52 14.421,-18 28 54.21,1,13.964,,,358-068024,13521442-1828541,STAR,gri,rpm,-17,1.8,-5.6,1.8,,,14.951,0.04,14.137,0.02,14.506,0.02,13.93,0.03,13.732,0.02,12.74,0.024,12.412,0.03,12.329,0.025,5651,114,137,4.455,0.06,0.204,-0.151,0.25,0.25,0.932,0.274,0.113,0.934,0.082,0.098,1.08,0.328,0.566,580,176.2,79.47,0.07,0.019,0.035,AAA-222-111-000-0-0,,
212270525,13 47 53.401,-18 28 42.93,1,14.458,,,358-067825,13475339-1828429,STAR,gri,rpm,9.1,4.1,-32.8,4.6,,,15.959,0.04,14.873,0.04,15.411,0.03,14.447,0.04,14.05,0.08,12.785,0.022,12.212,0.026,12.089,0.026,4645,88,106,4.656,0.036,0.03,-0.173,0.2,0.32,0.65,0.04,0.059,0.702,0.058,0.077,2.553,0.516,0.329,325.3,24.88,31.89,0.041,0.028,0.014,AAA-222-111-000-0-0,,
212270548,13 52 29.963,-18 28 39.57,1,16.7,,,,13522996-1828395,STAR,J,,,,,,,,,,,,,,,,,,16.7,0.163,15.624,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,CCU-220-110-000-0-0,45.5,
212270573,13 47 51.793,-18 28 35.82,1,13.072,,,358-067824,13475178-1828358,STAR,gri,rpm,-22.2,3.2,-39.7,4,,,14.941,0.02,13.619,0.03,14.32,0.02,13.07,0.01,12.537,0.07,11.175,0.022,10.566,0.025,10.385,0.021,3999,79,47,4.85,0.042,0.035,-0.152,0.12,0.15,0.432,0.037,0.047,0.49,0.047,0.066,5.779,1.581,0.917,88.27,6.313,12.27,0.021,0.021,0.008,AAA-222-111-000-0-0,,
212270583,13 50 12.726,-18 28 34.38,1,12.565,,,358-067929,13501272-1828343,STAR,gri,rav,-6,2.4,-1.9,1.4,,,13.957,0.02,12.914,0.02,13.401,0.02,12.588,0.03,12.207,0.05,11.025,0.024,10.43,0.022,10.332,0.021,4845,77,96,3.45,0.11,0.132,0.017,0.12,0.12,3.332,0.568,0.486,1.195,0.13,0.108,0.028,0.016,0.009,785.5,152,107.6,0.056,0.029,0.022,AAA-222-111-000-0-0,,
212270677,13 48 34.629,-18 28 23.13,1,13.633,,,358-067853,13483462-1828233,STAR,gri,rpm,-27.6,4.4,-0.3,3.2,,,14.876,0.02,13.964,0.01,14.38,0.02,13.682,0.03,13.313,0.08,12.173,0.023,11.685,0.024,11.572,0.026,5148,122,102,4.566,0.055,1.144,-0.45,0.42,0.35,0.778,2.273,0.114,0.84,0.073,0.16,1.724,0.549,1.69,330.4,896.6,53.68,0.056,0.025,0.021,AAA-222-111-000-0-0,,
212270708,13 51 23.522,-18 28 19.78,1,13.959,,,358-067983,13512352-1828198,STAR,gri,rpm,0.5,13.6,3.5,13.5,,,15.053,0.03,14.217,0.02,14.585,0.02,13.984,0.04,13.69,0.05,12.551,0.027,12.057,0.023,12.015,0.023,5176,101,101,2.752,0.609,0.522,-1.07,0.35,0.63,5.437,4.411,2.718,0.882,0.026,0.071,0.003,0.025,0.003,2861,1779,1407,0.049,0.034,0.017,AAA-222-111-000-0-0,,0715-0276454
212270746,13 47 21.061,-18 28 13.53,1,13.533,,,358-067788,13472107-1828134,STAR,gri,rpm,-23.3,2.9,-1,2.8,,,14.759,0.02,13.824,0.01,14.248,0.03,13.513,0.03,13.226,0.06,12.164,0.025,11.726,0.025,11.653,0.025,5219,84,105,4.559,0.03,0.696,-0.1,0.15,0.33,0.805,1.191,0.052,0.87,0.063,0.076,1.619,0.219,1.487,347.4,493.7,30.57,0.062,0.022,0.026,AAA-222-111-000-0-0,,
212270773,13 49 33.761,-18 28 10.01,1,11.217,,6127-469-1,358-067900,13493377-1828099,STAR,gri,rav,-4.4,2.7,-14.2,2.7,,,12.845,0.423,11.415,0.143,12.012,0.03,11.229,0.01,10.876,0.04,9.706,0.022,9.168,0.025,9.04,0.025,4683,198,113,2.225,0.145,0.174,-0.575,0.18,0.15,12.126,2.346,1.662,0.959,0.058,0.049,4.76E-04,2.96E-04,2.10E-04,1427,257.4,184.2,0.055,0.032,0.023,AAA-222-111-000-0-0,,
212270813,13 47 51.526,-18 28 03.06,1,13.55,,,358-067823,13475152-1828030,STAR,BV,rpm,-5,2.9,-21.9,8.2,,,13.974,0.044,13.58,0.033,,,,,,,12.532,0.022,12.361,0.026,12.28,0.026,6347,195,195,4.206,0.085,0.102,-0.205,0.3,0.42,1.374,0.248,0.21,1.12,0.183,0.22,0.42,0.173,0.143,880.6,168.4,166.8,0.044,0.036,0.018,AAA-222-111-000-0-0,,
212270839,13 47 26.451,-18 27 59.93,1,13.372,,,358-067795,13472646-1827597,STAR,gri,rpm,-54.7,2.5,-27.3,2.7,,,14.713,0.03,13.738,0.02,14.211,0.02,13.371,0.02,13.013,0.05,11.837,0.022,11.276,0.025,11.246,0.026,4839,77,57,4.63,0.04,0.04,-0.291,0.32,0.2,0.675,0.069,0.062,0.709,0.098,0.055,2.272,0.428,0.425,235.7,33.67,7.07,0.044,0.008,0.016,AAA-222-111-000-0-0,,
212270861,13 51 50.057,-18 27 57.48,1,11.816,,6127-462-1,358-068005,13515004-1827575,STAR,gri,rpm,-3.1,2.7,4.3,2.9,,,12.232,0.272,11.196,0.12,12.252,0.03,11.814,0.01,11.63,0.03,10.771,0.026,10.46,0.029,10.39,0.025,5983,119,143,4.05,0.255,0.306,-0.23,0.25,0.4,1.592,1.174,0.465,1.032,0.305,0.152,0.254,0.384,0.184,430.3,314.7,125,0.061,0.024,0.024,AAA-222-111-000-0-0,,
212270888,13 50 37.090,-18 27 54.39,1,16.562,,,,13503708-1827543,STAR,JHK,col,,,,,,,,,,,,,,,,,14.498,0.036,13.937,0.048,13.696,0.044,3703,382,239,4.972,0.1,0.12,-0.095,0.2,0.28,0.293,0.117,0.084,0.303,0.167,0.119,11.12,8.651,5.544,228.5,124.6,80.61,0.042,0.029,0.016,AAA-222-111-000-0-0,,
212270936,13 47 50.746,-18 27 47.81,1,12.164,,,358-067822,13475074-1827478,STAR,gri,col,0,50,0,50,,,14.437,0.01,12.989,0.01,13.753,0.02,12.374,0.01,11.483,0.06,9.905,0.021,9.238,0.023,9.045,0.021,3653,58,43,4.971,0.02,0.028,0.046,0.08,0.08,0.309,0.031,0.017,0.329,0.042,0.023,10.92,1.054,1.669,29.7,4.071,2.046,0.009,0.004,0.003,AAA-222-111-000-0-0,,
212270970,13 51 09.957,-18 27 42.22,1,13.352,,,358-067971,13510995-1827420,STAR,gri,rpm,-3.3,1.6,-14,1.7,,,14.11,0.02,13.479,0.02,13.743,0.03,13.338,0.03,13.185,0.05,12.32,0.022,11.982,0.023,11.899,0.024,5989,108,181,4.242,0.155,0.31,-0.407,0.3,0.48,1.235,0.543,0.295,0.944,0.123,0.105,0.49,0.488,0.316,671.6,251.2,156.2,0.052,0.032,0.022,AAA-222-111-000-0-0,,
212271048,13 51 52.061,-18 27 31.71,1,13.095,,,358-068009,13515206-1827316,STAR,gri,rpm,-8.4,7.5,-5.5,2.4,,,14.422,0.03,13.402,0.03,13.892,0.03,13.078,0.02,12.753,0.03,11.51,0.026,10.999,0.026,10.839,0.025,4870,78,78,2.59,0.66,0.3,-0.606,0.3,0.42,7.748,3.121,3.811,0.941,0.093,0.058,0.002,0.015,0.001,2232,834.7,1122,0.077,0.023,0.038,AAA-222-111-000-0-0,,
212271222,13 48 52.489,-18 27 12.27,1,14.488,,,358-067868,13485247-1827121,STAR,gri,rpm,-21.8,4.4,-5.9,4.9,,,16.619,0.06,15.176,0.02,15.974,0.02,14.569,0.03,13.851,0.06,12.284,0.021,11.621,0.023,11.441,0.021,3910,47,126,4.87,0.09,0.036,-0.069,0.12,0.12,0.416,0.035,0.089,0.465,0.046,0.11,6.377,3.683,0.899,126.7,15.98,30.67,0.049,0.016,0.029,AAA-222-111-000-0-0,,
212271271,13 47 34.867,-18 27 06.94,1,14.541,,,358-067803,13473486-1827067,STAR,gri,rpm,-0.9,5.8,-1.4,4.6,,,16.03,0.03,14.928,0.02,15.476,0.05,14.564,0.03,14.14,0.06,12.865,0.023,12.259,0.026,12.167,0.028,4653,94,75,2.225,0.518,1.036,-0.709,0.5,0.9,12.056,22.779,4.964,0.899,0.089,0.106,4.37E-04,0.002,4.21E-04,6103,12640,2620,0.073,0.024,0.034,AAA-222-111-000-0-0,,
212271290,13 46 56.001,-18 27 04.54,1,15.375,,,358-067771,13465601-1827044,STAR,gri,rpm,-78.7,4.6,-24.2,5.1,,,17.588,0.121,16.062,0.067,16.845,0.07,15.467,0.06,14.745,0.06,13.23,0.023,12.575,0.026,12.384,0.026,3892,38,94,4.879,0.072,0.03,-0.07,0.12,0.18,0.397,0.028,0.065,0.439,0.036,0.079,6.866,2.967,0.886,186,22.31,32,0.042,0.024,0.014,AAA-222-111-000-0-0,,
212271441,13 46 26.902,-18 26 46.54,1,15.591,,,,13462690-1826465,STAR,JHK,col,,,,,,,,,,,,,,,,,13.207,0.023,12.576,0.027,12.305,0.03,3644,198,165,4.982,0.08,0.096,-0.032,0.15,0.24,0.284,0.084,0.076,0.307,0.118,0.098,11.59,6.78,4.278,124,48.76,35,0.037,0.019,0.016,AAA-222-111-000-0-0,,
212271573,13 49 53.672,-18 26 27.57,1,12.433,,,358-067912,13495368-1826275,STAR,gri,rpm,-56.3,2.3,-7.5,2.3,,,13.392,0.02,12.634,0.02,12.976,0.03,12.431,0.03,12.2,0.05,11.316,0.026,10.963,0.022,10.906,0.023,5613,134,89,4.495,0.06,0.084,-0.301,0.3,0.42,0.858,0.125,0.109,0.872,0.082,0.114,1.295,0.393,0.353,273.3,61.09,42.29,0.051,0.03,0.019,AAA-222-111-000-0-0,,
212271587,13 46 56.752,-18 26 25.65,1,11.082,,6127-578-1,358-067773,13465675-1826256,STAR,gri,rav,-26.3,2.6,-2.7,2.8,,,11.837,0.151,11.347,0.154,11.563,0.03,11.067,0.02,10.876,0.04,10.005,0.023,9.726,0.025,9.646,0.021,5991,118,118,4.064,0.162,0.135,-0.025,0.12,0.12,1.604,0.356,0.343,1.161,0.14,0.1,0.269,0.225,0.107,301.4,66,54.14,0.047,0.027,0.017,AAA-222-111-000-0-0,,
212271638,13 50 08.990,-18 26 20.96,1,13.204,,,358-067926,13500899-1826209,STAR,gri,rpm,1.6,1.7,-4.3,1.6,,,14.658,0.02,13.556,0.01,14.081,0.02,13.216,0.01,12.827,0.04,11.606,0.022,11.001,0.022,10.887,0.024,4651,74,55,1.776,0.505,0.707,-1.028,0.35,0.84,19.278,19.081,8.412,0.888,0.042,0.075,1.05E-04,4.83E-04,9.52E-05,5238,5581,2118,0.061,0.021,0.029,AAA-222-111-000-0-0,,
212271639,13 52 03.065,-18 26 20.58,1,14.546,,,358-068015,13520307-1826204,STAR,JHK,rpm,-12.6,4.1,-0.4,4.9,,,,,,,,,,,,,13.367,0.023,12.985,0.033,12.977,0.037,5611,267,222,4.444,0.08,0.512,-0.236,0.25,0.5,0.938,0.767,0.119,0.902,0.078,0.078,1.057,0.402,0.883,777,620.7,123.2,0.06,0.025,0.025,AAA-222-111-000-0-0,,
212271690,13 52 03.827,-18 26 13.59,1,14.95,,,358-068017,13520382-1826134,STAR,JHK,rpm,2.5,13.4,11.5,13.4,,,,,,,,,,,,,13.635,0.026,13.264,0.023,13.137,0.039,5608,218,218,4.46,0.084,0.49,-0.287,0.3,0.54,0.918,0.738,0.12,0.888,0.078,0.093,1.157,0.404,0.927,856.2,699,154.5,0.059,0.03,0.025,AAA-222-111-000-0-0,,0715-0276627
212271691,13 46 11.085,-18 26 13.37,1,12.875,,,358-067741,13461108-1826133,STAR,gri,rpm,-5.5,1.9,-7.8,1.5,,,13.702,0.03,13.073,0.06,13.335,0.03,12.868,0.04,12.678,0.03,11.838,0.026,11.56,0.025,11.458,0.022,5980,142,119,4.19,0.185,0.185,-0.075,0.2,0.28,1.336,0.354,0.32,1.083,0.109,0.131,0.416,0.377,0.198,598.7,126.1,157.7,0.069,0.023,0.03,AAA-222-111-000-0-0,,
212271775,13 50 50.068,-18 26 02.17,1,13.617,,,358-067956,13505006-1826020,STAR,gri,rpm,4.7,2.2,-12,2.4,,,14.574,0.03,13.82,0.01,14.162,0.01,13.609,0.03,13.384,0.04,12.385,0.022,12.02,0.023,11.977,0.023,5667,91,114,4.399,0.095,0.513,-0.194,0.25,0.25,1.035,0.941,0.17,0.952,0.134,0.089,0.887,0.44,0.748,537.9,456.8,99.68,0.063,0.024,0.024,AAA-222-111-000-0-0,,
212271936,13 49 47.003,-18 25 40.13,1,16.728,,,,13494700-1825401,STAR,J,col,,,,,,,,,,,,,,,,,15.285,0.077,14.55,0.115,14.146,0.098,3915,418,348,4.887,0.15,0.18,-0.132,0.2,0.32,0.371,0.16,0.147,0.412,0.18,0.18,7.37,10.23,3.802,444.7,284.9,199.2,0.054,0.026,0.022,ABA-222-111-000-0-0,,
212271980,13 47 35.464,-18 25 34.70,1,11.264,,6127-619-1,358-067804,13473547-1825346,STAR,gri,rav,-16.4,3,-41.7,3.2,,,11.788,0.12,11.277,0.129,11.805,0.03,11.289,0.03,11.032,0.05,10.101,0.02,9.759,0.025,9.681,0.023,5504,165,165,3.755,0.085,0.136,-0.06,0.12,0.14,2.443,0.593,0.31,1.306,0.199,0.124,0.083,0.033,0.034,440.4,115,53.28,0.052,0.028,0.02,AAA-222-111-000-0-0,,
212272030,13 50 48.281,-18 25 28.78,1,13.455,,,358-067953,13504827-1825286,STAR,gri,rpm,-27.4,4.1,-8.8,2.9,,,14.296,0.03,13.661,0.02,13.92,0.02,13.479,0.03,13.256,0.04,12.311,0.022,11.986,0.023,11.954,0.026,5951,122,146,4.36,0.105,0.273,-0.467,0.3,0.3,1.019,0.412,0.146,0.897,0.075,0.075,0.813,0.39,0.495,559.6,194.6,101,0.058,0.029,0.024,AAA-222-111-000-0-0,,
212272037,13 45 52.742,-18 25 28.41,1,13.345,,,358-067727,13455275-1825283,STAR,gri,rpm,-9.2,2.7,-6.7,2.7,,,14.18,0.04,13.534,0.06,13.802,0.05,13.321,0.03,13.148,0.05,12.252,0.023,11.95,0.027,11.891,0.023,5917,143,143,4.247,0.16,0.256,-0.16,0.2,0.28,1.23,0.468,0.253,1.022,0.129,0.107,0.519,0.447,0.302,639.2,234.2,146.4,0.062,0.022,0.026,AAA-222-111-000-0-0,,
212272053,13 50 01.036,-18 25 25.47,1,14.346,,,358-067919,13500103-1825253,STAR,gri,rpm,-28,3.6,-49.4,2.7,,,16.964,0.12,15.495,0.02,16.274,0.04,14.913,0.02,13.519,0.04,11.621,0.028,10.987,0.027,10.721,0.024,3708,88,132,4.931,0.055,0.025,0.095,0.36,0.18,0.344,0.025,0.057,0.372,0.034,0.081,9.115,3.068,1.066,75.61,8.604,17.86,0.026,0.016,0.008,AAA-222-111-000-0-0,,
212272096,13 50 48.838,-18 25 20.35,1,15.329,,,358-067954,13504882-1825202,STAR,JHK,rpm,-15.5,3.6,2.2,4,,,,,,,,,,,,,13.813,0.024,13.259,0.031,13.2,0.039,4804,175,145,4.62,0.04,0.04,-0.185,0.25,0.3,0.689,0.054,0.06,0.749,0.062,0.075,2.212,0.472,0.329,566.8,70.62,62.8,0.057,0.029,0.024,AAA-222-111-000-0-0,,
212272104,13 50 32.725,-18 25 19.48,1,14.915,,,358-067941,13503272-1825192,STAR,BV,rpm,-7.3,14.4,-9.7,11.4,,,15.762,0.04,15.061,0.04,,,,,,,13.728,0.022,13.431,0.04,13.276,0.042,5946,189,236,4.322,0.135,0.243,-0.462,0.42,0.49,1.083,0.366,0.18,0.91,0.124,0.078,0.683,0.438,0.403,1109,411.8,223.9,0.062,0.024,0.029,AAA-222-111-00c-0-0,,
212272120,13 50 12.550,-18 25 18.22,1,11.813,,6127-547-1,358-067928,13501253-1825180,STAR,gri,rav,18.1,2.9,-20.4,3,,,12.216,0.206,11.965,0.225,12.036,0.02,11.738,0.03,11.571,0.06,10.778,0.023,10.483,0.022,10.443,0.019,6585,201,161,4.277,0.045,0.081,-0.096,0.1,0.1,1.352,0.152,0.099,1.267,0.079,0.066,0.496,0.093,0.12,399,54.91,35.11,0.042,0.035,0.011,AAA-222-111-000-0-0,,
212272127,13 49 21.581,-18 25 17.18,1,14.402,,,358-067890,13492158-1825171,STAR,gri,rpm,-28.9,8.6,-8.8,4.7,,,15.782,0.04,14.732,0.05,15.261,0.03,14.367,0.03,14.034,0.08,12.93,0.026,12.403,0.026,12.308,0.029,4817,97,77,4.615,0.03,0.03,-0.079,0.16,0.24,0.713,0.051,0.055,0.774,0.047,0.066,2.06,0.371,0.266,399.3,34.51,37.81,0.052,0.03,0.019,AAA-222-111-000-0-0,,
