,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
2138,212747716,13 57 04.537,-07 02 34.97,1,18.152,,,,13570453-0702349,6166-301-4-0161-0152,EXTENDED,gri,,12,3,4,4,,,,,,,19.993,0.062,19.023,0.011,18.184,0.009,17.778,0.009,17.493,0.026,16.249,0.141,16.092,0.166,14.923,0.132,,,,,,,,,,,,,,,,,,,,,,,,,BCB-222-111-000-0-0,9.2,0829-0326760
2139,212747736,13 33 45.007,-07 02 33.03,1,13.586,,,415-057654,13334500-0702328,,STAR,gri,rpm,-12.1,1.7,1.8,2,,,14.248,0.05,13.669,0.06,,,13.896,0.04,13.519,0.07,13.453,0.17,,,12.448,0.023,12.142,0.024,12.113,0.029,6029,143,143,4.264,0.14,0.196,-0.247,0.24,0.32,1.202,0.344,0.198,0.992,0.112,0.112,0.549,0.362,0.279,707.5,187.3,125.8,0.039,0.022,0.01,AAA-222-111-000-0-0,,
2140,212747760,13 26 12.957,-07 02 30.49,1,17.364,,,,13261295-0702304,,STAR,J,,,,,,,,,,,,,,,,,,,,,,15.877,0.09,15.341,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,AAU-220-110-000-0-0,20.1,
2141,212747774,13 27 07.767,-07 02 28.88,1,13.382,,,415-057452,13270776-0702288,,STAR,gri,rpm,1.3,3.1,-35.9,3.6,,,15.694,0.07,14.254,0.02,,,15.043,0.04,13.649,0.01,12.67,0.05,,,10.98,0.022,10.329,0.022,10.094,0.019,3560,142,35,4.984,0.02,0.02,0.353,0.05,0.4,0.294,0.021,0.006,0.305,0.039,0.006,11.96,0.718,1.152,50.95,13.73,1.529,0.012,0.005,0.001,AAA-222-111-000-0-0,,
2142,212747816,13 22 03.713,-07 02 24.91,1,17.978,,,,13220371-0702249,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.445,0.156,15.998,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,CCU-220-110-000-0-0,6.4,
2143,212747833,13 57 36.932,-07 02 22.89,1,17.005,,,,13573693-0702228,6174-301-4-0154-0115,EXTENDED,gri,,-3,3,3,3,,,,,,,19.887,0.08,17.936,0.007,17.021,0.005,16.606,0.005,16.269,0.014,15.754,0.085,15.244,0.1,14.715,0.127,,,,,,,,,,,,,,,,,,,,,,,,,AAB-222-111-000-0-0,14.8,
2144,212747855,13 27 14.806,-07 02 20.40,1,12.906,,,415-057456,13271480-0702202,,STAR,gri,rpm,-7.8,2.3,-73.6,2.7,,,14.572,0.05,13.402,0.03,,,14.021,0.04,12.9,0.01,12.428,0.06,,,11.122,0.024,10.533,0.023,10.418,0.023,4272,85,42,4.772,0.132,0.072,-0.356,0.35,0.42,0.51,0.076,0.134,0.553,0.113,0.131,4.031,3.562,1.008,103.1,30.34,12.47,0.028,0.001,0.004,AAA-222-111-000-0-0,,
2145,212747876,13 29 45.670,-07 02 18.62,1,10.475,,4965-589-1,415-057532,13294566-0702184,,STAR,gri,plx,-24.6,1.9,16.1,2,,,11.092,0.069,10.553,0.059,,,10.773,0.05,10.45,0.01,10.347,0.06,,,9.592,0.023,9.351,0.024,9.296,0.026,6311,189,151,4.081,0.08,0.08,-0.08,0.15,0.24,1.684,0.162,0.148,1.281,0.09,0.145,0.256,0.078,0.06,282.9,24.96,24.96,0.036,0.018,0.01,AAA-222-111-000-0-0,,
2146,212747879,13 20 06.328,-07 02 18.46,1,15.717,,,415-057235,13200633-0702185,,STAR,JHK,rpm,3.8,3.5,-2,4.3,,,,,,,,,,,,,,,,,14.519,0.039,14.196,0.032,14.113,0.071,5865,296,296,4.319,0.17,0.34,-0.627,0.4,0.4,1.052,0.534,0.214,0.871,0.079,0.066,0.685,0.562,0.478,1620,649.4,396.8,0.044,0.025,0.014,AAA-222-111-000-0-0,,
2147,212747987,13 26 12.762,-07 02 06.22,1,15.906,,,,13261276-0702062,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.645,0.033,12.994,0.026,12.784,0.031,3905,266,190,4.869,0.102,0.085,-0.095,0.2,0.28,0.384,0.087,0.096,0.428,0.105,0.126,6.893,4.286,2.286,233.3,75.67,66.77,0.037,0.019,0.012,AAA-222-111-000-0-0,,
2148,212748028,13 19 11.488,-07 02 02.84,1,13.955,,,415-057209,13191149-0702029,,STAR,gri,rpm,-27.5,2.9,-16.4,3.3,,,15.279,0.03,14.263,0.04,,,14.794,0.04,13.888,0.05,13.595,0.07,,,12.34,0.023,11.853,0.023,11.713,0.021,4925,79,118,4.591,0.03,0.036,0.014,0.16,0.2,0.75,0.039,0.051,0.825,0.02,0.071,1.889,0.31,0.225,331.4,25.67,35.09,0.045,0.022,0.011,AAA-222-111-000-0-0,,
2149,212748040,13 18 14.960,-07 02 02.18,1,17.897,,,,13181496-0702021,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.371,0.132,16.037,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,28.3,
2150,212748156,13 55 12.700,-07 01 51.97,1,17.272,,,,13551269-0701519,6166-301-3-0160-0114,STAR,gri,rpm,-1,3,-7,3,,,,,,,19.519,0.032,17.914,0.006,17.259,0.005,16.997,0.006,16.877,0.011,15.725,0.08,15.581,0.103,15.207,0.166,5244,126,126,4.592,0.075,1.065,-0.857,0.35,0.35,0.697,1.943,0.089,0.722,0.15,0.075,1.958,0.683,1.915,1597,4329,247.2,0.072,0.018,0.032,ABC-222-111-000-0-0,,
2151,212748158,13 53 22.192,-07 01 51.70,1,13.002,,,415-058269,13532219-0701517,,STAR,gri,rav,-7.1,1.6,0.7,1.9,,,14.168,0.01,13.174,0.02,,,13.641,0.01,12.908,0.03,12.728,0.21,,,11.399,0.023,10.857,0.025,10.762,0.025,4623,108,108,1.841,0.192,0.192,-0.854,0.12,0.15,18.173,4.308,3.995,0.9,0.018,0.018,1.31E-04,1.48E-04,5.46E-05,4766,645.9,990.6,0.075,0.013,0.036,AAA-222-111-000-0-0,,
2152,212748183,13 32 03.860,-07 01 48.50,1,14.687,,,415-057605,13320384-0701483,,STAR,gri,rpm,42.6,2.7,-77.3,3.2,,,16.227,0.09,15.141,0.03,,,15.774,0.02,14.688,0.06,14.221,0.09,,,12.902,0.028,12.29,0.023,12.214,0.03,4328,131,131,4.831,0.096,0.08,-0.703,0.35,0.25,0.445,0.088,0.095,0.5,0.071,0.099,5.389,3.211,1.53,206.5,44.06,48.98,0.033,0.016,0.009,AAA-222-111-000-0-0,,
2153,212748221,13 54 02.322,-07 01 43.69,1,17.784,,,,13540232-0701436,6174-301-2-0152-0302,EXTENDED,gri,,1,3,0,3,,,,,,,20.21,0.106,18.791,0.014,17.83,0.009,17.353,0.009,17.047,0.024,16.774,0.209,15.901,0.175,14.881,0.132,,,,,,,,,,,,,,,,,,,,,,,,,CCB-222-111-000-0-0,30.2,
2154,212748229,13 19 16.447,-07 01 43.15,1,10.84,,4964-1237-1,415-057211,13191645-0701432,,STAR,gri,rpm,-38.7,2.4,-14.1,2.7,,,11.804,0.133,10.951,0.082,,,11.274,0.03,10.764,0.03,10.654,0.05,,,9.748,0.023,9.501,0.022,9.425,0.019,5969,120,120,4.247,0.15,0.24,0.064,0.12,0.18,1.266,0.44,0.215,1.12,0.118,0.084,0.487,0.34,0.278,219.9,71.18,46.98,0.036,0.022,0.012,AAA-222-111-000-0-0,,
2155,212748238,13 28 52.408,-07 01 41.40,1,10.37,,4965-956-1,415-057500,13285240-0701413,,STAR,gri,plx,-54.9,1.9,-3.3,2,,,11.036,0.064,10.487,0.055,,,10.705,0.03,10.363,0.04,10.227,0.09,,,9.507,0.026,9.29,0.026,9.213,0.023,6346,197,157,4.066,0.084,0.07,-0.03,0.12,0.21,1.722,0.145,0.133,1.333,0.085,0.118,0.241,0.077,0.05,280.6,21.45,21.45,0.038,0.02,0.013,AAA-222-111-000-0-0,,
2156,212748248,13 50 59.366,-07 01 39.75,1,17.918,,,,13505936-0701397,6166-301-1-0157-0209,STAR,gri,,-4,3,2,3,,,,,,,20.954,0.085,18.841,0.009,17.907,0.007,17.522,0.007,17.307,0.014,16.165,0.098,15.619,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD-222-111-000-0-0,80.2,
2157,212748266,13 22 54.803,-07 01 38.20,1,18.135,,,,13225480-0701382,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.587,0.166,,,14.998,0.198,,,,,,,,,,,,,,,,,,,,,,,,,CDC-222-111-000-0-0,22.5,
2158,212748272,13 28 01.025,-07 01 37.82,1,8.406,,4965-898-1,415-057480,13280103-0701378,,STAR,gri,rpm,-22.6,1.5,-7.3,1.7,,,10.959,0.08,9.482,0.029,,,10.329,0.03,8.934,0.04,7.581,0.06,,,5.82,0.023,5.026,0.018,4.659,0.018,3499,41,41,0.292,0.312,0.156,-0.268,0.3,0.25,114.088,21.693,27.304,1.003,0.199,0.046,6.11E-07,1.04E-06,2.69E-07,1245,221.2,317.5,0.03,0.015,0.005,AAA-111-111-000-0-0,,
2159,212748291,13 22 43.235,-07 01 36.32,1,15.198,,,,13224323-0701363,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.258,0.03,12.755,0.033,12.493,0.034,3491,163,195,5.051,0.084,0.07,0,0.15,0.18,0.229,0.066,0.06,0.222,0.096,0.069,16.58,10.31,5.498,95.27,34.73,29.66,0.022,0.011,0.007,AAA-222-111-000-0-0,,
2160,212748305,13 28 48.237,-07 01 35.31,1,13.243,,,415-057499,13284823-0701352,,STAR,gri,rpm,-3.8,2.4,-11.3,3,,,14.124,0.03,13.435,0.01,,,13.723,0.04,13.241,0.01,13.037,0.07,,,12.21,0.026,11.897,0.026,11.798,0.029,5882,118,141,4.277,0.155,0.31,-0.13,0.2,0.24,1.205,0.53,0.26,1.025,0.098,0.098,0.523,0.465,0.342,618.7,272.3,126.1,0.043,0.029,0.013,AAA-222-111-000-0-0,,
2161,212748314,13 26 42.418,-07 01 34.55,1,12.068,,,415-057443,13264241-0701345,,STAR,gri,rpm,-29.2,2.3,-0.3,1.7,,,12.957,0.03,12.243,0.03,,,12.564,0.02,12.037,0.02,11.855,0.04,,,10.993,0.026,10.636,0.022,10.612,0.023,5697,90,68,4.411,0.065,0.507,-0.127,0.15,0.21,0.993,0.831,0.066,0.973,0.068,0.082,0.933,0.228,0.778,284.9,231.1,31.91,0.038,0.022,0.012,AAA-222-111-000-0-0,,
2162,212748327,13 54 07.478,-07 01 33.50,1,18.355,,,,,6174-301-2-0152-0166,STAR,gri,,-3,3,-3,3,,,,,,,20.802,0.085,19.026,0.01,18.313,0.008,18.068,0.009,17.919,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,212748333,13 28 13.663,-07 01 32.61,1,18.095,,,,13281366-0701326,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.551,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDU-220-110-000-0-0,23.4,
2164,212748342,13 30 44.729,-07 01 31.15,1,15.641,,,415-057567,13304472-0701309,,STAR,JHK,rpm,-5.5,4.5,-42.4,4.4,,,,,,,,,,,,,,,,,13.259,0.027,12.592,0.023,12.358,0.027,3868,188,157,4.88,0.054,0.063,-0.053,0.2,0.2,0.397,0.063,0.046,0.439,0.085,0.061,6.733,1.743,1.626,192.4,44.08,31.18,0.036,0.018,0.01,AAA-222-111-000-0-0,,
2165,212748511,13 57 28.319,-07 01 14.18,1,17.705,,,,13572832-0701141,6174-301-4-0154-0278,STAR,gri,rpm,-10,3,-4,3,,,,,,,20.294,0.058,18.48,0.007,17.667,0.006,17.373,0.006,17.182,0.015,16.055,0.094,15.656,0.134,15.25,0.16,4870,97,97,4.684,0.055,0.055,-0.726,0.36,0.3,0.589,0.074,0.056,0.623,0.074,0.047,2.902,0.751,0.701,1383,222.6,161.7,0.064,0.023,0.028,ABC-222-111-000-0-0,,
2166,212748542,13 57 35.087,-07 01 11.39,1,13.303,,,415-058419,13573509-0701113,,STAR,gri,rpm,3.1,2.1,-8.1,5.6,,,14.038,0.02,13.452,0.03,,,13.685,0.02,13.288,0.05,13.139,0.04,,,12.253,0.022,11.989,0.026,11.928,0.021,6113,150,150,4.198,0.145,0.145,-0.188,0.2,0.28,1.344,0.268,0.264,1.085,0.118,0.141,0.431,0.276,0.193,726.1,148.9,145.6,0.056,0.029,0.021,AAA-222-111-000-0-0,,
2167,212748543,13 30 53.972,-07 01 11.38,1,12.4,,,415-057573,13305396-0701113,,STAR,gri,rpm,-7.6,1.4,-6.8,1.7,,,13.396,0.05,12.6,0.03,,,12.984,0.03,12.381,0.03,12.15,0.04,,,11.085,0.026,10.673,0.024,10.604,0.022,5317,128,85,2.485,1.312,0.04,-0.896,0.65,0.25,8.895,0.428,6.704,0.902,0.108,0.022,0.001,0.095,1.48E-04,2196,105.6,1588,0.044,0.036,0.014,AAA-222-111-000-0-0,,
2168,212748545,13 50 25.712,-07 01 11.27,1,13.246,,,415-058168,13502570-0701112,,STAR,gri,rpm,-2.1,1.9,-11.4,2.2,,,14.487,0.02,13.542,0.02,,,13.996,0.02,13.257,0.04,12.924,0.05,,,11.932,0.024,11.496,0.023,11.405,0.023,5119,153,122,3.67,0.96,0.8,-0.322,0.3,0.54,2.384,2.631,1.658,0.905,0.202,0.05,0.045,0.995,0.042,818.4,1072,550.4,0.06,0.022,0.022,AAA-222-111-000-0-0,,
2169,212748546,13 54 12.495,-07 01 11.11,1,15.685,,,415-058305,13541248-0701110,6174-301-2-0152-0176,STAR,JHK,rpm,-46.2,2.6,20.4,3,,,,,16.526,0.11,,,,,,,,,,,13.466,0.026,12.776,0.027,12.618,0.023,4077,203,135,4.809,0.05,0.05,-0.14,0.2,0.2,0.471,0.054,0.048,0.524,0.064,0.053,4.909,1.2,0.964,264.6,45.57,38.87,0.049,0.028,0.017,AAA-222-111-000-0-0,,
2170,212748556,13 31 37.852,-07 01 09.57,1,17.626,,,,13313785-0701095,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.121,0.096,15.315,0.106,14.821,0.143,3835,404,337,4.931,0.135,0.162,-0.193,0.24,0.32,0.337,0.156,0.123,0.357,0.168,0.168,8.382,11.91,4.37,564.2,363.6,253.6,0.04,0.023,0.013,AAB-222-111-000-0-0,,
2171,212748571,13 14 08.463,-07 01 07.58,1,15.072,,,415-057091,13140845-0701074,,STAR,gri,rpm,-23.4,2.7,-16.4,3.1,,,16.606,0.08,15.363,0.03,,,16.068,0.01,14.961,0.02,14.645,0.06,,,13.424,0.027,12.883,0.033,12.721,0.033,4455,104,130,4.678,0.189,0.045,-0.144,0.3,0.54,0.616,0.063,0.198,0.679,0.068,0.205,2.746,3.502,0.488,385.4,57.1,130.8,0.05,0.029,0.018,AAA-222-111-000-0-0,,
2172,212748575,13 31 06.211,-07 01 07.06,1,13.114,,,415-057577,13310621-0701068,,STAR,gri,rpm,6.9,1.6,-4.3,1.9,,,14.241,0.07,13.356,0.01,,,13.788,0.04,13.1,0.03,12.825,0.07,,,11.687,0.026,11.216,0.024,11.174,0.028,5075,103,82,2.702,0.91,0.35,-0.796,0.42,0.3,6.032,3.942,3.633,0.908,0.077,0.027,0.003,0.054,0.002,2063,1051,1218,0.044,0.022,0.014,AAA-222-111-000-0-0,,
2173,212748586,13 19 49.314,-07 01 06.02,1,12.977,,,415-057224,13194931-0701060,,STAR,gri,rpm,-71,2.6,-112.9,3.1,,,15.253,0.08,13.819,0.01,,,14.608,0.04,13.257,0.04,12.279,0.07,,,10.458,0.024,9.824,0.023,9.587,0.019,3634,87,43,4.955,0.035,0.042,0.123,0.1,0.1,0.32,0.038,0.034,0.336,0.057,0.041,10.17,2.057,2.016,38.7,6.769,5.761,0.008,0.002,0.002,AAA-222-111-000-0-0,,
2174,212748592,13 30 51.819,-07 01 05.73,1,13.901,,,415-057570,13305181-0701056,,STAR,gri,rpm,-20,2.3,-0.2,2.7,,,15.014,0.02,14.142,0.01,,,14.577,0.03,13.86,0.01,13.612,0.02,,,12.555,0.027,12.174,0.024,12.027,0.024,5224,84,105,4.555,0.035,0.035,-0.047,0.16,0.24,0.804,0.062,0.067,0.871,0.051,0.082,1.6,0.315,0.223,420.5,40.56,43.99,0.043,0.034,0.012,AAA-222-111-000-0-0,,
2175,212748597,13 30 59.044,-07 01 05.24,1,16.438,,,,13305904-0701052,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.617,0.035,14.071,0.04,13.889,0.061,3853,892,315,4.908,0.12,0.264,-0.179,0.25,0.4,0.358,0.264,0.117,0.376,0.313,0.157,8.211,7.985,5.794,316.7,449,122.8,0.036,0.02,0.011,AAA-222-111-000-0-0,,
2176,212748624,13 18 15.337,-07 01 01.71,1,13.921,,,415-057189,13181533-0701017,,STAR,gri,rpm,-9.5,2.5,2.7,2.8,,,14.623,0.03,14.018,0.03,,,14.272,0.04,13.864,0.04,13.771,0.02,,,12.915,0.026,12.643,0.032,12.596,0.036,6071,144,120,4.244,0.115,0.138,-0.289,0.25,0.35,1.237,0.23,0.194,1.002,0.144,0.12,0.503,0.267,0.202,902,172.5,170.9,0.042,0.025,0.014,AAA-222-111-000-0-0,,
2177,212748663,13 15 17.153,-07 00 57.67,1,14.833,,,415-057120,13151715-0700577,,STAR,gri,rpm,-16.9,3.8,-3.5,4.6,,,15.765,0.02,15.008,0.02,,,15.35,0.05,14.772,0.02,14.612,0.1,,,13.679,0.023,13.375,0.032,13.33,0.04,5756,139,139,4.426,0.07,0.182,-0.177,0.2,0.32,0.985,0.263,0.121,0.929,0.08,0.096,0.987,0.329,0.463,954.5,253.8,154.7,0.067,0.024,0.032,AAA-222-111-000-0-0,,
2178,212748668,13 51 45.293,-07 00 57.05,1,18.506,,,,,6166-301-1-0157-0291,STAR,gri,,-3,3,-9,3,,,,,,,21.163,0.096,19.271,0.012,18.459,0.009,18.178,0.009,17.995,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,212748681,13 20 19.600,-07 00 55.70,1,14.836,,,415-057240,13201960-0700556,,STAR,gri,rpm,-74.3,3.5,-16.9,4.3,,,16.956,0.04,15.577,0.04,,,16.385,0.05,14.989,0.04,14.172,0.04,,,12.466,0.027,11.772,0.026,11.597,0.027,3798,61,108,4.896,0.088,0.04,-0.009,0.15,0.09,0.378,0.047,0.079,0.411,0.058,0.104,7.468,4.314,1.398,124.7,19.67,31.66,0.025,0.019,0.004,AAA-222-111-000-0-0,,
2180,212748682,13 13 46.516,-07 00 55.69,1,12.549,,,415-057085,13134651-0700558,,STAR,gri,rpm,-15.6,1.3,-8.8,1.5,,,12.942,0.02,12.564,0.03,,,12.698,0.05,12.5,0.01,12.489,0.04,,,11.871,0.024,11.702,0.021,11.672,0.023,6631,66,79,4.224,0.054,0.03,-0.083,0.1,0.08,1.412,0.094,0.076,1.29,0.042,0.094,0.43,0.087,0.056,697.4,80.78,62.53,0.04,0.003,0.004,AAA-222-111-000-0-0,,
2181,212748683,13 19 50.530,-07 00 55.65,1,18.092,,,,13195052-0700556,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.549,0.144,16.026,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-ccc-0-0,20.8,
2182,212748701,13 29 23.815,-07 00 53.80,1,14.177,,,415-057520,13292380-0700536,,STAR,gri,rpm,10.7,3.7,-3,4.5,,,15.504,0.02,14.523,0.03,,,15.013,0.05,14.134,0.01,13.819,0.08,,,12.739,0.026,12.213,0.022,12.094,0.027,4856,78,118,4.572,0.055,1.694,-0.148,0.25,0.25,0.757,4.729,0.082,0.828,0.183,0.083,1.739,0.45,1.734,409.4,2527,64.46,0.05,0.022,0.016,AAA-222-111-000-0-0,,
2183,212748719,13 21 58.268,-07 00 52.21,1,17.637,,,,13215826-0700522,,STAR,J,rpm,6,2,6,3,,,,,,,,,,,,,,,,,16.131,0.136,15.385,0.126,14.705,0.146,3906,476,357,4.879,0.125,0.15,-0.168,0.25,0.35,0.364,0.15,0.124,0.394,0.198,0.165,7.028,6.834,3.465,654.6,409.5,251.9,0.043,0.023,0.016,BBB-222-111-000-0-0,,0829-0317258
2184,212748791,13 25 32.834,-07 00 45.50,1,13.422,,,415-057409,13253283-0700454,,STAR,gri,rpm,-23.8,2.1,12.4,2.5,,,14.139,0.05,13.571,0.07,,,13.818,0.03,13.413,0.02,13.253,0.01,,,12.456,0.022,12.162,0.021,12.151,0.026,6047,99,99,4.268,0.132,0.264,-0.59,0.36,0.3,1.16,0.347,0.207,0.89,0.091,0.035,0.575,0.319,0.337,687.7,182.1,144,0.065,0.025,0.034,AAA-222-111-000-0-0,,
2185,212748816,13 20 08.709,-07 00 42.84,1,10.824,,4965-716-1,415-057238,13200871-0700427,,STAR,gri,plx,-23.8,2,-6.1,2.1,,,11.043,0.053,10.682,0.055,,,10.839,0.01,10.819,0.03,10.959,0.1,,,10.382,0.024,10.35,0.026,10.301,0.021,7874,157,189,4.23,0.04,0.064,-0.124,0.12,0.1,1.611,0.168,0.097,1.621,0.112,0.08,0.376,0.061,0.08,372.8,48.59,48.59,0.04,0.026,0.012,AAA-222-111-000-0-0,,
2186,212748820,13 16 36.200,-07 00 42.50,1,13.331,,,415-057143,13163618-0700424,,STAR,gri,rpm,-8.9,2,-0.6,2.4,,,14.175,0.01,13.457,0.02,,,13.79,0.03,13.27,0.04,13.134,0.04,,,12.246,0.022,11.978,0.023,11.975,0.024,5946,118,94,4.276,0.125,0.2,-0.052,0.16,0.24,1.198,0.384,0.171,1.082,0.083,0.116,0.533,0.356,0.264,638.1,184.7,93.74,0.042,0.025,0.014,AAA-222-111-000-0-0,,
2187,212748824,13 15 14.879,-07 00 41.81,1,11.215,,4964-867-1,415-057119,13151487-0700418,,STAR,gri,rav,5.4,2.4,-18.4,2.6,,,12.039,0.188,11.455,0.153,,,11.574,0.04,11.16,0.02,11.061,0.03,,,10.246,0.022,10.047,0.025,9.998,0.023,5235,126,105,3.438,0.14,0.168,-0.929,0.15,0.12,2.878,0.604,0.423,0.891,0.018,0.018,0.035,0.022,0.016,516.6,91.48,77.72,0.039,0.022,0.012,AAA-222-111-000-0-0,,
2188,212748868,13 16 19.171,-07 00 37.00,1,18.031,,,,13161917-0700370,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.493,0.157,16.009,0.201,15.072,0.174,3709,809,373,4.979,0.125,0.25,-0.218,0.25,0.5,0.279,0.228,0.097,0.284,0.277,0.126,11.28,11.75,7.681,569.5,709.5,250,0.04,0.024,0.012,CCC-222-111-000-0-0,,
2189,212748906,13 28 47.120,-07 00 32.92,1,18.296,,,,13284712-0700329,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.739,0.195,15.849,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,CCU-220-110-000-0-0,5.4,
2190,212748914,13 29 49.709,-07 00 32.28,1,11.17,,4965-791-1,415-057534,13294971-0700322,,STAR,gri,plx,-2.8,2.1,-9.8,2.3,,,11.652,0.093,11.174,0.099,,,11.473,0.03,11.171,0.02,11.041,0.08,,,10.328,0.023,10.111,0.023,10.051,0.021,6436,131,131,4.214,0.065,0.091,-0.084,0.15,0.27,1.415,0.152,0.116,1.237,0.092,0.129,0.405,0.105,0.112,337,38.68,38.68,0.036,0.018,0.011,AAA-222-111-000-0-0,,
2191,212748925,13 57 29.268,-07 00 31.33,1,16.583,,,,13572926-0700313,6174-301-4-0154-0263,STAR,gri,rpm,-5,3,-1,3,,,,,,,19.146,0.027,17.261,0.005,16.548,0.004,16.293,0.004,16.154,0.008,15.257,0.051,14.696,0.063,14.64,0.098,5084,99,99,3.647,1,0.75,-0.657,0.3,0.42,2.025,2.639,1.446,0.824,0.109,0.153,0.085,2.439,0.078,3600,4489,2531,0.063,0.023,0.028,AAA-222-111-000-0-0,,
2192,212748927,13 19 54.675,-07 00 31.31,1,14.004,,,415-057226,13195467-0700312,,STAR,gri,rpm,-49.5,2.6,-14.7,3,,,15.18,0.03,14.217,0.01,,,14.694,0.02,13.917,0.06,13.708,0.1,,,12.437,0.026,12.011,0.026,11.893,0.023,5113,122,81,4.577,0.025,0.025,-0.219,0.24,0.2,0.746,0.055,0.028,0.795,0.051,0.061,1.878,0.134,0.242,364.9,31.54,29.03,0.045,0.018,0.015,AAA-222-111-000-0-0,,
2193,212749005,13 31 43.330,-07 00 25.61,1,17.095,,,,13314332-0700256,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.246,0.048,14.764,0.068,14.509,0.1,4019,1175,587,4.861,0.18,0.324,-0.237,0.3,0.54,0.387,0.37,0.166,0.459,0.319,0.274,5.54,12.14,4.11,517.6,925.2,302.6,0.049,0.03,0.019,AAA-222-111-000-0-0,,
2194,212749010,13 29 42.748,-07 00 25.29,1,11.567,,4965-271-1,415-057530,13294274-0700251,,STAR,gri,plx,-57.3,2.9,17.1,3.1,,,13.269,0.497,11.674,0.2,,,12.067,0.03,11.566,0.01,11.353,0.07,,,10.423,0.024,10.088,0.024,9.988,0.021,5805,93,93,4.414,0.045,0.072,-0.023,0.12,0.15,1.027,0.093,0.062,1.007,0.057,0.068,0.907,0.159,0.183,238.3,23.47,23.47,0.039,0.022,0.012,AAA-222-111-000-0-0,,
2195,212749017,13 33 07.632,-07 00 24.37,1,11.889,,4972-669-1,415-057633,13330764-0700243,,STAR,gri,plx,-25.9,3.4,1.5,3.8,,,12.267,0.245,11.371,0.128,,,12.114,0.03,11.801,0.06,11.792,0.17,,,10.825,0.027,10.581,0.022,10.503,0.024,6285,154,154,4.191,0.09,0.126,-0.124,0.16,0.32,1.427,0.198,0.146,1.185,0.113,0.181,0.377,0.163,0.114,420,60.54,60.54,0.038,0.02,0.011,AAA-222-111-000-0-0,,
2196,212749065,13 18 44.290,-07 00 19.45,1,12.37,,,415-057201,13184428-0700195,,STAR,gri,,-9.9,3.8,-4.7,4,,,13.068,0.03,12.483,0.03,,,12.739,0.04,12.332,0.03,12.212,0.02,,,11.481,0.039,,,11.166,0.036,,,,,,,,,,,,,,,,,,,,,,,,,AEA-222-212-c0c-0-0,4.1,
2197,212749066,13 18 44.568,-07 00 19.43,1,14.453,,,415-057202,13184456-0700195,,STAR,JHK,rpm,17.3,2,-23,2.6,,,,,,,,,,,,,,,,,13.153,0.038,12.796,0.033,12.666,0.039,5572,331,276,4.499,0.07,0.154,-0.444,0.36,0.42,0.846,0.177,0.107,0.844,0.085,0.085,1.311,0.437,0.53,634.8,194.7,110.4,0.041,0.023,0.013,AAA-222-212-ccc-0-0,,
2198,212749080,13 51 12.151,-07 00 18.08,1,13.702,,,415-058199,13511214-0700180,,STAR,gri,rpm,-1.1,2,-4,2.4,,,14.485,0.02,13.865,0.01,,,14.129,0.03,13.711,0.04,13.519,0.02,,,12.704,0.026,12.384,0.022,12.361,0.021,5965,140,117,4.214,0.195,0.273,-0.29,0.25,0.35,1.271,0.423,0.271,0.984,0.118,0.099,0.42,0.408,0.234,837,233.8,182.8,0.06,0.023,0.023,AAA-222-111-000-0-0,,
