,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
25,212706891,13 14 39.415,-08 05 21.38,1,13.953,,,410-056551,13143941-0805213,,STAR,gri,rpm,-23.3,1.7,-4.6,2.6,,,14.914,0.01,14.139,0.03,,,14.491,0.01,13.909,0.04,13.723,0.05,,,12.727,0.023,12.401,0.022,12.338,0.03,5668,91,136,4.468,0.045,0.072,-0.148,0.25,0.25,0.91,0.132,0.084,0.908,0.083,0.083,1.139,0.262,0.287,563.1,100.6,62.39,0.044,0.025,0.014,AAA-222-111-000-0-0,,
26,212706919,13 27 28.583,-08 05 18.86,1,12.267,,5545-283-1,410-056920,13272863-0805188,,STAR,gri,plx,-32.7,4.5,4.7,4.9,,,12.898,0.303,12.459,0.264,,,12.489,0.05,12.194,0.02,12.049,0.12,,,11.324,0.023,11.088,0.022,11.01,0.019,6309,154,154,4.22,0.096,0.112,-0.253,0.25,0.45,1.319,0.208,0.152,1.109,0.16,0.223,0.431,0.178,0.126,454.2,90.42,90.42,0.037,0.014,0.011,AAA-222-111-000-0-0,,
27,212706920,13 15 51.804,-08 05 18.75,1,12.747,,,410-056583,13155181-0805186,,STAR,gri,col,0,50,0,50,,,13.627,0.03,12.889,0.04,,,13.23,0.03,12.669,0.06,12.541,0.04,,,12.583,0.026,12.119,0.03,12.009,0.026,5326,157,157,3.661,0.83,1.162,-0.77,0.54,0.45,1.945,4.855,1.259,0.878,0.048,0.087,0.101,1.817,0.099,1063,2664,689.4,0.05,0.031,0.02,AAA-222-111-000-0-0,,
28,212706931,13 27 33.845,-08 05 18.04,1,17.539,,,,13273384-0805180,,STAR,J,rpm,16,3,6,8,,,,,,,,,,,,,,,,,16.04,0.1,15.258,0.111,14.725,0.129,3819,374,267,4.934,0.105,0.126,-0.168,0.25,0.3,0.341,0.128,0.108,0.372,0.142,0.142,8.343,6.839,3.758,578.7,307.3,231.6,0.041,0.023,0.013,ABB-222-111-000-0-0,,0819-0308791
29,212706935,13 50 09.122,-08 05 17.73,1,16.025,,,410-057646,13500912-0805183,,STAR,JHK,rpm,31.5,5.4,0.7,4.1,,,,,,,,,,,,,,,,,13.931,0.03,13.347,0.027,13.12,0.033,3709,144,144,4.967,0.065,0.078,-0.041,0.15,0.21,0.307,0.066,0.064,0.339,0.077,0.092,10.12,5.847,3.2,193.9,49.64,52.98,0.044,0.024,0.015,AAA-222-111-000-0-0,,
30,212706943,13 30 32.618,-08 05 16.69,1,14.825,,,410-057011,13303262-0805167,,STAR,BV,rpm,3,2,-9,2.5,,,15.3,0.05,14.869,0.044,,,,,,,,,,,13.47,0.024,13.142,0.022,13.133,0.037,5870,212,177,4.331,0.125,0.3,-0.345,0.3,0.48,1.056,0.435,0.167,0.921,0.112,0.08,0.716,0.419,0.456,986.2,392.8,186.4,0.041,0.024,0.013,AAA-222-111-000-0-0,,
31,212706951,13 41 20.325,-08 05 15.43,1,14.032,,,410-057350,13412031-0805154,,STAR,JHK,rpm,3.4,2.7,-24,3.2,,,,,,,,,,,,,,,,,12.756,0.024,12.385,0.024,12.287,0.027,5604,198,198,4.473,0.066,0.132,-0.201,0.25,0.35,0.894,0.169,0.092,0.904,0.068,0.081,1.186,0.307,0.438,558.3,137.2,64.14,0.059,0.028,0.023,AAA-222-111-000-0-0,,
32,212706969,14 06 04.933,-08 05 13.69,1,18.005,,,,14060493-0805136,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.47,0.106,16.098,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,13.8,
33,212706985,14 03 57.693,-08 05 12.28,1,17.475,,,,14035769-0805122,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.981,0.101,15.217,0.107,14.668,0.128,3755,445,317,4.94,0.15,0.15,-0.136,0.2,0.32,0.299,0.156,0.102,0.331,0.184,0.153,9.817,10.23,5.649,518.4,370.1,246.8,0.055,0.028,0.023,AAB-222-111-000-0-0,,
34,212706990,13 15 52.174,-08 05 11.87,1,12.747,,,410-056584,13155218-0805118,,STAR,gri,rpm,-10.4,7.1,-15.2,7.7,,,13.627,0.03,12.889,0.04,,,13.23,0.03,12.669,0.06,12.541,0.04,,,11.848,0.026,11.534,0.026,11.442,0.023,5792,142,142,4.395,0.08,0.272,-0.068,0.16,0.2,1.052,0.438,0.123,1.001,0.09,0.075,0.854,0.298,0.526,451.1,185.5,65.37,0.043,0.024,0.015,AAA-222-111-000-0-0,,
35,212706991,13 13 21.834,-08 05 11.86,1,13.98,,,410-056514,13132183-0805120,,STAR,gri,rpm,-5.6,10.2,-9.2,15.5,,,14.79,0.01,14.115,0.04,,,14.4,0.03,13.941,0.04,13.8,0.07,,,12.959,0.024,12.646,0.022,12.527,0.024,5933,144,144,4.304,0.125,0.25,-0.262,0.25,0.35,1.16,0.409,0.235,0.976,0.113,0.113,0.617,0.372,0.353,834.3,291.7,160.8,0.062,0.024,0.029,AAA-222-111-000-0-0,,
36,212706992,13 41 03.406,-08 05 11.80,1,14.171,,,410-057339,13410338-0805114,,STAR,JHK,rpm,45.4,5,-37.7,4.7,,,,,,,,,,,,,,,,,11.996,0.026,11.444,0.029,11.161,0.024,3571,106,127,5.028,0.02,0.042,0.013,0.24,0.12,0.256,0.038,0.018,0.254,0.054,0.03,15.19,1.776,3.236,63.12,8.952,5.021,0.014,0.007,0.003,AAA-222-111-000-0-0,,
37,212707004,13 39 34.167,-08 05 11.14,1,13.92,,,410-057300,13393416-0805111,,STAR,gri,rpm,-13.4,2.1,3.2,2.4,,,14.635,0.06,14.058,0.03,,,14.287,0.05,13.932,0.02,13.763,0.16,,,12.929,0.026,12.616,0.026,12.61,0.03,6076,122,122,4.26,0.13,0.182,-0.504,0.3,0.36,1.169,0.305,0.179,0.916,0.139,0.077,0.529,0.309,0.252,867.2,217.5,147.6,0.036,0.015,0.011,AAA-222-111-000-0-0,,
38,212707008,13 19 46.996,-08 05 10.73,1,17.731,,,,13194699-0805107,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.657,0.065,15.106,0.087,14.852,0.144,3967,863,471,4.887,0.15,0.24,-0.242,0.3,0.48,0.368,0.285,0.14,0.408,0.277,0.198,6.714,8.667,4.611,523.7,730.8,243.1,0.053,0.028,0.02,AAB-222-111-000-0-0,,
39,212707011,13 32 12.228,-08 05 10.68,1,18.01,,,,13321222-0805106,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.474,0.136,15.854,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,BBD-222-111-000-0-0,23.9,
40,212707031,13 22 01.505,-08 05 08.14,1,13.277,,,410-056761,13220150-0805081,,STAR,gri,rpm,14.5,1.6,-4.9,1.9,,,14.109,0.02,13.432,0.02,,,13.727,0.01,13.243,0.03,13.084,0.1,,,12.18,0.024,11.804,0.023,11.751,0.021,5766,139,174,4.333,0.162,0.486,-0.285,0.25,0.5,1.087,0.823,0.228,0.938,0.109,0.109,0.657,0.584,0.537,557.4,393.6,152.9,0.043,0.022,0.012,AAA-222-111-000-0-0,,
41,212707037,13 56 09.862,-08 05 07.63,1,16.237,,,,13560986-0805076,6174-301-2-0160-0183,EXTENDED,gri,,14,2,6,2,,,,,,,17.793,0.022,16.732,0.005,16.303,0.004,16.025,0.005,15.839,0.014,16.396,0.156,15.61,0.18,15.303,0.196,,,,,,,,,,,,,,,,,,,,,,,,,CCC-222-111-000-0-0,19.2,
42,212707052,13 56 03.318,-08 05 06.56,1,17.63,,,,13560331-0805065,6174-301-2-0160-0173,EXTENDED,gri,,5,3,-3,3,,,,,,,19.455,0.048,18.231,0.008,17.724,0.007,17.372,0.008,17.175,0.022,16.626,0.161,15.929,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,CCD-222-111-000-0-0,31.1,
43,212707067,13 33 13.143,-08 05 05.34,1,13.711,,,410-057104,13331314-0805053,,STAR,gri,rpm,-11.7,1.6,-3.7,1.8,,,14.708,0.01,13.899,0.01,,,14.301,0.02,13.63,0.02,13.458,0.05,,,12.431,0.023,12.061,0.023,11.964,0.023,5398,109,109,4.438,0.11,0.594,0.062,0.09,0.21,0.946,1.082,0.144,0.945,0.194,0.075,1.038,0.551,0.915,509,564.3,95.28,0.043,0.021,0.013,AAA-222-111-000-0-0,,
44,212707070,14 00 39.177,-08 05 05.13,1,16.968,,,,14003917-0805051,6166-301-5-0170-0139,STAR,gri,rpm,-58,3,-40,3,,,,,,,19.838,0.04,17.818,0.006,16.934,0.005,16.604,0.005,16.405,0.009,15.338,0.051,14.735,0.06,14.781,0.119,4432,53,107,4.883,0.055,0.055,-1.174,0.4,0.16,0.405,0.048,0.051,0.465,0.043,0.051,6.645,2.237,1.427,605.3,82.04,105.1,0.039,0.005,0.007,AAB-222-111-000-0-0,,
45,212707081,13 49 30.333,-08 05 04.35,1,16.593,,,,13493033-0805043,,STAR,J,rpm,2,0,8,11,,,,,,,,,,,,,,,,,15.16,0.082,14.485,0.078,13.991,0.098,3879,392,280,4.887,0.12,0.144,-0.072,0.16,0.28,0.371,0.147,0.122,0.4,0.187,0.156,6.888,6.237,3.273,411,241.9,152.3,0.04,0.023,0.013,AAA-222-111-000-0-0,,0819-0315329
46,212707111,14 02 49.603,-08 05 00.71,1,12.297,,5554-337-1,410-058078,14024963-0805005,,STAR,gri,rpm,-47.2,4,-0.4,4.3,,,13.438,0.407,12.113,0.191,,,12.795,0.02,12.324,0.02,12.084,0.08,,,11.181,0.024,10.815,0.027,10.709,0.021,5810,115,69,4.43,0.065,0.234,-0.371,0.24,0.2,0.96,0.402,0.1,0.908,0.079,0.057,0.981,0.268,0.589,297.2,122.2,28.64,0.046,0.031,0.017,AAA-222-111-000-0-0,,
47,212707138,14 01 33.812,-08 04 59.34,1,17.378,,,,14013381-0804593,6174-301-5-0163-0295,STAR,gri,rpm,-6,3,-5,3,,,,,,,20.641,0.068,18.297,0.007,17.342,0.005,16.984,0.006,16.785,0.01,15.705,0.065,15.242,0.08,15.033,0.135,4610,90,72,4.692,0.088,0.055,-0.452,0.3,0.42,0.585,0.079,0.095,0.626,0.086,0.086,3.09,1.315,0.691,1067,213.4,177.9,0.064,0.025,0.03,AAB-222-111-000-0-0,,
48,212707150,13 28 02.736,-08 04 58.17,1,14.646,,,410-056937,13280273-0804581,,STAR,gri,rpm,-11.8,2.5,-11.3,2.8,,,15.57,0.04,14.905,0.02,,,15.158,0.03,14.627,0.02,14.427,0.12,,,13.445,0.027,13.03,0.022,12.918,0.034,5519,128,128,4.457,0.102,0.85,-0.62,0.42,0.49,0.92,1.5,0.172,0.843,0.072,0.086,1.15,0.512,1.09,786.5,1151,145.7,0.042,0.017,0.012,AAA-222-111-000-0-0,,
49,212707154,13 50 11.591,-08 04 57.65,1,16.746,,,,13501158-0804576,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.302,0.082,14.627,0.094,13.852,0.063,3359,184,1181,5.105,0.216,0.09,-0.041,0.15,0.18,0.176,0.063,0.075,0.16,0.081,0.081,22.69,36.18,9.33,182.8,85.74,140.4,0.026,0.022,0.014,AAA-222-111-000-0-0,,
50,212707191,13 50 39.686,-08 04 54.20,1,17.283,,,,13503968-0804542,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.802,0.097,14.923,0.09,14.55,0.118,3947,331,398,4.872,0.15,0.125,-0.153,0.2,0.32,0.391,0.123,0.152,0.438,0.136,0.19,6.952,8.117,3.37,612.8,289.4,282.8,0.043,0.023,0.016,AAB-222-111-000-0-0,,
51,212707214,13 18 03.083,-08 04 52.46,1,15.915,,,,13180308-0804524,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.167,0.032,13.544,0.029,13.463,0.044,4411,226,362,4.717,0.14,0.07,-0.194,0.25,0.3,0.559,0.092,0.134,0.61,0.11,0.146,3.217,2.53,0.886,478.4,147,158.4,0.039,0.022,0.012,AAA-222-111-000-0-0,,
52,212707254,13 25 09.609,-08 04 48.51,1,18.761,,,,13250960-0804485,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.302,0.125,16.046,0.217,15.37,0.212,4310,1649,824,4.747,0.27,0.432,-0.476,0.4,0.56,0.485,0.472,0.27,0.517,0.263,0.315,3.421,14.78,2.778,1103,1991,709.6,0.055,0.028,0.023,BCC-222-111-000-0-0,,
53,212707286,13 48 05.676,-08 04 46.01,1,13.2,,,410-057578,13480567-0804459,,STAR,gri,rpm,-1.6,1.6,1.8,1.9,,,14.094,0.04,13.345,0.02,,,13.655,0.04,13.155,0.03,13.005,0.06,,,12.113,0.022,11.816,0.024,11.715,0.021,5905,117,94,4.187,0.21,0.252,-0.024,0.16,0.24,1.346,0.424,0.323,1.086,0.118,0.098,0.37,0.404,0.193,667,208.2,158.7,0.063,0.022,0.022,AAA-222-111-000-0-0,,
54,212707333,14 03 19.438,-08 04 42.33,1,16.696,,,,14031943-0804423,6174-301-6-0165-0169,STAR,gri,rpm,5,3,7,3,,,,,,,19.26,0.03,17.378,0.005,16.655,0.004,16.404,0.005,16.273,0.008,15.267,0.055,14.709,0.049,14.596,0.093,5077,99,99,4.602,0.07,1.106,-0.597,0.3,0.36,0.694,2.078,0.095,0.735,0.172,0.096,1.982,0.692,1.944,1217,3521,185.9,0.058,0.026,0.026,AAA-222-111-000-0-0,,
55,212707337,14 08 11.177,-08 04 41.92,1,17.766,,,,14081117-0804419,,STAR,J,,6,4,10,2,,,,,,,,,,,,,,,,,16.251,0.171,15.787,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,CCU-220-110-000-0-0,42.8,0819-0321304
56,212707345,13 33 54.650,-08 04 41.02,1,17.766,,,,13335464-0804410,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.313,0.045,14.692,0.055,14.384,0.088,3803,444,333,4.935,0.12,0.168,-0.127,0.2,0.32,0.321,0.154,0.104,0.36,0.182,0.152,8.612,8.18,4.747,370.3,251.3,149.7,0.051,0.028,0.02,AAA-222-111-000-0-0,,
57,212707379,13 55 26.316,-08 04 38.25,1,12.266,,,410-057818,13552631-0804381,,STAR,gri,rpm,-15.4,1.2,-14.4,1.6,,,13.243,0.01,12.44,0.04,,,12.779,0.02,12.188,0.06,12.046,0.13,,,10.989,0.024,10.586,0.025,10.529,0.025,5455,169,202,4.036,0.47,0.329,-0.122,0.2,0.44,1.556,0.919,0.754,0.954,0.17,0.077,0.219,1.21,0.153,436.7,177.9,205.2,0.044,0.022,0.014,AAA-222-111-000-0-0,,
58,212707400,13 53 14.641,-08 04 36.71,1,17.33,,,,13531464-0804367,6166-301-1-0165-0165,EXTENDED,gri,,-1,3,3,3,,,,,,,20.241,0.078,18.318,0.009,17.341,0.006,16.907,0.006,16.572,0.013,15.851,0.092,15.065,0.096,14.66,0.116,,,,,,,,,,,,,,,,,,,,,,,,,AAB-222-111-000-0-0,15.2,
59,212707408,13 59 45.494,-08 04 35.94,1,14.795,,,410-057996,13594549-0804359,6174-301-4-0162-0249,STAR,gri,rpm,-26.1,2.6,-37.9,3,,,16.712,0.04,15.438,0.07,,,16.14,0.03,14.816,0.04,14.219,0.2,,,12.85,0.028,12.161,0.026,12.055,0.026,4039,96,80,4.809,0.035,0.035,0.012,0.08,0.16,0.476,0.038,0.041,0.537,0.043,0.043,4.833,0.951,0.672,199.7,22.72,17.15,0.05,0.018,0.021,AAA-222-111-000-0-0,,
60,212707434,13 56 22.954,-08 04 34.07,1,15.889,,,,13562295-0804340,6174-301-2-0160-0192,EXTENDED,gri,,-1,2,2,2,,,,,,,18.681,0.035,16.797,0.004,15.899,0.003,15.5,0.003,15.169,0.007,14.843,0.068,14.116,0.089,13.717,0.069,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,33.9,
