,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
5247,212637642,13 44 26.792,-09 43 47.70,1,13.234,,,402-055414,13442677-0943476,,STAR,gri,rpm,-8.6,2.6,-11.3,3,,,14.43,0.05,13.525,0.04,,,13.976,0.05,13.245,0.03,12.917,0.03,,,11.824,0.026,11.34,0.023,11.211,0.024,4993,102,81,3.142,0.4,0.48,-0.662,0.3,0.3,3.937,2.681,1.383,0.918,0.102,0.036,0.011,0.043,0.009,1444,1070,546.2,0.077,0.013,0.034,AAA-222-111-000-0-0,,
5248,212637647,14 01 13.334,-09 43 47.41,1,13.233,,,402-055967,14011332-0943474,,STAR,gri,rpm,-6.6,2,-16.3,2.5,,,14.083,0.04,13.342,0.02,,,13.665,0.04,13.151,0.03,13.048,0.14,,,12.027,0.026,11.669,0.029,11.602,0.023,5786,139,174,4.35,0.11,0.374,-0.097,0.15,0.33,1.081,0.546,0.169,0.969,0.096,0.08,0.74,0.393,0.534,499.8,236.1,87.9,0.056,0.029,0.024,AAA-222-111-000-0-0,,
5249,212637664,13 20 08.965,-09 43 46.02,1,13.171,,,402-054679,13200896-0943459,,STAR,gri,rpm,-9.6,2.4,-9,2,,,13.832,0.02,13.257,0.03,,,13.493,0.02,13.098,0.02,13.033,0.09,,,12.158,0.024,11.868,0.023,11.834,0.025,6093,96,96,4.18,0.16,0.16,-0.291,0.24,0.28,1.371,0.3,0.29,1.028,0.14,0.117,0.398,0.302,0.196,702.4,153.8,148.6,0.041,0.018,0.015,AAA-222-111-000-0-0,,
5250,212637678,13 54 57.675,-09 43 44.97,1,17.916,,,,13545767-0943449,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.896,0.089,15.341,0.086,15.107,0.142,3916,921,418,4.871,0.155,0.248,-0.246,0.3,0.48,0.369,0.288,0.141,0.408,0.277,0.198,7.269,9.576,5.028,593.3,827.9,275.4,0.056,0.029,0.025,AAB-222-111-000-0-0,,
5251,212637683,13 28 22.017,-09 43 44.47,1,16.331,,,,13282201-0943444,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.978,0.033,13.403,0.036,13.087,0.037,3509,177,206,5.043,0.098,0.07,-0.041,0.15,0.21,0.231,0.064,0.059,0.229,0.088,0.073,16.93,10.53,5.615,138.2,49.52,42.51,0.028,0.016,0.009,AAA-222-111-000-0-0,,
5252,212637705,13 25 25.741,-09 43 43.14,1,10.549,,5544-729-1,402-054842,13252573-0943431,,STAR,gri,plx,3.1,1.7,-28.1,1.8,,,11.312,0.081,10.738,0.072,,,10.888,0.01,10.548,0.01,10.403,0.07,,,9.639,0.023,9.398,0.024,9.297,0.02,6290,127,127,4.244,0.08,0.128,-0.172,0.2,0.36,1.297,0.212,0.133,1.16,0.112,0.202,0.48,0.16,0.177,208,36.64,36.64,0.035,0.018,0.01,AAA-222-111-000-0-0,,
5253,212637714,14 01 04.893,-09 43 42.66,1,16.851,,,,14010489-0943426,6174-301-3-0173-0203,STAR,gri,rpm,0,3,2,3,,,,,,,18.838,0.022,17.464,0.005,16.847,0.005,16.588,0.005,16.454,0.009,15.478,0.06,14.937,0.061,14.998,0.136,5161,150,120,2.547,1.098,0.61,-1.647,0.84,0.6,7.035,7.132,5.04,0.812,0.072,0.016,0.002,0.069,0.001,12300,11460,8539,0.06,0.026,0.026,AAB-222-111-000-0-0,,
5254,212637718,13 50 49.720,-09 43 42.40,1,18.835,,,,13504972-0943424,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.167,0.101,15.172,0.108,15.053,0.152,4080,294,294,4.816,0.14,0.1,-0.201,0.25,0.35,0.438,0.124,0.136,0.495,0.124,0.166,5.149,5.219,1.824,879.9,334.7,319.6,0.059,0.025,0.025,AAB-222-111-000-0-0,,
5255,212637769,14 05 51.888,-09 43 37.46,1,18.245,,,,14055188-0943374,6166-301-6-0183-0304,STAR,gri,,-4,6,-5,6,,,,,,,21.716,0.206,19.349,0.012,18.275,0.008,17.772,0.008,17.511,0.017,16.253,0.094,15.64,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,AAD-222-111-000-0-0,47.2,
5256,212637787,13 17 31.725,-09 43 36.24,1,12.631,,,402-054602,13173171-0943362,,STAR,gri,rpm,-14.3,2.3,-2.7,1.3,,,13.301,0.03,12.69,0.05,,,12.934,0.03,12.511,0.04,12.501,0.15,,,11.492,0.024,11.211,0.026,11.16,0.021,6059,144,144,4.285,0.114,0.266,-0.164,0.2,0.28,1.203,0.46,0.165,1.072,0.139,0.119,0.549,0.305,0.322,459.3,172.7,74.62,0.039,0.012,0.01,AAA-222-111-000-0-0,,
5257,212637788,13 26 36.398,-09 43 36.03,1,11.164,,5544-1139-1,402-054875,13263639-0943358,,STAR,gri,plx,-6.2,2.3,3.2,2.4,,,12.565,0.312,11.801,0.211,,,12.135,0.01,11.136,0.02,10.747,0.05,,,9.404,0.024,8.744,0.038,8.622,0.021,4434,71,71,1.567,0.462,0.385,-0.723,0.4,0.4,25.201,13.206,10.002,0.915,0.098,0.033,5.05E-05,1.94E-04,3.69E-05,7598,26930,26930,0.043,0.025,0.014,AAA-212-111-000-0-0,,
5258,212637819,14 04 29.165,-09 43 32.36,1,17.52,,,,14042916-0943323,6174-301-5-0175-0420,STAR,gri,,-2,3,3,3,,,,,,,20.057,0.048,18.185,0.007,17.486,0.006,17.235,0.006,17.109,0.013,16.329,0.114,15.548,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,BAU-220-110-000-0-0,18,
5259,212637821,13 48 39.349,-09 43 32.28,1,15.871,,,,13483935-0943322,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.62,0.028,13.04,0.025,12.762,0.035,3561,146,204,5.03,0.096,0.06,-0.032,0.15,0.21,0.25,0.058,0.071,0.243,0.084,0.084,14.75,12.71,4.307,126.1,37.85,43.24,0.033,0.021,0.013,AAA-222-111-000-0-0,,
5260,212637862,13 49 43.982,-09 43 29.60,1,17.501,,,,13494398-0943296,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.005,0.093,15.383,0.088,14.976,0.151,3783,580,322,4.937,0.13,0.182,-0.201,0.25,0.4,0.321,0.178,0.114,0.347,0.228,0.163,8.521,11.83,4.953,568.6,440.2,248.1,0.053,0.031,0.022,AAB-222-111-000-0-0,,
5261,212637874,13 59 55.811,-09 43 28.47,1,19.356,,,,,6166-301-3-0179-0324,STAR,gri,,2,3,4,3,,,,,,,19.851,0.041,19.303,0.012,19.374,0.016,19.412,0.02,19.241,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,212637886,13 49 15.439,-09 43 27.41,1,16.299,,,,13491543-0943274,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.466,0.035,13.97,0.031,13.734,0.058,3659,1287,257,4.988,0.11,0.374,-0.095,0.2,0.4,0.261,0.381,0.082,0.273,0.454,0.114,12.99,11.2,10.71,199.5,568,76.2,0.04,0.03,0.015,AAA-222-111-000-0-0,,
5263,212637894,13 14 33.402,-09 43 26.35,1,12.457,,,402-054529,13143340-0943262,,STAR,gri,rpm,-30.1,4.2,51,1.7,,,13.784,0.01,12.762,0.01,,,13.296,0.04,12.399,0.02,12.098,0.02,,,10.92,0.027,10.419,0.025,10.314,0.024,4802,78,78,4.623,0.025,0.03,-0.036,0.15,0.18,0.707,0.04,0.045,0.778,0.042,0.059,2.145,0.262,0.277,156.8,13.08,12.07,0.031,0.02,0.009,AAA-222-111-000-0-0,,
5264,212637919,14 05 41.715,-09 43 24.43,1,16.726,,,,14054171-0943244,6166-301-6-0183-0284,STAR,gri,rpm,-2,3,-7,3,,,,,,,19.679,0.042,17.513,0.005,16.667,0.004,16.388,0.005,16.22,0.008,15.201,0.053,14.777,0.066,14.854,0.125,4902,100,100,4.613,0.045,0.045,-0.242,0.25,0.3,0.702,0.077,0.082,0.74,0.082,0.082,2.063,0.583,0.386,1121,151.4,133.4,0.068,0.021,0.034,AAB-222-111-000-0-0,,
5265,212637944,13 50 15.912,-09 43 21.98,1,14.509,,,402-055604,13501590-0943219,,STAR,gri,rpm,11,2.4,-0.7,2.8,,,15.584,0.04,14.675,0.06,,,15.144,0.03,14.417,0.05,14.237,0.18,,,13.05,0.024,12.565,0.025,12.433,0.023,5102,103,103,3.602,1.012,0.552,-0.467,0.4,0.4,2.383,2.018,1.684,0.894,0.057,0.092,0.051,1.548,0.043,1520,1226,1054,0.068,0.021,0.034,AAA-222-111-000-0-0,,
5266,212637958,14 06 51.987,-09 43 21.31,1,13.696,,,402-056165,14065198-0943212,6174-301-6-0177-0051,STAR,gri,rpm,-3,2.4,-22.3,2.8,,,14.655,0.04,13.914,0.09,,,14.246,0.02,13.719,0.15,13.461,0.15,,,12.615,0.022,12.236,0.024,12.167,0.026,5549,202,168,4.488,0.055,0.253,-0.196,0.2,0.36,0.899,0.526,0.094,0.909,0.066,0.079,1.193,0.358,0.886,510.5,222,61.76,0.061,0.024,0.029,AAA-222-111-000-0-0,,
5267,212637967,13 21 06.057,-09 43 20.72,1,13.432,,,402-054711,13210606-0943206,,STAR,gri,rpm,5.2,2.5,-5.2,2.8,,,14.797,0.03,13.719,0.04,,,14.237,0.03,13.404,0.02,13.087,0.08,,,11.839,0.023,11.271,0.022,11.13,0.021,4771,76,76,2.402,0.483,0.414,-0.616,0.35,0.35,8.893,4.231,3.735,0.943,0.067,0.067,0.001,0.006,7.56E-04,2971,1513,1255,0.042,0.026,0.013,AAA-222-111-000-0-0,,
5268,212637993,13 49 47.633,-09 43 18.22,1,13.8,,,402-055586,13494764-0943181,,STAR,gri,rpm,-29.5,2.7,-11.6,3.2,,,14.43,0.04,13.815,0.04,,,14.091,0.04,13.634,0.03,13.676,0.24,,,12.628,0.022,12.273,0.021,12.219,0.026,5826,161,115,4.428,0.08,0.192,-0.486,0.2,0.24,0.919,0.27,0.111,0.858,0.093,0.058,1.057,0.402,0.537,564.7,163.5,82.96,0.048,0.034,0.017,AAA-222-111-000-0-0,,
5269,212638013,14 00 16.238,-09 43 15.94,1,13.996,,,402-055939,14001624-0943158,6166-301-3-0179-0201,STAR,gri,rpm,-5,5.1,-21.1,2.9,,,14.943,0.04,14.155,0.03,,,14.52,0.04,13.974,0.03,13.772,0.2,,,12.567,0.024,12.111,0.026,12.049,0.021,5379,158,126,4.475,0.102,0.952,-0.51,0.35,0.42,0.889,1.68,0.144,0.879,0.053,0.086,1.184,0.488,1.138,504.9,869.7,91.65,0.052,0.029,0.024,AAA-222-111-000-0-0,,
5270,212638047,13 18 08.145,-09 43 12.49,1,13.833,,,402-054620,13180814-0943124,,STAR,gri,rpm,-10.7,6.3,-19.7,2.9,,,14.879,0.01,14.051,0.06,,,14.431,0.03,13.79,0.03,13.577,0.02,,,12.476,0.024,12.097,0.027,11.965,0.021,5391,128,107,4.525,0.035,0.091,-0.113,0.2,0.32,0.853,0.128,0.072,0.896,0.055,0.077,1.401,0.226,0.393,447.8,85.65,44.64,0.042,0.021,0.013,AAA-222-111-000-0-0,,
5271,212638061,13 12 22.928,-09 43 11.33,1,13.254,,,402-054457,13122293-0943114,,STAR,gri,rpm,-9.4,5.6,-5.2,4.9,,,14.416,0.01,13.526,0.02,,,13.947,0.05,13.231,0.04,12.958,0.03,,,11.811,0.026,11.271,0.026,11.206,0.021,4950,97,97,2.607,0.72,0.432,-0.766,0.35,0.42,7.183,4.694,3.805,0.909,0.073,0.041,0.002,0.02,0.001,2394,1341,1253,0.056,0.028,0.023,AAA-222-111-000-0-0,,
5272,212638068,14 02 15.992,-09 43 10.43,1,14.615,,,402-056006,14021598-0943102,,STAR,gri,rpm,20.5,5.3,-12.4,6,,,15.981,0.05,14.898,0.03,,,15.455,0.04,14.51,0.02,14.255,0.1,,,12.969,0.027,12.42,0.027,12.335,0.03,4771,77,97,4.617,0.036,0.03,-0.012,0.15,0.24,0.708,0.042,0.055,0.773,0.041,0.066,2.104,0.345,0.25,397.9,35.38,38.67,0.054,0.028,0.023,AAA-222-111-000-0-0,,
5273,212638101,14 04 23.009,-09 43 08.04,1,12.367,,,402-056094,14042301-0943080,,STAR,gri,,-11.4,1.5,-0.9,3.4,,,13.188,0.04,12.537,0.02,,,12.827,0.04,12.368,0.03,12.17,0.02,,,11.336,0.024,,,10.941,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AEA-222-111-000-0-0,43.4,
5274,212638114,13 17 49.871,-09 43 06.89,1,14.547,,,402-054612,13174986-0943069,,STAR,gri,rpm,-8.8,3,-3,3.8,,,15.692,0.08,14.804,0.01,,,15.274,0.05,14.538,0.01,14.236,0.02,,,13.137,0.023,12.661,0.027,12.552,0.027,5015,100,80,3.109,0.636,0.636,-0.617,0.3,0.3,3.699,4.166,1.761,0.909,0.058,0.081,0.014,0.102,0.013,2301,2421,1058,0.083,0.014,0.034,AAA-222-111-000-0-0,,
5275,212638154,13 25 35.361,-09 43 03.65,1,14.733,,,402-054849,13253536-0943035,,STAR,gri,rpm,-26,3,-4.4,3.3,,,15.619,0.07,14.879,0.03,,,15.214,0.01,14.726,0.03,14.527,0.11,,,13.653,0.024,13.36,0.024,13.212,0.04,5879,94,118,4.431,0.075,0.165,-0.637,0.3,0.25,0.888,0.245,0.102,0.815,0.096,0.053,1.073,0.375,0.484,882,230.4,119.1,0.062,0.024,0.029,AAA-222-111-000-0-0,,
5276,212638156,13 59 06.171,-09 43 03.31,1,13.377,,,402-055889,13590617-0943033,,STAR,gri,rpm,-29.3,5.8,3.2,6.4,,,14.285,0.05,13.532,0.02,,,13.863,0.03,13.351,0.02,13.169,0.06,,,12.23,0.023,11.929,0.022,11.833,0.023,5855,117,117,4.389,0.065,0.143,-0.2,0.2,0.2,1.023,0.211,0.113,0.957,0.098,0.081,0.829,0.294,0.354,528.5,118.7,74.51,0.064,0.023,0.027,AAA-222-111-000-0-0,,
5277,212638199,14 05 10.660,-09 42 59.39,1,18.439,,,,14051066-0942593,6166-301-6-0183-0223,STAR,gri,rpm,-57,3,-20,3,,,,,,,22.501,0.394,19.891,0.017,18.479,0.009,17.817,0.008,17.403,0.016,16.446,0.123,15.835,0.138,15.511,0.207,3811,45,45,5.021,0.081,0.045,-0.442,0.12,0.15,0.267,0.036,0.06,0.274,0.052,0.078,14.2,7.291,3.126,540.9,94.6,130.6,0.06,0.014,0.028,BBC-222-111-000-0-0,,
5278,212638234,13 13 34.039,-09 42 56.96,1,12.031,,,402-054499,13133402-0942570,,STAR,gri,rpm,-16.8,10.1,7.1,4.5,,,12.815,0.02,12.169,0.01,,,12.442,0.04,12.001,0.04,11.854,0.03,,,11.007,0.026,10.677,0.023,10.631,0.026,5925,139,139,4.195,0.215,0.301,-0.208,0.24,0.28,1.307,0.509,0.313,1.047,0.107,0.129,0.393,0.572,0.233,393.6,157.8,112.6,0.04,0.021,0.013,AAA-222-111-000-0-0,,
5279,212638249,14 02 50.728,-09 42 55.76,1,17.887,,,,14025072-0942557,6174-301-4-0174-0326,STAR,gri,,-1,3,1,3,,,,,,,20.469,0.071,18.562,0.008,17.846,0.007,17.597,0.007,17.456,0.017,16.498,0.141,15.912,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,BCU-220-110-000-0-0,31.5,
5280,212638251,13 59 31.820,-09 42 55.69,1,11.923,,5554-711-1,402-055909,13593181-0942555,,STAR,gri,rpm,-25.3,3.1,-2.6,3.2,,,12.064,0.199,12.016,0.294,,,12.589,0.04,11.885,0.01,11.638,0.04,,,10.553,0.024,10.175,0.023,10.096,0.019,5327,107,128,4.53,0.025,0.695,0.045,0.08,0.22,0.861,1.129,0.067,0.926,0.048,0.067,1.431,0.193,0.348,185.7,275.2,17.12,0.052,0.012,0.014,AAA-222-111-000-0-0,,
5281,212638308,13 59 24.727,-09 42 50.33,1,18.226,,,,13592472-0942503,6174-301-2-0172-0231,STAR,gri,rpm,-2,3,-2,3,,,,,,,20.956,0.097,19.016,0.01,18.17,0.008,17.887,0.008,17.69,0.02,16.663,0.158,16.041,0.169,15.516,0.217,4802,94,94,4.672,0.06,0.06,-0.666,0.3,0.36,0.591,0.086,0.063,0.631,0.088,0.049,2.83,0.816,0.633,1875,302.8,260.7,0.058,0.03,0.025,CCC-222-111-000-0-0,,
5282,212638314,14 03 02.454,-09 42 49.88,1,16.223,,,,14030245-0942498,6174-301-4-0174-0128,STAR,gri,rpm,5,3,-5,3,,,,,,,18.766,0.023,16.887,0.004,16.188,0.004,15.939,0.004,15.819,0.007,14.822,0.038,14.347,0.053,14.279,0.073,5137,123,103,4.515,0.114,1.197,-0.562,0.35,0.42,0.838,2.554,0.188,0.821,0.099,0.139,1.396,0.931,1.374,1198,3438,274.6,0.062,0.028,0.028,AAA-222-111-000-0-0,,
5283,212638320,14 00 09.924,-09 42 49.52,1,17.127,,,,14000992-0942495,6166-301-3-0179-0338,STAR,gri,rpm,-1,3,-5,3,,,,,,,19.599,0.035,17.84,0.006,17.104,0.005,16.822,0.005,16.636,0.01,15.701,0.069,15.18,0.084,14.896,0.114,5019,117,117,4.61,0.08,1.76,-0.787,0.35,0.49,0.683,5.336,0.108,0.725,0.157,0.118,2.116,0.907,2.111,1448,10710,254.6,0.069,0.021,0.029,AAB-222-111-000-0-0,,
5284,212638381,13 59 38.218,-09 42 45.52,1,12.49,,,402-055913,13593821-0942454,,STAR,gri,rpm,11.7,7.1,-13.9,5,,,14.191,0.05,12.945,0.03,,,13.621,0.05,12.457,0.02,12.005,0.05,,,10.671,0.023,10.054,0.023,9.941,0.019,4297,129,206,4.744,0.035,4.123,-0.17,0.15,1.53,0.548,71.161,0.047,0.617,0.191,0.055,3.607,0.65,3.607,98.38,11920,15.64,0.019,0.044,0.005,AAA-222-111-000-0-0,,
5285,212638423,13 23 52.914,-09 42 42.33,1,12.558,,,402-054798,13235292-0942423,,STAR,gri,rpm,-1.1,1.6,21.8,3.5,,,13.597,0.01,12.82,0.02,,,13.162,0.01,12.561,0.01,12.299,0.09,,,11.346,0.026,10.963,0.024,10.872,0.023,5558,89,134,4.492,0.035,0.686,-0.111,0.18,0.21,0.916,1.301,0.059,0.953,0.166,0.092,1.247,0.152,1.141,297.4,412.7,23.03,0.06,0.028,0.028,AAA-222-111-000-0-0,,
5286,212638426,14 05 05.039,-09 42 42.23,1,14.565,,,402-056122,14050504-0942422,6166-301-6-0183-0003,STAR,gri,rpm,-13.4,3.7,4.3,4.2,,,16.92,0.1,15.368,0.03,,,16.194,0.03,14.794,0.04,13.868,0.04,,,12.17,0.022,11.55,0.022,11.338,0.026,3709,132,37,4.933,0.052,0.02,0.053,0.15,0.21,0.351,0.007,0.048,0.376,0.012,0.049,8.843,2.814,0.531,100.8,3.025,17.93,0.041,0.003,0.022,AAA-222-111-000-0-0,,
5287,212638440,14 00 47.769,-09 42 41.57,1,17.755,,,,14004776-0942415,6174-301-3-0173-0143,STAR,gri,rpm,-1,3,0,3,,,,,,,20.372,0.059,18.489,0.008,17.711,0.006,17.44,0.007,17.306,0.016,16.135,0.096,15.833,0.131,15.52,0.201,4961,121,121,4.613,0.075,1.29,-0.621,0.35,0.49,0.669,2.534,0.097,0.704,0.149,0.093,2.141,0.815,2.119,1732,6853,288,0.071,0.019,0.034,ABC-222-111-000-0-0,,
5288,212638443,13 55 02.432,-09 42 41.51,1,16.765,,,,13550243-0942415,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,,15.319,0.159,,,14.116,0.129,,,,,,,,,,,,,,,,,,,,,,,,,CUB-202-101-000-1-0,1.7,
5289,212638452,13 53 45.934,-09 42 40.94,1,17.876,,,,13534593-0942409,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.352,0.126,16.047,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,32.1,
5290,212638467,13 13 08.020,-09 42 39.57,1,17.623,,,,13130801-0942395,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.118,0.092,15.649,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD-222-111-000-0-0,45,
5291,212638471,13 51 32.688,-09 42 39.25,1,11.137,,5553-1064-1,402-055642,13513268-0942392,,STAR,gri,rpm,-45.7,2.2,-40.4,2.3,,,11.78,0.125,11.22,0.114,,,11.542,0.04,11.099,0.04,10.964,0.1,,,10.117,0.026,9.835,0.022,9.787,0.023,6004,122,122,4.299,0.105,0.189,-0.177,0.16,0.28,1.164,0.304,0.157,1.011,0.102,0.102,0.591,0.341,0.269,236.7,56.11,38.45,0.046,0.026,0.019,AAA-222-111-000-0-0,,
5292,212638499,13 12 37.079,-09 42 37.16,1,15.746,,,402-054465,13123709-0942370,,STAR,gri,col,,,,,,,16.313,0.1,15.927,0.05,,,16.028,0.03,15.706,0.04,15.625,0.07,,,14.674,0.029,14.48,0.045,14.361,0.098,6269,159,133,4.217,0.12,0.144,-1.061,0.25,0.3,1.146,0.233,0.164,0.84,0.025,0.035,0.537,0.285,0.215,1896,336.8,286,0.046,0.033,0.015,AAA-222-111-000-0-0,,
5293,212638502,13 18 03.468,-09 42 36.68,1,17.472,,,,13180346-0942366,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.978,0.112,14.793,0.106,14.362,0.102,3900,307,1661,4.872,0.3,0.125,-0.176,0.25,0.3,0.395,0.128,0.243,0.449,0.14,0.308,6.503,45.15,2.846,671.3,342.4,519.1,0.037,0.027,0.017,BAA-222-111-000-0-0,,
5294,212638527,13 20 29.681,-09 42 35.06,1,17.799,,,,13202968-0942350,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.281,0.127,15.325,0.11,14.878,0.148,3887,361,361,4.902,0.145,0.145,-0.218,0.25,0.35,0.34,0.14,0.13,0.387,0.167,0.2,8.051,10.14,3.969,695.3,416.9,335.1,0.04,0.023,0.013,BBB-222-111-000-0-0,,
5295,212638540,13 43 53.584,-09 42 33.98,1,15.752,,,,13435358-0942339,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.658,0.035,13.086,0.032,12.847,0.03,3629,175,211,4.996,0.096,0.08,-0.062,0.15,0.24,0.273,0.08,0.083,0.268,0.117,0.097,13.14,9.075,4.657,141.4,55.59,46.42,0.035,0.023,0.013,AAA-222-111-000-0-0,,
5296,212638547,13 17 35.043,-09 42 33.13,1,13.536,,,402-054606,13173504-0942331,,STAR,gri,rpm,-6.3,7.2,-22.1,2.7,,,14.428,0.02,13.726,0.06,,,14.034,0.03,13.459,0.04,13.322,0.15,,,12.201,0.024,11.803,0.027,11.683,0.024,5515,129,161,4.494,0.055,0.253,-0.13,0.2,0.4,0.888,0.246,0.113,0.912,0.078,0.109,1.209,0.366,0.949,428,230.6,65.39,0.042,0.022,0.012,AAA-222-111-000-0-0,,
5297,212638570,13 26 00.062,-09 42 30.54,1,13.935,,,402-054862,13260005-0942304,,STAR,gri,rpm,4.7,2.4,-4.6,2.7,,,14.627,0.03,14.093,0.04,,,14.299,0.02,13.933,0.01,13.78,0.07,,,12.964,0.026,12.698,0.032,12.637,0.03,6154,99,99,4.199,0.125,0.15,-0.504,0.3,0.36,1.292,0.209,0.212,0.969,0.146,0.125,0.42,0.23,0.149,983.2,140.5,167.7,0.041,0.024,0.012,AAA-222-111-000-0-0,,
5298,212638579,13 51 23.302,-09 42 29.88,1,11.728,,5553-840-1,402-055636,13512330-0942297,,STAR,gri,rpm,4.3,2.5,-14.2,2.7,,,12.745,0.328,12.018,0.23,,,12.111,0.04,11.71,0.03,11.564,0.11,,,10.71,0.029,10.373,0.025,10.315,0.021,6044,120,120,4.144,0.17,0.238,-0.23,0.25,0.25,1.352,0.525,0.25,1.046,0.172,0.108,0.371,0.339,0.215,361,135.7,69.19,0.043,0.029,0.013,AAA-222-111-000-0-0,,
5299,212638590,13 12 22.896,-09 42 29.46,1,18.892,,,,13122289-0942294,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.347,0.12,15.688,0.141,15.348,0.197,3945,769,461,4.905,0.155,0.217,-0.251,0.25,0.5,0.358,0.221,0.137,0.4,0.233,0.194,7.938,10.67,5.082,735.8,828.6,343.4,0.055,0.028,0.023,BBC-222-111-000-0-0,,
5300,212638601,13 12 42.957,-09 42 28.44,1,13.558,,,402-054471,13124296-0942283,,STAR,gri,rpm,-15.6,2.6,-42.6,3.3,,,15.125,0.04,13.998,0.04,,,14.621,0.05,13.533,0.03,13.103,0.01,,,11.819,0.023,11.196,0.024,11.101,0.023,4317,86,51,4.724,0.036,0.03,-0.086,0.15,0.15,0.572,0.031,0.046,0.642,0.029,0.058,3.366,0.681,0.366,167.6,18.73,16.85,0.03,0.013,0.011,AAA-222-111-000-0-0,,
5301,212638605,13 13 14.429,-09 42 28.24,1,16.751,,,,13131442-0942282,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.306,0.082,14.419,0.101,13.998,0.079,3940,328,393,4.872,0.15,0.125,-0.134,0.2,0.28,0.376,0.153,0.138,0.43,0.144,0.201,6.503,8.055,2.846,476.3,283.5,220.7,0.039,0.023,0.013,AAA-222-111-000-0-0,,
5302,212638653,13 51 14.791,-09 42 24.30,1,17.787,,,,13511478-0942243,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.443,0.075,14.679,0.098,14.446,0.105,4059,374,374,4.84,0.15,0.125,-0.197,0.25,0.35,0.419,0.128,0.146,0.476,0.14,0.196,5.533,6.461,2.349,596,279.5,248.1,0.056,0.028,0.023,AAA-222-111-000-0-0,,
5303,212638657,14 06 26.305,-09 42 24.02,1,18.116,,,,14062630-0942240,6174-301-6-0177-0393,EXTENDED,gri,,-3,3,-4,3,,,,,,,21.093,0.231,19.315,0.019,18.156,0.011,17.602,0.011,17.223,0.026,16.526,0.12,15.877,0.138,15.192,0.175,,,,,,,,,,,,,,,,,,,,,,,,,BBC-222-111-000-0-0,53.4,
5304,212638666,13 56 39.679,-09 42 23.41,1,11.6,,5553-1593-1,402-055804,13563967-0942234,,STAR,gri,rpm,-19.5,2.4,7,2.4,,,11.994,0.174,11.659,0.188,,,11.98,0.02,11.618,0.01,11.437,0.06,,,10.659,0.026,10.398,0.024,10.293,0.021,6205,125,125,4.151,0.155,0.186,-0.174,0.2,0.32,1.398,0.375,0.251,1.15,0.144,0.173,0.368,0.272,0.178,375.9,103.5,68.95,0.04,0.022,0.012,AAA-222-111-000-0-0,,
5305,212638673,14 02 28.905,-09 42 23.09,1,16.741,,,,14022890-0942230,6174-301-4-0174-0243,STAR,gri,col,,,,,,,,,,,21.592,0.171,18.628,0.008,17.19,0.005,15.932,0.004,15.298,0.006,13.898,0.032,13.388,0.03,13.103,0.029,3522,103,103,5.036,0.042,0.042,0.005,0.15,0.15,0.242,0.03,0.032,0.238,0.042,0.042,15.9,4.208,2.826,138.9,21.69,25.54,0.034,0.019,0.012,AAA-222-111-000-0-0,,
