EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
203020983,16 52 59.456,-27 32 01.28,1,14.934,,,313-097342,16525946-2732011,STAR,gri,rpm,-96,2.7,-70.1,3.1,,,15.929,0.15,15.201,0.03,15.603,0.03,14.924,0.02,14.648,0.01,13.587,0.027,13.194,0.03,13.077,0.03,4845,1217,553,4.702,0.18,0.18,-1.133,0.3,1.44,0.55,0.175,0.176,0.584,0.136,0.159,3.522,4.327,1.942,289.3,267,93.89,0.176,0.146,0.081,AAA-222-111-000-0-0,6.6,
203027558,16 54 06.790,-27 30 38.67,1,14.282,,,313-097975,16540679-2730386,STAR,gri,rpm,-5.6,2.8,-5.1,1.7,,,15.83,0.14,14.728,0.07,15.307,0.03,14.28,0.03,13.843,0.12,12.337,0.026,11.718,0.021,11.556,0.025,4794,210,150,2.209,0.69,0.69,-0.839,0.48,0.4,9.912,11.22,4.638,0.903,0.113,0.033,5.94E-04,0.003,5.34E-04,3939,4230,1794,0.393,0.171,0.122,AAA-222-111-000-0-0,7.6,
203036556,16 54 10.407,-27 28 45.36,1,14.266,,,313-098006,16541041-2728453,STAR,gri,rpm,-4.8,2,-11.2,2.4,,,15.902,0.066,14.721,0.042,15.287,0.07,14.438,0.03,13.828,0.07,12.344,0.026,11.712,0.024,11.575,0.021,4724,197,112,1.673,0.676,0.156,-1.187,0.2,0.32,21.965,4.394,11.374,0.877,0.021,0.048,7.25E-05,5.31E-04,2.68E-05,8520,1106,4112,0.312,0.159,0.053,AAA-222-111-000-0-0,10.7,
203040002,16 53 18.066,-27 28 02.75,1,15.063,,,313-097528,16531805-2728026,STAR,JHK,rpm,1.1,5.1,-10,2.6,,,,,,,,,,,,,13.431,0.02,12.928,0.021,12.769,0.02,5351,480,266,3.786,0.572,1.144,-0.171,0.25,0.75,2.141,4.451,1.302,0.963,0.318,0.136,0.1,0.704,0.099,1554,2974,916.6,0.581,0.331,0.207,AAA-222-111-000-0-0,12.2,
203049398,16 53 24.595,-27 26 02.86,1,13.3,,,313-097597,16532459-2726028,STAR,gri,rpm,-6.3,3.6,-3.4,1.9,,,14.742,0.01,13.649,0.05,14.202,0.02,13.276,0.02,12.913,0.03,11.823,0.032,11.255,0.037,11.119,0.029,4924,263,116,2.404,0.4,0.3,-0.857,0.3,0.25,8.856,3.969,3.774,0.905,0.069,0.021,9.34E-04,0.003,6.03E-04,2778,1179,1144,0.353,0.125,0.068,AAA-222-111-000-0-0,6,
203057214,16 52 56.343,-27 24 23.43,1,16.032,,,313-097301,16525632-2724234,STAR,JHK,rpm,-12.6,16,-51.3,14.5,,,,,,,,,,,,,14.751,0.04,14.262,0.056,14.278,0.077,5370,536,447,4.395,0.258,1.72,-0.509,0.55,0.66,0.966,5.747,0.332,0.867,0.144,0.201,0.876,1.325,0.874,1323,6491,563.6,0.416,0.344,0.172,AAA-222-111-000-0-0,10.2,
203057891,16 53 44.739,-27 24 14.25,1,12.629,,,313-097778,16534474-2724142,STAR,gri,rpm,-5.5,1.3,-5,1.8,,,14.232,0.01,13.006,0.03,13.616,0.01,12.571,0.02,12.206,0.05,10.8,0.022,10.196,0.023,10.082,0.023,4754,76,76,2.5,0.46,0.575,-0.291,0.25,0.9,8.703,6.456,3.12,1.04,0.26,0.174,0.001,0.004,8.30E-04,1592,871.7,563.3,0.346,0.082,0.082,AAA-222-111-000-0-0,8,
203060131,16 53 14.379,-27 23 46.66,1,12.041,,,314-094101,16531438-2723465,STAR,gri,rpm,-20.2,1.8,-37.5,1,,,13.015,0.03,12.257,0.03,12.588,0.01,11.988,0.03,11.807,0.05,10.764,0.023,10.398,0.026,10.322,0.023,5778,280,280,4.402,0.115,0.23,-0.111,0.2,0.52,1.018,0.32,0.207,0.936,0.125,0.104,0.951,0.539,0.487,272.2,192.2,63.81,0.204,0.119,0.119,AAA-222-111-000-0-0,6.7,
203061000,16 54 12.374,-27 23 35.67,1,15.063,,,314-094595,16541237-2723356,STAR,JHK,rpm,-6.1,2.2,-8.3,2.3,,,,,,,,,,,,,13.481,0.03,12.887,0.022,12.839,0.029,4861,174,145,2.315,2.16,0.27,-0.735,0.63,0.45,10.586,3.178,9.778,0.888,0.099,0.071,6.79E-04,1.355,3.93E-04,6595,2508,6025,0.317,0.144,0.086,AAA-222-111-000-0-0,8.6,
203062489,16 53 34.975,-27 23 17.88,1,12.318,,,314-094286,16533497-2723179,STAR,gri,rpm,-3.3,3.4,-7.7,1.5,,,13.918,0.03,12.705,0.03,13.307,0.02,12.27,0.02,11.895,0.05,10.494,0.024,9.893,0.023,9.782,0.021,4780,152,76,2.372,0.328,0.205,-0.473,0.36,0.3,10.716,1.897,1.612,1.039,0.165,0.137,8.59E-04,0.001,3.87E-04,1674,407.3,157.8,0.336,0.109,0.047,AAA-222-111-000-0-0,5.8,
203063207,16 53 23.012,-27 23 09.11,1,10.889,,6818-1920-1,314-094169,16532300-2723090,STAR,gri,plx,4.9,2.9,-12.3,2.6,,,11.565,0.104,11.079,0.113,11.22,0.02,10.833,0.04,10.748,0.06,9.883,0.023,9.661,0.022,9.594,0.021,6656,275,275,4.11,0.07,0.098,0.044,0.1,0.12,1.717,0.193,0.126,1.437,0.086,0.086,0.272,0.082,0.08,342.7,26.42,26.42,0.206,0.115,0.077,AAA-222-111-000-0-0,13.5,
203066668,16 53 00.782,-27 22 25.76,1,13.212,,,314-093960,16530078-2722257,STAR,gri,rpm,-5.3,1.5,0,1.5,,,14.802,0.02,13.59,0.04,14.175,0.03,13.149,0.02,12.8,0.06,11.284,0.023,10.735,0.024,10.602,0.023,4914,473,147,2.485,0.756,0.108,-0.401,0.3,0.66,8.958,2.012,4.46,1.022,0.317,0.144,0.001,0.013,3.89E-04,2122,481.4,1011,0.381,0.34,0.085,AAA-222-111-000-0-0,7.2,
203067765,16 54 02.268,-27 22 12.43,1,13.209,,,314-094494,16540227-2722123,STAR,gri,rpm,-8.8,4.2,-8.7,2.5,,,14.896,0.05,13.661,0.05,14.268,0.02,13.224,0.01,12.755,0.05,11.272,0.026,10.635,0.022,10.533,0.025,4790,57,76,2.187,0.336,1.008,-0.983,0.35,0.84,11.887,20.255,3.701,0.89,0.037,0.073,4.21E-04,9.04E-04,4.05E-04,2914,5201,929.3,0.419,0.077,0.077,AAA-222-111-000-0-0,12,
203072491,16 53 21.608,-27 21 13.20,1,13.049,,,314-094154,16532161-2721132,STAR,gri,rpm,-6.6,1.4,-3.9,1.4,,,14.642,0.05,13.435,0.03,14.029,0.02,12.982,0.04,12.63,0.04,11.187,0.024,10.588,0.022,10.455,0.019,4787,115,115,2.725,0.498,0.498,-0.236,0.2,0.6,6.814,5.701,3.104,1.082,0.175,0.175,0.003,0.014,0.002,1522,1227,592,0.338,0.122,0.087,AAA-222-111-000-0-0,15.9,
203084992,16 53 13.479,-27 18 38.37,1,13.019,,,314-094086,16531348-2718383,STAR,gri,rpm,26.9,3.2,-49.7,4.1,,,15.236,0.05,13.961,0.035,14.636,0.04,13.414,0.02,12.326,0.07,10.24,0.023,9.245,0.021,9.001,0.021,3886,47,141,4.842,0.045,0.02,0.134,0.16,0.06,0.443,0.012,0.057,0.5,0.016,0.078,5.722,1.481,0.343,115.7,24.68,37.11,0.073,0.185,0.035,AAA-222-111-000-0-0,5.8,
203088913,16 54 10.834,-27 17 49.81,1,14.89,,,314-094583,16541083-2717498,STAR,gri,rpm,-9.3,2,-3.5,3.1,,,16.195,0.01,15.176,0.08,15.722,0.02,14.745,0.11,14.533,0.17,13.09,0.026,12.5,0.022,12.383,0.026,4834,173,144,2.529,1.89,0.735,-0.532,0.5,0.6,8.8,7.177,7.99,0.909,0.115,0.096,0.001,0.928,8.93E-04,4702,4811,4253,0.322,0.127,0.091,AAA-222-111-000-0-0,7.1,
203092485,16 53 10.824,-27 17 06.83,1,14.265,,,314-094062,16531083-2717068,STAR,gri,rpm,-6,4,-0.3,3.4,,,15.806,0.04,14.728,0.03,15.255,0.05,14.263,0.03,13.841,0.07,12.385,0.024,11.744,0.022,11.64,0.024,4737,131,94,2.082,0.474,0.395,-0.932,0.49,0.35,13.084,7.321,4.694,0.895,0.075,0.03,3.17E-04,0.001,2.36E-04,5308,2561,1999,0.348,0.11,0.083,AAA-222-111-000-0-0,4.7,
203094314,16 54 49.204,-27 16 44.94,1,12.927,,,314-094955,16544920-2716449,STAR,gri,rpm,2.8,1.8,-8.3,1.4,,,14.623,0.02,13.349,0.05,13.989,0.01,12.885,0.03,12.472,0.05,11.064,0.024,10.465,0.023,10.335,0.019,4755,186,149,2.42,0.45,0.09,-0.401,0.35,0.49,10.192,1.254,3.908,1.04,0.17,0.17,9.15E-04,0.004,2.21E-04,2076,217.2,727.1,0.429,0.168,0.14,AAA-222-111-000-0-0,7.3,
203096253,16 52 53.391,-27 16 20.96,1,15.431,,,314-093885,16525339-2716209,STAR,BV,rpm,-4.8,2.2,-14.4,2.3,,,16.709,0.11,15.625,0.056,16.282,0.056,,,,,13.463,0.026,12.892,0.026,12.739,0.027,4957,377,269,3.864,0.805,1.61,-0.175,0.25,0.9,1.605,8.46,1.026,0.859,0.123,0.088,0.109,1.805,0.108,1240,5765,819.8,0.38,0.338,0.211,AAA-222-111-000-0-0,14.5,
203096296,16 54 53.434,-27 16 20.59,1,13.275,,,314-095000,16545343-2716206,STAR,gri,rpm,-4.9,1.7,-2.6,4.1,,,14.858,0.08,13.646,0.06,14.225,0.05,13.239,0.21,12.868,0.09,11.571,0.022,10.953,0.022,10.88,0.021,4767,113,141,2.298,0.275,0.55,-0.881,0.72,0.3,11.395,7.903,2.09,0.902,0.316,0.029,6.36E-04,8.02E-04,5.28E-04,2997,2211,560.9,0.343,0.119,0.079,AAA-222-111-000-0-0,11.3,
203101848,16 53 19.979,-27 15 11.67,1,16.363,,,314-094142,16531997-2715115,STAR,JHK,rpm,-11.7,5.6,-57.9,6.2,,,,,,,,,,,,,15.121,0.037,14.626,0.04,14.679,0.093,3638,603,377,5.039,0.1,0.1,-0.306,0.28,0.84,0.239,0.096,0.08,0.226,0.141,0.088,16.38,12.09,7.941,242.6,165.2,98.27,0.112,0.098,0.061,AAA-222-111-000-0-0,11.3,
203101909,16 54 21.354,-27 15 10.91,1,12.374,,,314-094659,16542136-2715108,STAR,gri,rpm,-8.1,3.8,-9.3,1.4,,,13.81,0.01,12.76,0.02,13.259,0.01,12.378,0.03,11.995,0.04,10.698,0.022,10.096,0.021,10.026,0.025,4945,115,115,2.224,0.955,0.764,-0.956,0.6,1.08,9.897,12.734,6.377,0.9,0.194,0.097,4.60E-04,0.022,4.26E-04,1623,2765,1022,0.298,0.122,0.038,AAA-222-111-000-0-0,8.6,
203103048,16 53 27.637,-27 14 56.23,1,12.688,,,314-094211,16532763-2714562,STAR,gri,rpm,-7.3,1.4,-5.3,1.3,,,14.101,0.04,13.04,0.03,13.552,0.01,12.659,0.02,12.317,0.04,10.986,0.024,10.406,0.022,10.297,0.021,4953,137,59,2.613,0.66,0.44,-0.821,0.49,0.35,7.074,4.693,3.605,0.903,0.217,0.026,0.002,0.018,0.001,1402,1001,654.4,0.314,0.028,0.023,AAA-222-111-000-0-0,15.6,
203103877,16 54 03.504,-27 14 45.90,1,15.382,,,314-094511,16540350-2714457,STAR,gri,rpm,-5.5,5.7,-16.5,4.1,,,15.802,0.36,15.381,0.43,15.529,0.32,15.223,0.3,15.319,0.09,14.103,0.03,13.842,0.028,13.769,0.05,6257,253,253,4.219,0.115,0.184,-0.476,0.5,0.8,1.255,0.35,0.232,0.963,0.302,0.165,0.435,0.311,0.203,1515,482.3,311.7,0.318,0.146,0.067,AAA-222-111-000-0-0,8.5,
203105906,16 54 32.078,-27 14 20.31,1,15.211,,,314-094779,16543208-2714202,STAR,BV,rpm,1.2,4.5,-9,2.1,,,16.408,0.078,15.388,0.051,16.143,0.08,,,,,13.211,0.026,12.579,0.026,12.426,0.029,4782,241,241,2.277,0.902,0.41,-0.536,0.5,0.6,10.741,5.479,6.747,0.949,0.118,0.073,7.00E-04,0.013,5.20E-04,5193,3268,3036,0.519,0.274,0.228,AAA-222-111-000-0-0,6.4,
203105967,16 53 37.828,-27 14 19.42,1,12.5,,,314-094307,16533783-2714193,STAR,JHK,rpm,-2.7,1.6,-14.6,1.7,,,,,,,,,,,,,10.8,0.022,10.224,0.022,10.113,0.021,4945,171,171,2.804,0.558,0.558,-0.451,0.4,0.48,6.065,4.74,2.661,0.992,0.286,0.122,0.003,0.019,0.003,1146,856.3,490,0.397,0.218,0.136,AAA-222-111-000-0-0,7.2,
203108421,16 53 17.422,-27 13 49.26,1,13.321,,,314-094126,16531743-2713492,STAR,gri,rpm,2.8,2.4,-0.7,2.1,,,15.391,0.16,13.88,0.02,14.697,0.05,13.305,0.04,12.732,0.05,12.859,0.026,12.266,0.028,12.149,0.026,4895,270,193,2.471,0.525,0.125,-0.339,0.66,0.66,9.752,1.291,3.519,1.02,0.947,0.125,0.001,0.005,3.97E-04,4275,633.4,1385,0.812,0.215,0.179,AAA-222-111-000-0-0,9.9,
203108850,16 52 54.606,-27 13 44.00,1,13.103,,,314-093896,16525460-2713440,STAR,gri,rpm,-2.2,2.8,4.6,2,,,14.476,0.02,13.432,0.03,13.945,0.02,13.06,0.02,12.742,0.06,11.469,0.024,10.93,0.024,10.773,0.02,5144,157,220,2.433,0.28,0.18,-0.916,0.25,0.4,9.372,2.211,1.789,0.9,0.022,0.033,0.001,6.53E-04,5.14E-04,2512,773.6,342.2,0.414,0.11,0.132,AAA-222-111-000-0-0,10.3,
203112599,16 54 22.063,-27 12 57.02,1,10.592,,6818-724-1,314-094664,16542206-2712569,STAR,gri,plx,2.1,2.9,-6.1,2.8,,,13.173,0.684,10.793,0.115,11.671,0.02,10.572,0.02,10.13,0.05,8.678,0.026,8.04,0.057,7.856,0.02,4681,115,115,2.405,0.174,0.174,-0.126,0.2,0.24,12.001,2.184,0.878,1.365,0.671,0.373,7.43E-04,3.81E-04,2.91E-04,1009,232.6,232.6,0.349,0.076,0.088,AAA-111-111-000-0-0,17.3,
203116340,16 53 04.755,-27 12 10.03,1,12.704,,,314-094005,16530475-2712100,STAR,gri,rpm,-1.6,1.4,-3.9,1.4,,,13.909,0.04,13.019,0.02,13.445,0.01,12.687,0.03,12.386,0.07,11.113,0.024,10.652,0.021,10.527,0.021,5331,160,160,2.457,0.035,0.035,-1.066,0.25,0.25,9.172,0.876,0.183,0.889,0.021,0.021,0.001,8.84E-05,1.82E-04,2129,184,72.27,0.375,0.01,0.122,AAA-222-111-000-0-0,8.7,
203117292,16 52 56.027,-27 11 58.30,1,12.417,,,315-096489,16525602-2711583,STAR,gri,rpm,-1.9,1.2,-10,1.2,,,13.936,0.03,12.771,0.01,13.354,0.02,12.363,0.03,12.015,0.05,10.646,0.024,10.086,0.024,9.915,0.023,4952,204,163,2.446,1.036,0.07,-0.441,0.25,0.35,9.119,1.497,5.808,1.004,0.335,0.105,0.001,0.031,2.68E-04,1543,307.8,898.5,0.382,0.197,0.098,AAA-222-111-000-0-0,12.8,
203121094,16 54 21.585,-27 11 12.15,1,11.189,,6818-554-1,315-097213,16542158-2711121,STAR,gri,plx,-13.6,2.5,-14.5,2.3,,,11.663,0.118,10.98,0.106,11.622,0.02,11.146,0.02,11.004,0.06,10.132,0.022,9.841,0.022,9.743,0.02,6049,189,189,4.359,0.054,0.126,-0.131,0.25,0.3,1.12,0.172,0.092,1.093,0.111,0.177,0.715,0.177,0.182,232.2,14.24,14.24,0.138,0.096,0.036,AAA-222-111-000-0-0,13.4,
203123583,16 52 47.532,-27 10 40.49,1,15.855,,,315-096394,16524753-2710406,STAR,JHK,rpm,-4.9,3.6,-0.7,2.8,,,,,,,,,,,,,13.896,0.027,13.212,0.022,13.125,0.032,4705,215,215,2.4,0.322,0.138,-0.444,0.49,0.35,10.233,1.679,2.682,0.968,0.091,0.076,8.24E-04,0.001,2.73E-04,7111,1186,1888,0.518,0.309,0.221,AAA-222-111-000-0-0,15.1,
203125367,16 53 14.302,-27 10 18.83,1,15.259,,,315-096662,16531430-2710187,STAR,JHK,rpm,-7.1,4.5,-17.5,2,,,,,,,,,,,,,13.256,0.024,12.63,0.028,12.472,0.023,4511,335,670,4.636,0.21,1.722,-0.08,0.25,0.55,0.619,4.127,0.23,0.697,0.205,0.246,2.244,3.525,2.24,359.9,2538,180.3,0.211,0.36,0.09,AAA-222-111-000-0-0,12.1,
203127159,16 54 07.411,-27 09 57.16,1,10.903,,6818-754-1,315-097092,16540741-2709569,STAR,gri,plx,-2,3.2,-5.6,3.1,,,12.256,0.262,11.59,0.185,11.848,0.02,10.856,0.03,10.497,0.05,9.166,0.023,8.578,0.04,8.451,0.025,4813,115,115,2.447,0.324,0.108,-0.212,0.24,0.24,10.832,0.855,1.668,1.198,0.991,0.207,9.48E-04,0.001,2.09E-04,898,176.3,176.3,0.288,0.094,0.078,AAA-112-111-000-0-0,10.2,
203128698,16 54 09.845,-27 09 38.01,1,13.805,,,315-097110,16540984-2709380,STAR,gri,rpm,-3.7,1.6,-4,1.8,,,15.397,0.1,14.238,0.06,14.785,0.01,13.828,0.06,13.385,0.06,11.922,0.022,11.302,0.022,11.164,0.023,4786,198,113,2.257,0.534,0.445,-0.822,0.54,0.3,10.215,7.132,4.804,0.91,0.156,0.027,6.25E-04,0.002,4.94E-04,3427,2055,1477,0.34,0.138,0.069,AAA-222-111-000-0-0,9.4,
203129856,16 54 40.290,-27 09 23.58,1,12.589,,,315-097418,16544029-2709235,STAR,gri,rpm,-6.3,1.8,-9.3,1.4,,,14.147,0.03,12.982,0.04,13.566,0.01,12.57,0.02,12.17,0.04,10.784,0.024,10.253,0.023,10.117,0.023,5103,306,153,3.403,0.112,0.992,-0.346,0.08,0.8,3.338,6.495,0.067,1.071,0.235,0.196,0.028,0.008,0.027,697.1,1087,51.9,0.505,0.242,0.145,AAA-222-111-000-0-0,11.5,
203130596,16 54 05.940,-27 09 14.69,1,13.361,,,315-097078,16540594-2709146,STAR,gri,rpm,-1.2,1.6,-9.3,1.5,,,14.771,0.04,13.708,0.02,14.243,0.02,13.325,0.03,12.983,0.04,11.741,0.022,11.159,0.021,11.045,0.021,4907,151,90,2.825,0.552,1.104,-0.761,0.48,0.3,5.936,14.809,2.936,0.892,0.127,0.09,0.003,0.023,0.003,1808,4228,871.1,0.363,0.036,0.102,AAA-222-111-000-0-0,8.5,
203131339,16 53 29.265,-27 09 05.61,1,10.085,,6818-407-1,315-096797,16532926-2709055,STAR,gri,plx,-8.7,2.5,-2.9,1.8,,,10.144,0.036,10.046,0.044,10.042,0.05,10.099,0.04,10.283,0.07,9.79,0.024,9.726,0.022,9.735,0.023,10244,1687,1406,3.969,0.175,0.21,0.058,0.12,0.12,2.83,0.769,0.514,2.804,0.54,0.45,0.12,0.086,0.064,747.6,194.2,194.2,0.313,0.112,0.112,AAA-222-111-000-0-0,7.3,
203136240,16 53 43.915,-27 08 04.53,1,10.812,,6818-1922-1,315-096918,16534392-2708045,STAR,gri,plx,3.5,2.9,-17.4,2.6,,,11.608,0.114,11.085,0.119,11.118,0.02,10.771,0.03,10.681,0.06,9.846,0.022,9.618,0.022,9.568,0.021,6681,199,199,3.997,0.12,0.144,0.039,0.12,0.12,1.991,0.375,0.316,1.521,0.123,0.123,0.185,0.108,0.068,390.8,53.14,53.14,0.195,0.067,0.067,AAA-222-111-000-0-0,5,
203136263,16 53 53.905,-27 08 04.22,1,15.079,,,315-097008,16535390-2708042,STAR,JHK,rpm,10.1,7.3,-2.3,2.1,,,,,,,,,,,,,13.482,0.022,12.913,0.023,12.834,0.027,4944,175,146,2.427,1.073,0.174,-0.696,0.48,0.4,9.48,1.897,6.306,0.91,0.073,0.041,9.11E-04,0.023,3.49E-04,6291,1134,3964,0.366,0.155,0.111,AAA-222-111-000-0-0,7.5,
203136552,16 55 11.235,-27 08 00.88,1,13.931,,,315-097757,16551124-2708008,STAR,JHK,rpm,-7,2.5,-8.1,1.6,,,,,,,,,,,,,11.915,0.024,11.219,0.022,11.127,0.023,4568,110,138,1.389,1.078,0.132,-1.117,0.77,0.35,30.941,4.486,21.584,0.888,0.125,0.021,2.83E-05,0.001,9.86E-06,8830,1449,5873,0.394,0.128,0.128,AAA-222-111-00d-0-0,10.1,
203139809,16 53 34.953,-27 07 20.70,1,11.843,,,315-096845,16533495-2707207,STAR,gri,rpm,-4,1.1,-8.7,2.5,,,13.286,0.01,12.201,0.02,12.726,0.01,11.813,0.03,11.465,0.05,10.135,0.026,9.565,0.023,9.412,0.019,4991,60,100,2.407,0.024,0.162,-0.758,0.35,0.49,10.011,1.914,0.538,0.914,0.175,0.042,9.18E-04,1.22E-04,3.82E-04,1454,254.3,112.6,0.343,0.029,0.055,AAA-222-111-000-0-0,10.7,
203139813,16 53 18.371,-27 07 20.69,1,14.383,,,315-096701,16531837-2707206,STAR,gri,rpm,-12.1,1.8,-6.8,1.8,,,15.788,0.05,14.763,0.03,15.298,0.05,14.375,0.01,13.991,0.07,12.662,0.024,12.086,0.022,12.024,0.021,4911,145,145,3.712,0.824,1.648,-0.249,0.2,1.2,1.815,10.307,1.348,0.844,0.166,0.095,0.062,2.475,0.061,880.9,4945,652.4,0.284,0.124,0.149,AAA-222-111-000-0-0,6.2,
