EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,2MASS Flag,Nearest Neighbor,Nomad ID
251814281,23 12 53.518,-01 14 34.37,0,21.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814282,23 29 53.276,-00 00 22.00,0,21.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814283,23 10 34.797,+00 17 22.30,0,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814284,23 12 27.839,-00 44 34.30,0,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814285,23 10 10.562,-00 20 07.84,0,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814286,23 21 25.679,+00 40 24.20,0,22.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814287,23 18 43.923,+01 11 20.87,0,22.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814288,23 29 29.517,+00 15 48.71,0,22.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814289,23 23 49.922,-00 59 35.94,0,22.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814290,23 31 02.402,-00 24 52.10,0,22.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814291,23 20 15.601,+00 24 43.38,0,22.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814292,23 30 41.763,-01 07 48.79,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814293,23 13 08.159,-00 02 44.53,0,22.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814294,23 28 08.877,-00 27 57.50,0,22.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814295,23 09 18.479,+00 07 34.23,0,22.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814296,23 15 34.321,-00 26 10.02,0,22.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814297,23 12 41.279,+00 23 56.16,0,22.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814298,23 26 48.237,-00 07 11.36,0,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814299,23 27 05.039,-00 34 31.70,0,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814300,23 25 36.958,+01 10 26.33,0,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814301,23 04 13.440,-01 11 49.38,0,23.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814302,23 27 41.279,-00 28 04.18,0,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814303,23 10 00.483,-00 43 27.04,0,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814304,23 15 46.560,-00 23 57.87,0,24.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814305,22 59 18.479,-01 45 34.88,0,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814306,23 06 30.483,-01 59 22.02,0,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814307,23 24 51.599,+01 43 39.72,0,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814308,23 20 08.159,-01 55 05.84,0,20.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814309,23 04 05.281,-01 26 37.72,0,20.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814310,23 32 47.761,-03 05 11.26,0,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814311,23 20 40.320,+01 57 32.72,0,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814312,23 36 50.164,-02 34 10.09,0,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814313,23 29 19.680,-01 44 24.97,0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814314,22 59 17.043,-01 57 46.62,0,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814315,23 27 48.721,-01 30 39.92,0,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814316,23 16 19.197,-02 58 45.44,0,20.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814317,23 00 27.598,-02 26 10.25,0,20.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814318,23 05 31.201,-02 07 02.93,0,20.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814319,23 17 15.842,+01 36 10.08,0,20.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814320,23 19 01.677,-02 06 21.17,0,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814321,23 18 23.276,-02 49 18.88,0,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814322,23 20 19.197,-02 55 38.42,0,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814323,23 36 20.164,-02 19 56.86,0,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814324,23 31 20.398,-02 55 49.37,0,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814325,23 00 10.562,-02 00 06.48,0,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814326,23 19 08.643,-02 01 00.52,0,20.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814327,23 21 59.041,-01 55 11.06,0,20.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814328,23 34 05.039,-03 24 34.24,0,20.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814329,23 06 04.080,-01 33 58.46,0,20.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814330,23 22 05.039,+01 52 03.07,0,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814331,23 22 44.158,-02 49 08.65,0,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814332,23 31 13.440,-02 56 33.65,0,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814333,23 11 07.200,-03 24 07.09,0,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814334,23 00 55.920,-02 28 46.09,0,20.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814335,23 34 34.321,-02 27 23.54,0,20.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814336,23 27 36.724,-02 11 11.04,0,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814337,23 08 26.880,-03 27 38.23,0,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814338,23 35 09.119,-02 50 25.58,0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814339,23 22 20.640,-03 04 28.09,0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814340,23 22 14.158,-03 15 49.07,0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814341,23 11 24.478,-03 17 53.56,0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814342,23 26 30.483,-02 14 30.84,0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814343,23 04 57.598,-02 48 26.89,0,20.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814344,23 28 01.201,-01 32 51.86,0,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814345,23 15 04.080,-03 01 48.68,0,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814346,23 34 17.520,-02 24 55.84,0,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814347,23 19 48.962,-02 13 09.48,0,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814348,23 30 46.318,-03 02 36.96,0,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814349,23 29 49.197,-03 18 27.18,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814350,23 23 05.039,+02 37 11.71,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814351,23 36 21.599,-02 03 28.94,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814352,23 36 00.483,-02 05 20.26,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814353,23 03 36.958,-01 53 37.86,0,20.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814354,23 22 51.123,+02 05 20.08,0,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814355,23 00 38.159,-02 50 40.16,0,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814356,23 22 50.640,+01 22 29.32,0,20.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814357,23 16 17.520,+01 17 24.04,0,20.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814358,23 20 49.438,-03 00 11.12,0,20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814359,23 18 22.800,-02 44 31.56,0,20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814360,23 31 58.557,-03 04 25.39,0,20.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814361,23 31 18.003,-03 06 54.32,0,20.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814362,23 20 00.242,-02 40 27.73,0,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814363,23 07 39.602,-01 49 08.62,0,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814364,23 22 07.683,+02 34 36.37,0,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814365,23 35 21.599,-02 54 10.26,0,20.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814366,23 31 41.279,-01 26 39.98,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814367,23 15 59.758,-02 55 30.32,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814368,23 35 25.437,-02 47 22.99,0,20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814369,23 09 59.758,-03 12 13.54,0,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814370,22 59 35.522,-01 57 05.51,0,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814371,23 20 41.038,-01 45 01.01,0,20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814372,23 14 56.638,-03 06 52.49,0,20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814373,23 35 23.518,-02 14 47.94,0,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814374,23 01 27.598,-01 46 12.04,0,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814375,23 26 25.203,-01 22 56.71,0,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814376,23 21 40.803,+01 42 29.56,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814377,23 37 56.396,-03 24 39.10,0,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814378,23 01 13.440,-02 44 26.84,0,21.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814379,23 21 34.321,+01 31 53.00,0,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814380,23 20 05.281,+01 52 31.62,0,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814381,23 14 27.598,-02 52 51.17,0,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814382,23 20 08.643,-01 59 37.93,0,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814383,23 35 09.360,-02 49 07.97,0,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814384,23 28 36.958,-01 19 00.48,0,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814385,23 35 07.200,-03 01 54.30,0,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814386,23 35 55.437,-03 01 42.49,0,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814387,23 03 20.640,-02 33 03.42,0,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814388,23 21 06.482,-03 21 52.99,0,21.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814389,23 29 02.402,-01 41 02.76,0,21.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814390,23 29 53.042,-03 17 57.98,0,21.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814391,23 00 56.638,-02 50 17.66,0,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814392,23 33 33.120,-02 29 28.68,0,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814393,23 24 33.604,+01 52 15.24,0,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814394,23 28 04.563,-01 40 06.64,0,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814395,23 07 09.119,-02 21 19.04,0,21.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814396,23 18 53.760,-03 09 14.33,0,21.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814397,23 33 13.198,-03 16 23.77,0,21.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814398,23 22 30.000,-02 05 11.11,0,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814399,23 20 19.680,-01 35 52.87,0,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814400,23 00 50.398,-01 22 52.72,0,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814401,23 21 06.482,-01 47 42.86,0,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814402,23 31 56.396,-03 29 04.63,0,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814403,23 38 30.718,-03 24 14.94,0,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814404,23 20 12.239,-01 47 02.11,0,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814405,23 02 13.198,-03 01 57.94,0,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814406,23 28 54.001,-01 33 36.76,0,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814407,23 01 05.281,-02 54 01.98,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814408,23 24 57.122,+01 26 49.74,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814409,23 20 11.997,-01 51 29.92,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814410,23 31 25.437,-03 26 53.99,0,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814411,23 34 15.359,-03 02 46.00,0,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814412,23 05 58.799,-01 40 16.07,0,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814413,23 22 04.080,-02 11 26.74,0,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814414,23 26 31.677,-01 53 43.15,0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814415,23 32 30.000,-02 53 56.94,0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814416,23 39 53.042,-03 07 25.79,0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814417,23 31 44.641,-01 32 26.77,0,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814418,23 02 52.559,-02 54 28.69,0,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814419,23 04 38.159,-01 34 59.95,0,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814420,23 10 41.521,-03 05 07.94,0,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814421,23 28 07.917,-01 24 34.20,0,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814422,23 25 55.437,+01 33 47.05,0,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814423,23 15 42.480,-02 10 13.55,0,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814424,23 07 06.482,-01 49 28.70,0,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814425,23 26 48.237,-01 21 31.79,0,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814426,23 27 58.081,-01 52 10.34,0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814427,23 23 42.480,-02 34 57.94,0,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814428,23 38 31.919,-03 04 13.12,0,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814429,23 23 48.721,+01 35 28.14,0,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814430,23 02 43.923,-03 02 21.12,0,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814431,23 20 10.320,-01 31 52.21,0,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814432,22 57 46.560,-01 55 07.90,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814433,23 39 40.078,-03 08 19.68,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814434,23 10 10.562,-10 06 54.00,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814435,22 58 17.043,-02 12 54.83,0,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814436,23 19 31.919,-01 51 28.30,0,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814437,23 15 37.441,-03 17 36.24,0,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814438,23 12 00.242,-03 29 08.09,0,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814439,23 01 11.038,-01 52 14.16,0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814440,23 01 44.158,-02 19 48.86,0,21.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814441,23 26 30.483,-01 47 20.00,0,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814442,23 31 11.279,-01 15 47.63,0,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814443,23 26 40.803,-01 39 59.36,0,21.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814444,23 33 49.680,-03 16 19.78,0,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814445,23 33 34.321,-02 22 12.32,0,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814446,23 34 29.758,-02 21 57.92,0,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814447,23 24 20.398,+02 02 08.05,0,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814448,23 23 18.237,-02 30 52.24,0,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814449,23 39 59.041,-03 09 09.86,0,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814450,23 34 39.836,-02 10 44.65,0,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814451,23 05 31.443,-01 22 09.48,0,21.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814452,23 17 35.999,+01 32 42.32,0,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814453,23 15 17.043,-02 34 16.86,0,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814454,23 16 00.000,-02 03 42.84,0,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814455,23 17 10.320,+01 19 10.09,0,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814456,22 59 50.398,-01 54 47.02,0,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814457,23 06 41.763,-01 26 46.36,0,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814458,23 08 44.883,-02 08 08.84,0,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814459,23 20 43.682,-01 33 32.58,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814460,23 02 54.243,-02 41 26.30,0,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814461,23 14 42.239,-02 56 08.59,0,21.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814462,23 00 44.158,-02 54 46.19,0,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814463,23 33 44.883,-02 24 57.10,0,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814464,23 37 22.083,-02 24 05.69,0,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814465,23 14 48.479,-02 42 22.14,0,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814466,23 07 59.758,-02 06 36.94,0,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814467,23 34 51.841,-02 20 42.97,0,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814468,23 22 34.321,+01 34 40.62,0,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814469,23 01 27.839,-03 03 25.34,0,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814470,23 03 03.838,-02 04 31.33,0,21.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814471,23 17 43.198,+01 27 54.36,0,21.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814472,23 02 15.359,-02 10 44.54,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814473,23 18 23.276,-01 54 57.49,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814474,23 20 17.043,+01 26 18.24,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814475,23 04 48.721,-02 26 01.50,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814476,23 36 02.402,-02 42 48.56,0,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814477,23 23 04.080,-02 58 11.06,0,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814478,23 04 28.799,-02 44 46.82,0,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814479,23 22 13.198,-02 08 43.33,0,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814480,23 03 51.357,-02 33 42.62,0,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814481,23 20 30.959,-03 22 33.28,0,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814482,23 21 40.562,-02 22 18.55,0,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814483,22 59 06.724,-01 54 29.30,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814484,22 57 59.758,-01 58 35.54,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814485,23 19 40.562,-01 38 01.50,0,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814486,23 11 30.000,-01 31 49.94,0,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814487,22 58 18.962,-02 15 40.86,0,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814488,23 02 40.803,-02 11 10.28,0,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814489,23 17 15.842,-03 25 15.28,0,21.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814490,23 22 10.320,-02 13 57.11,0,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814491,23 14 18.721,-02 41 37.86,0,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814492,23 04 08.643,-01 20 36.38,0,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814493,23 37 34.797,-03 18 30.53,0,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814494,23 33 51.357,-02 34 46.09,0,21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814495,23 22 23.518,+01 41 34.94,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814496,23 31 51.123,-02 42 52.16,0,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814497,23 26 41.038,-01 41 24.14,0,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814498,23 02 00.718,-02 16 42.60,0,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
