,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
10,10,10,246165484,23 18 19.346,-05 44 03.34,1,16.198,,,,23181934-0544033,7824-301-1-0247-0161,EXTENDED,gri,,3,2,5,2,,,,,,,18.963,0.06,17.149,0.006,16.237,0.005,15.791,0.005,15.463,0.01,15.41,0.08,14.785,0.101,14.533,0.117,,,,,,,,,,,,,,,,,,,,,,,,,AAB-222-111-000-0-0,54.2,
11,11,11,246165570,22 58 52.660,-05 43 56.84,1,13.559,,,422-137067,22585266-0543568,8054-301-1-0160-0093,STAR,gri,rpm,-3.3,2.5,6.6,3.1,,,14.336,0.02,13.728,0.034,,,13.971,0.034,13.547,0.043,13.383,0.066,,,12.531,0.026,12.258,0.028,12.206,0.027,6030,120,120,4.242,0.125,0.2,-0.181,0.2,0.28,1.228,0.393,0.176,1.045,0.099,0.118,0.493,0.271,0.248,763.2,215,124,0.039,0.013,0.009,AAA-222-111-000-0-0,42.1,
12,12,12,246165597,23 18 11.796,-05 43 54.58,0,18.181,,,,23181179-0543545,7824-301-1-0247-0138,EXTENDED,gri,,-4,3,2,3,,,,,,,20.53,0.118,19.037,0.014,18.206,0.01,17.814,0.011,17.519,0.028,16.657,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDU-220-110-000-0-0,14,
13,13,13,246165682,22 56 38.942,-05 43 47.60,1,15.272,,,422-137016,22563893-0543475,8066-301-1-0037-0122,STAR,JHK,rpm,10.6,5,-46.7,5.8,,,,,,,,,,,,,,,,,13.043,0.03,12.414,0.022,12.192,0.023,3746,145,145,4.932,0.072,0.06,-0.023,0.15,0.18,0.342,0.062,0.062,0.367,0.098,0.081,8.686,4.103,2.394,141.2,37.38,29.55,0.027,0.012,0.005,AAA-222-111-000-0-0,71.3,
14,14,14,246165713,23 02 37.792,-05 43 44.50,1,8.934,113791,5248-518-1,422-137170,23023779-0543444,,STAR,gri,plx,10.32,2.28,12.28,1.12,4.15,1.33,9.115,0.022,8.671,0.018,,,10.184,0.03,8.945,0.04,8.398,0.06,,,7.751,0.021,7.553,0.051,7.491,0.027,5751,287,402,3.656,0.112,0.08,-0.044,0.15,0.15,2.945,0.31,0.28,1.491,0.101,0.072,0.056,0.024,0.015,190.3,9.54,9.54,0.034,0.01,0.008,AAA-111-111-000-0-0,22,
15,15,15,246165717,23 01 20.499,-05 43 44.16,1,13.23,,,422-137135,23012049-0543440,,STAR,gri,rpm,-7.5,2.4,1.1,3.1,,,14.097,0.02,13.076,0.13,,,13.596,0.01,12.792,0.13,13.073,0.84,,,11.563,0.023,11.141,0.028,11.032,0.025,5181,183,122,3.368,1.074,1.074,-0.383,0.35,0.56,3.071,6.981,2.133,0.918,0.371,0.042,0.014,0.715,0.014,1092,1532,798.8,0.038,0.017,0.007,AAA-222-111-000-0-0,49,
16,16,16,246165762,22 58 30.087,-05 43 40.02,0,17.566,,,,,8054-301-1-0159-0311,EXTENDED,gri,,-2,2,1,2,,,,,,,19.33,0.052,18.215,0.009,17.666,0.008,17.288,0.008,17.086,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,17,246165817,23 22 18.576,-05 43 37.15,0,12.327,,,422-137654,23221857-0543370,,STAR,gri,,50.4,2.6,2.8,3.1,,,13.004,0.02,12.412,0.02,,,12.636,0.02,12.235,0.02,12.195,0.23,,,11.234,0.024,10.947,0.028,10.857,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,27,
18,18,18,246165877,23 12 46.020,-05 43 33.25,0,14.023,,,422-137424,23124602-0543333,8054-301-1-0183-0031,STAR,gri,,24,4.1,-22.6,4.4,,,15.153,0.02,14.228,0.11,,,14.701,0.04,13.993,0.14,13.732,0.13,,,12.851,0.028,12.386,0.029,12.332,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,25.7,
19,19,19,246165914,23 21 58.362,-05 43 30.63,0,17.022,,,,23215836-0543306,7824-301-1-0253-0163,EXTENDED,gri,,1,2,-1,2,,,,,,,19.496,0.068,18.05,0.009,17.049,0.006,16.582,0.006,16.217,0.014,15.851,0.085,15.126,0.116,14.559,0.106,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-0-0,32.1,
20,20,20,246165915,23 13 03.108,-05 43 30.62,0,17.309,,,,23130310-0543306,,STAR,J,,0,8,8,3,,,,,,,,,,,,,,,,,15.826,0.108,15.005,0.128,14.483,0.123,,,,,,,,,,,,,,,,,,,,,,,,,ABB-222-111-000-0-0,67.2,0842-0712273
21,21,21,246165923,23 18 32.399,-05 43 30.22,1,14.811,,,422-137567,23183239-0543303,7824-301-1-0247-0180,STAR,gri,rpm,28.2,3.7,3.4,4.6,,,17.247,0.07,15.567,0.06,,,16.315,0.03,15.055,0.03,14.167,0.09,,,12.508,0.023,11.864,0.027,11.667,0.026,3812,112,90,4.883,0.03,0.048,0.099,0.06,0.12,0.391,0.06,0.025,0.431,0.078,0.029,7.058,0.953,1.579,135.6,25.34,18.04,0.025,0.007,0.005,AAA-222-111-000-0-0,11.5,
22,22,22,246165930,23 23 36.369,-05 43 29.74,1,15.483,,,422-137683,23233637-0543296,7824-301-1-0256-0075,STAR,JHK,rpm,41.3,4.6,-18,5.2,,,,,,,,,,,,,,,,,13.184,0.023,12.582,0.03,12.311,0.023,3634,138,166,4.976,0.078,0.065,0.047,0.12,0.24,0.288,0.061,0.068,0.305,0.077,0.093,11.35,6.473,3.128,124.7,39.24,38.12,0.024,0.01,0.01,AAA-222-111-000-0-0,75.2,
23,23,23,246165934,23 07 57.110,-05 43 29.40,0,13.049,,,422-137298,23075712-0543293,,STAR,gri,,-7.6,2.1,-13.5,2.7,,,13.844,0.044,13.225,0.032,,,13.46,0.032,13.037,0.042,12.873,0.063,,,11.929,0.023,11.648,0.023,11.598,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,106.2,
24,24,24,246165977,23 02 06.918,-05 43 26.39,1,13.041,,,422-137156,23020690-0543265,,STAR,gri,rpm,56.6,2.6,40.3,3.2,,,14.542,0.02,13.306,0.032,,,14.017,0.034,12.911,0.041,12.623,0.062,,,11.495,0.023,10.975,0.025,10.908,0.023,4673,56,149,4.629,0.044,0.024,0.081,0.09,0.21,0.702,0.03,0.069,0.763,0.031,0.082,2.217,0.517,0.204,191.3,31.3,19.63,0.036,0.011,0.011,AAA-222-111-000-0-0,26.2,
25,25,25,246166014,23 02 37.332,-05 43 23.54,0,16.142,,,,23023733-0543235,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,,15.015,0.049,14.626,0.057,14.666,0.1,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-ccc-0-0,20.3,0842-0710662
26,26,26,246166053,23 18 16.864,-05 43 20.86,1,16.877,,,,23181686-0543208,7824-301-1-0247-0158,EXTENDED,gri,,-3,2,0,2,,,,,,,19.591,0.066,17.811,0.007,16.922,0.005,16.476,0.005,16.149,0.012,15.465,0.086,14.862,0.097,14.775,0.121,,,,,,,,,,,,,,,,,,,,,,,,,AAB-222-111-000-0-0,56.4,
27,27,27,246166057,23 02 14.274,-05 43 20.40,0,17.939,,,,23021427-0543203,8054-301-1-0166-0134,EXTENDED,gri,,-2,2,-1,2,,,,,,,20.032,0.095,18.659,0.012,18.012,0.009,17.631,0.01,17.452,0.03,16.636,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUU-200-100-000-0-0,31.7,
28,28,28,246166076,22 56 20.711,-05 43 19.02,0,17.231,,,,22562071-0543190,8054-301-1-0156-0060,EXTENDED,gri,,-1,2,4,2,,,,,,,19.936,0.091,18.183,0.009,17.284,0.006,16.823,0.006,16.526,0.015,15.917,0.102,15.167,0.103,14.494,0.098,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,67.3,
29,29,29,246166084,22 57 15.536,-05 43 18.76,0,15.226,,,422-137029,22571553-0543186,,STAR,BV,,-0.5,4.3,1.1,5.5,,,16.134,0.07,15.389,0.052,,,15.694,0.047,,,,,,,14.171,0.036,13.733,0.029,13.679,0.053,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,65.5,
30,30,30,246166087,23 17 01.116,-05 43 18.50,1,11.164,,5249-768-1,422-137526,23170110-0543185,,STAR,gri,plx,3.9,4.1,-17,4.3,,,12.433,0.283,11.269,0.108,,,11.94,0.03,11.112,0.02,10.832,0.02,,,9.646,0.024,9.146,0.024,9.036,0.023,4858,79,59,3.304,0.21,0.336,-0.141,0.16,0.2,3.893,1.657,0.871,1.174,0.138,0.138,0.018,0.019,0.012,388.1,115.3,115.3,0.038,0.014,0.008,AAA-222-111-000-0-0,13.1,
31,31,31,246166130,22 57 45.311,-05 43 15.55,1,12.359,,5241-1414-1,422-137040,22574531-0543156,,STAR,gri,plx,33.7,2.5,-2.2,2.7,,,12.293,0.186,11.714,0.151,,,12.773,0.031,12.355,0.041,12.181,0.061,,,11.3,0.024,10.951,0.022,10.914,0.026,5911,117,140,4.367,0.085,0.323,-0.323,0.25,0.35,1.056,0.457,0.159,0.952,0.103,0.103,0.748,0.369,0.491,367.9,129.3,129.3,0.036,0.013,0.008,AAA-222-111-000-0-0,74.5,
32,32,32,246166133,23 02 05.301,-05 43 15.22,0,16.176,,,,23020530-0543152,,STAR,J,,-14,4,10,6,,,,,,,,,,,,,,,,,14.774,0.065,14.121,0.082,13.597,0.077,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,26.5,0842-0710548
33,33,33,246166172,23 15 58.732,-05 43 12.89,1,13.197,,,422-137509,23155874-0543129,,STAR,gri,rpm,-18.6,2.4,-12.5,2.9,,,13.877,0.01,13.302,0.03,,,13.547,0.03,13.151,0.06,13.048,0.02,,,12.189,0.022,11.903,0.023,11.853,0.026,6021,145,96,4.28,0.12,0.16,-0.282,0.24,0.4,1.158,0.239,0.152,0.982,0.099,0.119,0.603,0.239,0.272,602.8,135.4,84.99,0.036,0.01,0.007,AAA-222-111-000-0-0,68.6,
34,34,34,246166177,23 19 26.998,-05 43 12.52,1,11.983,,5249-800-1,422-137584,23192701-0543124,,STAR,gri,plx,6.4,2.9,-16.5,3.2,,,12.997,0.372,12.218,0.239,,,12.362,0.02,11.975,0.03,11.821,0.02,,,11.015,0.026,10.778,0.022,10.695,0.021,6120,125,100,4.146,0.168,0.14,-0.135,0.16,0.28,1.397,0.286,0.238,1.124,0.126,0.126,0.36,0.251,0.148,465.2,130.1,130.1,0.037,0.011,0.008,AAA-222-111-000-0-0,30.4,
35,35,35,246166185,23 22 58.262,-05 43 12.23,0,12.416,,,422-137671,23225826-0543121,,STAR,gri,,-9.8,1.5,-15.2,5.2,,,12.924,0.03,12.44,0.06,,,12.632,0.04,12.344,0.04,12.547,0.51,,,11.51,0.023,11.326,0.024,11.27,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,58.6,
36,36,36,246166231,23 22 35.248,-05 43 09.37,1,13.382,,,422-137662,23223525-0543093,,STAR,gri,rpm,16.9,2.1,-10.8,2.4,,,14.186,0.03,13.468,0.03,,,13.776,0.02,13.25,0.03,13.213,0.31,,,12.136,0.022,11.769,0.027,11.692,0.026,5669,135,168,4.456,0.065,0.156,-0.122,0.2,0.32,0.939,0.235,0.11,0.951,0.077,0.107,1.041,0.316,0.49,456.4,131.3,70.79,0.036,0.013,0.008,AAA-222-111-000-0-0,77.2,
37,37,37,246166235,23 14 31.701,-05 43 08.84,0,18.482,,,,,8054-301-1-0186-0111,EXTENDED,gri,,1,2,7,2,,,,,,,19.65,0.055,19.136,0.016,18.458,0.012,18.201,0.013,18.173,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,38,246166272,23 03 10.170,-05 43 05.94,1,16.589,,,,23031017-0543059,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.156,0.097,14.548,0.107,13.985,0.095,3636,375,268,5,0.11,0.154,-0.116,0.2,0.28,0.262,0.155,0.084,0.292,0.187,0.14,11.46,10.38,6.175,294.6,239,115,0.035,0.011,0.008,AAA-222-111-000-0-0,63,0842-0710757
39,39,39,246166320,23 26 59.179,-05 43 01.22,1,12.939,,,422-137759,23265916-0543011,,STAR,gri,rpm,6.3,1.7,12.3,2.1,,,13.591,0.03,13.031,0.032,,,13.258,0.03,12.869,0.02,12.802,0.01,,,11.905,0.022,11.633,0.024,11.625,0.025,6162,99,124,4.188,0.138,0.138,-0.21,0.2,0.32,1.34,0.277,0.194,1.107,0.106,0.148,0.391,0.252,0.153,644.3,128.9,107.4,0.036,0.011,0.008,AAA-222-111-000-0-0,43.4,
40,40,40,246166345,23 02 18.752,-05 42 58.80,1,12.437,,,422-137161,23021874-0542588,,STAR,gri,rpm,-7.1,1.2,-3.5,1.7,,,13.411,0.042,12.559,0.031,,,13.006,0.031,12.344,0.041,12.194,0.061,,,11.394,0.023,11.129,0.025,11.073,0.023,5757,140,140,4.37,0.114,0.361,0.093,0.12,0.15,1.084,0.594,0.168,1.064,0.132,0.094,0.76,0.351,0.551,390.5,203.3,73.83,0.043,0.018,0.013,AAA-222-111-000-0-0,45.6,
41,41,41,246166368,23 18 29.176,-05 42 57.56,1,11.218,,5249-988-1,422-137561,23182916-0542575,,STAR,gri,plx,33,2.4,4.6,2.6,,,11.83,0.127,11.192,0.101,,,11.655,0.01,11.203,0.02,11.03,0.01,,,10.158,0.024,9.87,0.025,9.763,0.02,5845,93,93,4.454,0.035,0.042,-0.282,0.2,0.24,0.939,0.069,0.065,0.921,0.107,0.092,1.06,0.171,0.147,177.4,15.95,15.95,0.032,0.011,0.006,AAA-222-111-000-0-0,36.1,
42,42,42,246166395,23 25 38.989,-05 42 55.29,0,17.051,,,,23253898-0542552,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,,15.586,0.125,14.764,0.144,14.358,0.125,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-1-0,3.4,0842-0714058
43,43,43,246166428,23 02 02.433,-05 42 53.03,1,16.2,,,,23020243-0542530,8054-301-1-0165-0172,EXTENDED,gri,,-4,2,2,2,,,,,,,18.92,0.049,17.109,0.006,16.26,0.004,15.811,0.004,15.503,0.009,15.051,0.065,14.334,0.077,13.942,0.075,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,40.4,
44,44,44,246166464,23 07 27.621,-05 42 50.60,0,13.723,,,422-137278,23072761-0542507,8054-301-1-0174-0056,STAR,gri,,29.7,2.9,30.2,3.4,,,14.764,0.02,13.973,0.035,,,14.36,0.036,13.668,0.044,13.449,0.066,,,12.351,0.023,11.925,0.025,11.792,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,93.5,
45,45,45,246166521,23 16 40.189,-05 42 46.36,1,10.13,,5249-970-1,422-137520,23164018-0542463,,STAR,gri,plx,36,1.8,-1.7,2,,,10.254,0.031,9.954,0.032,,,10.485,0.28,10.077,0.04,9.977,0.01,,,9.474,0.024,9.373,0.025,9.311,0.022,6821,245,204,3.989,0.09,0.09,0.041,0.1,0.1,2.075,0.264,0.234,1.578,0.097,0.081,0.166,0.063,0.046,365.7,46.98,46.98,0.039,0.014,0.009,AAA-222-111-000-0-0,90.5,
46,46,46,246166528,23 02 14.173,-05 42 45.90,1,13.031,,,422-137158,23021416-0542459,,STAR,gri,rpm,-18.9,2.6,-10.5,3.2,,,14.39,0.02,13.275,0.032,,,13.905,0.033,12.936,0.041,12.656,0.062,,,11.58,0.023,11.096,0.023,11.009,0.021,4830,77,77,4.61,0.03,0.042,0.027,0.15,0.12,0.735,0.046,0.043,0.814,0.025,0.045,1.976,0.293,0.255,227,20.76,22.63,0.035,0.013,0.007,AAA-222-111-000-0-0,34.5,
47,47,47,246166543,23 18 12.998,-05 42 44.88,1,12.786,,,422-137554,23181299-0542447,,STAR,gri,rpm,-8.8,2,-15.5,2,,,13.484,0.01,12.924,0.03,,,13.136,0.01,12.755,0.041,12.635,0.062,,,11.808,0.023,11.56,0.025,11.512,0.026,6181,98,123,4.198,0.138,0.161,-0.313,0.28,0.2,1.329,0.261,0.218,1.039,0.15,0.083,0.412,0.248,0.178,590.6,106.5,106.5,0.037,0.013,0.009,AAA-222-111-000-0-0,17.7,
48,48,48,246166586,23 01 42.135,-05 42 42.25,1,12.929,,,422-137145,23014214-0542422,,STAR,gri,rpm,-9.2,2.5,-2.5,3,,,14.215,0.02,13.101,0.032,,,13.725,0.033,12.848,0.041,12.588,0.062,,,11.608,0.022,11.165,0.023,11.036,0.021,4924,98,58,3.616,0.105,0.273,-0.038,0.16,0.24,2.844,1.028,0.407,1.167,0.119,0.213,0.05,0.027,0.03,900.1,264.8,151.4,0.041,0.019,0.012,AAA-222-111-000-0-0,38.1,
49,49,49,246166594,23 18 36.038,-05 42 41.60,0,18.725,,,,,7824-301-1-0248-0144,EXTENDED,gri,,-6,3,-1,3,,,,,,,22.822,0.69,19.939,0.023,18.614,0.012,18.204,0.012,17.872,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,50,246166605,23 27 08.052,-05 42 40.76,1,13.492,,,422-137761,23270804-0542405,,STAR,gri,rpm,-34.5,3.1,-43.9,6.9,,,15.414,0.05,14.046,0.02,,,14.748,0.02,13.516,0.01,12.954,0.05,,,11.439,0.022,10.8,0.024,10.648,0.023,4042,80,48,4.809,0.02,0.032,-0.009,0.1,0.1,0.477,0.038,0.015,0.543,0.039,0.016,4.891,0.41,0.728,106.7,14.29,12.6,0.022,0.005,0.005,AAA-222-111-000-0-0,25.8,
51,51,51,246166683,23 22 09.373,-05 42 34.45,0,16.271,,,,23220937-0542344,7824-301-1-0253-0187,STAR,gri,,-13,2,-42,2,,,,,,,20.572,0.082,17.941,0.006,16.54,0.004,15.556,0.004,14.991,0.005,13.763,0.03,13.097,0.035,12.907,0.035,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,19.3,
52,52,52,246166693,23 26 32.120,-05 42 33.84,1,13.541,,,422-137748,23263210-0542338,,STAR,gri,rpm,26.3,2.3,-7.5,2.9,,,14.731,0.03,13.825,0.01,,,14.263,0.02,13.559,0.01,13.231,0.03,,,12.077,0.023,11.534,0.025,11.43,0.025,4998,77,134,4.6,0.066,1.43,-0.508,0.25,0.5,0.714,3.393,0.092,0.773,0.173,0.121,2.033,0.684,2.02,286.3,1250,53.37,0.034,0.014,0.006,AAA-222-111-000-0-0,9.3,
53,53,53,246166768,23 02 05.766,-05 42 28.76,0,16.106,,,,23020576-0542287,8054-301-1-0165-0049,EXTENDED,gri,,1,2,-2,2,,,,,,,19.2,0.07,17.062,0.006,16.141,0.004,15.697,0.004,15.363,0.009,15.149,0.067,14.398,0.086,14.154,0.095,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,16.8,
54,54,54,246166849,23 04 18.440,-05 42 22.20,1,15.037,,,422-137203,23041844-0542223,8054-301-1-0169-0097,STAR,BV,rpm,9.1,4.4,32.2,5.5,,,16.386,0.1,15.246,0.049,,,,,,,,,,,13.123,0.027,12.484,0.029,12.393,0.026,4355,222,311,4.724,0.104,0.065,-0.105,0.16,0.28,0.561,0.079,0.106,0.621,0.074,0.118,3.322,1.847,0.802,298.4,62.84,78.61,0.035,0.013,0.007,AAA-222-111-000-0-0,17.5,
55,55,55,246166862,23 24 25.319,-05 42 21.33,0,18.139,,,,23242531-0542213,7824-301-1-0257-0224,EXTENDED,gri,,2,3,4,3,,,,,,,20.964,0.182,19.043,0.015,18.197,0.011,17.751,0.011,17.451,0.028,16.643,0.142,15.883,0.158,15.372,0.167,,,,,,,,,,,,,,,,,,,,,,,,,BCC-222-111-000-0-0,55.3,
56,56,56,246166890,23 27 09.060,-05 42 19.61,1,13.599,,,422-137762,23270904-0542195,8066-301-2-0088-0047,STAR,gri,rpm,15,4.8,3.2,3.4,,,14.921,0.01,13.914,0.02,,,14.412,0.05,13.546,0.01,13.251,0.01,,,11.949,0.022,11.425,0.022,11.265,0.025,4819,76,76,3.55,1.008,1.008,-0.163,0.25,0.35,2.319,3.969,1.706,0.906,0.208,0.173,0.044,1.997,0.042,898,1598,704.2,0.039,0.013,0.009,AAA-222-111-000-0-0,24.2,
57,57,57,246166903,23 28 01.493,-05 42 18.74,1,10.566,,5250-992-1,422-137783,23280149-0542188,,STAR,gri,plx,-9,1.8,-7.2,1.9,,,11.144,0.083,10.193,0.049,,,10.725,0.01,10.06,0.03,10.497,0.9,,,8.444,0.02,7.891,0.04,7.811,0.016,5030,100,80,2.449,0.272,0.102,-0.89,0.25,0.25,9.222,1.396,2.584,0.899,0.064,0.021,0.001,0.002,3.42E-04,540.8,116.8,116.8,0.035,0.01,0.006,AAA-111-111-000-0-0,47.9,
58,58,58,246166907,23 15 30.866,-05 42 18.58,1,12.965,,,422-137500,23153085-0542186,,STAR,gri,rpm,-13.6,6.7,-6.7,2.6,,,14.302,0.01,13.272,0.03,,,13.78,0.01,12.893,0.08,12.616,0.06,,,11.43,0.021,10.932,0.026,10.813,0.025,4881,97,97,3.432,1.053,0.585,-0.173,0.25,0.35,3.199,3.308,2.426,1.021,0.189,0.227,0.026,1.184,0.023,849.7,661.3,636.3,0.038,0.013,0.009,AAA-222-111-000-0-0,8.8,
59,59,59,246166908,23 01 00.995,-05 42 18.57,1,11.206,,,422-137125,23010100-0542184,,STAR,gri,rav,-18.3,5,5,12,,,12.33,0.01,11.229,0.15,,,11.803,0.01,10.887,0.16,10.95,0.67,,,9.575,0.025,9.051,0.027,8.973,0.026,4786,115,115,2.517,0.234,0.13,-0.405,0.15,0.15,9.001,1.623,2.097,1.034,0.142,0.079,0.001,0.002,4.54E-04,1057,165,218.9,0.038,0.011,0.008,AAA-222-111-000-0-0,31.9,
60,60,60,246166916,23 33 21.127,-05 42 17.98,0,14.181,,,422-137896,23332112-0542180,8066-301-2-0098-0079,STAR,gri,,9.8,2.5,-3.4,3.3,,,15.269,0.04,14.407,0.04,,,14.841,0.05,14.147,0.01,13.898,0.05,,,12.774,0.027,12.274,0.023,12.206,0.026,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,50.4,
