,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
2887,2887,2887,246252700,23 23 50.975,-03 59 42.24,0,14.598,,,431-119271,23235096-0359421,8066-301-6-0082-0015,STAR,gri,,9.7,3.8,-29.4,4.7,,,15.615,0.1,14.721,0.15,,,15.206,0.01,14.496,0.17,14.338,0.17,,,13.482,0.026,13.093,0.028,13.043,0.031,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,74.7,
2888,2888,2888,246252760,23 37 08.807,-03 59 37.99,0,16.229,,,,23370880-0359379,8066-301-6-0104-0146,EXTENDED,gri,,11,2,2,2,,,,,,,19.268,0.091,17.292,0.007,16.252,0.005,15.773,0.005,15.382,0.01,15.172,0.075,14.492,0.084,14.027,0.083,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,26.7,
2889,2889,2889,246252765,23 26 58.265,-03 59 37.51,1,15.395,,,431-119343,23265826-0359373,8066-301-6-0087-0110,STAR,BV,rpm,3.4,3.6,-2,4.8,,,16.546,0.12,15.624,0.056,,,16.148,0.054,,,,,,,14.323,0.029,13.884,0.04,13.778,0.048,5238,248,206,4.525,0.072,1.212,-0.382,0.35,0.63,0.83,2.595,0.121,0.84,0.073,0.088,1.446,0.541,1.424,999.4,2765,168.1,0.038,0.011,0.008,AAA-222-111-000-0-0,63,
2890,2890,2890,246252779,23 04 35.120,-03 59 36.13,0,15.879,,,,23043512-0359361,8054-301-5-0169-0194,EXTENDED,gri,,1,2,2,2,,,,,,,18.632,0.038,16.853,0.005,15.926,0.003,15.461,0.003,15.139,0.006,14.725,0.067,14.044,0.095,13.564,0.062,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,49.5,
2891,2891,2891,246252786,23 12 31.480,-03 59 35.54,1,12.384,,,431-118986,23123147-0359354,,STAR,gri,rpm,0.2,1.3,-17.5,1.6,,,13.468,0.042,12.425,0.031,,,13.052,0.031,12.204,0.04,12.098,0.061,,,11.351,0.024,10.959,0.027,10.877,0.023,5131,62,124,3.942,0.616,0.264,0.062,0.08,0.12,1.755,0.835,1.009,0.984,0.29,0.132,0.161,1.452,0.105,508.9,247.3,278.4,0.043,0.013,0.011,AAA-222-111-000-0-0,17.8,
2892,2892,2892,246252791,23 35 54.058,-03 59 34.89,1,13.807,,,431-119544,23355405-0359348,8066-301-6-0102-0020,STAR,gri,rpm,3.3,2.7,-15.2,3.2,,,15.084,0.03,13.962,0.035,,,14.633,0.037,13.676,0.044,13.454,0.066,,,12.507,0.026,12.061,0.025,11.95,0.024,4878,116,58,4.594,0.02,0.04,0.101,0.12,0.22,0.758,0.048,0.039,0.824,0.034,0.054,1.89,0.192,0.281,354.6,37.81,17.51,0.04,0.009,0.011,AAA-222-111-000-0-0,7.5,
2893,2893,2893,246252917,23 02 37.615,-03 59 25.45,0,9.566,,5245-1191-1,431-118717,23023761-0359255,,STAR,BV,,15.6,1.5,-0.2,1.5,,,11.174,0.09,9.829,0.037,,,,,,,,,,,7.135,0.021,6.391,0.04,6.209,0.026,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,37,
2894,2894,2894,246252943,23 05 35.754,-03 59 23.57,1,15.59,,,431-118803,23053573-0359235,8054-301-5-0171-0098,STAR,JHK,rpm,77.7,4.6,-24.3,5.5,,,,,,,,,,,,,,,,,13.326,0.027,12.521,0.026,12.362,0.023,4143,99,99,4.775,0.035,0.035,-0.038,0.12,0.18,0.506,0.034,0.038,0.569,0.03,0.042,4.218,0.681,0.586,264.5,28.2,25.48,0.038,0.01,0.007,AAA-222-111-000-0-0,26.5,
2895,2895,2895,246253035,23 03 34.194,-03 59 17.03,0,17.265,,,,23033419-0359170,8054-301-5-0167-0187,EXTENDED,gri,,3,2,5,2,,,,,,,20.755,0.194,18.462,0.011,17.239,0.006,16.752,0.007,16.393,0.014,15.877,0.11,15.2,0.114,14.712,0.134,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-0-0,57.4,
2896,2896,2896,246253065,23 26 37.885,-03 59 15.15,0,18.011,,,,,8066-301-6-0087-0149,EXTENDED,gri,,3,2,1,2,,,,,,,19.767,0.094,18.429,0.01,18.013,0.011,17.832,0.014,17.698,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,2897,2897,246253098,23 34 08.582,-03 59 13.07,1,16.8,,,,23340858-0359130,8066-301-6-0099-0150,EXTENDED,gri,,3,2,3,2,,,,,,,18.553,0.037,17.331,0.005,16.851,0.005,16.573,0.006,16.345,0.015,16.233,0.119,15.702,0.17,15.409,0.198,,,,,,,,,,,,,,,,,,,,,,,,,BCC-222-111-000-0-0,59.3,
2898,2898,2898,246253114,23 32 16.995,-03 59 12.27,1,11.488,,,431-119465,23321699-0359123,,STAR,gri,rpm,8.7,1.2,-2.6,2.4,,,12.169,0.04,11.487,0.03,,,11.903,0.03,11.344,0.04,11.31,0.06,,,10.636,0.022,10.405,0.021,10.365,0.021,5979,119,95,4.109,0.22,0.22,0.08,0.12,0.15,1.473,0.643,0.384,1.198,0.209,0.105,0.273,0.352,0.154,393,139.6,103,0.039,0.013,0.009,AAA-222-111-000-0-0,9.4,
2899,2899,2899,246253163,23 07 04.525,-03 59 08.88,1,12.853,,,431-118839,23070451-0359088,,STAR,gri,rpm,19.9,2.6,-18.9,2.3,,,13.897,0.02,13.035,0.032,,,13.407,0.032,12.793,0.041,12.616,0.062,,,11.62,0.024,11.228,0.021,11.145,0.021,5416,175,109,4.506,0.045,0.063,-0.073,0.18,0.21,0.877,0.099,0.067,0.904,0.067,0.037,1.312,0.258,0.279,315,49.18,31.01,0.035,0.014,0.008,AAA-222-111-000-0-0,51.2,
2900,2900,2900,246253164,23 06 26.772,-03 59 08.86,0,16.233,,,,23062677-0359088,8054-301-5-0172-0078,EXTENDED,gri,,-1,2,2,2,,,,,,,19.249,0.055,17.2,0.005,16.252,0.004,15.819,0.004,15.49,0.007,15.07,0.071,14.263,0.081,13.918,0.07,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,39.8,
2901,2901,2901,246253190,23 32 17.519,-03 59 07.21,0,18.257,,,,23321751-0359072,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.696,0.165,15.858,0.202,15.075,0.16,,,,,,,,,,,,,,,,,,,,,,,,,CCC-222-111-ccc-0-0,9.4,
2902,2902,2902,246253224,23 07 46.870,-03 59 05.12,1,12.272,,,431-118861,,,STAR,gri,,8.4,1.8,-3,1.4,,,13.142,0.042,12.431,0.031,,,12.739,0.031,12.222,0.04,12.072,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2903,2903,246253226,23 34 18.999,-03 59 04.98,1,11.567,,,,23341899-0359049,,STAR,JHK,rav,-15.2,1.2,-3.9,1.1,,,,,,,,,,,,,,,,,10.682,0.023,10.512,0.022,10.475,0.021,6355,155,129,3.994,0.138,0.115,-0.145,0.12,0.15,1.847,0.343,0.289,1.299,0.163,0.136,0.202,0.111,0.071,502.3,96.07,80.65,0.037,0.011,0.007,AAA-222-111-000-0-0,91.4,0860-0644297
2904,2904,2904,246253228,23 34 18.999,-03 59 04.79,1,11.388,,5254-220-1,431-119505,,,STAR,gri,,-16.6,2.4,-7.4,2.6,,,12.172,0.128,12.953,0.386,,,11.67,0.01,11.281,0.11,11.268,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,2905,2905,246253278,23 11 43.587,-03 59 01.83,1,13.878,,,431-118961,23114359-0359016,,STAR,gri,rpm,-12.9,2.1,-9.7,2.8,,,15.096,0.06,14.102,0.036,,,14.537,0.037,13.828,0.045,13.596,0.067,,,12.465,0.023,11.965,0.026,11.926,0.023,5075,100,80,4.505,0.114,1.216,-0.471,0.45,0.25,0.88,2.782,0.186,0.869,0.081,0.135,1.297,0.866,1.279,442.9,1271,118.8,0.036,0.011,0.008,AAA-222-111-000-0-0,50.2,
2906,2906,2906,246253306,23 35 23.532,-03 59 00.28,0,15.112,,,431-119533,23352352-0359001,8066-301-6-0102-0007,STAR,BV,,20.5,3,-12.5,3.4,,,16.262,0.09,15.279,0.05,,,15.951,0.05,,,,,,,13.963,0.028,13.523,0.022,13.509,0.044,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,49.2,
2907,2907,2907,246253355,23 13 42.333,-03 58 57.63,1,12.678,,,431-119015,23134234-0358575,,STAR,gri,rpm,-1.7,1.6,-8.8,1.8,,,13.561,0.043,12.706,0.031,,,13.253,0.032,12.477,0.041,12.431,0.061,,,11.771,0.023,11.503,0.023,11.421,0.023,5508,108,87,3.935,0.54,0.144,0.157,0.12,0.12,1.78,0.627,0.863,1.121,0.195,0.162,0.182,0.981,0.093,726.5,178.1,370.2,0.04,0.026,0.008,AAA-222-111-000-0-0,46.6,
2908,2908,2908,246253415,23 02 32.077,-03 58 53.04,0,13.554,,,431-118711,23023208-0358530,,STAR,gri,,-1.8,3.4,-18.9,3.9,,,15.096,0.05,13.992,0.036,,,14.576,0.037,13.533,0.043,13.116,0.064,,,11.595,0.024,11.009,0.022,10.87,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,50.6,
2909,2909,2909,246253420,23 09 53.487,-03 58 52.64,1,11.688,,5245-1163-1,431-118920,23095346-0358527,,STAR,gri,plx,11.1,2.9,-4.4,3.1,,,12.786,0.329,11.773,0.183,,,12.212,0.03,11.643,0.04,11.463,0.06,,,10.477,0.023,10.156,0.023,10.055,0.019,5689,139,139,3.884,0.112,0.08,-0.087,0.25,0.25,1.989,0.263,0.276,1.164,0.105,0.126,0.138,0.06,0.036,446.7,91.21,91.21,0.038,0.014,0.008,AAA-222-111-000-0-0,33.6,
2910,2910,2910,246253421,23 35 17.133,-03 58 52.61,0,18.122,,,,23351713-0358526,8066-301-6-0101-0215,EXTENDED,gri,,1,3,-2,3,,,,,,,21.18,0.281,19.323,0.019,18.145,0.011,17.607,0.011,17.215,0.027,16.691,0.163,15.738,0.141,15.209,0.161,,,,,,,,,,,,,,,,,,,,,,,,,CBC-222-111-000-0-0,46.8,
2911,2911,2911,246253424,23 33 13.261,-03 58 52.26,1,17.113,,,,23331326-0358522,8066-301-6-0098-0099,EXTENDED,gri,,2,2,6,2,,,,,,,19.489,0.072,18,0.008,17.166,0.006,16.733,0.006,16.452,0.015,15.76,0.081,15.008,0.084,14.51,0.087,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,47,
2912,2912,2912,246253431,23 35 36.662,-03 58 51.76,0,17.774,,,,23353666-0358517,8066-301-6-0102-0123,EXTENDED,gri,,3,3,-3,3,,,,,,,20.577,0.162,18.958,0.014,17.772,0.008,17.266,0.009,16.963,0.021,16.28,0.109,15.544,0.118,14.845,0.104,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-0-0,21.2,
2913,2913,2913,246253450,23 33 40.147,-03 58 50.48,1,13.113,,,431-119493,23334015-0358503,,STAR,JHK,col,0,50,0,50,,,,,,,,,,,,,,,,,11.399,0.024,10.825,0.023,10.707,0.024,4678,136,217,4.59,0.126,2.226,-0.258,0.3,0.48,0.744,9.625,0.186,0.775,0.206,0.206,1.857,1.461,1.856,219.8,2416,83.91,0.034,0.013,0.011,AAA-222-111-000-0-0,11,
2914,2914,2914,246253465,23 06 40.382,-03 58 49.24,1,15.593,,,431-118826,23064039-0358491,,STAR,JHK,rpm,0.1,4.1,-38.8,5.5,,,,,,,,,,,,,,,,,13.971,0.029,13.373,0.032,13.313,0.036,4452,221,443,4.735,0.128,0.08,-0.349,0.3,0.36,0.536,0.094,0.122,0.574,0.099,0.119,3.603,2.658,1.052,424.3,113.6,134,0.035,0.013,0.007,AAA-222-111-000-0-0,9.6,
2915,2915,2915,246253472,23 06 39.750,-03 58 48.60,0,17.794,,,,23063974-0358486,,STAR,J,,-16,4,2,4,,,,,,,,,,,,,,,,,16.277,0.121,15.588,0.151,14.935,0.134,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-0-0,9.6,0860-0639732
2916,2916,2916,246253528,23 07 09.587,-03 58 45.23,1,15.507,,,431-118842,23070958-0358452,8054-301-5-0173-0082,STAR,JHK,rpm,6,4.3,-15.1,5.5,,,,,,,,,,,,,,,,,13.978,0.026,13.411,0.021,13.359,0.038,4740,113,141,4.636,0.042,0.035,-0.201,0.25,0.25,0.669,0.056,0.062,0.716,0.06,0.06,2.316,0.533,0.367,591.6,69.14,71.58,0.038,0.011,0.007,AAA-222-111-000-0-0,12.8,
2917,2917,2917,246253551,23 32 58.023,-03 58 43.77,0,17.941,,,,23325802-0358437,8066-301-6-0097-0120,EXTENDED,gri,,-3,3,3,3,,,,,,,20.55,0.14,18.851,0.012,17.985,0.009,17.551,0.009,17.237,0.023,16.6,0.126,15.517,0.138,15.279,0.153,,,,,,,,,,,,,,,,,,,,,,,,,BBC-222-111-000-0-0,49.6,
2918,2918,2918,246253573,23 26 36.205,-03 58 42.65,1,13.187,,,431-119331,23263620-0358424,8066-301-6-0087-0031,STAR,gri,rpm,48,2,-24,4,,,14.774,0.02,13.513,0.033,,,14.307,0.035,12.98,0.041,12.707,0.062,,,11.644,0.024,11.036,0.024,10.937,0.023,4157,99,82,4.802,0.02,0.056,-0.186,0.24,0.2,0.483,0.071,0.017,0.545,0.076,0.027,4.754,0.34,1.148,121.2,30.69,9.386,0.022,0.008,0.002,AAA-222-111-000-0-0,11.6,0860-0642983
2919,2919,2919,246253618,23 32 30.866,-03 58 40.05,0,15.808,,,431-119470,23323085-0358400,8066-301-6-0097-0014,STAR,BV,,6.1,3.1,-22,3.6,,,16.755,0.15,15.981,0.064,,,,,,,,,,,15.107,0.038,14.798,0.06,14.895,0.113,,,,,,,,,,,,,,,,,,,,,,,,,AAB-222-111-000-0-0,15.9,
2920,2920,2920,246253690,23 11 10.809,-03 58 35.32,1,13.535,,,431-118952,23111080-0358353,,STAR,gri,rpm,18.7,2.1,-3.5,4.6,,,14.723,0.04,13.752,0.034,,,14.254,0.035,13.489,0.043,13.226,0.065,,,12.095,0.026,11.572,0.024,11.49,0.026,4979,97,97,3.889,0.744,0.868,-0.258,0.25,0.3,1.748,2.562,1.125,0.881,0.097,0.116,0.114,1.902,0.105,746.9,828.1,503,0.038,0.015,0.007,AAA-222-111-000-0-0,48.6,
2921,2921,2921,246253735,23 37 15.487,-03 58 32.70,0,18,,,,23371548-0358326,8066-301-6-0105-0049,EXTENDED,gri,,-3,3,-3,3,,,,,,,20.951,0.236,19.076,0.016,18.017,0.01,17.539,0.011,17.185,0.027,16.429,0.137,15.6,0.15,15.212,0.211,,,,,,,,,,,,,,,,,,,,,,,,,BBC-222-111-000-0-0,89.2,
2922,2922,2922,246253761,23 07 18.160,-03 58 30.72,1,17.249,,,,23071815-0358307,8054-301-5-0174-0096,EXTENDED,gri,,0,2,4,2,,,,,,,20.109,0.096,18.258,0.009,17.269,0.006,16.817,0.006,16.489,0.013,15.838,0.086,14.889,0.099,14.379,0.092,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,35.2,
2923,2923,2923,246253814,23 07 22.873,-03 58 26.80,0,17.681,,,,23072287-0358267,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.172,0.102,15.516,0.13,14.924,0.118,,,,,,,,,,,,,,,,,,,,,,,,,ABB-222-111-cc0-0-0,5.7,0860-0639862
2924,2924,2924,246253840,23 08 49.370,-03 58 24.29,0,18.336,,,,23084936-0358242,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.776,0.16,15.77,0.177,15.349,0.172,,,,,,,,,,,,,,,,,,,,,,,,,CCC-222-111-000-0-0,23.5,0860-0640087
2925,2925,2925,246253853,23 05 09.591,-03 58 23.65,0,11.229,,5245-1146-1,431-118790,23050961-0358235,,STAR,gri,,9.9,2.4,-15.8,2.6,,,12.751,0.382,11.544,0.166,,,12.058,0.03,11.181,0.04,10.874,0.06,,,9.526,0.024,8.955,0.065,8.822,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-212-111-000-0-0,38.4,
2926,2926,2926,246253919,23 27 21.969,-03 58 18.25,1,12.356,,,431-119348,23272197-0358184,,STAR,gri,rpm,5.6,1.9,-2.6,2.9,,,14.073,0.045,12.587,0.031,,,13.463,0.032,12.196,0.04,11.881,0.06,,,10.689,0.022,10.074,0.024,9.959,0.023,4335,51,51,0.221,4.35,0.25,-2.119,2.03,0.35,114.285,30.122,104.486,0.807,0.016,0.016,5.27E-07,2.156,3.07E-07,18020,5408,17900,0.034,0.01,0.008,AAA-222-111-000-0-0,68.1,
2927,2927,2927,246253930,23 26 26.291,-03 58 17.42,1,11.134,,5247-1067-1,431-119326,23262629-0358169,,STAR,gri,rpm,-13,2.7,-31.4,2.8,,,12.421,0.247,12.281,0.259,,,11.73,0.03,10.968,0.04,10.879,0.06,,,10.203,0.028,9.89,0.03,9.785,0.024,5334,128,107,4.503,0.04,0.68,0.101,0.12,0.15,0.895,1.265,0.058,0.954,0.207,0.057,1.289,0.208,1.178,167.7,229.4,17.13,0.033,0.013,0.008,AAA-222-111-000-0-0,33.6,
2928,2928,2928,246254037,23 13 15.283,-03 58 09.14,1,13.035,,,431-119000,23131527-0358091,,STAR,gri,rpm,40.7,1.6,11.5,2,,,14.089,0.02,13.131,0.032,,,13.713,0.033,12.877,0.041,12.745,0.062,,,12.034,0.022,11.669,0.024,11.564,0.024,5218,107,150,4.55,0.025,0.025,-0.032,0.2,0.16,0.814,0.042,0.048,0.863,0.038,0.038,1.597,0.195,0.174,324.2,38.88,29.2,0.036,0.018,0.008,AAA-222-111-000-0-0,26.2,
2929,2929,2929,246254126,23 07 16.825,-03 58 01.73,1,17.502,,,,23071682-0358017,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.917,0.072,14.103,0.081,13.831,0.066,4015,275,331,4.836,0.147,0.105,-0.149,0.2,0.28,0.443,0.11,0.145,0.49,0.113,0.181,5.715,6.008,2.381,489.4,186.2,197.2,0.036,0.013,0.008,AAA-222-111-000-0-0,35.2,0860-0639845
2930,2930,2930,246254132,23 23 04.568,-03 58 01.32,0,12.837,,,431-119258,23230456-0358013,,STAR,gri,,-23.8,2.6,-6,3.1,,,13.882,0.08,12.863,0.12,,,13.481,0.04,12.607,0.04,12.56,0.11,,,11.644,0.022,11.264,0.025,11.185,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,38.7,
2931,2931,2931,246254225,23 27 26.880,-03 57 54.65,0,15.456,,,431-119349,23272689-0357548,8066-301-6-0088-0035,STAR,BV,,-17.5,3.7,-8.1,4.7,,,16.551,0.11,15.67,0.057,,,,,,,,,,,14.609,0.029,14.274,0.039,14.29,0.071,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,61.5,
2932,2932,2932,246254254,23 26 06.918,-03 57 52.96,1,16.03,,,,23260691-0357529,8066-301-6-0086-0090,STAR,gri,rpm,24,2,26,2,,,,,,,20.26,0.074,17.662,0.005,16.257,0.004,15.331,0.003,14.843,0.005,13.585,0.025,12.921,0.03,12.722,0.025,3649,36,36,4.936,0.058,0.02,0.014,0.05,0.05,0.34,0.007,0.056,0.36,0.007,0.07,9.182,3.435,0.551,177.9,5.336,35.14,0.043,0.002,0.015,AAA-222-111-000-0-0,45.1,
2933,2933,2933,246254289,23 02 37.527,-03 57 51.47,0,13.473,,,431-118716,23023752-0357515,,STAR,gri,,-3.7,2.4,2.9,3.1,,,14.316,0.03,13.564,0.033,,,13.89,0.033,13.391,0.043,13.294,0.065,,,12.161,0.026,11.824,0.022,11.78,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,32.5,
2934,2934,2934,246254292,23 11 03.653,-03 57 51.31,1,17.408,,,,23110365-0357513,8054-301-5-0180-0127,EXTENDED,gri,,1,2,3,2,,,,,,,19.604,0.092,18.347,0.012,17.463,0.008,17.006,0.009,16.691,0.021,16.678,0.163,15.756,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,CCU-220-110-000-0-0,1.1,
2935,2935,2935,246254326,23 08 51.832,-03 57 49.82,1,13.82,,,431-118890,23085182-0357499,,STAR,gri,rpm,8.3,2.8,7.1,3.3,,,14.652,0.03,13.947,0.035,,,14.276,0.035,13.763,0.044,13.625,0.068,,,12.682,0.026,12.381,0.025,12.315,0.024,5861,117,140,4.346,0.1,0.26,-0.101,0.16,0.24,1.104,0.399,0.158,1.01,0.099,0.099,0.735,0.34,0.439,703.5,280.6,119.7,0.037,0.013,0.007,AAA-222-111-000-0-0,50.3,
2936,2936,2936,246254330,23 04 26.930,-03 57 49.53,0,12.235,,5245-1116-1,431-118769,23042694-0357494,,STAR,gri,,-2.2,2.6,-18.7,2.8,,,12.431,0.308,11.588,0.177,,,12.585,0.031,12.189,0.04,12.086,0.061,,,11.165,0.026,10.855,0.022,10.816,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,42.1,
2937,2937,2937,246254333,23 17 40.949,-03 57 49.29,0,14.804,,,431-119118,23174095-0357493,8066-301-6-0072-0038,STAR,BV,,-3.4,3.8,0.1,4.7,,,15.871,0.06,15.01,0.045,,,15.522,0.045,,,,,,,13.901,0.027,13.607,0.04,13.562,0.04,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,15.9,
2938,2938,2938,246254337,23 04 32.510,-03 57 49.10,0,17.864,,,,23043250-0357491,8054-301-5-0169-0189,EXTENDED,gri,,-1,2,-2,2,,,,,,,20.115,0.101,18.79,0.013,17.938,0.009,17.467,0.01,17.185,0.023,16.546,0.176,15.653,0.173,15.099,0.169,,,,,,,,,,,,,,,,,,,,,,,,,CCC-222-111-000-0-0,83.3,
2939,2939,2939,246254362,23 13 27.759,-03 57 47.68,0,13.455,,,431-119006,23132775-0357475,8054-301-5-0184-0032,STAR,gri,,39.3,2,-32.1,5.1,,,14.603,0.02,13.534,0.033,,,14.223,0.035,13.268,0.042,13.126,0.064,,,12.247,0.022,11.777,0.026,11.687,0.026,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,29.3,
2940,2940,2940,246254379,23 27 58.084,-03 57 46.65,1,13.739,,,431-119356,23275808-0357466,8066-301-6-0089-0027,STAR,gri,rpm,-12.1,2.6,-0.1,3.1,,,14.848,0.03,13.867,0.035,,,14.456,0.036,13.631,0.044,13.432,0.066,,,12.651,0.026,12.177,0.027,12.146,0.028,5015,100,100,4.57,0.035,0.854,-0.036,0.16,0.32,0.784,1.649,0.062,0.853,0.084,0.07,1.709,0.276,1.633,416.1,886.5,38.36,0.038,0.013,0.007,AAA-222-111-000-0-0,39.3,
2941,2941,2941,246254392,23 25 08.245,-03 57 45.87,1,12.036,,,431-119299,23250823-0357459,,STAR,gri,rpm,3.1,3.5,0.8,2.1,,,12.72,0.041,12.015,0.03,,,12.477,0.031,11.883,0.04,11.847,0.06,,,11.3,0.021,11.055,0.024,10.997,0.025,5888,165,94,4.271,0.135,0.243,0.128,0.08,0.14,1.256,0.437,0.227,1.125,0.082,0.059,0.531,0.33,0.309,432.5,160.1,69.44,0.04,0.024,0.01,AAA-222-111-000-0-0,47.4,
2942,2942,2942,246254415,23 09 36.735,-03 57 44.41,1,8.573,114355,5245-1115-1,431-118909,23093673-0357445,,STAR,BV,plx,-12.57,2.2,-18.06,1.4,10.56,1.57,9.008,0.018,8.606,0.015,,,,,,,,,,,7.607,0.021,7.394,0.023,7.307,0.016,6403,270,193,4.022,0.077,0.055,0.013,0.1,0.14,1.884,0.149,0.164,1.405,0.069,0.083,0.2,0.06,0.039,128.1,9.484,9.484,0.026,0.007,0.005,AAA-111-111-000-0-0,29.8,
2943,2943,2943,246254421,23 26 25.813,-03 57 44.07,1,15.804,,,,23262581-0357440,,STAR,JHK,rpm,-12,3,52,5,,,,,,,,,,,,,,,,,13.645,0.024,13.024,0.024,12.815,0.029,3767,152,152,4.928,0.078,0.065,-0.071,0.2,0.24,0.343,0.063,0.072,0.377,0.081,0.098,8.404,4.582,2.245,189.8,49.14,45.82,0.033,0.01,0.008,AAA-222-111-000-0-0,13.1,0860-0642955
2944,2944,2944,246254468,23 07 58.751,-03 57 40.59,1,11.211,,5245-1111-1,431-118865,23075875-0357406,,STAR,gri,rpm,-12.9,4.4,-8.7,4.8,,,12.808,0.443,11.618,0.217,,,12.188,0.03,11.172,0.04,10.792,0.06,,,9.388,0.023,8.719,0.051,8.582,0.021,4467,87,105,2.123,0.37,0.666,-0.275,0.35,0.49,13.161,11.459,4.263,1.023,0.229,0.114,3.82E-04,9.44E-04,3.42E-04,1350,1048,407.4,0.039,0.014,0.009,AAA-212-111-000-0-0,29.8,
2945,2945,2945,246254487,23 13 46.978,-03 57 39.58,1,14.193,,,431-119018,23134698-0357395,8054-301-5-0184-0055,STAR,gri,rpm,27.1,3,-3.8,3.7,,,15.491,0.05,14.431,0.039,,,14.998,0.04,14.107,0.046,13.848,0.07,,,13.143,0.023,12.706,0.03,12.61,0.03,4977,119,119,4.586,0.04,0.04,0.001,0.18,0.27,0.756,0.056,0.072,0.805,0.058,0.07,1.847,0.363,0.257,489.6,47.23,53.24,0.038,0.011,0.008,AAA-222-111-000-0-0,53.6,
2946,2946,2946,246254609,23 34 36.935,-03 57 30.25,1,11.91,,,431-119509,23343693-0357302,,STAR,gri,rav,8.5,1,-12.6,1.2,,,12.749,0.01,11.9,0.03,,,12.449,0.03,11.709,0.04,11.68,0.06,,,11.015,0.03,10.687,0.024,10.615,0.019,5777,170,136,4.077,0.231,0.165,-0.141,0.15,0.12,1.479,0.387,0.36,1.044,0.084,0.084,0.278,0.375,0.127,448.5,96.95,120.6,0.035,0.009,0.005,AAA-222-111-000-0-0,92.7,
2947,2947,2947,246254670,23 35 11.214,-03 57 26.17,0,18.486,,,,23351121-0357261,8066-301-6-0101-0161,EXTENDED,gri,,-6,3,-1,3,,,,,,,21.952,0.424,19.749,0.021,18.428,0.011,17.944,0.012,17.542,0.027,16.451,0.102,15.832,0.154,15.413,0.16,,,,,,,,,,,,,,,,,,,,,,,,,ABC-222-111-000-0-0,26,
2948,2948,2948,246254725,23 24 54.493,-03 57 22.68,0,12.361,,,431-119296,23245448-0357227,,STAR,gri,,-3.9,2,-5.1,2.6,,,14.008,0.045,12.591,0.031,,,13.45,0.032,12.199,0.04,11.894,0.06,,,10.719,0.023,10.049,0.027,9.894,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,61.6,
2949,2949,2949,246254733,23 32 00.170,-03 57 22.00,0,16.341,,,,23320017-0357219,8066-301-6-0096-0087,EXTENDED,gri,,-2,2,6,2,,,,,,,18.566,0.06,17.159,0.006,16.418,0.005,15.99,0.006,15.66,0.015,16.251,0.153,15.355,0.152,14.907,0.165,,,,,,,,,,,,,,,,,,,,,,,,,BBC-222-111-000-0-0,34.5,
