EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
220177427,01 04 07.507,-00 53 28.37,1,18.072,,,,01040750-0053283,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.531,0.130,15.638,0.135,15.327,0.175,,,,,,,,,3851,446,372,4.931,0.135,0.162,-0.289,0.250,0.400,0.321,0.150,0.118,0.357,0.169,0.169,9.811,11.160,5.222,676.600,443.700,307.200,0.035,0.029,0.013,BBC-222-111-000-0-0,,0891-0011409
220177431,01 18 14.749,-00 53 27.74,1,13.585,,,446-001669,01181472-0053279,,STAR,gri,rpm,15.800,2.000,-16.200,3.300,,,14.574,0.040,13.771,0.040,,,14.157,0.080,13.574,0.020,13.340,0.050,,,12.282,0.021,11.943,0.024,11.835,0.021,,,,,,,,,5642,169,135,4.461,0.055,0.297,-0.189,0.250,0.250,0.929,0.414,0.097,0.923,0.082,0.082,1.129,0.260,0.728,472.000,219.100,56.330,0.055,0.031,0.031,AAA-222-111-000-0-0,,
220177446,01 13 47.167,-00 53 23.94,1,12.426,,,446-001567,01134717-0053239,,STAR,gri,rpm,-11.900,1.800,-15.100,1.300,,,13.099,0.030,12.543,0.010,,,12.798,0.060,12.427,0.010,12.266,0.040,,,11.490,0.026,11.249,0.022,11.186,0.021,,,,,,,,,6124,149,149,4.180,0.162,0.135,-0.243,0.250,0.300,1.358,0.305,0.249,1.072,0.137,0.137,0.412,0.272,0.188,521.800,108.400,105.800,0.037,0.023,0.013,AAA-222-111-000-0-0,,
220177453,01 17 19.164,-00 53 22.62,1,18.168,,,,01171916-0053226,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.617,0.122,15.788,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBD-222-111-000-0-0,75.000,0891-0013765
220177455,01 07 46.742,-00 53 22.42,1,10.767,,4681-845-1,446-001447,01074672-0053225,,STAR,gri,rpm,76.900,1.500,20.700,1.500,,,11.887,0.150,10.990,0.086,,,11.365,0.060,10.717,0.060,10.511,0.040,,,9.554,0.023,9.167,0.027,9.056,0.023,,,,,,,,,5365,162,162,4.523,0.050,0.660,-0.109,0.250,0.300,0.856,1.031,0.074,0.898,0.081,0.067,1.404,0.323,1.266,115.600,141.900,11.860,0.024,0.017,0.010,AAA-222-111-000-0-0,,
220177477,00 52 28.687,-00 53 19.16,1,12.189,,,446-001107,00522868-0053190,,STAR,gri,rpm,13.500,1.100,-6.500,2.400,,,13.155,0.040,12.372,0.040,,,12.723,0.030,12.143,0.050,11.960,0.050,,,10.957,0.027,10.568,0.024,10.479,0.020,,,,,,,,,5451,165,199,3.883,0.606,0.606,-0.234,0.250,0.600,1.807,1.512,1.004,0.953,0.182,0.070,0.161,0.968,0.138,500.500,350.300,274.700,0.033,0.018,0.009,AAA-222-111-000-0-0,,
220177492,00 50 22.627,-00 53 16.76,1,14.272,,,446-001045,00502263-0053167,,STAR,gri,rpm,-34.900,8.500,-20.100,2.400,,,15.448,0.120,14.554,0.130,,,15.024,0.110,14.221,0.100,13.951,0.150,,,12.717,0.023,12.202,0.026,12.149,0.024,,,,,,,,,4933,117,97,4.614,0.042,0.035,-0.182,0.200,0.400,0.702,0.054,0.074,0.758,0.047,0.094,2.128,0.454,0.275,365.500,37.110,40.040,0.032,0.026,0.011,AAA-222-111-000-0-0,,
220177494,00 51 02.372,-00 53 16.64,1,18.214,,,,00510237-0053166,,STAR,J,,54.000,3.000,-30.000,12.000,,,,,,,,,,,,,,,,,16.658,0.120,16.113,0.180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCU-220-110-000-0-0,70.300,0891-0009086
220177511,01 05 29.016,-00 53 14.03,1,17.039,,,,01052901-0053140,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.847,0.075,15.531,0.116,15.446,0.207,,,,,,,,,5434,612,1591,4.561,0.385,0.275,-0.766,0.500,0.500,0.696,0.322,0.394,0.731,0.109,0.380,1.482,6.016,0.944,1819.000,1186.000,1273.000,0.034,0.026,0.011,ABC-222-111-000-0-0,,0891-0011673
220177529,01 04 45.027,-00 53 11.94,1,17.403,,,,01044502-0053119,4858-301-1-0462-0324,STAR,gri,rpm,1.000,3.000,-2.000,3.000,,,,,,,19.884,0.034,18.081,0.006,17.381,0.006,17.112,0.006,16.961,0.010,16.142,0.079,15.419,0.105,15.454,0.209,,,,,,,,,4981,100,100,2.534,2.205,0.882,-1.166,0.500,0.800,7.263,12.540,6.763,0.800,0.026,0.163,0.001,2.982,0.001,17650.000,30210.000,16190.000,0.036,0.028,0.014,AAC-222-111-000-0-0,,
220177538,00 53 45.440,-00 53 09.85,1,14.169,,,446-001129,00534544-0053098,,STAR,gri,rpm,38.600,2.300,-17.800,4.800,,,16.023,0.130,14.680,0.070,,,15.473,0.100,14.129,0.050,13.610,0.080,,,12.189,0.026,11.513,0.024,11.342,0.023,,,,,,,,,4045,97,64,4.807,0.030,0.030,-0.001,0.090,0.120,0.475,0.034,0.032,0.535,0.046,0.038,4.861,0.656,0.685,150.400,19.440,9.650,0.041,0.024,0.024,AAA-222-111-000-0-0,,
220177543,00 51 47.644,-00 53 08.97,1,12.957,,,446-001093,00514764-0053087,,STAR,gri,rpm,-7.900,1.500,-10.300,1.500,,,13.971,0.050,13.151,0.050,,,13.523,0.030,12.906,0.050,12.714,0.050,,,11.703,0.023,11.304,0.022,11.218,0.023,,,,,,,,,5357,158,95,4.482,0.100,0.760,-0.200,0.180,0.210,0.904,1.316,0.126,0.907,0.134,0.052,1.124,0.577,1.037,347.500,455.900,65.690,0.030,0.031,0.006,AAA-222-111-000-0-0,,
220177576,00 50 50.494,-00 53 02.88,1,16.056,,,446-001062,00505048-0053030,,STAR,gri,rpm,25.200,4.300,2.500,4.600,,,18.175,0.240,16.897,0.120,,,17.702,0.120,16.389,0.060,15.351,0.080,,,13.486,0.026,12.859,0.021,12.670,0.030,,,,,,,,,3737,60,105,4.905,0.070,0.025,0.119,0.150,0.120,0.369,0.027,0.068,0.401,0.034,0.082,7.869,3.558,0.920,190.700,16.480,41.980,0.034,0.051,0.016,AAA-222-111-000-0-0,,
220177582,01 09 41.997,-00 53 02.19,1,13.380,,,446-001488,01094198-0053021,,STAR,gri,rpm,57.000,3.000,6.100,9.500,,,14.721,0.050,13.615,0.060,,,14.250,0.050,13.182,0.080,13.008,0.220,,,11.620,0.023,11.029,0.024,10.912,0.021,,,,,,,,,4546,133,133,4.672,0.090,0.045,-0.202,0.250,0.450,0.619,0.061,0.107,0.670,0.074,0.119,2.676,1.337,0.450,172.800,31.150,31.170,0.030,0.019,0.012,AAA-222-111-000-0-0,,
220177583,01 14 17.417,-00 53 02.09,1,12.259,,,446-001577,01141741-0053020,,STAR,gri,rpm,10.500,1.200,-20.100,1.400,,,13.441,0.020,12.533,0.020,,,12.994,0.050,12.263,0.020,11.944,0.050,,,10.841,0.024,10.401,0.026,10.298,0.021,,,,,,,,,5072,103,83,3.544,0.891,0.495,-0.363,0.350,0.420,2.532,1.518,1.712,0.946,0.204,0.087,0.051,1.294,0.041,592.800,338.100,409.400,0.039,0.029,0.016,AAA-222-111-000-0-0,,
220177590,01 14 00.695,-00 53 01.42,1,18.224,,,,01140069-0053014,,STAR,J,,8.000,3.000,18.000,0.000,,,,,,,,,,,,,,,,,16.667,0.128,16.271,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,88.400,0891-0013162
220177594,01 08 17.641,-00 53 01.28,1,10.984,,4681-1051-1,446-001458,01081762-0053012,,STAR,gri,rpm,76.300,1.600,-31.700,1.600,,,12.048,0.196,11.132,0.104,,,11.473,0.060,10.945,0.060,10.774,0.050,,,9.901,0.024,9.543,0.024,9.446,0.020,,,,,,,,,5605,166,166,4.487,0.060,0.132,-0.169,0.200,0.320,0.893,0.177,0.108,0.925,0.082,0.098,1.190,0.379,0.467,151.900,37.220,22.010,0.026,0.022,0.008,AAA-222-111-000-0-0,,
220177599,01 03 00.259,-00 53 00.36,1,16.942,,,,01030025-0053003,,STAR,JHK,rpm,-10.000,2.000,2.000,4.000,,,,,,,,,,,,,,,,,15.732,0.066,15.182,0.106,15.316,0.206,,,,,,,,,4391,841,630,4.731,0.189,0.135,-0.326,0.300,0.480,0.525,0.156,0.179,0.582,0.136,0.190,3.647,4.518,1.819,921.900,569.800,404.400,0.033,0.026,0.012,AAC-222-111-000-0-0,,0891-0011212
220177607,00 49 27.440,-00 52 59.52,1,12.222,,,446-001028,00492743-0052595,,STAR,gri,rpm,-10.100,1.200,-19.100,1.400,,,12.952,0.050,12.339,0.040,,,12.597,0.050,12.191,0.100,12.062,0.110,,,11.206,0.023,10.883,0.024,10.838,0.023,,,,,,,,,5920,177,177,4.302,0.138,0.276,-0.130,0.200,0.280,1.143,0.476,0.183,1.022,0.099,0.099,0.643,0.342,0.412,382.300,143.700,73.270,0.033,0.024,0.012,AAA-222-111-000-0-0,,
220177617,00 53 59.724,-00 52 57.85,1,12.745,,,446-001132,00535971-0052578,,STAR,gri,rpm,9.700,1.100,-7.300,2.400,,,13.515,0.040,12.886,0.040,,,13.148,0.040,12.718,0.040,12.572,0.050,,,11.748,0.024,11.448,0.024,11.401,0.024,,,,,,,,,5964,141,141,4.181,0.205,0.246,-0.159,0.200,0.280,1.287,0.524,0.279,1.063,0.112,0.112,0.408,0.445,0.240,555.100,191.000,142.100,0.033,0.026,0.011,AAA-222-111-000-0-0,,
220177627,00 49 29.494,-00 52 56.17,1,12.985,,,446-001030,00492948-0052562,,STAR,gri,rpm,6.600,1.600,-0.600,2.100,,,13.512,0.040,13.039,0.060,,,13.207,0.030,12.911,0.050,12.818,0.060,,,12.049,0.023,11.775,0.025,11.746,0.026,,,,,,,,,6211,123,99,4.178,0.150,0.180,-0.319,0.250,0.400,1.363,0.319,0.258,1.047,0.181,0.150,0.396,0.321,0.177,688.700,147.000,139.100,0.029,0.013,0.008,AAA-222-111-000-0-0,,
220177653,01 17 31.514,-00 52 51.46,1,13.377,,,446-001657,01173149-0052513,,STAR,gri,rpm,0.200,1.900,-16.300,3.500,,,14.230,0.040,13.512,0.030,,,13.863,0.080,13.328,0.040,13.169,0.030,,,12.249,0.023,11.876,0.022,11.811,0.021,,,,,,,,,5607,167,133,4.463,0.060,0.432,-0.137,0.200,0.280,0.934,0.667,0.095,0.930,0.084,0.070,1.092,0.283,0.874,473.500,378.300,62.240,0.037,0.027,0.015,AAA-222-111-000-0-0,,
220177656,01 13 07.548,-00 52 50.92,1,15.699,,,446-001551,01130755-0052507,,STAR,BV,rpm,18.800,3.800,-9.000,8.500,,,16.812,0.080,15.858,0.061,,,16.371,0.100,,,,,,,14.598,0.029,14.217,0.040,14.191,0.059,,,,,,,,,5599,339,283,4.533,0.070,0.140,-0.682,0.350,0.420,0.775,0.162,0.098,0.776,0.082,0.069,1.545,0.539,0.644,1141.000,352.000,176.500,0.033,0.029,0.013,AAA-222-111-000-0-0,,
220177659,00 53 59.774,-00 52 50.64,1,15.898,,,446-001133,00535977-0052505,,STAR,JHK,rpm,18.700,9.000,36.600,9.000,,,,,,,,,,,,,,,,,13.902,0.039,13.230,0.028,13.120,0.033,,,,,,,,,4189,217,217,4.782,0.070,0.084,-0.189,0.200,0.280,0.491,0.081,0.069,0.546,0.094,0.078,4.435,1.687,1.222,359.700,84.870,68.670,0.035,0.024,0.014,AAA-222-111-c00-0-0,,0891-0009677
220177687,01 10 48.707,-00 52 46.09,1,17.097,,,,01104870-0052460,4858-301-1-0472-0156,STAR,gri,rpm,37.000,3.000,22.000,3.000,,,,,,,21.164,0.083,18.605,0.008,17.163,0.006,16.451,0.005,16.067,0.007,14.860,0.036,14.191,0.043,14.221,0.061,,,,,,,,,3796,61,61,4.967,0.054,0.072,-0.200,0.100,0.160,0.314,0.061,0.051,0.334,0.073,0.061,10.610,3.058,3.167,300.700,72.500,50.820,0.063,0.020,0.031,AAA-222-111-000-0-0,,
220177688,01 03 18.522,-00 52 45.95,1,12.699,,,446-001343,01031849-0052459,,STAR,gri,rpm,34.200,1.700,7.600,1.900,,,13.352,0.030,12.797,0.080,,,13.045,0.030,12.657,0.080,12.551,0.050,,,11.775,0.022,11.525,0.022,11.421,0.023,,,,,,,,,6102,149,124,4.291,0.102,0.170,-0.456,0.250,0.450,1.151,0.237,0.170,0.935,0.110,0.091,0.596,0.294,0.269,498.900,110.400,78.550,0.034,0.024,0.012,AAA-222-111-000-0-0,,
220177698,00 50 54.247,-00 52 44.28,1,14.336,,,446-001068,00505423-0052442,,STAR,gri,rpm,53.000,5.200,-2.900,2.600,,,15.204,0.080,14.516,0.070,,,14.815,0.040,14.308,0.070,14.131,0.080,,,13.145,0.024,12.750,0.024,12.688,0.029,,,,,,,,,5450,197,131,4.581,0.065,0.065,-0.783,0.240,0.420,0.706,0.082,0.074,0.719,0.061,0.044,1.894,0.574,0.441,502.200,97.430,59.740,0.031,0.019,0.008,AAA-222-111-000-0-0,,
220177715,00 50 23.204,-00 52 41.81,1,12.313,,4674-177-1,446-001046,00502319-0052419,,STAR,gri,rpm,32.200,2.400,3.000,2.500,,,13.449,0.402,12.340,0.213,,,12.682,0.040,12.272,0.040,12.154,0.060,,,11.292,0.023,11.019,0.022,10.967,0.023,,,,,,,,,6051,122,122,4.327,0.075,0.180,-0.290,0.240,0.200,1.135,0.274,0.116,1.004,0.105,0.105,0.679,0.216,0.309,400.400,94.240,52.620,0.031,0.019,0.012,AAA-222-111-000-0-0,,
220177716,01 05 43.400,-00 52 41.48,1,17.737,,,,01054339-0052414,,STAR,JHK,rpm,-2.000,2.000,-10.000,3.000,,,,,,,,,,,,,,,,,15.592,0.055,14.879,0.075,14.766,0.108,,,,,,,,,4141,285,285,4.793,0.102,0.085,-0.196,0.200,0.280,0.474,0.089,0.102,0.530,0.092,0.129,4.639,3.007,1.616,734.700,218.300,197.000,0.035,0.029,0.013,AAA-222-111-000-0-0,,0891-0011726
220177729,01 06 54.182,-00 52 40.14,1,13.302,,,446-001430,01065418-0052400,,STAR,gri,rpm,42.600,2.200,1.100,4.600,,,15.032,0.030,13.779,0.040,,,14.497,0.080,13.281,0.060,12.790,0.050,,,11.419,0.023,10.802,0.022,10.659,0.023,,,,,,,,,4125,148,148,4.804,0.040,0.080,-0.074,0.120,0.150,0.480,0.091,0.043,0.542,0.100,0.055,4.813,1.027,1.437,116.900,18.260,15.790,0.023,0.013,0.006,AAA-222-111-000-0-0,,
220177749,01 17 45.298,-00 52 37.30,1,18.178,,,,01174529-0052372,,STAR,J,rpm,-6.000,3.000,10.000,4.000,,,,,,,,,,,,,,,,,16.626,0.112,15.810,0.147,15.309,0.153,,,,,,,,,3853,407,291,4.944,0.100,0.140,-0.216,0.250,0.350,0.333,0.131,0.109,0.362,0.165,0.138,9.642,7.703,4.876,694.200,393.400,251.100,0.035,0.029,0.013,BBB-222-111-000-0-0,,0891-0013827
220177750,01 13 42.865,-00 52 37.14,1,11.736,,4681-243-1,446-001562,01134285-0052371,,STAR,gri,rpm,13.500,1.700,-5.900,1.900,,,12.564,0.318,11.581,0.172,,,12.057,0.050,11.722,0.020,11.598,0.040,,,10.873,0.022,10.643,0.022,10.607,0.019,,,,,,,,,6288,151,151,4.172,0.135,0.189,-0.104,0.150,0.240,1.466,0.413,0.281,1.191,0.154,0.128,0.360,0.217,0.174,429.000,124.400,71.350,0.035,0.024,0.012,AAA-222-111-000-0-0,,
220177764,01 13 07.580,-00 52 34.23,1,15.365,,,446-001552,01130757-0052340,,STAR,JHK,rpm,121.300,5.400,0.100,3.200,,,,,,,,,,,,,,,,,13.216,0.026,12.632,0.026,12.389,0.026,,,,,,,,,3589,143,229,5.042,0.066,0.066,-0.091,0.150,0.180,0.239,0.051,0.057,0.229,0.077,0.064,16.060,7.587,4.426,100.600,31.710,28.190,0.020,0.013,0.008,AAA-222-111-000-0-0,,
220177792,00 55 15.159,-00 52 29.39,1,13.944,,,446-001159,00551514-0052292,,STAR,gri,rpm,23.600,8.200,-11.000,3.400,,,15.671,0.130,14.415,0.050,,,15.134,0.060,13.900,0.050,13.434,0.090,,,12.209,0.026,11.612,0.028,11.513,0.029,,,,,,,,,4217,162,162,4.761,0.104,0.078,-0.101,0.200,0.280,0.519,0.082,0.097,0.580,0.090,0.108,3.855,2.368,0.997,169.500,43.690,39.790,0.026,0.025,0.006,AAA-222-111-000-0-0,,
220177805,01 04 20.136,-00 52 27.61,1,13.692,,,446-001366,01042013-0052276,,STAR,gri,rpm,-6.000,1.900,-9.800,2.100,,,14.174,0.050,13.719,0.070,,,13.896,0.030,13.623,0.050,13.544,0.080,,,12.948,0.022,12.763,0.028,12.737,0.033,,,,,,,,,6378,164,123,4.211,0.080,0.060,-0.313,0.200,0.400,1.320,0.124,0.135,1.093,0.135,0.203,0.430,0.164,0.064,1035.000,130.600,97.560,0.034,0.013,0.011,AAA-222-111-000-0-0,,
220177840,01 04 04.039,-00 52 23.31,1,16.371,,,,01040403-0052233,4858-301-1-0461-0248,EXTENDED,gri,,-5.000,2.000,4.000,2.000,,,,,,,19.324,0.040,17.297,0.005,16.398,0.004,15.974,0.004,15.652,0.007,14.940,0.055,14.216,0.063,13.962,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,36.400,
220177847,01 05 11.949,-00 52 21.89,1,17.875,,,,01051194-0052218,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.020,0.085,15.447,0.114,15.281,0.185,,,,,,,,,3956,719,399,4.899,0.150,0.210,-0.294,0.300,0.480,0.356,0.214,0.134,0.384,0.222,0.185,7.572,9.576,4.733,604.800,632.300,271.700,0.033,0.026,0.012,ABC-222-111-000-0-0,,0891-0011619
220177850,00 57 52.028,-00 52 21.64,1,14.728,,,446-001229,00575203-0052217,,STAR,BV,rpm,18.500,3.400,-9.800,3.600,,,15.160,0.190,14.760,0.042,,,,,,,,,,,13.268,0.026,12.733,0.024,12.676,0.032,,,,,,,,,4866,143,115,4.613,0.036,0.030,-0.133,0.160,0.240,0.702,0.047,0.052,0.763,0.056,0.056,2.113,0.347,0.251,469.300,45.270,49.100,0.034,0.026,0.013,AAA-222-111-000-0-0,,
220177861,01 04 37.582,-00 52 20.38,1,13.235,,,446-001378,01043758-0052203,,STAR,gri,rpm,12.400,2.200,-0.900,2.500,,,14.364,0.030,13.476,0.050,,,13.920,0.020,13.175,0.060,12.941,0.090,,,11.952,0.023,11.549,0.025,11.426,0.026,,,,,,,,,5213,148,106,4.517,0.056,0.840,-0.081,0.150,0.360,0.855,1.610,0.093,0.901,0.156,0.078,1.334,0.425,1.267,353.100,594.600,50.470,0.040,0.031,0.017,AAA-222-111-000-0-0,,
220177877,01 12 33.663,-00 52 19.02,1,13.457,,,446-001544,01123366-0052190,,STAR,gri,rpm,10.700,1.600,-9.700,4.800,,,14.295,0.046,13.588,0.020,,,13.940,0.060,13.413,0.030,13.250,0.010,,,12.373,0.026,12.074,0.023,12.003,0.023,,,,,,,,,5806,141,141,4.395,0.070,0.210,-0.100,0.200,0.240,1.033,0.306,0.106,1.005,0.076,0.091,0.862,0.261,0.451,556.700,173.800,70.720,0.047,0.028,0.020,AAA-222-111-000-0-0,,
220177890,00 55 18.321,-00 52 17.43,1,16.869,,,446-001161,00551831-0052170,4858-301-1-0447-0023,EXTENDED,gri,,3.800,5.300,-14.700,5.400,,,17.530,0.119,16.829,0.092,,,17.287,0.080,16.562,0.090,16.690,0.182,,,15.095,0.038,14.496,0.053,14.553,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,49.000,
220177948,01 06 12.656,-00 52 08.81,1,15.750,,,,01061265-0052088,,STAR,JHK,rpm,16.000,3.000,-52.000,3.000,,,,,,,,,,,,,,,,,13.662,0.028,13.051,0.029,12.853,0.036,,,,,,,,,3795,210,150,4.934,0.084,0.072,-0.150,0.200,0.280,0.342,0.058,0.076,0.380,0.073,0.102,9.087,4.730,2.742,195.900,50.170,53.530,0.026,0.024,0.008,AAA-222-111-000-0-0,,0891-0011809
220177976,01 05 44.247,-00 52 04.18,1,13.291,,,446-001403,01054424-0052042,,STAR,gri,rpm,10.400,2.000,-22.600,2.900,,,14.499,0.060,13.554,0.050,,,14.028,0.060,13.267,0.050,12.974,0.090,,,11.949,0.023,11.584,0.027,11.446,0.023,,,,,,,,,5378,86,172,4.523,0.040,0.072,0.016,0.120,0.210,0.855,0.090,0.059,0.919,0.046,0.074,1.364,0.268,0.290,352.000,47.160,30.230,0.043,0.033,0.015,AAA-222-111-000-0-0,,
220178001,00 58 45.296,-00 52 01.05,1,15.455,,,446-001253,00584529-0052010,,STAR,JHK,rpm,24.500,3.600,21.500,4.000,,,,,,,,,,,,,,,,,13.197,0.025,12.591,0.025,12.337,0.025,,,,,,,,,3692,122,171,4.936,0.120,0.050,0.018,0.150,0.180,0.331,0.046,0.113,0.365,0.058,0.139,9.508,10.130,2.394,146.500,26.420,57.400,0.025,0.023,0.013,AAA-222-111-000-0-0,,
220178023,01 17 28.752,-00 51 57.13,1,18.389,,,,01172875-0051571,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.825,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDU-220-110-000-0-0,68.100,0891-0013784
220178056,00 58 23.650,-00 51 53.37,1,18.011,,,,00582365-0051533,,STAR,JHK,rpm,-22.000,1.000,-18.000,2.000,,,,,,,,,,,,,,,,,15.984,0.080,15.223,0.079,15.193,0.161,,,,,,,,,3890,395,329,4.938,0.108,0.126,-0.354,0.300,0.420,0.319,0.111,0.083,0.347,0.156,0.130,9.567,6.494,4.429,569.700,296.600,225.200,0.034,0.029,0.013,AAC-222-111-000-0-0,,0891-0010410
220178070,00 50 37.437,-00 51 51.99,1,14.986,,,446-001055,00503743-0051519,,STAR,BV,rpm,0.500,4.300,-8.800,18.300,,,15.895,0.080,15.149,0.048,,,,,,,,,,,13.220,0.026,12.669,0.026,12.561,0.023,,,,,,,,,4781,143,172,4.628,0.045,0.072,-0.191,0.250,0.400,0.685,0.112,0.070,0.747,0.083,0.083,2.196,0.537,0.579,440.500,142.900,57.720,0.034,0.031,0.013,AAA-222-111-000-0-0,,
220178080,01 14 28.171,-00 51 50.47,1,16.134,,,,01142817-0051504,2728-301-1-0537-0257,EXTENDED,gri,,-18.000,4.000,-1.000,4.000,,,,,,,19.122,0.042,17.088,0.005,16.146,0.004,15.725,0.004,15.431,0.007,15.074,0.072,14.467,0.092,13.977,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,12.300,
220178122,01 11 16.965,-00 51 44.71,1,15.091,,,,01111696-0051447,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.242,0.024,14.054,0.039,14.051,0.058,,,,,,,,,6222,202,202,4.247,0.120,0.168,-0.960,0.480,0.400,1.131,0.245,0.171,0.850,0.097,0.048,0.533,0.293,0.218,1574.000,309.700,258.800,0.031,0.020,0.010,AAA-222-111-000-0-1,,0891-0012659
220178134,01 03 42.756,-00 51 43.16,1,18.004,,,,01034275-0051431,,STAR,JHK,rpm,6.000,2.000,4.000,3.000,,,,,,,,,,,,,,,,,15.617,0.056,15.024,0.081,14.714,0.103,,,,,,,,,4001,564,353,4.839,0.135,0.162,-0.196,0.240,0.320,0.406,0.173,0.121,0.457,0.197,0.164,5.915,5.618,3.261,594.300,449.900,222.800,0.035,0.029,0.013,AAB-222-111-000-0-0,,0891-0011336
220178152,01 06 04.612,-00 51 41.01,1,18.441,,,,,4858-301-1-0465-0122,STAR,gri,,6.000,3.000,-6.000,3.000,,,,,,,21.058,0.078,19.124,0.010,18.409,0.008,18.148,0.008,17.958,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220178204,00 52 08.426,-00 51 34.61,1,16.580,,,,00520842-0051346,,STAR,JHK,rpm,-34.000,6.000,-28.000,5.000,,,,,,,,,,,,,,,,,14.574,0.032,13.920,0.040,13.789,0.046,,,,,,,,,4007,357,195,4.870,0.085,0.085,-0.295,0.250,0.350,0.400,0.081,0.079,0.459,0.088,0.106,6.579,3.800,2.080,371.600,133.400,83.800,0.033,0.026,0.011,AAA-222-111-000-0-0,,0891-0009273
220178222,01 06 13.912,-00 51 30.19,1,11.263,,4681-906-1,446-001409,01061391-0051301,,STAR,gri,rpm,6.300,1.500,-10.800,1.500,,,12.096,0.175,11.270,0.103,,,11.766,0.050,11.204,0.060,11.048,0.040,,,10.162,0.023,9.847,0.023,9.762,0.021,,,,,,,,,5803,174,174,4.135,0.305,0.366,-0.028,0.160,0.200,1.458,0.785,0.510,1.090,0.230,0.115,0.299,0.636,0.203,276.600,174.500,92.570,0.038,0.032,0.016,AAA-222-111-000-0-0,,
220178254,00 57 05.218,-00 51 25.39,1,12.372,,,446-001211,00570522-0051253,,STAR,gri,rpm,56.000,1.600,-11.500,2.800,,,13.375,0.050,12.579,0.030,,,12.936,0.050,12.338,0.030,12.130,0.060,,,11.190,0.023,10.802,0.023,10.726,0.021,,,,,,,,,5422,162,97,4.534,0.045,0.054,-0.220,0.200,0.440,0.817,0.087,0.094,0.845,0.077,0.108,1.468,0.414,0.275,250.000,35.720,42.640,0.031,0.026,0.012,AAA-222-111-000-0-0,,
220178268,00 49 49.601,-00 51 23.04,1,13.758,,,446-001033,00494961-0051231,,STAR,gri,rpm,-3.000,2.500,-2.400,2.800,,,14.591,0.070,13.926,0.070,,,14.193,0.040,13.730,0.060,13.572,0.080,,,12.651,0.022,12.317,0.024,12.268,0.029,,,,,,,,,5866,138,138,4.362,0.110,0.374,-0.222,0.200,0.280,1.080,0.616,0.161,0.978,0.099,0.099,0.759,0.364,0.558,678.900,370.700,122.000,0.034,0.024,0.012,AAA-222-111-000-0-0,,
220178283,01 04 01.219,-00 51 21.38,1,16.752,,,,,4858-301-1-0461-0242,EXTENDED,gri,,-6.000,2.000,4.000,2.000,,,,,,,18.111,0.023,17.192,0.006,16.845,0.006,16.563,0.007,16.434,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220178290,00 58 50.035,-00 51 20.31,1,18.173,,,,00585003-0051203,,STAR,JHK,rpm,-6.000,1.000,-10.000,2.000,,,,,,,,,,,,,,,,,16.031,0.080,15.535,0.105,15.206,0.169,,,,,,,,,3959,1000,357,4.876,0.130,0.234,-0.259,0.300,0.480,0.393,0.248,0.131,0.408,0.243,0.173,6.838,7.124,4.321,655.500,846.100,265.000,0.033,0.026,0.012,AAC-222-111-000-0-0,,0891-0010480
220178295,00 51 54.976,-00 51 19.65,1,17.255,,,,00515497-0051196,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.063,0.037,14.398,0.054,14.223,0.064,,,,,,,,,4083,328,328,4.841,0.115,0.115,-0.185,0.200,0.320,0.441,0.121,0.127,0.492,0.120,0.144,5.222,4.368,2.075,501.600,202.100,167.400,0.034,0.029,0.013,AAA-222-111-000-0-0,,0891-0009238
