EPIC,KepMag,Kmag,Teff,mass,Radius
220229343,17.832,15.181,3657,0.256,0.26
220229345,16.887,14.074,3725,0.319,0.306
220229374,13.755,12.303,5618,0.925,0.911
220229386,12.421,11.302,6214,1.09,1.303
220229388,15.719,12.614,4170,0.589,0.524
220229413,13.52,12.107,5176,0.924,2.477
220229429,12.937,11.689,6138,1.035,1.251
220229452,12.396,10.587,5177,0.764,0.726
220229467,12.923,11.293,5506,0.927,0.887
220229489,15.656,13.939,5338,0.824,0.797
220229500,16.414,13.186,3467,0.181,0.197
220229549,12.424,10.861,5764,0.94,0.989
220229552,16.442,13.163,3864,0.427,0.374
220229556,15.862,13.701,5006,0.746,0.702
220229561,12.426,10.963,5752,0.972,1.191
220229562,15.864,13.447,4486,0.632,0.589
220229571,17.286,13.873,3971,0.435,0.378
220229581,12.866,11.466,5910,1.054,1.304
220229595,12.897,11.438,6017,0.939,1.059
220229632,12.727,10.856,4990,0.844,0.767
220229647,11.827,9.273,4404,0.683,0.607
220229656,14.066,11.388,4091,0.563,0.494
220229660,17.37,14.73,3128,0.129,0.154
220229674,16.482,13.656,3710,0.34,0.321
220229677,17.067,14.932,4161,0.522,0.471
220229690,15.253,12.135,3697,0.327,0.308
220229695,15.959,13.58,3710,0.335,0.308
220229702,15.638,14.425,6039,0.822,0.962
220229719,15.304,14.071,5562,0.843,0.867
220229732,9.923,7.965,4885,0.828,0.753
220229737,18.225,,,,
220229757,16.984,15.314,,,
220229803,12.843,,,,
220229827,15.063,12.158,3779,0.377,0.335
220229832,9.502,8.069,5491,1.015,1.959
220229833,19.047,15.652,3801,0.332,0.301
220229834,18.174,,,,
220229839,16.688,13.827,3823,0.354,0.317
220229849,18.325,,,,
220229874,16.394,13.181,3561,0.258,0.266
220229877,17.48,14.956,4439,0.527,0.491
220229882,18.221,,,,
220229898,17.444,15.168,4245,0.557,0.508
220229905,17.491,15.291,4581,0.623,0.575
220229907,17.953,,,,
220229917,15.715,14.34,5670,0.713,0.724
220229981,17.351,14.314,3182,0.139,0.159
220229996,17.195,14.536,,,
220230023,16.202,13.047,3534,0.22,0.229
220230024,13.104,11.633,5678,0.959,0.93
220230036,18.236,15.356,,,
220230040,12.83,11.59,6115,1.087,1.334
220230043,15.63,12.672,4033,0.502,0.446
220230059,15.612,12.457,4086,0.552,0.481
220230064,15.263,12.159,3897,0.437,0.388
220230077,18.351,14.944,3839,0.341,0.327
220230083,12.314,11.23,6503,1.194,1.339
220230125,18.588,15.169,3803,0.325,0.312
220230135,13.317,11.895,5812,0.972,1.061
220230146,16.328,13.092,3861,0.414,0.379
220230167,12.47,10.68,5057,0.743,0.706
220230182,13.365,12.013,6107,1.04,1.334
220230183,13.092,11.443,5765,0.997,1.072
220230197,11.633,9.068,4458,1.01,14.533
220230211,17.995,15.063,3846,0.383,0.358
220230220,16.323,13.44,3689,0.333,0.303
220230232,13.583,11.214,4361,0.652,0.577
220230234,12.694,11.21,5838,0.997,1.072
220230236,13.898,12.031,5024,0.803,0.737
220230238,14.846,12.362,3699,0.322,0.303
220230270,19.928,,,,
220230276,18.405,,,,
220230282,16.513,14.276,3726,0.248,0.255
220230297,14.049,11.512,4259,0.568,0.508
220230310,12.062,10.874,6222,1.155,1.329
220230317,15.832,13.344,4380,0.644,0.582
220230318,17.878,,,,
220230326,13.384,12.019,5985,1.018,1.176
220230335,17.621,,,,
220230346,16.2,14.174,,,
220230351,13.005,11.546,5809,0.843,0.901
220230362,18.122,,,,
220230363,15.867,13.119,4276,0.605,0.551
220230365,18.308,,,,
220230368,18.46,15.406,3847,0.368,0.323
220230377,18.059,15.259,4002,0.441,0.399
220230398,15.716,12.872,3614,0.281,0.273
220230420,10.823,8.841,4967,1.118,3.051
220230453,13.411,12.079,5991,0.958,1.101
220230466,16.287,12.989,3822,0.405,0.369
220230471,18.326,,,,
220230484,16.397,13.614,3754,0.33,0.313
220230493,17.469,15.449,3708,0.235,0.228
220230533,17.974,15.019,3622,0.236,0.233
220230571,18.117,14.957,3255,0.143,0.163
220230622,15.328,12.44,4132,0.542,0.49
220230640,15.945,15.107,,,
220230641,15.869,13.021,4159,0.557,0.495
220230652,16.176,12.912,3735,0.341,0.308
220230671,18.179,,,,
220230684,11.12,9.676,5863,0.914,0.985
220230686,15.292,12.23,3933,0.458,0.415
220230721,17.252,14.62,3797,0.352,0.319
220230726,11.569,10.239,6065,1.1,1.375
220230750,17.301,,,,
220230794,12.266,10.192,4948,0.886,0.814
220230833,16.313,13.482,3761,0.342,0.315
220230834,13.071,12.592,5843,0.962,1.074
220230840,17.886,,,,
220230852,13.009,11.211,5317,0.932,0.858
220230853,15.158,11.891,3561,0.25,0.253
220230854,17.613,15.412,4814,0.58,0.533
220230900,18.017,15.334,3917,0.366,0.34
220230904,13.07,11.805,5945,0.998,1.275
220230917,14.021,11.188,3833,0.405,0.369
220230926,16.656,14.246,4126,0.493,0.445
220230951,18.055,,,,
220230953,16.908,15.14,5183,0.678,0.658
220230956,12.561,10.422,4882,0.949,4.4
220230958,13.586,12.13,5839,0.934,1.05
220230994,18.41,15.318,3785,0.318,0.291
220230999,15.402,12.079,3876,0.428,0.384
220231016,18.063,,,,
220231017,12.58,11.239,5985,1.046,1.258
220231050,15.392,12.141,3754,0.402,0.368
220231053,13.154,11.341,5199,0.887,0.839
220231080,18.395,15.211,3907,0.396,0.368
220231084,13.163,11.597,5487,0.901,0.866
220231097,15.777,12.793,3951,0.43,0.384
220231098,15.905,12.986,3832,0.405,0.36
220231103,17.654,15.008,,,
220231142,18.461,15.394,3955,0.421,0.362
220231160,16.414,13.369,3873,0.43,0.388
220231235,15.55,12.337,3687,0.343,0.318
220231265,13.501,12.153,5998,1.052,1.2
220231267,14.114,12.114,4896,0.804,0.736
220231278,13.968,11.068,3811,0.35,0.332
220231293,13.67,12.536,6346,1.055,1.291
220231302,17.693,15.671,4024,0.408,0.382
220231311,17.953,15.192,3902,0.377,0.356
220231314,16.73,14.136,3777,0.311,0.297
220231318,18.011,15.559,4015,0.419,0.384
220231331,18.724,15.464,3974,0.413,0.369
220231340,10.913,9.772,5755,1.005,1.863
220231353,8.902,6.804,4838,1.266,10.754
220231359,16.625,14.855,3650,0.213,0.232
220231365,14.899,11.841,3561,0.26,0.263
220231424,16.613,14.867,,,
220231437,17.805,,,,
220231448,15.378,12.93,,,
220231449,13.868,11.759,5056,0.857,0.79
220231462,17.631,15.509,5382,0.725,0.687
220231477,15.974,15.543,5846,0.779,0.848
220231501,13.74,12.151,5412,0.884,0.847
220231518,17.805,,,,
220231528,17.923,,,,
220231555,17.763,,,,
220231556,17.577,15.055,,,
220231561,16.612,14.315,,,
220231590,15.773,12.934,4269,0.612,0.539
220231599,14.963,11.393,3510,0.224,0.233
220231606,11.586,9.968,5446,0.942,0.891
220231613,17.759,14.612,3451,0.187,0.205
220231631,12.711,11.222,5401,0.918,0.871
220231640,14.692,11.862,3864,0.423,0.381
220231654,17.552,14.431,,,
220231660,18.152,,,,
220231685,17.816,,,,
220231700,17.979,14.982,3945,0.406,0.38
220231738,15.361,12.368,3773,0.371,0.343
220231744,15.045,12.048,3614,0.254,0.255
220231748,17.9,,,,
220231749,17.318,15.221,4043,0.47,0.426
220231755,14.911,11.751,3620,0.302,0.298
220231760,16.497,13.627,3690,0.304,0.283
220231769,17.801,14.834,3815,0.35,0.32
220231783,12.054,10.288,4991,0.891,7.429
220231798,17.271,15.074,4204,0.53,0.482
220231818,17.679,,,,
220231820,16.16,13.017,3752,0.346,0.309
220231825,14.02,11.659,3570,0.247,0.248
220231856,14.859,11.88,3887,0.441,0.399
220231885,17.826,15.137,3681,0.262,0.263
220231890,17.509,15.068,4079,0.459,0.425
220231899,11.636,10.099,5278,1.192,2.282
220231902,13.799,12.35,5748,0.994,1.06
220231927,11.378,9.58,5166,0.911,2.16
220231930,18.266,,,,
220231956,10.816,8.937,4975,0.855,0.788
220231965,16.106,13.524,3793,0.286,0.269
220231971,17.086,15.519,3734,0.267,0.266
220231976,18.227,,,,
220231979,10.515,9.442,6530,1.34,1.574
220231985,12.245,10.101,4781,0.987,6.822
220231988,12.241,9.343,3721,0.376,0.342
220231989,10.109,9.138,6667,1.487,1.891
220232060,17.682,,,,
220232087,10.211,7.916,4519,1.13,11.942
220232100,9.522,6.002,4190,0.973,37.75
220232112,15.723,14.289,5332,0.797,0.776
220232124,15.925,13.112,3926,0.424,0.368
220232155,17.122,15.471,5316,0.825,3.639
220232157,15.629,12.855,3618,0.263,0.268
220232168,12.949,11.624,5977,1.073,1.233
220232187,13.681,12.146,5727,0.97,0.976
220232196,12.454,11.319,6157,1.101,1.296
220232200,14.95,12.023,3857,0.443,0.386
220232208,13.971,11.573,4387,0.584,0.537
220232216,17.916,,,,
220232230,18.325,,,,
220232246,18.466,15.482,3790,0.322,0.302
220232282,14.993,12.61,4748,0.73,0.677
220232300,17.12,14.627,3911,0.426,0.399
220232302,15.883,14.278,5664,0.739,0.735
220232311,15.785,13.999,5395,0.84,0.825
220232323,18.726,15.474,3855,0.365,0.333
220232325,11.35,9.808,5714,0.986,0.979
220232351,16.82,15,,,
220232405,15.255,13.853,5464,0.707,0.685
220232406,13.347,11.864,5723,0.963,0.982
220232421,13.621,10.574,3565,0.277,0.273
220232429,12.359,11.205,6106,0.893,1.273
220232430,17.271,15.547,4132,0.446,0.42
220232437,15.559,13.039,4540,0.646,0.593
220232439,16.581,15.234,4961,0.684,0.664
220232444,16.301,13.981,,,
220232453,17.928,,,,
220232456,13.468,12.038,5768,0.9,0.962
220232475,12.947,11.053,5059,0.861,0.798
220232505,15.301,12.121,3746,0.386,0.35
220232512,10.97,,,,
220232513,17.705,15.477,3990,0.405,0.367
220232520,15.904,13.467,4714,0.684,0.64
220232535,15.058,11.797,3801,0.373,0.339
220232538,18.098,15.129,4054,0.457,0.402
220232540,17.258,14.768,2813,0.102,0.124
220232546,15.906,12.987,4170,0.552,0.496
220232550,13.16,11.66,5671,0.907,0.914
220232551,13.052,11.806,6127,1.091,1.301
220232570,15.741,13.304,,,
220232582,17.253,15.165,5176,0.716,0.701
220232626,18.3,15.024,3521,0.161,0.174
220232646,15.859,14.368,5487,0.802,0.788
220232652,11.378,9.511,5014,0.83,0.761
220232676,13.153,10.168,3652,0.287,0.276
220232704,12.776,11.386,5869,1.095,1.207
220232717,14.811,11.628,3649,0.325,0.314
220232747,13.126,11.756,5619,0.874,0.899
220232749,13.472,10.796,4080,0.547,0.473
220232758,18.076,,,,
220232764,13.257,11.933,6001,1.032,1.175
220232774,8.092,7.377,7422,1.905,2.55
220232786,16.017,12.716,3834,0.424,0.377
220232804,12.08,9.454,4410,0.928,23.164
220232809,13.268,11.775,5680,0.937,0.932
220232812,12.701,10.628,5055,0.937,3.542
220232835,18.159,15.363,3892,0.394,0.352
220232903,15.697,13.306,4597,0.693,0.626
220232904,15.229,13.987,5411,0.827,0.814
220232915,12.302,10.422,5166,0.962,2.315
220232920,13.233,11.639,5492,0.932,0.914
220232922,13.322,11.778,5548,0.895,0.867
220232932,18.204,15.116,4012,0.457,0.411
220232936,15.109,12.254,3879,0.425,0.385
220232968,15.042,12.746,,,
220233020,18.738,15.617,3697,0.295,0.272
220233052,11.531,10.125,6043,1.11,1.254
220233093,16.172,13.635,4069,0.457,0.407
220233102,13.995,12.112,5149,0.777,0.733
220233129,17.879,15.094,4302,0.534,0.484
220233136,18.577,,,,
220233149,17.592,14.879,4025,0.481,0.432
220233165,10.013,7.447,4295,1.161,19.246
220233186,15.908,14.107,5195,0.794,0.757
220233196,17.325,15.118,5164,0.692,0.68
220233200,17.701,13.688,,,
220233203,13.385,12.043,5986,1.058,1.219
220233210,10.974,9.082,4992,1.215,2.756
220233215,16.36,13.019,3960,0.471,0.415
220233222,13.189,11.856,5937,0.941,1.104
220233248,13.091,11.075,4927,1.043,3.532
220233282,13.331,12.045,5938,0.92,1.065
220233293,17.969,,,,
220233296,13.513,11.774,5299,0.886,0.857
220233297,9.097,6.865,4758,1.406,10.93
220233299,16.342,13.573,3656,0.305,0.288
220233302,15.087,11.986,3651,0.27,0.268
220233304,15.948,14.096,5175,0.793,0.762
220233316,17.484,14.517,4135,0.533,0.458
220233337,10.474,9.106,5148,0.956,2.779
220233338,9.675,7.973,5358,1.152,2.084
220233343,18.595,15.577,3618,0.156,0.169
220233349,13.432,11.915,5444,0.894,0.845
220233359,12.69,11.404,5915,1.07,1.235
220233384,12.757,11.609,6158,1.148,1.344
220233416,18.044,15.408,3963,0.417,0.363
220233422,15.979,14.174,5402,0.777,0.77
220233423,18.165,,,,
220233439,18.046,15.127,4061,0.488,0.431
220233447,13.774,11.927,5170,0.884,2.001
220233449,13.611,12.223,5655,0.866,0.863
220233486,17.827,14.957,3965,0.441,0.404
220233527,18.413,14.875,3907,0.402,0.365
220233542,17.141,15.437,5380,0.725,0.707
220233560,15.444,12.407,3916,0.447,0.399
220233583,15.778,12.507,4091,0.533,0.472
220233595,15.016,12.385,4399,0.656,0.589
220233606,17.641,,,,
220233613,15.573,14.212,5522,0.833,0.832
220233616,17.802,15.257,4027,0.456,0.418
220233625,12.667,10.424,4697,0.751,0.677
220233627,17.965,15.015,4121,0.531,0.461
220233631,18.583,15.432,3785,0.316,0.296
220233633,13.993,11.62,4560,0.71,0.651
220233654,12.34,10.887,5789,1.024,1.079
220233658,18.537,15.277,3985,0.442,0.371
220233664,12.507,11.206,5917,1.047,1.262
220233671,18.652,15.534,3917,0.364,0.339
220233690,17.441,15.096,4151,0.537,0.478
220233693,13.953,12.125,5274,0.82,0.776
220233697,17.297,15.335,,,
220233720,14.364,12.454,5090,0.797,0.753
220233728,11.241,9.833,5880,1.054,1.065
220233731,14.38,12.288,4882,0.669,0.631
220233732,15.094,12.069,3492,0.207,0.22
220233735,17.118,15.293,4851,0.646,0.594
220233742,19.306,,,,
220233775,17.994,,,,
220233778,11.83,9.606,4656,1.153,10.023
220233786,16.259,13.059,3674,0.318,0.299
220233798,16.749,14.555,5195,0.725,0.688
220233806,14.023,10.686,3553,0.277,0.272
220233809,12.684,11.361,5764,0.891,0.921
220233811,13.308,11.558,5312,0.87,0.818
220233857,18.298,,,,
220233889,17.234,14.54,3676,0.285,0.274
220233916,17.099,,,,
220233941,13.205,11.772,5594,0.925,0.895
220233954,15.44,12.854,4275,0.58,0.53
220233971,17.698,15.182,3911,0.396,0.372
220233976,16.329,14.977,,,
220233977,18.181,15.562,3793,0.31,0.297
220233982,15.313,12.656,4273,0.582,0.524
220234002,18.214,,,,
220234010,13.958,11.346,3968,0.481,0.427
220234011,13.669,12.215,5917,0.902,0.971
220234020,13.496,11.694,5200,0.787,0.745
220234022,10.526,8.68,4976,0.997,4.487
220234045,12.27,10.557,5634,0.973,1.489
220234068,13.238,11.427,5152,0.939,2.145
220234120,17.853,15.508,3936,0.396,0.354
220234129,16.792,15.311,5308,0.724,0.672
220234137,13.611,12.102,5646,0.919,0.925
220234151,15.925,13.409,3751,0.349,0.315
220234152,14.948,13.431,5739,0.911,0.931
220234174,8.722,6.336,4745,1.325,11.106
220234201,17.901,,,,
220234205,13.765,12.209,5555,0.923,0.902
220234217,15.989,13.357,4299,0.615,0.543
220234220,14.884,12.765,,,
220234243,17.761,,,,
220234261,16.287,14.651,5777,0.844,0.928
220234265,11.767,10.682,6201,1.081,1.286
220234269,11.289,10.24,6666,1.418,1.663
220234271,17.464,15.342,5179,0.682,0.618
220234277,13.409,11.006,4534,0.729,0.658
220234280,11.689,10.64,6490,1.313,1.576
220234293,13.532,11.665,5062,0.843,0.762
220234312,18.17,,,,
220234316,15.857,14.266,5381,0.825,0.814
220234328,16.976,15.394,4670,0.635,0.56
220234380,14.269,12.417,5223,0.839,0.794
220234388,15.963,13.41,4389,0.603,0.551
220234392,8.544,5.623,4706,0.954,14.796
220234417,9.979,7.766,4657,1.25,11.156
220234436,13.59,12.149,5819,0.996,1.044
220234445,15.921,13.007,3880,0.422,0.381
220234452,14.974,12.312,4101,0.566,0.495
220234461,12.371,11.003,5921,0.974,1.071
220234495,13.065,11.208,5050,0.983,2.497
220234499,13.338,11.2,4677,0.759,0.689
220234507,12.139,11.186,6426,0.831,1.139
220234521,15.469,13.312,4821,0.734,0.684
220234524,15.168,11.678,3550,0.223,0.229
220234529,11.968,9.76,4658,1.019,9.574
220234536,13.842,11.8,5107,0.857,0.779
220234548,15.011,12.632,4689,0.696,0.644
220234552,12.377,11.074,5968,1.074,1.253
220234553,16.099,13.176,4167,0.574,0.512
220234564,18.195,,,,
220234572,17.691,15.004,4061,0.482,0.43
220234574,17.913,15.289,3956,0.438,0.398
220234584,13.22,11.968,6039,1.084,1.263
220234596,18.208,,,,
220234614,17.761,,,,
220234622,18.216,,,,
220234634,18.547,15.75,3831,0.346,0.314
220234644,14.185,11.982,4483,0.679,0.623
220234645,17.503,15.161,3997,0.436,0.402
220234657,15.771,12.892,3980,0.456,0.41
220234660,15.559,12.759,4231,0.58,0.522
220234663,14.673,11.709,3726,0.369,0.34
220234669,15.257,12.578,4365,0.63,0.573
220234670,18.528,,,,
220234674,14.259,12.384,5296,0.853,0.814
220234677,17.821,,,,
220234687,13.392,12.089,6035,0.966,1.106
220234708,17.344,15.006,4713,0.596,0.553
220234713,14.366,11.618,3991,0.488,0.432
220234715,12.822,11.589,5844,0.993,1.028
220234718,15.998,14.109,5201,0.789,0.754
220234729,15.43,12.569,3913,0.428,0.381
220234753,14.01,11.921,4777,0.874,9.537
220234762,13.618,12.312,5920,0.982,1.109
220234768,15.997,13.78,4569,0.646,0.585
220234777,18.11,,,,
220234800,17.762,15.099,4170,0.42,0.372
220234818,14.781,12.094,3859,0.346,0.311
220234843,15.058,11.531,3527,0.238,0.251
220234856,17.834,,,,
220234884,11.043,9.934,6510,1.378,1.638
220234892,18.488,15.624,4094,0.386,0.337
220234918,17.825,,,,
220234919,17.558,14.178,3553,0.238,0.245
220234934,12.257,10.601,5821,0.966,0.996
220234947,18.251,15.055,4028,0.432,0.383
220234949,17.69,14.741,4099,0.518,0.455
220234962,13.213,11.889,5937,1.041,1.203
220234970,17.96,,,,
220234984,12.679,11.048,5491,0.875,0.852
220235000,15.494,13.889,5716,0.755,0.762
220235026,12.217,11.047,6093,1.146,1.385
220235042,17.2,14.761,4339,0.555,0.5
220235066,18.81,15.387,3846,0.351,0.31
220235094,15.952,14.286,5496,0.747,0.736
220235119,17.654,,,,
220235121,14.135,11.945,4751,0.804,0.737
220235122,17.906,,,,
220235124,13.079,11.9,6171,1.037,1.262
220235129,11.472,10.044,5708,0.892,0.893
220235157,15.975,14.508,5949,0.818,0.952
220235159,13.527,11.71,5130,0.889,0.818
220235160,16.891,15.365,4184,0.525,0.486
220235168,8.544,6.32,4756,1.527,10.897
220235178,11.074,9.086,4910,1.107,5.112
220235227,14.225,12.29,4960,0.733,0.697
220235235,17.696,15.16,3832,0.348,0.33
220235246,17.948,14.517,4030,0.389,0.341
220235253,18.141,14.898,3685,0.3,0.283
220235271,18.001,,,,
220235273,18.087,,,,
220235295,18.476,,,,
220235298,11.187,9.409,4981,0.967,6.963
220235301,18.362,14.883,3948,0.441,0.392
220235304,12.009,10.844,6256,1.184,1.336
220235348,18.384,,,,
220235349,17.806,15.544,3963,0.419,0.388
220235356,13.121,11.846,6072,0.849,1
220235357,14.876,12.273,4394,0.621,0.581
220235368,17.314,15.211,4092,0.503,0.454
220235399,15.744,13.751,,,
220235404,11.581,10.154,5697,0.965,0.929
220235433,13.109,11.677,5618,0.891,0.891
220235451,14.965,12.162,3779,0.384,0.344
220235460,15.493,13.685,5284,0.828,0.814
220235505,17.86,,,,
220235508,12.667,11.328,5910,0.944,1.046
220235527,17.607,15.54,6665,0.788,1.284
220235529,12.488,11.238,6054,1.176,1.433
220235535,14.455,12.467,5045,0.837,0.775
220235576,11.689,10.372,6050,0.91,1.119
220235592,12.679,11.298,5615,0.799,0.822
220235610,16.672,14.575,,,
220235621,14.36,12.551,5035,0.652,0.634
220235627,17.941,15.253,4387,0.551,0.501
220235634,18.307,,,,
220235636,14.278,12.154,4603,0.743,0.675
220235641,13.74,12.256,5821,0.854,0.9
220235647,15.757,14.22,5685,0.854,0.942
220235654,11.309,9.954,5877,1.056,1.156
220235674,15.653,12.481,3639,0.273,0.265
220235675,12.385,11.258,6288,1.119,1.303
220235735,15.381,12.533,3406,0.173,0.183
220235760,15.962,14.58,5168,0.787,0.752
220235764,17.475,15.62,5218,0.68,0.65
220235770,13.814,11.49,4464,0.672,0.604
220235775,13.657,11.29,4240,0.531,0.474
220235811,13.94,11.846,4870,0.792,0.721
220235815,18.149,,,,
220235821,9.807,8.048,5068,1.335,2.986
220235831,18.051,15.255,4039,0.473,0.411
220235851,18.125,15.242,3945,0.406,0.374
220235865,18.561,,,,
220235876,17.706,14.244,3341,0.155,0.176
220235888,16.943,15.491,,,
220235926,18.347,15.419,,,
220235933,17.265,15.172,5095,0.652,0.613
220235939,13.587,12.22,5886,0.99,1.078
220235940,14.662,11.748,3593,0.252,0.256
220235943,15.351,14.104,5467,0.736,0.727
220235954,12.004,10.618,5892,1.141,1.307
