EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
220227632,00 53 19.660,+00 58 34.43,1,18.079,,,,00531966+0058344,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.096,0.090,15.699,0.131,15.318,0.160,,,,,,,,,3853,1486,445,4.924,0.168,0.336,-0.294,0.300,0.600,0.331,0.378,0.144,0.362,0.343,0.206,8.634,10.470,6.871,550.800,1157.000,257.000,0.033,0.026,0.012,ABC-222-111-000-0-0,,0909-0009880
220227655,01 18 11.456,+00 58 38.18,1,18.156,,,,01181145+0058381,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.606,0.123,15.966,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCU-220-110-000-0-0,37.400,0909-0014366
220227656,01 27 29.961,+00 58 38.21,1,17.797,,,,01272996+0058382,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.828,0.066,15.484,0.098,15.054,0.125,,,,,,,,,3789,1857,371,4.922,0.174,0.435,-0.326,0.360,0.660,0.325,0.471,0.146,0.333,0.418,0.174,8.559,14.270,7.356,528.800,1454.000,289.500,0.032,0.024,0.011,AAB-222-111-000-0-0,,0909-0015869
220227661,01 02 42.576,+00 58 38.72,1,13.322,,,455-001431,01024258+0058386,,STAR,gri,rpm,23.300,2.000,1.600,2.400,,,14.276,0.030,13.516,0.020,,,13.871,0.020,13.281,0.010,13.086,0.030,,,12.140,0.023,11.782,0.021,11.703,0.023,,,,,,,,,5544,133,111,4.494,0.060,0.100,-0.191,0.200,0.200,0.876,0.116,0.086,0.911,0.067,0.093,1.280,0.313,0.378,411.400,66.190,48.100,0.046,0.034,0.019,AAA-222-111-000-0-0,,
220227716,00 46 15.892,+00 58 43.88,1,13.096,,,455-001065,00461588+0058439,,STAR,gri,rpm,-30.000,9.000,-70.900,9.000,,,13.949,0.050,13.268,0.040,,,13.579,0.040,13.063,0.040,12.889,0.020,,,12.284,0.036,12.046,0.044,12.001,0.038,,,,,,,,,5746,91,114,4.490,0.080,0.096,-0.701,0.420,0.360,0.814,0.167,0.095,0.780,0.096,0.053,1.382,0.517,0.477,412.900,94.600,59.190,0.032,0.030,0.008,AAA-222-111-000-0-0,,0909-0008608
220227730,01 04 08.448,+00 58 44.60,1,17.937,,,,01040844+0058446,,STAR,J,,-10.000,2.000,0.000,6.000,,,,,,,,,,,,,,,,,16.408,0.113,15.752,0.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBU-220-110-000-0-0,42.400,0909-0011704
220227740,01 07 54.441,+00 58 45.77,1,17.747,,,,01075444+0058457,,STAR,JHK,rpm,-8.000,6.000,-20.000,3.000,,,,,,,,,,,,,,,,,15.866,0.064,15.083,0.057,15.119,0.121,,,,,,,,,4076,244,204,4.839,0.096,0.080,-0.281,0.250,0.300,0.437,0.078,0.089,0.481,0.083,0.116,5.427,3.374,1.585,751.100,196.700,182.900,0.037,0.028,0.014,AAB-222-111-000-0-0,,0909-0012470
220227744,00 46 40.863,+00 58 46.15,1,13.599,,,455-001080,00464086+0058461,,STAR,gri,rpm,2.700,2.500,-10.200,2.700,,,14.517,0.030,13.794,0.060,,,14.121,0.040,13.554,0.030,13.375,0.020,,,12.455,0.023,12.080,0.023,12.004,0.026,,,,,,,,,5518,164,131,4.489,0.066,0.715,-0.232,0.250,0.600,0.900,1.246,0.100,0.911,0.095,0.079,1.194,0.402,1.092,481.400,650.300,65.960,0.035,0.029,0.013,AAA-222-111-000-0-0,,
220227757,01 13 30.633,+00 58 47.24,1,12.926,,,455-001667,01133062+0058473,,STAR,gri,rpm,17.200,1.200,-1.100,1.600,,,13.648,0.020,13.060,0.050,,,13.329,0.030,12.879,0.020,12.753,0.040,,,11.919,0.023,11.694,0.032,11.601,0.021,,,,,,,,,6017,150,112,4.265,0.132,0.132,-0.119,0.180,0.210,1.218,0.236,0.197,1.076,0.081,0.113,0.555,0.275,0.213,558.200,109.800,91.770,0.038,0.034,0.017,AAA-222-111-000-0-0,,
220227767,00 44 05.130,+00 58 48.09,1,17.379,,,,00440513+0058480,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.996,0.091,15.469,0.118,15.453,0.163,,,,,,,,,4132,1074,586,4.852,0.170,0.238,-0.379,0.350,0.490,0.412,0.257,0.182,0.446,0.265,0.221,6.158,9.133,4.091,750.800,922.300,365.700,0.033,0.026,0.011,ABC-222-111-000-0-0,,0909-0008262
220227768,00 46 16.095,+00 58 48.15,1,14.742,,,455-001066,00461609+0058482,4247-301-6-0186-0038,STAR,JHK,rpm,24.900,11.300,-7.700,10.400,,,,,,,,,,,,,,,,,13.361,0.029,12.907,0.038,12.819,0.024,,,,,,,,,5174,256,256,4.574,0.045,0.081,-0.291,0.250,0.400,0.764,0.122,0.077,0.793,0.090,0.090,1.764,0.431,0.521,579.300,151.300,92.550,0.035,0.031,0.012,AAA-222-111-cc0-0-0,,
220227795,01 18 39.679,+00 58 51.28,1,11.919,,20-144-1,455-001765,01183969+0058510,,STAR,gri,lam,10.800,2.100,0.700,2.500,,,12.499,0.250,11.919,0.199,,,12.274,0.020,11.890,0.020,11.767,0.030,,,11.039,0.021,10.795,0.025,10.741,0.025,,,,,,,,,6208,125,150,4.222,0.100,0.120,-0.109,0.120,0.150,1.345,0.234,0.199,1.158,0.082,0.099,0.439,0.203,0.161,434.400,73.640,74.420,0.033,0.026,0.011,AAA-222-111-000-0-0,,
220227799,01 06 22.645,+00 58 51.73,1,16.285,,,,01062264+0058517,4263-301-6-0226-0130,EXTENDED,gri,,0.000,3.000,-7.000,3.000,,,,,,,19.022,0.043,17.275,0.006,16.386,0.004,15.861,0.004,15.471,0.008,15.127,0.077,14.138,0.097,13.513,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,39.300,
220227801,01 03 00.876,+00 58 52.05,1,13.639,,,455-001443,01030088+0058519,,STAR,gri,rpm,36.700,2.300,7.300,3.100,,,14.603,0.040,13.818,0.030,,,14.163,0.030,13.593,0.010,13.414,0.040,,,12.469,0.023,12.067,0.022,12.006,0.027,,,,,,,,,5488,107,128,4.543,0.049,0.035,-0.389,0.200,0.320,0.781,0.075,0.068,0.812,0.081,0.081,1.578,0.399,0.235,412.900,54.670,40.640,0.032,0.034,0.009,AAA-222-111-000-0-0,,
220227806,01 03 02.627,+00 58 52.51,1,13.430,,,455-001444,01030263+0058524,,STAR,gri,rpm,-10.100,1.800,-13.100,2.300,,,14.137,0.030,13.563,0.030,,,13.805,0.010,13.404,0.010,13.269,0.040,,,12.448,0.023,12.126,0.021,12.094,0.025,,,,,,,,,6007,123,123,4.315,0.105,0.231,-0.455,0.250,0.250,1.105,0.354,0.158,0.930,0.107,0.089,0.697,0.299,0.401,638.700,206.400,102.500,0.032,0.026,0.011,AAA-222-111-000-0-0,,
220227817,01 12 55.755,+00 58 53.45,1,17.097,,,,01125575+0058534,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,,15.628,0.184,,,14.856,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDC-222-111-000-1-0,37.600,0909-0013378
220227828,00 53 55.627,+00 58 54.92,1,13.188,,,455-001242,00535561+0058548,,STAR,gri,rpm,0.900,1.400,-17.100,1.600,,,14.150,0.050,13.345,0.030,,,13.720,0.050,13.120,0.030,12.960,0.050,,,12.005,0.027,11.637,0.024,11.591,0.023,,,,,,,,,5515,165,132,4.499,0.050,0.110,-0.126,0.200,0.240,0.898,0.143,0.079,0.930,0.065,0.065,1.256,0.289,0.391,387.900,69.940,38.180,0.032,0.036,0.012,AAA-222-111-000-0-0,,
220227829,00 59 31.563,+00 58 54.97,1,12.337,,,455-001375,00593156+0058549,,STAR,gri,rpm,-8.000,1.700,-19.500,2.100,,,13.781,0.050,12.707,0.040,,,13.267,0.030,12.280,0.050,11.938,0.110,,,10.968,0.027,10.474,0.024,10.372,0.021,,,,,,,,,4822,57,77,3.519,0.320,0.320,0.120,0.080,0.220,2.880,0.882,1.991,1.177,0.062,0.323,0.042,0.097,0.026,679.200,146.500,506.100,0.049,0.028,0.020,AAA-222-111-000-0-0,,
220227832,01 13 24.334,+00 58 55.32,1,14.938,,,455-001666,01132432+0058553,,STAR,JHK,rpm,11.600,4.100,-12.900,3.300,,,,,,,,,,,,,,,,,13.008,0.026,12.432,0.035,12.246,0.028,,,,,,,,,3951,740,264,4.853,0.108,0.216,-0.099,0.200,0.200,0.405,0.277,0.086,0.469,0.265,0.122,6.331,3.362,4.053,188.000,178.900,53.410,0.029,0.026,0.011,AAA-222-111-000-0-0,,
220227837,00 59 30.733,+00 58 56.16,1,14.151,,,455-001373,00593073+0058561,,STAR,JHK,rpm,-18.800,3.700,-20.500,3.900,,,,,,,,,,,,,,,,,11.989,0.024,11.290,0.023,11.158,0.023,,,,,,,,,4215,153,128,4.747,0.040,0.040,-0.016,0.120,0.120,0.540,0.058,0.044,0.609,0.049,0.058,3.739,0.705,0.700,166.200,26.740,23.030,0.032,0.031,0.014,AAA-222-111-000-0-0,,
220227848,00 46 45.493,+00 58 56.96,1,17.524,,,,00464549+0058569,4247-301-6-0187-0086,STAR,gri,,6.000,3.000,-8.000,3.000,,,,,,,19.816,0.034,18.167,0.007,17.510,0.006,17.249,0.006,17.126,0.011,16.135,0.087,15.806,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACU-220-110-000-0-0,21.500,
220227856,00 58 19.540,+00 58 57.60,1,11.574,,12-559-1,455-001339,00581953+0058576,,STAR,gri,rpm,10.000,1.600,-0.500,1.600,,,11.714,0.089,11.402,0.114,,,11.772,0.030,11.508,0.030,11.441,0.080,,,10.795,0.026,10.642,0.025,10.573,0.021,,,,,,,,,6662,205,164,4.126,0.126,0.168,-0.038,0.120,0.120,1.648,0.397,0.236,1.393,0.133,0.133,0.282,0.175,0.121,505.500,113.000,78.210,0.035,0.026,0.013,AAA-222-111-000-0-0,,
220227863,01 15 33.631,+00 58 58.23,1,18.298,,,,01153363+0058582,,STAR,J,,-4.000,6.000,8.000,1.000,,,,,,,,,,,,,,,,,16.741,0.157,16.052,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCD-222-111-s00-0-0,42.800,0909-0013955
220227889,00 58 46.349,+00 59 01.15,1,16.925,,,,00584634+0059011,4263-301-6-0214-0164,STAR,gri,rpm,9.000,3.000,-11.000,3.000,,,,,,,19.520,0.027,17.638,0.005,16.922,0.005,16.620,0.005,16.532,0.008,15.569,0.057,15.005,0.072,14.946,0.115,,,,,,,,,4977,80,100,4.686,0.045,0.045,-0.849,0.240,0.300,0.595,0.050,0.046,0.630,0.050,0.036,2.958,0.598,0.498,1163.000,115.200,124.600,0.036,0.026,0.012,AAB-222-111-000-0-0,,
220227901,00 44 22.588,+00 59 01.92,1,14.604,,,455-001029,00442258+0059020,,STAR,gri,rpm,28.800,3.300,-24.700,3.700,,,16.779,0.140,15.276,0.050,,,16.069,0.070,14.639,0.050,13.977,0.040,,,12.365,0.022,11.670,0.022,11.497,0.024,,,,,,,,,3943,63,39,4.833,0.024,0.020,0.031,0.080,0.100,0.453,0.013,0.020,0.511,0.016,0.021,5.501,0.531,0.330,145.800,8.070,5.143,0.049,0.023,0.019,AAA-222-111-000-0-0,,
220227928,01 21 17.698,+00 59 04.69,1,13.266,,,455-001815,01211770+0059047,,STAR,gri,rpm,-5.600,2.700,-23.100,2.700,,,14.509,0.030,13.546,0.020,,,14.036,0.040,13.211,0.050,12.937,0.050,,,11.856,0.026,11.341,0.026,11.278,0.024,,,,,,,,,4929,59,98,4.589,0.035,1.008,-0.020,0.150,0.300,0.747,1.916,0.048,0.825,0.114,0.062,1.908,0.243,1.843,263.500,625.200,25.390,0.034,0.017,0.012,AAA-222-111-000-0-0,,
220227938,01 08 56.976,+00 59 05.09,1,12.536,,,455-001578,01085697+0059050,,STAR,gri,rpm,17.100,1.500,-5.800,2.400,,,13.438,0.030,12.728,0.050,,,13.054,0.040,12.493,0.040,12.315,0.050,,,11.391,0.026,11.059,0.022,10.999,0.023,,,,,,,,,5675,174,139,4.435,0.070,0.462,-0.020,0.150,0.240,0.986,0.725,0.111,0.994,0.100,0.072,0.971,0.324,0.777,343.600,232.400,48.440,0.033,0.036,0.012,AAA-222-111-000-0-0,,
220227952,01 18 02.486,+00 59 06.18,1,17.266,,,,01180248+0059061,,STAR,JHK,rpm,-10.000,2.000,4.000,2.000,,,,,,,,,,,,,,,,,15.488,0.062,14.769,0.069,14.774,0.112,,,,,,,,,4198,305,254,4.778,0.096,0.080,-0.188,0.200,0.280,0.492,0.089,0.102,0.560,0.088,0.105,4.059,2.524,1.185,745.600,212.700,193.900,0.035,0.029,0.013,AAB-222-111-000-0-0,,0909-0014345
220227968,01 21 24.602,+00 59 07.70,1,14.050,,,455-001817,01212460+0059077,,STAR,gri,lam,11.300,3.000,3.500,2.500,,,15.361,0.020,14.322,0.060,,,14.846,0.030,13.978,0.040,13.709,0.060,,,12.543,0.027,11.985,0.023,11.907,0.022,,,,,,,,,4963,138,59,3.692,0.070,0.112,-0.009,0.100,0.100,2.398,0.613,0.123,1.143,0.132,0.132,0.076,0.018,0.031,1203.000,252.700,120.900,0.042,0.034,0.019,AAA-222-111-000-0-0,,
220227970,01 18 53.411,+00 59 07.83,1,11.411,,20-505-1,455-001771,01185340+0059078,,STAR,gri,lam,-12.100,1.600,-11.800,1.600,,,11.669,0.090,11.146,0.091,,,11.698,0.030,11.387,0.030,11.288,0.040,,,10.603,0.021,10.375,0.027,10.336,0.023,,,,,,,,,6445,156,156,4.194,0.090,0.126,-0.158,0.120,0.150,1.433,0.289,0.176,1.214,0.109,0.109,0.383,0.152,0.143,390.300,71.650,51.140,0.035,0.026,0.012,AAA-222-111-000-0-0,,
220227978,00 52 54.704,+00 59 08.57,1,15.478,,,455-001218,00525472+0059084,,STAR,JHK,rpm,33.200,4.000,-75.100,3.500,,,,,,,,,,,,,,,,,13.323,0.024,12.651,0.021,12.494,0.029,,,,,,,,,4040,120,96,4.848,0.045,0.045,-0.215,0.120,0.180,0.425,0.044,0.048,0.480,0.050,0.069,5.828,1.645,1.091,219.900,37.870,32.310,0.026,0.018,0.007,AAA-222-111-000-0-0,,
220227980,00 46 11.648,+00 59 08.79,1,10.721,,11-1020-1,455-001062,00461164+0059086,,STAR,gri,rpm,-67.800,1.400,-43.100,1.400,,,11.860,0.117,11.027,0.076,,,11.263,0.030,10.667,0.030,10.489,0.010,,,9.604,0.029,9.184,0.022,9.070,0.023,,,,,,,,,5384,105,105,4.537,0.035,0.553,-0.209,0.250,0.400,0.837,0.975,0.079,0.878,0.071,0.085,1.499,0.282,0.542,118.600,144.200,13.860,0.023,0.016,0.010,AAA-222-111-000-0-0,,
220227984,01 08 46.415,+00 59 09.18,1,15.048,,,455-001576,01084642+0059091,,STAR,JHK,rpm,-40.500,4.200,-110.300,4.300,,,,,,,,,,,,,,,,,12.826,0.027,12.294,0.029,11.977,0.021,,,,,,,,,3426,160,133,5.080,0.050,0.060,-0.001,0.120,0.150,0.204,0.052,0.031,0.192,0.064,0.040,20.340,7.608,6.301,70.680,26.970,11.620,0.017,0.011,0.005,AAA-222-111-000-0-0,,
220227996,00 45 00.510,+00 59 11.19,1,14.890,,,455-001040,00450051+0059112,,STAR,gri,rpm,72.200,3.200,65.500,3.500,,,17.402,0.180,15.884,0.062,,,16.674,0.070,15.337,0.060,14.126,0.040,,,12.229,0.022,11.625,0.025,11.403,0.023,,,,,,,,,3422,41,96,5.074,0.040,0.025,0.068,0.050,0.060,0.216,0.016,0.026,0.198,0.025,0.029,20.060,4.620,2.589,60.790,8.366,4.707,0.012,0.015,0.005,AAA-222-111-000-0-0,,
220227998,01 13 13.531,+00 59 11.78,1,15.879,,,,01131353+0059117,,STAR,JHK,rpm,-80.000,8.000,-34.000,3.000,,,,,,,,,,,,,,,,,13.520,0.026,12.888,0.032,12.627,0.029,,,,,,,,,3645,170,142,4.997,0.077,0.055,-0.107,0.200,0.200,0.275,0.060,0.057,0.282,0.076,0.076,12.560,6.986,3.546,135.100,41.380,31.680,0.027,0.027,0.011,AAA-222-111-000-0-0,,0909-0013484
220228003,00 46 33.151,+00 59 12.21,1,15.890,,,,00463315+0059122,,STAR,JHK,rpm,-2.000,0.000,,,,,,,,,,,,,,,,,,,15.570,0.061,15.209,0.091,15.568,0.211,,,,,,,,,5759,399,639,4.386,0.195,0.741,-0.816,0.480,0.560,0.943,1.650,0.231,0.816,0.072,0.072,0.837,0.891,0.797,2270.000,2859.000,759.900,0.034,0.026,0.011,AAC-222-111-000-0-0,,0909-0008653
220228013,01 26 31.193,+00 59 13.85,1,12.874,,,455-001941,01263118+0059138,,STAR,gri,rpm,-2.300,2.000,-8.400,2.300,,,14.194,0.040,13.162,0.050,,,13.646,0.020,12.842,0.010,12.543,0.020,,,11.337,0.024,10.777,0.028,10.648,0.021,,,,,,,,,4807,77,77,2.511,0.645,0.301,-0.628,0.300,0.300,8.707,2.489,4.254,0.945,0.104,0.047,0.001,0.010,8.327e-4,2170.000,746.600,968.800,0.043,0.033,0.015,AAA-222-111-000-0-0,,
220228015,01 25 53.443,+00 59 14.01,1,14.058,,,455-001928,01255343+0059140,,STAR,gri,rpm,-13.500,3.800,-63.300,3.800,,,16.672,0.170,15.048,0.080,,,15.938,0.040,14.474,0.020,13.252,0.090,,,11.357,0.026,10.738,0.023,10.527,0.021,,,,,,,,,3685,90,249,5.043,0.020,0.048,-0.069,0.180,0.360,0.245,0.048,0.019,0.249,0.067,0.030,16.150,1.558,4.177,49.060,9.924,8.254,0.009,0.013,0.002,AAA-222-111-000-0-0,,
220228016,01 00 26.968,+00 59 14.25,1,11.927,,,455-001389,01002696+0059141,,STAR,gri,lam,-13.900,1.700,-55.800,1.800,,,13.645,0.030,12.437,0.040,,,13.073,0.040,11.925,0.030,11.436,0.010,,,10.054,0.028,9.427,0.024,9.261,0.028,,,,,,,,,4313,139,174,4.721,0.054,0.045,-0.061,0.120,0.120,0.566,0.055,0.059,0.642,0.052,0.063,3.337,0.883,0.593,74.130,11.180,11.500,0.016,0.012,0.005,AAA-222-111-000-0-0,,
220228020,01 19 27.817,+00 59 14.59,1,12.134,,,455-001780,01192781+0059147,,STAR,gri,rpm,3.400,1.500,-27.300,1.900,,,13.401,0.020,12.401,0.040,,,12.911,0.030,12.117,0.020,11.800,0.100,,,10.761,0.024,10.283,0.024,10.177,0.021,,,,,,,,,4975,99,79,3.722,0.888,0.444,-0.144,0.250,0.250,2.377,1.139,1.643,0.944,0.232,0.129,0.066,1.947,0.047,502.100,227.000,349.900,0.035,0.028,0.014,AAA-222-111-000-0-0,,
220228026,00 59 05.240,+00 59 15.26,1,13.166,,,455-001363,00590524+0059152,,STAR,gri,rpm,0.000,4.100,-4.900,4.200,,,14.011,0.050,13.340,0.040,,,13.629,0.050,13.132,0.050,12.968,0.170,,,12.127,0.024,11.758,0.023,11.712,0.026,,,,,,,,,5682,170,170,4.356,0.135,0.513,-0.153,0.200,0.280,1.079,0.924,0.190,0.977,0.092,0.092,0.740,0.488,0.620,530.300,406.700,131.400,0.033,0.022,0.014,AAA-222-111-000-0-0,,
220228043,00 54 05.203,+00 59 17.39,1,13.715,,,455-001245,00540519+0059173,,STAR,gri,rpm,11.600,2.100,-2.500,2.100,,,14.952,0.070,13.971,0.030,,,14.456,0.040,13.655,0.040,13.397,0.070,,,12.261,0.026,11.754,0.026,11.688,0.021,,,,,,,,,4961,99,79,4.557,0.054,1.575,-0.229,0.250,0.450,0.803,4.240,0.074,0.869,0.094,0.067,1.615,0.372,1.609,357.500,1816.000,45.270,0.038,0.014,0.014,AAA-222-111-000-0-0,,
220228046,01 26 38.209,+00 59 17.58,1,17.692,,,,01263820+0059175,,STAR,J,rpm,0.000,3.000,-12.000,2.000,,,,,,,,,,,,,,,,,16.182,0.085,15.376,0.117,14.931,0.109,,,,,,,,,3875,340,283,4.912,0.115,0.115,-0.209,0.240,0.280,0.349,0.110,0.098,0.385,0.133,0.160,8.109,7.200,3.814,644.000,341.500,223.200,0.035,0.029,0.013,ABB-222-111-000-0-0,,0909-0015738
220228050,01 16 01.701,+00 59 18.10,1,18.446,,,,01160170+0059180,,STAR,JHK,rpm,-2.000,6.000,-30.000,6.000,,,,,,,,,,,,,,,,,16.003,0.076,15.385,0.094,15.078,0.128,,,,,,,,,3714,396,297,5.007,0.090,0.108,-0.239,0.250,0.350,0.264,0.100,0.072,0.284,0.141,0.101,12.180,8.506,5.730,426.100,278.500,145.900,0.035,0.026,0.012,AAB-222-111-000-0-0,,0909-0014055
220228059,01 26 49.667,+00 59 18.98,1,12.662,,,455-001949,01264965+0059190,,STAR,gri,rpm,17.700,1.900,-17.500,2.200,,,13.908,0.040,12.946,0.050,,,13.400,0.020,12.619,0.040,12.346,0.020,,,11.191,0.026,10.660,0.024,10.534,0.023,,,,,,,,,4935,77,77,3.852,0.784,0.784,-0.224,0.200,0.200,2.003,2.037,1.381,0.894,0.219,0.156,0.112,2.110,0.100,538.600,469.900,368.100,0.036,0.020,0.014,AAA-222-111-000-0-0,,
220228069,01 25 46.070,+00 59 21.10,1,11.884,,21-957-1,455-001924,01254606+0059212,,STAR,gri,lam,3.900,2.000,-32.200,2.300,,,13.016,0.379,12.430,0.274,,,12.264,0.030,11.893,0.050,11.721,0.080,,,11.018,0.023,10.745,0.022,10.735,0.024,,,,,,,,,6151,148,124,4.277,0.095,0.152,-0.264,0.150,0.180,1.211,0.244,0.149,1.034,0.099,0.082,0.528,0.227,0.208,373.700,82.680,49.720,0.032,0.026,0.012,AAA-222-111-000-0-0,,
220228084,01 28 46.278,+00 59 22.81,1,14.055,,,455-001984,01284627+0059228,,STAR,gri,rpm,4.700,3.100,-7.100,10.200,,,15.204,0.010,14.277,0.080,,,14.734,0.020,14.018,0.050,13.764,0.040,,,12.861,0.029,12.391,0.024,12.302,0.026,,,,,,,,,5105,124,103,4.558,0.045,1.314,-0.294,0.250,0.500,0.787,2.829,0.079,0.844,0.073,0.087,1.623,0.374,1.606,478.600,1654.000,67.480,0.037,0.029,0.013,AAA-222-111-000-0-0,,
220228134,01 13 26.451,+00 59 28.92,1,16.313,,,,01132645+0059289,,STAR,JHK,rpm,20.000,1.000,22.000,4.000,,,,,,,,,,,,,,,,,14.357,0.035,13.777,0.040,13.587,0.036,,,,,,,,,3835,377,188,4.921,0.085,0.102,-0.146,0.200,0.280,0.355,0.097,0.076,0.396,0.124,0.103,8.364,4.740,3.484,285.600,126.800,87.820,0.030,0.026,0.011,AAA-222-111-000-0-0,,0909-0013518
220228135,00 47 25.492,+00 59 28.94,1,17.881,,,,00472549+0059289,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.974,0.077,15.517,0.121,15.219,0.156,,,,,,,,,3868,1211,427,4.933,0.145,0.319,-0.294,0.300,0.540,0.333,0.318,0.127,0.375,0.323,0.179,8.123,10.060,5.885,539.500,924.700,250.400,0.033,0.026,0.012,ABC-222-111-000-0-0,,0909-0008789
220228141,01 03 07.499,+00 59 29.52,1,17.332,,,,01030749+0059295,,STAR,JHK,rpm,-10.000,6.000,-12.000,3.000,,,,,,,,,,,,,,,,,15.435,0.047,14.772,0.051,14.683,0.092,,,,,,,,,4113,308,256,4.813,0.100,0.100,-0.240,0.250,0.300,0.455,0.103,0.099,0.523,0.103,0.124,5.081,2.789,1.800,643.400,222.500,165.300,0.036,0.026,0.012,AAA-222-111-000-0-0,,0909-0011539
220228151,01 22 40.644,+00 59 30.75,1,13.476,,,455-001842,01224063+0059307,,STAR,gri,rpm,30.600,2.200,-43.400,2.400,,,14.466,0.040,13.678,0.030,,,14.053,0.050,13.404,0.010,13.230,0.010,,,12.281,0.023,11.888,0.030,11.793,0.021,,,,,,,,,5317,127,106,4.571,0.048,0.040,-0.410,0.300,0.300,0.741,0.089,0.057,0.767,0.104,0.052,1.779,0.410,0.282,347.900,51.540,37.830,0.023,0.011,0.006,AAA-222-111-000-0-0,,
220228156,00 46 23.959,+00 59 31.01,1,14.212,,,455-001069,00462395+0059311,,STAR,gri,rpm,2.300,3.500,-8.600,3.800,,,15.181,0.070,14.399,0.030,,,14.771,0.050,14.148,0.030,13.973,0.010,,,13.060,0.029,12.627,0.023,12.548,0.029,,,,,,,,,5318,157,125,4.534,0.045,0.765,-0.197,0.200,0.480,0.838,1.381,0.082,0.883,0.053,0.095,1.448,0.334,1.354,569.300,895.400,66.570,0.034,0.024,0.013,AAA-222-111-000-0-0,,
220228163,01 15 41.769,+00 59 31.77,1,15.864,,,,01154176+0059317,,STAR,JHK,rpm,156.000,3.000,32.000,6.000,,,,,,,,,,,,,,,,,13.321,0.028,12.651,0.027,12.330,0.033,,,,,,,,,3471,307,553,5.101,0.126,0.126,-0.180,0.240,0.280,0.189,0.096,0.055,0.164,0.122,0.061,23.430,18.720,11.850,89.850,37.950,30.980,0.021,0.013,0.009,AAA-222-111-000-0-0,,0909-0013986
220228185,01 06 08.459,+00 59 35.45,1,16.129,,,,01060845+0059354,,STAR,JHK,rpm,-20.000,4.000,-44.000,4.000,,,,,,,,,,,,,,,,,13.977,0.028,13.396,0.030,13.149,0.033,,,,,,,,,3642,167,139,4.998,0.045,0.045,-0.050,0.150,0.180,0.284,0.047,0.047,0.289,0.066,0.055,12.480,3.413,3.143,175.300,35.950,35.160,0.029,0.015,0.013,AAA-222-111-000-0-0,,0909-0012034
220228190,01 14 16.455,+00 59 35.94,1,17.245,,,,,4263-301-6-0240-0079,EXTENDED,gri,,-8.000,3.000,18.000,3.000,,,,,,,19.396,0.061,17.939,0.012,17.312,0.012,16.947,0.008,16.700,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220228191,00 45 46.883,+00 59 36.04,1,15.711,,,,00454688+0059360,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.606,0.026,13.060,0.024,12.792,0.029,,,,,,,,,3528,132,212,5.040,0.096,0.060,-0.028,0.150,0.180,0.231,0.056,0.060,0.227,0.074,0.074,16.650,10.790,4.996,115.500,32.600,37.900,0.022,0.018,0.008,AAA-222-111-000-0-0,,0909-0008530
220228207,01 16 39.026,+00 59 37.80,1,16.252,,,,01163902+0059377,,STAR,JHK,rpm,62.000,6.000,-20.000,2.000,,,,,,,,,,,,,,,,,14.014,0.029,13.438,0.029,13.160,0.035,,,,,,,,,3533,139,111,5.043,0.054,0.054,-0.020,0.090,0.210,0.235,0.050,0.035,0.223,0.068,0.049,16.480,5.245,4.651,138.200,38.530,25.610,0.031,0.031,0.014,AAA-222-111-000-0-0,,0909-0014142
