EPIC,KepMag,Kmag,Teff,mass,Radius
integer,float,float,integer,float,float
220507320,13.34,11.969,5915,1.002,1.128
220507369,15.492,13.886,5480,0.781,0.781
220507376,12.316,11.147,6306,1.177,1.375
220507379,15.797,13.935,5330,0.797,0.768
220507405,13.611,12.099,5737,0.941,0.944
220507462,16.362,14.475,5274,0.677,0.646
220507463,15.563,12.428,4048,0.527,0.464
220507467,11.088,9.904,6057,0.885,1.101
220507484,15.913,12.929,4094,0.547,0.488
220507516,14.275,11.325,3912,0.436,0.384
220507529,12.651,11.386,6299,1.173,1.301
220507570,16.067,14.094,,,
220507616,18.912,,,,
220507637,15.696,13.017,4362,0.602,0.554
220507655,13.478,11.946,5735,0.971,1.021
220507695,12.58,11.207,5951,1.081,1.25
220507736,11.458,9.922,5589,0.896,0.882
220507758,11.794,9.748,4990,1.093,3.277
220507784,16.81,14.712,,,
220507785,15.625,13.187,4687,0.722,0.665
220507823,15.076,13.394,5380,0.809,0.785
220507824,13.354,10.353,3867,0.407,0.368
220507827,15.62,12.868,4177,0.564,0.505
220507849,17.073,15.066,,,
220507857,16.918,15.063,5297,0.803,3.601
220507879,14.919,12.572,4759,0.698,0.655
220507881,10.194,,,,
220507914,13.245,11.107,4965,0.92,5.102
220507917,12.053,10.486,5823,0.994,1.028
220507923,14.413,12.848,5809,0.822,0.871
220507937,17.119,15.501,,,
220507950,12.931,10.807,4861,0.675,0.638
220508008,9.797,7.343,4499,0.984,16.909
220508027,15.335,13.146,4728,0.736,0.677
220508035,12.763,11.2,5760,0.886,0.923
220508065,13.476,10.362,3923,0.453,0.401
220508113,14.901,11.987,3794,0.395,0.364
220508132,16.103,14.441,,,
220508134,15.816,13.291,4324,0.602,0.54
220508159,11.522,,,,
220508169,12.675,11.262,6071,1.04,1.286
220508219,15.961,13.991,,,
220508264,16.255,14.685,,,
220508305,12.149,9.835,4508,0.67,0.614
220508312,10.234,8.952,5924,1.074,1.268
220508343,14.466,12.94,5881,0.893,0.996
220508358,15.978,,,,
220508395,16.019,15.05,,,
220508420,12.038,10.641,5847,0.778,0.832
220508427,12.139,10.822,6050,1.062,1.219
220508483,16.8,14.81,,,
220508508,16.605,,,,
220508532,11.766,10.324,5952,1.087,1.334
220508571,17.562,15.071,,,
220508582,11.459,10.37,6476,1.279,1.501
220508609,8.176,5.837,4820,1.204,4.67
220508611,9.801,7.738,4807,1.256,10.772
220508614,13.647,11.567,4878,0.911,4.042
220508619,17.197,15,,,
220508631,10.998,9.102,4940,0.941,5.595
220508645,14.203,12.023,4694,0.769,0.691
220508669,15.759,13.914,4200,0.391,0.343
220508670,12.509,10.922,5680,0.927,0.95
220508689,13.878,12.45,5920,0.93,1.052
220508712,13.745,11.711,5019,0.723,0.683
220508713,13.013,10.496,4142,0.579,0.511
220508719,15.89,13.233,4731,0.721,0.669
220508752,13.696,11.859,5228,0.801,0.753
220508781,17.767,,,,
220508784,11.677,10.279,6033,1.07,1.353
220508844,15.502,13.582,5122,0.622,0.574
220508845,14.96,12.125,3497,0.213,0.225
220508864,16.7,14.684,,,
220508909,13.284,11.352,5049,0.817,0.754
220508918,16.838,14.826,5142,0.809,9.239
220508961,13.026,11.411,5500,0.938,0.9
220508968,13.316,11.75,5535,0.975,0.951
220509021,13.203,11.601,5708,1.002,1.032
220509025,14.103,11.985,4934,0.83,0.771
220509047,16.993,15.232,5127,0.581,0.521
220509097,14.118,12.699,5868,0.945,1.047
220509098,13.991,12.201,5526,0.844,0.819
220509111,13.019,11.022,5142,0.87,0.807
220509155,14.183,10.884,3789,0.429,0.386
220509157,15.897,14.716,5438,0.808,0.803
220509173,10.842,9.499,6031,1.094,1.273
220509234,11.36,10.199,6146,0.992,1.262
220509248,15.357,13.147,4716,0.717,0.66
220509256,14.052,12.163,5152,0.859,0.794
220509279,16.366,,,,
220509282,16.492,12.818,3663,0.336,0.312
220509309,14.827,12.466,4546,0.689,0.628
220509333,11.963,10.291,5326,0.92,0.858
220509335,13.379,11.321,4947,0.906,7.154
220509364,15.663,14.163,,,
220509400,14.277,12.153,4844,0.805,0.74
220509429,14.596,10.468,,,
220509441,16.377,12.567,3410,0.187,0.205
220509444,14.912,13.451,6114,0.796,0.91
220509474,15.352,12.828,4551,0.726,0.644
220509481,13.526,12.017,5713,0.994,1.007
220509537,13.118,11.548,5758,0.873,0.898
220509547,12.629,11.103,5554,0.92,0.921
220509645,15.85,13.015,4007,0.469,0.42
220509655,18.575,,,,
220509662,13.047,11.038,5023,0.868,2.189
220509680,10.969,9.681,6065,1.053,1.312
220509688,14.436,12.638,5165,0.805,0.759
220509714,13.112,11.918,6106,1.137,1.441
220509749,13.027,11.555,5616,0.898,0.889
220509763,13.208,11.535,5580,1.069,1.835
220509768,16.195,13.219,3620,0.278,0.268
220509778,17.134,14.813,,,
220509785,13.305,10.963,4587,0.679,0.63
220509790,14.675,12.787,5256,0.735,0.704
220509795,14.2,12.046,4828,0.771,0.704
220509820,13.815,12.494,6007,0.93,1.121
220509841,14.664,12.556,5072,0.749,0.722
220509865,16.345,13.784,3768,0.339,0.312
220509891,15.289,12.593,4296,0.613,0.542
220509903,12.465,11.109,6017,1.078,1.334
220509912,15.712,14.245,5671,0.896,0.917
220509938,15.803,13.671,4823,0.69,0.65
220509944,15.911,13.443,4348,0.537,0.492
220509948,15.321,13.125,,,
220509950,15.952,13.247,3965,0.446,0.396
220509975,13.277,11.308,5092,0.836,0.781
220509982,11.791,9.617,4813,1.058,2.759
220510013,14.124,12.268,5004,0.76,0.712
220510022,13.659,10.661,3963,0.486,0.425
220510025,12.552,10.756,5173,0.774,0.724
220510030,12.581,10.936,5451,0.771,0.755
220510033,15.517,12.382,4170,0.578,0.507
220510049,14.197,12.332,5132,0.818,0.763
220510050,13.562,12.818,7172,0.811,4.31
220510068,14.23,11.478,4339,0.636,0.574
220510077,12.474,11.177,6106,1.115,1.34
220510160,11.753,10.26,5997,1.037,1.182
220510178,14.252,11.394,4063,0.536,0.468
220510179,12.518,10.396,5029,0.935,2.53
220510189,17.414,,,,
220510221,9.832,8.406,5877,1.095,1.816
220510226,10.796,8.884,5044,0.912,0.868
220510234,14.654,12.772,5194,0.865,0.806
220510278,12.959,11.71,6287,1.183,1.375
220510292,16.949,,,,
220510328,12.832,12.29,4623,0.529,0.469
220510394,13.788,11.445,4749,0.791,0.721
220510395,13.031,11.291,5331,1.083,1.996
220510421,14.242,11.42,3546,0.205,0.217
220510425,19.204,,,,
220510430,13.915,12.151,5440,0.904,0.867
220510467,15.951,12.269,3452,0.207,0.22
220510477,9.163,6.349,4961,0.87,13.155
220510493,14.482,10.835,3372,0.173,0.188
220510535,13.131,11.574,5544,0.892,0.863
220510556,14.251,12.147,4942,0.808,0.742
220510569,14.549,11.109,3487,0.209,0.213
220510606,12.376,10.637,5243,0.777,0.719
220510639,19.283,,,,
220510645,15.33,12.337,4295,0.625,0.558
220510697,17.748,15.111,,,
220510726,13.585,12.039,5778,0.89,0.927
220510731,13.564,12.121,5837,0.925,0.979
220510752,15.896,12.668,4021,0.509,0.452
220510805,12.4,11.009,5974,1.023,1.234
220510814,14.583,11.658,4075,0.53,0.474
220510825,14.421,12.529,5060,0.738,0.703
220510843,13.992,11.145,4037,0.519,0.459
220510851,11.977,9.938,5006,0.947,3.341
220510871,14.222,12.247,4988,0.887,3.29
220510874,13.015,11.525,5985,1.076,1.293
220510875,14.637,11.82,3978,0.5,0.436
220510881,12.548,11.255,6038,1.079,1.339
220510903,13.95,11.506,4509,0.696,0.633
220510915,15.609,12.15,4144,0.562,0.493
220510953,14.991,12.751,,,
220510954,12.701,10.966,5396,0.943,0.897
220510968,14.723,13.04,5705,0.898,0.921
220510972,13.111,11.619,5876,0.977,1.048
220511014,16.109,14.043,,,
220511024,17.151,15.5,,,
220511068,12.143,10.051,4919,1.067,3.863
220511077,13.718,12.154,5610,0.937,0.938
220511089,15.499,12.986,,,
220511116,15.758,13.135,4827,0.762,0.702
220511142,11.591,9.876,5269,0.902,8.969
220511165,12.87,10.933,5239,0.9,0.844
220511170,15.772,12.428,3673,0.335,0.306
220511194,12.43,11.112,5994,1.034,1.27
220511198,12.056,10.419,5743,1.034,1.182
220511205,17.981,,,,
220511219,15.999,14.627,,,
220511225,15.499,11.804,3661,0.355,0.329
220511280,11.177,9.869,6036,1.066,1.307
220511295,13.935,12.042,5217,0.843,0.79
220511309,11.933,10.181,5483,0.991,1.719
220511337,15.143,11.992,4432,0.576,0.53
220511366,12.976,11.694,6200,1.127,1.259
220511381,12.077,10.474,5716,1.018,1.025
220511385,17.12,,,,
220511439,14.431,11.634,4091,0.536,0.476
220511481,15.79,12.639,3849,0.413,0.374
220511536,13.485,12.209,6283,1.046,1.317
220511553,18.859,,,,
220511558,15.919,15.094,,,
220511559,13.802,11.617,4890,0.808,0.747
220511595,11.347,10.229,6509,1.385,1.706
220511613,12.807,10.915,5147,0.914,2.845
220511703,16.96,15.356,5423,0.791,0.818
220511720,18.814,15.597,3592,0.162,0.177
220511754,11.63,10.15,5572,0.904,0.907
220511782,15.635,13.12,4482,0.634,0.578
220511787,12.854,11.268,5821,1.012,1.096
220511797,10.78,9.309,5886,1.136,1.456
220511803,12.564,10.9,5270,0.897,5.685
220511837,15.536,12.617,4000,0.467,0.415
220511848,12.722,10.018,4272,0.607,0.55
220511917,17.762,,,,
220511967,15.506,12.544,4223,0.592,0.525
220511969,15.047,12.858,4772,0.7,0.658
220511971,13.821,12.213,5569,0.877,0.869
220511999,18.38,,,,
220512015,9.673,8.16,6723,1.56,2.204
220512059,17.795,15.153,4402,0.377,0.329
220512064,14.054,12.547,5673,0.871,0.885
220512116,12.107,10.171,4469,0.708,0.635
220512172,13.918,12.095,5474,0.921,0.892
220512190,15.603,13.795,4558,0.667,0.612
220512194,11.887,10.482,5996,1.097,1.308
220512211,16.807,14.827,5206,0.809,6.225
220512215,12.107,10.511,4906,0.819,0.741
220512247,17.554,,,,
220512248,12.117,11.12,6366,1.209,1.425
220512271,11.323,10.156,6251,1.262,1.589
220512291,17.502,,,,
220512294,10.942,5.958,3584,0.963,113.351
220512317,13.376,11.892,5861,1.023,1.167
220512358,19.751,,,,
220512368,16.328,14.103,,,
220512372,14.848,13.202,5812,0.8,0.855
220512394,13.884,11.368,4488,0.664,0.6
220512402,15.59,12.541,4142,0.572,0.51
220512417,16.464,13.397,4080,0.518,0.468
220512435,14.43,12.289,4986,0.8,0.736
220512516,13.83,12.29,5648,0.878,0.88
220512559,12.45,10.962,5903,1.108,1.391
220512566,13.301,11.525,5306,0.909,0.891
220512681,14.358,12.303,5183,0.869,0.88
220512723,13.902,11.727,4836,0.731,0.683
220512732,15.7,14.707,6162,0.844,1.084
220512755,11.435,9.881,5842,1.065,1.152
220512762,12.842,11.666,6134,1.092,1.246
220512765,14.848,11.877,3911,0.479,0.426
220512768,13.809,11.744,4735,0.758,0.697
220512791,15.599,12.777,3771,0.381,0.343
220512792,12.702,11.429,5959,0.943,1.023
220512813,15.734,12.474,4050,0.52,0.467
220512867,14.393,12.775,5606,0.875,0.875
220512949,12.28,10.177,4993,1.023,3.128
220512953,15.611,13.123,4621,0.689,0.632
220512986,12.376,10.165,4785,0.991,6.505
220512987,13.163,11.965,6110,0.996,1.231
220512996,16.893,14.827,5017,0.805,9.622
220513003,15.858,14.369,5904,0.854,0.969
220513011,12.723,10.549,4836,1.033,5.611
220513033,9.393,6.885,4785,1.146,10.813
220513042,14.655,12.805,5110,0.773,0.729
220513050,14.267,11.554,4027,0.517,0.467
220513069,13.186,11.528,5570,0.923,0.919
220513098,13.672,12.364,6020,1.012,1.155
220513105,18.055,15.243,3753,0.243,0.244
220513134,14.43,12.306,4945,0.752,0.707
220513140,13.542,12.013,5756,0.98,1.033
220513142,17.252,,,,
220513173,18.34,,,,
220513190,12.778,10.982,5176,0.879,0.817
220513205,13.657,10.395,3855,0.445,0.39
220513206,11.602,,,,
220513239,16.456,13.45,3675,0.285,0.279
220513264,15.846,13.238,,,
220513270,12.027,10.794,6348,1.243,1.469
220513288,12.482,10.648,5189,0.897,3.14
220513346,13.024,11.43,5653,0.932,0.988
220513357,13.595,11.611,5019,0.844,0.776
220513409,12.549,11.09,5755,0.93,0.958
220513482,10.147,7.963,4769,1.116,10.515
220513502,16.774,14.739,4736,0.519,0.451
220513540,17.293,15.238,,,
220513626,15.17,12.574,5102,0.866,0.834
220513641,12.622,11.112,5770,1.028,1.073
220513700,12.767,9.127,3757,0.397,0.357
220513717,19.242,,,,
220513731,12.467,10.171,4715,0.973,9.104
220513748,12.054,10.03,4827,1.005,7.354
220513761,14.666,11.242,3500,0.248,0.257
220513790,15.182,13.216,5152,0.811,0.781
220513797,13.666,12.41,5706,0.951,1.006
220513804,14.27,12.129,4731,0.744,0.692
220513818,16.574,15.406,,,
220513832,16.358,12.543,3722,0.345,0.319
220513838,15.937,13.267,4341,0.603,0.547
220513850,15.685,12.563,4139,0.549,0.495
220513870,13.948,12.38,5811,0.89,0.919
220513880,17.579,,,,
220513893,14.938,13.315,5842,0.861,0.938
220513896,16.487,13.984,,,
220513898,16.394,12.531,3689,0.319,0.297
220513903,15.885,13.172,4073,0.486,0.434
220513981,13.009,11.513,5905,0.953,1.048
220513986,17.232,,,,
220514033,15.501,12.179,3713,0.337,0.305
220514052,13.745,12.089,5625,0.959,0.949
220514077,15.979,14.377,5910,0.846,0.978
220514085,14.328,12.414,5129,0.825,0.768
220514093,11.729,10.381,6254,1.228,1.509
220514112,14.168,12.653,5874,0.947,1.005
220514140,17.726,15.001,,,
220514155,12.588,10.771,5410,0.886,0.835
220514171,12.924,10.962,4897,0.963,4.663
220514178,13.668,11.861,5168,0.886,2.346
220514202,12.179,10.593,5611,0.903,0.903
220514235,15.931,14.483,5634,0.827,0.865
220514262,12.267,10.889,6016,1.054,1.226
220514315,15.653,12.548,3761,0.374,0.349
220514355,13.507,11.426,5024,0.777,0.73
220514382,17.425,15.076,4064,0.412,0.393
220514415,16.213,14.612,,,
220514429,16.738,14.946,,,
220514435,14.57,11.713,3908,0.459,0.413
220514458,14.037,12.086,5038,0.845,0.784
220514465,15.335,12.098,3925,0.493,0.431
220514472,14.334,11.033,3557,0.224,0.229
220514502,17.695,,,,
220514519,13.703,12.179,5769,0.728,0.726
220514524,15.976,13.39,4267,0.569,0.51
220514544,16.969,15.169,5342,0.599,0.532
220514556,16.093,12.766,3461,0.206,0.218
220514558,17.662,,,,
220514576,13.493,12.093,5829,0.942,1.015
220514619,14.131,12.241,5303,0.851,0.811
220514632,10.897,9.606,6079,1.133,1.359
220514645,14.453,12.932,5967,0.877,1.051
220514647,8.506,6.453,5413,0.929,0.877
220514653,12.542,10.824,5420,0.924,0.882
220514654,17.502,15.108,3636,0.222,0.221
220514656,13.692,12.223,5633,0.963,0.957
220514657,15.943,13.016,3992,0.481,0.424
220514682,13.355,12.054,5930,0.979,1.156
220514748,13.729,12.278,5943,0.975,1.081
220514751,17.748,,,,
220514780,13.678,11.498,4784,0.905,6.364
220514858,11.189,8.985,4733,0.803,0.731
220514882,13.763,12.176,5783,0.973,0.985
220514891,15.223,13.399,5233,0.784,0.755
220514907,17.621,,,,
220514915,15.783,13.104,4317,0.611,0.551
220514925,14.269,12.817,5675,0.899,0.911
220514934,9.899,7.976,5322,0.885,9.539
220515000,12.824,10.415,4557,0.892,15.48
220515030,12.342,,,,
220515039,9.59,7.485,4954,0.9,10.455
220515047,17.354,,,,
220515130,14.893,12.376,4584,0.646,0.596
220515216,14.535,11.704,3505,0.195,0.21
220515244,12.064,10.877,6116,1.132,1.373
220515260,13.515,12.149,6042,1.037,1.209
220515287,15.865,13.919,,,
220515373,13.98,11.996,4974,0.833,0.775
220515399,15.08,12.944,4765,0.712,0.669
220515428,15.311,13.141,4810,0.743,0.687
220515446,14.38,12.314,4895,0.845,5.274
220515454,14.81,12.751,4716,0.52,0.467
220515470,13.739,12.326,6074,1.02,1.247
220515484,13.419,11.28,4890,0.815,0.752
220515494,13.638,12.202,6007,0.974,1.148
220515507,13.061,11.738,6088,0.98,1.187
220515539,13.521,10.991,4249,0.525,0.464
220515548,14.071,11.278,4063,0.55,0.491
220515551,14.178,12.577,5411,0.89,0.86
220515573,14.993,11.931,4064,0.545,0.48
220515589,15.738,14.235,5234,0.785,0.754
220515598,16.003,13.961,,,
220515668,14.382,12.654,5385,0.874,0.825
220515732,12.605,10.443,4849,0.948,5.58
220515749,16.199,14.023,,,
220515750,16.88,14.765,,,
220515754,13.986,12.053,5232,0.876,0.822
220515762,17.648,14.142,3291,0.15,0.172
220515770,14.731,12.926,5288,0.668,0.636
220515772,13.658,12.159,5792,0.955,0.986
220515798,17.049,15.228,5462,0.625,0.567
220515814,13.869,11.352,4305,0.617,0.559
220515847,15.816,14.909,,,
220515869,15.931,14.379,5813,0.844,0.933
220515872,13.311,11.76,5579,0.926,0.926
220515906,18.247,,,,
220516000,12.694,11.131,5699,0.903,0.925
220516035,13.716,12.167,5669,0.922,0.918
220516058,13.108,11.753,6123,1.098,1.308
220516093,14.142,12.261,5153,0.839,0.793
220516198,13.725,12.007,5448,0.881,0.848
220516215,11.945,9.479,4535,0.952,14.414
220516230,16.697,,,,
220516258,12.939,10.937,4987,0.987,3.108
220516283,17.381,15.417,,,
220516298,16.939,,,,
220516319,12.681,11.101,5882,1.064,1.2
220516331,13.77,12.19,5436,0.876,0.848
220516371,11.892,10.104,5133,0.92,0.839
220516372,14.262,11.898,4539,0.668,0.619
220516424,15.171,12.369,4242,0.592,0.535
220516443,14.605,10.578,3179,0.139,0.161
220516447,18.244,15.238,4080,0.276,0.264
220516470,15.552,12.197,3749,0.381,0.338
220516474,16.409,13.059,3614,0.273,0.27
220516507,13.46,10.914,4401,0.666,0.599
220516569,14.736,12.926,5446,0.827,0.81
220516579,19.051,,,,
220516596,14.228,12.503,5296,0.823,0.793
220516610,12.797,10.71,4930,0.987,4.207
220516626,15.997,13.862,4559,0.605,0.559
220516628,17.708,,,,
220516643,16.403,14.833,3987,0.44,0.38
220516645,17.109,14.597,,,
220516683,12.975,11.601,6002,1.064,1.154
220516685,13.491,12.191,6013,1.033,1.213
220516690,15.401,12.271,3438,0.192,0.209
220516695,15.281,12.314,3543,0.228,0.231
220516706,9.676,7.854,5829,0.982,0.973
220516712,15.105,12.673,4502,0.697,0.633
220516722,15.767,12.941,4517,0.647,0.62
220516747,15.772,13.996,5510,0.841,0.859
220516765,13.048,11.575,5820,0.899,0.934
220516770,15.364,13.133,4725,0.707,0.655
220516787,17.256,14.72,4220,0.362,0.327
220516794,14.056,10.843,3798,0.454,0.409
220516797,14.274,12.246,4935,0.826,0.754
220516802,17.853,15.521,,,
220516821,16.12,13.667,,,
220516834,16.402,,,,
220516844,15.55,12.37,,,
220516857,16.985,15.128,5377,0.799,2.458
220516873,17.47,,,,
220516899,14.314,10.42,3414,0.205,0.221
220516902,14.263,12.221,4882,1.01,3.332
220516963,15.913,14.105,5464,0.82,0.811
220516974,13.359,11.702,5508,0.946,1.018
220516985,16.087,14.351,,,
220517070,14.14,10.989,,,
220517099,12.68,10.975,5626,0.949,0.948
220517186,12.925,11.383,5695,0.984,1.004
220517191,13.755,11.674,4920,0.931,4.647
220517207,12.873,11.435,5873,1.072,1.172
220517217,13.007,11.024,4993,1.041,3.169
220517242,13.855,10.708,3651,0.311,0.293
220517246,15.919,13.266,4036,0.479,0.426
220517255,15.894,12.224,3602,0.266,0.264
220517284,15.034,11.908,3785,0.416,0.379
220517291,12.684,10.874,5109,0.914,3.044
220517293,10.02,5.26,3321,0.996,147.187
220517395,12.099,10.486,5601,0.925,0.92
220517407,10.614,8.373,4638,1.137,10.832
220517440,17.527,15.364,,,
220517450,13.442,11.513,4804,0.762,0.699
220517455,17.136,14.109,3813,0.376,0.338
220517502,9.646,8.56,6156,1.357,2.074
220517518,13.642,12.051,5805,1.015,1.084
220517539,12.997,11.461,5690,0.995,1.02
220517579,15.104,13.698,,,
220517581,11.873,9.825,5087,0.928,3.298
220517589,13.714,11.86,5159,0.879,2.724
220517603,15.971,13.73,4537,0.684,0.624
220517615,16.854,14.312,,,
220517642,15.922,13.84,3270,0.138,0.157
220517647,16.216,14.618,5381,0.83,0.802
220517667,17.6,14.776,4140,0.543,0.483
220517680,13.376,11.613,5452,0.942,0.916
220517695,13.689,11.726,5178,0.9,0.83
220517709,16.268,13.939,,,
220517745,17.054,14.717,,,
220517798,17.621,,,,
220517799,15.831,12.403,3708,0.341,0.308
220517886,14.869,11.915,3596,0.265,0.271
220517933,13.592,11.666,5176,0.857,0.792
220517954,13.773,12.236,5688,0.979,0.971
220517980,13.444,11.297,4555,0.731,0.654
220518010,17.387,13.712,3654,0.256,0.254
220518018,12.659,11.089,5730,1.02,1.118
220518043,15.35,12.319,3998,0.493,0.44
220518050,17.006,14.335,4149,0.551,0.495
220518116,16.376,13.182,3641,0.25,0.25
220518169,16.626,12.918,3562,0.257,0.259
220518227,17.703,,,,
220518280,16.845,14.395,,,
220518290,14.868,12.862,5008,0.791,0.739
220518360,13.711,12.082,5505,0.92,0.881
220518387,12.459,10.953,5793,0.985,1.004
220518401,14.347,11.606,4031,0.506,0.444
220518415,13.799,12.177,5364,0.801,0.764
220518425,13.321,10.949,4087,0.374,0.335
220518431,14.224,12.38,5221,0.818,0.757
220518434,17.286,14.544,4089,0.269,0.256
220518458,19.292,,,,
220518487,11.947,10.198,5530,0.959,0.935
220518513,14.351,12.65,5355,0.835,0.801
220518516,11.125,9.265,5202,1.065,2.361
220518560,13.748,12.099,5548,0.942,0.917
220518563,17.714,,,,
220518607,15.562,11.938,3341,0.157,0.175
220518608,15.364,11.587,3604,0.303,0.284
220518629,14.7,13.015,5375,0.813,0.779
220518651,14.639,12.607,5008,0.734,0.689
220518690,12.647,10.284,4549,0.817,43.865
220518741,15.868,12.871,3652,0.299,0.292
220518784,14.822,12.139,4281,0.608,0.553
220518811,15.7,12.059,3628,0.23,0.24
220518824,18.973,,,,
220518825,17.866,,,,
220518837,15.468,12.17,3830,0.447,0.398
220518860,14.164,12.269,4891,0.749,0.702
220518877,19.451,,,,
220518963,13.948,11.545,4677,0.746,0.682
220518976,16.152,,,,
220518977,12.671,10.421,4757,0.956,8.67
220518982,11.336,10.141,5961,0.963,1.096
220518991,14.476,11.495,3865,0.467,0.415
220519015,14.576,12.164,4673,0.746,0.684
220519018,16.472,12.61,3601,0.275,0.27
220519030,13.661,12.331,6074,0.982,1.171
220519042,15.575,11.319,3558,0.268,0.267
220519093,15.365,12.29,3845,0.414,0.371
220519114,15.4,13.6,5206,0.672,0.645
220519127,16.415,14.925,5591,0.755,0.764
220519144,16.248,12.28,3764,0.392,0.349
220519176,14.625,12.289,4678,0.697,0.652
220519192,15.513,12.644,4130,0.557,0.5
220519195,12.575,10.991,5837,1.012,1.041
220519257,15.127,12.47,3890,0.44,0.392
220519262,12.688,11.424,6255,1.178,1.359
220519278,13.558,12.085,5642,0.928,0.937
220519283,13.24,11.716,5773,1.011,1.091
220519296,13.274,11.843,5795,0.89,0.97
220519312,14.554,12.99,5927,0.841,0.926
220519332,18.556,,,,
220519368,17.957,15.224,,,
220519377,16.433,12.846,3949,0.487,0.429
220519406,16.467,14.707,5523,0.733,0.721
220519429,11.137,10.541,7503,1.644,1.822
220519450,17.788,,,,
220519545,13.489,12.062,5949,0.95,1.097
220519564,15.178,13.704,5888,0.787,0.864
220519567,14.376,12.304,4760,0.723,0.675
220519623,12.338,11.059,6146,1.09,1.321
220519654,15.375,13.937,,,
220519707,15.042,12.035,3842,0.427,0.381
220519709,13.8,12.505,5838,0.973,1.076
220519732,17.467,14.575,4019,0.271,0.263
220519741,17.935,15.279,4331,0.587,0.524
220519744,13.209,11.334,5293,0.859,0.818
220519765,15.741,13.347,4613,0.648,0.602
220519784,14.48,12.774,5286,0.834,0.801
220519839,17.613,14.911,4108,0.541,0.48
220519870,13.365,11.901,5842,0.958,1.031
220519888,15.678,11.435,3133,0.133,0.155
220519942,12.777,10.821,5016,0.981,3.27
220519953,12.932,10.911,5078,0.829,0.77
220520016,13.191,10.924,4805,0.768,0.713
220520129,19.13,,,,
220520136,12.991,11.346,5606,0.975,0.955
220520146,13.968,12.524,5731,0.827,0.886
220520162,16.233,13.74,4803,0.729,0.679
220520281,12.949,11.189,5548,0.992,0.977
220520336,14.104,12.424,5630,0.84,0.842
220520341,12.758,10.682,4823,0.961,6.382
220520346,15.571,13.334,,,
220520352,12.192,10.644,5646,0.935,0.943
220520371,15.753,14.08,5040,0.79,0.735
220520374,12.206,9.742,3887,0.445,0.393
220520389,10.826,9.488,6239,1.195,1.39
220520450,11.891,10.493,5761,1.016,1.176
220520458,12.324,10.845,5837,0.96,1.012
220520461,13.082,11.669,5866,0.912,1.099
220520477,9.662,7.256,5027,0.896,9.2
220520481,10.874,8.77,4786,1.04,10.371
220520510,14.435,11.967,4636,0.721,0.663
220520536,18.295,15.441,,,
220520561,15.921,13.06,4057,0.506,0.455
220520586,14.728,13.107,5254,0.676,0.652
220520597,10.509,8.452,4875,1.005,9.787
220520609,12.295,9.111,4006,0.849,79.681
220520611,14.741,11.509,3641,0.319,0.307
220520629,11.411,10.196,6133,1.149,1.519
220520641,15.455,13.301,,,
220520647,15.846,13.526,4026,0.301,0.278
220520658,12.277,10.982,6072,1.117,1.362
220520663,11.943,10.387,5612,1,0.987
220520667,13.893,12.523,6000,0.859,1.015
220520671,12.704,10.324,4568,0.93,13.951
220520687,17.929,,,,
220520695,16.706,14.955,5367,0.782,0.768
220520709,15.907,14.491,5966,0.854,1.018
220520731,13.252,11.674,5527,0.955,0.987
220520760,15.057,12.632,4520,0.659,0.609
220520791,17.207,15.336,,,
220520815,14.88,13.531,6027,0.918,1.105
220520823,13.682,12.432,6028,0.832,0.969
220520869,10.685,8.739,4932,0.944,7.696
220520933,14.081,11.877,4886,0.746,0.681
220521035,17.777,,,,
220521074,18.712,,,,
220521077,14.657,11.56,3831,0.347,0.317
220521084,12.845,11.405,5837,0.999,1.042
220521089,11.92,9.913,5040,0.966,4.659
220521092,17.691,14.928,,,
220521133,14.538,12.874,5581,0.765,0.781
220521183,14.241,12.277,5037,0.802,0.747
220521199,9.075,6.755,4876,1.036,10.585
220521238,11.892,9.924,5070,1.031,2.677
220521254,18.333,,,,
220521276,13.643,12.165,5935,1.035,1.179
220521305,17.719,15.462,,,
220521314,14.796,11.532,3592,0.281,0.272
220521320,14.962,12.148,4073,0.513,0.452
220521324,16.814,14.708,,,
220521393,12.247,10.809,5975,1.126,1.497
220521458,14.437,11.441,3962,0.515,0.454
220521466,15.619,12.643,4201,0.59,0.522
220521470,11.649,9.182,4491,0.945,17.644
220521485,15.988,14.484,5717,0.823,0.873
220521492,11.705,,,,
220521522,16.795,14.633,4930,0.809,15.417
220521549,15.277,13.562,,,
220521578,17.424,,,,
220521620,13.314,11.003,4676,0.939,9.121
220521627,15.61,12.705,4194,0.577,0.522
220521668,12.58,11.249,6032,1.04,1.467
220521685,12.66,11.241,5747,0.98,1.038
220521699,15.666,12.373,3691,0.352,0.326
220521713,12.116,10.611,5983,1.108,1.276
220521801,14.103,11.828,4861,0.805,0.738
220521805,16.585,15.122,5561,0.792,0.84
220521813,15.465,13.761,,,
220521826,15.511,11.847,3639,0.262,0.258
220521840,16.635,14.31,,,
220521862,14.497,13.09,5948,0.752,0.805
220521895,11.222,9.964,6085,1.121,1.308
220521911,13.104,11.579,5862,1.009,1.054
220521941,11.117,8.991,4923,0.821,0.759
220521965,12.743,11.175,5836,1.026,1.122
220521977,14.458,11.712,4085,0.535,0.48
220522038,14.859,13.311,5757,0.76,0.79
220522056,15.647,13.174,4417,0.625,0.567
220522059,13.375,11.837,5735,0.957,0.966
220522109,9.089,6.836,4686,1.22,10.984
