EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
213037454,19 05 33.567,-31 04 52.36,1,14.932,,,295-221906,19053356-3104523,STAR,JHK,rpm,-46,2,19,3.2,,,,,,,,,,,,,12.665,0.024,12.018,0.025,11.802,0.023,3858,152,152,4.882,0.072,0.04,-0.057,0.18,0.15,0.401,0.035,0.067,0.45,0.046,0.084,6.712,2.769,1.065,144.7,21.82,29.12,0.052,0.015,0.018,AAA-222-111-000-0-0,,
213037617,19 05 13.271,-31 04 48.86,1,15.669,,,,19051326-3104488,STAR,JHK,col,,,,,,,,,,,,,,,,,13.659,0.024,13.063,0.029,12.873,0.026,4703,186,336,2.482,2.146,0.185,-0.304,0.4,0.48,8.844,2.419,8.225,0.955,0.158,0.222,0.001,2.538,6.84E-04,6341,1248,5863,0.324,0.109,0.218,AAA-222-111-000-0-0,,
213044320,19 04 33.274,-31 02 37.94,1,14.656,,,295-221567,19043326-3102380,STAR,JHK,rpm,-21.7,1.5,-96.7,1.5,,,,,,,,,,,,,12.379,0.023,11.699,0.022,11.513,0.024,4038,200,200,4.847,0.105,0.075,-0.21,0.2,0.32,0.42,0.083,0.089,0.48,0.079,0.111,5.69,3.667,1.52,146.4,68.56,40.1,0.051,0.025,0.018,AAA-222-111-000-0-0,,
213045572,19 06 50.691,-31 02 14.35,1,11.881,,7410-2961-1,295-222364,19065073-3102144,STAR,gri,rpm,-0.5,3.1,-33,3.3,,,12.664,0.274,12.057,0.21,12.407,0.03,11.902,0.04,11.656,0.06,10.671,0.024,10.291,0.026,10.194,0.021,5682,135,169,4.194,0.3,1.62,-0.282,0.25,1.15,1.279,6.299,0.459,0.919,0.091,0.11,0.476,0.896,0.474,319.1,1197,129.3,0.083,0.011,0.022,AAA-222-111-000-0-0,,
213051455,19 06 13.791,-31 00 21.88,1,11.954,,,295-222107,19061378-3100218,STAR,JHK,rpm,32,2.3,-42.1,2.9,,,,,,,,,,,,,10.589,0.027,10.124,0.024,10.057,0.023,5166,158,158,4.558,0.035,0.98,-0.201,0.25,0.4,0.799,1.741,0.057,0.855,0.089,0.063,1.595,0.279,1.542,179.6,341.3,26.03,0.066,0.119,0.022,AAA-222-111-000-0-0,,
213062557,19 04 45.161,-30 56 55.13,1,8.859,,7410-2809-1,296-218049,19044515-3056552,STAR,BV,rpm,-1.5,1.3,-8,1.3,,,8.822,0.017,8.763,0.015,,,,,,,8.629,0.027,8.607,0.051,8.6,0.021,9368,1712,1223,3.868,0.27,0.27,0.022,0.12,0.12,2.917,1.222,1,2.642,0.516,0.619,0.084,0.177,0.051,445.5,188.1,153.6,0.108,0.09,0.034,AAA-112-111-000-0-0,,
213063050,19 04 44.084,-30 56 45.62,1,11.744,,,296-218040,19044408-3056456,STAR,JHK,rpm,-10.1,4.4,-2.9,3.7,,,,,,,,,,,,,10.767,0.029,10.536,0.022,10.514,0.019,6456,261,261,4.097,0.204,0.272,0.02,0.12,0.12,1.661,0.853,0.401,1.397,0.238,0.17,0.278,0.24,0.187,476.5,230.2,122,0.106,0.062,0.028,AAA-222-111-000-0-0,,
213065187,19 07 05.457,-30 56 05.53,1,16.282,,,,19070545-3056055,STAR,JHK,col,,,,,,,,,,,,,,,,,14.235,0.033,13.676,0.036,13.438,0.037,4711,276,1106,3.226,1.72,0.86,-0.25,0.35,0.56,3.361,4.909,3.136,0.864,0.149,0.622,0.012,11.66,0.011,3573,4745,3402,0.184,0.216,0.135,AAA-222-111-000-0-0,,
213070094,19 06 52.551,-30 54 36.25,1,13.772,,,296-218817,19065255-3054362,STAR,gri,rpm,2.7,1.6,-53.3,1.6,,,15.345,0.07,14.147,0.037,14.806,0.038,13.699,0.044,13.33,0.02,12.038,0.024,11.408,0.025,11.328,0.023,4417,108,54,4.72,0.035,0.07,-0.214,0.3,0.25,0.565,0.096,0.043,0.626,0.102,0.061,3.354,0.541,0.941,182,53.53,16.77,0.061,0.02,0.017,AAA-222-111-000-0-0,,
213070332,19 05 16.179,-30 54 32.41,1,13.125,,,296-218259,19051618-3054324,STAR,gri,rpm,-2.3,1.8,1.6,1.9,,,14.976,0.15,13.505,0.03,14.181,0.035,13.068,0.042,12.672,0.062,11.362,0.024,10.77,0.023,10.656,0.021,4633,131,94,2.464,0.286,0.132,0.03,0.2,0.24,11.258,0.973,2.183,1.333,0.543,0.247,9.15E-04,0.001,2.76E-04,2674,217.7,387.5,0.249,0.105,0.126,AAA-222-111-000-0-0,,
213072346,19 06 15.117,-30 53 56.35,1,11.888,,7410-2372-1,296-218557,19061513-3053563,STAR,gri,rpm,-9.4,2.7,-13.7,2.6,,,11.659,0.095,11.082,0.095,13.929,0.9,10.958,0.27,11.014,0.06,10.285,0.022,10.114,0.024,10.057,0.021,6767,219,274,4.178,0.085,0.221,0.059,0.12,0.1,1.605,0.537,0.197,1.469,0.128,0.128,0.34,0.118,0.193,393.8,115.9,58.62,0.095,0.044,0.022,AAA-222-111-000-0-0,,
213076986,19 08 09.199,-30 52 32.16,1,11.874,,,296-219216,19080920-3052320,STAR,gri,rpm,0.4,1.3,-9.7,2.8,,,12.534,0.02,11.936,0.01,12.201,0.03,11.786,0.04,11.734,0.06,10.781,0.024,10.542,0.024,10.497,0.025,6373,191,153,4.042,0.24,0.288,0.02,0.12,0.12,1.667,0.951,0.459,1.385,0.28,0.175,0.218,0.305,0.142,497.5,243.1,140.4,0.112,0.07,0.032,AAA-222-111-000-0-0,,
213080994,19 05 46.340,-30 51 21.96,1,16.546,,,,19054633-3051219,STAR,JHK,col,,,,,,,,,,,,,,,,,14.344,0.03,13.76,0.032,13.501,0.043,4015,832,555,4.837,0.204,2.346,-0.131,0.25,0.5,0.448,7.598,0.207,0.458,0.533,0.267,4.681,11.78,4.68,337.7,7455,183.6,0.104,0.285,0.062,AAA-222-111-000-0-0,,
213086465,19 06 17.234,-30 49 45.31,1,11.036,,7410-2410-1,296-218576,19061722-3049453,STAR,gri,rpm,-11.2,3.2,39,3.1,,,12.507,0.303,11.425,0.134,11.778,0.03,11.032,0.04,10.717,0.06,9.66,0.024,9.178,0.022,9.084,0.019,5063,101,60,3.216,0.455,0.546,-0.826,0.55,0.25,3.653,2.748,1.394,0.898,0.086,0.029,0.013,0.061,0.01,491.3,334.6,179.4,0.101,0.063,0.042,AAA-222-111-000-0-0,,
213089249,19 04 27.715,-30 48 57.06,1,11.772,,7410-2536-1,296-217919,19042771-3048570,STAR,gri,rpm,2.1,3.1,1.6,3,,,12.348,0.225,11.8,0.194,12.176,0.03,11.836,0.04,11.598,0.02,10.859,0.024,10.645,0.023,10.593,0.023,6427,240,160,3.914,0.31,0.31,0.024,0.12,0.12,2.085,1.382,0.831,1.52,0.357,0.306,0.123,0.368,0.084,626.9,409.6,247.7,0.137,0.086,0.054,AAA-222-111-0dd-0-0,,
213090879,19 05 33.098,-30 48 28.01,1,14.906,,,296-218343,19053310-3048280,STAR,BV,rpm,-1.9,1.5,1.2,3,,,15.59,0.38,15.007,0.23,,,,,,,14.324,0.027,13.922,0.034,13.939,0.052,5666,276,276,4.148,0.305,0.427,-0.07,0.25,0.7,1.401,1.086,0.544,1.007,0.181,0.129,0.34,0.686,0.267,1770,1281,645.6,0.174,0.152,0.069,AAA-222-111-000-0-0,,
213091707,19 05 52.456,-30 48 13.01,1,11.939,,7410-2460-1,296-218440,19055246-3048131,STAR,gri,rpm,-11.2,4.3,-16.5,4.1,,,12.489,0.258,11.821,0.2,12.517,0.031,11.955,0.04,11.691,0.01,10.704,0.024,10.41,0.024,10.288,0.021,5786,177,141,3.987,0.448,0.16,0.035,0.2,0.24,1.736,0.54,0.771,1.109,0.216,0.098,0.201,0.723,0.089,439.6,135.9,196.6,0.114,0.082,0.041,AAA-222-111-000-0-0,,
213102725,19 07 01.736,-30 45 03.51,1,12.243,,7410-2022-1,297-216187,19070172-3045034,STAR,gri,rpm,30.3,4.3,0.6,4.1,,,12.307,0.19,12.354,0.246,12.653,0.031,12.232,0.04,12.068,0.02,11.129,0.023,10.843,0.022,10.786,0.019,6079,175,125,4.218,0.162,0.162,-0.194,0.2,0.4,1.275,0.276,0.227,1.04,0.131,0.131,0.486,0.324,0.218,406.2,75.46,75.12,0.096,0.062,0.024,AAA-222-111-000-0-0,,
213106629,19 08 20.479,-30 43 57.86,1,11.882,,7410-1882-1,297-216577,19082047-3043577,STAR,gri,rpm,-12.5,4.4,-5,4.2,,,12.693,0.344,11.568,0.164,12.211,0.03,11.788,0.04,11.741,0.02,10.734,0.023,10.466,0.023,10.417,0.024,6287,149,149,4.146,0.175,0.28,-0.01,0.15,0.18,1.541,0.813,0.346,1.283,0.243,0.152,0.317,0.273,0.2,424,204.9,92.59,0.103,0.049,0.027,AAA-222-111-000-0-0,,
213114187,19 06 48.794,-30 41 52.68,1,11.837,,,297-216103,19064879-3041526,STAR,gri,rpm,28.9,1.8,5.8,1.8,,,12.895,0.05,12.044,0.01,12.507,0.031,11.804,0.04,11.55,0.06,10.585,0.03,10.057,0.025,9.981,0.026,5075,141,80,3.262,1.131,0.435,-0.667,0.56,0.48,3.284,2.03,2.431,0.897,0.09,0.045,0.022,0.977,0.018,673.2,364.7,489.5,0.11,0.055,0.047,AAA-222-111-000-0-0,,
213117165,19 06 28.059,-30 41 03.88,1,13.354,,,297-215975,19062805-3041039,STAR,gri,rpm,-5.1,1.7,-48.8,1.7,,,14.805,0.04,13.729,0.01,14.31,0.035,13.37,0.043,12.944,0.04,11.705,0.024,11.137,0.025,11,0.021,4599,127,72,4.668,0.119,0.035,-0.257,0.24,0.54,0.619,0.061,0.13,0.656,0.097,0.113,2.666,1.81,0.423,188.5,40.23,33.15,0.057,0.02,0.009,AAA-222-111-000-0-0,,
213119248,19 03 56.499,-30 40 30.81,1,11.914,,7410-1404-1,297-215098,19035648-3040307,STAR,gri,rpm,2.1,4.4,-2.8,4.1,,,12.383,0.238,11.707,0.175,12.489,0.031,11.97,0.04,11.668,0.01,10.766,0.024,10.458,0.021,10.392,0.022,5839,207,138,3.791,0.21,0.42,-0.045,0.2,0.48,2.386,2.245,0.673,1.248,0.439,0.33,0.091,0.109,0.072,581.9,566.4,167.7,0.127,0.084,0.03,AAA-222-111-000-0-0,,
213120804,19 05 15.491,-30 40 05.31,1,13.127,,,297-215606,19051550-3040055,STAR,gri,col,,,,,,,15.444,0.04,13.915,0.01,14.78,0.038,13.341,0.042,12.418,0.01,10.841,0.027,10.213,0.025,10.028,0.024,4396,152,609,2.392,2.535,0.195,0.145,0.15,0.21,11.946,3.658,11.613,1.315,0.385,1,6.72E-04,7.907,3.31E-04,2150,594.2,2097,0.384,0.115,0.368,AAA-222-111-000-0-0,,
213122257,19 04 32.073,-30 39 41.50,1,16.558,,,,19043207-3039415,STAR,JHK,col,,,,,,,,,,,,,,,,,14.393,0.038,13.812,0.042,13.561,0.041,4683,279,1007,3.107,1.872,0.72,-0.249,0.35,0.56,3.84,5.534,3.576,0.883,0.151,0.606,0.012,9.614,0.011,4355,4435,4157,0.222,0.194,0.162,AAA-222-111-000-0-0,,
213123443,19 04 42.759,-30 39 22.27,1,11.951,,7410-1228-1,297-215403,19044276-3039222,STAR,gri,rpm,5.7,3.2,-1.7,3.1,,,12.49,0.232,12.095,0.215,12.161,0.03,11.881,0.04,11.683,0.01,10.988,0.026,10.791,0.023,10.713,0.023,6673,213,213,3.999,0.235,0.282,0.041,0.1,0.12,1.968,0.97,0.559,1.514,0.269,0.224,0.152,0.217,0.089,652.5,265,188.4,0.157,0.072,0.06,AAA-222-111-000-0-0,,
213129681,19 07 49.219,-30 37 40.96,1,14.484,,,297-216439,19074921-3037409,STAR,gri,rpm,18.1,2.3,-80.6,1.8,,,16.642,0.085,15.461,0.053,16.212,0.04,14.759,0.052,13.744,0.05,11.703,0.024,11.086,0.024,10.89,0.021,3576,81,142,5.018,0.072,0.072,0.017,0.1,0.08,0.257,0.053,0.06,0.263,0.078,0.078,14.41,7.1,4.089,63.35,16.59,15.43,0.023,0.006,0.007,AAA-222-111-000-0-0,,
213130332,19 09 14.224,-30 37 30.95,1,13.73,,,297-216848,19091422-3037309,STAR,gri,rpm,26.4,1.5,57.3,1.5,,,14.868,0.03,13.846,0.035,14.211,0.035,13.593,0.043,13.524,0.067,11.737,0.026,11.197,0.026,11.061,0.023,5193,125,83,4.601,0.02,0.032,-0.464,0.2,0.16,0.71,0.052,0.035,0.749,0.051,0.043,2.019,0.195,0.277,246.4,45.5,15.17,0.077,0.028,0.018,AAA-222-111-000-0-0,,
213130851,19 05 28.726,-30 37 22.77,1,12.313,,,297-215681,19052872-3037228,STAR,gri,rpm,16.7,1.9,-37.5,1.7,,,13.441,0.03,12.58,0.01,12.988,0.031,12.324,0.04,12.024,0.01,10.98,0.021,10.569,0.022,10.491,0.023,5331,156,112,3.819,0.728,0.56,-0.318,0.35,0.77,2.002,0.968,1.217,0.881,0.12,0.06,0.116,1.488,0.088,468.5,237,273.6,0.077,0.076,0.027,AAA-222-111-000-0-0,,
213131708,19 06 59.714,-30 37 09.03,1,15.578,,,,19065971-3037090,STAR,JHK,col,,,,,,,,,,,,,,,,,13.399,0.027,12.82,0.023,12.563,0.024,3571,142,142,5.024,0.084,0.06,0.006,0.15,0.18,0.257,0.061,0.066,0.252,0.095,0.079,14.64,9.1,4.274,111.8,35.25,31.34,0.037,0.021,0.013,AAA-222-111-000-0-0,,
213138221,19 06 29.700,-30 35 23.24,1,11.961,,7410-1024-1,298-228158,19062969-3035232,STAR,gri,rpm,-0.8,3.2,-7.1,3.1,,,12.341,0.235,11.956,0.225,12.031,0.03,11.938,0.04,11.92,0.01,11.269,0.023,11.155,0.023,11.123,0.021,7610,229,229,4.057,0.15,0.21,0.031,0.15,0.12,1.985,0.677,0.441,1.768,0.266,0.19,0.199,0.182,0.106,813.2,307.3,173.8,0.14,0.097,0.044,AAA-222-111-000-0-0,,
213139103,19 06 56.067,-30 35 08.98,1,11.946,,,298-228303,19065606-3035089,STAR,gri,rpm,3.7,1.6,-3.5,1.5,,,12.631,0.02,12.057,0.01,12.306,0.03,11.932,0.04,11.791,0.06,10.878,0.021,10.636,0.025,10.531,0.021,6421,234,156,3.867,0.376,0.235,0.059,0.1,0.12,2.336,1.017,1.026,1.519,0.374,0.312,0.112,0.352,0.066,681.4,283.3,290.7,0.133,0.08,0.057,AAA-222-111-000-0-0,,
213140080,19 11 05.977,-30 34 53.29,1,15.319,,,,19110597-3034532,STAR,JHK,col,,,,,,,,,,,,,,,,,13.238,0.029,12.659,0.032,12.431,0.033,4640,259,864,2.402,2.5,0.12,-0.19,0.35,0.56,10.261,1.575,9.897,0.965,0.124,0.579,8.96E-04,8.319,3.12E-04,5711,696.8,5542,0.295,0.138,0.23,AAA-222-111-000-0-0,,
213142441,19 11 05.896,-30 34 14.90,1,16.052,,,,19110589-3034148,STAR,JHK,col,,,,,,,,,,,,,,,,,13.682,0.031,12.974,0.033,12.785,0.036,4468,135,108,2.437,0.24,0.24,0.026,0.36,0.48,9.884,3.074,2.345,1.051,0.12,0.12,9.39E-04,0.001,4.63E-04,6605,1577,1497,0.39,0.089,0.142,AAA-222-121-0c0-0-0,,
213142832,19 06 18.567,-30 34 08.52,1,16.399,,,,19061857-3034085,STAR,JHK,col,,,,,,,,,,,,,,,,,14.034,0.027,13.377,0.026,13.139,0.033,4493,188,452,2.662,2.16,0.3,0.028,0.3,0.42,7.329,3.363,6.913,1.019,0.129,0.514,0.002,4.896,0.001,5929,2369,5621,0.362,0.096,0.269,AAA-222-111-000-0-0,,
213153974,19 04 34.717,-30 31 12.27,1,15.044,,,298-227525,19043471-3031122,STAR,JHK,rpm,58.1,2.8,-4.2,2.6,,,,,,,,,,,,,12.751,0.026,12.085,0.023,11.88,0.021,3987,126,189,4.848,0.063,0.042,-0.079,0.16,0.24,0.431,0.044,0.064,0.49,0.05,0.081,5.761,2.191,1.013,172.2,23.7,32.1,0.056,0.018,0.013,AAA-222-111-000-0-0,,
213157806,19 03 30.908,-30 30 13.05,1,16.525,,,,19033090-3030130,STAR,JHK,col,,,,,,,,,,,,,,,,,14.546,0.045,14.006,0.054,13.769,0.06,4885,259,311,2.941,1.624,0.58,-0.484,0.54,0.45,4.52,4.033,3.853,0.9,0.134,0.161,0.006,2.091,0.005,5414,4370,4599,0.232,0.175,0.146,AAA-222-111-000-0-0,,
213160048,19 08 19.805,-30 29 38.64,1,12.21,,,298-228733,19081981-3029386,STAR,gri,rpm,24.3,1.2,-19,1.8,,,13.045,0.02,12.284,0.01,12.632,0.031,12.119,0.04,12.029,0.02,10.968,0.027,10.63,0.024,10.572,0.019,5913,116,140,4.31,0.138,0.253,-0.176,0.25,0.25,1.123,0.47,0.165,1.017,0.099,0.099,0.665,0.353,0.405,324.4,120.1,52.08,0.083,0.045,0.018,AAA-222-111-000-0-0,,
213160885,19 12 50.325,-30 29 26.30,1,10.135,,7423-713-1,298-229959,19125031-3029263,STAR,BV,rpm,25.6,1.6,22.5,1.7,,,10.938,0.048,10.269,0.037,,,,,,,9.006,0.021,8.682,0.022,8.633,0.023,5939,117,117,4.308,0.132,0.44,-0.021,0.12,0.33,1.138,0.915,0.149,1.081,0.227,0.114,0.624,0.388,0.5,149.4,117.5,33.96,0.058,0.046,0.023,AAA-222-111-000-0-0,,
213174887,19 04 40.708,-30 25 56.78,1,13.316,,,298-227572,19044070-3025568,STAR,gri,rpm,-27.2,1.8,-43.6,1.8,,,15.129,0.07,13.826,0.035,14.548,0.036,13.315,0.042,12.788,0.01,11.473,0.026,10.893,0.023,10.735,0.021,4037,48,97,4.917,0.02,0.12,-0.317,0.3,0.3,0.369,0.12,0.015,0.412,0.143,0.02,8.079,0.698,3.365,82.9,33.88,11.03,0.033,0.007,0.011,AAA-222-111-000-0-0,,
213176853,19 05 43.008,-30 25 27.54,1,15.53,,,298-227912,19054300-3025274,STAR,BV,rpm,6.2,1.9,-0.9,2.3,,,16.314,0.07,15.659,0.057,,,,,,,14.591,0.033,14.287,0.047,14.138,0.059,5971,232,232,4.24,0.16,0.224,-0.084,0.25,0.45,1.264,0.398,0.258,1.047,0.156,0.156,0.493,0.404,0.28,1856,540.4,418.5,0.192,0.146,0.081,AAA-222-111-000-0-0,,
213181840,19 05 00.872,-30 24 11.45,1,14.579,,,298-227683,19050087-3024114,STAR,gri,rpm,-7.2,1.4,-10.6,1.8,,,15.21,0.41,14.636,0.3,15.154,0.041,14.734,0.052,14.333,0.22,13.576,0.027,13.223,0.024,13.187,0.029,6000,146,146,4.253,0.155,0.279,-0.478,0.35,0.49,1.202,0.426,0.234,0.915,0.135,0.09,0.544,0.435,0.331,1135,369.6,237.6,0.124,0.068,0.034,AAA-222-111-000-0-0,,
213182447,19 08 08.518,-30 24 02.41,1,14.683,,,298-228671,19080852-3024023,STAR,gri,rpm,-55,2.7,10.8,1.8,,,17.315,0.14,15.685,0.057,16.591,0.061,15.103,0.056,13.865,0.03,11.59,0.026,11.04,0.026,10.767,0.019,3552,56,56,5.041,0.045,0.072,-0.12,0.24,0.06,0.234,0.06,0.031,0.235,0.077,0.051,16.32,5.797,5.438,54.65,11.3,10.76,0.016,0.008,0.001,AAA-222-111-000-0-0,,
213183978,19 11 57.664,-30 23 39.33,1,15.712,,,,19115766-3023393,STAR,JHK,col,,,,,,,,,,,,,,,,,13.483,0.03,12.874,0.032,12.632,0.033,4551,249,748,2.424,2.475,0.15,-0.088,0.36,0.48,9.711,2.302,9.365,0.994,0.131,0.6,9.53E-04,8.277,3.97E-04,6115,1063,5930,0.32,0.13,0.259,AAA-222-111-000-0-0,,
213186324,19 10 12.671,-30 23 03.83,1,11.919,,7410-2660-1,299-230968,19101270-3023037,STAR,BV,rpm,-5.4,3.1,-18.1,3,,,12.39,0.204,11.962,0.186,11.905,0.03,,,,,10.63,0.02,10.417,0.022,10.355,0.02,6464,231,192,4.224,0.07,0.224,0.02,0.15,0.15,1.443,0.509,0.155,1.323,0.157,0.112,0.425,0.116,0.229,394.5,143.1,49,0.102,0.05,0.028,AAA-222-111-000-0-0,,
213187365,19 06 18.604,-30 22 47.57,1,15.974,,,,19061860-3022475,STAR,J,col,,,,,,,,,,,,,,,,,14.587,0.04,13.92,0.042,13.573,0.045,3913,683,410,4.839,0.192,2.112,-0.034,0.25,0.3,0.403,6.707,0.18,0.446,0.597,0.213,5.879,8.062,5.876,347.2,6671,161.6,0.107,0.319,0.055,AAA-222-111-000-0-0,,
213189631,19 09 06.995,-30 22 13.32,1,9.858,,7410-2208-1,299-230662,19090699-3022132,STAR,BV,rpm,-14.4,1.6,2.1,1.6,,,10.595,0.043,9.974,0.034,,,,,,,8.667,0.026,8.405,0.061,8.327,0.024,6558,301,541,3.73,0.264,0.132,0.042,0.12,0.15,2.74,0.806,0.83,1.644,0.347,0.231,0.067,0.104,0.028,295.6,125.4,88.05,0.083,0.069,0.018,AAA-111-111-000-0-0,,
213190817,19 14 21.885,-30 21 55.28,1,13.084,,,299-231997,19142188-3021553,STAR,gri,rpm,10.6,2,-35.2,4.2,,,14.273,0.02,13.509,0.033,13.774,0.033,13.014,0.042,12.789,0.062,11.457,0.021,11.018,0.023,10.891,0.022,5194,103,82,4.571,0.02,0.048,-0.023,0.08,0.16,0.802,0.059,0.037,0.88,0.042,0.042,1.702,0.143,0.277,252.8,24.13,14.91,0.08,0.041,0.029,AAA-222-111-000-0-0,,
213192833,19 11 09.609,-30 21 25.52,1,13.186,,,299-231193,19110960-3021254,STAR,gri,rpm,54.5,1.5,-18.9,1.5,,,14.36,0.02,13.5,0.033,13.831,0.033,13.165,0.042,12.91,0.063,11.559,0.024,10.885,0.024,10.759,0.025,4864,58,117,4.658,0.02,0.03,-0.429,0.12,0.08,0.642,0.041,0.016,0.688,0.028,0.02,2.57,0.154,0.352,209.5,37.77,20.62,0.06,0.005,0.017,AAA-222-222-ccc-0-0,,
213193684,19 13 59.612,-30 21 11.96,1,11.808,,7423-984-1,299-231917,19135964-3021119,STAR,gri,rpm,-6,3.3,-15.1,3.5,,,12.392,0.226,11.681,0.164,12.012,0.03,11.741,0.04,11.683,0.06,10.797,0.025,10.592,0.023,10.536,0.022,6774,202,162,4.179,0.095,0.152,0.005,0.1,0.1,1.572,0.396,0.206,1.425,0.114,0.095,0.35,0.15,0.152,477.8,109.5,65.47,0.11,0.058,0.032,AAA-222-111-000-0-0,,
213193917,19 04 41.609,-30 21 08.75,1,11.976,,,299-229285,19044161-3021086,STAR,gri,rpm,-43.5,1.6,-25.2,1.3,,,12.865,0.02,12.229,0.01,12.511,0.031,12.037,0.04,11.747,0.01,10.847,0.024,10.481,0.022,10.434,0.019,5665,157,90,3.876,0.62,0.248,-0.782,0.63,0.54,1.67,0.548,0.848,0.866,0.076,0.034,0.184,1.056,0.12,442.2,107.9,220.7,0.101,0.086,0.043,AAA-222-111-000-0-0,,
213195184,19 10 20.808,-30 20 49.94,1,11.932,,7410-2956-1,299-230990,19102081-3020498,STAR,BV,rpm,-1.4,3,-3.8,2.8,,,11.934,0.114,11.846,0.177,,,,,,,10.644,0.025,10.402,0.023,10.355,0.023,6417,256,205,3.907,0.35,0.25,0.05,0.12,0.12,2.147,1.007,0.794,1.473,0.317,0.264,0.135,0.29,0.083,548.3,246.1,196.9,0.117,0.07,0.039,AAA-222-111-000-0-0,,
213196496,19 10 36.262,-30 20 31.66,1,12.007,,7410-1380-1,299-231043,19103625-3020316,STAR,BV,rpm,-4.1,2.9,5.2,2.6,,,11.739,0.079,11.847,0.172,,,,,,,10.791,0.026,10.677,0.024,10.641,0.025,7516,389,467,4.031,0.175,0.28,0.058,0.12,0.12,2.077,1.026,0.461,1.789,0.332,0.208,0.19,0.172,0.122,678.9,301.5,156.7,0.157,0.091,0.057,AAA-222-211-c00-0-0,,
213197918,19 06 31.802,-30 20 10.20,1,10.124,,,299-229858,19063179-3020102,STAR,gri,rpm,2.5,2.5,-4.5,2.4,,,13.122,0.05,11.689,0.03,12.427,0.03,11.138,0.04,9.138,0.02,6.624,0.019,5.761,0.027,5.353,0.021,2559,40,40,-0.793,0.072,0.02,0.373,0.06,0.05,499.116,19.686,34.171,1.498,0.163,0.091,1.16E-08,3.50E-09,6.93E-10,4291,692.8,240,0.347,0.018,0.122,AAA-111-111-000-0-0,,
213198254,19 07 28.162,-30 20 04.64,1,13.09,,,299-230171,19072816-3020045,STAR,gri,rpm,34.8,1.9,9.3,2,,,14.322,0.04,13.285,0.01,13.813,0.033,13.006,0.042,12.781,0.062,11.601,0.024,11.199,0.025,11.079,0.023,5240,84,105,4.539,0.045,0.025,0.047,0.15,0.27,0.825,0.057,0.061,0.889,0.047,0.065,1.51,0.31,0.149,277,33.22,29.66,0.088,0.047,0.018,AAA-222-111-000-0-0,,
213198701,19 07 34.651,-30 19 58.19,1,16.808,,,,19073464-3019581,STAR,JHK,col,,,,,,,,,,,,,,,,,14.596,0.038,13.995,0.041,13.75,0.054,4684,251,906,3.02,1.785,0.595,-0.254,0.35,0.49,4.435,3.919,4.082,0.917,0.146,0.527,0.009,7.611,0.008,4657,3876,4370,0.243,0.184,0.184,AAA-222-111-000-0-0,,
213199706,19 11 24.272,-30 19 43.57,1,11.986,,,299-231270,19112428-3019435,STAR,JHK,rpm,-28.9,2.9,-34.4,2.9,,,,,,,,,,,,,10.723,0.021,10.362,0.022,10.264,0.02,5694,222,266,4.416,0.108,0.468,-0.121,0.2,0.52,0.98,0.723,0.126,0.942,0.093,0.078,0.974,0.402,0.789,251.5,168.9,48.47,0.075,0.052,0.026,AAA-222-111-000-0-0,,
213200356,19 05 55.276,-30 19 33.81,1,11.953,,7410-2533-1,299-229683,19055528-3019338,STAR,gri,rpm,31.9,3.2,-32.4,3.1,,,12.37,0.234,12.029,0.228,12.491,0.031,11.959,0.04,11.722,0.01,10.777,0.022,10.476,0.024,10.41,0.024,5833,117,117,4.355,0.11,0.308,-0.151,0.25,0.25,1.058,0.473,0.164,0.991,0.1,0.1,0.78,0.374,0.519,277.3,126.1,43.44,0.093,0.056,0.037,AAA-222-111-000-0-0,,
213200501,19 10 24.419,-30 19 31.48,1,11.801,,7410-1122-1,299-231006,19102440-3019315,STAR,BV,rpm,10.1,3.1,-24.4,3,,,12.23,0.176,11.832,0.176,11.858,0.03,,,,,10.345,0.025,10.098,0.022,10.028,0.025,6221,224,186,4.205,0.125,0.175,0.002,0.12,0.21,1.403,0.342,0.233,1.203,0.134,0.111,0.405,0.237,0.172,315.5,73.71,50.64,0.086,0.049,0.027,AAA-222-111-000-0-0,,
