EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
210302627,03 53 18.201,+10 45 22.33,1,12.492,,,504-006055,03531819+1045224,,STAR,gri,rpm,1.5,1.1,-2.4,2.2,,,13.254,0.02,12.651,0.03,,,12.902,0.02,12.476,0.03,12.317,0.05,,,11.384,0.019,11.177,0.033,11.091,0.025,6725,476,297,4.103,0.156,0.234,-0.041,0.1,0.12,1.761,0.657,0.372,1.452,0.214,0.178,0.261,0.199,0.149,653.1,246.8,118.6,0.287,0.157,0.112
210303168,03 53 24.868,+10 46 35.23,1,12.627,,,504-006058,03532486+1046353,,STAR,gri,rpm,-7.9,3.5,-3.4,1.3,,,13.448,0.02,12.777,0.02,,,13.065,0.02,12.611,0.04,12.439,0.03,,,11.489,0.019,11.209,0.029,11.128,0.023,6301,269,154,4.121,0.17,0.238,-0.103,0.12,0.21,1.567,0.555,0.305,1.255,0.205,0.153,0.27,0.227,0.14,601.2,194.6,128.5,0.222,0.122,0.076
210303479,03 53 32.993,+10 47 16.25,1,10.465,,661-559-1,504-006065,03533298+1047163,,STAR,gri,rpm,34.6,1.7,-1.9,1.6,,,11.181,0.069,10.544,0.053,,,10.823,0.03,10.452,0.06,10.312,0.03,,,9.472,0.019,9.201,0.028,9.146,0.022,6309,189,189,4.223,0.12,0.192,-0.084,0.15,0.27,1.363,0.351,0.237,1.198,0.148,0.148,0.43,0.26,0.208,214,46.86,38.44,0.158,0.08,0.057
210304352,03 53 44.778,+10 49 07.16,1,12.206,,,505-006103,03534476+1049071,,STAR,gri,rpm,1.7,1.2,-5.9,2.6,,,13.363,0.02,12.458,0.03,,,12.879,0.02,12.185,0.03,11.917,0.04,,,10.694,0.023,10.341,0.031,10.207,0.022,6070,244,342,3.937,0.369,0.164,-0.038,0.12,0.15,1.869,0.764,0.685,1.234,0.328,0.149,0.152,0.458,0.082,468.2,155.9,178.2,0.454,0.079,0.126
210305942,03 53 51.053,+10 52 45.96,1,13.174,,,505-006108,03535104+1052459,,STAR,gri,rpm,54.7,1.6,-15.4,1.9,,,14.46,0.02,13.48,0.04,,,13.959,0.03,13.172,0.04,12.838,0.04,,,11.56,0.023,11.019,0.03,10.91,0.02,5042,240,90,4.616,0.025,0.06,-0.459,0.27,0.15,0.693,0.099,0.032,0.728,0.111,0.021,2.173,0.21,0.525,202.9,64.57,21.23,0.178,0.161,0.074
210306475,03 54 22.408,+10 54 01.09,1,11.388,,661-556-1,505-006127,03542241+1054012,,STAR,gri,rpm,1.5,2.2,-14.9,2.4,,,13.39,0.487,11.563,0.167,,,12.384,0.02,11.338,0.05,10.962,0.05,,,9.44,0.019,8.858,0.029,8.719,0.022,4797,149,119,2.601,0.564,0.282,-0.266,0.25,0.35,8.493,2.765,3.659,1.139,0.23,0.191,0.001,0.009,7.73E-04,897.8,237.7,398.7,0.343,0.125,0.125
210307221,03 52 59.499,+10 55 36.80,1,19.87,,,,,6003-301-3-0084-0220,STAR,gri,,-1,3,2,3,,,,,,,20.662,0.06,19.997,0.016,19.828,0.018,19.696,0.02,19.338,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210307350,03 55 12.423,+10 55 52.22,1,12.411,,,505-006157,03551242+1055523,,STAR,gri,rpm,7,1.5,-8.7,1.6,,,13.705,0.02,12.71,0.02,,,13.197,0.04,12.367,0.06,12.073,0.02,,,10.755,0.022,10.272,0.027,10.154,0.021,5191,309,220,3.412,0.34,0.952,-0.478,0.35,0.49,3.301,5.527,1.11,1.02,0.313,0.156,0.028,0.059,0.027,716.4,1063,211.5,0.296,0.161,0.138
210307378,03 52 55.937,+10 55 56.83,1,10.983,,,505-006064,03525593+1055568,,STAR,gri,rpm,0.8,1.2,1.2,1.9,,,13.51,0.07,11.713,0.04,,,12.647,0.03,11.079,0.02,10.27,0.04,,,8.272,0.03,7.378,0.059,7.115,0.021,3749,60,45,0.839,0.328,0.246,-0.186,0.28,0.2,63.281,24.474,17.649,1.142,0.171,0.053,3.97E-06,6.33E-06,2.44E-06,2667,881.2,662.3,0.193,0.078,0.028
210307958,03 54 19.338,+10 57 07.85,1,12.463,,,505-006124,03541933+1057078,,STAR,gri,rpm,1.1,1.4,0.4,1.6,,,14.093,0.03,12.84,0.03,,,13.45,0.02,12.439,0.05,12.04,0.06,,,10.537,0.019,9.916,0.025,9.782,0.02,4750,138,138,2.429,0.27,0.18,-0.359,0.24,0.28,10.658,2.304,2.554,1.153,0.207,0.172,8.18E-04,9.88E-04,3.66E-04,1757,345.7,390.6,0.298,0.139,0.116
210308210,03 54 54.027,+10 57 39.88,1,17.058,,,,03545402+1057398,6485-301-2-0097-0289,STAR,gri,rpm,26,3,-19,3,,,,,,,21.636,0.135,19.122,0.01,17.553,0.006,16.174,0.005,15.384,0.006,13.905,0.028,13.222,0.029,12.962,0.028,3755,150,150,4.952,0.05,0.08,-0.08,0.15,0.15,0.326,0.078,0.054,0.365,0.093,0.078,9.731,3.246,3.227,196.2,53.66,42.14,0.32,0.098,0.07
210308491,03 53 41.232,+10 58 09.47,1,16.508,,,,03534123+1058094,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.525,0.035,13.911,0.049,13.747,0.045,4452,470,658,4.689,0.247,0.095,-0.195,0.2,0.32,0.58,0.134,0.255,0.621,0.148,0.267,2.966,6.012,1.029,568.1,256.8,298.7,0.284,0.203,0.152
210308588,03 53 46.448,+10 58 22.71,1,14.937,,,505-006105,03534643+1058227,6003-301-3-0085-0066,STAR,gri,rpm,11.1,2.7,-72.8,3,,,16.36,0.05,15.357,0.03,,,15.832,0.04,14.958,0.02,14.553,0.05,,,13.184,0.021,12.607,0.031,12.48,0.023,4837,256,142,4.713,0.05,0.08,-0.959,0.27,0.12,0.564,0.09,0.05,0.602,0.074,0.037,3.332,0.767,0.94,322,85.25,13.07,0.219,0.165,0.105
210309091,03 54 06.211,+10 59 27.12,1,13.054,,,505-006117,03540620+1059270,,STAR,gri,rpm,2.5,1.6,-11.8,1.9,,,14.519,0.02,13.402,0.03,,,13.96,0.02,13.055,0.05,12.666,0.05,,,11.33,0.028,10.75,0.033,10.64,0.024,4949,119,119,2.919,0.49,0.588,-0.642,0.42,0.3,5.513,4.336,2.427,0.914,0.266,0.022,0.005,0.021,0.004,1409,908.1,552.2,0.301,0.112,0.112
210309341,03 54 52.248,+10 59 56.64,1,16.652,,,,03545224+1059566,6485-301-2-0098-0141,STAR,gri,rpm,27,3,-44,3,,,,,,,21.454,0.115,18.711,0.008,17.194,0.005,15.769,0.005,15.001,0.005,13.532,0.024,12.941,0.033,12.674,0.025,3570,141,141,5.027,0.07,0.05,-0.024,0.08,0.2,0.25,0.057,0.046,0.256,0.076,0.064,14.4,6.8,3.967,119.4,33.01,25.86,0.167,0.06,0.084
210309376,03 54 35.033,+11 00 00.48,1,15.797,,,,03543503+1100004,6485-301-2-0097-0086,EXTENDED,gri,,-8,2,-5,2,,,,,,,18.959,0.053,16.928,0.005,15.849,0.004,15.313,0.003,14.871,0.006,14.483,0.048,13.745,0.061,13.325,0.049,,,,,,,,,,,,,,,,,,,,,,,,
210310009,03 53 49.071,+11 01 14.69,1,12.881,,,506-006035,03534906+1101146,,STAR,gri,rpm,3.7,1.4,8.3,1.6,,,13.864,0.01,13.111,0.03,,,13.45,0.03,12.891,0.02,12.637,0.02,,,11.517,0.021,11.22,0.032,11.079,0.021,6343,307,307,4.191,0.11,0.264,-0.163,0.12,0.39,1.427,0.664,0.248,1.168,0.334,0.208,0.387,0.192,0.24,526.1,273.8,99.45,0.447,0.085,0.119
210310510,03 53 05.400,+11 02 11.72,1,13.86,,,506-006010,03530539+1102117,,STAR,gri,rpm,82.2,2.8,23.6,4.5,,,16.297,0.04,14.697,0.05,,,15.535,0.02,14.087,0.02,13.142,0.04,,,11.332,0.023,10.813,0.032,10.546,0.022,3521,56,42,5.01,0.045,0.025,0.091,0.18,0.12,0.261,0.027,0.029,0.255,0.042,0.035,14.11,3.289,1.961,51.69,11.61,11.16,0.066,0.04,0.033
210310724,03 54 37.844,+11 02 37.57,1,16.74,,,,03543784+1102375,6003-301-3-0087-0125,EXTENDED,gri,,-8,3,1,3,,,,,,,20.149,0.136,17.966,0.011,16.721,0.006,16.215,0.005,15.804,0.013,15.679,0.08,15.024,0.1,14.568,0.084,,,,,,,,,,,,,,,,,,,,,,,,
210310995,03 54 45.766,+11 03 10.19,1,16.54,,,,03544576+1103101,6485-301-2-0098-0169,STAR,gri,rpm,3,3,-11,3,,,,,,,21.294,0.102,18.46,0.007,16.874,0.005,15.717,0.005,15.08,0.005,13.661,0.024,13.033,0.032,12.764,0.025,3695,86,86,4.955,0.064,0.04,0.003,0.18,0.12,0.325,0.038,0.064,0.344,0.045,0.082,9.8,4.529,1.834,164.3,25.65,37.75,0.326,0.048,0.058
210311067,03 54 18.020,+11 03 19.43,1,13.318,,,506-006053,03541801+1103194,,STAR,gri,rpm,1.5,1.9,4.4,2,,,14.993,0.03,13.761,0.02,,,14.424,0.02,13.271,0.04,12.844,0.04,,,11.422,0.019,10.838,0.027,10.7,0.024,4854,120,100,3.017,0.375,0.6,-0.239,0.16,0.24,5.272,4.961,1.789,1.195,0.128,0.179,0.007,0.018,0.006,1397,1091,472,0.511,0.099,0.071
210311375,03 54 24.342,+11 03 57.38,1,15.325,,,506-006058,03542432+1103575,6003-301-3-0086-0260,STAR,JHK,rpm,246,8,-231,8,,,,,,,,,,,,,,,,,13.346,0.024,12.77,0.03,12.569,0.03,2842,651,407,5.226,0.07,0.098,-0.203,0.25,0.4,0.129,0.052,0.026,0.106,0.054,0.025,45.87,18.92,19.48,41.12,25.57,12.01,0.046,0.05,0.025
210311535,03 54 28.785,+11 04 17.23,1,18.424,,,,,6003-301-3-0086-0283,STAR,gri,,-2,3,3,3,,,,,,,19.882,0.035,18.524,0.008,18.391,0.008,18.363,0.009,18.268,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210311597,03 52 42.496,+11 04 24.71,1,12.153,,661-1306-1,506-005987,03524249+1104247,,STAR,gri,rpm,-0.9,2.2,-3.1,2.3,,,12.364,0.201,12.11,0.206,,,12.554,0.02,12.159,0.03,11.981,0.03,,,11.026,0.024,10.773,0.028,10.715,0.021,6515,270,154,4.013,0.245,0.245,-0.068,0.12,0.21,1.823,0.764,0.538,1.382,0.285,0.178,0.189,0.285,0.114,551.7,283.3,133.2,0.227,0.089,0.074
210311687,03 53 35.739,+11 04 34.91,1,16.018,,,,03533573+1104349,6003-301-3-0085-0268,EXTENDED,gri,,2,3,-43,3,,,,,,,20.921,0.072,18.19,0.007,16.681,0.004,15.087,0.004,14.255,0.004,12.821,0.021,12.258,0.028,12.002,0.023,,,,,,,,,,,,,,,,,,,,,,,,
210312506,03 52 41.508,+11 06 13.90,1,11.998,,,506-005986,03524150+1106139,,STAR,gri,rpm,-3.7,2.4,-11.9,2.9,,,12.742,0.02,12.157,0.01,,,12.4,0.01,12.007,0.02,11.826,0.02,,,10.937,0.022,10.685,0.03,10.63,0.021,6472,241,201,4.163,0.12,0.192,-0.101,0.15,0.21,1.533,0.411,0.275,1.29,0.136,0.136,0.336,0.232,0.169,469.4,117.5,93.97,0.227,0.094,0.078
210312511,03 54 11.406,+11 06 14.38,1,17.303,,,,03541140+1106143,6003-301-3-0086-0245,STAR,gri,col,,,,,,,,,,,20.956,0.07,18.591,0.008,17.294,0.006,16.751,0.006,16.389,0.008,15.08,0.043,14.531,0.055,14.36,0.062,4180,311,111,4.823,0.154,0.132,-0.439,0.35,0.49,0.452,0.122,0.144,0.503,0.131,0.157,5.172,5.171,2.317,530.3,186.7,161,0.19,0.288,0.072
210312900,03 52 45.898,+11 07 01.01,1,12.154,,,506-005992,03524589+1107009,,STAR,gri,rpm,306.9,4,-134.9,11,,,13.152,0.01,12.384,0.02,,,12.739,0.01,12.166,0.02,11.903,0.02,,,10.845,0.024,10.433,0.033,10.305,0.018,4063,429,515,4.905,0.16,0.192,-0.528,0.4,0.64,0.359,0.168,0.144,0.393,0.203,0.203,7.264,9.377,4.093,55.23,32.5,23.53,0.065,0.054,0.032
210312947,03 55 16.103,+11 07 06.40,1,18.092,,,,03551610+1107064,6485-301-2-0099-0099,STAR,gri,rpm,49,3,-15,3,,,,,,,22.137,0.204,19.619,0.013,18.093,0.007,17.437,0.006,16.997,0.01,15.756,0.062,15.076,0.068,14.839,0.081,3913,94,118,5.008,0.08,0.096,-0.518,0.15,0.3,0.27,0.093,0.059,0.274,0.12,0.075,13.18,7,5.275,377.6,148.4,91.15,0.32,0.123,0.158
210312949,03 55 46.589,+11 07 06.66,1,11.444,,662-722-1,506-006111,03554657+1107066,,STAR,gri,rpm,156.5,2.1,23.1,2.1,,,12.116,0.174,11.405,0.11,,,11.931,0.04,11.397,0.05,11.235,0.02,,,10.257,0.023,9.874,0.028,9.815,0.024,5801,280,630,4.444,0.162,0.135,-0.772,0.56,0.2,0.841,0.182,0.172,0.8,0.09,0.09,1.149,0.971,0.469,155.3,52.76,63.57,0.173,0.076,0.088
210312956,03 56 25.318,+11 07 07.06,1,15.644,,,506-006137,03562533+1107069,6003-301-2-0089-0249,STAR,JHK,rpm,0.4,4.7,-13.3,4.9,,,,,,,,,,,,,,,,,13.377,0.022,12.77,0.033,12.514,0.025,3740,390,177,4.943,0.068,0.119,-0.026,0.1,0.18,0.328,0.129,0.081,0.338,0.143,0.095,9.163,5.193,4.276,154.7,88.23,42.63,0.2,0.108,0.13
210313423,03 54 00.989,+11 07 59.71,1,13.241,,,506-006041,03540097+1107596,,STAR,gri,rpm,-26.9,1.8,-34.9,3.3,,,14.882,0.04,13.669,0.03,,,14.322,0.02,13.212,0.02,12.777,0.05,,,11.398,0.019,10.824,0.028,10.694,0.021,4752,113,142,4.618,0.02,0.033,0.049,0.12,0.27,0.728,0.029,0.054,0.796,0.016,0.072,2.031,0.248,0.221,189,5.671,18.21,0.306,0.068,0.042
210313844,03 54 48.929,+11 08 49.79,1,18.077,,,,03544892+1108497,6003-301-3-0087-0206,STAR,gri,rpm,51,3,-21,3,,,,,,,22.155,0.163,19.492,0.012,18.075,0.007,17.47,0.006,17.073,0.011,15.923,0.07,15.3,0.07,15.002,0.092,4011,251,125,5.023,0.078,0.078,-0.868,0.35,0.56,0.27,0.055,0.062,0.292,0.076,0.091,13.38,6.594,3.798,436.6,110.5,118.3,0.259,0.238,0.102
210314226,03 53 09.944,+11 09 34.87,1,11.654,,661-862-1,506-006015,03530994+1109347,,STAR,gri,rpm,8.4,2.1,-16,2.3,,,12.589,0.255,12.155,0.214,,,12.048,0.02,11.66,0.02,11.485,0.02,,,10.566,0.023,10.29,0.034,10.208,0.018,6420,186,223,4.115,0.192,0.16,-0.197,0.16,0.48,1.53,0.414,0.326,1.222,0.164,0.263,0.301,0.331,0.124,393.4,93.95,89.16,0.183,0.104,0.065
210314232,03 53 56.948,+11 09 35.22,1,15.232,,,506-006037,03535694+1109350,6003-301-3-0086-0234,STAR,gri,rpm,3,2.9,-40.6,2.9,,,17.912,0.138,16.189,0.07,,,16.943,0.09,15.611,0.05,14.499,0.02,,,12.54,0.021,11.97,0.028,11.741,0.021,3488,69,41,5.016,0.03,0.02,0.135,0.05,0.16,0.258,0.005,0.015,0.252,0.005,0.017,14.65,2.094,0.879,76.8,2.304,3.861,0.127,0.003,0.076
210314431,03 53 42.733,+11 09 56.03,1,12.337,,661-1090-1,506-006032,03534271+1109559,,STAR,gri,rpm,13.5,2.1,5.7,2.4,,,12.888,0.279,12.409,0.226,,,12.801,0.02,12.35,0.03,12.138,0.03,,,11.127,0.019,10.81,0.029,10.728,0.021,6181,195,195,4.185,0.18,0.252,-0.229,0.2,0.24,1.389,0.522,0.332,1.117,0.188,0.141,0.367,0.349,0.202,424.9,155.7,97.34,0.208,0.112,0.07
210314440,03 53 08.166,+11 09 56.64,1,13.21,,,506-006013,03530816+1109566,,STAR,gri,rpm,5.1,1.5,-32,4.8,,,14.366,0.03,13.467,0.02,,,13.902,0.01,13.196,0.02,12.913,0.04,,,11.751,0.023,11.352,0.034,11.245,0.018,5701,278,232,4.455,0.065,0.364,-0.176,0.12,0.33,0.954,0.582,0.116,0.935,0.099,0.082,1.073,0.309,0.786,359.1,231.4,49.77,0.345,0.104,0.125
210314566,03 52 44.569,+11 10 11.86,1,12.404,,,506-005990,03524456+1110118,,STAR,gri,rpm,-9.2,1.6,-3.3,1.2,,,13.253,0.01,12.59,0.02,,,12.887,0.02,12.403,0.01,12.197,0.02,,,11.201,0.023,10.906,0.032,10.819,0.022,6345,412,257,4.18,0.135,0.27,-0.193,0.18,0.24,1.432,0.638,0.241,1.196,0.197,0.169,0.362,0.253,0.223,470.4,198.7,83.62,0.309,0.139,0.104
210314671,03 54 39.107,+11 10 24.01,1,18.64,,,,03543910+1110240,6003-301-3-0087-0332,STAR,gri,col,,,,,,,,,,,24.255,0.652,21.259,0.036,19.587,0.015,17.517,0.007,16.38,0.008,14.672,0.033,14.056,0.04,13.724,0.041,3502,174,174,5.044,0.084,0.07,-0.051,0.15,0.21,0.226,0.063,0.049,0.212,0.085,0.06,16.75,10.79,5.683,165,54.01,40.69,0.315,0.096,0.115
210314854,03 53 45.154,+11 10 45.09,1,11.699,,661-620-1,506-006033,03534517+1110452,,STAR,gri,rpm,-1.8,3.3,-11.8,3.5,,,13.538,0.496,11.822,0.186,,,12.652,0.01,11.695,0.02,11.291,0.04,,,9.832,0.019,9.304,0.029,9.155,0.02,4953,190,158,2.452,0.768,0.096,-0.51,0.3,0.36,9.416,1.47,5.114,1.022,0.257,0.117,0.001,0.012,2.95E-04,1151,182.8,583.7,0.37,0.128,0.128
210315527,03 53 23.880,+11 12 00.73,1,18.838,,,,,6485-301-3-0097-0156,STAR,gri,,41,3,-39,3,,,,,,,19.101,0.023,18.726,0.008,18.876,0.01,19.067,0.014,19.281,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210315825,03 54 26.394,+11 12 38.26,1,11.918,,,507-005786,03542638+1112381,,STAR,gri,rpm,-0.7,1.4,-12.6,1.6,,,13.502,0.03,12.283,0.02,,,12.908,0.02,11.873,0.06,11.494,0.05,,,10.013,0.021,9.41,0.027,9.276,0.025,4827,180,180,2.801,0.486,0.567,-0.298,0.2,0.4,6.327,4.852,2.39,1.108,0.167,0.201,0.003,0.014,0.003,885.7,473.5,355.9,0.34,0.148,0.148
210316002,03 56 24.863,+11 13 01.86,1,12.714,,,507-005886,03562486+1113019,,STAR,gri,rpm,9.4,1.4,-8.4,2.8,,,13.602,0.01,12.9,0.01,,,13.228,0.02,12.672,0.05,12.494,0.04,,,11.443,0.021,11.12,0.026,11.044,0.023,6080,251,179,4.188,0.2,0.24,-0.103,0.15,0.24,1.368,0.471,0.299,1.107,0.16,0.114,0.423,0.441,0.243,468.5,178.8,110.7,0.243,0.123,0.088
210316476,03 54 43.637,+11 13 55.92,1,12.605,,,507-005800,03544362+1113560,,STAR,gri,rpm,15.7,1.2,-22.2,1.2,,,13.451,0.03,12.77,0.03,,,13.092,0.03,12.572,0.05,12.397,0.04,,,11.357,0.023,11.036,0.031,10.975,0.022,6072,184,147,4.316,0.088,0.22,-0.238,0.2,0.2,1.179,0.363,0.161,1.048,0.08,0.112,0.616,0.264,0.335,406.9,128,57.36,0.208,0.143,0.055
210316598,03 52 39.231,+11 14 09.25,1,16.696,,,,03523923+1114092,6003-301-4-0085-0179,STAR,gri,rpm,11,3,-12,3,,,,,,,21.11,0.089,18.433,0.007,16.826,0.005,15.952,0.005,15.445,0.006,14.098,0.028,13.427,0.04,13.267,0.036,3773,61,46,4.929,0.063,0.045,-0.053,0.08,0.1,0.344,0.043,0.038,0.382,0.062,0.044,8.686,2.924,1.865,217.6,33.98,29.39,0.376,0.07,0.039
210316742,03 52 31.655,+11 14 25.33,1,12.7,,,507-005708,03523164+1114253,,STAR,gri,rpm,-5.7,2.7,-14.4,1.7,,,13.55,0.01,12.894,0.03,,,13.2,0.02,12.704,0.02,12.486,0.04,,,11.489,0.024,11.162,0.03,11.071,0.021,6139,327,145,4.145,0.18,0.15,-0.257,0.25,0.3,1.387,0.316,0.257,1.109,0.133,0.186,0.346,0.262,0.149,519.3,113.7,93.3,0.214,0.18,0.082
210316947,03 57 28.591,+11 14 48.20,1,12.879,,,507-005937,03572860+1114482,,STAR,gri,rpm,-3.3,1.7,-5.7,2.1,,,13.962,0.01,13.13,0.01,,,13.531,0.03,12.836,0.04,12.599,0.05,,,11.455,0.022,11.093,0.03,10.971,0.023,6040,222,296,3.995,0.378,0.21,-0.019,0.12,0.21,1.622,0.937,0.594,1.168,0.344,0.143,0.215,0.609,0.136,573.1,266.8,210.8,0.446,0.126,0.126
210317105,03 53 17.589,+11 15 08.31,1,14.369,,,507-005743,03531758+1115083,6485-301-3-0097-0029,STAR,gri,rpm,56.5,2.8,-14.3,3,,,16.091,0.03,14.834,0.05,,,15.537,0.02,14.346,0.04,13.869,0.03,,,12.461,0.021,11.832,0.03,11.713,0.023,4380,209,104,4.722,0.099,0.055,-0.214,0.3,0.36,0.562,0.072,0.109,0.616,0.077,0.108,3.31,1.912,0.741,215,27.91,42.4,0.19,0.158,0.088
210317331,03 55 06.053,+11 15 35.02,1,15.103,,,507-005820,03550605+1115349,,STAR,gri,rpm,73,2.9,18,3.1,,,17.822,0.32,16.302,0.07,,,16.98,0.05,15.645,0.07,14.299,0.06,,,12.085,0.025,11.471,0.032,11.215,0.023,3360,67,33,5.099,0.02,0.02,0.091,0.05,0.05,0.196,0.014,0.004,0.178,0.018,0.004,23.31,1.399,2.149,41.8,12.05,1.254,0.035,0.066,0.001
210317378,03 52 34.340,+11 15 38.81,1,12.719,,,507-005711,03523432+1115389,,STAR,gri,rpm,181.1,7.6,-8.4,3,,,15.338,0.01,13.78,0.04,,,14.564,0.03,13.249,0.03,11.928,0.06,,,9.864,0.019,9.245,0.028,9.006,0.022,3788,114,114,4.917,0.028,0.049,0.071,0.08,0.18,0.358,0.051,0.026,0.396,0.066,0.041,8.048,1.408,1.626,35.83,5.593,4.838,0.045,0.016,0.022
210317526,03 56 35.241,+11 15 53.17,1,13.942,,,507-005898,03563523+1115532,6485-301-2-0101-0069,STAR,gri,rpm,8.6,3.4,-41.1,3.5,,,15.866,0.06,14.497,0.01,,,15.264,0.03,13.891,0.06,13.376,0.02,,,11.848,0.021,11.147,0.032,11.009,0.023,4171,124,99,4.78,0.03,0.048,-0.095,0.18,0.12,0.509,0.055,0.032,0.574,0.068,0.038,4.277,0.702,0.784,137.3,21.44,13.52,0.196,0.1,0.083
210317585,03 58 06.463,+11 16 00.35,1,12.162,,,507-005966,03580645+1116003,,STAR,gri,rpm,15.8,1.4,-7.6,1.6,,,13.027,0.02,12.344,0.01,,,12.662,0.02,12.126,0.05,11.948,0.04,,,10.984,0.022,10.751,0.031,10.661,0.024,6374,259,207,4.203,0.115,0.138,-0.06,0.15,0.21,1.429,0.281,0.235,1.228,0.175,0.125,0.389,0.214,0.138,430.7,88.31,86.37,0.314,0.078,0.125
210317628,03 53 00.580,+11 16 05.60,1,13.469,,,507-005729,03530057+1116056,,STAR,gri,rpm,-0.9,1.6,-42.1,1.8,,,14.426,0.02,13.682,0.02,,,14.031,0.03,13.481,0.03,13.228,0.04,,,12.233,0.023,11.919,0.032,11.833,0.019,6109,150,225,4.28,0.168,0.168,-0.81,0.28,0.2,1.068,0.216,0.212,0.854,0.043,0.052,0.651,0.545,0.297,514.9,105.6,103.3,0.327,0.086,0.13
210318134,03 56 12.477,+11 17 06.72,1,14.219,,,507-005872,03561247+1117068,6485-301-2-0100-0238,STAR,JHK,rpm,48.8,3.8,-28.8,4.1,,,,,,,,,,,,,,,,,12.04,0.019,11.463,0.032,11.204,0.023,3626,109,87,4.994,0.05,0.06,-0.035,0.18,0.15,0.282,0.058,0.048,0.296,0.072,0.072,12.55,3.994,3.541,71.84,16.54,15.82,0.11,0.061,0.061
210318238,03 53 07.144,+11 17 17.23,1,11.744,,661-263-1,507-005733,03530715+1117172,,STAR,gri,rpm,14.6,2,3,2.2,,,12.596,0.26,11.922,0.183,,,12.433,0.02,11.724,0.02,11.449,0.03,,,10.331,0.024,9.906,0.034,9.799,0.019,5439,544,128,3.679,0.642,1.284,-0.275,0.25,0.8,2.201,6.631,1.206,0.949,0.242,0.081,0.06,0.727,0.06,483.2,1025,296.1,0.285,0.221,0.098
210318481,03 55 12.802,+11 17 46.88,1,13.28,,,507-005826,03551279+1117469,,STAR,gri,rpm,-3.5,4.6,-30.8,3.7,,,14.622,0.02,13.551,0.01,,,14.094,0.03,13.174,0.07,12.931,0.07,,,11.713,0.018,11.224,0.036,11.128,0.029,5163,265,265,4.569,0.03,0.066,-0.026,0.15,0.24,0.798,0.11,0.074,0.857,0.076,0.076,1.698,0.297,0.428,263.7,54.06,25.95,0.268,0.179,0.149
210318725,03 53 40.844,+11 18 12.39,1,12.006,,661-130-1,507-005748,03534082+1118123,,STAR,gri,rpm,14.3,2.6,-14,2.7,,,12.502,0.249,11.644,0.15,,,12.505,0.03,12.025,0.03,11.792,0.03,,,10.828,0.019,10.53,0.028,10.471,0.026,6215,186,223,4.239,0.12,0.192,-0.176,0.16,0.32,1.283,0.365,0.186,1.124,0.113,0.181,0.454,0.241,0.204,357.9,88.53,60.2,0.254,0.086,0.103
210318757,03 52 17.990,+11 18 16.49,1,11.984,,,507-005703,03521798+1118166,,STAR,gri,rpm,-6.1,1.2,-1.8,1.2,,,13.692,0.03,12.404,0.02,,,13.064,0.02,11.991,0.03,11.521,0.03,,,10,0.019,9.397,0.026,9.253,0.022,4837,98,137,2.442,0.528,0.132,-0.363,0.25,0.25,11,0.529,5.771,1.14,0.222,0.222,8.63E-04,0.004,2.49E-04,1395,117.1,662.9,0.468,0.072,0.144
210318953,03 57 52.060,+11 18 36.03,1,12.575,,,507-005959,03575206+1118361,,STAR,gri,rpm,-13.8,1.4,-24.6,2.9,,,13.57,0.02,12.806,0.01,,,13.175,0.02,12.541,0.05,12.318,0.05,,,11.22,0.023,10.884,0.029,10.762,0.026,6046,213,267,4.274,0.14,0.168,-0.182,0.2,0.28,1.224,0.275,0.264,1.047,0.132,0.11,0.556,0.41,0.27,372.3,107.7,83.56,0.363,0.11,0.147
210318976,03 55 17.478,+11 18 38.38,1,11.156,,662-910-1,507-005833,03551747+1118383,,STAR,gri,rpm,9.1,2.1,-5.2,2.2,,,12.39,0.254,11.419,0.118,,,12.226,0.03,11.104,0.06,10.698,0.03,,,9.146,0.019,8.501,0.049,8.316,0.02,4680,140,140,2.435,0.245,0.175,-0.199,0.2,0.32,10.892,1.905,2.2,1.213,0.29,0.207,8.37E-04,8.10E-04,4.12E-04,929.5,157.6,159.2,0.361,0.133,0.133
