210793969,04 09 11.866,+19 46 40.77,1,12.803,,,549-008775,04091187+1946407,,STAR,gri,rpm,12.8,2.5,-13.1,2.5,,,14.411,0.047,13.244,0.032,,,13.811,0.033,12.905,0.041,12.371,0.061,,,10.893,0.024,10.412,0.027,10.248,0.021,5152,123,92,3.284,0.36,0.9,-0.743,0.44,0.16,3.376,6.06,0.979,0.928,0.143,0.036,0.018,0.038,0.017,740.7,1082,201.6,0.411,0.056,0.048
210793976,03 36 51.954,+19 46 41.14,1,15.444,,,549-007138,03365196+1946414,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.173,0.022,12.563,0.023,12.309,0.026,3636,142,142,4.994,0.084,0.06,-0.051,0.15,0.21,0.284,0.057,0.064,0.29,0.078,0.093,12.18,6.947,3.356,113.4,35.25,30.71,0.156,0.081,0.081
210794062,03 55 51.343,+19 46 46.05,1,10.837,,1257-633-1,549-008044,03555135+1946460,,STAR,BV,rpm,-28.1,1.6,-9.3,1.7,,,11.639,0.09,10.971,0.081,,,,,,,,,,,9.89,0.024,9.555,0.025,9.51,0.02,5963,234,234,4.286,0.155,0.279,-0.064,0.18,0.24,1.219,0.544,0.226,1.093,0.148,0.106,0.556,0.41,0.35,216.7,88.27,46.93,0.202,0.122,0.104
210794111,04 10 05.374,+19 46 48.77,1,13.451,,,549-008811,04100537+1946487,,STAR,gri,rpm,12.6,3.2,-3.7,3.9,,,14.677,0.049,13.799,0.034,,,14.225,0.035,13.488,0.043,13.119,0.064,,,11.767,0.024,11.348,0.027,11.235,0.021,5732,308,308,4.164,0.315,0.378,-0.224,0.25,0.35,1.343,0.639,0.433,0.997,0.141,0.118,0.331,0.881,0.24,507.5,258.5,171.3,0.405,0.148,0.148
210794158,04 02 50.364,+19 46 50.89,1,12.818,,,549-008433,04025036+1946509,,STAR,BV,rpm,0.2,1.5,-2.3,2.6,,,13.22,0.042,12.842,0.031,,,,,,,,,,,11.58,0.02,11.406,0.024,11.313,0.018,7337,299,479,4.088,0.135,0.243,-0.061,0.1,0.12,1.814,0.682,0.295,1.627,0.173,0.144,0.243,0.16,0.145,800.6,282.9,123.9,0.456,0.078,0.196
210794167,04 25 07.028,+19 46 51.33,1,16.847,,,,04250702+1946513,,STAR,JHK,rpm,28,11,10,8,,,,,,,,,,,,,,,,,14.355,0.029,13.74,0.034,13.407,0.037,3577,138,138,5.008,0.072,0.06,-0.012,0.12,0.18,0.26,0.059,0.057,0.259,0.085,0.071,14.26,7.028,4.708,172.5,51.77,39.82,0.224,0.093,0.093
210794258,03 35 47.854,+19 46 56.04,1,17.863,,,,03354785+1946560,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.718,0.083,14.927,0.087,14.806,0.119,4223,372,372,4.775,0.132,0.11,-0.205,0.2,0.28,0.504,0.126,0.135,0.556,0.124,0.174,4.321,4.047,1.626,780,324.3,266.1,0.325,0.196,0.163
210794329,03 31 13.450,+19 47 00.66,1,8.598,16401,1242-961-1,549-006895,03311345+1946593,,STAR,BV,plx,33.94,4.24,36.69,2.78,9.3,2.4,9.133,0.019,8.659,0.015,,,,,,,,,,,7.063,0.023,6.888,0.024,6.836,0.023,6850,330,275,4.048,0.16,0.192,0.001,0.12,0.12,1.86,0.658,0.362,1.552,0.176,0.151,0.224,0.174,0.124,107.5,27.75,27.75,0.118,0.082,0.068
210794599,04 08 48.931,+19 47 15.94,1,10.377,,1259-822-1,549-008755,04084893+1947159,,STAR,gri,rpm,-0.6,1.4,-2.4,1.5,,,10.854,0.067,10.245,0.051,,,10.58,0.03,10.31,0.04,10.225,0.02,,,9.278,0.024,9.105,0.027,9.005,0.018,7112,387,276,3.922,0.265,0.318,-0.029,0.12,0.08,2.305,1.203,0.79,1.722,0.36,0.24,0.121,0.197,0.083,348.2,178.8,101.7,0.247,0.132,0.094
210794602,03 27 44.347,+19 47 16.27,1,13.422,,,549-006734,03274435+1947164,,STAR,gri,rpm,-12.7,2.8,-42.6,3.2,,,14.655,0.01,13.752,0.01,,,14.166,0.02,13.426,0.01,13.103,0.03,,,12.013,0.021,11.608,0.021,11.516,0.022,5865,341,194,4.446,0.1,0.32,-0.615,0.25,0.4,0.917,0.377,0.157,0.848,0.055,0.067,1.063,0.527,0.69,377.8,189.8,54.75,0.493,0.139,0.057
210794621,03 40 01.278,+19 47 17.07,1,11.209,,1243-841-1,549-007319,03400126+1947171,,STAR,gri,rpm,100.4,1.6,-78.5,1.7,,,11.917,0.14,11.134,0.095,,,11.757,0.03,11.169,0.04,10.974,0.03,,,10.034,0.022,9.71,0.022,9.646,0.02,5837,188,330,4.43,0.1,0.16,-0.728,0.54,0.3,0.889,0.19,0.115,0.819,0.077,0.058,1.068,0.512,0.451,160.2,60.95,51.4,0.198,0.088,0.102
210794747,03 39 25.546,+19 47 23.42,1,12.564,,,549-007283,03392554+1947234,,STAR,gri,rpm,-8.5,2,-7.7,2.7,,,13.683,0.02,12.842,0.06,,,13.241,0.02,12.606,0.07,12.273,0.04,,,11.262,0.021,10.901,0.023,10.792,0.02,6079,242,242,4.067,0.287,0.205,-0.148,0.2,0.28,1.529,0.626,0.444,1.096,0.287,0.12,0.242,0.495,0.133,483.5,191.6,137.2,0.409,0.12,0.103
210794758,03 45 35.602,+19 47 23.87,1,12.871,,,549-007552,03453560+1947239,,STAR,gri,rpm,30.9,3.5,21.5,4.2,,,14.467,0.04,13.371,0.11,,,13.997,0.14,12.814,0.05,12.389,0.01,,,10.952,0.021,10.352,0.018,10.231,0.018,4690,333,238,4.649,0.025,0.975,-0.13,0.25,0.35,0.67,1.67,0.025,0.744,0.206,0.043,2.429,0.204,2.356,141.6,351.4,13.35,0.213,0.334,0.139
210794850,03 43 15.684,+19 47 29.35,1,12.745,,,549-007451,03431567+1947293,,STAR,gri,rpm,-7.2,2,-8,2.7,,,14.013,0.045,13.065,0.032,,,13.514,0.032,12.744,0.041,12.415,0.061,,,11.206,0.018,10.872,0.018,10.747,0.016,6063,252,180,4.083,0.264,0.22,-0.018,0.12,0.14,1.54,0.684,0.416,1.238,0.094,0.189,0.277,0.357,0.172,474.2,184.6,113.7,0.491,0.058,0.093
210794885,03 30 40.920,+19 47 31.07,1,12.767,,,549-006864,03304091+1947310,,STAR,BV,rpm,24,2.2,-16.7,1.5,,,13.581,0.043,12.904,0.031,,,,,,,,,,,11.295,0.021,10.932,0.022,10.827,0.017,5926,242,242,4.337,0.13,0.182,-0.182,0.2,0.28,1.121,0.305,0.204,1.001,0.124,0.103,0.682,0.424,0.335,361.9,82.3,78.89,0.343,0.123,0.172
210794889,04 24 23.986,+19 47 31.39,1,12.82,,,549-009498,04242399+1947314,,STAR,gri,rpm,4.1,2.2,-0.6,2.4,,,14.877,0.05,13.363,0.03,,,14.114,0.1,12.861,0.03,12.265,0.02,,,10.601,0.021,9.906,0.022,9.716,0.019,4671,112,93,2.36,0.24,0.288,-0.274,0.15,0.51,11.244,2.977,2.354,1.125,0.254,0.203,7.63E-04,8.88E-04,4.61E-04,1706,509,342.1,0.736,0.083,0.1
210795007,04 11 29.008,+19 47 37.80,1,13.253,,,549-008867,04112900+1947377,,STAR,BV,rpm,4.8,1.8,3.9,4.9,,,15.041,0.01,13.554,0.03,,,,,,,,,,,10.751,0.024,10.057,0.027,9.862,0.017,4632,139,139,2.432,0.378,0.162,-0.19,0.2,0.28,10.799,2.244,3.671,1.181,0.189,0.189,8.34E-04,0.002,3.67E-04,1787,401.4,546.1,0.565,0.131,0.131
210795045,04 09 47.168,+19 47 39.79,1,12.638,,,549-008799,04094717+1947397,,STAR,JHK,rpm,14.8,1.7,-8.6,2,,,,,,,,,,,,,,,,,11.172,0.022,10.755,0.033,10.583,0.021,5694,289,289,4.204,0.246,0.369,-0.031,0.16,0.28,1.281,0.772,0.327,1.045,0.205,0.114,0.446,0.507,0.332,360,229.5,88.42,0.452,0.105,0.195
210795126,03 35 23.243,+19 47 44.20,1,12.559,,,549-007078,03352324+1947441,,STAR,gri,rpm,-11.3,1.5,-17.8,2,,,13.75,0.043,12.862,0.031,,,13.271,0.032,12.558,0.041,12.254,0.061,,,11.096,0.018,10.657,0.021,10.571,0.019,5509,314,262,4.423,0.11,0.682,-0.188,0.25,0.65,1.003,1.323,0.182,0.965,0.147,0.098,0.935,0.53,0.852,286,358.4,67.85,0.278,0.154,0.11
210795198,03 40 02.503,+19 47 47.53,1,11.365,,1243-493-1,549-007321,03400249+1947476,,STAR,gri,rpm,0.8,1.9,-11.5,2,,,12.568,0.266,11.788,0.184,,,11.76,0.03,11.304,0.04,11.196,0.05,,,10.369,0.022,10.186,0.021,10.127,0.02,6762,523,290,4.166,0.095,0.304,0.008,0.15,0.15,1.676,0.762,0.263,1.505,0.197,0.164,0.303,0.145,0.202,407.9,195.4,72.51,0.306,0.232,0.145
