EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
201491415,10 52 22.175,+00 23 38.57,1,18.722,,,,10522217+0023385,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.36,0.122,15.845,0.176,15.466,0.217,3857,4.941,-0.313,0.321,0.364,8.276,668.3,0.033
201492388,10 54 54.154,+00 24 30.28,1,14.668,,,453-051229,10545414+0024303,,STAR,gri,-51.2,5.3,-0.9,3.7,,,15.759,0.04,14.895,0.01,,,15.335,0.01,14.608,0.01,14.383,0.01,,,13.228,0.026,12.77,0.032,12.719,0.03,5081,4.604,-0.287,0.722,0.765,1.974,499.7,0.031
201492572,10 52 17.417,+00 24 40.91,1,12.879,,,453-051156,10521741+0024408,,STAR,gri,2.9,2.1,-10.5,1.6,,,13.848,0.01,13.057,0.01,,,13.407,0.03,12.843,0.01,12.652,0.06,,,11.653,0.027,11.265,0.023,11.197,0.021,5284,3.773,-0.172,2.214,1.13,0.099,791,0.04
201492812,10 54 41.339,+00 24 53.73,1,17.607,,,,10544133+0024537,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.902,0.075,15.249,0.092,15.213,0.19,4030,4.856,-0.26,0.391,0.452,6.329,695.2,0.033
201492900,10 51 58.726,+00 24 58.17,1,12.918,,,453-051144,10515873+0024580,,STAR,gri,-0.4,1.9,-10.7,1.7,,,13.601,0.01,13.04,0.03,,,13.279,0.01,12.871,0.01,12.763,0.02,,,11.914,0.032,11.65,0.027,11.613,0.033,6045,4.224,-0.145,1.296,1.088,0.446,592.1,0.032
201493565,10 54 57.973,+00 25 34.13,1,18.376,,,,10545797+0025341,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.813,0.203,16.034,0.189,14.974,0.14,3603,5.04,-0.185,0.235,0.226,15.04,509.9,0.032
201493624,10 52 16.445,+00 25 37.08,1,13.498,,,453-051154,10521644+0025370,,STAR,gri,-5.4,2,-6.3,2.2,,,14.706,0.01,13.754,0.02,,,14.204,0.03,13.448,0.01,13.195,0.03,,,12.103,0.027,11.571,0.023,11.516,0.025,4934,2.958,-0.535,5,0.949,0.006,1864,0.033
201493778,10 53 06.216,+00 25 45.65,1,14.351,,,453-051177,10530621+0025455,,STAR,gri,-4.2,4.4,3.4,3.1,,,15.518,0.03,14.628,0.03,,,15.058,0.02,14.342,0.02,14.047,0.01,,,12.919,0.024,12.358,0.023,12.292,0.027,4905,2.584,-0.868,7.21,0.875,0.002,4204,0.033
201493877,10 52 49.744,+00 25 50.58,1,14.432,,,453-051167,10524975+0025507,,STAR,gri,0.5,3.6,-24.5,4.7,,,16.058,0.02,14.858,0.04,,,15.512,0.04,14.368,0.01,13.969,0.03,,,12.645,0.022,12.083,0.026,11.941,0.024,4325,4.723,-0.093,0.564,0.636,3.334,238.2,0.023
201493900,10 53 15.779,+00 25 52.26,1,16.034,,,,10531577+0025522,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,13.522,0.027,12.905,0.023,12.562,0.026,3348,5.122,-0.102,0.183,0.156,27.45,76.73,0.011
201493910,10 53 29.941,+00 25 52.58,1,12.029,,255-304-1,453-051188,10532994+0025524,,STAR,gri,-47.4,2.4,2.2,2.5,,,12.364,0.174,11.705,0.131,,,12.444,0.01,11.988,0.01,11.851,0.01,,,10.981,0.027,10.673,0.024,10.582,0.024,5887,4.39,-0.273,0.99,0.956,0.883,295.2,0.032
201494135,10 53 08.547,+00 26 04.17,1,13.763,,,453-051181,10530854+0026041,,STAR,gri,-10.3,3.5,1.4,2.3,,,15.243,0.01,14.148,0.02,,,14.727,0.01,13.706,0.02,13.35,0.01,,,12.133,0.026,11.568,0.024,11.455,0.021,4564,4.656,0.085,0.667,0.736,2.457,241.5,0.036
201494295,10 50 35.323,+00 26 12.74,1,17.985,,,,10503532+0026127,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.452,0.168,15.508,0.149,,,,,,,,,,
201494393,10 51 07.776,+00 26 18.16,1,11.492,,255-295-1,453-051125,10510776+0026183,,STAR,gri,-20.1,1.7,-25.2,1.8,,,12.562,0.284,11.398,0.123,,,11.988,0.01,11.454,0.05,11.28,0.09,,,10.406,0.026,10.149,0.027,9.959,0.021,5831,4.289,0.019,1.204,1.083,0.565,273.5,0.033
201494556,10 51 14.017,+00 26 27.68,1,17.042,,,,10511401+0026276,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.568,0.03,13.982,0.035,13.629,0.043,3496,5.049,-0.033,0.219,0.213,17.17,163.1,0.026
201494588,10 52 52.592,+00 26 29.07,1,14.208,,,453-051169,10525260+0026291,,STAR,gri,-10.1,2.4,0.7,3.1,,,15.459,0.01,14.514,0.01,,,14.987,0.02,14.143,0.01,13.874,0.01,,,12.727,0.023,12.246,0.024,12.095,0.023,4887,4.589,-0.028,0.757,0.818,1.884,399.3,0.035
201494805,10 53 38.298,+00 26 40.27,1,14.574,,,453-051192,10533829+0026403,,STAR,gri,-36.8,6.8,-2.2,2.8,,,16.448,0.06,15.115,0.04,,,15.843,0.06,14.575,0.05,14.03,0.01,,,12.307,0.026,11.686,0.023,11.509,0.022,4013,4.839,-0.178,0.443,0.502,5.671,141.7,0.025
201494885,10 54 07.171,+00 26 44.39,1,17.273,,,,10540717+0026443,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.793,0.113,15.096,0.106,14.673,0.12,3751,4.949,-0.21,0.314,0.329,9.645,470.3,0.031
201495004,10 51 54.117,+00 26 50.92,1,10.925,,255-299-1,453-051143,10515411+0026509,,STAR,gri,-45,1.3,-5.6,1.3,,,11.381,0.07,10.848,0.067,,,11.114,0.01,10.861,0.04,10.614,0.32,,,10.061,0.024,9.804,0.022,9.766,0.022,6385,4.188,-0.381,1.351,1.072,0.392,280.6,0.026
201495097,10 51 46.554,+00 26 56.34,1,17.211,,,,10514655+0026563,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.94,0.038,14.418,0.049,14.076,0.064,3550,5.038,-0.071,0.233,0.238,16.31,211.7,0.026
201495234,10 50 32.082,+00 27 04.42,1,17.574,,,,10503208+0027044,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.073,0.124,15.562,0.146,14.935,0.154,3680,4.997,-0.21,0.274,0.288,12.44,470.6,0.031
201495284,10 54 57.554,+00 27 07.40,1,15.639,,,453-051233,10545767+0027087,,EXTENDED,gri,-36,18.4,-29.5,18.4,,,17.27,0.1,16.032,0.06,,,16.645,0.09,15.651,0.03,15.208,0.09,,,14.488,0.086,14.001,0.107,13.436,0.093,,,,,,,,
201495285,10 51 32.308,+00 27 07.58,1,15.443,,,453-051134,10513230+0027075,,STAR,gri,28.9,2.7,-40.5,2.8,,,17.791,0.13,16.198,0.07,,,16.951,0.03,15.502,0.05,14.797,0.22,,,13.314,0.029,12.661,0.022,12.548,0.03,3924,4.883,-0.149,0.382,0.426,7.068,197.1,0.03
201495299,10 51 15.042,+00 27 08.59,1,13.289,,,453-051129,10511504+0027084,,STAR,gri,-0.4,1.5,-91,1.7,,,13.928,0.03,13.449,0.01,,,13.625,0.01,13.295,0.04,13.145,0.12,,,12.366,0.024,12.137,0.024,12.022,0.021,6122,4.36,-1.015,0.949,0.809,0.858,382.4,0.033
201495451,10 54 42.281,+00 27 16.56,1,9.716,,255-274-1,453-051221,10544228+0027166,,STAR,BV,-27.3,1.1,-2,1.1,,,11.083,0.065,9.929,0.031,,,,,,,,,,,7.97,0.027,7.405,0.034,7.262,0.026,4671,2.506,-0.03,11.14,1.415,0.001,598.8,0.032
201496835,10 51 00.719,+00 28 30.58,1,14.658,,,453-051121,10510072+0028305,,STAR,gri,6.8,2.7,4,2.8,,,16.007,0.1,14.957,0.01,,,15.451,0.01,14.591,0.05,14.318,0.11,,,13.121,0.026,12.672,0.024,12.517,0.026,4966,4.579,-0.03,0.764,0.832,1.76,501.5,0.036
201496905,10 51 16.291,+00 28 33.77,1,16.934,,,,10511629+0028337,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.477,0.096,14.762,0.096,14.059,0.089,3518,5.033,-0.085,0.234,0.218,15.75,288.2,0.029
201497354,10 55 05.250,+00 28 59.33,1,10.124,,255-687-1,453-051240,10550524+0028593,,STAR,gri,-0.1,1,-4.7,1.1,,,10.566,0.038,10.196,0.037,,,10.322,0.03,10.058,0.04,10.008,0.06,,,9.334,0.023,9.173,0.024,9.113,0.019,6661,4.008,0.01,1.917,1.526,0.165,308.8,0.03
201497396,10 52 39.616,+00 29 01.90,1,10.098,53175,255-263-1,453-051161,10523960+0029019,,STAR,gri,-91.83,2.39,-36.13,1.54,25.62,2.02,11.973,0.169,10.657,0.06,,,11.341,0.02,10.138,0.04,9.566,0.03,,,8.085,0.018,7.487,0.038,7.333,0.024,4284,4.71,0.162,0.587,0.66,3.19,39.03,0.008
201497447,10 54 44.984,+00 29 04.95,1,17.654,,,,10544498+0029049,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.147,0.136,15.441,0.152,14.894,0.164,3797,4.963,-0.21,0.288,0.322,9.768,538.9,0.032
201497943,10 51 40.017,+00 29 29.72,1,14.377,,,453-051136,10514001+0029296,,STAR,gri,-0.2,5.3,-60.3,18.1,,,16.835,0.09,15.287,0.02,,,16.075,0.02,14.717,0.01,13.649,0.24,,,12.143,0.026,11.429,0.023,11.211,0.023,3861,4.889,0.012,0.386,0.441,7.117,115.2,0.025
201498010,10 50 54.997,+00 29 32.94,1,17.768,,,,10505499+0029329,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.463,0.097,14.873,0.111,14.588,0.121,3940,4.89,-0.21,0.372,0.389,7.233,484.4,0.031
201498078,10 52 07.780,+00 29 36.07,1,10.451,,255-257-1,453-051151,10520778+0029359,,STAR,gri,-23.5,1.3,-47.1,1.3,,,11.561,0.086,10.612,0.059,,,10.979,0.01,10.402,0.02,10.226,0.02,,,9.337,0.03,8.92,0.042,8.89,0.022,5478,4.426,-0.125,0.984,0.952,1.015,126.9,0.024
201498183,10 52 51.255,+00 29 42.12,1,17.886,,,,10525125+0029421,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.361,0.113,15.69,0.133,,,,,,,,,,
201498328,10 53 51.207,+00 29 49.80,1,14.698,,,453-051199,10535121+0029499,,STAR,gri,-22.5,4.3,3.1,2.9,,,15.746,0.03,14.85,0.01,,,15.305,0.01,14.586,0.03,14.437,0.07,,,13.291,0.023,12.881,0.029,12.776,0.034,5196,4.563,-0.077,0.797,0.849,1.655,580.3,0.032
201498851,10 54 47.775,+00 30 19.00,1,17.488,,,,10544777+0030189,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.993,0.116,15.294,0.14,14.838,0.124,3769,4.949,-0.21,0.312,0.329,9.769,526.9,0.032
201499002,10 52 15.084,+00 30 27.42,1,14.45,,,453-051153,10521508+0030273,,STAR,gri,-68,2.8,-15.5,2.6,,,15.109,0.02,14.585,0.01,,,14.785,0.03,14.44,0.01,14.307,0.11,,,13.4,0.028,13.146,0.027,13.01,0.031,6143,4.444,-1.17,0.867,0.767,1.159,773.3,0.036
201499054,10 52 23.356,+00 30 29.92,1,13.239,,,453-051158,10522335+0030297,,STAR,gri,-12.1,2,-5.7,1.8,,,14.547,0.01,13.519,0.01,,,13.996,0.01,13.207,0.01,12.915,0.04,,,11.681,0.026,11.175,0.024,11.061,0.025,4720,2.566,-0.362,8.166,0.982,0.002,2467,0.035
201499237,10 50 21.781,+00 30 40.10,1,17.885,,,,10502178+0030401,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.36,0.133,,,,,,,,,,,,
201499340,10 50 07.656,+00 30 46.12,1,12.582,,,453-051096,10500764+0030460,,STAR,gri,1.1,1.3,-19,1.8,,,13.572,0.01,12.783,0.01,,,13.131,0.01,12.525,0.03,12.347,0.02,,,11.398,0.027,11.005,0.027,10.939,0.024,5405,4.487,-0.121,0.902,0.934,1.227,303.9,0.031
201499394,10 52 51.821,+00 30 48.44,1,12.02,,,453-051168,10525182+0030484,,STAR,gri,-49.2,1.2,-9.5,1.4,,,13.287,0.04,12.293,0.02,,,12.793,0.01,11.935,0.01,11.689,0.06,,,10.578,0.024,10.107,0.024,9.978,0.021,4882,4.599,0.02,0.744,0.812,1.949,144.3,0.026
201499417,10 55 20.158,+00 30 49.91,1,17.537,,,,10552015+0030499,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.039,0.117,15.722,0.175,14.903,0.156,3701,4.997,-0.21,0.271,0.28,12.44,470.6,0.031
201499686,10 54 44.635,+00 31 03.91,1,10.886,,255-223-1,453-051224,,,STAR,gri,-59.7,1.7,-5.1,1.7,,,11.868,0.114,11.086,0.074,,,11.255,0.03,10.822,0.01,10.728,0.02,,,,,,,,,,,,,,,,
201499874,10 50 15.260,+00 31 13.71,1,17.67,,,,10501525+0031137,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.162,0.112,15.548,0.117,14.803,0.133,3619,5.033,-0.125,0.245,0.234,13.88,392.9,0.031
201499999,10 52 33.759,+00 31 19.72,1,10.063,,255-212-1,453-051160,10523376+0031197,,STAR,gri,-5.8,1.1,-23.4,1.1,,,10.509,0.037,10.082,0.033,,,10.346,0.02,9.994,0.01,9.942,0.02,,,9.297,0.026,9.108,0.024,9.016,0.026,6357,4.081,0.038,1.664,1.338,0.252,239.6,0.031
201500170,10 50 06.766,+00 31 29.40,1,17.316,,,,10500676+0031293,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.833,0.143,15.287,0.152,14.55,0.133,3638,4.987,-0.165,0.264,0.271,13.12,407.4,0.032
201500200,10 50 30.011,+00 31 31.14,1,14.341,,,453-051107,10503000+0031311,,STAR,gri,17.7,3.1,-29.5,2.8,,,15.981,0.06,14.696,0.03,,,15.356,0.03,14.246,0.04,13.906,0.04,,,12.655,0.024,12.073,0.023,11.974,0.021,4457,4.679,-0.063,0.63,0.69,2.75,282.7,0.031
201500395,10 50 50.722,+00 31 42.20,1,10.274,,255-203-1,453-051116,10505072+0031420,,STAR,gri,-43,1.1,-22,1.2,,,11.016,0.061,10.413,0.049,,,10.63,0.03,10.27,0.08,10.121,0.01,,,9.276,0.022,9.04,0.024,8.926,0.021,6197,4.178,-0.07,1.39,1.174,0.363,201.4,0.028
201500803,10 50 11.328,+00 32 02.01,1,12.904,,,453-051098,10501132+0032019,,STAR,gri,-26.4,2.7,-2.3,2.3,,,13.623,0.02,13.011,0.01,,,13.257,0.02,12.836,0.04,12.753,0.01,,,11.867,0.024,11.603,0.024,11.554,0.019,6035,4.328,-0.217,1.146,1.041,0.649,524.3,0.032
201500906,10 51 31.439,+00 32 07.06,1,12.351,,,453-051133,10513143+0032070,,STAR,gri,11.3,1.4,-14.3,1.5,,,13.183,0.02,12.527,0.01,,,12.807,0.01,12.358,0.04,12.155,0.2,,,11.399,0.026,11.147,0.023,11.059,0.021,6003,4.239,-0.073,1.244,1.091,0.503,459.1,0.035
201501301,10 53 48.747,+00 32 28.97,1,14.743,,,453-051198,10534875+0032290,,STAR,gri,-167.5,8.9,-71.8,9.4,,,16.017,0.06,15.069,0.02,,,15.516,0.03,14.733,0.01,14.412,0.07,,,13.211,0.026,12.69,0.026,12.588,0.024,4715,4.775,-1.147,0.503,0.554,4.347,250.8,0.033
201501317,10 52 57.791,+00 32 29.86,1,16.682,,,,10525779+0032298,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.242,0.094,14.647,0.102,14.177,0.09,3687,4.987,-0.136,0.292,0.288,11.48,314.5,0.029
201501470,10 52 03.264,+00 32 38.52,1,12.609,,,453-051148,10520326+0032383,,STAR,gri,-416,4.5,12.3,5.2,,,15.486,0.09,13.898,0.01,,,14.687,0.04,13.301,0.01,11.718,0.04,,,9.426,0.026,8.811,0.047,8.512,0.031,3609,5.003,-0.048,0.271,0.277,13.09,23.98,0.003
201501676,10 55 23.237,+00 32 50.33,1,17.665,,,,10552323+0032503,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.157,0.123,15.516,0.13,14.898,0.131,3638,4.997,-0.165,0.264,0.267,12,439.8,0.031
201502125,10 55 26.118,+00 33 13.56,1,17.886,,,,10552611+0033135,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.361,0.141,15.733,0.143,15.083,0.144,3639,4.999,-0.21,0.266,0.264,13.8,519,0.032
201502141,10 51 50.102,+00 33 14.62,1,17.297,,,,10515010+0033146,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.777,0.029,14.154,0.035,13.811,0.047,3555,5.029,-0.085,0.241,0.235,15.16,200.3,0.028
201502149,10 54 47.554,+00 33 15.09,1,10.619,,255-183-1,453-051225,10544755+0033150,,STAR,gri,-1.3,1.6,-20,1.6,,,11.27,0.065,10.657,0.055,,,10.941,0.03,10.56,0.01,10.481,0.03,,,9.668,0.024,9.403,0.024,9.334,0.025,6179,4.102,-0.05,1.516,1.215,0.267,264.8,0.029
201502769,10 54 00.437,+00 33 48.31,1,17.345,,,,10540043+0033483,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.86,0.117,15.438,0.165,14.653,0.124,3636,5.01,-0.165,0.255,0.259,12.4,403.7,0.032
201502851,10 50 13.069,+00 33 52.73,1,15.719,,,453-051100,10501306+0033527,,STAR,gri,-4.4,2.8,-1.8,3.2,,,16.783,0.1,15.943,0.08,,,16.315,0.03,15.677,0.06,15.463,0.05,,,14.244,0.026,13.775,0.027,13.638,0.043,5134,4.507,-0.507,0.864,0.825,1.37,1021,0.033
201502940,10 53 47.993,+00 33 58.62,1,17.499,,,,10534799+0033586,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.003,0.113,15.173,0.111,14.671,0.124,3788,4.963,-0.21,0.294,0.331,9.746,500,0.032
201503329,10 53 51.700,+00 34 21.18,1,12.068,,,453-051200,10535169+0034212,,STAR,gri,-36,1.2,5.4,1.4,,,13.199,0.01,12.318,0.01,,,12.73,0.03,12.03,0.01,11.784,0.02,,,10.778,0.029,10.404,0.029,10.261,0.027,5189,4.548,-0.093,0.83,0.891,1.554,192.9,0.031
201503558,10 51 41.046,+00 34 34.33,1,16.908,,,,10514104+0034343,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.1,0.045,14.391,0.05,14.376,0.084,4211,4.765,-0.218,0.506,0.562,4.041,617.1,0.033
201503655,10 53 08.089,+00 34 40.29,1,14.169,,,453-051179,10530809+0034402,,STAR,gri,39.3,2.6,-18.4,2.6,,,15.749,0.02,14.612,0.01,,,15.231,0.01,14.133,0.04,13.714,0.04,,,12.334,0.022,11.792,0.023,11.613,0.021,4250,4.912,-0.701,0.38,0.433,7.814,134.7,0.014
201503913,10 53 55.566,+00 34 55.99,1,17.625,,,,10535556+0034559,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.12,0.124,15.401,0.125,14.867,0.143,3761,4.973,-0.21,0.281,0.305,11.1,498,0.032
201504160,10 54 17.467,+00 35 09.87,1,14.409,,,453-051208,10541747+0035099,,STAR,gri,-34.7,2.8,5.2,2.9,,,16.601,0.06,15.104,0.01,,,15.907,0.01,14.475,0.02,13.767,0.06,,,12.123,0.024,11.464,0.026,11.276,0.027,3740,4.949,-0.083,0.34,0.371,9.361,98.26,0.019
201504380,10 50 51.973,+00 35 21.49,1,15.825,,,453-051118,10505197+0035214,,EXTENDED,gri,-0.2,5.6,-1.9,5.5,,,17.52,0.02,16.151,0.04,,,16.714,0.05,15.771,0.02,15.444,0.1,,,14.399,0.061,13.802,0.084,13.406,0.061,,,,,,,,
201504478,10 52 47.792,+00 35 26.08,1,10.231,,255-149-1,453-051165,10524779+0035262,,STAR,gri,-46.6,1.7,3.1,1.9,,,10.794,0.045,10.298,0.039,,,10.488,0.03,10.176,0.01,10.121,0.02,,,9.442,0.026,9.239,0.024,9.136,0.019,6394,4.217,-0.085,1.436,1.245,0.421,222,0.028
201505158,10 54 04.858,+00 36 01.98,1,15.768,,,454-049165,10540487+0036020,,STAR,gri,-23.1,2.7,-8.9,3.1,,,17.2,0.13,16.185,0.08,,,16.724,0.04,15.757,0.01,15.359,0.1,,,14.175,0.03,13.637,0.037,13.566,0.043,4640,4.658,-0.247,0.639,0.692,2.608,604.6,0.031
201505831,10 50 46.600,+00 36 40.00,1,16.111,,,,10504660+0036399,,STAR,J,,,,,,,,,,,,,,,,,,,,,14.714,0.069,14.046,0.084,13.556,0.075,3658,4.988,-0.096,0.28,0.273,12.72,239.1,0.028
201506639,10 50 11.062,+00 37 25.63,1,15.004,,,454-049075,10501106+0037256,,STAR,gri,-93.9,2.6,6.7,2.8,,,17.508,0.11,16.048,0.06,,,16.814,0.05,15.47,0.02,14.229,0.05,,,12.223,0.024,11.611,0.023,11.39,0.021,3695,4.967,-0.02,0.305,0.332,10.59,98.91,0.019
201506751,10 50 15.491,+00 37 31.62,1,16.649,,,,10501549+0037316,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.201,0.024,13.653,0.032,13.274,0.034,3411,5.091,0.009,0.198,0.178,20.85,120.2,0.021
201507294,10 51 24.170,+00 38 00.92,1,14.227,,,454-049105,10512416+0038009,,STAR,gri,-0.7,2.3,-40.4,2.9,,,15.147,0.03,14.474,0.02,,,14.753,0.02,14.236,0.07,14.001,0.17,,,13.149,0.026,12.772,0.027,12.645,0.03,5544,4.552,-0.699,0.757,0.762,1.687,562.8,0.032
201507658,10 52 54.673,+00 38 18.74,1,17.296,,,,10525467+0038187,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.906,0.038,14.252,0.051,14.002,0.056,3869,4.882,-0.138,0.367,0.414,7.644,368,0.032
201507754,10 50 21.035,+00 38 23.82,1,18.174,,,,10502103+0038238,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.622,0.15,15.449,0.114,15.041,0.156,3858,4.918,-0.28,0.336,0.355,8.41,785.2,0.032
201507871,10 50 13.318,+00 38 30.70,1,11.44,,255-104-1,454-049076,10501332+0038305,,STAR,gri,15.1,1.8,-29,2,,,11.971,0.16,11.527,0.155,,,11.724,0.01,11.376,0.02,11.319,0.06,,,10.547,0.023,10.281,0.023,10.212,0.021,6209,4.217,-0.221,1.334,1.093,0.431,339.3,0.029
201508095,10 50 01.454,+00 38 44.59,1,18.057,,,,10500145+0038445,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.517,0.142,15.554,0.116,14.979,0.149,3719,4.973,-0.23,0.283,0.281,12.38,574.9,0.032
201508155,10 51 27.781,+00 38 48.15,1,18.064,,,,10512778+0038481,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.523,0.121,,,,,,,,,,,,
201508508,10 50 00.990,+00 39 08.52,1,14.44,,,454-049071,10500099+0039086,,STAR,gri,10.6,6.1,-23.5,3,,,15.61,0.03,14.684,0.04,,,15.126,0.01,14.357,0.01,14.146,0.03,,,13.088,0.026,12.6,0.027,12.526,0.03,5019,4.593,-0.143,0.738,0.784,1.947,467,0.033
201508891,10 50 21.677,+00 39 29.52,1,14.095,,,454-049080,10502167+0039295,,STAR,gri,-32.6,2.2,19.4,3.4,,,15.083,0.01,14.305,0.02,,,14.667,0.01,14.031,0.05,13.85,0.01,,,12.865,0.024,12.447,0.027,12.36,0.024,5311,4.562,-0.334,0.765,0.783,1.72,473.5,0.034
201508974,10 52 35.106,+00 39 33.57,1,16.209,,,454-049129,10523510+0039335,,STAR,gri,-18.4,2.8,10.7,2.9,,,17.891,0.06,16.588,0.04,,,17.287,0.01,16.181,0.03,15.747,0.12,,,14.431,0.032,13.892,0.029,13.71,0.048,4343,4.761,-0.38,0.502,0.571,4.036,499,0.031
201509003,10 51 20.843,+00 39 35.20,1,17.684,,,,10512084+0039351,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.02,0.093,15.662,0.115,15.346,0.18,4251,4.776,-0.465,0.432,0.485,4.879,786.9,0.031
201509235,10 50 41.927,+00 39 48.14,1,14.35,,,454-049086,10504193+0039481,,STAR,gri,-11.3,2.2,-12,2.4,,,16.071,0.03,14.792,0.03,,,15.468,0.01,14.255,0.03,13.87,0.07,,,12.589,0.024,11.984,0.022,11.839,0.026,4190,4.766,-0.023,0.526,0.592,4.018,209.3,0.024
201509727,10 51 57.271,+00 40 17.81,1,14.855,,,454-049114,10515726+0040177,,STAR,gri,-1.6,2.6,-1.2,2.9,,,16.044,0.01,15.132,0.02,,,15.563,0.01,14.835,0.02,14.552,0.05,,,13.547,0.027,13.091,0.027,13.027,0.033,5073,4.512,-0.372,0.842,0.872,1.341,703.8,0.032
201509939,10 51 11.822,+00 40 29.76,1,9.484,,255-102-1,454-049099,10511182+0040297,,STAR,gri,-30.3,1.1,3.7,1.2,,,10.054,0.031,9.521,0.025,,,10.084,0.01,9.647,0.03,9.227,0.06,,,8.473,0.02,8.25,0.047,8.132,0.021,5925,3.891,-0.083,1.888,1.181,0.144,168,0.032
201510948,10 51 39.988,+00 41 27.13,1,14.78,,,454-049110,10513998+0041270,,STAR,gri,2.7,2.5,1.1,2.7,,,15.978,0.06,15.07,0.02,,,15.518,0.01,14.806,0.02,14.464,0.25,,,13.507,0.027,13.005,0.027,12.896,0.037,5021,3.143,-0.612,3.346,0.897,0.014,2569,0.033
201510954,10 54 45.037,+00 41 27.36,1,11.917,,255-136-1,454-049186,10544503+0041270,,STAR,gri,-45.7,2.5,-10,2.6,,,12.671,0.242,12.263,0.209,,,12.351,0.01,11.856,0.02,11.731,0.03,,,10.85,0.024,10.548,0.023,10.509,0.024,5825,4.396,-0.093,1.036,0.986,0.849,281.6,0.03
201511009,10 54 54.383,+00 41 30.16,1,12.962,,,454-049192,10545438+0041301,,STAR,gri,-17.8,1.5,-2.2,1.6,,,13.747,0.01,13.089,0.01,,,13.366,0.01,12.91,0.01,12.789,0.01,,,11.845,0.024,11.528,0.023,11.512,0.024,5882,4.37,-0.111,1.055,1,0.802,462.9,0.03
201511047,10 50 09.316,+00 41 32.34,1,14.797,,,,10500931+0041323,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,12.578,0.026,11.97,0.023,11.73,0.023,3607,4.999,-0.033,0.265,0.268,13.38,85.74,0.016
201511334,10 50 56.039,+00 41 47.46,1,16.297,,,,10505603+0041474,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.128,0.026,13.619,0.026,13.295,0.043,3431,5.071,-0.018,0.204,0.187,20.01,125.5,0.02
201511351,10 50 10.934,+00 41 48.64,1,16.658,,,,10501093+0041486,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.322,0.037,13.715,0.03,13.437,0.036,3599,5.017,-0.063,0.249,0.252,14.28,177,0.025
201511789,10 50 20.727,+00 42 12.69,1,14.117,,,454-049079,10502072+0042126,,STAR,gri,20.3,4.1,-24.5,3.2,,,15.874,0.06,14.594,0.02,,,15.307,0.01,14.038,0.04,13.607,0.04,,,12.219,0.023,11.628,0.023,11.485,0.023,4074,4.856,-0.244,0.426,0.486,5.943,133.4,0.018
201512086,10 55 20.254,+00 42 29.10,1,18.148,,,,10552025+0042290,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.599,0.151,15.995,0.194,15.286,0.194,3705,4.99,-0.23,0.263,0.288,11.31,603.9,0.033
201512166,10 50 21.473,+00 42 33.90,1,17.971,,,,10502147+0042339,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.555,0.087,14.738,0.083,14.53,0.102,4057,4.828,-0.21,0.433,0.492,5.621,625.5,0.033
