EPIC,KepMag,Kmag,Teff,Radius,mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,float,float,integer,float,float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248685785,11.865,9.587,4813,8.966,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248685793,10.901,8.893,5039,9.73,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248685797,10.497,9.215,6108,1.31,1.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248685804,18.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248685845,12.681,11.136,5705,1.808,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248685880,12.192,10.362,5214,0.802,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248685911,16.6,13.613,4217,0.524,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686019,17.33,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686080,16.506,13.745,4078,0.447,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686082,17.642,14.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686085,11.867,10.538,5956,1.362,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686100,17.715,14.884,3929,0.349,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686109,16.491,13.979,3878,0.36,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686160,17.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686163,17.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686176,15.365,12.374,3986,0.454,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686192,17.263,14.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686223,17.362,14.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686265,18.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686269,15.145,12.361,3922,0.375,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686345,13.382,11.505,5076,2.394,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686355,19.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686362,19.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686388,18.033,14.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686416,17.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686441,18.163,15.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686450,14.672,11.61,3596,0.273,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686473,15.775,14.393,5949,0.729,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686478,16.383,13.823,4195,0.484,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686487,17.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686527,14.09,11.879,4829,0.695,0.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686557,17.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686571,14.338,12.368,5040,3.665,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686725,16.199,13.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686745,17.182,14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686759,14.9,12.908,4839,0.707,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686778,18.442,14.652,3900,0.365,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686795,11.826,10.374,5798,1.009,0.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686815,17.208,13.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686843,18.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686848,14.177,12.155,4922,0.741,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686851,17.463,15.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686859,13.652,11.801,5110,0.744,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686876,18.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248686882,9.247,6.598,4434,16.64,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687016,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687052,15.18,13.29,5363,0.863,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687058,12.88,11.669,6336,1.3,1.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687091,12.503,10.853,4656,7.208,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687107,13.564,10.808,4727,4.504,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687122,15.499,13.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687134,18.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687168,18.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687198,12.113,10.258,5155,0.808,0.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687206,12.161,8.508,3959,56.035,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687247,18.648,15.272,3286,0.19,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687249,14.402,12.09,4709,0.671,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687299,13.965,12.23,5430,0.694,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687304,19.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687305,18.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687323,16.892,12.727,3547,0.246,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687331,13.986,11.951,5052,0.626,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687333,17.842,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687373,17.982,14.84,3752,0.303,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687389,11.859,10.7,6235,1.231,0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687412,17.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687432,18.181,15.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687439,18.294,15.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687497,8.825,7.276,6090,1.342,1.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687510,14.483,13.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687550,17.506,14.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687561,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687588,18.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687628,12.883,11.597,6018,1.199,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687640,17.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687644,17.972,15.125,3869,0.32,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687671,12.482,10.141,4558,0.646,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687682,19.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687702,14.714,11.754,3978,0.447,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687709,17.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687776,17.373,14.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687818,16.383,14.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687883,18.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687887,16.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687890,12.4,11.147,6284,1.365,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687907,17.426,14.695,4121,0.493,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687945,15.931,12.548,3717,0.339,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248687951,16.217,14.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688011,17.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688044,18.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688050,12.3,10.204,4803,5.344,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688052,18.266,15.368,3740,0.277,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688054,14.43,12.656,5302,0.895,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688064,17.442,14.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688094,12.776,11.346,5861,1.09,1.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688111,12.394,10.948,5888,1.532,1.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688121,14.35,12.552,5572,0.927,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688190,12.367,11.063,6202,1.273,1.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688193,16.955,14.698,4495,0.583,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688208,15.084,13.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688224,15.241,11.6,3640,0.26,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688255,18.034,14.784,3584,0.236,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688260,17.873,15.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688317,17.627,14.535,3784,0.296,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688344,8.524,5.444,4428,22.8,1.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688348,17.07,15.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688415,12.299,10.925,6179,1.305,1.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688419,17.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688423,12.803,10.909,5032,6.331,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688424,18.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688429,17.592,14.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688437,17.454,14.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688441,18.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688451,14.654,12.483,4827,0.723,0.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688554,18.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688597,12.807,10.713,4849,7.992,0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688600,12.697,11.349,6098,1.176,0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688644,17.08,14.191,3610,0.25,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688717,14.364,12.368,5097,0.74,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688737,17.439,14.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688748,14.244,9.934,3528,0.256,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688783,12.927,11.307,5455,10.254,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688797,18.555,15.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688801,13.915,11.73,4655,0.649,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688816,14.747,12.055,3975,0.438,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688835,18.341,15.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688871,18.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688915,17.927,15.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688917,10.555,8.261,4506,19.44,0.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688928,17.443,15.176,4721,0.431,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688932,17.968,14.849,3909,0.37,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688935,17.14,14.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688967,17.857,14.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688972,17.85,15.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688980,15.324,13.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688986,12.698,11.369,6175,1.302,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248688998,15.948,13.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689014,17.358,14.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689032,10.784,9.437,6152,1.64,1.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689035,18.32,15.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689056,18.047,14.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689063,17.944,15.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689091,18.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689100,17.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689192,17.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689206,9.513,7.916,5419,1.984,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689212,17.709,15.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689213,15.693,12.429,3599,0.283,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689247,17.192,15.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689258,17.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689296,11.149,8.991,4819,9.599,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689309,16.312,14.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689330,18.099,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689341,15.23,12.573,3720,0.315,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689396,16.513,13.712,4228,0.531,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689411,17.855,15.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689449,16.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689451,18.43,14.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689453,11.992,9.389,4431,23.496,0.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689458,15.042,12.018,3776,0.361,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689459,10.812,7.539,3864,51.674,1.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689466,14.737,12.67,5093,2.851,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689504,18.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689533,16.703,15.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689537,18.051,15.271,3763,0.299,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689617,18.037,15.035,3763,0.304,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689639,18.835,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689644,16.203,14.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689649,17.8,15.15,3692,0.28,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689690,18.085,15.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689693,18.539,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689704,17.814,15.118,3738,0.29,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689726,18.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689744,18.324,14.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689754,18.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689759,17.689,15.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689761,12.935,10.72,4779,9.828,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689764,17.802,14.881,3839,0.332,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689780,18.001,15.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689791,15.948,13.442,4425,0.56,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689801,17.486,14.841,3590,0.247,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689823,17.653,14.887,3695,0.266,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689826,12.014,10.501,5766,1.07,1.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689842,14.928,11.809,3735,0.314,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689843,16.968,13.03,3445,0.198,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689846,17.733,14.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689866,15.218,11.861,3464,0.196,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689886,17.803,15.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689909,18.566,15.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689955,16.402,14.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689957,18.469,15.341,3662,0.179,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689964,12.722,11.17,5706,0.99,0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248689986,17.754,15.128,3884,0.312,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690002,12.976,11.032,5117,6.435,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690004,18.053,14.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690039,18.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690075,14.226,12.182,4970,13.55,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690082,17.167,14.622,4305,0.509,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690088,18.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690101,18.099,14.85,3572,0.239,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690131,13.511,10.219,3548,0.259,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690139,16.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690145,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690181,15.983,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690202,18.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690242,9.807,8.559,5572,4.492,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690261,18.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690295,13.644,11.338,4825,0.728,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690303,18.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690316,18.391,14.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690336,17.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690339,13.587,11.602,5058,4.344,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690343,14.71,12.879,5135,0.822,0.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690349,17.147,14.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690377,17.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690393,17.889,14.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690417,18.578,15.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690423,17.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690431,14.955,11.957,3865,0.392,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690445,18.975,15.15,3194,0.165,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690452,14.181,14.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690490,14.559,12.133,4667,0.647,0.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690493,12.772,10.907,5095,8.484,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690532,17.157,14.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690562,17.385,14.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690563,12.993,11.607,5949,1.162,1.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690603,16.768,14.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690639,18.651,15.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690640,17.692,14.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690694,18.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690703,17.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690711,16.807,14.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690726,17.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690737,17.761,14.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690764,18.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690765,18.057,15.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690811,15.924,13.248,4264,0.542,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690826,18.559,15.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690833,17.971,14.35,3221,0.173,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690836,16.675,14.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690853,14.009,12.382,5682,0.738,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690857,14.573,11.301,3821,0.381,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690897,15.347,12.35,3638,0.239,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690898,16.635,13.026,3780,0.307,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690937,15.375,12.85,4535,0.613,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690957,16.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248690981,16.74,14.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691017,12.632,9.626,3853,0.391,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691036,17.025,14.375,4155,0.495,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691071,14.796,13.122,5500,0.869,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691073,17.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691103,18.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691107,17.874,14.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691108,17.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691112,10.709,9.542,6257,1.322,1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691117,16.531,12.832,3597,0.264,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691126,18.211,15.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691154,19.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691200,18.147,14.598,3502,0.216,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691213,17.544,15.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691257,14.233,11.971,4627,0.658,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691290,17.995,14.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691292,17.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691307,11.653,9.321,4631,10.789,1.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691364,17.247,14.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691369,12.685,10.483,4861,7.313,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691375,18.305,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691401,18.118,15.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691409,12.255,10.23,4988,6.524,0.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691434,14.637,12.427,4718,0.686,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691446,17.866,14.857,4120,0.424,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691485,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691496,18.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691525,16.74,14.023,4212,0.518,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691533,18.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691543,11.785,10.281,5690,0.975,0.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691643,11.519,10.05,5825,1.211,1.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691644,13.549,11.56,4974,6.653,0.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691666,13.466,11.526,5125,0.744,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691690,15.364,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691740,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248691772,14.99,11.997,3902,0.416,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
