 163.681877, -0.519144
 163.508999, -0.497024
 163.356421, -0.494389
 163.337273, -0.491054
 163.498453, -0.479589
 163.545395, -0.47857
 163.293703, -0.472212
 163.177391, -0.470353
 163.588077, -0.469773
 163.524532, -0.467924
 163.698973, -0.465617
 163.406122, -0.449501
 162.923378, -0.432508
 163.528295, -0.419807
 162.996755, -0.417471
 162.983341, -0.417399
 163.458894, -0.413252
 163.126014, -0.406972
 163.176068, -0.400715
 163.694737, -0.39753
 163.664376, -0.392468
 162.987258, -0.387299
 163.363424, -0.380014
 163.178217, -0.377881
 162.910237, -0.37558
 163.000287, -0.372868
 162.604456, -0.370025
 162.926136, -0.369014
 163.592642, -0.364957
 163.454723, -0.360252
 163.276455, -0.346866
 163.670859, -0.346799
 163.61598, -0.346123
 163.657426, -0.334468
 162.589319, -0.333728
 163.264097, -0.332891
 162.889242, -0.317934
 163.115508, -0.316318
 162.608354, -0.311954
 163.274061, -0.310264
 162.698078, -0.307796
 163.116005, -0.306027
 162.658823, -0.302711
 162.9873, -0.294727
 163.218447, -0.293796
 163.594546, -0.292935
 163.429159, -0.29227
 163.339315, -0.291551
 163.651854, -0.286223
 163.276111, -0.279801
 163.671182, -0.279463
 162.953375, -0.276353
 162.570081, -0.266766
 162.663119, -0.260603
 163.335895, -0.256954
 162.568439, -0.25439
 163.708977, -0.252464
 163.142676, -0.250173
 162.891852, -0.241816
 163.358144, -0.241012
 162.86501, -0.234932
 163.506551, -0.23185
 162.628257, -0.225813
 162.682538, -0.218458
 162.94706, -0.21737
 162.715434, -0.202108
 162.679549, -0.199254
 163.300946, -0.195561
 163.373749, -0.192797
 163.406252, -0.189507
 163.592878, -0.189389
 162.975214, -0.188332
 163.174834, -0.184102
 162.986414, -0.181696
 163.57226, -0.178532
 163.730857, -0.172234
 163.195914, -0.171523
 162.989203, -0.171385
 163.71053, -0.164832
 163.011268, -0.160575
 163.280416, -0.159628
 163.714329, -0.157585
 163.595403, -0.15559
 162.924675, -0.154077
 163.380375, -0.153271
 163.255392, -0.150003
 163.223792, -0.149966
 162.586218, -0.148389
 163.041365, -0.146647
 163.717713, -0.144741
 162.97849, -0.144093
 163.506276, -0.14322
 162.807243, -0.14258
 163.696375, -0.141926
 163.381785, -0.131735
 162.610655, -0.127523
 162.706445, -0.12596
 163.108388, -0.1199
 163.737948, -0.119502
 163.736993, -0.116984
 163.399499, -0.116687
 163.512331, -0.115035
 162.912702, -0.114808
 162.617397, -0.114195
 162.806446, -0.11352
 163.160969, -0.112715
 163.040183, -0.10898
 163.4719, -0.107469
 163.657347, -0.103842
 163.100402, -0.102949
 163.594083, -0.098959
 162.908613, -0.09863
 163.362881, -0.092937
 162.739515, -0.088426
 163.169714, -0.087619
 162.856235, -0.084163
 162.595866, -0.081807
 162.981392, -0.080644
 163.530205, -0.069053
 162.885028, -0.067928
 163.399528, -0.064802
 163.345739, -0.064398
 162.941748, -0.062106
 163.48041, -0.059273
 163.56757, -0.05625
