EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,float,float,float,float,float,float,float
248915017,10 37 52.328,+13 43 11.78,1,19.007,,,,,3631-301-4-0286-0196,EXTENDED,gri,-16,4,-18,4,,,,,,,22.576,0.271,20.191,0.019,19.053,0.012,18.5,0.011,18.213,0.03,,,,,,,,,,,,,,
248915050,10 39 29.938,+13 43 14.34,1,18.68,,,,10392993+1343143,3631-301-4-0289-0079,EXTENDED,gri,5,3,-5,3,,,,,,,21.999,0.2,19.878,0.017,18.645,0.01,18.167,0.01,17.885,0.027,16.778,0.156,15.88,0.177,15.294,0.163,,,,,,,,
248915111,10 39 31.020,+13 43 20.97,1,16.561,,,,10393101+1343209,3631-301-4-0289-0080,EXTENDED,gri,-3,2,11,2,,,,,,,18.56,0.034,17.192,0.006,16.645,0.005,16.291,0.007,16.144,0.019,16.245,0.116,,,,,,,,,,,,
248915125,10 36 20.802,+13 43 22.45,1,17.879,,,,10362080+1343224,3631-301-4-0284-0018,EXTENDED,gri,-6,3,4,3,,,,,,,24.727,1.692,19.295,0.016,17.86,0.008,17.272,0.008,16.916,0.019,16.254,0.124,15.657,0.129,14.896,0.121,,,,,,,,
248915135,10 43 17.995,+13 43 23.70,1,18.1,,,,10431799+1343237,4344-301-3-0146-0132,EXTENDED,gri,-1,3,0,3,,,,,,,19.491,0.033,18.914,0.011,18.174,0.009,17.751,0.009,17.482,0.023,16.601,0.125,16.012,0.175,15.076,0.114,,,,,,,,
248915146,10 34 05.436,+13 43 24.83,1,18.103,,,,10340543+1343248,4344-301-4-0131-0145,EXTENDED,gri,1,3,10,3,,,,,,,21.019,0.117,19.252,0.014,18.116,0.009,17.61,0.008,17.226,0.022,16.314,0.108,15.627,0.146,14.953,0.127,,,,,,,,
248915187,10 33 13.729,+13 43 29.61,1,17.491,,,,10331372+1343296,4344-301-4-0130-0211,STAR,gri,-5,3,0,3,,,,,,,21.092,0.077,18.488,0.007,17.423,0.005,17.064,0.005,16.894,0.011,15.733,0.058,15.19,0.08,14.939,0.098,4419,4.719,-0.323,0.557,0.609,3.371,999,0.031
248915201,10 38 38.634,+13 43 32.25,1,14.371,,,519-051243,10383862+1343322,,STAR,gri,-15.4,3.7,-21.9,3.9,,,16.103,0.1,14.881,0.05,,,15.523,0.03,14.348,0.03,13.877,0.01,,,12.596,0.023,11.941,0.023,11.836,0.019,4217,4.749,-0.019,0.541,0.613,3.711,216.3,0.028
248915202,10 37 54.409,+13 43 32.64,1,17.159,,,,10375440+1343326,3631-301-4-0286-0040,EXTENDED,gri,-3,3,-7,3,,,,,,,19.099,0.038,17.896,0.008,17.272,0.006,16.843,0.006,16.616,0.018,16.382,0.143,15.544,0.164,14.923,0.167,,,,,,,,
248915213,10 36 30.787,+13 43 34.70,1,16.28,,,,,3631-301-4-0284-0241,EXTENDED,gri,-3,2,-7,2,,,,,,,18.196,0.038,16.96,0.006,16.343,0.006,15.989,0.007,15.769,0.021,,,,,,,,,,,,,,
248915254,10 44 02.738,+13 43 39.59,1,17.546,,,,10440273+1343395,4344-301-3-0147-0102,STAR,gri,-3,3,-53,3,,,,,,,21.456,0.094,18.739,0.008,17.529,0.006,17.035,0.005,16.754,0.01,15.557,0.062,14.92,0.091,15.135,0.143,4088,4.972,-0.685,0.31,0.348,9.965,474.5,0.031
248915270,10 30 25.950,+13 43 41.29,1,14.27,,,519-051051,10302594+1343415,,STAR,gri,0.5,2.5,-26.7,3,,,15.291,0.05,14.507,0.04,,,14.88,0.07,14.238,0.04,14.008,0.05,,,12.936,0.021,12.528,0.027,12.413,0.021,5337,4.549,-0.248,0.792,0.841,1.6,516.3,0.032
248915296,10 33 50.424,+13 43 43.75,1,18.377,,,,10335042+1343437,,STAR,J,8,2,-10,4,,,,,,,,,,,,,,,,,16.814,0.14,16.165,0.19,15.371,0.15,3736,4.98,-0.23,0.285,0.304,11.29,689.7,0.032
248915330,10 36 08.811,+13 43 47.18,1,14.122,,,519-051191,10360880+1343472,,STAR,gri,-18.6,3.7,3.3,4.1,,,15.758,0.05,14.535,0.03,,,15.168,0.03,14.095,0.046,13.674,0.03,,,12.428,0.024,11.913,0.036,11.742,0.026,4464,4.688,-0.098,0.612,0.676,2.899,245.5,0.029
248915370,10 39 24.468,+13 43 51.86,1,16.864,,,,10392446+1343518,3631-301-4-0289-0068,EXTENDED,gri,1,2,4,2,,,,,,,19.26,0.034,17.557,0.005,16.879,0.005,16.567,0.005,16.287,0.012,15.78,0.082,15.012,0.098,14.741,0.095,,,,,,,,
248915394,10 39 11.291,+13 43 54.54,1,14.575,,,519-051258,10391129+1343544,,STAR,gri,-25.3,3.7,-7.9,4,,,15.77,0.01,14.863,0.07,,,15.284,0.04,14.53,0.02,14.271,0.01,,,13.141,0.025,12.681,0.022,12.588,0.023,5055,4.597,-0.254,0.728,0.777,1.993,477.9,0.035
248915421,10 34 00.816,+13 43 58.03,1,17.45,,,,10340081+1343580,4344-301-4-0131-0131,STAR,gri,-10,3,2,3,,,,,,,20.918,0.07,18.413,0.007,17.389,0.005,17.037,0.005,16.819,0.011,15.773,0.073,15.286,0.104,15.014,0.106,4468,4.719,-0.373,0.56,0.613,3.372,1041,0.033
248915544,10 38 06.643,+13 44 12.10,1,17.209,,,,,3631-301-4-0287-0030,STAR,gri,5,3,-5,3,,,,,,,16.445,0.007,16.838,0.005,17.332,0.006,17.695,0.007,17.994,0.021,,,,,,,,,,,,,,
248915605,10 32 50.949,+13 44 18.98,1,18.298,,,,10325094+1344189,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.741,0.143,,,,,,,,,,,,
248915616,10 44 03.435,+13 44 20.73,1,17.654,,,,10440343+1344207,4344-301-3-0147-0105,EXTENDED,gri,-1,3,-6,3,,,,,,,20.778,0.125,18.787,0.013,17.648,0.008,17.168,0.008,16.822,0.021,16.501,0.16,15.585,0.165,15.193,0.15,,,,,,,,
248915624,10 36 04.343,+13 44 21.18,1,13.235,,,519-051189,10360433+1344212,,STAR,gri,-22.2,1.9,1.2,2.6,,,13.893,0.03,13.324,0.07,,,13.535,0.04,13.215,0.03,13.106,0.13,,,12.18,0.024,11.963,0.032,11.913,0.021,6283,4.266,-0.368,1.229,1.034,0.547,665.9,0.033
248915635,10 44 15.139,+13 44 22.23,1,14.321,,,519-051360,10441515+1344223,,STAR,gri,-23.6,3.7,15.1,4,,,16.073,0.16,14.788,0.02,,,15.449,0.02,14.28,0.01,13.838,0.06,,,12.602,0.023,11.993,0.023,11.883,0.023,4276,4.737,-0.023,0.56,0.627,3.583,226,0.026
248915677,10 38 20.581,+13 44 27.64,1,14.72,,,519-051235,10382057+1344275,3631-301-4-0287-0065,STAR,gri,-12.1,3.7,-7.3,4,,,16.091,0.01,15.053,0.03,,,15.544,0.02,14.672,0.03,14.367,0.03,,,13.211,0.024,12.694,0.024,12.615,0.034,4830,4.614,-0.099,0.711,0.774,2.114,454.4,0.033
248915706,10 36 14.707,+13 44 31.58,1,16.244,,,,10361470+1344315,3631-301-4-0284-0178,EXTENDED,gri,1,2,2,2,,,,,,,19.154,0.049,17.234,0.005,16.245,0.004,15.82,0.004,15.475,0.01,15.319,0.074,14.769,0.107,14.439,0.098,,,,,,,,
248915753,10 36 51.193,+13 44 37.02,1,17.87,,,,10365119+1344370,3631-301-4-0285-0091,EXTENDED,gri,3,3,7,3,,,,,,,21.126,0.127,19.163,0.012,17.847,0.007,17.316,0.007,16.98,0.017,15.879,0.106,15.202,0.124,14.623,0.111,,,,,,,,
248915755,10 30 57.715,+13 44 37.58,1,16.176,,,519-051061,10305772+1344381,,STAR,JHK,-16,4,-150,2,,,,,,,,,,,,,,,,,14.259,0.026,13.697,0.037,13.501,0.034,3365,5.109,-0.222,0.179,0.157,23.8,109.1,0.018
248915756,10 36 10.856,+13 44 37.74,1,17.213,,,,10361085+1344377,3631-301-4-0284-0144,EXTENDED,gri,0,3,-2,3,,,,,,,19.864,0.062,18.157,0.008,17.216,0.006,16.808,0.006,16.45,0.015,16.102,0.119,15.523,0.161,14.939,0.112,,,,,,,,
248915827,10 32 08.547,+13 44 47.87,1,17.392,,,,10320854+1344478,4344-301-4-0128-0163,STAR,gri,-43,3,-35,3,,,,,,,21.61,0.118,19.071,0.009,17.676,0.006,16.673,0.005,16.106,0.008,14.904,0.035,14.309,0.043,14.127,0.049,3494,5.023,0.124,0.249,0.243,15.15,220,0.027
248915844,10 43 25.129,+13 44 49.11,1,17.425,,,,,3631-301-4-0295-0136,EXTENDED,gri,-7,3,-2,3,,,,,,,19.131,0.037,18.027,0.007,17.523,0.007,17.167,0.008,16.962,0.027,,,,,,,,,,,,,,
248915847,10 42 07.538,+13 44 49.31,1,13.838,,,519-051319,,,EXTENDED,gri,9.2,3.9,-26.6,4.1,,,15.302,0.04,14.33,0.07,,,14.808,0.05,13.915,0.02,13.423,0.08,,,,,,,,,,,,,,,,
248915898,10 33 10.466,+13 44 54.16,1,16.595,,,,10331046+1344541,4344-301-4-0130-0208,STAR,gri,-40,3,-27,3,,,,,,,21.136,0.08,18.85,0.008,17.277,0.005,15.628,0.004,14.728,0.005,13.205,0.023,12.637,0.023,12.318,0.02,3214,5.131,0.171,0.173,0.147,28.51,63.06,0.012
248915969,10 34 28.791,+13 45 01.71,1,14.819,,,519-051141,10342878+1345016,4344-301-4-0132-0051,STAR,gri,-7.2,2.4,-2.9,2.9,,,15.892,0.04,15.092,0.05,,,15.454,0.05,14.829,0.05,14.547,0.09,,,13.43,0.026,12.966,0.032,12.906,0.024,5172,4.487,-0.524,0.868,0.853,1.278,713.3,0.034
248916000,10 43 28.735,+13 45 05.29,1,15.272,,,519-051344,10432873+1345054,3631-301-4-0295-0151,STAR,JHK,-48.3,6.8,-9.1,6.4,,,,,,,,,,,,,,,,,13.279,0.024,12.755,0.027,12.498,0.024,3512,5.019,0.061,0.253,0.243,14.62,107.5,0.018
248916025,10 32 19.625,+13 45 07.97,1,17.763,,,,10321962+1345079,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.248,0.092,15.388,0.104,14.894,0.107,3760,4.973,-0.183,0.292,0.324,10.61,560.4,0.032
248916026,10 30 42.543,+13 45 07.98,1,14.275,,,519-051056,10304254+1345078,,STAR,gri,-18.4,2.5,-14.9,2.9,,,15.562,0.04,14.607,0.07,,,15.041,0.06,14.303,0.04,13.946,0.07,,,12.797,0.022,12.292,0.024,12.2,0.021,5000,4.61,-0.253,0.706,0.756,2.076,396.4,0.035
248916135,10 36 14.029,+13 45 20.03,1,16.963,,,,10361402+1345200,3631-301-4-0284-0174,EXTENDED,gri,-1,3,4,3,,,,,,,19.799,0.062,17.961,0.007,16.993,0.005,16.536,0.005,16.189,0.013,15.833,0.087,15.311,0.131,14.75,0.112,,,,,,,,
248916184,10 34 24.454,+13 45 24.97,1,17.797,,,,10342445+1345249,4344-301-4-0132-0112,EXTENDED,gri,-3,3,2,3,,,,,,,19.43,0.036,18.391,0.008,17.903,0.008,17.542,0.009,17.385,0.027,16.708,0.16,,,,,,,,,,,,
248916194,10 41 56.690,+13 45 26.22,1,8.97,,845-778-1,519-051314,10415670+1345262,,STAR,BV,-52.9,1.2,26.3,1.2,,,9.238,0.02,8.957,0.017,,,,,,,,,,,8.214,0.019,8.034,0.031,8.043,0.021,6605,4.186,-0.028,1.53,1.353,0.347,145.8,0.022
248916210,10 30 33.319,+13 45 28.61,1,16.975,,,,10303331+1345286,4344-301-4-0125-0127,EXTENDED,gri,-4,3,2,3,,,,,,,19.704,0.058,17.926,0.007,16.983,0.005,16.568,0.006,16.196,0.014,15.815,0.088,15.169,0.099,14.741,0.095,,,,,,,,
248916252,10 43 37.495,+13 45 33.03,1,17.177,,,,10433749+1345330,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.703,0.081,14.908,0.087,14.159,0.071,2033,5.359,-0.101,0.094,0.075,88.26,46.04,0.008
248916291,10 33 43.807,+13 45 37.58,1,16.583,,,,10334380+1345375,4344-301-4-0131-0093,EXTENDED,gri,-5,2,-1,2,,,,,,,18.947,0.034,17.431,0.005,16.668,0.005,16.219,0.005,15.892,0.012,15.515,0.07,14.793,0.087,14.224,0.079,,,,,,,,
248916361,10 39 46.137,+13 45 46.51,1,18.077,,,,10394613+1345465,3631-301-4-0289-0129,EXTENDED,gri,-1,3,0,3,,,,,,,21.329,0.115,19.238,0.011,18.03,0.007,17.58,0.007,17.189,0.016,15.88,0.079,15.299,0.103,14.626,0.097,,,,,,,,
248916370,10 43 20.154,+13 45 48.07,1,16.94,,,,10432015+1345480,3631-301-4-0295-0120,EXTENDED,gri,-25,3,-18,3,,,,,,,19.305,0.05,17.799,0.008,17.031,0.006,16.572,0.007,16.246,0.018,16.142,0.122,15.693,0.173,15.399,0.188,,,,,,,,
248916390,10 38 44.796,+13 45 51.34,1,14.762,,,519-051249,10384479+1345512,3631-301-4-0288-0091,STAR,gri,-7.2,3.8,0.8,4.2,,,17.299,0.108,15.827,0.061,,,16.546,0.04,15.146,0.04,13.998,0.08,,,11.914,0.023,11.199,0.024,10.995,0.019,4154,0.176,-1.503,119.119,0.808,4.39E-07,31150,0.041
248916399,10 36 48.304,+13 45 52.73,1,17.807,,,,,3631-301-4-0285-0038,STAR,gri,-9,3,-10,3,,,,,,,19.057,0.021,18.174,0.006,17.785,0.006,17.649,0.007,17.604,0.016,,,,,,,,,,,,,,
248916438,10 43 32.480,+13 45 58.03,1,17.491,,,,10433247+1345580,3631-301-4-0295-0163,EXTENDED,gri,-2,3,8,3,,,,,,,20.401,0.075,18.545,0.009,17.483,0.006,17.039,0.006,16.675,0.015,15.957,0.091,15.216,0.106,14.743,0.099,,,,,,,,
248916467,10 37 58.236,+13 46 01.87,1,16.576,,,519-051225,10375823+1346019,3631-301-4-0287-0152,STAR,JHK,64,4,-124,1,,,,,,,,,,,,,,,,,14.868,0.044,14.281,0.05,14.178,0.084,3473,5.12,-0.285,0.182,0.166,24.11,137.6,0.022
248916471,10 34 33.387,+13 46 02.30,1,17.788,,,,10343338+1346023,,STAR,J,4,2,8,3,,,,,,,,,,,,,,,,,16.271,0.105,15.554,0.13,14.903,0.121,3806,4.937,-0.183,0.317,0.368,9.211,623.1,0.032
248916502,10 32 23.536,+13 46 06.23,1,12.582,,,519-051097,10322353+1346064,,STAR,gri,4.3,1.2,-6.9,2.7,,,13.2,0.04,12.686,0.04,,,12.87,0.03,12.556,0.03,12.458,0.02,,,11.678,0.024,11.4,0.022,11.325,0.02,6216,4.199,-0.358,1.283,1.05,0.43,554.1,0.03
248916531,10 36 00.582,+13 46 08.90,1,12.017,,845-1384-1,519-051185,10360056+1346091,,STAR,gri,-16.6,2.2,9,2.2,,,12.665,0.252,11.606,0.13,,,12.224,0.04,11.947,0.04,11.866,0.03,,,11.135,0.024,10.895,0.035,10.825,0.024,6298,4.187,-0.19,1.423,1.152,0.372,487.4,0.03
248916577,10 37 56.520,+13 46 14.96,1,16.75,,,,10375651+1346149,3631-301-4-0286-0238,EXTENDED,gri,-4,3,7,3,,,,,,,19.019,0.044,17.541,0.006,16.825,0.005,16.411,0.006,16.179,0.016,16.118,0.131,,,,,,,,,,,,
248916593,10 31 34.204,+13 46 17.17,1,14.845,,,519-051074,10313421+1346171,,STAR,gri,-1.2,2.4,-5.3,2.9,,,15.92,0.09,15.129,0.02,,,15.487,0.04,14.902,0.09,14.569,0.08,,,13.608,0.024,13.186,0.027,13.086,0.028,5257,4.51,-0.517,0.846,0.85,1.394,741.1,0.033
248916603,10 43 05.634,+13 46 18.05,1,17.667,,,,10430563+1346180,3631-301-4-0295-0097,STAR,gri,-59,3,-78,3,,,,,,,22.046,0.15,19.576,0.012,18.118,0.007,16.849,0.006,16.146,0.008,14.862,0.035,14.234,0.043,14.091,0.041,3252,5.132,0.119,0.173,0.148,28.5,137.1,0.017
248916655,10 31 05.991,+13 46 26.10,1,14.294,,,519-051064,10310600+1346260,,STAR,gri,-15.2,2.4,-4.2,2.8,,,16.056,0.06,14.859,0.04,,,15.503,0.07,14.309,0.04,13.775,0.04,,,12.36,0.022,11.705,0.023,11.555,0.018,4108,4.802,-0.094,0.485,0.552,4.678,168.9,0.025
248916660,10 43 16.008,+13 46 26.46,1,15.843,,,519-051338,10431601+1346264,3631-301-4-0295-0101,STAR,gri,-40,4.2,-29,4.2,,,18.29,0.3,16.533,0.081,,,17.537,0.14,16.115,0.1,15.117,0.14,,,13.427,0.023,12.784,0.027,12.591,0.02,3776,4.897,0.047,0.371,0.408,7.504,192.2,0.028
248916670,10 32 02.188,+13 46 27.95,1,17.291,,,,10320218+1346279,,EXTENDED,JHK,,,,,,,,,,,,,,,,,,,,,14.748,0.067,14.12,0.064,13.756,0.076,,,,,,,,
248916698,10 33 14.589,+13 46 32.20,1,16.945,,,,10331458+1346322,4344-301-4-0130-0217,EXTENDED,gri,6,3,-3,3,,,,,,,19.743,0.053,17.874,0.007,16.961,0.005,16.547,0.005,16.178,0.012,15.312,0.061,14.598,0.067,14.234,0.071,,,,,,,,
248916727,10 32 35.295,+13 46 35.67,1,13.654,,,519-051103,10323529+1346354,,STAR,gri,-14.4,2,10.7,2.4,,,14.727,0.05,13.933,0.05,,,14.267,0.04,13.663,0.02,13.391,0.04,,,12.355,0.022,11.916,0.022,11.847,0.021,5228,3.528,-0.808,2.442,0.886,0.039,1160,0.04
248916794,10 34 34.770,+13 46 43.74,1,18.722,,,,,4344-301-4-0132-0053,STAR,gri,1,3,0,3,,,,,,,18.868,0.019,18.713,0.008,18.725,0.01,18.532,0.011,18.541,0.037,,,,,,,,,,,,,,
248916857,10 36 26.298,+13 46 52.52,1,17.488,,,,10362629+1346525,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.993,0.091,15.195,0.111,14.741,0.096,3751,4.963,-0.21,0.29,0.323,9.768,494,0.032
248916869,10 42 08.894,+13 46 53.62,1,12.892,,,519-051320,10420888+1346536,,STAR,gri,29.5,2.7,-11.7,3.1,,,14.883,0.08,13.543,0.05,,,14.279,0.09,12.923,0.03,12.298,0.05,,,10.806,0.022,10.151,0.025,9.959,0.017,3906,4.853,-0.005,0.426,0.478,6.044,67.85,0.012
248916872,10 31 56.827,+13 46 53.90,1,17.21,,,,10315682+1346538,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.734,0.07,15.185,0.086,14.717,0.09,3619,5.026,-0.125,0.243,0.256,14.7,355.1,0.031
248916899,10 38 22.458,+13 46 57.12,1,17.526,,,,10382245+1346571,3631-301-4-0287-0072,STAR,gri,2,3,1,3,,,,,,,17.924,0.012,17.662,0.005,17.481,0.006,17.532,0.007,17.507,0.015,16.259,0.137,15.984,0.214,15.104,0.185,6764,2.869,-2.103,5.447,0.808,0.005,18640,0.03
248916953,10 36 28.876,+13 47 03.63,1,17.918,,,,10362887+1347036,4344-301-4-0135-0209,EXTENDED,gri,0,3,3,3,,,,,,,20.487,0.069,18.791,0.009,17.945,0.007,17.544,0.007,17.234,0.019,16.427,0.164,15.674,0.193,15.055,0.149,,,,,,,,
248916970,10 38 53.465,+13 47 05.87,1,18.46,,,,10385346+1347058,3631-301-4-0288-0222,EXTENDED,gri,0,3,-5,3,,,,,,,20.851,0.089,19.447,0.014,18.488,0.01,18.037,0.01,17.619,0.025,16.888,0.182,15.905,0.165,15.022,0.101,,,,,,,,
248916993,10 33 52.725,+13 47 08.40,1,18.454,,,,10335272+1347084,4344-301-4-0131-0184,STAR,gri,13,4,-205,4,,,,,,,22.901,0.317,20.464,0.022,18.946,0.011,17.593,0.007,16.824,0.011,15.611,0.053,14.924,0.065,14.504,0.065,3141,5.196,-0.272,0.15,0.131,38.06,101.5,0.016
248917049,10 31 56.094,+13 47 14.78,1,18.992,,,,,4344-301-4-0128-0028,STAR,gri,,,,,,,,,,,19.441,0.027,19.031,0.01,18.979,0.012,18.837,0.014,18.746,0.043,,,,,,,,,,,,,,
248917054,10 32 16.661,+13 47 15.31,1,17.708,,,,10321666+1347153,4344-301-4-0128-0191,EXTENDED,gri,-4,5,-3,5,,,,,,,19.71,0.061,18.457,0.011,17.802,0.009,17.387,0.01,17.119,0.03,16.871,0.172,16.047,0.176,15.47,0.161,,,,,,,,
248917103,10 34 38.694,+13 47 21.65,1,17.663,,,,10343869+1347216,4344-301-4-0132-0066,EXTENDED,gri,-6,3,9,3,,,,,,,20.64,0.145,18.688,0.014,17.733,0.01,17.224,0.01,16.972,0.03,16.734,0.163,,,15.46,0.171,,,,,,,,
248917158,10 37 26.286,+13 47 27.88,1,14.387,,,519-051217,10372627+1347279,3631-301-4-0286-0023,STAR,gri,94,4,-46,2,,,16.662,0.14,15.107,0.08,,,15.947,0.07,14.565,0.03,13.718,0.12,,,11.86,0.02,11.213,0.021,10.987,0.017,3700,4.947,0.003,0.33,0.35,9.763,83.82,0.018
248917169,10 35 38.914,+13 47 29.63,1,14.732,,,519-051179,10353891+1347294,,STAR,gri,-1.9,3.6,6.9,3.8,,,16.338,0.11,15.183,0.03,,,15.779,0.02,14.683,0.03,14.283,0.02,,,13.008,0.026,12.371,0.032,12.278,0.024,4383,4.717,-0.263,0.564,0.613,3.417,287.8,0.031
248917176,10 38 34.146,+13 47 30.77,1,9.721,,845-1383-1,519-051241,10383414+1347307,,STAR,gri,-5.2,1.6,-8.7,1.6,,,11.209,0.066,10.088,0.034,,,10.625,0.02,9.916,0.08,9.333,0.03,,,8.089,0.023,7.517,0.023,7.38,0.021,4692,2.375,-0.338,11.421,1.124,7.62E-04,649.7,0.034
248917206,10 35 58.236,+13 47 34.89,1,17.409,,,,10355823+1347348,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.919,0.087,15.224,0.109,14.569,0.08,3553,5.033,-0.125,0.232,0.227,15.75,347,0.03
248917221,10 35 44.043,+13 47 36.65,1,17.819,,,,10354404+1347366,,STAR,J,6,7,8,1,,,,,,,,,,,,,,,,,16.3,0.112,15.643,0.155,15.096,0.146,3855,4.903,-0.228,0.342,0.397,7.912,705.4,0.032
248917322,10 35 19.254,+13 47 46.40,1,17.313,,,,,4344-301-4-0133-0234,EXTENDED,gri,-6,2,3,2,,,,,,,18.954,0.033,17.906,0.007,17.394,0.007,17.059,0.008,16.866,0.025,,,,,,,,,,,,,,
248917394,10 30 09.965,+13 47 55.84,1,14.576,,,519-051047,10300996+1347559,,STAR,gri,-14.2,2.5,-24.4,2.9,,,15.749,0.04,14.812,0.04,,,15.235,0.05,14.514,0.03,14.293,0.15,,,13.136,0.025,12.688,0.024,12.588,0.024,5171,4.588,-0.238,0.749,0.787,1.88,500.6,0.035
248917402,10 33 34.805,+13 47 57.48,1,11.913,,,519-051118,10333480+1347573,,STAR,gri,-10,4.5,-4,1.7,,,13.567,0.03,12.328,0.02,,,12.931,0.04,11.908,0.03,11.476,0.02,,,10.078,0.022,9.391,0.022,9.234,0.018,4331,1.508,-0.632,25.182,0.947,3.92E-05,3302,0.035
248917510,10 32 18.801,+13 48 11.02,1,18.188,,,,10321880+1348110,4344-301-4-0128-0199,EXTENDED,gri,-4,3,2,3,,,,,,,20.968,0.111,19.132,0.012,18.21,0.009,17.783,0.009,17.436,0.025,16.783,0.141,15.681,0.124,15.696,0.179,,,,,,,,
248917525,10 42 07.216,+13 48 14.23,1,17.691,,,,10420721+1348142,3631-301-4-0293-0285,STAR,gri,-22,3,-2,3,,,,,,,19.63,0.029,18.769,0.008,17.987,0.007,17.229,0.006,16.762,0.01,15.397,0.048,14.959,0.079,14.92,0.094,4471,4.914,-1.449,0.384,0.441,7.817,611.8,0.031
248917600,10 39 05.470,+13 48 22.60,1,18.171,,,,10390546+1348226,3631-301-4-0288-0331,EXTENDED,gri,-7,3,0,3,,,,,,,22.148,0.324,19.631,0.019,18.096,0.009,17.546,0.008,17.202,0.022,16.389,0.112,15.529,0.116,14.875,0.094,,,,,,,,
248917606,10 39 35.936,+13 48 23.78,1,14.052,,,520-051595,10393594+1348238,,STAR,gri,-5.8,3.8,-7.9,4.2,,,15.319,0.09,14.365,0.06,,,14.757,0.09,14.137,0.18,13.75,0.03,,,12.601,0.018,12.103,0.019,11.998,0.02,5023,3.353,-0.573,3.181,0.876,0.021,1560,0.031
248917651,10 37 13.228,+13 48 30.03,1,14.984,,,520-051545,10371323+1348300,4344-301-4-0136-0024,STAR,gri,0.7,3.8,3.2,3.8,,,16.796,0.25,15.486,0.01,,,16.202,0.03,14.947,0.02,14.462,0.04,,,12.905,0.022,12.151,0.019,11.963,0.02,4160,0.545,-1.473,80.469,0.827,1.58E-06,32680,0.029
248917691,10 38 02.762,+13 48 35.21,1,13.557,,,520-051563,10380274+1348351,,STAR,gri,-2,3.4,9.1,3.9,,,15.637,0.04,14.161,0.03,,,14.942,0.05,13.59,0.03,12.963,0.14,,,11.272,0.021,10.624,0.019,10.412,0.021,3859,4.876,0.105,0.408,0.46,6.594,92.31,0.023
248917706,10 32 20.220,+13 48 37.31,1,17.139,,,,10322021+1348373,,STAR,JHK,18,1,-26,1,,,,,,,,,,,,,,,,,16.104,0.074,15.921,0.156,15.818,0.216,3758,4.983,-0.38,0.273,0.286,11.81,482.5,0.03
248917721,10 35 48.720,+13 48 39.33,1,13.881,,,520-051515,10354872+1348391,,STAR,gri,-31.4,3,2.6,3.1,,,15.193,0.03,14.192,0.03,,,14.687,0.03,13.819,0.02,13.535,0.03,,,12.402,0.024,11.888,0.03,11.812,0.021,4806,4.636,-0.194,0.679,0.748,2.279,300.5,0.033
248917760,10 32 35.545,+13 48 44.96,1,17.99,,,,10323554+1348449,4344-301-4-0129-0036,EXTENDED,gri,0,3,-3,3,,,,,,,20.898,0.098,18.946,0.011,17.993,0.008,17.58,0.008,17.2,0.02,16.422,0.112,15.51,0.118,15.4,0.162,,,,,,,,
248917768,10 34 52.290,+13 48 46.06,1,12.788,,,520-051487,10345228+1348460,,STAR,gri,5.4,3.1,-2.1,1.9,,,13.985,0.03,13.072,0.02,,,13.483,0.04,12.766,0.03,12.491,0.02,,,11.323,0.024,10.788,0.03,10.709,0.018,4906,2.45,-0.764,8.665,0.912,0.001,2210,0.033
248917771,10 38 00.484,+13 48 46.29,1,13.336,,,520-051562,10380047+1348461,,STAR,gri,13.9,3.8,7.5,3.1,,,15.305,0.01,13.875,0.06,,,14.627,0.05,13.294,0.03,12.783,0.15,,,11.075,0.02,10.424,0.019,10.252,0.021,4108,4.776,0.045,0.519,0.582,4.174,112.6,0.024
248917776,10 36 13.653,+13 48 46.79,1,8.641,51902,845-567-1,520-051525,10361365+1348467,,STAR,gri,-28.66,0.86,7.84,0.49,5.78,0.64,7.936,0.016,7.765,0.011,,,9.687,0.03,9.068,0.04,8.192,0.03,,,7.373,0.029,7.337,0.027,7.271,0.023,8143,3.999,0.025,2.298,1.975,0.154,173,0.026
248917813,10 38 52.790,+13 48 52.12,1,17.625,,,,10385278+1348521,3631-301-4-0288-0231,EXTENDED,gri,-9,3,0,3,,,,,,,20.717,0.086,18.615,0.009,17.596,0.006,17.201,0.006,16.843,0.015,15.948,0.1,15.193,0.127,14.789,0.1,,,,,,,,
