EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,float,float,float,float,float,float,float
248758583,10 58 57.893,+09 40 44.23,1,10.755,,847-221-1,499-055553,10585788+0940443,,STAR,gri,-8.9,1.9,-16.4,1.8,,,11.376,0.07,10.941,0.074,,,11.088,0.04,10.774,0.06,10.613,0.02,,,9.849,0.027,9.581,0.026,9.45,0.021,6154,4.075,-0.091,1.58,1.187,0.264,283.5,0.032
248758586,10 57 58.677,+09 40 44.46,1,18.3,,,,10575867+0940444,6160-301-4-0052-0151,STAR,gri,-29,3,-32,3,,,,,,,23.277,0.533,19.715,0.014,18.381,0.008,17.694,0.007,17.288,0.014,15.992,0.103,15.568,0.152,,,,,,,,,,
248758587,10 40 51.385,+09 40 44.49,1,11.437,,839-320-1,499-055170,10405138+0940445,,STAR,gri,-20.8,2.3,-28.5,2.4,,,12.481,0.263,11.866,0.195,,,12.097,0.04,11.432,0.04,11.154,0.05,,,10.035,0.023,9.543,0.022,9.413,0.02,4997,3.51,-0.222,3.034,1.124,0.038,469.2,0.033
248758591,10 24 29.667,+09 40 44.93,1,17.561,,,,10242966+0940449,3031-301-6-0241-0172,EXTENDED,gri,1,3,-13,3,,,,,,,20.018,0.081,18.51,0.011,17.603,0.008,17.154,0.008,16.819,0.018,16.377,0.159,15.781,0.206,15.068,0.168,,,,,,,,
248758598,10 21 15.914,+09 40 45.89,1,17.499,,,,10211591+0940458,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.003,0.137,15.441,0.176,14.995,0.187,3850,4.911,-0.26,0.321,0.372,8.248,591.2,0.032
248758617,10 28 32.413,+09 40 46.86,1,17.653,,,,10283241+0940468,3518-301-5-0111-0117,EXTENDED,gri,-12,3,21,3,,,,,,,20.575,0.084,18.746,0.01,17.616,0.007,17.184,0.007,16.865,0.015,16.205,0.134,15.64,0.184,14.827,0.145,,,,,,,,
248758623,10 58 34.712,+09 40 47.28,1,14.795,,,499-055541,10583470+0940473,6160-301-4-0053-0018,STAR,gri,11.1,3.1,-33.2,3.5,,,16.884,0.13,15.441,0.03,,,16.185,0.05,14.877,0.06,14.199,0.11,,,12.749,0.024,12.071,0.027,11.899,0.023,3978,4.827,0.015,0.451,0.513,5.46,181.8,0.026
248758624,10 57 15.312,+09 40 47.31,1,12.014,,847-328-1,499-055513,10571529+0940473,,STAR,gri,-11.8,2.2,-9.2,2.6,,,13.015,0.37,12.05,0.218,,,12.595,0.02,12.039,0.04,11.766,0.03,,,10.71,0.026,10.312,0.027,10.199,0.025,5208,3.719,-0.36,2.299,1.043,0.082,519.5,0.032
248758628,10 24 51.027,+09 40 47.73,1,12.089,,838-738-1,499-054833,10245101+0940476,,STAR,gri,-19.2,2.9,-0.4,2.8,,,12.853,0.435,11.407,0.152,,,12.45,0.05,12.088,0.06,11.934,0.04,,,11.072,0.022,10.796,0.022,10.723,0.021,6078,4.216,-0.225,1.322,1.082,0.457,415.8,0.031
248758649,10 53 53.323,+09 40 49.75,1,17.813,,,,10535332+0940497,6160-301-4-0045-0125,EXTENDED,gri,-2,3,-5,3,,,,,,,23.043,1.027,19.216,0.017,17.781,0.009,17.212,0.007,16.841,0.019,16.264,0.136,15.711,0.184,14.889,0.13,,,,,,,,
248758659,10 54 18.503,+09 40 50.17,1,12.08,,,499-055449,10541849+0940503,,STAR,gri,-40.7,1.1,2.3,1.4,,,13.046,0.03,12.325,0.02,,,12.605,0.03,12.108,0.03,11.855,0.01,,,10.838,0.023,10.454,0.023,10.339,0.021,5435,3.554,-1.148,2.257,0.866,0.05,601.3,0.035
248758663,10 30 38.116,+09 40 50.41,1,12.799,,,499-054951,10303809+0940502,,STAR,gri,13.4,2.7,-10.8,2.3,,,13.65,0.01,12.972,0.01,,,13.254,0.02,12.771,0.05,12.604,0.05,,,11.589,0.022,11.252,0.022,11.142,0.021,5700,4.075,-0.024,1.507,1.037,0.288,559.4,0.033
248758668,10 28 23.700,+09 40 50.76,1,17.651,,,,10282369+0940507,3518-301-5-0110-0207,EXTENDED,gri,2,3,0,3,,,,,,,20.704,0.088,18.667,0.01,17.644,0.007,17.216,0.007,16.826,0.014,16.005,0.097,15.197,0.146,14.663,0.113,,,,,,,,
248758676,10 42 00.825,+09 40 51.94,1,12.529,,,499-055203,10420081+0940519,,STAR,gri,-37.7,1.3,-62.9,2.2,,,13.254,0.04,12.698,0.02,,,12.909,0.03,12.545,0.05,12.366,0.04,,,11.528,0.024,11.213,0.022,11.143,0.021,5914,4.421,-0.77,0.906,0.81,1.037,339.2,0.03
248758682,10 18 34.784,+09 40 52.46,1,13.132,,,499-054663,10183478+0940523,,STAR,gri,-10.6,2.3,4.8,2.8,,,14.407,0.03,13.463,0.03,,,13.863,0.04,13.132,0.05,12.819,0.04,,,11.592,0.023,11.052,0.023,10.941,0.023,4882,2.825,-0.595,5.47,0.928,0.004,1758,0.033
248758691,10 40 20.839,+09 40 53.37,1,10.37,,839-1005-1,499-055154,10402083+0940533,,STAR,gri,-16,1.8,-8.6,1.8,,,11.052,0.064,10.432,0.05,,,10.772,0.01,10.345,0.03,10.197,0.08,,,9.215,0.021,8.97,0.026,8.867,0.024,6065,4.006,0.023,1.681,1.228,0.204,222.5,0.029
248758713,10 55 40.770,+09 40 55.15,1,16.32,,,,10554076+0940551,6160-301-4-0048-0162,EXTENDED,gri,5,2,5,2,,,,,,,18.008,0.044,16.83,0.007,16.38,0.007,16.102,0.008,15.958,0.027,16.604,0.171,,,,,,,,,,,,
248758725,10 19 58.441,+09 40 56.08,1,17.657,,,,,3031-301-6-0234-0163,EXTENDED,gri,-2,3,-8,3,,,,,,,19.073,0.036,18.081,0.008,17.756,0.008,17.475,0.009,17.457,0.029,,,,,,,,,,,,,,
248758742,10 24 44.507,+09 40 57.30,1,14.098,,,499-054828,10244450+0940574,3031-301-6-0242-0031,STAR,gri,-16.1,3.8,0.2,4.2,,,15.648,0.05,14.54,0.04,,,15.052,0.07,14.093,0.07,13.69,0.01,,,12.403,0.026,11.836,0.024,11.683,0.023,4642,4.647,-0.094,0.67,0.721,2.42,277.8,0.032
248758767,10 53 43.674,+09 40 59.99,1,17.968,,,,10534367+0940599,6160-301-4-0045-0102,STAR,gri,-108,3,2,3,,,,,,,21.868,0.16,19.354,0.011,17.973,0.007,17.374,0.006,17.024,0.012,15.77,0.083,15.29,0.097,15.193,0.184,3840,5.107,-0.683,0.205,0.201,22.04,319.7,0.026
248758786,10 49 04.228,+09 41 01.76,1,13.754,,,499-055358,10490422+0941016,,STAR,gri,-5.3,2.8,-0.2,3.2,,,14.969,0.05,14.01,0.05,,,14.468,0.04,13.732,0.06,13.448,0.05,,,12.269,0.026,11.79,0.026,11.691,0.023,4960,3.669,-0.072,2.559,1.157,0.068,1112,0.029
248758794,10 56 40.362,+09 41 02.60,1,12.248,,,499-055502,10564034+0941025,,STAR,gri,0.6,1.4,-15.8,1.6,,,13.42,0.02,12.53,0.02,,,12.924,0.01,12.252,0.04,11.958,0.02,,,10.851,0.023,10.424,0.024,10.306,0.023,5048,3.699,-0.035,2.532,1.206,0.068,588,0.032
248758855,10 40 03.375,+09 41 07.83,1,11.482,,839-1070-1,499-055147,10400336+0941077,,STAR,gri,-14.3,2.2,-15.3,2.3,,,12.404,0.244,11.644,0.159,,,11.853,0.03,11.472,0.05,11.322,0.08,,,10.486,0.026,10.193,0.022,10.147,0.023,6055,4.157,-0.15,1.357,1.106,0.371,326.9,0.03
248758906,10 31 26.582,+09 41 12.31,1,18.192,,,,10312658+0941123,3518-301-5-0115-0121,EXTENDED,gri,-9,3,6,3,,,,,,,20.337,0.071,19.189,0.014,18.259,0.01,17.765,0.011,17.504,0.027,16.746,0.172,15.961,0.21,15.261,0.184,,,,,,,,
248758914,11 00 11.636,+09 41 13.11,1,16.253,,,,11001163+0941131,6160-301-4-0055-0167,STAR,gri,-47,3,-6,3,,,,,,,20.63,0.064,17.911,0.006,16.469,0.005,15.543,0.005,15.061,0.005,13.784,0.029,13.186,0.029,12.953,0.034,3529,5.031,-0.014,0.248,0.24,15.9,133.7,0.025
248758921,10 19 48.767,+09 41 13.58,1,12.199,,,499-054702,10194878+0941136,,STAR,gri,-1,1.1,-2.1,0.7,,,12.757,0.04,12.266,0.03,,,12.413,0.05,12.128,0.05,11.986,0.02,,,11.14,0.024,10.883,0.022,10.847,0.023,6205,4.19,-0.272,1.352,1.142,0.391,473.5,0.029
248758927,10 49 06.120,+09 41 13.92,1,11.824,,846-184-1,499-055360,10490611+0941137,,STAR,gri,4.1,2.2,-5.5,2.5,,,12.86,0.304,12.144,0.213,,,12.535,0.04,11.837,0.07,11.519,0.04,,,10.351,0.024,9.837,0.024,9.729,0.019,4908,2.516,-0.567,8.058,0.962,0.001,1399,0.032
248758949,10 20 13.246,+09 41 16.38,1,16.906,,,,10201324+0941163,3031-301-6-0234-0201,EXTENDED,gri,-6,3,-4,3,,,,,,,19.23,0.032,17.758,0.006,16.974,0.004,16.541,0.004,16.239,0.009,15.245,0.073,14.61,0.088,14.179,0.096,,,,,,,,
248758961,10 46 47.910,+09 41 16.99,1,17.711,,,,10464791+0941169,3031-301-5-0278-0123,STAR,gri,-149,3,-28,3,,,,,,,22.743,0.311,19.644,0.014,18.167,0.007,16.882,0.005,16.187,0.007,14.831,0.039,14.412,0.045,14.098,0.069,3251,5.151,0.038,0.166,0.143,31.16,110.8,0.02
248758965,11 00 32.947,+09 41 17.21,1,17.537,,,,11003294+0941172,6160-301-4-0056-0139,EXTENDED,gri,6,3,3,3,,,,,,,19.912,0.063,18.405,0.009,17.575,0.007,17.165,0.006,16.894,0.017,16.145,0.098,15.507,0.145,14.96,0.157,,,,,,,,
248758995,10 59 24.364,+09 41 20.18,1,13.284,,,499-055567,10592435+0941202,,STAR,gri,-28.4,2.4,-2.1,2.8,,,14.714,0.04,13.688,0.04,,,14.196,0.05,13.281,0.05,12.892,0.04,,,11.632,0.023,11.108,0.022,10.985,0.023,4753,4.618,0.026,0.707,0.771,2.12,216.8,0.027
248759000,10 39 47.785,+09 41 20.99,1,15.4,,,499-055142,10394778+0941208,3031-301-5-0266-0182,STAR,gri,-33.5,3.5,0.4,4,,,17.762,0.26,16.166,0.069,,,17.062,0.11,15.663,0.066,14.688,0.11,,,12.849,0.026,12.195,0.022,11.993,0.023,3773,4.899,0.099,0.373,0.416,7.598,148.3,0.028
248759005,10 35 51.768,+09 41 21.33,1,16.093,,,,10355176+0941213,,STAR,J,6,2,14,1,,,,,,,,,,,,,,,,,14.697,0.071,13.968,0.094,13.573,0.084,4103,4.812,-0.138,0.453,0.519,4.995,452.7,0.033
248759012,10 20 27.182,+09 41 21.71,1,14.153,,,499-054718,10202719+0941218,,STAR,gri,-12.1,3.9,-17.7,4.3,,,15.425,0.04,14.518,0.03,,,14.942,0.07,14.139,0.04,13.816,0.08,,,12.643,0.024,12.141,0.025,12.041,0.02,4942,4.605,-0.093,0.735,0.792,2.004,374,0.03
248759023,10 28 37.033,+09 41 22.64,1,17.319,,,,10283703+0941226,3518-301-5-0111-0128,EXTENDED,gri,5,3,0,3,,,,,,,19.654,0.054,18.2,0.009,17.317,0.007,16.942,0.008,16.651,0.017,16.38,0.17,15.843,0.174,14.954,0.16,,,,,,,,
248759028,11 00 40.628,+09 41 23.16,1,17.93,,,,11004062+0941231,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.401,0.141,15.886,0.175,14.741,0.142,3530,5.05,-0.125,0.234,0.23,16.67,420.1,0.031
248759032,10 59 15.627,+09 41 23.73,1,15.386,,,499-055561,10591560+0941237,6160-301-4-0054-0146,STAR,gri,-16,8,-74,3,,,17.85,0.135,16.246,0.072,,,17.01,0.12,15.855,0.05,14.69,0.18,,,12.822,0.026,12.204,0.026,11.979,0.028,3693,4.952,0.041,0.32,0.35,9.823,124.5,0.02
248759034,10 28 20.034,+09 41 23.82,1,18.182,,,,10282003+0941238,3518-301-5-0110-0177,EXTENDED,gri,1,3,-3,3,,,,,,,20.974,0.098,19.167,0.012,18.142,0.008,17.76,0.009,17.408,0.02,16.488,0.157,15.786,0.163,,,,,,,,,,
248759038,10 29 46.461,+09 41 24.03,1,15.078,,,499-054936,10294645+0941239,3518-301-5-0113-0020,STAR,gri,6.1,3.8,-6.3,4.2,,,16.11,0.05,15.305,0.02,,,15.67,0.04,15.03,0.03,14.825,0.09,,,13.761,0.022,13.28,0.029,13.253,0.04,5160,4.401,-0.524,1.001,0.846,0.878,953.2,0.03
248759044,10 22 26.082,+09 41 24.75,1,15.866,,,499-054780,10222607+0941246,3031-301-6-0238-0182,STAR,JHK,40.6,5.9,-19.3,6,,,,,,,,,,,,,,,,,13.946,0.029,13.312,0.03,13.187,0.035,4084,4.838,-0.257,0.434,0.493,5.575,312.1,0.029
248759048,10 37 26.641,+09 41 25.30,1,17.258,,,,10372664+0941252,6160-301-5-0018-0130,EXTENDED,gri,1,2,1,2,,,,,,,19.917,0.066,18.176,0.009,17.294,0.006,16.864,0.006,16.601,0.013,16.437,0.157,15.349,0.14,14.936,0.145,,,,,,,,
248759051,10 28 39.473,+09 41 25.52,1,17.445,,,,10283947+0941255,3518-301-5-0111-0130,EXTENDED,gri,1,3,-3,3,,,,,,,20.269,0.091,18.485,0.011,17.485,0.008,16.999,0.008,16.623,0.017,16.284,0.14,15.334,0.13,15.11,0.165,,,,,,,,
248759058,10 33 59.146,+09 41 26.04,1,11.306,,839-544-1,499-055031,10335915+0941260,,STAR,gri,-13.8,2,3.8,2,,,11.754,0.078,11.351,0.088,,,11.474,0.01,11.25,0.02,11.163,0.03,,,10.424,0.022,10.282,0.022,10.19,0.021,6758,4.117,-0.015,1.677,1.442,0.273,446,0.034
248759059,10 29 55.763,+09 41 26.08,1,17.193,,,,10295576+0941260,3518-301-5-0113-0079,STAR,gri,-55,3,15,3,,,,,,,21.607,0.105,18.89,0.009,17.388,0.005,16.466,0.005,15.966,0.006,14.734,0.033,14.106,0.038,13.971,0.072,3519,5.057,-0.065,0.227,0.217,18.2,185.3,0.034
248759060,10 32 54.195,+09 41 26.10,1,14.053,,,499-055006,10325418+0941259,,STAR,gri,-3.2,2.8,-0.1,3.1,,,15.295,0.06,14.342,0.04,,,14.777,0.01,14.063,0.03,13.744,0.02,,,12.498,0.022,11.976,0.023,11.881,0.024,4902,2.268,-1.113,10.51,0.879,5.60E-04,4685,0.033
248759064,10 55 05.034,+09 41 26.40,1,15.93,,,,10550503+0941263,6160-301-4-0047-0164,EXTENDED,gri,1,2,-7,2,,,,,,,18.365,0.027,16.778,0.004,15.98,0.003,15.567,0.003,15.215,0.007,14.929,0.08,14.07,0.102,13.656,0.082,,,,,,,,
248759070,10 39 33.602,+09 41 27.22,1,14.14,,,499-055139,10393360+0941272,,STAR,gri,-9.6,3.6,-14,4.2,,,15.786,0.02,14.585,0.02,,,15.233,0.04,14.121,0.06,13.671,0.06,,,12.391,0.024,11.769,0.022,11.633,0.024,4352,4.719,-0.093,0.575,0.643,3.205,221.1,0.029
248759071,10 18 55.471,+09 41 27.24,1,17.997,,,,10185547+0941272,3031-301-6-0232-0153,EXTENDED,gri,-1,5,-4,5,,,,,,,21.026,0.146,18.977,0.013,18.005,0.008,17.577,0.009,17.251,0.02,16.621,0.16,,,15.185,0.21,,,,,,,,
248759074,10 19 24.295,+09 41 27.68,1,17.94,,,,10192429+0941276,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.411,0.171,15.344,0.134,14.509,0.107,3439,5.051,-0.125,0.205,0.194,21.4,351.7,0.027
248759075,10 17 37.672,+09 41 27.71,1,10.879,,837-374-1,499-054643,10173766+0941276,,STAR,gri,-2.1,2.4,1.8,2.4,,,12.113,0.248,10.983,0.103,,,11.526,0.05,10.891,0.05,10.601,0.1,,,9.451,0.023,8.93,0.022,8.846,0.025,4946,2.424,-0.625,10.198,0.969,9.23E-04,1102,0.032
248759079,10 28 07.541,+09 41 27.89,1,17.615,,,,10280754+0941278,,STAR,JHK,-36,7,-20,4,,,,,,,,,,,,,,,,,15.108,0.047,14.651,0.06,14.151,0.084,3502,5.055,-0.056,0.221,0.219,17.18,217.5,0.027
248759091,10 54 39.308,+09 41 28.75,1,18.333,,,,10543930+0941287,6160-301-4-0046-0226,EXTENDED,gri,3,3,-2,3,,,,,,,21.475,0.206,19.638,0.02,18.286,0.01,17.773,0.009,17.414,0.023,16.619,0.162,15.721,0.165,15.167,0.184,,,,,,,,
248759124,10 18 41.018,+09 41 31.06,1,14.437,,,499-054669,10184101+0941308,3031-301-6-0232-0049,STAR,gri,-41.8,3.8,-11.8,4.2,,,16.729,0.18,15.202,0.048,,,15.987,0.09,14.608,0.09,13.773,0.07,,,12.053,0.024,11.436,0.023,11.228,0.024,3749,4.897,0.098,0.376,0.415,7.534,100.1,0.018
248759147,10 21 13.217,+09 41 33.49,1,17.863,,,,,3031-301-6-0236-0107,EXTENDED,gri,0,3,-1,3,,,,,,,20.623,0.127,18.783,0.012,17.886,0.009,17.468,0.009,17.172,0.022,,,,,,,,,,,,,,
248759157,10 57 28.788,+09 41 34.92,1,17.625,,,,10572878+0941349,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.12,0.117,15.328,0.145,14.842,0.136,3815,4.963,-0.21,0.306,0.334,9.802,571.9,0.032
248759176,10 16 41.610,+09 41 36.81,1,17.755,,,,10164161+0941368,3518-301-6-0091-0150,EXTENDED,gri,-1,3,6,3,,,,,,,19.598,0.044,18.577,0.009,17.812,0.008,17.403,0.008,17.118,0.02,16.536,0.174,15.61,0.161,15.135,0.173,,,,,,,,
248759187,10 55 29.919,+09 41 37.50,1,15.743,,,,10552991+0941375,6160-301-4-0048-0110,EXTENDED,gri,0,2,-3,2,,,,,,,17.606,0.023,16.352,0.004,15.83,0.004,15.482,0.003,15.277,0.009,15.227,0.107,14.643,0.127,13.997,0.095,,,,,,,,
248759202,10 31 14.498,+09 41 38.47,1,16.666,,,,10311449+0941384,3518-301-5-0115-0103,EXTENDED,gri,0,3,6,3,,,,,,,18.813,0.038,17.383,0.007,16.742,0.006,16.359,0.007,16.132,0.018,16.593,0.196,,,,,,,,,,,,
248759213,10 40 17.221,+09 41 39.53,1,18.94,,,,10401722+0941395,3031-301-5-0267-0332,STAR,gri,-58,3,-16,3,,,,,,,23.401,0.479,20.462,0.024,19.035,0.011,18.288,0.009,17.898,0.018,16.609,0.178,15.958,0.171,,,,,,,,,,
248759218,11 00 17.457,+09 41 39.99,1,17.767,,,,11001745+0941399,6160-301-4-0055-0184,EXTENDED,gri,4,3,5,3,,,,,,,21.106,0.165,19.042,0.014,17.749,0.008,17.22,0.007,16.841,0.017,16.301,0.145,15.189,0.118,14.614,0.112,,,,,,,,
248759226,10 52 26.123,+09 41 41.22,1,18.4,,,,10522612+0941412,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.7,0.191,16.136,0.206,,,,,,,,,,
248759254,11 00 47.386,+09 41 43.97,1,16.132,,,,11004738+0941439,,STAR,J,,,,,,,,,,,,,,,,,,,,,14.733,0.077,14.045,0.098,13.69,0.079,3871,4.884,-0.136,0.358,0.386,7.522,340.7,0.031
248759264,10 41 52.044,+09 41 44.75,1,13.849,,,499-055197,10415204+0941447,,STAR,gri,-5.8,2.8,-2.5,3.2,,,14.946,0.05,14.145,0.02,,,14.496,0.03,13.887,0.03,13.572,0.05,,,12.463,0.026,11.959,0.022,11.886,0.026,5045,3.202,-0.734,3.754,0.908,0.014,1808,0.031
248759273,10 28 22.969,+09 41 46.65,1,17.812,,,,10282296+0941466,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.293,0.132,15.408,0.167,14.783,0.139,3738,4.965,-0.21,0.287,0.312,11.37,544,0.032
248759277,10 18 10.444,+09 41 46.87,1,12.764,,,499-054647,10181043+0941468,,STAR,gri,-4.2,1.4,-4.1,1.8,,,13.488,0.02,12.939,0.05,,,13.117,0.05,12.768,0.05,12.613,0.02,,,11.686,0.024,11.362,0.025,11.301,0.023,5832,4.453,-0.48,0.907,0.86,1.131,360.8,0.031
248759287,10 59 10.492,+09 41 47.58,1,14.859,,,499-055559,10591048+0941476,6160-301-4-0054-0007,STAR,gri,-3.2,3.4,3.1,3.7,,,16.243,0.074,15.258,0.03,,,15.745,0.05,14.826,0.05,14.479,0.03,,,13.24,0.027,12.718,0.026,12.644,0.029,4751,4.618,-0.227,0.707,0.755,2.122,450.3,0.032
248759329,10 46 03.926,+09 41 51.38,1,12.36,,,499-055285,10460391+0941513,,STAR,gri,-122.4,15.8,-266.2,7.9,,,15.054,0.05,13.549,0.03,,,14.291,0.04,13.013,0.04,11.532,0.04,,,9.441,0.024,8.845,0.034,8.597,0.021,3720,4.936,-0.013,0.346,0.377,8.734,28.06,0.004
248759335,10 57 12.585,+09 41 52.01,1,14.062,,,499-055511,10571261+0941521,,STAR,gri,-6.2,2.4,6.6,2.8,,,15.058,0.04,14.341,0.03,,,14.617,0.02,14.091,0.02,13.824,0.03,,,12.718,0.023,12.292,0.025,12.178,0.025,5314,3.172,-1.448,3.688,0.864,0.012,2088,0.028
248759357,10 20 40.590,+09 41 53.65,1,18.462,,,,10204058+0941536,3031-301-6-0235-0106,STAR,gri,-17,4,-57,4,,,,,,,24.067,0.892,20.757,0.029,19.178,0.012,17.479,0.006,16.598,0.009,15.051,0.052,14.565,0.079,14.088,0.067,3297,5.157,-0.196,0.167,0.147,30.9,146.2,0.029
248759363,10 39 26.772,+09 41 54.30,1,12.652,,,499-055135,10392677+0941542,,STAR,gri,-29,1.2,-2.9,4.4,,,13.586,0.04,12.843,0.05,,,13.153,0.04,12.626,0.04,12.438,0.08,,,11.41,0.022,11.044,0.022,10.959,0.023,5586,4.464,-0.164,0.922,0.925,1.139,313.8,0.029
248759386,10 20 41.154,+09 41 56.02,1,16.389,,,,10204115+0941560,3031-301-6-0235-0105,STAR,gri,-20,3,-53,3,,,,,,,20.781,0.073,18.315,0.007,16.875,0.004,15.564,0.004,14.96,0.004,13.482,0.029,12.924,0.033,12.636,0.034,3540,5.053,0.001,0.231,0.219,17.72,105.6,0.019
248759409,10 19 04.963,+09 41 58.54,1,17.751,,,,10190496+0941585,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.237,0.13,15.584,0.17,15.109,0.172,3773,4.963,-0.26,0.296,0.337,9.746,570.1,0.033
248759411,10 28 40.352,+09 41 58.69,1,17.341,,,,10284035+0941586,3518-301-5-0111-0132,EXTENDED,gri,2,3,-1,3,,,,,,,20.455,0.095,18.318,0.009,17.347,0.006,16.922,0.007,16.613,0.015,16.135,0.127,15.701,0.136,,,,,,,,,,
248759415,10 57 45.877,+09 41 58.96,1,17.426,,,,10574587+0941589,6160-301-4-0051-0304,EXTENDED,gri,-5,3,0,3,,,,,,,20.176,0.088,18.412,0.009,17.414,0.007,17.003,0.006,16.637,0.015,16.084,0.127,15.494,0.166,14.771,0.138,,,,,,,,
248759425,10 54 28.351,+09 42 00.10,1,17.019,,,,10542835+0942001,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.556,0.094,14.714,0.104,14.337,0.1,3927,4.89,-0.21,0.365,0.423,6.821,514.6,0.032
248759438,10 46 52.092,+09 42 01.62,1,14.251,,,499-055302,10465209+0942016,,STAR,gri,-31.1,3.6,-25,4.1,,,15.682,0.04,14.696,0.02,,,15.222,0.04,14.271,0.03,13.834,0.05,,,12.588,0.024,12.027,0.026,11.871,0.024,4628,4.657,-0.111,0.643,0.706,2.484,292,0.03
248759468,10 16 30.032,+09 42 03.99,1,10.72,,837-725-1,499-054610,10163002+0942039,,STAR,gri,-3.4,2.1,-3.1,2.1,,,11.851,0.161,10.97,0.098,,,11.436,0.06,10.74,0.05,10.414,0.03,,,9.254,0.022,8.78,0.055,8.698,0.021,4905,2.404,-0.533,10.262,1.013,8.80E-04,1024,0.033
248759472,10 47 30.641,+09 42 04.51,1,13.774,,,499-055315,10473065+0942044,3031-301-5-0279-0040,STAR,JHK,-25.6,3.8,37.9,4.3,,,,,,,,,,,,,,,,,11.507,0.027,10.939,0.022,10.644,0.023,3600,5.011,-0.052,0.271,0.279,13.64,52.81,0.013
248759475,10 30 27.120,+09 42 04.60,1,16.288,,,499-054947,10302710+0942050,3518-301-5-0114-0087,STAR,JHK,-6.5,4.9,-52.7,5.3,,,,,,,,,,,,,,,,,13.915,0.027,13.305,0.031,13.017,0.037,3595,5.015,-0.027,0.259,0.265,13.41,154.4,0.025
248759502,10 58 11.864,+09 42 06.94,1,7.939,53619,847-74-1,499-055533,10581186+0942068,,STAR,gri,-58.36,0.74,22.3,0.64,3.65,0.79,8.872,0.019,7.624,0.011,,,9.568,0.05,8.542,0.04,7.241,0.02,,,5.494,0.018,4.982,0.016,4.758,0.023,4644,2.461,0.133,12.578,1.788,8.03E-04,274,0.032
248759504,10 30 53.603,+09 42 07.15,1,16.949,,,,,3518-301-5-0114-0142,EXTENDED,gri,2,2,4,2,,,,,,,18.957,0.044,17.581,0.008,16.954,0.007,16.678,0.009,16.65,0.028,,,,,,,,,,,,,,
248759523,10 36 51.060,+09 42 09.00,1,17.574,,,,10365105+0942090,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.073,0.094,15.342,0.1,15.059,0.156,3881,4.911,-0.26,0.345,0.391,8.219,604.5,0.033
248759527,10 51 56.505,+09 42 09.15,1,17.992,,,,10515650+0942091,6160-301-4-0042-0097,EXTENDED,gri,4,3,-4,3,,,,,,,21.241,0.17,19.176,0.014,17.945,0.008,17.485,0.007,17.116,0.018,16.31,0.133,15.714,0.15,14.825,0.12,,,,,,,,
248759546,10 47 51.156,+09 42 10.72,1,17.339,,,499-055322,10475117+0942106,3031-301-5-0280-0012,STAR,J,-0.5,18,-4,18,,,,,,,,,,,,,,,,,15.854,0.076,15.644,0.111,,,,,,,,,,
248759563,10 47 47.424,+09 42 11.89,1,17.988,,,,10474742+0942118,3031-301-5-0280-0159,EXTENDED,gri,4,3,2,3,,,,,,,21.194,0.179,19.209,0.018,18.008,0.01,17.465,0.009,17.089,0.019,16.436,0.134,15.873,0.166,14.899,0.155,,,,,,,,
248759576,10 23 17.628,+09 42 12.84,1,18.94,,,,10231762+0942128,3031-301-6-0239-0218,STAR,gri,39,4,-55,4,,,,,,,22.461,0.272,20.344,0.022,18.911,0.011,18.338,0.01,18.026,0.021,16.478,0.169,,,,,,,,,,,,
248759586,10 52 27.062,+09 42 13.96,1,16.419,,,499-055409,10522706+0942138,6160-301-4-0043-0075,STAR,JHK,-13.9,4.8,9,4.7,,,,,,,,,,,,,,,,,14.893,0.048,14.319,0.042,14.275,0.089,4464,4.715,-0.268,0.554,0.603,3.209,691.9,0.032
248759596,10 17 58.386,+09 42 14.70,1,17.895,,,,10175838+0942146,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.369,0.152,15.77,0.148,15.276,0.194,3806,4.963,-0.26,0.294,0.321,11.29,576.6,0.033
248759597,10 53 05.725,+09 42 14.81,1,17.35,,,,10530572+0942148,6160-301-4-0044-0085,EXTENDED,gri,1,3,-5,3,,,,,,,20.122,0.104,18.264,0.01,17.336,0.007,16.958,0.007,16.682,0.02,16.399,0.153,,,,,,,,,,,,
