,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
467,467,467,467,467,467,246399670,23 03 56.389,-01 00 28.29,1,18.125,,,,23035638-0100282,,STAR,J,,-12,4,12,4,,,,,,,,,,,,,,,,,16.578,0.156,15.402,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,CBU-220-110-000-0-0,115.7,0889-0678774
468,468,468,468,468,468,246399672,23 25 37.707,-01 00 28.05,1,14.001,,,445-136727,23253770-0100280,2662-301-1-0225-0026,STAR,gri,rpm,15.2,5.1,-71.7,11.8,,,15.997,0.07,14.499,0.01,,,15.499,0.044,13.966,0.02,13.359,0.04,,,11.998,0.026,11.347,0.03,11.141,0.025,3804,38,38,4.994,0.02,0.046,-0.283,0.05,0.05,0.294,0.047,0.006,0.312,0.069,0.006,12.24,0.735,2.739,76.6,12.65,2.298,0.025,0.001,0.001,AAA-222-111-000-0-0,31,
469,469,469,469,469,469,246399711,23 32 51.600,-01 00 24.57,1,14.524,,,445-136902,23325159-0100243,2662-301-1-0237-0130,STAR,gri,rpm,25.7,2.7,-30.8,3.1,,,16.446,0.06,14.971,0.045,,,15.869,0.02,14.475,0.06,13.947,0.09,,,12.426,0.021,11.773,0.027,11.611,0.023,3968,64,80,4.853,0.063,0.035,-0.072,0.12,0.24,0.429,0.036,0.07,0.489,0.042,0.085,6.095,2.052,0.907,146.1,16.7,25.85,0.028,0.008,0.006,AAA-222-111-000-0-0,70.4,
470,470,470,470,470,470,246399712,23 06 14.179,-01 00 24.57,1,17.653,,,,23061417-0100245,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.146,0.096,15.413,0.101,14.557,0.096,3430,216,1167,5.093,0.22,0.1,-0.098,0.2,0.24,0.194,0.078,0.095,0.183,0.102,0.102,22.45,46.92,9.678,284.6,196.5,208,0.032,0.013,0.016,AAA-222-111-000-0-0,58.6,0889-0679147
471,471,471,471,471,471,246399750,23 09 36.875,-01 00 20.98,1,15.4,,,445-136273,23093687-0100208,,STAR,gri,rpm,23.8,3.8,4.3,4.3,,,16.695,0.07,15.566,0.055,,,16.119,0.04,15.247,0.01,15.092,0.17,,,13.886,0.024,13.407,0.03,13.275,0.03,4853,78,78,4.609,0.04,0.04,-0.166,0.25,0.3,0.7,0.06,0.066,0.765,0.046,0.081,2.058,0.474,0.326,628.4,57.46,72.45,0.036,0.015,0.007,AAA-222-111-000-0-0,24.3,
472,472,472,472,472,472,246399757,23 24 39.663,-01 00 20.38,1,17.406,,,,23243966-0100203,,STAR,J,,4,5,4,1,,,,,,,,,,,,,,,,,15.917,0.07,15.492,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,ABU-220-110-000-0-0,56.1,0889-0682610
473,473,473,473,473,473,246399758,23 14 53.649,-01 00 20.01,1,12.444,,,445-136419,23145364-0100199,,STAR,gri,rpm,-6,1.5,-12.7,2.2,,,13.484,0.06,12.587,0.18,,,13.052,0.01,12.367,0.16,12.184,0.12,,,11.244,0.023,10.896,0.023,10.816,0.021,5662,199,166,4.401,0.085,0.561,-0.068,0.2,0.32,1.047,0.974,0.138,1.002,0.114,0.071,0.848,0.309,0.724,339.9,282.6,62.09,0.037,0.013,0.01,AAA-222-111-000-0-0,44.4,
474,474,474,474,474,474,246399762,23 14 58.813,-01 00 19.76,1,17.554,,,,23145881-0100197,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.054,0.076,15.593,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,ABU-220-110-000-0-0,34.8,0889-0680861
475,475,475,475,475,475,246399769,23 34 16.043,-01 00 18.87,1,13.681,,,445-136929,23341603-0100189,,STAR,gri,rpm,-2.6,2.1,-16.2,2.4,,,14.777,0.03,13.736,0.05,,,14.374,0.02,13.504,0.02,13.383,0.04,,,12.566,0.029,12.186,0.023,12.142,0.026,4975,79,49,4.528,0.045,0.783,0.174,0.05,0.08,0.827,1.621,0.046,0.875,0.374,0.03,1.498,0.262,1.416,432,777.6,48.39,0.031,0.009,0.001,AAA-222-111-000-0-0,39.7,
476,476,476,476,476,476,246399771,23 33 38.380,-01 00 18.81,1,17.345,,,,23333837-0100188,,STAR,JHK,rpm,24,3,-2,0,,,,,,,,,,,,,,,,,15.825,0.069,15.271,0.079,15.21,0.124,3913,673,336,4.916,0.11,0.176,-0.332,0.3,0.48,0.354,0.147,0.104,0.38,0.173,0.144,7.906,6.48,4.051,575.7,411,208.3,0.036,0.011,0.007,AAB-222-111-000-0-0,77.2,0889-0684246
477,477,477,477,477,477,246399772,23 11 36.526,-01 00 18.71,1,17.659,,,,23113652-0100187,,STAR,J,,-2,5,6,1,,,,,,,,,,,,,,,,,16.152,0.135,15.436,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,BBU-220-110-000-0-0,39.2,0889-0680123
478,478,478,478,478,478,246399775,23 16 53.519,-01 00 18.29,1,13.089,,,445-136492,23165351-0100182,,STAR,gri,rpm,-11.7,2.2,-18.4,2.8,,,13.992,0.04,13.198,0.13,,,13.559,0.02,13.019,0.13,12.888,0.1,,,12.01,0.021,11.713,0.025,11.649,0.028,5881,176,141,4.328,0.1,0.22,-0.144,0.2,0.28,1.128,0.337,0.17,1.006,0.092,0.111,0.655,0.35,0.356,539.4,176.9,103.4,0.039,0.013,0.008,AAA-222-111-000-0-0,53.3,
479,479,479,479,479,479,246399816,23 15 47.161,-01 00 13.39,1,10.988,,5243-944-1,445-136452,23154716-0100132,,STAR,gri,plx,5.7,1.6,-4.8,1.6,,,11.892,0.154,11.099,0.101,,,11.457,0.03,10.895,0.15,10.787,0.12,,,9.952,0.023,9.637,0.025,9.516,0.021,5653,176,141,4.488,0.04,0.048,-0.185,0.24,0.36,0.902,0.076,0.083,0.92,0.085,0.119,1.258,0.254,0.249,133.5,17.19,17.19,0.029,0.01,0.006,AAA-222-111-000-0-0,31.8,
480,480,480,480,480,480,246399836,23 18 09.530,-01 00 11.35,1,15.2,,,445-136530,23180952-0100112,,STAR,JHK,rpm,-30.8,3.9,-13.8,4.4,,,,,,,,,,,,,,,,,13.316,0.025,12.699,0.027,12.568,0.029,4223,319,319,4.763,0.12,0.12,-0.134,0.2,0.28,0.491,0.14,0.093,0.55,0.14,0.1,4.211,2.236,1.685,282.5,109.2,78.78,0.035,0.01,0.007,AAA-222-111-000-0-0,47.8,
481,481,481,481,481,481,246399868,23 33 24.647,-01 00 07.14,1,18.352,,,,23332464-0100071,,STAR,J,,-2,4,-12,2,,,,,,,,,,,,,,,,,16.791,0.152,16.18,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,BCU-220-110-000-0-0,30.9,0889-0684199
482,482,482,482,482,482,246399875,23 05 14.069,-01 00 06.52,1,12.279,,,445-136142,23051407-0100062,,STAR,gri,rpm,1.5,1.3,-4.1,1.5,,,13.028,0.01,12.298,0.01,,,12.694,0.01,12.184,0.01,12.101,0.01,,,11.48,0.024,11.198,0.028,11.168,0.024,5905,71,71,4.247,0.156,0.26,0.074,0.15,0.18,1.276,0.562,0.23,1.108,0.182,0.091,0.524,0.297,0.346,479,216.6,96.06,0.038,0.013,0.008,AAA-222-111-000-0-0,62.1,
483,483,483,483,483,483,246399886,23 34 43.402,-01 00 05.36,1,15.509,,,445-136938,23344340-0100053,,STAR,gri,rpm,14.8,2.9,7.2,3.1,,,16.743,0.04,15.644,0.056,,,16.273,0.06,15.379,0.03,15.182,0.11,,,14.226,0.028,13.772,0.024,13.682,0.045,4960,122,122,4.598,0.035,0.035,-0.086,0.16,0.28,0.736,0.056,0.062,0.789,0.051,0.071,1.933,0.338,0.288,777.4,84.87,76.52,0.039,0.011,0.009,AAA-222-111-000-0-0,35.6,
484,484,484,484,484,484,246399918,23 03 32.154,-01 00 01.76,1,15.664,,,,23033215-0100017,,STAR,JHK,rpm,-6,1,-10,1,,,,,,,,,,,,,,,,,13.422,0.026,12.781,0.027,12.567,0.026,3944,308,193,4.861,0.075,0.12,-0.079,0.15,0.18,0.408,0.124,0.07,0.468,0.125,0.089,6.389,2.846,2.575,220.7,95.98,50.18,0.032,0.008,0.005,AAA-222-111-000-0-0,46.3,0889-0678712
485,485,485,485,485,485,246399928,23 22 52.322,-01 00 01.21,1,14.891,,,445-136655,23225232-0100010,,EXTENDED,gri,,2.7,8.1,-3.7,8.1,,,16.42,0.09,15.157,0.13,,,15.923,0.04,14.852,0.11,14.448,0.08,,,13.706,0.059,13.105,0.062,12.74,0.064,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-1-0,61.4,
486,486,486,486,486,486,246399941,23 28 49.998,-00 59 59.65,1,17.456,,,,23284999-0059596,2662-301-1-0230-0250,STAR,gri,rpm,4,3,-2,3,,,,,,,19.448,0.027,18.015,0.006,17.442,0.006,17.216,0.006,17.183,0.013,16.083,0.072,16.038,0.182,15.562,0.213,5356,126,126,4.549,0.085,1.802,-1.042,0.4,0.64,0.731,5.21,0.102,0.743,0.082,0.069,1.694,0.835,1.691,2088,13810,395.5,0.038,0.013,0.008,ACC-222-111-000-0-0,66.7,
487,487,487,487,487,487,246399952,23 08 50.258,-00 59 57.94,1,18.369,,,,23085025-0059579,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.974,0.075,15.226,0.09,15.068,0.129,4016,335,335,4.861,0.156,0.13,-0.247,0.25,0.35,0.406,0.129,0.145,0.451,0.131,0.183,6.496,8.047,2.843,701.1,333.5,294.5,0.038,0.013,0.008,AAB-222-111-000-0-0,30.5,0890-0682115
488,488,488,488,488,488,246399955,23 30 33.430,-00 59 57.56,1,13.664,,,446-140836,23303342-0059576,,STAR,gri,rpm,20.3,4.4,-9.5,2.4,,,14.853,0.04,13.863,0.02,,,14.411,0.03,13.59,0.03,13.344,0.02,,,12.3,0.023,11.853,0.023,11.767,0.026,5021,100,60,4.576,0.024,0.02,0.048,0.08,0.24,0.782,0.031,0.049,0.851,0.034,0.061,1.739,0.203,0.153,347.6,22.81,24.84,0.036,0.008,0.007,AAA-222-111-000-0-0,59.2,
489,489,489,489,489,489,246399995,23 03 27.539,-00 59 52.88,1,17.473,,,,23032753-0059528,2662-301-1-0188-0139,STAR,gri,rpm,8,3,-6,3,,,,,,,20.891,0.074,18.471,0.007,17.424,0.006,17.046,0.006,16.841,0.01,15.862,0.091,15.029,0.09,14.861,0.152,4423,53,53,4.731,0.081,0.045,-0.397,0.25,0.3,0.537,0.068,0.079,0.598,0.061,0.073,3.537,1.391,0.662,1031,136.5,164.8,0.037,0.013,0.007,AAB-222-111-000-0-0,42.7,
490,490,490,490,490,490,246400008,23 27 08.669,-00 59 51.78,1,15.23,,,446-140751,23270867-0059519,,STAR,JHK,rpm,104.8,10.1,42.2,10.2,,,,,,,,,,,,,,,,,13.025,0.026,12.466,0.03,12.181,0.028,3497,142,170,5.05,0.07,0.07,-0.018,0.08,0.14,0.229,0.061,0.048,0.211,0.082,0.058,17.35,8.314,5.621,86.26,26.67,23.83,0.018,0.009,0.003,AAA-222-111-000-0-0,18.1,
491,491,491,491,491,491,246400015,23 04 38.824,-00 59 50.47,1,12.509,,,446-140151,23043881-0059504,,STAR,gri,rpm,17.7,1.3,-11,1.5,,,13.434,0.03,12.558,0.01,,,13.047,0.01,12.392,0.02,12.279,0.02,,,11.493,0.024,11.19,0.025,11.085,0.025,5544,90,113,4.466,0.055,0.539,0.077,0.18,0.12,0.944,0.914,0.073,0.99,0.173,0.051,1.09,0.288,0.936,330.7,315.9,32.41,0.037,0.023,0.006,AAA-222-111-000-0-0,23.5,
492,492,492,492,492,492,246400033,23 28 33.153,-00 59 48.15,1,9.984,,5244-770-1,446-140789,23283315-0059480,,STAR,gri,plx,20.8,1.1,-12.1,1.1,,,10.415,0.046,10.01,0.045,,,10.736,0.03,9.704,0.02,9.662,0.06,,,8.973,0.023,8.735,0.04,8.719,0.02,6303,193,193,4.241,0.06,0.096,-0.063,0.15,0.27,1.367,0.118,0.091,1.212,0.079,0.143,0.451,0.104,0.114,171.4,12.47,12.47,0.029,0.008,0.006,AAA-112-111-000-0-0,86.5,
493,493,493,493,493,493,246400041,23 25 09.862,-00 59 47.15,1,10.75,,5244-734-1,446-140701,23250987-0059471,,STAR,gri,rav,-18.9,2.2,1.2,2.3,,,11.829,0.154,11.054,0.108,,,11.568,0.03,10.632,0.04,10.4,0.02,,,9.453,0.023,8.997,0.025,8.842,0.023,4975,148,148,4.603,0.025,0.03,-0.059,0.1,0.12,0.737,0.04,0.038,0.802,0.048,0.04,1.965,0.214,0.23,88.33,7.855,7.214,0.02,0.006,0.004,AAA-222-111-000-0-0,70.2,
494,494,494,494,494,494,246400097,23 05 56.667,-00 59 40.80,1,14.081,,,446-140190,23055666-0059407,,STAR,gri,lam,-25.7,4.1,-40.1,4.6,,,15.927,0.03,14.549,0.02,,,15.324,0.01,14.033,0.046,13.548,0.01,,,12.178,0.024,11.587,0.027,11.425,0.024,4227,151,151,4.767,0.05,0.05,-0.153,0.12,0.15,0.516,0.063,0.057,0.582,0.056,0.067,4.084,1.153,0.899,168.9,30.46,25.8,0.03,0.01,0.005,AAA-222-111-000-0-0,60.8,
495,495,495,495,495,495,246400172,23 12 57.344,-00 59 30.74,1,13.038,,,446-140378,23125734-0059304,,STAR,gri,rpm,6.5,2.3,-2,2.3,,,13.68,0.05,13.104,0.23,,,13.396,0.032,12.943,0.2,12.885,0.15,,,12.183,0.023,11.869,0.026,11.879,0.026,5948,181,181,4.276,0.13,0.286,-0.138,0.2,0.32,1.198,0.485,0.206,1.037,0.103,0.103,0.531,0.417,0.329,632.3,243.3,131.2,0.037,0.013,0.008,AAA-222-111-000-0-0,81.9,
496,496,496,496,496,496,246400213,23 09 54.501,-00 59 26.35,1,13.064,,,446-140303,23095449-0059263,,STAR,gri,rpm,69.6,2.6,2.9,3.1,,,14.424,0.01,13.298,0.01,,,13.986,0.02,12.943,0.01,12.669,0.01,,,11.514,0.022,10.992,0.022,10.883,0.023,4669,46,74,4.612,0.03,0.02,0.146,0.05,0.12,0.725,0.014,0.044,0.781,0.016,0.041,2.065,0.29,0.124,184,42.59,5.521,0.045,0.002,0.016,AAA-222-111-000-0-0,55.2,
497,497,497,497,497,497,246400221,23 11 50.842,-00 59 25.63,1,11.186,,5243-366-1,446-140353,23115084-0059254,,STAR,gri,plx,16.3,1.7,-3,1.6,,,11.576,0.095,11.415,0.132,,,11.461,0.02,11.045,0.14,11.068,0.14,,,10.382,0.024,10.141,0.022,10.086,0.023,6215,189,189,4.15,0.135,0.162,-0.071,0.16,0.24,1.461,0.406,0.235,1.186,0.137,0.137,0.346,0.215,0.152,374.1,131.8,131.8,0.036,0.011,0.007,AAA-222-111-000-0-0,30.5,
498,498,498,498,498,498,246400242,23 23 12.429,-00 59 23.30,1,17.694,,,,23231242-0059233,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.184,0.087,15.654,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD-222-111-000-0-0,80.6,0890-0684559
499,499,499,499,499,499,246400246,23 14 25.203,-00 59 22.77,1,12.447,,,446-140417,23142519-0059225,,STAR,gri,rpm,14.5,1.3,-2.3,1.6,,,12.898,0.09,12.412,0.18,,,12.658,0.02,12.342,0.17,12.357,0.14,,,11.775,0.023,11.592,0.023,11.56,0.025,6428,158,158,4.227,0.07,0.098,-0.138,0.2,0.24,1.393,0.238,0.176,1.207,0.114,0.114,0.446,0.135,0.138,625,123.7,75.62,0.039,0.01,0.007,AAA-222-111-000-0-0,84.9,
500,500,500,500,500,500,246400263,23 23 51.083,-00 59 21.30,1,13.309,,,446-140677,23235108-0059212,,STAR,gri,rpm,-12.3,2.7,-18.7,6.6,,,14.181,0.02,13.3,0.01,,,13.845,0.01,13.156,0.03,13.08,0.05,,,12.434,0.026,12.079,0.022,12.018,0.026,5367,85,64,4.504,0.042,0.035,0.086,0.15,0.18,0.89,0.045,0.064,0.936,0.029,0.052,1.313,0.237,0.17,455,32.54,35.23,0.037,0.014,0.008,AAA-222-111-000-0-0,26.2,
501,501,501,501,501,501,246400270,23 33 41.739,-00 59 20.35,1,16.681,,,,23334173-0059203,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.241,0.072,14.523,0.086,14.076,0.077,3684,386,275,4.961,0.138,0.138,-0.116,0.2,0.28,0.299,0.149,0.1,0.305,0.193,0.138,10.35,10.06,5.768,341.1,235.5,139.3,0.034,0.013,0.008,AAA-222-111-000-0-0,77.2,0890-0686494
502,502,502,502,502,502,246400286,23 16 33.963,-00 59 18.47,1,15.48,,,446-140482,23163396-0059183,,STAR,gri,rpm,-8.8,4.1,-18.4,4.5,,,16.87,0.09,15.63,0.056,,,16.455,0.059,15.314,0.06,15.063,0.094,,,14.118,0.026,13.639,0.035,13.482,0.041,4637,131,184,4.639,0.096,0.04,-0.13,0.25,0.45,0.667,0.051,0.132,0.722,0.05,0.141,2.342,1.219,0.326,614.1,62.36,154.7,0.038,0.011,0.009,AAA-222-111-000-0-0,44,
503,503,503,503,503,503,246400323,23 16 10.249,-00 59 14.85,1,17.664,,,,23161024-0059148,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.156,0.106,15.458,0.115,14.937,0.135,3714,419,299,4.994,0.12,0.168,-0.197,0.25,0.35,0.272,0.14,0.092,0.293,0.209,0.13,12.32,12.26,6.939,468.4,341.9,197.6,0.036,0.013,0.008,ABB-222-111-000-0-0,46.1,0890-0683433
504,504,504,504,504,504,246400326,23 08 51.074,-00 59 14.77,1,14.72,,,446-140271,23085107-0059147,,STAR,JHK,rpm,-9.5,3.9,-12.3,4.4,,,,,,,,,,,,,,,,,12.954,0.024,12.286,0.022,12.244,0.024,4424,132,132,4.693,0.048,0.03,-0.002,0.09,0.15,0.608,0.045,0.056,0.669,0.042,0.058,2.931,0.625,0.378,305.4,31.01,41.24,0.033,0.008,0.006,AAA-222-111-000-0-0,11.5,
505,505,505,505,505,505,246400336,23 17 51.216,-00 59 14.10,1,13.04,,,446-140515,23175121-0059139,,STAR,gri,rpm,86.6,4.4,-26,4.9,,,15.547,0.02,13.943,0.13,,,14.811,0.06,13.39,0.07,12.281,0.09,,,10.379,0.024,9.774,0.025,9.521,0.025,3704,57,100,4.948,0.072,0.054,0.044,0.12,0.06,0.333,0.046,0.07,0.363,0.051,0.094,9.494,4.581,2.192,41.54,5.392,10.55,0.01,0.002,0.001,AAA-222-111-000-0-0,16.5,
506,506,506,506,506,506,246400349,23 27 18.818,-00 59 13.29,1,14.874,,,446-140755,23271880-0059132,,STAR,gri,rpm,27,4.1,-8.6,4.5,,,16.885,0.08,15.333,0.051,,,16.182,0.054,14.796,0.05,14.313,0.07,,,12.979,0.023,12.278,0.022,12.16,0.028,4082,97,65,4.795,0.03,0.036,0.009,0.12,0.18,0.488,0.041,0.027,0.559,0.047,0.04,4.66,0.629,0.657,221.8,26.84,15.28,0.038,0.011,0.008,AAA-222-111-000-0-0,25.2,
507,507,507,507,507,507,246400355,23 31 36.313,-00 59 12.41,1,15.371,,,,23313631-0059124,,STAR,JHK,rpm,-22,5,10,3,,,,,,,,,,,,,,,,,12.928,0.026,12.278,0.025,12.003,0.025,3725,142,199,4.944,0.096,0.072,-0.015,0.14,0.1,0.33,0.066,0.086,0.345,0.098,0.115,9.413,6.389,2.749,132.1,32.68,44.02,0.028,0.013,0.011,AAA-222-111-000-0-0,73.4,0890-0686008
508,508,508,508,508,508,246400366,23 33 12.822,-00 59 11.36,1,13.426,,,446-140893,23331282-0059112,,STAR,gri,rpm,-8.7,1.9,-12.4,2.9,,,14.337,0.05,13.422,0.08,,,13.988,0.02,13.219,0.09,13.185,0.2,,,12.347,0.024,12.003,0.025,11.912,0.023,5476,166,166,4.487,0.055,0.132,0.013,0.15,0.21,0.909,0.252,0.076,0.937,0.083,0.069,1.18,0.333,0.665,457.6,131.9,49.76,0.04,0.014,0.01,AAA-222-111-000-0-0,44.2,
509,509,509,509,509,509,246400377,23 32 40.043,-00 59 10.19,1,17.943,,,,23324004-0059101,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.413,0.11,16.193,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,78.8,0890-0686269
510,510,510,510,510,510,246400380,23 14 32.705,-00 59 10.14,1,12.635,,,446-140421,23143269-0059099,,STAR,gri,rpm,-3.6,1.5,-22.3,2,,,13.47,0.05,12.733,0.18,,,13.093,0.03,12.57,0.17,12.439,0.15,,,11.65,0.02,11.322,0.021,11.309,0.023,5875,139,174,4.32,0.135,0.27,-0.158,0.2,0.28,1.092,0.473,0.165,0.983,0.094,0.094,0.67,0.417,0.416,436.5,192.1,88.97,0.036,0.01,0.007,AAA-222-111-000-0-0,57.5,
511,511,511,511,511,511,246400397,23 14 57.766,-00 59 07.45,1,18.388,,,,23145776-0059074,,STAR,JHK,rpm,-4,5,4,1,,,,,,,,,,,,,,,,,16.096,0.08,15.286,0.104,15.12,0.157,4086,347,289,4.808,0.12,0.1,-0.197,0.25,0.3,0.456,0.103,0.113,0.527,0.1,0.14,5.006,3.456,1.774,905.4,324.4,278.4,0.038,0.013,0.008,AAC-222-111-s00-0-0,34.6,0890-0683223
512,512,512,512,512,512,246400411,23 04 09.956,-00 59 06.10,1,15.452,,,446-140135,23040994-0059060,,STAR,gri,rpm,5.4,4.4,-9.7,4.4,,,16.688,0.09,15.603,0.07,,,16.342,0.057,15.184,0.058,15.07,0.095,,,13.973,0.03,13.506,0.035,13.432,0.038,4708,113,113,4.615,0.04,0.025,0.024,0.16,0.2,0.711,0.035,0.059,0.77,0.039,0.063,2.082,0.421,0.226,623.5,53.89,77.45,0.038,0.011,0.008,AAA-222-111-000-0-0,33.5,
513,513,513,513,513,513,246400448,23 26 37.898,-00 59 01.84,1,17.387,,,,23263789-0059018,,STAR,JHK,rpm,-14,3,4,3,,,,,,,,,,,,,,,,,15.67,0.06,15.124,0.084,14.977,0.134,4070,758,379,4.839,0.135,0.189,-0.268,0.3,0.48,0.424,0.189,0.131,0.458,0.198,0.165,5.348,6.735,2.981,620.7,596.8,237.1,0.037,0.013,0.007,AAB-222-111-000-0-0,55.6,0890-0685097
514,514,514,514,514,514,246400455,23 14 39.954,-00 59 01.17,1,16.127,,,,23143995-0059011,,STAR,JHK,rpm,40,2,-80,1,,,,,,,,,,,,,,,,,14.009,0.029,13.481,0.031,13.191,0.037,3469,169,169,5.087,0.06,0.084,-0.067,0.15,0.27,0.207,0.058,0.039,0.193,0.078,0.043,20.67,8.864,7.2,116.7,48.16,29.2,0.025,0.008,0.006,AAA-222-111-000-0-0,72.1,0890-0683170
515,515,515,515,515,515,246400460,23 03 35.226,-00 59 00.91,1,17.464,,,,23033522-0059009,2662-301-1-0188-0165,STAR,gri,rpm,5,3,-7,3,,,,,,,21.203,0.094,18.614,0.008,17.428,0.006,16.971,0.006,16.718,0.01,15.326,0.063,14.887,0.101,14.63,0.107,4201,66,49,4.786,0.099,0.055,-0.231,0.25,0.35,0.486,0.063,0.096,0.55,0.071,0.1,4.465,2.435,0.959,684.1,101.4,135.7,0.037,0.011,0.007,AAA-222-111-000-0-0,76.3,
516,516,516,516,516,516,246400461,23 15 08.439,-00 59 00.77,1,11.964,,5243-649-1,446-140442,23150844-0059007,,STAR,gri,plx,-10.5,1.8,-5.1,1.8,,,12.476,0.286,11.929,0.234,,,12.291,0.01,11.891,0.14,11.823,0.11,,,11.1,0.025,10.88,0.026,10.823,0.023,6266,193,193,4.166,0.125,0.175,-0.095,0.16,0.28,1.442,0.325,0.23,1.172,0.144,0.173,0.363,0.226,0.157,546.8,205,205,0.036,0.013,0.007,AAA-222-111-000-0-0,87.3,
517,517,517,517,517,517,246400490,23 34 16.940,-00 58 58.05,1,15.12,,,446-140921,23341693-0058581,,STAR,JHK,rpm,-7.3,3,-2.5,3.4,,,,,,,,,,,,,,,,,12.722,0.026,12.053,0.027,11.815,0.021,3967,226,272,4.854,0.112,0.096,-0.036,0.2,0.24,0.431,0.096,0.112,0.487,0.097,0.136,5.705,4.209,1.936,168.2,46.51,54.39,0.032,0.011,0.007,AAA-222-111-000-0-0,52.9,
518,518,518,518,518,518,246400496,23 27 26.415,-00 58 57.56,1,18.02,,,,23272641-0058575,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.158,0.077,15.593,0.12,15.417,0.191,3906,879,399,4.913,0.15,0.24,-0.332,0.3,0.48,0.366,0.225,0.139,0.389,0.261,0.187,7.806,10.08,5.36,648.2,707.3,297.7,0.037,0.011,0.008,ABC-222-111-000-0-0,37.3,0890-0685223
519,519,519,519,519,519,246400497,23 05 51.230,-00 58 57.55,1,15.13,,,446-140188,23055122-0058574,2662-301-1-0192-0065,STAR,JHK,rpm,2.7,5.8,1.8,5.5,,,,,,,,,,,,,,,,,13.039,0.026,12.505,0.03,12.229,0.026,3559,142,42,5.089,0.02,0.136,-0.177,0.18,0.05,0.21,0.126,0.004,0.198,0.176,0.004,21.39,1.283,11.61,80.74,66.86,2.422,0.018,0.005,0.001,AAA-222-111-000-0-0,11.1,
520,520,520,520,520,520,246400514,23 12 27.396,-00 58 55.38,1,14.459,,,446-140364,23122737-0058552,,STAR,gri,rpm,2.5,3,-3.2,3.4,,,15.342,0.05,14.485,0.12,,,14.946,0.05,14.224,0.13,14.25,0.25,,,13.21,0.025,12.715,0.028,12.677,0.03,5043,120,120,3.371,1.17,0.975,-0.624,0.5,0.7,2.505,5.129,1.847,0.878,0.077,0.092,0.028,1.582,0.027,1904,3500,1462,0.039,0.011,0.008,AAA-222-111-000-0-0,98.3,
521,521,521,521,521,521,246400526,23 03 49.631,-00 58 54.18,1,14.977,,,446-140121,23034962-0058541,,STAR,gri,rpm,3.2,3.9,-31.3,4.3,,,16.447,0.06,15.276,0.08,,,16.024,0.01,14.864,0.04,14.528,0.081,,,13.421,0.025,12.811,0.031,12.732,0.03,4331,87,87,4.726,0.048,0.048,-0.111,0.16,0.24,0.558,0.057,0.051,0.622,0.059,0.071,3.491,0.755,0.731,333.7,49.44,36.29,0.033,0.013,0.006,AAA-222-111-000-0-0,43.3,
522,522,522,522,522,522,246400531,23 29 09.052,-00 58 53.26,1,17.486,,,,23290905-0058532,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.991,0.098,15.363,0.112,14.442,0.106,3477,206,412,5.065,0.119,0.085,-0.065,0.16,0.24,0.209,0.072,0.062,0.2,0.106,0.076,19.89,19.25,8.757,306.6,147.9,129.9,0.035,0.011,0.008,ABA-222-111-000-0-0,111.4,0890-0685486
523,523,523,523,523,523,246400532,23 05 42.915,-00 58 53.17,1,15.708,,,446-140181,23054291-0058531,,STAR,JHK,rpm,-26.6,3.9,-13,4.2,,,,,,,,,,,,,,,,,13.814,0.03,13.182,0.033,13.063,0.034,4247,267,320,4.766,0.102,0.085,-0.15,0.2,0.28,0.505,0.098,0.111,0.565,0.098,0.118,4.087,2.36,1.292,353.1,103.9,93.99,0.035,0.011,0.006,AAA-222-111-000-0-0,18.3,
