EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
206365534,22 59 01.998,-07 11 33.39,1,10.944,,5241-1060-1,415-146055,22590201-0711334,,STAR,gri,rpm,-28.4,2.3,-17.2,2.6,,,12.155,0.156,11.181,0.081,,,11.662,0.03,10.941,0.04,10.636,0.06,,,9.59,0.026,9.07,0.022,8.991,0.019,4954,98,79,3.04,0.486,0.567,-0.543,0.35,0.35,4.529,4.07,1.729,0.962,0.174,0.072,0.008,0.032,0.007,529.6,472.1,174,0.037,0.011,0.008,AAA-222-111-000-0-0,6.6,
206366911,22 58 55.331,-07 10 07.68,1,10.6,,5241-1042-1,415-146051,22585533-0710076,,STAR,gri,rpm,-15.8,2,-23.5,2.1,,,11.366,0.063,10.684,0.052,,,10.964,0.03,10.58,0.04,10.444,0.06,,,9.76,0.027,9.445,0.023,9.401,0.021,6035,144,120,4.147,0.23,0.23,-0.125,0.16,0.32,1.437,0.56,0.403,1.1,0.172,0.144,0.319,0.403,0.178,241.8,94.12,57.94,0.033,0.011,0.007,AAA-222-111-000-0-0,75.7,
206368361,22 58 25.686,-07 08 44.46,1,13.618,,,415-146035,22582568-0708443,8100-301-3-0218-0013,STAR,gri,rpm,5.8,1.9,-23.7,2.3,,,14.401,0.047,13.792,0.034,,,14.085,0.034,13.613,0.044,13.418,0.066,,,12.587,0.026,12.236,0.023,12.186,0.021,5751,137,114,4.446,0.06,0.168,-0.355,0.25,0.25,0.916,0.229,0.088,0.884,0.091,0.05,1.067,0.276,0.507,553.5,184.3,68.75,0.037,0.012,0.006,AAA-222-111-000-0-0,51.6,
206368822,22 58 56.680,-07 08 14.84,1,15.045,,,415-146053,22585668-0708148,8100-301-3-0218-0064,STAR,gri,rpm,-0.9,2.8,11.8,3.5,,,16.647,0.06,15.475,0.053,,,16.06,0.052,14.968,0.055,14.61,0.082,,,13.283,0.028,12.656,0.026,12.533,0.026,4446,89,107,4.684,0.06,0.03,-0.029,0.15,0.21,0.617,0.044,0.08,0.683,0.042,0.091,2.78,0.893,0.331,366.8,31.7,61.15,0.038,0.011,0.009,AAA-222-111-000-0-0,59.7,
206369289,22 58 53.145,-07 07 46.72,1,16.019,,,415-146049,22585314-0707467,8100-301-3-0218-0042,STAR,gri,rpm,-0.8,3.3,-5.6,4.1,,,16.933,0.07,16.217,0.071,,,16.657,0.063,16.011,0.075,15.745,0.121,,,14.866,0.041,14.545,0.057,14.504,0.083,5472,268,223,4.501,0.075,0.54,-0.399,0.3,0.42,0.856,0.861,0.137,0.838,0.082,0.098,1.306,0.476,1.127,1374,1393,231.2,0.04,0.013,0.01,AAA-222-111-000-0-0,41.1,
206372285,22 58 30.546,-07 04 48.52,1,13.932,,,415-146039,22583054-0704483,,STAR,gri,rpm,2.5,2.4,-5.3,2.7,,,15.072,0.053,14.229,0.037,,,14.634,0.037,13.988,0.046,13.631,0.08,,,12.588,0.026,12.116,0.025,12.058,0.029,5128,82,103,3.164,0.475,0.76,-0.786,0.36,0.3,3.491,5.359,1.298,0.894,0.057,0.035,0.013,0.052,0.012,1819,2400,679,0.039,0.014,0.008,AAA-222-111-000-0-0,41,
206373112,22 58 35.601,-07 03 57.23,1,16.641,,,,22583560-0703572,8100-301-3-0218-0122,EXTENDED,gri,,,,,,,,,,,,19.505,0.076,17.622,0.007,16.643,0.005,16.22,0.005,15.873,0.011,15.479,0.077,14.755,0.095,14.521,0.106,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,20.5,
206374325,22 58 27.584,-07 02 45.79,1,14.222,,,415-146036,22582757-0702456,8100-301-3-0218-0097,STAR,JHK,rav,50.7,3,0.2,3.9,,,,,,,,,,,,,,,,,11.993,0.027,11.392,0.023,11.142,0.021,4315,43,43,0.069,0.02,0.02,-2.447,0.05,0.05,137.441,2.749,2.749,0.808,0.016,0.016,3.11E-07,1.87E-08,1.87E-08,39570,1187,1187,0.089,0.001,0.001,AAA-222-111-000-0-0,12.2,
206375155,22 58 38.233,-07 01 54.61,1,14.823,,,415-146044,22583823-0701544,8095-301-4-0198-0088,STAR,JHK,rpm,10.6,3,-17,3.6,,,,,,,,,,,,,,,,,13.487,0.027,13.046,0.027,12.974,0.021,5211,218,187,4.571,0.048,0.056,-0.236,0.25,0.35,0.761,0.079,0.072,0.803,0.078,0.078,1.732,0.374,0.363,607.8,97.8,71.06,0.037,0.013,0.008,AAA-222-111-000-0-0,41.2,
206376125,22 58 23.704,-07 00 59.75,1,13.327,,,415-146034,22582370-0700596,8095-301-4-0198-0032,STAR,JHK,rav,48.4,3.1,1.9,3.7,,,,,,,,,,,,,,,,,11.082,0.026,10.431,0.022,10.226,0.019,6580,65,65,4.271,0.045,0.081,-1.473,0.08,0.08,1.085,0.12,0.055,0.825,0.016,0.016,0.633,0.102,0.164,458.2,63.06,141.2,0.037,0.005,0.006,AAA-222-111-000-0-0,59.1,
206376267,22 58 34.794,-07 00 50.69,1,10.972,,5241-947-1,415-146042,22583478-0700505,,STAR,BV,rav,1.2,2.5,-10.3,2.8,,,12.705,0.284,11.261,0.092,,,,,,,,,,,9.512,0.026,8.948,0.023,8.831,0.021,4461,163,109,2.085,0.174,0.145,-0.285,0.15,0.12,15.258,2.586,2.614,1.032,0.156,0.06,2.80E-04,2.53E-04,1.03E-04,1558,243.1,248.8,0.04,0.013,0.009,AAA-222-111-000-0-0,33.3,
206380015,22 58 22.507,-06 57 14.13,1,13.724,,,416-151256,22582250-0657141,,STAR,JHK,rpm,16.2,1.8,1.6,2.1,,,,,,,,,,,,,,,,,12.558,0.026,12.245,0.023,12.178,0.024,5893,174,174,4.359,0.095,0.209,-0.196,0.25,0.4,1.065,0.295,0.135,0.964,0.125,0.104,0.766,0.341,0.399,645.3,200.7,113.5,0.038,0.011,0.008,AAA-222-111-000-0-0,25.7,
206380869,22 58 09.734,-06 56 23.23,1,17.14,,,,22580973-0656232,8095-301-4-0197-0182,STAR,gri,rpm,2,2,-2,2,,,,,,,21.078,0.115,18.308,0.007,17.116,0.005,16.639,0.005,16.345,0.009,15.249,0.054,14.575,0.06,14.496,0.076,4191,50,50,4.771,0.056,0.035,-0.109,0.2,0.28,0.516,0.039,0.064,0.579,0.046,0.073,4.1,1.268,0.57,689.2,80.54,94.43,0.036,0.014,0.007,AAA-222-111-000-0-0,44.1,
206382205,22 58 25.904,-06 55 06.85,1,12.29,,,416-151257,22582590-0655068,,STAR,JHK,rpm,-1.3,1.4,-11.2,1.8,,,,,,,,,,,,,,,,,10.631,0.026,10.064,0.022,9.959,0.023,4776,112,112,2.533,0.63,0.315,-0.452,0.4,0.48,8.105,4.264,3.806,0.967,0.239,0.075,0.001,0.011,0.001,1544,729.3,679.8,0.038,0.013,0.009,AAA-222-111-000-0-0,51.2,
206383215,22 57 52.860,-06 54 10.07,1,13.004,,,416-151247,22575284-0654099,,STAR,JHK,rpm,-3.2,2,-6.7,2.3,,,,,,,,,,,,,,,,,11.211,0.027,10.577,0.022,10.492,0.021,4584,135,108,2.118,0.475,0.95,-0.688,0.4,0.8,12.656,26.31,5.065,0.931,0.066,0.12,2.92E-04,0.001,2.80E-04,2999,5299,1196,0.037,0.013,0.008,AAA-222-111-000-0-0,38.3,
206385657,22 57 46.717,-06 51 46.84,1,15.144,,,416-151242,22574670-0651467,8095-301-4-0197-0006,STAR,JHK,rpm,7.2,3,12.2,3.7,,,,,,,,,,,,,,,,,13.79,0.034,13.293,0.023,13.265,0.03,5046,161,161,4.587,0.04,0.056,-0.201,0.25,0.3,0.742,0.086,0.056,0.787,0.081,0.068,1.866,0.352,0.401,659.6,120.4,74.43,0.037,0.011,0.007,AAA-222-111-000-0-0,44.9,
206387317,22 58 07.395,-06 50 15.52,1,16.465,,,,22580739-0650155,8095-301-4-0197-0064,STAR,gri,rpm,-4,2,-3,2,,,,,,,18.531,0.019,17.066,0.004,16.452,0.004,16.208,0.004,16.095,0.008,15.17,0.043,14.755,0.066,14.686,0.108,5218,123,103,3.644,0.92,1.288,-0.971,0.45,0.81,1.976,6.383,1.382,0.794,0.075,0.104,0.067,1.801,0.066,3085,9930,2155,0.038,0.014,0.008,AAA-222-111-000-0-0,95.5,
206388180,22 57 51.879,-06 49 21.66,1,11.923,,5241-387-1,416-151246,22575187-0649216,,STAR,gri,plx,7.9,2.6,-20.4,2.9,,,12.832,0.231,12.466,0.2,,,12.479,0.031,11.771,0.04,11.685,0.06,,,10.977,0.026,10.7,0.022,10.616,0.019,5659,90,113,4.251,0.172,0.344,0.099,0.12,0.12,1.178,0.738,0.234,1.038,0.141,0.05,0.572,0.44,0.413,455,170.6,170.6,0.043,0.013,0.013,AAA-222-111-000-0-0,41.4,
206389192,22 57 44.749,-06 48 22.76,1,12.917,,,416-151240,22574474-0648226,,STAR,gri,rpm,1.9,1.5,-22,1.9,,,13.883,0.044,12.968,0.031,,,13.532,0.032,12.743,0.041,12.653,0.062,,,11.871,0.026,11.571,0.022,11.528,0.026,5452,107,129,4.488,0.025,0.05,0.148,0.06,0.1,0.913,0.077,0.027,0.969,0.047,0.047,1.233,0.088,0.231,365.9,43.13,21.58,0.033,0.01,0.004,AAA-222-111-000-0-0,26,
206390523,22 57 46.730,-06 47 07.90,1,17.297,,,,22574673-0647078,8100-301-4-0216-0202,EXTENDED,gri,,1,2,0,2,,,,,,,19.877,0.09,18.276,0.009,17.312,0.007,16.877,0.006,16.488,0.017,16.014,0.092,15.449,0.119,14.763,0.112,,,,,,,,,,,,,,,,,,,,,,,,,ABB-222-111-000-0-0,23.2,
206391559,22 57 40.211,-06 46 11.15,1,16.64,,,,22574021-0646111,8100-301-4-0216-0186,STAR,gri,rpm,3,2,-2,2,,,,,,,18.668,0.023,17.218,0.004,16.639,0.004,16.392,0.004,16.265,0.009,15.327,0.052,15.076,0.082,14.763,0.121,5264,159,127,3.209,1.44,0.9,-1.251,0.65,0.91,3.091,5.621,2.502,0.808,0.057,0.091,0.015,2.128,0.014,6395,10620,5296,0.038,0.014,0.009,AAB-222-111-000-0-0,78.4,
206392586,22 58 09.433,-06 45 11.08,1,11.481,,5241-120-1,417-148468,22580942-0645110,,STAR,gri,plx,-10.3,2.5,-10.7,2.8,,,12.688,0.233,11.698,0.138,,,12.251,0.03,11.334,0.04,11.151,0.06,,,10.217,0.026,9.697,0.022,9.624,0.024,4822,77,77,3.322,0.19,0.228,-0.013,0.15,0.18,3.835,1.151,0.754,1.222,0.121,0.121,0.019,0.022,0.01,509.3,140.7,140.7,0.038,0.013,0.008,AAA-222-111-000-0-0,13.6,
206395241,22 57 30.983,-06 42 36.59,1,16.555,,,,22573098-0642365,8100-301-4-0216-0038,STAR,gri,rpm,2,2,-2,2,,,,,,,18.305,0.019,17.046,0.004,16.529,0.004,16.344,0.004,16.302,0.009,15.459,0.056,15.062,0.097,14.978,0.15,5516,161,161,4.394,0.174,1.595,-0.913,0.45,0.99,0.969,4.735,0.254,0.805,0.073,0.073,0.977,0.78,0.973,2126,8714,645.8,0.036,0.011,0.007,AAB-222-111-000-0-0,26.7,
206395288,22 57 21.003,-06 42 34.61,1,14.934,,,417-148447,22572099-0642346,,STAR,gri,rpm,11.8,3.1,-12.3,3.6,,,16.17,0.09,15.076,0.046,,,15.668,0.047,14.803,0.053,14.62,0.083,,,13.7,0.028,13.239,0.023,13.158,0.034,4990,138,99,4.588,0.036,0.03,-0.091,0.2,0.24,0.746,0.053,0.058,0.807,0.051,0.071,1.845,0.358,0.219,628.4,49.61,63.41,0.037,0.01,0.007,AAA-222-111-000-0-0,15.3,
206395773,22 57 55.503,-06 42 06.37,1,17.765,,,,22575550-0642063,8100-301-4-0217-0113,STAR,gri,rpm,-40,3,-85,3,,,,,,,21.579,0.218,19.357,0.013,17.944,0.007,17.083,0.005,16.562,0.01,15.255,0.048,14.725,0.061,14.543,0.098,3591,35,35,5.037,0.04,0.025,-0.131,0.08,0.1,0.243,0.016,0.025,0.238,0.024,0.033,16.15,3.627,1.921,252.1,34.17,25.34,0.031,0.002,0.007,AAA-222-111-000-0-0,65,
206396695,22 57 37.555,-06 41 12.10,1,15.611,,,417-148455,22573755-0641121,8100-301-4-0216-0175,STAR,gri,rpm,3.6,3.3,-10,3.9,,,17.037,0.18,15.73,0.058,,,16.58,0.061,15.289,0.06,15.196,0.099,,,14.036,0.032,13.477,0.036,13.418,0.043,4427,134,160,4.689,0.072,0.045,-0.056,0.16,0.24,0.602,0.057,0.081,0.658,0.07,0.082,2.941,1.082,0.523,495,66.82,90.78,0.037,0.013,0.008,AAA-222-111-000-0-0,48.1,
206397108,22 57 14.475,-06 40 47.04,1,15.31,,,417-148445,22571447-0640470,8100-301-4-0216-0008,STAR,gri,rpm,-1,3,-13.2,3.6,,,16.387,0.1,15.358,0.051,,,16.073,0.052,15.12,0.057,14.983,0.092,,,13.971,0.031,13.514,0.035,13.424,0.043,4897,149,119,4.599,0.035,0.035,-0.056,0.2,0.24,0.733,0.052,0.058,0.794,0.042,0.068,1.934,0.338,0.288,675.4,70.3,63.67,0.038,0.014,0.007,AAA-222-111-000-0-0,31.8,
206397829,22 57 31.088,-06 40 04.58,1,16.314,,,,22573108-0640045,8100-301-4-0216-0036,STAR,gri,rpm,3,2,-1,2,,,,,,,18.199,0.017,16.93,0.004,16.317,0.004,16.05,0.004,15.94,0.008,14.948,0.047,14.529,0.07,14.461,0.091,5118,142,81,2.314,1.46,0.365,-1.714,0.88,0.55,9.711,4.554,7.625,0.809,0.063,0.016,7.55E-04,0.103,5.35E-04,14170,6983,11320,0.04,0.011,0.008,AAA-222-111-000-0-0,35.7,
206397872,22 57 54.740,-06 40 01.25,1,15.586,,,417-148462,22575473-0640011,8100-301-4-0217-0109,STAR,JHK,rpm,-3.4,2.9,-15.8,3.6,,,,,,,,,,,,,,,,,14.011,0.028,13.458,0.038,13.372,0.034,4737,192,192,4.641,0.056,0.048,-0.201,0.25,0.3,0.67,0.063,0.079,0.719,0.067,0.08,2.323,0.683,0.391,604,73.7,101.6,0.038,0.013,0.008,AAA-222-111-000-0-0,67.8,
206398398,22 57 49.941,-06 39 29.82,1,11.852,,5241-360-1,417-148459,22574994-0639298,,STAR,gri,plx,-16.7,2.7,-35.2,2.9,,,13.058,0.309,11.937,0.163,,,12.4,0.03,11.727,0.04,11.617,0.06,,,10.865,0.026,10.542,0.022,10.482,0.019,5640,133,133,4.284,0.145,0.348,0.114,0.12,0.18,1.171,0.631,0.179,1.036,0.079,0.049,0.586,0.376,0.424,356.5,54.21,54.21,0.04,0.014,0.009,AAA-222-111-000-0-0,33.7,
206398594,22 57 37.038,-06 39 18.16,1,16.519,,,,22573703-0639181,,STAR,JHK,rpm,78,4,22,4,,,,,,,,,,,,,,,,,14.411,0.032,13.766,0.035,13.596,0.043,3889,361,301,4.977,0.065,0.104,-0.397,0.35,0.49,0.307,0.095,0.073,0.326,0.112,0.094,11.06,4.926,4.457,252.4,94.41,68.71,0.035,0.01,0.008,AAA-222-111-000-0-0,55,0833-0753940
206400068,22 57 53.460,-06 37 52.04,1,14.549,,,417-148461,22575345-0637519,8100-301-4-0217-0106,STAR,gri,rpm,0,2.9,-46.2,3.6,,,16.552,0.12,14.985,0.045,,,16.008,0.051,14.496,0.049,13.924,0.071,,,12.556,0.026,11.935,0.022,11.722,0.019,3846,89,133,4.912,0.072,0.045,-0.106,0.08,0.16,0.364,0.039,0.067,0.397,0.059,0.083,8.275,3.148,1.702,128,19.3,28.58,0.027,0.008,0.006,AAA-222-111-000-0-0,80.1,
206400704,22 57 48.679,-06 37 15.13,1,11.627,,5241-295-1,417-148458,22574868-0637150,,STAR,gri,plx,-26.7,2.5,-74.9,2.8,,,12.676,0.218,12.178,0.178,,,12.175,0.03,11.52,0.04,11.392,0.06,,,10.603,0.028,10.267,0.022,10.212,0.019,5588,166,166,3.937,0.396,0.11,0.044,0.16,0.24,1.8,0.305,0.675,1.073,0.114,0.082,0.173,0.508,0.066,344.5,64.07,64.07,0.039,0.013,0.008,AAA-222-111-000-0-0,80.1,
206402422,22 57 11.372,-06 35 32.82,1,13.223,,,418-153664,22571136-0635327,,STAR,gri,rpm,7.4,2.3,-5.3,2.7,,,14.737,0.02,13.497,0.033,,,14.15,0.034,13.127,0.042,12.826,0.062,,,11.668,0.027,11.068,0.022,10.956,0.021,4569,90,72,3.038,1.656,0.644,-0.063,0.25,0.25,5.021,4.546,4.403,0.814,0.203,0.092,0.009,2.251,0.008,1440,1304,1267,0.035,0.011,0.009,AAA-222-111-000-0-0,46.8,
206402496,22 57 15.540,-06 35 29.59,1,16.244,,,,22571554-0635295,8095-301-5-0196-0094,STAR,gri,rpm,46,2,-30,2,,,,,,,20.44,0.067,18.047,0.006,16.627,0.004,15.471,0.004,14.886,0.005,13.558,0.03,12.911,0.031,12.651,0.029,3617,86,107,5.001,0.048,0.036,-0.043,0.15,0.15,0.273,0.033,0.041,0.282,0.048,0.057,13.16,4.51,2.214,135.3,26.24,21.98,0.028,0.013,0.008,AAA-222-111-000-0-0,22.9,
206402585,22 57 03.424,-06 35 25.06,1,15.91,,,418-153659,22570344-0635246,8095-301-5-0195-0225,STAR,JHK,rpm,-59.8,6.8,-47.6,6.8,,,,,,,,,,,,,,,,,13.46,0.026,12.811,0.029,12.532,0.026,3603,146,104,5.007,0.06,0.072,-0.039,0.12,0.18,0.265,0.064,0.052,0.263,0.091,0.065,13.43,5.76,4.679,126.8,47.44,29.51,0.027,0.01,0.006,AAA-222-111-000-0-0,20.5,
206402610,22 57 02.078,-06 35 23.80,1,13.775,,,418-153658,22570207-0635237,,STAR,gri,rpm,-7.8,2.3,-16.2,2.6,,,14.664,0.02,13.829,0.035,,,14.312,0.035,13.642,0.044,13.544,0.067,,,12.749,0.027,12.427,0.027,12.353,0.019,5527,165,132,4.486,0.055,0.088,0.004,0.16,0.24,0.907,0.114,0.085,0.939,0.069,0.083,1.193,0.292,0.315,559.9,91.89,66.6,0.038,0.013,0.008,AAA-222-111-000-0-0,20.5,
206402840,22 57 43.645,-06 35 09.07,1,8.791,113379,2/1/41,418-153677,22574363-0635089,,STAR,gri,plx,1.12,1.13,-50.9,0.95,8.03,1.06,8.901,0.017,8.481,0.013,,,10.118,0.03,8.798,0.04,8.222,0.06,,,7.618,0.023,7.452,0.031,7.397,0.018,6689,200,200,4.236,0.035,0.049,0.018,0.15,0.15,1.476,0.054,0.052,1.365,0.057,0.069,0.421,0.057,0.059,105.1,3.152,3.152,0.023,0.006,0.005,AAA-111-111-000-0-0,13.2,
206402915,22 57 19.449,-06 35 05.45,1,16.331,,,,,8095-301-5-0196-0281,EXTENDED,gri,,-11,5,-84,5,,,,,,,18.26,0.06,16.925,0.007,16.374,0.007,16.077,0.009,15.904,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206403639,22 56 56.484,-06 34 25.85,1,14.89,,,418-153652,22565648-0634257,8095-301-5-0195-0105,STAR,JHK,rpm,11.4,4.4,-23.2,5.5,,,,,,,,,,,,,,,,,13.237,0.034,12.727,0.033,12.567,0.03,4805,261,943,4.634,0.261,0.054,-0.174,0.24,0.28,0.675,0.07,0.287,0.72,0.092,0.306,2.241,4.621,0.419,434.6,71.32,249,0.036,0.013,0.008,AAA-222-111-000-0-0,17.5,
206404497,22 57 09.310,-06 33 34.49,1,12.782,,,418-153663,22570930-0633344,,STAR,gri,rpm,28.9,2.5,9.7,2.9,,,13.663,0.043,12.865,0.031,,,13.344,0.032,12.666,0.041,12.541,0.062,,,11.79,0.027,11.475,0.022,11.388,0.021,5599,91,159,4.474,0.045,0.063,0.017,0.1,0.22,0.924,0.073,0.081,0.945,0.073,0.073,1.16,0.287,0.23,374,36.08,45.25,0.044,0.012,0.014,AAA-222-111-000-0-0,56.3,
206404628,22 57 23.664,-06 33 26.80,1,16.367,,,,22572366-0633268,8095-301-5-0196-0127,STAR,gri,rpm,-56,2,-9,2,,,,,,,20.837,0.093,18.06,0.006,16.531,0.004,15.642,0.004,15.164,0.005,13.938,0.031,13.315,0.036,13.067,0.027,3510,55,35,5.115,0.03,0.048,-0.298,0.16,0.06,0.192,0.03,0.016,0.177,0.035,0.02,24.35,3.931,5.185,107.5,21.16,17.68,0.025,0.01,0.002,AAA-222-111-000-0-0,59.4,
206406028,22 56 43.201,-06 32 05.15,1,14.237,,,418-153646,22564320-0632050,,STAR,gri,rpm,-14.7,4.5,-31.1,5.5,,,16.466,0.1,14.814,0.043,,,15.634,0.046,14.188,0.047,13.639,0.068,,,12.174,0.022,11.511,0.025,11.338,0.026,3992,70,93,4.824,0.066,0.03,-0.035,0.15,0.15,0.46,0.033,0.065,0.519,0.031,0.075,5.242,1.862,0.676,139.4,12.75,22.38,0.029,0.014,0.008,AAA-222-111-000-0-0,86.7,
206406253,22 56 53.259,-06 31 50.92,1,12.267,,5241-113-1,418-153651,22565324-0631509,,STAR,gri,plx,40.5,3.6,-42,3.9,,,12.861,0.217,12.607,0.204,,,12.92,0.031,12.177,0.04,11.987,0.061,,,11.137,0.026,10.772,0.022,10.659,0.019,5302,85,85,4.524,0.036,0.024,0.06,0.12,0.12,0.85,0.06,0.04,0.906,0.048,0.048,1.451,0.196,0.205,237.7,35.4,35.4,0.039,0.02,0.01,AAA-222-111-000-0-0,28.3,
206406348,22 57 04.606,-06 31 45.26,1,16.667,,,,22570460-0631452,8095-301-5-0195-0131,STAR,gri,rpm,-1,4,-8,4,,,,,,,18.786,0.022,17.355,0.005,16.673,0.004,16.372,0.004,16.196,0.007,15.291,0.047,14.768,0.066,14.71,0.1,4996,98,78,4.57,0.115,2.737,-1.106,0.5,0.8,0.744,17.111,0.184,0.769,0.056,0.147,1.733,1.406,1.733,1342,28900,386.6,0.037,0.013,0.007,AAA-222-111-000-0-0,40.6,
