,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
0,0,0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
61,61,61,211921772,08 50 08.305,+19 03 04.24,1,13.796,,,546-047085,08500830+1903042,,STAR,gri,lam,-25.6,1.7,1.5,1.8,,,14.593,0.02,13.932,0.03,,,14.205,0.03,13.761,0.03,13.621,0.04,,,12.742,0.025,12.381,0.032,12.322,0.026,5759,173,138,4.447,0.054,0.072,-0.184,0.12,0.15,0.956,0.111,0.086,0.953,0.065,0.065,1.067,0.216,0.242,613.8,85.12,62.96,0.032,0.011,0.008
62,62,62,211921787,08 12 40.868,+19 03 04.83,1,11.056,40202,1385-1407-1,546-045264,08124088+1903048,,STAR,gri,plx,-5.08,4.1,-0.68,3.39,10.96,4.16,11.757,0.138,11.204,0.131,,,11.435,0.03,11.032,0.01,10.894,0.03,,,9.998,0.019,9.705,0.016,9.623,0.016,5968,96,72,4.391,0.045,0.063,-0.232,0.2,0.24,1.03,0.081,0.075,0.971,0.101,0.101,0.875,0.165,0.164,190.1,18.47,18.47,0.023,0.007,0.006
63,63,63,211921829,08 19 29.747,+19 03 07.13,1,12.373,,1386-217-1,546-045634,08192975+1903072,,STAR,gri,rpm,-4.8,2.2,1.3,2.3,,,12.136,0.144,12.017,0.178,,,12.336,0.01,12.386,0.02,12.472,0.08,,,11.919,0.021,11.866,0.024,11.821,0.02,7598,185,278,4.149,0.055,0.132,-0.122,0.1,0.1,1.759,0.448,0.135,1.628,0.147,0.105,0.292,0.059,0.111,1000,247.4,88,0.037,0.01,0.007
64,64,64,211921850,08 24 33.597,+19 03 08.35,1,15.341,,,546-045930,08243359+1903083,5045-301-5-0102-0217,STAR,gri,rpm,-0.3,4.1,-8.8,4.8,,,16.619,0.03,15.712,0.05,,,16.16,0.01,15.339,0.04,14.991,0.1,,,13.934,0.031,13.501,0.043,13.378,0.036,4965,102,102,4.598,0.03,0.036,-0.096,0.16,0.2,0.744,0.051,0.057,0.807,0.053,0.064,1.911,0.345,0.247,684.4,75.76,68.21,0.034,0.014,0.008
65,65,65,211921859,08 32 18.897,+19 03 08.69,1,16.688,,,,08321889+1903086,5045-301-3-0113-0387,STAR,gri,rpm,-34,3,-14,3,,,,,,,21.528,0.125,18.662,0.008,17.194,0.005,15.842,0.004,15.122,0.005,13.671,0.025,13.058,0.03,12.826,0.032,3541,146,83,5.067,0.02,0.048,-0.061,0.15,0.27,0.223,0.038,0.009,0.214,0.05,0.013,18.95,1.59,4.541,112,22.65,5.629,0.017,0.007,0.005
66,66,66,211921861,08 37 38.701,+19 03 08.81,1,18.144,,,,08373870+1903088,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.595,0.116,15.883,0.14,15.527,0.15,3859,498,355,4.92,0.14,0.168,-0.246,0.25,0.35,0.349,0.169,0.132,0.374,0.215,0.179,8.511,10.11,4.621,745.8,538.4,312.7,0.033,0.011,0.008
67,67,67,211921866,08 40 28.510,+19 03 09.27,1,12.172,,1395-1436-1,546-046687,08402851+1903094,,STAR,gri,plx,-21.4,2.3,-25.4,2.5,,,12.274,0.211,12.42,0.303,,,12.545,0.01,12.141,0.02,12.012,0.04,,,11.215,0.022,10.892,0.018,10.875,0.02,6003,93,117,4.372,0.075,0.18,-0.365,0.25,0.35,1.034,0.268,0.112,0.955,0.134,0.112,0.806,0.244,0.379,278.7,69.88,69.88,0.03,0.007,0.006
68,68,68,211921877,08 52 47.140,+19 03 09.71,1,11.922,,,546-047182,08524714+1903097,,STAR,gri,rpm,2.3,1.3,-22.3,0.8,,,12.599,0.04,12.035,0.01,,,12.268,0.01,11.907,0.02,11.773,0.06,,,10.996,0.023,10.689,0.022,10.694,0.019,6106,96,72,4.131,0.224,0.16,-0.365,0.25,0.35,1.391,0.281,0.316,1.024,0.106,0.149,0.336,0.42,0.134,410.4,101.5,81.39,0.033,0.007,0.007
69,69,69,211921885,08 32 22.556,+19 03 09.99,1,18.384,,,,08322255+1903099,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.82,0.187,16.035,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,211921927,08 37 19.909,+19 03 12.11,1,15.17,,,546-046536,08371990+1903119,,STAR,JHK,rpm,-33.6,7.7,-4.7,7.4,,,,,,,,,,,,,,,,,12.746,0.021,12.085,0.02,11.829,0.019,3773,181,181,4.919,0.078,0.065,0.014,0.12,0.15,0.355,0.068,0.077,0.383,0.085,0.102,8.158,4.653,2.248,131.9,31.86,34.47,0.02,0.007,0.007
71,71,71,211921944,08 52 57.081,+19 03 12.92,1,13.526,,,546-047189,08525707+1903129,,STAR,gri,lam,-11,1.7,-6.4,2,,,14.446,0.07,13.724,0.01,,,14.031,0.02,13.514,0.01,13.309,0.04,,,12.43,0.025,11.995,0.021,12.006,0.024,5605,134,167,4.491,0.04,0.04,-0.092,0.1,0.14,0.909,0.054,0.07,0.944,0.047,0.066,1.218,0.213,0.181,489.4,41.07,45.11,0.032,0.011,0.007
72,72,72,211921976,08 42 04.175,+19 03 14.30,1,13.362,,,546-046760,08420417+1903143,,STAR,gri,rpm,-8.8,2,-35.8,2.7,,,14.577,0.04,13.674,0.02,,,14.098,0.03,13.359,0.03,13.047,0.04,,,11.946,0.021,11.49,0.023,11.388,0.018,5059,102,102,4.589,0.036,0.03,-0.138,0.2,0.2,0.75,0.057,0.053,0.806,0.062,0.062,1.894,0.311,0.267,287.6,19.72,35.72,0.029,0.013,0.009
73,73,73,211921993,08 17 55.984,+19 03 14.92,1,13.758,,,546-045543,08175598+1903149,6597-301-1-0195-0045,STAR,gri,rpm,0.6,4.1,4,4.8,,,16.005,0.03,14.323,0.03,,,15.209,0.04,13.771,0.04,13.136,0.02,,,11.414,0.022,10.576,0.022,10.352,0.018,3814,121,45,0.896,0.02,0.96,-0.366,0.18,1.08,58.851,102.641,1.177,0.977,0.041,0.163,4.90E-06,2.94E-07,4.71E-06,7917,23130,237.5,0.034,0.01,0.002
74,74,74,211921997,08 30 34.904,+19 03 15.17,1,18.02,,,,08303490+1903151,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.483,0.116,15.893,0.147,15.248,0.139,3747,506,316,4.986,0.12,0.168,-0.201,0.24,0.32,0.276,0.179,0.094,0.3,0.216,0.135,10.81,10.76,6.093,616.1,579.7,261.6,0.032,0.011,0.008
75,75,75,211922067,08 52 14.331,+19 03 19.62,1,17.79,,,,08521433+1903196,,STAR,J,,23.2,9,6.9,9,,,,,,,,,,,,,,,,,16.273,0.155,,,14.986,0.189,,,,,,,,,,,,,,,,,,,,,,,,
76,76,76,211922225,08 26 39.509,+19 03 27.59,1,12.41,,,546-046028,08263950+1903276,,STAR,gri,rpm,-4.1,1,1,1.2,,,12.695,0.02,12.419,0.03,,,12.462,0.01,12.392,0.03,12.437,0.06,,,11.849,0.022,11.696,0.022,11.689,0.022,7416,89,119,4.156,0.025,0.085,-0.131,0.06,0.05,1.712,0.206,0.05,1.544,0.049,0.031,0.3,0.029,0.077,925.2,105.3,27.75,0.036,0.002,0.007
77,77,77,211922244,08 27 27.677,+19 03 28.44,1,15.305,,,546-046075,,,STAR,gri,,,,,,,,18.287,0.161,16.244,0.072,,,17.198,0.08,15.789,0.03,14.494,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,78,211922304,08 57 00.957,+19 03 31.00,1,15.246,,,,08570095+1903309,5071-301-1-0133-0044,EXTENDED,gri,,-2,2,0,2,,,,,,,18.259,0.023,16.23,0.003,15.275,0.003,14.824,0.003,14.497,0.004,14.218,0.05,13.468,0.067,13.177,0.06,,,,,,,,,,,,,,,,,,,,,,,,
79,79,79,211922305,08 45 47.470,+19 03 31.24,1,12.647,,,546-046937,08454747+1903312,,STAR,gri,rpm,-13.5,1,9.4,0.9,,,13.13,0.03,12.684,0.01,,,12.84,0.02,12.583,0.03,12.5,0.02,,,11.793,0.02,11.513,0.022,11.507,0.022,6339,102,102,4.231,0.084,0.14,-0.465,0.25,0.45,1.264,0.275,0.166,1.022,0.15,0.15,0.496,0.158,0.195,588.8,107.8,91.1,0.031,0.008,0.008
80,80,80,211922318,08 14 18.282,+19 03 31.93,1,12.944,,,546-045353,08141828+1903319,,STAR,gri,rpm,-18.5,1.6,-14,2,,,13.834,0.03,13.111,0.03,,,13.427,0.01,12.908,0.02,12.736,0.02,,,11.733,0.021,11.381,0.022,11.305,0.022,5680,88,155,4.476,0.09,0.09,-0.2,0.2,0.52,0.939,0.165,0.188,0.97,0.051,0.226,1.139,0.565,0.333,366.2,61.28,90.44,0.029,0.01,0.006
81,81,81,211922336,08 18 44.867,+19 03 32.96,1,13.198,,,546-045586,08184486+1903329,,STAR,gri,rpm,6.3,2.4,-6.8,2.5,,,13.919,0.04,13.311,0.02,,,13.552,0.02,13.178,0.01,13.047,0.05,,,12.236,0.021,11.923,0.022,11.898,0.021,6076,96,96,4.22,0.16,0.256,-0.306,0.2,0.24,1.26,0.435,0.241,1.031,0.118,0.142,0.436,0.349,0.245,676.8,248.4,135.5,0.033,0.01,0.007
82,82,82,211922370,08 36 55.186,+19 03 34.86,1,13.756,,,546-046518,08365518+1903348,,STAR,gri,lam,0.2,2,-6.8,2.4,,,14.29,0.02,13.798,0.03,,,13.978,0.01,13.682,0.01,13.61,0.04,,,12.796,0.021,12.587,0.024,12.542,0.021,6200,149,124,4.224,0.11,0.154,-0.264,0.15,0.15,1.299,0.282,0.17,1.079,0.1,0.1,0.456,0.218,0.192,939.7,178.7,126.9,0.034,0.011,0.008
83,83,83,211922394,08 25 07.116,+19 03 35.88,1,15.883,,,,08250711+1903358,5045-301-5-0103-0404,EXTENDED,gri,,2,3,6,3,,,,,,,18.763,0.032,16.857,0.004,15.893,0.003,15.465,0.003,15.123,0.006,14.768,0.055,14.13,0.062,13.705,0.059,,,,,,,,,,,,,,,,,,,,,,,,
84,84,84,211922424,08 27 43.666,+19 03 37.20,1,11.52,,1387-1139-1,546-046093,08274365+1903373,,STAR,gri,plx,1.1,1.7,-37.1,1.8,,,12.158,0.196,11.639,0.171,,,11.84,0.02,11.502,0.02,11.382,0.04,,,10.598,0.021,10.323,0.02,10.297,0.017,6155,98,98,4.371,0.045,0.081,-0.486,0.25,0.35,1.043,0.096,0.074,0.93,0.144,0.09,0.814,0.142,0.185,236,25.54,25.54,0.027,0.01,0.007
85,85,85,211922454,08 38 42.873,+19 03 38.47,1,19.121,,,,08384287+1903384,5037-301-2-0111-0363,STAR,gri,col,,,,,,,,,,,24.326,0.649,21.474,0.041,19.966,0.019,18.112,0.008,17.042,0.011,15.416,0.05,14.797,0.06,14.621,0.084,2917,29,29,5.217,0.02,0.02,0.032,0.18,0.08,0.137,0.003,0.003,0.114,0.002,0.002,43.86,2.632,2.632,118,8.094,11.18,0.014,0.007,0.004
86,86,86,211922472,08 52 14.528,+19 03 39.03,1,14.349,,,546-047161,08521452+1903391,5071-301-2-0126-0032,STAR,gri,rpm,-36.2,3,-9.5,3.2,,,16.623,0.02,15.121,0.02,,,15.961,0.02,14.536,0.02,13.658,0.04,,,11.882,0.022,11.296,0.024,11.064,0.02,3561,35,35,5.008,0.028,0.02,0.088,0.05,0.12,0.277,0.006,0.029,0.284,0.006,0.038,13.35,2.553,0.801,64.21,1.926,5.353,0.012,0.001,0.005
87,87,87,211922514,08 17 31.577,+19 03 41.05,1,14.243,,,546-045524,08173157+1903411,6597-301-1-0194-0111,STAR,gri,rpm,0.4,4.3,-30.1,4.8,,,16.35,0.09,14.929,0.03,,,15.69,0.01,14.326,0.02,13.622,0.06,,,12.021,0.02,11.341,0.02,11.173,0.02,3886,38,46,4.875,0.027,0.02,-0.054,0.08,0.12,0.411,0.009,0.03,0.463,0.011,0.037,6.651,0.985,0.399,112.8,5.59,7.386,0.018,0.004,0.006
88,88,88,211922538,08 48 52.580,+19 03 42.30,1,10.554,,1396-1530-1,546-047041,08485258+1903422,,STAR,gri,plx,6.7,1.5,-0.9,1.6,,,11.677,0.103,10.688,0.064,,,11.263,0.02,10.535,0.05,10.25,0.03,,,9.11,0.019,8.631,0.047,8.505,0.021,4921,100,80,2.419,0.42,0.09,-0.516,0.25,0.25,10.282,1.013,3.331,1.038,0.28,0.117,9.34E-04,0.002,2.25E-04,873.8,576,576,0.033,0.01,0.007
89,89,89,211922556,08 18 50.309,+19 03 43.48,1,17.959,,,,08185030+1903434,4569-301-3-0087-0341,STAR,gri,col,,,,,,,,,,,23.529,0.548,20.326,0.021,18.749,0.01,16.945,0.006,15.99,0.008,14.452,0.027,13.838,0.033,13.533,0.031,3328,163,136,5.165,0.02,0.02,-0.218,0.24,0.2,0.164,0.01,0.004,0.145,0.012,0.007,32.1,1.926,3.093,110,13.19,9.909,0.017,0.005,0.005
90,90,90,211922557,08 13 58.409,+19 03 43.64,1,13.371,,,546-045329,08135841+1903436,,STAR,gri,rpm,-11,1.7,6,2.1,,,14.024,0.05,13.482,0.02,,,13.694,0.01,13.348,0.03,13.233,0.03,,,12.378,0.02,12.069,0.024,12.05,0.021,6164,95,119,4.255,0.135,0.216,-0.508,0.3,0.42,1.185,0.394,0.22,0.941,0.17,0.121,0.546,0.329,0.289,683,202.6,132.9,0.032,0.011,0.007
91,91,91,211922560,08 40 41.005,+19 03 43.73,1,16.872,,,,08404100+1903437,,STAR,J,rpm,6,2,6,1,,,,,,,,,,,,,,,,,15.419,0.061,14.764,0.072,14.304,0.09,3895,450,321,4.869,0.125,0.15,-0.092,0.18,0.27,0.388,0.15,0.126,0.435,0.166,0.166,6.624,6.144,3.187,500.9,291.2,184.1,0.032,0.011,0.008
92,92,92,211922589,08 52 27.534,+19 03 44.71,1,17.441,,,,08522753+1903447,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.012,0.038,14.478,0.052,14.093,0.051,3495,179,251,5.052,0.09,0.075,-0.034,0.15,0.21,0.218,0.067,0.06,0.209,0.097,0.07,16.9,11.67,5.99,208.9,86.19,70.89,0.024,0.01,0.008
93,93,93,211922633,08 12 54.904,+19 03 47.26,1,13.901,,,546-045276,08125491+1903472,,STAR,gri,rpm,-2.5,2.2,5.7,2.4,,,14.546,0.07,13.995,0.04,,,14.209,0.04,13.895,0.02,13.77,0.03,,,12.951,0.021,12.704,0.02,12.585,0.022,6231,126,100,4.186,0.13,0.156,-0.352,0.25,0.3,1.332,0.321,0.19,1.054,0.149,0.124,0.428,0.227,0.192,1002,245.6,145.3,0.035,0.008,0.007
94,94,94,211922636,08 36 58.251,+19 03 47.48,1,15.6,,,546-046521,08365824+1903475,5061-301-6-0106-0260,STAR,gri,col,,,,,,,17.696,0.18,16.219,0.08,,,16.971,0.07,15.516,0.06,15.013,0.01,,,13.344,0.025,12.656,0.02,12.482,0.023,4044,80,80,4.822,0.04,0.04,-0.097,0.15,0.18,0.457,0.042,0.046,0.523,0.047,0.056,5.11,1.264,0.86,245.5,31.22,27.7,0.028,0.01,0.007
95,95,95,211922653,08 53 18.713,+19 03 48.02,1,14.723,,,546-047201,08531870+1903480,5071-301-2-0127-0173,STAR,gri,rpm,53.9,2.9,-57,3.1,,,16.803,0.17,15.338,0.04,,,16.177,0.05,14.818,0.03,14.1,0.12,,,12.54,0.023,11.93,0.022,11.753,0.02,3816,91,114,4.907,0.072,0.045,-0.019,0.12,0.21,0.364,0.047,0.061,0.394,0.059,0.07,7.931,3.349,1.41,131.5,14.7,31.66,0.018,0.006,0.005
96,96,96,211922746,08 38 50.755,+19 03 52.33,1,12.575,,,546-046610,08385076+1903524,,STAR,gri,rpm,-11.5,1.3,-22.7,1.6,,,13.408,0.01,12.727,0.031,,,13.004,0.01,12.549,0.041,12.391,0.03,,,11.497,0.021,11.18,0.023,11.113,0.016,5902,94,118,4.393,0.07,0.28,-0.24,0.2,0.2,1.018,0.411,0.102,0.977,0.105,0.088,0.872,0.239,0.541,384.2,147.4,46.79,0.033,0.016,0.01
97,97,97,211922772,08 29 11.905,+19 03 54.25,1,13.692,,,546-046166,08291190+1903542,,STAR,gri,rpm,-2.1,2.3,-18.4,3.7,,,14.915,0.04,13.984,0.06,,,14.418,0.02,13.683,0.03,13.381,0.04,,,12.276,0.024,11.756,0.023,11.696,0.02,4999,79,59,3.469,1.1,0.55,-0.448,0.36,0.3,2.614,2.078,1.972,0.894,0.064,0.115,0.04,2.237,0.033,1144,890.6,856.9,0.033,0.009,0.009
98,98,98,211922806,08 55 09.946,+19 03 56.20,1,17.65,,,,08550994+1903561,5061-301-2-0132-0226,STAR,gri,rpm,-34,3,-10,3,,,,,,,21.992,0.148,19.611,0.013,18.154,0.007,16.81,0.006,16.077,0.007,14.739,0.034,14.123,0.04,13.905,0.041,3567,106,106,5.049,0.035,0.035,-0.093,0.15,0.18,0.236,0.033,0.025,0.227,0.045,0.032,17.16,3.709,3.05,197.2,33.01,23.86,0.024,0.008,0.007
99,99,99,211922811,08 17 15.625,+19 03 56.38,1,13.183,,,546-045514,08171562+1903563,,STAR,gri,rpm,-6.5,2.1,7.7,2.5,,,13.978,0.05,13.336,0.032,,,13.613,0.01,13.163,0.03,12.999,0.06,,,12.107,0.021,11.8,0.022,11.761,0.02,5925,94,94,4.262,0.16,0.32,-0.151,0.18,0.24,1.245,0.528,0.29,1.039,0.088,0.106,0.494,0.405,0.326,598.9,279.6,127.5,0.034,0.013,0.009
100,100,100,211922849,08 43 44.732,+19 03 58.59,1,15.268,,,546-046833,08434473+1903588,5071-301-4-0113-0389,STAR,gri,rpm,-38.9,4,-12.5,4,,,17.565,0.12,16.131,0.068,,,16.91,0.11,15.541,0.05,14.564,0.06,,,12.784,0.023,12.079,0.021,11.871,0.019,3750,90,90,4.894,0.063,0.045,0.149,0.06,0.12,0.377,0.047,0.057,0.411,0.056,0.079,7.371,2.898,1.38,141.2,23.02,28.62,0.023,0.005,0.006
101,101,101,211922875,08 27 27.740,+19 03 59.91,1,14.962,,,546-046076,08272773+1903599,,STAR,gri,rpm,-5.3,4.2,1.4,5.1,,,16.203,0.08,15.263,0.04,,,15.692,0.03,14.947,0.01,14.649,0.1,,,13.653,0.023,13.159,0.026,13.097,0.027,5026,80,80,4.58,0.04,1.232,-0.241,0.2,0.32,0.765,2.694,0.066,0.823,0.133,0.083,1.808,0.366,1.784,638,2142,65.44,0.034,0.011,0.007
102,102,102,211922896,08 39 41.467,+19 04 01.34,1,13.514,,,546-046650,08394146+1904013,,STAR,gri,lam,-2.7,2,-0.3,2,,,14.163,0.01,13.618,0.034,,,13.825,0.01,13.496,0.02,13.381,0.06,,,12.589,0.023,12.325,0.023,12.291,0.024,6103,122,122,4.262,0.11,0.132,-0.371,0.15,0.15,1.175,0.223,0.159,0.977,0.082,0.069,0.553,0.275,0.212,744.6,158.9,110.8,0.034,0.011,0.008
103,103,103,211922919,08 52 26.442,+19 04 02.86,1,19.703,,,,,5071-301-2-0126-0257,STAR,gri,,-4,5,-56,5,,,,,,,19.839,0.035,19.624,0.013,19.729,0.017,19.894,0.025,20.028,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,104,211922975,08 43 07.054,+19 04 06.09,1,9.436,,1396-149-1,546-046803,08430705+1904060,,STAR,BV,plx,-37.1,1,-10.1,1.1,,,10.078,0.031,9.526,0.026,,,,,,,,,,,8.591,0.024,8.385,0.027,8.36,0.029,6461,314,261,4.052,0.07,0.084,-0.004,0.12,0.18,1.821,0.19,0.145,1.4,0.088,0.106,0.222,0.061,0.056,200,16.7,16.7,0.024,0.007,0.006
105,105,105,211923018,08 25 50.912,+19 04 08.08,1,10.157,,1387-796-1,546-045992,08255092+1904080,,STAR,gri,plx,-14.5,1,-17.2,1.1,,,10.602,0.049,10.12,0.044,,,10.365,0.14,10.088,0.11,9.878,0.01,,,9.145,0.021,8.933,0.02,8.89,0.018,6420,192,230,4.119,0.09,0.09,-0.016,0.12,0.18,1.621,0.169,0.153,1.316,0.08,0.111,0.29,0.12,0.073,225.6,20.6,20.6,0.025,0.007,0.006
106,106,106,211923022,08 39 19.003,+19 04 08.26,1,13.25,,,546-046636,08391900+1904082,,STAR,gri,rpm,10.7,1.5,-12.6,1.8,,,13.725,0.02,13.295,0.03,,,13.437,0.01,13.187,0.01,13.078,0.04,,,12.312,0.02,12.07,0.024,12.045,0.024,6374,127,101,4.186,0.091,0.065,-0.686,0.48,0.3,1.271,0.141,0.065,0.946,0.245,0.102,0.431,0.131,0.1,734.2,103,43.62,0.03,0.006,0.007
107,107,107,211923039,08 17 31.500,+19 04 09.02,1,11.825,,1386-1481-1,546-045523,08173151+1904090,,STAR,gri,plx,-28.6,1.9,-4.5,2,,,12.696,0.323,11.9,0.209,,,12.122,0.01,11.815,0.01,11.698,0.06,,,10.903,0.023,10.593,0.022,10.566,0.021,6223,122,122,4.06,0.162,0.135,-0.602,0.4,0.48,1.475,0.33,0.269,0.968,0.268,0.122,0.297,0.202,0.12,681.7,371.3,371.3,0.03,0.008,0.007
108,108,108,211923062,08 53 05.116,+19 04 10.13,1,13.765,,,546-047193,08530511+1904101,,STAR,gri,rpm,11.5,1.8,-2.8,3,,,14.53,0.06,13.89,0.02,,,14.152,0.035,13.732,0.01,13.6,0.06,,,12.751,0.025,12.439,0.022,12.374,0.024,5974,94,94,4.284,0.125,0.25,-0.229,0.2,0.28,1.169,0.355,0.211,0.991,0.098,0.098,0.593,0.396,0.34,796.6,241,161.5,0.032,0.013,0.008
109,109,109,211923077,08 33 26.751,+19 04 10.62,1,13.053,,,546-046359,08332674+1904106,,STAR,gri,rpm,-11,1.4,-10.4,1.7,,,13.937,0.08,13.227,0.02,,,13.518,0.04,13.026,0.01,12.854,0.01,,,11.944,0.022,11.595,0.025,11.539,0.021,5689,112,112,4.418,0.084,0.616,-0.284,0.25,0.4,1.009,0.99,0.137,0.947,0.089,0.089,0.934,0.367,0.819,442.2,419.6,64.95,0.031,0.014,0.007
110,110,110,211923104,08 55 10.458,+19 04 11.79,1,16.54,,,,08551045+1904117,5061-301-2-0132-0230,STAR,gri,rpm,-32,3,-11,3,,,,,,,21.19,0.08,18.469,0.007,17.034,0.005,15.714,0.005,15.004,0.005,13.661,0.023,12.971,0.032,12.736,0.027,3602,128,85,5.001,0.056,0.04,-0.036,0.15,0.15,0.27,0.041,0.043,0.284,0.056,0.067,13.06,4.884,3.038,144.4,27.22,27.03,0.022,0.008,0.008
111,111,111,211923168,08 36 09.529,+19 04 15.56,1,13.822,,,546-046472,08360953+1904155,,STAR,gri,rpm,2.4,1.6,0,2.1,,,14.592,0.04,13.95,0.01,,,14.213,0.01,13.773,0.02,13.654,0.01,,,12.732,0.023,12.407,0.025,12.331,0.024,5927,120,96,4.215,0.21,0.294,-0.229,0.2,0.28,1.301,0.458,0.339,1.033,0.104,0.125,0.412,0.469,0.247,862.8,309.1,227.6,0.034,0.014,0.008
112,112,112,211923188,08 41 07.361,+19 04 16.42,1,10.014,,1395-1581-1,546-046723,08410737+1904164,,STAR,gri,rpm,-37,1,-10.8,1.1,,,10.664,0.055,10.142,0.048,,,10.475,0.02,9.999,0.03,9.817,0.03,,,8.995,0.019,8.669,0.023,8.636,0.019,5789,114,160,4.286,0.175,0.425,-0.092,0.15,0.24,1.223,0.83,0.263,1.051,0.109,0.091,0.572,0.484,0.443,144,83.18,36.27,0.02,0.008,0.006
113,113,113,211923230,08 36 51.066,+19 04 18.56,1,17.006,,,,08365106+1904185,5061-301-6-0106-0072,STAR,gri,rpm,-33,3,-11,3,,,,,,,21.593,0.115,18.906,0.008,17.48,0.006,16.192,0.005,15.508,0.005,14.11,0.027,13.528,0.024,13.239,0.026,3540,113,70,5.036,0.04,0.048,-0.032,0.15,0.12,0.246,0.031,0.033,0.244,0.047,0.039,15.74,3.623,3.464,157.7,23.86,27.01,0.022,0.007,0.005
114,114,114,211923247,08 50 58.764,+19 04 19.37,1,13.085,,,546-047116,08505875+1904192,,STAR,gri,lam,1.7,1.4,-13.8,1.5,,,13.9,0.01,13.231,0.02,,,13.507,0.01,13.032,0.02,12.905,0.04,,,11.989,0.022,11.727,0.025,11.628,0.018,5854,140,140,4.408,0.05,0.07,0.021,0.1,0.1,1.055,0.107,0.097,1.055,0.055,0.055,0.879,0.19,0.184,484.9,64.21,47.73,0.032,0.01,0.008
115,115,115,211923307,08 40 35.265,+19 04 22.25,1,18.711,,,,08403526+1904222,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.237,0.104,15.526,0.113,15.298,0.171,4005,477,398,4.846,0.155,0.155,-0.246,0.25,0.35,0.407,0.163,0.153,0.457,0.168,0.202,6.326,8.367,3.192,773.8,481.2,340.7,0.032,0.011,0.007
116,116,116,211923349,08 30 56.770,+19 04 24.55,1,12.698,,,546-046239,08305676+1904246,,STAR,gri,rpm,4.3,2.8,-31.3,5.6,,,13.749,0.05,12.942,0.02,,,13.321,0.02,12.689,0.02,12.431,0.02,,,11.5,0.022,11.047,0.025,10.99,0.024,5115,61,51,3.521,1.1,0.5,-0.841,0.3,0.18,2.343,2.154,1.707,0.887,0.021,0.235,0.051,2.015,0.044,810,578.3,610.4,0.03,0.006,0.007
117,117,117,211923357,08 14 45.718,+19 04 24.86,1,13.178,,,546-045380,08144571+1904249,,STAR,gri,rpm,1.6,1.7,0.4,2.1,,,13.905,0.03,13.297,0.03,,,13.538,0.02,13.138,0.02,13.023,0.08,,,12.127,0.02,11.851,0.024,11.755,0.021,6110,73,73,4.088,0.2,0.2,-0.151,0.18,0.21,1.512,0.63,0.381,1.123,0.252,0.115,0.273,0.311,0.145,775.1,277.7,204.5,0.034,0.013,0.007
118,118,118,211923388,08 36 02.423,+19 04 26.52,1,18.539,,,,08360242+1904265,5071-301-6-0102-0338,STAR,gri,rpm,-32,4,-3,4,,,,,,,22.784,0.331,20.825,0.027,19.255,0.013,17.56,0.007,16.629,0.009,15.089,0.048,14.483,0.043,14.249,0.052,3299,180,103,5.153,0.02,0.027,-0.109,0.24,0.28,0.168,0.011,0.005,0.147,0.014,0.006,30.78,1.847,3.474,148.8,15.63,10.25,0.021,0.008,0.004
119,119,119,211923402,08 49 24.185,+19 04 27.42,1,14.083,,,546-047060,,,EXTENDED,gri,,11.2,3.6,1.4,4,,,15.494,0.02,14.429,0.03,,,14.914,0.04,14.083,0.04,13.726,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,120,211923429,08 28 58.097,+19 04 28.62,1,13.789,,,546-046156,08285809+1904285,,STAR,gri,rpm,-0.4,2.5,-13.8,1.9,,,14.585,0.05,13.957,0.04,,,14.221,0.035,13.791,0.044,13.604,0.06,,,12.735,0.024,12.406,0.025,12.345,0.023,5910,117,164,4.386,0.075,0.285,-0.229,0.2,0.28,1.046,0.452,0.14,0.971,0.094,0.094,0.82,0.322,0.516,690.1,287.4,110.2,0.034,0.013,0.008
