,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
60,60,60,211434348,08 25 07.041,+12 09 37.23,1,11.139,,803-681-1,511-045826,08250704+1209371,,STAR,gri,rpm,1.6,1.6,-4.4,1.6,,,11.419,0.09,10.984,0.095,,,11.221,0.02,11.112,0.04,11.104,0.03,,,10.483,0.02,10.325,0.027,10.265,0.017,7037,211,126,3.993,0.23,0.23,-0.038,0.1,0.1,2.057,0.744,0.546,1.617,0.242,0.173,0.171,0.221,0.096,584.1,198.4,172.9,0.03,0.012,0.005
61,61,61,211434369,08 50 12.314,+12 09 38.49,1,12.62,,,511-047073,08501231+1209385,,STAR,gri,rpm,-10.4,0.9,-9.5,1.2,,,13.38,0.12,12.708,0.14,,,13.06,0.28,12.443,0.04,12.432,0.32,,,11.379,0.021,11.04,0.019,11.007,0.017,5782,206,171,4.313,0.18,0.432,-0.17,0.24,0.28,1.139,0.849,0.255,1.006,0.115,0.115,0.593,0.55,0.47,405.6,272.5,100.7,0.031,0.011,0.009
62,62,62,211434441,08 50 04.520,+12 09 43.14,1,18.07,,,,08500452+1209431,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.17,0.085,15.481,0.103,15.417,0.153,4127,470,391,4.813,0.174,0.145,-0.246,0.25,0.35,0.442,0.149,0.164,0.5,0.148,0.208,5.403,5.99,2.501,835.1,461.3,342.5,0.032,0.011,0.007
63,63,63,211434467,08 51 00.756,+12 09 44.43,1,16.533,,,,08510075+1209444,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.749,0.032,14.126,0.039,14.033,0.053,4327,316,380,4.745,0.144,0.09,-0.226,0.25,0.3,0.517,0.107,0.135,0.58,0.113,0.158,3.832,2.904,1.271,591.7,191.9,214.2,0.032,0.01,0.008
64,64,64,211434471,08 40 14.340,+12 09 44.59,1,13.836,,,511-046614,08401434+1209446,,STAR,gri,rpm,-1.5,1.6,-5.4,1.8,,,14.531,0.08,13.947,0.04,,,14.185,0.14,13.792,0.01,13.687,0.05,,,12.823,0.021,12.557,0.024,12.498,0.026,6079,185,148,4.214,0.15,0.18,-0.201,0.2,0.28,1.297,0.365,0.211,1.078,0.101,0.121,0.428,0.299,0.202,941.3,259.1,172.7,0.034,0.011,0.008
65,65,65,211434646,08 31 40.907,+12 09 53.18,1,13.856,,,511-046172,08314090+1209532,,STAR,gri,rpm,-3.4,1.6,4,1.8,,,14.697,0.11,13.994,0.03,,,14.292,0.1,13.861,0.1,13.669,0.04,,,12.748,0.022,12.394,0.024,12.394,0.026,5768,174,174,4.376,0.125,0.5,-0.189,0.2,0.32,1.038,0.879,0.163,0.978,0.113,0.094,0.788,0.433,0.651,694.3,538.1,151.4,0.034,0.011,0.008
66,66,66,211434672,08 50 59.405,+12 09 54.69,1,15.741,,,511-047145,08505940+1209547,6004-301-6-0115-0104,STAR,gri,rpm,-6.8,2.3,-4.9,2.7,,,17.052,0.15,16.108,0.17,,,16.525,0.18,15.643,0.08,15.405,0.19,,,14.081,0.026,13.601,0.031,13.467,0.031,5003,150,150,4.6,0.035,0.056,-0.176,0.2,0.32,0.736,0.091,0.059,0.8,0.075,0.075,1.907,0.334,0.434,748.6,144.8,78.33,0.033,0.011,0.008
67,67,67,211434734,08 51 39.405,+12 09 58.02,1,18.753,,,,08513940+1209580,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.557,0.116,16.019,0.165,15.716,0.182,3917,793,396,4.907,0.155,0.248,-0.296,0.25,0.4,0.37,0.233,0.143,0.399,0.232,0.194,7.006,9.23,4.451,791.5,886.7,368.4,0.032,0.011,0.007
68,68,68,211434764,08 26 07.385,+12 09 59.45,1,15.049,,,,08260738+1209594,5182-301-3-0080-0044,EXTENDED,gri,,2,2,6,2,,,,,,,17.859,0.02,15.953,0.003,15.069,0.003,14.662,0.002,14.355,0.004,14.342,0.057,13.597,0.072,13.293,0.062,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,211434775,08 51 23.805,+12 10 00.08,1,18.483,,,,08512380+1210000,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.912,0.145,,,15.822,0.186,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,211434817,08 53 19.026,+12 10 02.47,1,13.794,,,511-047309,08531904+1210024,,STAR,gri,rpm,0.7,1.2,-0.7,1.5,,,14.416,0.26,13.862,0.18,,,13.964,0.04,13.738,0.17,13.563,0.02,,,12.798,0.022,12.589,0.023,12.515,0.021,6401,196,196,4.194,0.115,0.161,-0.161,0.2,0.24,1.434,0.32,0.222,1.18,0.16,0.134,0.372,0.204,0.17,1047,277,186,0.034,0.013,0.008
71,71,71,211434831,08 50 54.557,+12 10 03.52,1,16.842,,,,08505455+1210035,6004-301-6-0115-0343,STAR,gri,rpm,-12,3,-2,3,,,,,,,20.469,0.051,17.983,0.006,16.789,0.004,16.353,0.004,16.097,0.007,15.004,0.036,14.359,0.038,14.253,0.052,4215,67,50,4.766,0.056,0.04,-0.186,0.2,0.24,0.511,0.053,0.063,0.573,0.06,0.07,4.041,1.286,0.641,618.4,64.36,90.59,0.033,0.011,0.007
72,72,72,211434846,08 25 37.894,+12 10 04.54,1,12.651,,,511-045851,08253790+1210046,,STAR,gri,rpm,0.7,1.5,-10.8,1.3,,,13.178,0.04,12.689,0.03,,,12.868,0.03,12.578,0.04,12.501,0.03,,,11.713,0.021,11.547,0.022,11.435,0.022,6570,160,200,4.167,0.095,0.171,-0.098,0.12,0.15,1.543,0.425,0.192,1.323,0.13,0.109,0.338,0.166,0.152,697.1,177.3,74.66,0.036,0.02,0.009
73,73,73,211434867,08 50 30.412,+12 10 06.06,1,17.608,,,,08503041+1210060,6004-301-6-0114-0486,STAR,gri,rpm,0,3,-6,3,,,,,,,21.665,0.116,19.022,0.009,17.675,0.006,17.002,0.005,16.608,0.008,15.395,0.05,14.672,0.053,14.544,0.067,3884,47,47,4.881,0.042,0.03,-0.058,0.1,0.1,0.4,0.031,0.039,0.453,0.036,0.058,6.787,1.448,0.876,523.5,50.51,63.33,0.034,0.013,0.008
74,74,74,211434882,08 52 36.520,+12 10 07.02,1,19.179,,,,08523652+1210070,6004-301-6-0117-0489,STAR,gri,rpm,-14,4,-4,4,,,,,,,23.296,0.454,20.931,0.031,19.406,0.013,18.428,0.009,17.926,0.018,16.494,0.109,16.086,0.187,15.503,0.139,3457,41,41,5.103,0.03,0.054,-0.131,0.14,0.1,0.198,0.033,0.018,0.182,0.038,0.021,22.72,4.283,5.486,360,67.07,41.36,0.031,0.013,0.008
75,75,75,211434892,08 26 32.320,+12 10 07.58,1,16.434,,,,08263232+1210075,5182-301-3-0081-0035,EXTENDED,gri,,-2,2,2,2,,,,,,,18.857,0.032,17.259,0.005,16.482,0.004,16.081,0.004,15.806,0.009,15.329,0.063,14.69,0.075,14.366,0.088,,,,,,,,,,,,,,,,,,,,,,,,
76,76,76,211434901,08 38 30.488,+12 10 07.96,1,13.697,,,511-046532,08383048+1210080,,STAR,gri,rpm,-3,2.9,2,1.4,,,14.529,0.07,13.85,0.06,,,14.116,0.07,13.674,0.08,13.517,0.1,,,12.653,0.024,12.306,0.022,12.257,0.023,5798,173,173,4.362,0.12,0.456,-0.229,0.24,0.28,1.087,0.816,0.206,0.98,0.125,0.089,0.776,0.44,0.622,685,447.6,152.3,0.034,0.011,0.008
77,77,77,211434930,08 38 24.329,+12 10 09.50,1,14.249,,,511-046527,08382432+1210095,,STAR,gri,rpm,4.7,7.5,1.5,2.5,,,15.033,0.14,14.382,0.15,,,14.657,0.14,14.235,0.16,14.074,0.13,,,13.373,0.024,13.054,0.027,12.947,0.025,5880,211,211,4.356,0.11,0.33,-0.252,0.24,0.32,1.061,0.51,0.16,0.967,0.115,0.096,0.801,0.398,0.542,950,429.5,209.2,0.034,0.011,0.008
78,78,78,211434962,08 24 49.064,+12 10 10.76,1,12.747,,,511-045805,08244906+1210107,,STAR,gri,rpm,-2.3,1.2,-2.7,2,,,13.092,0.03,12.776,0.03,,,12.829,0.01,12.72,0.04,12.687,0.03,,,12.04,0.02,11.826,0.022,11.79,0.021,6793,135,108,4.042,0.165,0.075,-0.266,0.2,0.2,1.862,0.037,0.352,1.271,0.212,0.062,0.22,0.163,0.05,1024,30.71,209.8,0.025,0.006,0.002
79,79,79,211434974,08 40 25.354,+12 10 11.37,1,12.113,,,511-046622,08402535+1210113,,STAR,gri,rpm,-2.7,0.7,-5.5,1.2,,,12.573,0.08,12.147,0.03,,,12.313,0.15,12.046,0.01,12.004,0.04,,,11.257,0.022,11.062,0.024,11.015,0.018,6524,235,196,4.097,0.145,0.232,-0.041,0.12,0.14,1.634,0.676,0.318,1.367,0.21,0.131,0.272,0.195,0.158,613.7,230.7,125.1,0.032,0.011,0.006
80,80,80,211434978,08 28 01.690,+12 10 11.45,1,10.014,,804-989-1,511-045981,,,STAR,gri,,-4.8,2.4,-17.3,2.2,,,10.937,0.066,10.411,0.057,,,10.422,0.08,9.915,0.02,9.839,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,81,211435003,08 50 47.037,+12 10 12.71,1,12.588,,,511-047122,08504704+1210128,,STAR,gri,rav,-9,0.9,-3,1,,,13.399,0.14,12.748,0.17,,,13.008,0.18,12.491,0.06,12.408,0.16,,,11.425,0.021,11.101,0.022,11.059,0.017,7383,206,147,4.204,0.035,0.049,0.032,0.1,0.12,1.645,0.139,0.081,1.595,0.08,0.08,0.351,0.047,0.057,723.5,65.8,92.49,0.033,0.012,0.01
82,82,82,211435036,08 32 06.019,+12 10 14.61,1,11.221,,804-1113-1,511-046196,08320602+1210146,,STAR,gri,rpm,0.9,2.1,-18.9,2.2,,,11.905,0.168,11.262,0.126,,,11.567,0.11,11.201,0.07,11.073,0.04,,,10.23,0.02,9.973,0.022,9.93,0.02,6154,186,149,4.145,0.195,0.234,-0.065,0.15,0.24,1.472,0.6,0.319,1.173,0.196,0.14,0.348,0.346,0.196,315.1,132.7,69.95,0.029,0.01,0.007
83,83,83,211435038,08 49 33.852,+12 10 14.64,1,8.319,,813-1487-1,511-047040,08493387+1210146,,STAR,gri,plx,-40.8,1.1,20.2,1,,,8.258,0.018,7.727,0.013,,,9.681,0.05,8.714,0.04,7.735,0.05,,,6.723,0.019,6.52,0.026,6.467,0.017,6419,194,194,4.293,0.05,0.07,-0.018,0.1,0.16,1.305,0.109,0.084,1.231,0.079,0.095,0.545,0.118,0.114,59.49,1.785,1.785,0.009,0.003,0.002
84,84,84,211435041,08 38 22.412,+12 10 14.67,1,13.505,,,511-046524,08382241+1210147,,STAR,gri,rpm,-4.6,1.7,0.6,3.3,,,14.148,0.08,13.615,0.07,,,13.8,0.07,13.468,0.09,13.379,0.08,,,12.584,0.023,12.341,0.025,12.288,0.024,6223,190,190,4.177,0.135,0.162,-0.162,0.2,0.24,1.389,0.358,0.242,1.144,0.13,0.156,0.41,0.255,0.202,891.9,251.8,166.9,0.033,0.011,0.007
85,85,85,211435057,08 47 06.785,+12 10 15.34,1,13.904,,,511-046927,08470677+1210153,,STAR,gri,rpm,-5.5,1.8,2.2,1.9,,,14.442,0.1,13.986,0.04,,,14.253,0.29,13.847,0.03,13.754,0.05,,,12.921,0.022,12.657,0.023,12.617,0.025,6118,188,150,4.215,0.145,0.174,-0.216,0.2,0.28,1.29,0.319,0.217,1.074,0.117,0.117,0.437,0.305,0.206,977.6,211.3,173.8,0.033,0.01,0.007
86,86,86,211435062,08 50 33.378,+12 10 15.65,1,13.219,,,511-047094,08503338+1210157,,STAR,gri,rpm,3.4,1.1,-14.2,1.5,,,13.867,0.14,13.316,0.17,,,13.538,0.21,13.093,0.06,13.083,0.2,,,12.162,0.021,11.897,0.02,11.837,0.02,6099,144,144,4.259,0.12,0.216,-0.186,0.2,0.24,1.241,0.364,0.165,1.066,0.102,0.102,0.524,0.26,0.27,651.4,194.7,98.24,0.032,0.01,0.008
87,87,87,211435088,08 51 44.731,+12 10 17.64,1,16.605,,,,08514473+1210176,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.649,0.03,14.031,0.032,13.879,0.038,4089,384,274,4.832,0.105,0.147,-0.181,0.2,0.32,0.447,0.133,0.12,0.488,0.151,0.126,5.337,3.419,2.39,428.5,211.2,121.6,0.03,0.011,0.008
88,88,88,211435105,08 51 09.464,+12 10 18.74,1,12.966,,,511-047160,08510946+1210188,,STAR,gri,rpm,11.3,0.9,-6,1.1,,,13.685,0.18,13.133,0.19,,,13.308,0.13,12.922,0.08,12.82,0.11,,,11.915,0.021,11.587,0.022,11.563,0.018,5927,141,141,4.316,0.105,0.336,-0.184,0.25,0.3,1.123,0.574,0.136,1.017,0.097,0.097,0.659,0.304,0.463,516.1,238.9,77.63,0.033,0.013,0.007
89,89,89,211435141,08 52 50.067,+12 10 20.68,1,18.118,,,,08525006+1210206,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.044,0.081,15.291,0.093,15.165,0.115,4119,333,333,4.819,0.161,0.115,-0.242,0.25,0.3,0.446,0.121,0.142,0.494,0.121,0.17,5.44,5.616,2.478,854.2,372,339.3,0.033,0.011,0.008
90,90,90,211435213,08 55 14.800,+12 10 24.80,1,12.793,,,511-047400,08551479+1210249,,STAR,gri,rpm,3.2,0.8,-9.5,1.2,,,13.421,0.23,12.805,0.09,,,12.989,0.06,12.727,0.26,12.454,0.05,,,11.573,0.021,11.259,0.017,11.23,0.02,5988,142,177,4.12,0.28,0.2,-0.167,0.2,0.36,1.392,0.443,0.336,1.038,0.145,0.103,0.316,0.428,0.161,540.9,159.1,144,0.032,0.011,0.006
91,91,91,211435271,08 33 00.170,+12 10 27.00,1,11.878,,,511-046257,08330017+1210271,,STAR,gri,rpm,-0.5,1.9,-13.4,1.4,,,12.71,0.07,12.083,0.04,,,12.327,0.1,11.921,0.05,11.686,0.11,,,10.791,0.022,10.521,0.026,10.447,0.02,6063,183,146,4.202,0.18,0.324,-0.054,0.18,0.21,1.362,0.767,0.273,1.146,0.217,0.12,0.407,0.369,0.28,388.8,217,99.51,0.031,0.011,0.008
92,92,92,211435282,08 51 46.870,+12 10 27.75,1,17.754,,,,08514686+1210277,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.364,0.049,14.626,0.054,14.46,0.061,4165,249,249,4.789,0.105,0.075,-0.168,0.2,0.28,0.48,0.084,0.097,0.543,0.089,0.107,4.562,2.719,1.295,683.4,188.9,173.5,0.034,0.011,0.008
93,93,93,211435294,08 50 15.080,+12 10 28.66,1,14.895,,,511-047079,08501507+1210286,,STAR,gri,,39.2,2.7,-20.3,2.9,,,17.014,0.13,15.469,0.16,,,16.358,0.29,14.831,0.02,14.268,0.3,,,12.74,0.03,,,11.931,0.029,,,,,,,,,,,,,,,,,,,,,,,,
94,94,94,211435316,08 49 43.311,+12 10 30.15,1,16.493,,,,08494331+1210301,5935-301-3-0107-0056,EXTENDED,gri,,6,2,10,2,,,,,,,19.513,0.042,17.494,0.005,16.521,0.004,16.064,0.004,15.735,0.007,14.981,0.048,14.233,0.054,13.863,0.045,,,,,,,,,,,,,,,,,,,,,,,,
95,95,95,211435338,08 52 09.949,+12 10 31.12,1,14.053,,,511-047239,08520994+1210311,,STAR,gri,rpm,-6.5,1.5,-5.5,2.1,,,14.893,0.23,14.238,0.21,,,14.446,0.1,14.035,0.11,13.885,0.07,,,12.998,0.023,12.709,0.027,12.658,0.024,6020,179,143,4.267,0.14,0.224,-0.218,0.2,0.28,1.201,0.353,0.202,1.02,0.119,0.119,0.543,0.358,0.302,917.3,282,183.6,0.035,0.01,0.008
96,96,96,211435372,08 41 41.251,+12 10 32.57,1,9.45,42660,813-2943-1,511-046687,08414124+1210325,,STAR,BV,plx,-15.41,5.79,7.7,4.05,-0.69,5.28,10.595,0.051,9.677,0.03,,,,,,,,,,,8.001,0.021,7.569,0.055,7.451,0.034,4887,151,121,3.014,0.115,0.115,-0.365,0.3,0.42,5.554,0.438,0.56,1.129,0.361,0.206,0.007,0.002,0.002,325.9,25.29,25.29,0.029,0.008,0.007
97,97,97,211435384,08 51 30.744,+12 10 33.03,1,18.411,,,,08513074+1210330,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.916,0.072,15.311,0.087,14.966,0.096,3802,484,302,4.935,0.144,0.192,-0.157,0.2,0.32,0.314,0.167,0.109,0.341,0.223,0.16,9.596,9.996,5.521,541.6,399.6,229.9,0.032,0.011,0.008
98,98,98,211435398,08 52 47.331,+12 10 33.85,1,18.349,,,,08524733+1210338,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.147,0.083,15.429,0.101,15.304,0.121,4044,453,377,4.821,0.162,0.135,-0.246,0.25,0.3,0.433,0.138,0.155,0.476,0.14,0.196,5.237,6.678,2.326,809.4,412.9,315.8,0.032,0.011,0.007
99,99,99,211435416,08 52 16.047,+12 10 34.74,1,17.866,,,,08521604+1210347,,STAR,JHK,rpm,499.9,9,499.9,9,,,,,,,,,,,,,,,,,15.806,0.067,15.223,0.079,15.005,0.102,2567,1344,488,5.289,0.068,0.119,-0.193,0.05,0.06,0.11,0.063,0.017,0.071,0.021,0.001,60.84,23.92,31.99,13.93,20.45,0.418,0.001,0.005,0.001
100,100,100,211435506,08 50 45.580,+12 10 39.78,1,14.554,,,511-047118,08504558+1210398,,STAR,gri,rpm,-9.3,1.9,-3.4,2.6,,,15.584,0.17,14.784,0.2,,,15.116,0.19,14.441,0.06,14.314,0.13,,,13.216,0.022,12.816,0.024,12.697,0.023,5403,163,163,4.529,0.045,0.666,-0.197,0.2,0.4,0.845,1.102,0.069,0.886,0.081,0.081,1.434,0.29,1.299,627.6,777.5,68.25,0.035,0.013,0.008
101,101,101,211435522,08 50 35.160,+12 10 40.55,1,18.781,,,,08503516+1210405,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.479,0.11,15.805,0.135,15.605,0.163,3961,546,390,4.863,0.18,0.18,-0.246,0.25,0.35,0.366,0.169,0.134,0.423,0.186,0.186,6.878,8.344,3.77,825.2,599,396.5,0.032,0.011,0.007
102,102,102,211435527,08 51 29.886,+12 10 40.68,1,18.308,,,,08512988+1210406,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.799,0.06,15.131,0.075,14.841,0.083,3918,411,342,4.889,0.14,0.14,-0.197,0.2,0.28,0.362,0.145,0.136,0.389,0.168,0.168,7.622,9.363,3.713,559.7,333.5,240.3,0.032,0.011,0.008
103,103,103,211435533,08 51 14.672,+12 10 41.00,1,18.228,,,,08511467+1210409,6004-301-6-0115-0446,STAR,gri,rpm,-50,3,-12,3,,,,,,,22.983,0.334,19.986,0.016,18.613,0.009,17.474,0.006,16.848,0.009,15.643,0.059,15.006,0.072,14.738,0.082,3379,33,33,5.081,0.03,0.025,0.111,0.08,0.1,0.203,0.016,0.013,0.185,0.014,0.014,21.58,2.914,3.043,244.5,13.89,25.58,0.025,0.004,0.007
104,104,104,211435547,08 52 11.526,+12 10 42.06,1,18.294,,,,08521152+1210420,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.125,0.08,15.586,0.126,15.292,0.131,3907,789,394,4.877,0.155,0.217,-0.246,0.25,0.4,0.362,0.224,0.138,0.403,0.235,0.196,6.511,8.404,4.103,690.8,769.9,320.7,0.032,0.011,0.008
105,105,105,211435558,08 50 07.756,+12 10 43.02,1,19.317,,,,08500775+1210430,5935-301-3-0107-0417,STAR,gri,rpm,-4,5,0,5,,,,,,,23.222,0.427,21.248,0.04,19.818,0.018,18.49,0.01,17.794,0.018,16.47,0.116,15.696,0.123,15.703,0.194,3205,32,32,5.15,0.02,0.02,0.069,0.1,0.1,0.167,0.004,0.003,0.143,0.003,0.003,30.6,1.836,1.836,276,15.68,24.29,0.024,0.007,0.007
106,106,106,211435602,08 41 41.694,+12 10 45.84,1,10.238,42661,813-2942-1,511-046688,08414168+1210457,,STAR,BV,plx,-4.16,10.25,10.03,7.01,-4.9,9.88,10.961,0.061,10.35,0.048,,,,,,,,,,,9.322,0.024,9.062,0.04,9.048,0.019,6234,248,198,3.885,0.084,0.07,-0.032,0.12,0.15,2.222,0.203,0.186,1.461,0.087,0.122,0.127,0.035,0.032,328.7,27.18,27.18,0.029,0.01,0.008
107,107,107,211435614,08 25 27.320,+12 10 46.46,1,16.009,,,,08252731+1210464,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.707,0.024,13.087,0.03,12.833,0.025,3652,184,184,4.993,0.09,0.09,-0.076,0.15,0.24,0.271,0.089,0.078,0.272,0.121,0.101,12.45,8.212,4.949,148.6,64.2,52.02,0.02,0.008,0.007
108,108,108,211435627,08 51 03.450,+12 10 47.20,1,17.73,,,,08510344+1210472,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.194,0.041,14.588,0.049,14.213,0.052,3548,209,250,5.025,0.102,0.085,-0.056,0.16,0.24,0.236,0.082,0.071,0.231,0.117,0.083,15.71,12.75,6.135,239.3,113.8,89.28,0.026,0.01,0.008
109,109,109,211435666,08 51 30.946,+12 10 49.18,1,16.339,,,511-047185,08513093+1210490,6004-301-6-0116-0296,STAR,gri,rpm,-7.2,3.4,3,3.6,,,18.123,0.151,16.755,0.089,,,17.509,0.04,16.486,0.01,15.837,0.124,,,14.734,0.032,14.192,0.041,13.973,0.041,4507,88,105,4.689,0.064,0.04,-0.226,0.25,0.35,0.601,0.059,0.084,0.657,0.064,0.09,2.95,1.011,0.496,711.3,92.32,126.2,0.033,0.011,0.007
110,110,110,211435669,08 52 32.380,+12 10 49.46,1,18.648,,,,08523238+1210494,6004-301-6-0117-0344,STAR,gri,rpm,-5,4,-3,4,,,,,,,23.112,0.39,20.324,0.02,18.859,0.01,17.93,0.007,17.474,0.013,16.208,0.088,15.574,0.114,15.192,0.116,3548,42,42,5.031,0.042,0.035,-0.011,0.12,0.1,0.244,0.035,0.026,0.237,0.045,0.032,15.67,3.388,2.786,400.8,59.38,51.72,0.033,0.013,0.008
111,111,111,211435685,08 40 23.828,+12 10 50.25,1,13.803,,,511-046620,08402383+1210501,,STAR,gri,rpm,-17,1.2,-6.9,1.6,,,14.476,0.09,13.883,0.03,,,14.145,0.14,13.737,0.02,13.657,0.05,,,12.826,0.022,12.594,0.026,12.52,0.023,6154,152,152,4.296,0.095,0.171,-0.402,0.24,0.52,1.16,0.234,0.143,0.971,0.079,0.111,0.607,0.231,0.267,824.4,156.8,111.3,0.031,0.01,0.007
112,112,112,211435687,08 32 47.819,+12 10 50.31,1,10.674,,804-1093-1,511-046237,08324780+1210504,,STAR,gri,rpm,15.7,1.9,4.1,1.8,,,11.492,0.099,10.862,0.088,,,11.189,0.14,10.688,0.09,10.453,0.14,,,9.65,0.021,9.417,0.02,9.3,0.021,6200,187,149,4.041,0.235,0.235,-0.021,0.15,0.15,1.712,0.723,0.508,1.288,0.253,0.181,0.211,0.314,0.126,289.8,124.3,86.97,0.029,0.01,0.007
113,113,113,211435731,08 52 20.803,+12 10 52.78,1,18.35,,,,08522080+1210527,6004-301-6-0117-0314,STAR,gri,rpm,-13,4,11,4,,,,,,,22.911,0.336,20.052,0.017,18.599,0.008,17.62,0.006,17.051,0.011,15.75,0.058,15.166,0.082,14.968,0.085,3500,42,42,5.039,0.035,0.035,0.033,0.12,0.1,0.236,0.026,0.023,0.225,0.033,0.028,16.87,3.412,2.838,310.8,37.13,33.17,0.03,0.01,0.008
114,114,114,211435747,08 51 16.115,+12 10 53.53,1,17.084,,,,08511611+1210535,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.949,0.038,14.336,0.046,14.126,0.048,3883,473,296,4.892,0.12,0.168,-0.149,0.2,0.32,0.358,0.155,0.108,0.405,0.188,0.157,7.403,6.867,4.035,385.6,288.2,143.4,0.03,0.01,0.008
115,115,115,211435802,08 52 59.478,+12 10 57.32,1,12.877,,,511-047289,08525947+1210573,,STAR,gri,rpm,-53,1.5,-41.7,1.4,,,14.391,0.27,13.345,0.23,,,13.756,0.07,12.92,0.17,12.501,0.03,,,11.264,0.021,10.694,0.019,10.634,0.018,4708,112,112,4.663,0.035,0.035,-0.28,0.25,0.25,0.634,0.058,0.053,0.694,0.07,0.07,2.539,0.499,0.353,166.4,32.74,23.13,0.023,0.006,0.005
116,116,116,211435836,08 52 23.283,+12 10 59.42,1,19.561,,,,08522328+1210594,6004-301-6-0117-0438,STAR,gri,rpm,-14,5,27,5,,,,,,,25.551,0.561,21.507,0.048,19.928,0.019,18.727,0.011,18.039,0.019,17.075,0.184,15.879,0.151,15.773,0.184,3281,32,32,5.148,0.025,0.03,-0.036,0.15,0.21,0.17,0.012,0.009,0.147,0.01,0.007,30.01,3.662,3.873,369.8,36.62,39.61,0.031,0.011,0.007
117,117,117,211435859,08 25 04.110,+12 11 00.67,1,9.897,,803-963-1,511-045821,08250409+1211003,,STAR,gri,rpm,5.7,2.1,13.5,2.1,,,10.742,0.057,10.219,0.05,,,10.482,0.12,9.774,0.04,9.646,0.01,,,8.87,0.019,8.52,0.02,8.518,0.018,5599,168,134,3.895,0.55,0.3,-0.042,0.16,0.28,1.853,1.095,0.93,1.072,0.285,0.119,0.128,0.944,0.079,194.7,117.6,98.85,0.023,0.009,0.009
118,118,118,211435864,08 40 02.832,+12 11 00.95,1,16.838,,,,,5194-301-1-0108-0446,EXTENDED,gri,,-6,2,5,2,,,,,,,18.591,0.043,17.331,0.008,16.885,0.008,16.627,0.009,16.425,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,119,211435897,08 51 23.885,+12 11 02.66,1,17.878,,,,08512388+1211026,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.352,0.049,14.659,0.049,14.381,0.055,3891,316,316,4.88,0.138,0.115,-0.136,0.2,0.28,0.373,0.116,0.131,0.416,0.137,0.165,7.332,8.307,3.502,477.3,214.2,193.2,0.031,0.011,0.008
120,120,120,211435947,08 52 29.096,+12 11 05.68,1,18.427,,,,08522909+1211056,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.071,0.077,15.377,0.087,15.179,0.109,4001,430,358,4.838,0.168,0.14,-0.242,0.25,0.3,0.403,0.138,0.136,0.466,0.147,0.205,6.118,6.783,2.832,757.1,402.1,303,0.032,0.011,0.007
121,121,121,211435959,08 43 16.313,+12 11 06.33,1,12.382,,813-347-1,511-046759,08431630+1211061,,STAR,gri,rpm,-4.8,2.6,2.8,2.8,,,12.854,0.292,12.992,0.331,,,12.664,0.23,12.27,0.02,12.262,0.18,,,11.361,0.023,11.093,0.031,11.06,0.024,6141,220,220,4.156,0.172,0.258,-0.086,0.15,0.21,1.467,0.685,0.367,1.177,0.206,0.147,0.311,0.346,0.184,521.5,238.9,123.2,0.033,0.008,0.007
122,122,122,211435972,08 51 21.627,+12 11 06.85,1,17.817,,,,08512162+1211068,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.755,0.057,14.986,0.057,14.882,0.088,4156,248,207,4.778,0.09,0.075,-0.202,0.2,0.28,0.493,0.081,0.095,0.548,0.084,0.101,4.54,2.589,1.251,807.3,213.7,198.3,0.033,0.011,0.008
