,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
10,10,10,212588219,13 35 28.521,-10 51 05.11,1,11.054,,5548-685-1,396-055884,13352850-1051049,,STAR,gri,plx,23.1,2.1,-39.6,2.2,,,11.708,0.121,11.062,0.104,,,11.386,0.04,10.974,0.03,10.912,0.02,,,10.042,0.024,9.809,0.024,9.733,0.023,6076,98,98,4.388,0.035,0.049,-0.226,0.2,0.28,1.065,0.05,0.048,1.032,0.077,0.123,0.821,0.1,0.106,201,10.96,10.96,0.031,0.014,0.008,AAA-222-111-000-0-0,,
11,11,11,212588233,13 29 35.988,-10 51 03.36,1,12.659,,,396-055707,13293598-1051034,,STAR,gri,rpm,-0.7,1.4,1.2,1.6,,,13.129,0.01,12.689,0.02,,,12.836,0.01,12.599,0.02,12.519,0.06,,,11.826,0.024,11.577,0.027,11.572,0.024,6544,105,132,4.106,0.125,0.125,-0.219,0.15,0.3,1.621,0.373,0.303,1.321,0.054,0.294,0.297,0.158,0.119,794.5,135.5,150.5,0.031,0.012,0.004,AAA-222-111-000-0-0,,
12,12,12,212588261,13 20 06.354,-10 51 02.04,1,12.883,,,396-055422,13200635-1051020,,STAR,gri,rpm,-12.6,1.8,-9.1,2.3,,,13.754,0.01,13.036,0.03,,,13.36,0.03,12.866,0.05,12.679,0.07,,,11.732,0.026,11.375,0.026,11.298,0.024,5770,169,169,4.334,0.13,0.468,-0.183,0.25,0.3,1.112,0.706,0.206,0.991,0.13,0.108,0.651,0.454,0.503,453.1,273.7,104.6,0.044,0.024,0.015,AAA-222-111-000-0-0,,
13,13,13,212588279,13 42 16.794,-10 51 00.38,1,13.96,,,396-056112,13421678-1051004,,STAR,gri,rpm,4.3,2.9,10.4,3.4,,,15.002,0.05,14.181,0.02,,,14.562,0.04,13.949,0.03,13.703,0.06,,,12.742,0.032,12.314,0.027,12.261,0.031,5303,158,158,3.99,0.516,1.032,-0.538,0.45,0.63,1.35,3.157,0.672,0.881,0.072,0.101,0.237,1.258,0.231,832.5,1540,418.3,0.042,0.027,0.015,AAA-222-111-000-0-0,,
14,14,14,212588298,13 51 32.322,-10 50 59.13,1,12.867,,,396-056422,13513233-1050590,,STAR,gri,rpm,-45.3,2.3,-29.1,2.9,,,14.236,0.04,13.201,0.02,,,13.738,0.04,12.81,0.03,12.494,0.09,,,11.29,0.028,10.757,0.023,10.635,0.023,4725,113,56,4.631,0.03,0.03,-0.037,0.18,0.21,0.688,0.041,0.053,0.765,0.025,0.062,2.27,0.306,0.27,182.5,24.73,21.78,0.033,0.02,0.009,AAA-222-111-000-0-0,35.8,
15,15,15,212588308,13 28 53.818,-10 50 58.41,1,13.333,,,396-055684,13285381-1050583,,STAR,gri,rpm,10.2,2.3,0.9,2.7,,,14.213,0.02,13.541,0.01,,,13.835,0.02,13.323,0.05,13.118,0.04,,,12.202,0.024,11.847,0.024,11.774,0.023,5690,169,169,4.318,0.165,0.495,-0.206,0.25,0.4,1.156,0.852,0.257,0.979,0.096,0.116,0.671,0.579,0.553,571.9,380.3,141.1,0.041,0.024,0.015,AAA-222-111-000-0-0,,
16,16,16,212588330,13 25 21.742,-10 50 57.26,1,18.211,,,,13252174-1050572,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.655,0.164,15.869,0.175,14.83,0.137,3589,397,331,5.029,0.125,0.125,-0.168,0.25,0.3,0.238,0.117,0.079,0.234,0.173,0.096,16.5,16.42,9.295,514,379.2,249.2,0.04,0.023,0.013,CCB-222-111-000-0-0,62.8,
17,17,17,212588338,13 54 06.530,-10 50 56.75,1,17.567,,,,13540653-1050567,,STAR,J,rpm,12,4,2,6,,,,,,,,,,,,,,,,,16.066,0.109,15.102,0.124,14.586,0.109,3911,328,328,4.867,0.138,0.115,-0.153,0.2,0.28,0.386,0.111,0.129,0.434,0.125,0.174,6.605,7.036,2.671,729.4,300.9,279.6,0.043,0.025,0.014,ABB-222-111-000-0-0,,0791-0259096
18,18,18,212588357,13 18 18.636,-10 50 55.45,1,12.209,,,396-055375,13181863-1050553,,STAR,JHK,rpm,89.4,14,44.3,27.5,,,,,,,,,,,,,,,,,10.02,0.024,9.341,0.023,9.181,0.026,4148,192,160,4.776,0.05,0.06,-0.018,0.15,0.15,0.506,0.07,0.052,0.578,0.072,0.06,4.245,1.038,0.98,61.5,12.51,8.792,0.016,0.01,0.005,AAA-222-222-ccc-0-0,,
19,19,19,212588387,13 50 44.216,-10 50 53.04,1,17.517,,,,13504421-1050530,,STAR,J,rpm,16,3,10,2,,,,,,,,,,,,,,,,,16.02,0.125,15.575,0.163,14.92,0.137,3758,576,262,4.955,0.108,0.162,-0.168,0.25,0.45,0.304,0.147,0.085,0.331,0.197,0.123,10.73,7.702,5.699,511,428.8,180.3,0.041,0.022,0.012,BCB-222-111-000-0-0,,0791-0258196
20,20,20,212588415,13 28 25.287,-10 50 50.64,1,18.169,,,,13282528-1050506,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.618,0.174,15.738,0.166,15.096,0.164,3761,557,348,4.976,0.13,0.182,-0.218,0.25,0.4,0.294,0.167,0.106,0.309,0.225,0.14,11.09,12.35,6.571,653.9,533.2,293.7,0.04,0.023,0.013,CCC-222-111-000-0-0,47.7,
21,21,21,212588426,13 38 13.301,-10 50 49.48,1,9.665,,5549-888-1,396-055966,13381329-1050495,,STAR,gri,rav,-3.2,1.9,-7.6,2.1,,,12.068,0.223,10.745,0.072,,,11.51,0.01,10.191,0.04,8.874,0.25,,,6.635,0.024,5.753,0.044,5.455,0.02,4048,63,79,0.98,0.1,0.14,-0.64,0.12,0.15,51.217,8.351,5.486,0.941,0.046,0.034,6.60E-06,2.99E-06,2.33E-06,1199,147.6,131.4,0.042,0.023,0.013,AAA-111-111-000-0-0,,
22,22,22,212588446,13 47 32.827,-10 50 48.35,1,11.817,,,396-056277,13473282-1050483,,STAR,gri,rav,-81.2,2.9,-7.2,1.3,,,12.986,0.06,12.072,0.04,,,12.512,0.04,11.785,0.04,11.518,0.05,,,10.423,0.023,10.012,0.027,9.945,0.026,5036,152,122,3.925,0.66,0.198,0.05,0.1,0.12,1.764,0.687,1.03,0.961,0.256,0.146,0.17,1.634,0.093,334.8,125.2,198.7,0.034,0.018,0.011,AAA-222-111-000-0-0,,
23,23,23,212588448,13 19 56.045,-10 50 48.10,1,18.169,,,,13195604-1050481,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.618,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUD-202-101-000-0-0,17.6,
24,24,24,212588452,13 47 15.348,-10 50 47.80,1,13.856,,,396-056263,13471533-1050478,,STAR,gri,rpm,-14.7,12.7,-3.1,5.2,,,15.098,0.04,14.153,0.01,,,14.595,0.02,13.857,0.05,13.539,0.05,,,12.33,0.026,11.834,0.027,11.697,0.026,5000,100,100,3.089,1.422,0.632,-0.589,0.42,0.35,3.548,5.343,2.869,0.904,0.065,0.098,0.011,0.873,0.01,1673,1616,1307,0.044,0.026,0.013,AAA-222-111-000-0-0,,
25,25,25,212588478,13 55 22.500,-10 50 45.43,1,17.932,,,,13552250-1050454,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.403,0.136,16.022,0.2,15.24,0.175,3760,1421,374,4.958,0.135,0.351,-0.243,0.3,0.6,0.315,0.35,0.135,0.338,0.377,0.189,10.47,12.17,8.23,615.5,1519,285,0.04,0.024,0.012,BCC-222-111-000-0-0,27.1,
26,26,26,212588506,13 26 12.755,-10 50 42.99,1,13.726,,,396-055610,13261276-1050431,,STAR,gri,rpm,-9.5,2.7,-4.3,5.4,,,14.429,0.01,13.849,0.01,,,14.072,0.01,13.694,0.03,13.577,0.04,,,12.662,0.026,12.434,0.027,12.314,0.032,6164,127,101,4.241,0.108,0.162,-0.265,0.25,0.35,1.294,0.317,0.188,1.027,0.168,0.14,0.47,0.217,0.214,835.1,192.3,132.5,0.041,0.026,0.012,AAA-222-111-000-0-0,,
27,27,27,212588521,13 13 38.174,-10 50 42.07,1,16.995,,,,13133817-1050420,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.533,0.08,14.638,0.098,14.175,0.092,3893,328,393,4.892,0.156,0.13,-0.141,0.2,0.28,0.374,0.13,0.155,0.415,0.15,0.209,7.246,9.507,3.264,521.7,260.7,248.9,0.04,0.025,0.014,AAA-222-111-000-0-0,,
28,28,28,212588525,13 39 02.468,-10 50 41.86,1,13.405,,,396-055992,13390247-1050417,,STAR,gri,rpm,-23.4,1.8,-14.8,1.9,,,14.26,0.03,13.535,0.06,,,13.867,0.04,13.324,0.02,13.207,0.19,,,12.189,0.026,11.834,0.024,11.779,0.021,5682,172,137,4.442,0.07,0.21,-0.118,0.2,0.36,0.972,0.361,0.104,0.939,0.072,0.086,0.991,0.352,0.55,474.2,176.2,60.05,0.04,0.025,0.014,AAA-222-111-000-0-0,,
29,29,29,212588533,13 13 52.185,-10 50 41.36,1,17.933,,,,13135218-1050413,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.404,0.109,15.753,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,BBU-220-110-000-0-0,25.8,
30,30,30,212588534,13 36 12.942,-10 50 41.10,1,18.187,,,,13361294-1050411,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.634,0.143,15.602,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,BBU-220-110-000-0-0,7.6,
31,31,31,212588554,13 48 31.857,-10 50 39.17,1,14.371,,,396-056328,13483185-1050392,,STAR,gri,rpm,-15.2,9.9,-20.3,11.6,,,15.536,0.04,14.61,0.041,,,15.034,0.01,14.326,0.03,14.087,0.08,,,12.976,0.024,12.541,0.022,12.438,0.024,5196,106,106,4.552,0.045,0.801,-0.165,0.25,0.4,0.797,1.268,0.082,0.857,0.059,0.095,1.592,0.367,1.497,509.1,808.6,64.68,0.044,0.025,0.014,AAA-222-111-000-0-0,,
32,32,32,212588566,13 41 35.533,-10 50 38.33,1,18.046,,,,13413553-1050383,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.507,0.133,15.655,0.135,15.021,0.165,3751,445,381,4.979,0.125,0.175,-0.218,0.25,0.35,0.29,0.16,0.103,0.311,0.199,0.142,11.26,12.26,6.606,608.8,466.4,264.1,0.04,0.023,0.013,BBC-222-111-000-0-0,5.4,
33,33,33,212588577,13 32 08.793,-10 50 37.84,1,11.096,,5548-137-1,396-055787,13320879-1050378,,STAR,gri,plx,1.2,2.1,-27.5,2.1,,,11.726,0.102,11.13,0.094,,,11.453,0.02,11.073,0.01,10.943,0.02,,,10.142,0.023,9.915,0.023,9.819,0.019,6191,127,127,4.13,0.108,0.09,-0.119,0.2,0.28,1.511,0.165,0.149,1.188,0.1,0.16,0.321,0.117,0.086,318.2,34.03,34.03,0.042,0.023,0.013,AAA-222-111-000-0-0,,
34,34,34,212588578,13 32 35.859,-10 50 37.65,1,13.285,,,396-055801,13323587-1050375,,STAR,gri,rpm,-21.5,2,13.4,2.4,,,14.444,0.06,13.531,0.02,,,13.96,0.05,13.252,0.03,12.996,0.04,,,11.964,0.036,11.538,0.029,11.452,0.033,5202,154,154,4.534,0.04,0.96,-0.183,0.25,0.35,0.837,1.748,0.063,0.9,0.079,0.066,1.441,0.291,1.391,336.8,661.8,35.24,0.043,0.024,0.012,AAA-222-111-000-0-0,,
35,35,35,212588592,13 13 05.299,-10 50 36.62,1,18.466,,,,13130530-1050366,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.896,0.181,15.959,0.19,14.982,0.158,3662,465,398,5.005,0.13,0.156,-0.183,0.24,0.36,0.254,0.169,0.088,0.262,0.203,0.113,13.22,14.08,7.683,559.5,449.3,249.2,0.04,0.023,0.013,CCC-222-111-000-0-0,29.8,
36,36,36,212588594,13 38 51.976,-10 50 36.44,1,17.725,,,,13385197-1050364,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.213,0.117,15.639,0.135,14.774,0.113,3574,331,276,5.044,0.11,0.11,-0.113,0.2,0.28,0.232,0.099,0.069,0.235,0.156,0.104,15.03,12.63,6.863,399.4,251.4,154.3,0.04,0.022,0.014,BBB-222-111-c00-0-0,16.2,
37,37,37,212588601,13 50 38.093,-10 50 35.92,1,18.178,,,,13503809-1050359,,STAR,JHK,rpm,2,3,12,4,,,,,,,,,,,,,,,,,15.614,0.075,14.829,0.085,14.535,0.1,4062,282,282,4.822,0.114,0.095,-0.153,0.2,0.28,0.458,0.102,0.126,0.515,0.105,0.147,5.065,4.131,1.757,672.1,230.4,227.2,0.042,0.023,0.013,AAA-222-111-000-0-0,,0791-0258161
38,38,38,212588649,13 25 59.927,-10 50 32.27,1,17.837,,,,13255992-1050322,,STAR,J,rpm,10,1,8,5,,,,,,,,,,,,,,,,,16.316,0.124,15.634,0.136,15.015,0.149,3831,501,278,4.934,0.105,0.168,-0.168,0.25,0.4,0.331,0.142,0.099,0.369,0.17,0.141,9.223,7.754,4.788,634.8,471.4,235.2,0.041,0.023,0.013,BBB-222-111-000-0-0,11.8,0791-0252406
39,39,39,212588653,13 49 08.976,-10 50 31.86,1,18.662,,,,13490897-1050318,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.957,0.1,15.199,0.139,14.831,0.169,3884,517,369,4.896,0.15,0.18,-0.218,0.25,0.4,0.351,0.197,0.126,0.416,0.182,0.218,6.86,10.21,3.652,625.5,441.7,296,0.04,0.024,0.012,ABC-222-111-000-0-0,36.1,
40,40,40,212588670,13 42 01.414,-10 50 30.77,1,18.253,,,,13420141-1050307,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.693,0.134,16.091,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,96.7,
41,41,41,212588671,13 56 17.538,-10 50 30.77,1,13.607,,,396-056601,13561754-1050306,,STAR,gri,rpm,-51,4,19.7,4.7,,,14.871,0.03,13.931,0.06,,,14.363,0.02,13.6,0.04,13.283,0.2,,,12.065,0.024,11.574,0.022,11.479,0.021,4987,80,100,4.633,0.06,0.05,-0.522,0.4,0.48,0.647,0.102,0.074,0.69,0.112,0.084,2.336,0.708,0.543,256.1,44.79,38.12,0.044,0.024,0.02,AAA-222-111-000-0-0,12.6,
42,42,42,212588680,13 39 18.373,-10 50 30.16,1,14.003,,,396-056004,13391837-1050299,,STAR,gri,rpm,-2.9,4.8,-20.7,4.9,,,14.872,0.051,14.155,0.037,,,14.538,0.03,13.896,0.05,13.773,0.16,,,12.697,0.026,12.298,0.024,12.224,0.026,5411,109,130,4.522,0.045,0.063,-0.153,0.2,0.28,0.853,0.102,0.077,0.886,0.069,0.083,1.362,0.333,0.314,497.4,81.64,59.17,0.043,0.026,0.012,AAA-222-111-000-0-0,,
43,43,43,212588688,13 42 19.358,-10 50 29.66,1,18.19,,,,13421935-1050296,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.637,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUU-200-100-000-0-0,20.5,
44,44,44,212588743,13 42 15.601,-10 50 25.59,1,18.02,,,,13421560-1050255,,STAR,J,rpm,8,1,4,4,,,,,,,,,,,,,,,,,16.483,0.132,15.528,0.112,14.66,0.108,3677,341,213,4.98,0.09,0.126,-0.088,0.2,0.28,0.282,0.127,0.075,0.301,0.173,0.108,11.1,7.322,5.056,589,363.6,194.4,0.042,0.025,0.014,BBA-222-111-000-0-0,27.4,0791-0256460
45,45,45,212588747,13 31 13.861,-10 50 25.20,1,12.334,,,396-055755,13311386-1050251,,STAR,gri,rpm,-26,2.5,-6.1,1.4,,,13.335,0.03,12.529,0.03,,,12.899,0.01,12.279,0.03,12.092,0.04,,,11.141,0.03,10.818,0.024,10.724,0.019,5587,67,112,4.473,0.04,0.112,0.083,0.15,0.12,0.958,0.168,0.064,0.979,0.078,0.039,1.086,0.214,0.471,288.7,75.43,26.61,0.041,0.02,0.011,AAA-222-111-000-0-0,,
46,46,46,212588752,13 32 01.084,-10 50 24.43,1,13.917,,,396-055779,13320108-1050243,,STAR,gri,rpm,-2.9,2.2,-4.9,2.1,,,14.98,0.04,14.135,0.02,,,14.533,0.01,13.913,0.03,13.653,0.04,,,12.583,0.024,12.132,0.023,12.017,0.023,5176,103,82,2.916,0.528,0.616,-1.048,0.25,0.5,5.108,4.912,2.241,0.878,0.026,0.079,0.005,0.023,0.004,2621,2087,1162,0.042,0.029,0.012,AAA-222-111-000-0-0,,
47,47,47,212588767,13 38 52.577,-10 50 23.00,1,13.249,,,396-055987,13385258-1050229,,STAR,gri,rpm,-2.8,2.7,-4.6,4,,,14.604,0.06,13.492,0.07,,,14.033,0.03,13.152,0.01,12.913,0.23,,,11.56,0.027,11.047,0.027,10.882,0.024,4777,77,58,2.949,0.41,0.738,-0.232,0.25,0.35,5.363,6.279,1.849,1.021,0.205,0.079,0.005,0.013,0.004,1563,1630,433.3,0.051,0.026,0.016,AAA-222-111-000-0-0,,
48,48,48,212588784,13 42 09.727,-10 50 21.95,1,17.613,,,,13420972-1050219,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.109,0.109,15.366,0.103,14.978,0.147,3869,480,342,4.931,0.135,0.162,-0.218,0.25,0.4,0.345,0.163,0.128,0.364,0.207,0.173,7.986,9.088,4.251,602.2,418.1,282.4,0.04,0.024,0.012,AAB-222-111-000-0-0,35.1,
49,49,49,212588788,13 28 12.411,-10 50 21.43,1,14.211,,,396-055662,13281240-1050214,,STAR,gri,rpm,-15.1,3,-51.9,3.3,,,15.879,0.04,14.682,0.01,,,15.352,0.03,14.167,0.02,13.723,0.07,,,12.354,0.029,11.674,0.027,11.552,0.024,4200,117,50,4.758,0.05,0.05,-0.07,0.15,0.21,0.526,0.06,0.054,0.591,0.055,0.065,3.915,1.036,0.82,189.7,26.61,27.64,0.03,0.016,0.009,AAA-222-111-000-0-0,,
50,50,50,212588811,13 32 57.400,-10 50 19.52,1,18.036,,,,13325739-1050195,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.498,0.138,15.444,0.139,15.142,0.178,3908,447,372,4.895,0.168,0.14,-0.243,0.24,0.42,0.365,0.137,0.146,0.404,0.159,0.191,7.037,10.32,3.344,791.6,465.9,377.5,0.04,0.025,0.014,BBC-222-111-000-0-0,20,
51,51,51,212588820,13 41 20.464,-10 50 18.47,1,18.248,,,,13412046-1050184,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.688,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUU-200-100-c00-0-0,4.8,
52,52,52,212588844,13 29 51.053,-10 50 16.94,1,12.431,,,396-055713,13295105-1050169,,STAR,gri,rpm,-2.3,1.1,2.5,1.3,,,13.067,0.01,12.556,0.01,,,12.737,0.01,12.426,0.01,12.3,0.04,,,11.525,0.024,11.243,0.024,11.222,0.023,6247,172,123,4.053,0.2,0.12,-0.324,0.24,0.36,1.483,0.408,0.222,1.093,0.186,0.186,0.272,0.255,0.102,595.5,143.2,79.7,0.035,0.022,0.007,AAA-222-111-000-0-0,,
53,53,53,212588852,13 43 21.189,-10 50 16.74,1,14.124,,,396-056139,13432118-1050169,,STAR,gri,rpm,-17.9,4.8,-26.7,9.1,,,14.973,0.06,14.315,0.04,,,14.592,0.05,14.127,0.03,13.924,0.07,,,12.98,0.023,12.628,0.022,12.542,0.031,5745,137,137,4.466,0.085,0.153,-0.546,0.35,0.49,0.862,0.239,0.138,0.836,0.112,0.093,1.234,0.57,0.509,602.3,182.2,103.6,0.042,0.026,0.013,AAA-222-111-000-0-0,,
54,54,54,212588854,13 48 03.831,-10 50 16.56,1,13.268,,,396-056308,13480383-1050165,,STAR,gri,rpm,-42.3,12.9,-14.9,2.9,,,14.426,0.09,13.539,0.03,,,13.941,0.06,13.292,0.05,12.98,0.06,,,11.875,0.024,11.394,0.023,11.315,0.023,5117,102,102,4.575,0.035,1.155,-0.357,0.3,0.36,0.763,2.25,0.07,0.82,0.076,0.091,1.748,0.373,1.717,286.7,810.3,29.4,0.037,0.03,0.012,AAA-222-111-000-0-0,,
55,55,55,212588862,13 31 05.134,-10 50 16.16,1,12.561,,,396-055751,13310514-1050161,,STAR,gri,rpm,-8.9,4.2,8.3,5.7,,,13.834,0.03,12.85,0.02,,,13.324,0.02,12.537,0.03,12.234,0.04,,,11.06,0.031,10.519,0.024,10.446,0.023,4858,78,78,2.51,0.702,0.324,-0.671,0.36,0.3,8.128,3.577,4.209,0.916,0.131,0.029,0.001,0.012,9.54E-04,1904,734.1,912.3,0.042,0.021,0.013,AAA-222-111-000-0-0,,
56,56,56,212588896,13 13 29.019,-10 50 13.68,1,17.844,,,,13132901-1050136,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.323,0.11,15.718,0.139,15.005,0.157,3649,490,306,4.989,0.12,0.168,-0.168,0.25,0.4,0.268,0.169,0.09,0.275,0.217,0.12,12.1,11.77,6.746,517.2,470.1,215.4,0.04,0.023,0.013,BBC-222-111-000-0-0,8,
57,57,57,212588899,13 56 05.479,-10 50 13.53,1,14.91,,,396-056595,13560547-1050134,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.767,0.029,13.454,0.024,13.406,0.036,5943,212,212,4.338,0.125,0.25,-0.512,0.4,0.48,1.03,0.358,0.175,0.892,0.113,0.081,0.741,0.434,0.446,1103,409.7,222.7,0.041,0.024,0.012,AAA-222-111-000-0-0,,
58,58,58,212588918,13 39 03.842,-10 50 12.67,1,18.457,,,,13390384-1050126,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.888,0.158,15.912,0.163,15.39,0.186,3806,514,367,4.96,0.135,0.189,-0.253,0.3,0.42,0.292,0.164,0.105,0.341,0.191,0.159,10.57,12.29,6.383,727.1,589.9,325.7,0.04,0.023,0.013,CCC-222-111-000-0-0,31.5,
59,59,59,212588920,13 37 55.294,-10 50 12.61,1,14.751,,,396-055956,13375529-1050125,,STAR,JHK,rpm,-4.4,3.3,-5.4,3.9,,,,,14.903,0.02,,,,,,,,,,,13.471,0.03,13.059,0.026,12.999,0.033,5395,216,216,4.48,0.07,1.064,-0.305,0.3,0.72,0.896,2.085,0.112,0.875,0.062,0.074,1.155,0.499,1.126,774.6,1618,151.9,0.04,0.024,0.012,AAA-222-111-000-0-0,,
