,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
1,1,1,251567239,13 41 06.595,-02 00 59.26,1,17.347,,,,13410659-0200592,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.862,0.089,14.84,0.089,14.39,0.117,3977,273,493,4.862,0.242,0.132,-0.176,0.25,0.3,0.413,0.112,0.192,0.471,0.121,0.267,5.896,9.974,2.302,659.7,344.3,394.1,0.039,0.027,0.015,AAB-222-111-000-0-0,6,0879-0332634
2,2,2,251567311,13 38 08.318,-02 00 54.34,1,14.134,,,440-056412,13380832-0200542,2334-301-4-0058-0116,STAR,gri,rpm,-3.5,2.9,5.3,3.4,,,15.331,0.01,14.403,0.06,,,14.822,0.05,14.117,0.04,13.839,0.1,,,12.648,0.026,12.162,0.027,12.132,0.028,5061,120,100,3.049,1.314,0.73,-0.693,0.4,0.4,3.721,4.764,2.877,0.899,0.055,0.077,0.009,0.796,0.008,2154,2536,1623,0.041,0.025,0.014,AAA-222-111-000-0-0,74.6,
3,3,3,251567340,13 48 53.944,-02 00 52.40,1,18.261,,,,13485394-0200524,6174-301-4-0118-0195,EXTENDED,gri,,1,3,-1,3,,,,,,,21.473,0.206,19.443,0.016,18.255,0.009,17.755,0.009,17.456,0.024,16.749,0.169,15.835,0.183,15.266,0.167,,,,,,,,,,,,,,,,,,,,,,,,,CCC-222-111-000-0-0,51.1,
4,4,4,251567347,13 29 57.840,-02 00 51.79,1,15.399,,,,13295784-0200517,2334-301-4-0044-0089,EXTENDED,gri,,-5,3,-3,3,,,,,,,17.807,0.028,16.276,0.004,15.463,0.003,15.023,0.003,14.645,0.008,15.005,0.086,14.143,0.079,13.777,0.076,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,27.6,
5,5,5,251567364,13 48 43.275,-02 00 50.63,1,14.187,,,440-056712,13484327-0200504,6174-301-4-0118-0112,STAR,gri,rpm,63.4,3.1,-67.6,4,,,16.759,0.11,15.191,0.03,,,16.046,0.05,14.592,0.07,13.39,0.12,,,11.599,0.027,10.98,0.025,10.711,0.02,3449,96,41,5.091,0.035,0.098,-0.043,0.24,0.15,0.199,0.074,0.02,0.186,0.091,0.022,22.25,4.81,9.388,41.11,22.12,4.89,0.012,0.008,0.003,AAA-222-111-000-0-0,53.9,
6,6,6,251567386,13 33 45.802,-02 00 49.17,1,12.308,,,440-056283,13334580-0200488,,STAR,gri,rav,151.2,8,-108.9,8,,,14.561,0.04,13.27,0.13,,,13.936,0.07,12.693,0.05,11.61,0.05,,,9.796,0.022,9.161,0.022,8.9,0.021,4106,148,123,4.936,0.07,0.07,-0.621,0.15,0.21,0.34,0.061,0.07,0.392,0.079,0.095,9.078,4.474,2.577,36.57,8.214,7.893,0.009,0.005,0.003,AAA-222-111-000-0-0,9.2,
7,7,7,251567397,13 45 57.738,-02 00 48.45,1,14.167,,,440-056625,13455773-0200483,,STAR,gri,rpm,3.4,2.6,-0.4,7.8,,,14.977,0.06,14.257,0.05,,,14.572,0.03,14.134,0.13,13.993,0.13,,,12.969,0.022,12.632,0.028,12.565,0.025,5871,171,205,4.323,0.144,0.36,-0.246,0.25,0.4,1.089,0.55,0.171,0.957,0.128,0.091,0.695,0.381,0.491,805.4,383.7,156.7,0.042,0.022,0.014,AAA-222-111-000-0-0,23.6,
8,8,8,251567406,13 42 19.630,-02 00 47.59,1,13.264,,,440-056512,13421963-0200476,,STAR,gri,rpm,-12.8,3.8,-18.9,3.9,,,13.869,0.04,13.269,0.05,,,13.507,0.01,13.165,0.09,13.16,0.13,,,12.194,0.022,11.968,0.023,11.882,0.028,6194,178,127,4.26,0.085,0.17,-0.252,0.2,0.44,1.264,0.275,0.166,1.058,0.137,0.165,0.486,0.216,0.216,679.7,140.5,116.4,0.041,0.015,0.011,AAA-222-111-000-0-0,41.3,
9,9,9,251567415,13 30 18.439,-02 00 46.54,1,16.599,,,,13301843-0200465,2334-301-4-0045-0192,EXTENDED,gri,,-4,3,-4,3,,,,,,,19.569,0.06,17.601,0.006,16.609,0.004,16.17,0.004,15.83,0.01,15.525,0.079,14.669,0.079,14.248,0.073,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,30.9,
10,10,10,251567434,13 17 35.192,-02 00 45.33,1,18.394,,,,13173519-0200453,2334-301-4-0024-0104,STAR,gri,,5,4,-23,4,,,,,,,21.666,0.156,19.491,0.013,18.395,0.008,17.924,0.008,17.689,0.021,16.565,0.11,16.014,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,BBU-220-110-000-0-0,26.2,
11,11,11,251567440,13 40 16.358,-02 00 44.89,1,14.003,,,440-056466,13401635-0200448,2334-301-4-0061-0098,STAR,gri,rpm,-12.4,2.8,3.9,3.2,,,14.933,0.04,14.116,0.02,,,14.479,0.01,13.863,0.03,13.799,0.07,,,12.756,0.025,12.387,0.025,12.304,0.026,5538,133,133,4.483,0.055,0.121,-0.033,0.2,0.28,0.906,0.171,0.093,0.939,0.079,0.111,1.176,0.305,0.434,562.4,126.3,79.29,0.051,0.026,0.019,AAA-222-111-000-0-0,18.7,
12,12,12,251567473,13 21 14.705,-02 00 42.75,1,17.344,,,,13211470-0200427,2334-301-4-0030-0064,STAR,gri,rpm,0,3,-2,3,,,,,,,20.59,0.068,18.28,0.007,17.301,0.005,16.943,0.005,16.777,0.011,15.706,0.064,15.166,0.072,15.162,0.147,4570,73,73,4.68,0.07,0.05,-0.326,0.25,0.45,0.604,0.069,0.085,0.654,0.08,0.096,2.806,1.067,0.577,1117,168.4,173.2,0.043,0.025,0.014,AAB-222-111-000-0-0,48.4,
13,13,13,251567493,13 48 00.462,-02 00 40.85,1,14.133,,,440-056690,13480046-0200407,6166-301-4-0124-0027,STAR,gri,lam,-14.1,3.1,-12.3,3.7,,,15.084,0.07,14.368,0.02,,,14.698,0.04,14.14,0.06,13.892,0.03,,,12.965,0.03,12.584,0.031,12.468,0.029,5648,135,135,4.475,0.04,0.056,-0.125,0.12,0.12,0.914,0.074,0.057,0.929,0.047,0.057,1.157,0.202,0.203,635.1,72.26,54.55,0.042,0.026,0.013,AAA-222-111-000-0-0,82.5,
14,14,14,251567505,13 24 09.473,-02 00 39.79,1,18.417,,,,13240947-0200397,2334-301-4-0035-0172,STAR,gri,,8,3,3,3,,,,,,,21.024,0.093,19.121,0.011,18.42,0.008,18.116,0.009,17.976,0.026,16.778,0.139,16.327,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,BCU-220-110-000-0-0,20.5,
15,15,15,251567550,13 25 45.434,-02 00 36.87,1,16.23,,,,13254543-0200368,,STAR,J,rpm,18,4,8,5,,,,,,,,,,,,,,,,,14.824,0.082,14.249,0.101,13.635,0.076,3696,355,197,4.971,0.08,0.128,-0.049,0.15,0.24,0.295,0.124,0.075,0.33,0.155,0.111,10.6,6.594,5.216,285,172.1,92.75,0.037,0.02,0.011,AAA-222-111-000-0-0,29.1,0879-0328820
16,16,16,251567551,13 29 47.562,-02 00 36.79,1,18.022,,,,13294756-0200367,2334-301-4-0044-0169,EXTENDED,gri,,-9,4,2,4,,,,,,,20.677,0.116,19.02,0.013,18.078,0.009,17.595,0.008,17.262,0.024,16.581,0.129,15.777,0.121,15.091,0.146,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-0-0,41.7,
17,17,17,251567580,13 35 28.873,-02 00 35.12,1,11.798,,4966-524-1,440-056336,13352888-0200350,,STAR,gri,rav,0,2.2,-5.2,2.4,,,12.631,0.285,12.366,0.257,,,12.274,0.03,11.798,0.03,11.595,0.05,,,10.739,0.026,10.433,0.024,10.396,0.021,5377,161,129,3.749,0.07,0.084,-0.574,0.15,0.15,2.141,0.244,0.184,0.962,0.079,0.056,0.094,0.027,0.025,499,44.63,34.38,0.039,0.022,0.012,AAA-222-111-000-0-0,57,
18,18,18,251567632,13 25 48.819,-02 00 31.10,1,13.962,,,440-056061,13254881-0200310,,STAR,gri,rpm,10.3,2.5,-0.2,2.8,,,14.844,0.01,14.135,0.03,,,14.403,0.02,13.999,0.05,13.773,0.08,,,12.865,0.026,12.533,0.027,12.469,0.029,5948,142,142,4.277,0.15,0.27,-0.333,0.25,0.4,1.195,0.372,0.241,0.957,0.121,0.101,0.541,0.494,0.313,822.5,282.9,179.6,0.043,0.024,0.015,AAA-222-111-000-0-0,34.1,
19,19,19,251567665,13 20 02.695,-02 00 28.58,1,15.48,,,,13200269-0200285,,STAR,JHK,rpm,-39.6,9,-11.5,9,,,,,,,,,,,,,,,,,13.238,0.026,12.633,0.024,12.383,0.023,3638,143,143,4.995,0.07,0.084,-0.01,0.18,0.21,0.276,0.082,0.063,0.278,0.106,0.071,12.11,6.217,4.107,120.1,42.28,31.27,0.029,0.014,0.009,AAA-222-111-cc0-0-0,14.1,0879-0327796
20,20,20,251567691,13 36 33.230,-02 00 27.19,1,11.698,,4966-514-1,440-056364,13363322-0200272,,STAR,gri,rpm,20.8,1.7,-38.9,2,,,12.964,0.484,11.518,0.17,,,12.182,0.04,11.662,0.03,11.49,0.13,,,10.56,0.027,10.21,0.022,10.154,0.021,5708,135,135,4.428,0.065,0.351,-0.124,0.2,0.24,0.991,0.555,0.1,0.982,0.075,0.09,0.986,0.27,0.692,234.6,132,34.19,0.037,0.022,0.011,AAA-222-111-000-0-0,79.6,
21,21,21,251567703,13 23 18.752,-02 00 26.02,1,16.462,,,,13231875-0200260,,STAR,J,rpm,8,4,8,3,,,,,,,,,,,,,,,,,15.038,0.06,14.323,0.078,13.908,0.072,3961,323,323,4.847,0.144,0.12,-0.094,0.2,0.24,0.42,0.125,0.128,0.451,0.136,0.163,6.138,5.611,2.565,480.5,215.6,194.5,0.041,0.025,0.014,AAA-222-111-000-0-0,50.8,0879-0328383
22,22,22,251567712,13 35 34.136,-02 00 24.76,1,12.911,,,440-056339,13353414-0200245,,STAR,gri,rpm,27.5,1.8,-31.2,2.3,,,13.728,0.01,13.071,0.06,,,13.352,0.03,12.887,0.03,12.722,0.1,,,11.758,0.024,11.46,0.024,11.374,0.019,5881,142,142,4.393,0.06,0.168,-0.265,0.2,0.24,1.034,0.209,0.133,0.945,0.082,0.082,0.834,0.312,0.368,430.4,98.61,58.97,0.046,0.021,0.016,AAA-222-111-000-0-0,10.5,
23,23,23,251567720,13 42 11.814,-02 00 24.21,1,17.608,,,,13421181-0200242,6166-301-1-0120-0196,STAR,gri,rpm,-19,3,-1,3,,,,,,,20.266,0.049,18.37,0.007,17.575,0.006,17.281,0.006,17.139,0.013,16.007,0.079,15.622,0.115,15.492,0.21,4819,95,76,4.712,0.045,0.054,-0.918,0.35,0.25,0.558,0.058,0.044,0.602,0.055,0.034,3.289,0.711,0.688,1269,168,124.9,0.043,0.023,0.013,ABC-222-111-000-0-0,13.9,
24,24,24,251567740,13 20 01.820,-02 00 23.30,1,10.128,,4959-405-1,440-055934,13200181-0200233,,STAR,gri,apo,12.1,1.3,-20.7,1.3,,,11.031,0.092,10.07,0.053,,,10.814,0.27,9.93,0.11,9.834,0.31,,,8.52,0.039,8.037,0.031,8.017,0.04,4838,101,80,2.924,0.168,0.144,-0.162,0.12,0.15,6.41,2.41,1.307,1.323,0.729,0.243,0.004,0.004,0.002,470.1,204.4,94.96,0.039,0.024,0.012,AAA-111-111-000-0-0,14.1,
25,25,25,251567750,13 22 14.573,-02 00 22.50,1,13.428,,,440-055982,13221457-0200224,,STAR,gri,rpm,-15.3,2,-68.5,2.4,,,14.158,0.03,13.516,0.03,,,13.796,0.03,13.372,0.06,13.271,0.18,,,12.29,0.024,11.966,0.026,11.894,0.021,5839,216,180,4.491,0.08,0.16,-0.865,0.35,0.25,0.816,0.209,0.097,0.777,0.084,0.056,1.355,0.494,0.627,424.4,91.75,88.83,0.038,0.023,0.013,AAA-222-111-000-0-0,44.3,
26,26,26,251567822,13 45 25.304,-02 00 18.15,1,18.43,,,,13452530-0200181,6174-301-2-0115-0271,EXTENDED,gri,,15,3,9,3,,,,,,,22.007,0.3,19.587,0.042,18.418,0.01,17.934,0.01,17.557,0.022,16.713,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUU-266-200-c00-0-0,48.5,
27,27,27,251567829,13 46 18.489,-02 00 17.54,1,14.424,,,440-056633,13461848-0200175,6166-301-3-0123-0037,STAR,gri,lam,-1.1,3,-3.9,3.6,,,15.631,0.04,14.617,0.03,,,15.056,0.04,14.395,0.11,14.153,0.19,,,12.893,0.022,12.375,0.025,12.307,0.023,4921,77,77,3.339,0.135,0.189,-0.337,0.12,0.14,3.45,0.736,0.527,0.98,0.03,0.03,0.023,0.013,0.011,1922,397.3,278.6,0.041,0.023,0.013,AAA-222-111-000-0-0,14.2,
28,28,28,251567833,13 34 47.154,-02 00 17.02,1,16.712,,,,13344715-0200170,,STAR,JHK,rpm,24,1,-48,3,,,,,,,,,,,,,,,,,14.422,0.032,13.82,0.029,13.552,0.042,3583,172,172,5.018,0.078,0.065,-0.065,0.15,0.27,0.247,0.071,0.055,0.243,0.104,0.074,15,8.341,5.361,182.5,75.31,45.66,0.032,0.016,0.008,AAA-222-111-000-0-0,61.9,0879-0331320
29,29,29,251567835,13 44 09.277,-02 00 17.00,1,18.245,,,,,6166-301-2-0121-0180,EXTENDED,gri,,-4,4,-3,4,,,,,,,19.746,0.054,18.651,0.01,18.34,0.011,18.071,0.013,18.053,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,30,251567846,13 43 01.248,-02 00 16.60,1,13.029,,,440-056543,13430124-0200166,,STAR,gri,rpm,22.5,1.8,46.1,3,,,14.123,0.02,13.225,0.03,,,13.657,0.02,12.952,0.03,12.759,0.13,,,11.563,0.023,11.112,0.025,11.043,0.023,5153,123,61,4.583,0.03,0.042,-0.225,0.2,0.28,0.756,0.058,0.064,0.788,0.073,0.062,1.807,0.326,0.276,242.8,29.87,22.38,0.035,0.016,0.016,AAA-222-111-000-0-0,22.1,
31,31,31,251567883,13 43 23.263,-02 00 14.03,1,9.443,,4967-369-1,440-056553,13432325-0200140,,STAR,gri,rav,-22.9,1.2,-4.9,1.2,,,11.009,0.076,9.658,0.031,,,10.327,0.03,9.502,0.05,9.063,0.27,,,7.554,0.023,7,0.044,6.83,0.021,4644,91,91,2.497,0.126,0.09,-0.035,0.12,0.12,11.267,0.673,1.708,1.404,0.278,0.239,0.001,5.20E-04,2.45E-04,492.1,26.76,67.82,0.042,0.022,0.012,AAA-111-111-000-0-0,34.9,
32,32,32,251567910,13 29 28.130,-02 00 11.96,1,17.738,,,,13292812-0200119,2334-301-4-0043-0216,STAR,gri,rpm,3,3,-16,3,,,,,,,20.925,0.09,18.586,0.008,17.725,0.006,17.375,0.006,17.17,0.014,16.273,0.087,15.599,0.086,15.427,0.197,4667,74,74,4.752,0.05,0.06,-0.918,0.3,0.25,0.524,0.06,0.054,0.566,0.046,0.038,3.926,0.904,0.864,1274,184.8,117.5,0.043,0.025,0.014,AAC-222-111-000-0-0,31.6,
33,33,33,251567913,13 24 26.460,-02 00 11.47,1,18.303,,,,13242645-0200114,2334-301-4-0035-0198,EXTENDED,gri,,5,4,0,4,,,,,,,20.151,0.066,19.039,0.012,18.396,0.01,17.987,0.01,17.747,0.031,16.576,0.13,16.027,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,30.7,
34,34,34,251567915,13 48 45.736,-02 00 11.33,1,14.585,,,440-056714,13484573-0200111,6174-301-4-0118-0106,STAR,gri,rpm,15.8,2.8,5.8,3.6,,,16.952,0.095,15.393,0.052,,,16.282,0.08,14.832,0.05,13.858,0.12,,,12.182,0.026,11.525,0.026,11.319,0.025,3677,131,36,4.938,0.02,0.044,0.139,0.05,0.1,0.336,0.052,0.007,0.36,0.069,0.007,9.431,0.566,2.11,94.87,22.82,2.846,0.032,0.001,0.016,AAA-222-111-000-0-0,53.9,
35,35,35,251567950,13 33 33.787,-02 00 09.53,1,17.907,,,,,2334-301-4-0050-0231,EXTENDED,gri,,2,3,-6,3,,,,,,,19.249,0.04,18.285,0.008,17.921,0.008,17.745,0.01,17.651,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,36,251567962,13 21 52.874,-02 00 08.16,1,18.198,,,,13215287-0200081,2334-301-4-0031-0116,EXTENDED,gri,,1,4,0,4,,,,,,,21.236,0.169,19.369,0.016,18.171,0.009,17.696,0.009,17.313,0.023,16.452,0.126,15.784,0.147,15.038,0.153,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-0-0,41.2,
37,37,37,251567982,13 42 24.042,-02 00 06.51,1,14.119,,,440-056516,13422404-0200065,6166-301-1-0120-0042,STAR,JHK,rpm,21.9,2.6,-16.9,3.5,,,,,,,,,,,,,,,,,12.813,0.022,12.378,0.025,12.321,0.026,5249,188,125,4.555,0.04,0.048,-0.193,0.2,0.36,0.79,0.064,0.071,0.839,0.062,0.074,1.625,0.329,0.273,474,59.8,53.1,0.037,0.022,0.011,AAA-222-111-000-0-0,14.7,
38,38,38,251568004,13 40 48.377,-02 00 05.46,1,17.08,,,,13404837-0200054,,STAR,JHK,rpm,-16,2,12,5,,,,,,,,,,,,,,,,,15.536,0.058,14.952,0.069,14.91,0.121,4112,601,375,4.826,0.135,0.162,-0.322,0.3,0.42,0.433,0.15,0.13,0.469,0.142,0.171,5.424,4.911,2.577,624.7,360.8,228.7,0.04,0.022,0.012,AAB-222-111-000-0-0,63.1,0879-0332573
39,39,39,251568049,13 22 31.723,-02 00 01.60,1,18.577,,,,,2334-301-4-0032-0302,EXTENDED,gri,,-51,6,14,6,,,,,,,20.048,0.123,18.758,0.017,18.516,0.021,18.218,0.024,18.111,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,40,251568077,13 18 57.696,-02 00 00.19,1,19.715,,,,,2334-301-4-0026-0284,STAR,gri,,3,6,1,6,,,,,,,20.995,0.101,20.26,0.023,19.913,0.022,19.482,0.022,19.343,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,41,251568082,13 34 39.738,-01 59 59.79,1,19.011,,,,13343973-0159597,,STAR,JHK,rpm,84.2,9,-36.4,9,,,,,,,,,,,,,,,,,16.13,0.126,15.366,0.152,14.95,0.178,3035,471,403,5.206,0.065,0.078,-0.215,0.25,0.35,0.141,0.039,0.026,0.12,0.045,0.028,39.44,16.27,15.12,171.4,98.26,53.91,0.031,0.014,0.01,BBC-222-111-000-0-0,30.9,0880-0305569
42,42,42,251568105,13 25 49.217,-01 59 57.49,1,18.327,,,,13254921-0159574,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.647,0.063,14.861,0.072,14.529,0.087,3956,281,337,4.86,0.161,0.115,-0.168,0.25,0.3,0.396,0.114,0.145,0.44,0.127,0.203,6.548,8.178,2.602,603.4,250.9,257.5,0.04,0.025,0.014,AAA-222-111-000-0-0,29.2,0880-0303830
43,43,43,251568144,13 20 12.192,-01 59 53.73,1,17.068,,,,,2334-301-4-0028-0324,EXTENDED,gri,,7,5,-48,5,,,,,,,18.992,0.067,17.706,0.011,17.153,0.009,16.795,0.012,16.658,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,44,251568217,13 43 24.782,-01 59 47.62,1,19.432,,,,13432478-0159476,6174-301-1-0114-0052,EXTENDED,gri,,-7,2,1,2,,,,,,,21.107,0.102,19.925,0.019,19.345,0.016,19.221,0.021,18.404,0.033,16.649,0.16,15.824,0.137,15.229,0.18,,,,,,,,,,,,,,,,,,,,,,,,,CBC-222-111-ccc-0-0,34.9,
45,45,45,251568256,13 43 57.511,-01 59 44.43,1,12.695,,,441-057120,13435751-0159444,,STAR,gri,rpm,-14,1.5,8.5,1.9,,,13.581,0.02,12.802,0.04,,,13.155,0.02,12.61,0.04,12.498,0.13,,,11.501,0.026,11.218,0.026,11.137,0.021,5789,93,93,4.314,0.138,0.391,-0.004,0.2,0.2,1.157,0.684,0.185,1.047,0.1,0.056,0.674,0.358,0.501,420.4,248.4,75.84,0.04,0.019,0.008,AAA-222-111-000-0-0,33,
46,46,46,251568263,13 17 21.726,-01 59 44.01,1,18.241,,,,13172172-0159440,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.682,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDD-222-111-000-0-0,58.3,0880-0302612
47,47,47,251568291,13 28 53.022,-01 59 41.90,1,18.641,,,,13285302-0159419,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,17.058,0.184,16.211,0.173,15.211,0.173,3589,463,331,5.006,0.125,0.15,-0.168,0.25,0.35,0.245,0.157,0.083,0.251,0.191,0.106,14.9,15.17,8.486,576.1,446,251.4,0.04,0.023,0.013,CCC-222-111-000-0-0,8.6,0880-0304276
48,48,48,251568297,13 24 27.071,-01 59 41.46,1,12.422,,,441-056616,13242707-0159414,,STAR,gri,rpm,-2.2,1.9,-30.9,2.6,,,13.603,0.03,12.659,0.02,,,13.116,0.03,12.346,0.02,12.125,0.18,,,10.955,0.023,10.46,0.022,10.396,0.021,5018,81,101,4.564,0.05,1.09,-0.127,0.12,0.33,0.801,2.202,0.086,0.874,0.2,0.077,1.634,0.376,1.598,201.9,498.4,31.23,0.037,0.025,0.008,AAA-222-111-000-0-0,31.4,
49,49,49,251568323,13 24 07.141,-01 59 39.35,1,9.93,,4959-140-1,441-056612,13240713-0159393,,STAR,gri,rpm,7.9,1.1,-2.8,1.2,,,10.521,0.045,10.008,0.04,,,10.252,0.03,9.923,0.04,9.792,0.21,,,8.953,0.034,8.733,0.057,8.666,0.023,6416,193,193,3.962,0.27,0.27,0.008,0.1,0.14,1.961,0.973,0.65,1.41,0.319,0.228,0.16,0.286,0.103,243.9,122.7,81.65,0.035,0.019,0.012,AAA-112-111-000-0-0,56,
50,50,50,251568371,13 22 04.434,-01 59 36.13,1,17.748,,,,13220443-0159361,2334-301-4-0031-0168,EXTENDED,gri,,2,3,3,3,,,,,,,20.961,0.181,18.959,0.014,17.725,0.008,17.229,0.008,16.856,0.021,16.34,0.117,15.848,0.155,15.056,0.146,,,,,,,,,,,,,,,,,,,,,,,,,BCB-222-111-000-0-0,79.2,
51,51,51,251568373,13 22 53.829,-01 59 35.97,1,18.159,,,,,2334-301-4-0032-0259,EXTENDED,gri,,-14,3,5,3,,,,,,,20.042,0.084,18.821,0.013,18.238,0.011,17.876,0.012,17.574,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,52,251568414,13 42 30.116,-01 59 32.81,1,18.927,,,,,6166-301-1-0120-0210,STAR,gri,,-27,3,3,3,,,,,,,19.303,0.026,18.811,0.009,18.966,0.011,19.072,0.016,19.33,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,53,251568428,13 37 24.734,-01 59 31.41,1,13.986,,,441-056959,13372473-0159315,,STAR,gri,rpm,-0.7,2.5,-10.2,2.9,,,14.846,0.03,14.151,0.06,,,14.448,0.04,13.946,0.04,13.788,0.13,,,12.894,0.024,12.563,0.022,12.505,0.029,5809,138,138,4.367,0.105,0.273,-0.189,0.25,0.3,1.06,0.397,0.156,0.974,0.08,0.096,0.743,0.369,0.461,737.8,278.8,133.9,0.042,0.028,0.014,AAA-222-111-000-0-0,13.3,
54,54,54,251568430,13 29 35.397,-01 59 31.22,1,18.19,,,,13293539-0159312,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.637,0.139,15.894,0.14,15.498,0.209,3836,656,364,4.926,0.14,0.196,-0.253,0.3,0.48,0.314,0.188,0.118,0.361,0.205,0.171,8.664,10.29,5.277,767.7,648.7,351.6,0.04,0.023,0.013,BBC-222-111-c00-0-0,6.1,0880-0304410
55,55,55,251568438,13 19 11.568,-01 59 30.52,1,18.869,,,,,2333-301-5-0020-0223,EXTENDED,gri,,-3,5,26,5,,,,,,,20.684,0.159,19.238,0.022,18.839,0.023,18.711,0.033,18.846,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,56,251568439,13 33 29.271,-01 59 30.38,1,11.43,,4966-26-1,441-056852,13332926-0159302,,STAR,gri,rav,9,1.9,-9.8,2.3,,,13.119,0.515,11.789,0.224,,,12.046,0.07,11.384,0.02,11.165,0.05,,,10.232,0.029,9.848,0.022,9.719,0.024,5250,157,157,4.563,0.03,0.03,-0.03,0.1,0.12,0.802,0.055,0.043,0.876,0.054,0.045,1.637,0.2,0.211,145.6,13.31,12.2,0.029,0.014,0.008,AAA-222-111-000-0-0,35.6,
57,57,57,251568443,13 35 31.220,-01 59 30.22,1,14.911,,,441-056908,13353122-0159301,2334-301-4-0053-0219,STAR,gri,rpm,-23.5,3.9,46.7,4.1,,,17.864,0.31,16.44,0.078,,,17.258,0.076,15.731,0.01,13.905,0.08,,,11.442,0.026,10.927,0.024,10.605,0.021,3308,79,33,5.14,0.02,0.086,-0.018,0.08,0.05,0.172,0.054,0.003,0.151,0.06,0.003,29.42,1.765,11.11,29.24,22.51,0.877,0.005,0.014,0.001,AAA-222-111-000-0-0,69.8,
58,58,58,251568445,13 20 52.041,-01 59 29.97,1,17.396,,,,,2333-301-5-0022-0186,EXTENDED,gri,,-10,3,-13,3,,,,,,,19.627,0.076,18.178,0.011,17.407,0.009,17.061,0.01,16.822,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,59,251568459,13 21 53.607,-01 59 28.46,1,17.305,,,,13215360-0159284,2334-301-4-0031-0121,EXTENDED,gri,,1,3,-9,3,,,,,,,20.479,0.121,18.457,0.01,17.31,0.006,16.811,0.006,16.478,0.015,16.012,0.093,15.457,0.117,14.558,0.1,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-0-0,41.2,
60,60,60,251568464,13 26 27.211,-01 59 28.30,1,18.287,,,,,2334-301-4-0038-0239,STAR,gri,,-7,3,-7,3,,,,,,,19.49,0.032,18.496,0.007,18.217,0.008,18.102,0.009,18.121,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,61,251568472,13 40 53.364,-01 59 27.75,1,14.333,,,441-057041,13405335-0159279,,STAR,gri,rpm,4.8,2.8,-4.4,3.2,,,15.198,0.02,14.387,0.04,,,14.741,0.03,14.191,0.03,14.159,0.09,,,13.049,0.023,12.674,0.025,12.677,0.03,5674,112,158,4.446,0.07,0.49,-0.187,0.25,0.3,0.952,0.777,0.111,0.927,0.106,0.088,1.025,0.342,0.853,707.3,597.7,105.3,0.041,0.019,0.012,AAA-222-111-000-0-0,31.8,
62,62,62,251568493,13 37 00.580,-01 59 26.38,1,12.912,,,441-056946,13370057-0159262,,STAR,gri,rpm,-8.8,2.1,2.6,2.4,,,14.163,0.02,13.2,0.05,,,13.638,0.04,12.894,0.02,12.601,0.13,,,11.409,0.022,10.928,0.025,10.821,0.019,5003,81,81,2.887,0.763,0.654,-0.576,0.35,0.35,5.021,5.924,2.718,0.946,0.123,0.068,0.006,0.054,0.005,1355,1542,635.6,0.042,0.026,0.012,AAA-222-111-000-0-0,11,
