EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
212396760,13 42 47.523,-14 59 15.82,1,12.954,,,376-067004,13424752-1459157,STAR,gri,rpm,-20.2,2,-26.5,2.3,,,14.062,0.06,13.221,0.06,13.586,0.07,12.928,0.05,12.683,0.08,11.671,0.022,11.25,0.021,11.189,0.023,5316,126,126,4.543,0.04,0.048,-0.155,0.2,0.32,0.822,0.083,0.055,0.874,0.054,0.065,1.545,0.27,0.312,293.8,37.98,28.31,0.037,0.011,0.009,AAA-222-111-000-0-0,22.2,
212396901,13 41 14.106,-14 59 03.71,1,18.314,,,,13411410-1459037,STAR,J,,14,6,38,10,,,,,,,,,,,,,16.756,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUU-200-100-000-0-0,37.3,0750-0281176
212396964,13 41 38.445,-14 58 59.30,1,17.095,,,,13413844-1458593,STAR,J,col,,,,,,,,,,,,,,,,,15.627,0.072,15.202,0.084,14.6,0.114,3578,328,281,5.025,0.1,0.14,-0.112,0.2,0.32,0.246,0.121,0.07,0.234,0.171,0.086,15.8,11.97,7.77,317.3,220.5,112.9,0.036,0.019,0.012,AAB-222-111-000-0-0,22.9,
212396970,13 41 36.870,-14 58 58.90,1,18.358,,,,13413686-1458589,STAR,J,col,,,,,,,,,,,,,,,,,16.796,0.181,15.976,0.165,14.977,0.14,3557,419,349,5.029,0.125,0.125,-0.168,0.25,0.3,0.239,0.119,0.079,0.234,0.173,0.096,16.5,16.42,9.295,514,379.2,249.2,0.04,0.023,0.013,CCB-222-111-cc0-0-0,16.5,
212397228,13 41 37.273,-14 58 37.59,1,11.487,,5552-139-1,376-066953,13413725-1458377,STAR,gri,rpm,8.4,2.2,-5.1,2.5,,,13.328,0.51,11.732,0.198,12.26,0.06,11.453,0.04,11.156,0.12,9.965,0.024,9.431,0.024,9.284,0.021,4798,97,97,2.448,0.672,0.252,-0.398,0.25,0.55,9.236,2.94,4.607,1.008,0.227,0.126,9.83E-04,0.009,5.48E-04,1279,343.1,600.4,0.042,0.025,0.014,AAA-222-111-000-0-0,,
212397588,13 42 52.943,-14 58 08.09,1,16.33,,,,13425294-1458080,STAR,J,col,,,,,,,,,,,,,,,,,14.916,0.083,14.239,0.115,13.767,0.087,3818,493,308,4.926,0.13,0.182,-0.112,0.2,0.32,0.319,0.169,0.111,0.355,0.201,0.167,8.28,9.219,4.907,332.6,254.8,144.3,0.039,0.022,0.012,ABA-222-111-000-0-0,21.1,
212397622,13 42 30.355,-14 58 05.60,1,17.981,,,,13423035-1458056,STAR,J,col,,,,,,,,,,,,,,,,,16.448,0.137,15.868,0.204,15.078,0.158,3727,707,321,4.979,0.125,0.225,-0.218,0.25,0.5,0.285,0.241,0.101,0.304,0.276,0.138,11.32,12.06,7.773,598.4,749.9,263.4,0.04,0.024,0.012,BCC-222-111-000-0-0,9.4,
212397654,13 40 09.313,-14 58 02.11,1,17.853,,,,13400931-1458021,STAR,J,col,,,,,,,,,,,,,,,,,16.331,0.106,15.451,0.129,15.115,0.171,3892,445,370,4.902,0.145,0.145,-0.218,0.25,0.4,0.367,0.143,0.136,0.407,0.16,0.192,7.769,9.543,3.784,736.1,433.2,351,0.04,0.023,0.013,ABC-222-111-000-0-0,31,
212398170,13 41 39.272,-14 57 19.18,1,15.895,,,,13413927-1457191,STAR,JHK,col,,,,,,,,,,,,,,,,,13.505,0.026,12.921,0.021,12.601,0.025,3440,121,681,5.088,0.15,0.075,-0.02,0.15,0.18,0.203,0.057,0.079,0.184,0.071,0.085,19.61,15.99,5.663,94.12,34.02,51.92,0.021,0.014,0.012,AAA-222-111-000-0-0,,
212398180,13 42 01.758,-14 57 18.23,1,17.722,,,,13420175-1457182,STAR,J,col,,,,,,,,,,,,,,,,,16.21,0.12,15.575,0.147,14.79,0.129,3629,442,276,5.013,0.12,0.144,-0.168,0.25,0.35,0.256,0.154,0.083,0.254,0.195,0.108,13.25,12.59,7.306,443.8,394.1,182.5,0.04,0.022,0.012,BBB-222-111-000-0-0,32.7,
212398212,13 42 04.402,-14 57 15.89,1,14.992,,,376-066970,13420439-1457158,STAR,BV,rpm,-1.7,3.4,-17.9,3.7,,,16.09,0.04,15.207,0.048,,,,,,,13.931,0.03,13.578,0.031,13.484,0.043,5698,282,282,4.472,0.075,0.24,-0.491,0.35,0.42,0.885,0.335,0.111,0.84,0.08,0.08,1.17,0.506,0.693,941,388.2,149.2,0.041,0.024,0.012,AAA-222-111-000-0-0,,
212398488,13 42 30.026,-14 56 51.23,1,15.673,,,,13423002-1456512,STAR,JHK,col,,,,,,,,,,,,,,,,,13.471,0.026,12.834,0.026,12.628,0.03,3888,266,190,4.882,0.096,0.08,-0.095,0.2,0.28,0.39,0.081,0.091,0.437,0.096,0.115,6.932,3.854,2.136,210,59.28,54.17,0.035,0.02,0.011,AAA-222-111-000-0-0,,
212398530,13 41 44.663,-14 56 46.67,1,14.045,,,376-066958,13414466-1456466,STAR,gri,rpm,-68.3,3.3,0.6,3.8,,,15.209,0.07,14.301,0.05,14.732,0.06,14.013,0.05,13.751,0.11,12.694,0.024,12.224,0.021,12.124,0.026,5002,200,120,4.67,0.08,0.048,-0.869,0.36,0.42,0.615,0.061,0.081,0.644,0.048,0.058,2.702,0.985,0.429,318.3,38.02,52.58,0.039,0.022,0.013,AAA-222-111-000-0-0,,
212398610,13 40 51.149,-14 56 40.34,1,12.527,,,376-066926,13405115-1456402,STAR,gri,rpm,-17,1.5,1.2,1.7,,,13.591,0.07,12.728,0.07,13.114,0.06,12.469,0.05,12.275,0.11,11.283,0.024,10.918,0.03,10.783,0.023,5530,164,197,4.167,0.336,0.392,-0.067,0.15,0.18,1.379,0.845,0.524,1.011,0.161,0.089,0.35,0.848,0.248,448.3,213.6,181.6,0.05,0.016,0.016,AAA-222-111-000-0-0,,
212398623,13 38 53.767,-14 56 39.37,1,13.885,,,376-066864,13385376-1456393,STAR,gri,rpm,-6,2.5,-10.5,2.9,,,14.645,0.07,14.034,0.09,14.274,0.06,13.851,0.06,13.719,0.1,12.866,0.026,12.543,0.023,12.462,0.027,5931,176,176,4.307,0.135,0.243,-0.283,0.25,0.4,1.145,0.393,0.227,0.964,0.103,0.103,0.633,0.418,0.379,809.9,246,188.7,0.044,0.025,0.014,AAA-222-111-000-0-0,,
212398963,13 39 52.416,-14 56 12.45,1,18.042,,,,13395241-1456124,STAR,J,rpm,16,4,18,6,,,,,,,,,,,,,16.503,0.134,15.958,0.165,15.127,0.173,3612,361,226,5.016,0.09,0.108,-0.168,0.25,0.35,0.257,0.116,0.069,0.254,0.139,0.087,14.94,10.43,7.027,495.8,312.7,165.9,0.039,0.022,0.012,BCC-222-111-000-0-0,,0750-0280798
212399350,13 41 11.616,-14 55 41.60,1,18.217,,,,13411161-1455415,STAR,J,,12,7,18,6,,,,,,,,,,,,,16.661,0.149,15.811,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,BBD-222-111-000-0-0,22.9,0750-0281164
212399457,13 38 34.959,-14 55 33.33,1,18.17,,,,13383495-1455333,STAR,J,col,,,,,,,,,,,,,,,,,16.619,0.137,15.832,0.141,14.93,0.127,3571,331,397,5.031,0.125,0.125,-0.153,0.2,0.28,0.223,0.111,0.074,0.23,0.169,0.094,16.66,16.58,8.311,482.8,333.3,225.7,0.04,0.023,0.013,BBB-222-111-000-0-0,45.9,
212399491,13 40 53.240,-14 55 31.03,1,14.361,,,376-066928,13405324-1455309,STAR,gri,rpm,-10.1,3.1,-1.7,3.3,,,15.475,0.07,14.585,0.01,14.998,0.03,14.333,0.03,14.087,0.14,12.867,0.023,12.379,0.022,12.323,0.026,5083,102,81,3.235,0.525,0.63,-0.783,0.4,0.25,3.628,3.692,1.607,0.895,0.044,0.08,0.018,0.091,0.016,2035,1807,957.4,0.042,0.024,0.015,AAA-222-111-000-0-0,,
212399497,13 41 14.106,-14 55 30.43,1,13.72,,,376-066940,13411410-1455304,STAR,gri,rpm,-15.5,2.4,1.9,2.7,,,14.413,0.03,13.818,0.03,14.047,0.05,13.7,0.02,13.58,0.13,12.785,0.026,12.471,0.027,12.404,0.026,6084,96,121,4.237,0.14,0.196,-0.538,0.35,0.42,1.19,0.328,0.218,0.909,0.147,0.074,0.494,0.355,0.236,810.6,191.3,154.8,0.04,0.017,0.012,AAA-222-111-000-0-0,,
212399530,13 40 16.985,-14 55 27.83,1,14.633,,,376-066902,13401699-1455277,STAR,gri,rpm,-113.3,3.5,-14.1,3.8,,,17.282,0.04,15.542,0.02,16.41,0.07,14.954,0.04,13.872,0.16,11.938,0.022,11.33,0.022,11.062,0.023,3490,122,102,5.058,0.045,0.063,0.021,0.12,0.18,0.225,0.046,0.032,0.217,0.061,0.038,17.36,5.005,4.551,65.86,21.76,21.7,0.016,0.012,0.005,AAA-222-111-000-0-0,,
212399553,13 42 12.242,-14 55 25.71,1,18.529,,,,13421224-1455257,STAR,J,,,,,,,,,,,,,,,,,,16.954,0.188,15.9,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,CCU-220-110-000-0-0,58.3,
212399559,13 41 10.499,-14 55 25.39,1,17.564,,,,13411049-1455253,STAR,J,col,,,,,,,,,,,,,,,,,16.064,0.094,15.136,0.112,14.799,0.132,3979,328,394,4.869,0.144,0.12,-0.218,0.25,0.35,0.392,0.121,0.137,0.454,0.132,0.212,6.358,7.425,2.7,692.7,394.1,312.7,0.04,0.025,0.014,ABB-222-111-000-0-0,22.9,
212399789,13 42 42.616,-14 55 07.83,1,16.697,,,,13424261-1455078,STAR,JHK,col,,,,,,,,,,,,,,,,,14.459,0.03,13.81,0.021,13.605,0.044,3994,270,193,4.849,0.085,0.102,-0.155,0.2,0.28,0.415,0.097,0.078,0.462,0.104,0.104,5.91,3.035,2.005,354.6,136.7,84.36,0.041,0.022,0.012,AAA-222-111-000-0-0,23.9,
212400021,13 42 20.951,-14 54 49.60,1,15.992,,,376-066977,13422095-1454494,STAR,gri,,-8.4,3.5,-3.2,3.9,,,16.521,0.6,16.159,0.35,16.104,0.71,15.955,0.44,15.83,0.16,15.654,0.054,15.407,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,AAD-222-111-000-0-0,60.3,
212400053,13 41 07.401,-14 54 47.25,1,18.31,,,,13410740-1454472,STAR,J,col,,,,,,,,,,,,,,,,,16.752,0.157,15.993,0.182,15.02,0.145,3605,437,312,5.031,0.125,0.15,-0.168,0.25,0.35,0.238,0.147,0.079,0.243,0.183,0.102,14,13.62,7.805,547.6,415.1,236.1,0.04,0.023,0.013,CCB-222-111-000-0-0,53.7,
212400207,13 38 27.283,-14 54 33.36,1,17.736,,,,13382728-1454333,STAR,J,rpm,8,2,12,6,,,,,,,,,,,,,16.223,0.094,15.492,0.117,14.855,0.133,3774,382,273,4.951,0.1,0.14,-0.168,0.25,0.3,0.321,0.133,0.094,0.352,0.16,0.133,9.383,7.303,4.68,555.2,401.6,202.5,0.041,0.023,0.013,ABB-222-111-000-0-0,27.1,0750-0280475
212400218,13 40 44.235,-14 54 32.20,1,18.176,,,,13404423-1454321,STAR,J,col,,,,,,,,,,,,,,,,,16.624,0.127,15.767,0.122,14.912,0.128,3571,331,529,5.031,0.156,0.13,-0.143,0.2,0.28,0.233,0.122,0.092,0.227,0.167,0.105,15.16,20.54,7.735,466.4,333,247,0.04,0.023,0.016,BBB-222-111-000-0-0,13.4,
212400760,13 43 00.593,-14 53 48.89,1,18.605,,,,13430059-1453488,STAR,J,,,,,,,,,,,,,,,,,,17.025,0.195,15.864,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,CBU-220-110-000-0-0,16.4,
212400766,13 39 52.130,-14 53 48.51,1,18.094,,,,13395213-1453485,STAR,J,,,,,,,,,,,,,,,,,,16.55,0.156,15.968,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,CCD-222-111-000-0-0,15.9,
212401144,13 42 40.558,-14 53 18.76,1,14.156,,,376-066999,13424056-1453187,STAR,gri,rpm,-39.9,3.2,-15.4,3.7,,,15.685,0.05,14.56,0.03,15.161,0.05,14.119,0.05,13.726,0.09,12.488,0.021,11.926,0.021,11.822,0.021,4647,93,130,4.641,0.063,0.045,-0.045,0.24,0.36,0.675,0.057,0.091,0.739,0.055,0.099,2.357,0.75,0.374,296.7,26.39,50.71,0.039,0.016,0.013,AAA-222-111-000-0-0,24.4,
212401155,13 42 33.560,-14 53 18.18,1,13.495,,,376-066991,13423354-1453180,STAR,gri,rpm,66.6,3.3,-107.7,4,,,15.667,0.07,14.211,0.05,15.023,0.04,13.593,0.03,12.839,0.09,11.323,0.024,10.648,0.022,10.486,0.023,3860,77,77,4.882,0.054,0.03,-0.049,0.12,0.12,0.391,0.032,0.046,0.44,0.037,0.059,6.97,1.968,0.899,93.22,41.83,25.38,0.026,0.02,0.007,AAA-222-111-000-0-0,,
212401395,13 39 19.874,-14 52 57.78,1,13.769,,,376-066877,13391987-1452576,STAR,gri,rpm,-11.9,5.8,-34.9,3,,,14.76,0.05,13.911,0.02,14.3,0.04,13.685,0.03,13.541,0.16,12.495,0.027,12.15,0.026,12.046,0.024,5526,112,89,4.507,0.056,0.042,-0.24,0.25,0.3,0.864,0.057,0.095,0.869,0.07,0.084,1.322,0.381,0.186,477,28.26,66.3,0.045,0.025,0.014,AAA-222-111-000-0-0,,
212401405,13 37 12.312,-14 52 57.03,1,14.17,,,376-066806,13371231-1452568,STAR,gri,rpm,-13,4.2,-4.5,4,,,15.306,0.05,14.451,0.03,14.846,0.03,14.179,0.05,13.88,0.09,12.782,0.024,12.275,0.022,12.205,0.027,5057,100,80,3.313,1.199,0.545,-0.678,0.35,0.42,3.083,2.579,2.366,0.89,0.057,0.102,0.016,1.023,0.014,1757,1748,1315,0.04,0.029,0.013,AAA-222-111-000-0-0,,
212401421,13 40 16.501,-14 52 55.50,1,12.399,,,376-066901,13401649-1452554,STAR,gri,rpm,-8.1,1.5,-12.4,1.3,,,12.993,0.05,12.437,0.02,12.671,0.04,12.322,0.02,12.282,0.15,11.373,0.022,11.095,0.023,11.008,0.023,6175,126,126,4.208,0.125,0.225,-0.202,0.24,0.32,1.314,0.442,0.196,1.112,0.129,0.155,0.44,0.234,0.236,492.9,140.9,81.03,0.038,0.015,0.011,AAA-222-111-000-0-0,,
212401433,13 42 40.679,-14 52 54.37,1,12.67,,,376-067000,13424068-1452544,STAR,gri,rpm,-34.9,1.9,-18.8,2.5,,,13.635,0.05,12.882,0.03,13.219,0.05,12.657,0.03,12.435,0.09,11.499,0.024,11.108,0.022,11.057,0.021,5511,110,132,4.506,0.045,0.054,-0.145,0.16,0.36,0.878,0.1,0.075,0.904,0.063,0.088,1.285,0.296,0.283,296.3,46.73,34.04,0.038,0.021,0.013,AAA-222-111-000-0-0,22.7,
212401590,13 42 34.083,-14 52 42.07,1,12.844,,,376-066993,13423408-1452420,STAR,gri,rpm,1.2,1.5,0.3,1.7,,,13.324,0.06,12.872,0.02,13.032,0.05,12.782,0.03,12.664,0.08,11.937,0.026,11.701,0.026,11.674,0.023,6391,132,158,4.17,0.11,0.154,-0.159,0.15,0.27,1.407,0.437,0.15,1.184,0.15,0.15,0.387,0.185,0.18,684.1,224,73.27,0.031,0.013,0.005,AAA-222-111-000-0-0,,
212401774,13 39 14.894,-14 52 25.56,1,18.084,,,,13391489-1452255,STAR,J,col,,,,,,,,,,,,,,,,,16.541,0.135,15.891,0.14,15.076,0.161,3629,470,293,5.013,0.12,0.144,-0.168,0.25,0.35,0.26,0.158,0.085,0.252,0.193,0.107,13.25,12.59,7.306,529.5,486.9,222,0.04,0.023,0.013,BBC-222-111-000-0-0,47,
212401957,13 42 23.709,-14 52 10.75,1,18.212,,,,13422371-1452107,STAR,J,rpm,10,4,10,8,,,,,,,,,,,,,16.656,0.161,15.762,0.154,15.087,0.145,3783,432,324,4.971,0.1,0.16,-0.168,0.25,0.4,0.31,0.132,0.093,0.317,0.182,0.13,10.53,8.194,5.251,643.5,474.8,237.5,0.042,0.023,0.013,CBB-222-111-000-0-0,23.8,0751-0280367
212402103,13 40 11.521,-14 51 59.16,1,14.835,,,,13401152-1451591,STAR,J,col,,,,,,,,,,,,,,,,,13.508,0.026,12.865,0.025,12.497,0.033,2363,1126,53,5.32,0.02,0.288,0.04,0.15,0.18,0.102,0.122,0.002,0.082,0.131,0.002,74.41,4.464,55.54,26.67,81.97,1.492,0.005,0.019,0.001,AAA-222-111-000-0-0,,
212402152,13 36 34.691,-14 51 54.87,1,14.369,,,376-066785,13363469-1451548,STAR,gri,rpm,0.2,3.4,-6.2,3.7,,,15.666,0.05,14.724,0.04,15.173,0.02,14.382,0.05,14.024,0.06,12.811,0.026,12.264,0.024,12.136,0.03,4831,115,77,2.501,1.036,0.74,-0.678,0.35,0.7,7.381,8.327,4.817,0.906,0.073,0.118,0.002,0.047,0.001,3795,4412,2291,0.047,0.026,0.016,AAA-222-111-000-0-0,,
212402153,13 37 26.840,-14 51 54.84,1,14.299,,,376-066816,13372683-1451546,STAR,gri,rpm,3.4,9.2,-3,3.6,,,15.58,0.08,14.615,0.03,15.094,0.04,14.285,0.03,13.958,0.06,12.745,0.022,12.185,0.022,12.082,0.026,4792,114,76,2.508,1.09,0.545,-0.608,0.35,0.56,7.822,5.992,5.314,0.914,0.072,0.13,0.001,0.037,9.00E-04,3920,2923,2634,0.047,0.02,0.02,AAA-222-111-000-0-0,,
212402298,13 36 32.780,-14 51 43.68,1,11.109,,5551-311-1,376-066781,13363277-1451437,STAR,gri,rpm,-30.2,2.2,-3.2,2.2,,,12.372,0.222,11.607,0.139,11.876,0.03,11.117,0.05,10.78,0.08,9.609,0.026,9.139,0.029,9.012,0.024,4983,101,80,3.264,0.39,0.78,-0.406,0.36,0.42,3.622,4.402,1.099,1.014,0.225,0.125,0.02,0.042,0.018,472,537.1,137.8,0.04,0.024,0.012,AAA-222-111-000-0-0,,
212402339,13 40 50.039,-14 51 39.27,1,13.322,,,376-066925,13405004-1451392,STAR,gri,rpm,-18.4,1.7,11.8,2.1,,,14.075,0.07,13.424,0.03,13.696,0.04,13.282,0.04,13.162,0.11,12.296,0.021,11.996,0.021,11.947,0.024,6014,144,144,4.322,0.1,0.2,-0.287,0.2,0.36,1.129,0.286,0.168,0.966,0.122,0.087,0.647,0.374,0.32,610.5,184.7,105,0.041,0.029,0.012,AAA-222-111-000-0-0,,
212402347,13 39 31.937,-14 51 38.92,1,17.24,,,,13393193-1451389,STAR,J,col,,,,,,,,,,,,,,,,,15.762,0.08,15.199,0.112,14.488,0.093,3564,296,247,5.032,0.105,0.105,-0.073,0.16,0.28,0.236,0.097,0.069,0.235,0.138,0.086,14.81,11.83,6.578,314.4,181.6,115.1,0.037,0.022,0.012,ABA-222-111-000-0-0,26.4,
212402378,13 40 38.057,-14 51 36.36,1,11.817,,,376-066918,13403805-1451363,STAR,gri,rav,-1.7,1.8,0.9,2,,,13.632,0.05,12.231,0.02,12.943,0.02,11.772,0.02,11.334,0.18,9.776,0.023,9.048,0.022,8.871,0.021,4141,101,84,1.131,0.13,0.156,-0.665,0.12,0.12,43.268,8.085,6.812,0.919,0.042,0.018,1.08E-05,5.91E-06,4.40E-06,4292,677,493.1,0.043,0.027,0.015,AAA-222-111-000-0-0,,
212402397,13 38 05.647,-14 51 34.92,1,13.985,,,376-066831,13380564-1451349,STAR,gri,rpm,-10.4,2.7,-5.6,3.1,,,14.748,0.02,14.186,0.03,14.411,0.04,13.928,0.06,13.803,0.07,12.713,0.024,12.434,0.023,12.376,0.032,5951,143,143,4.296,0.12,0.24,-0.176,0.2,0.24,1.149,0.415,0.164,1.023,0.127,0.106,0.601,0.334,0.353,763,254,125.4,0.041,0.026,0.013,AAA-222-111-000-0-0,,
212402465,13 42 36.669,-14 51 29.26,1,18.357,,,,13423666-1451292,STAR,J,col,,,,,,,,,,,,,,,,,16.795,0.154,15.731,0.147,15.02,0.16,3659,514,367,4.982,0.14,0.168,-0.218,0.25,0.35,0.269,0.152,0.097,0.278,0.222,0.139,12.49,15.48,6.913,672,528.5,337.1,0.04,0.023,0.013,BBC-222-111-000-0-0,49.1,
212402502,13 42 49.178,-14 51 26.80,1,11.086,,5552-353-1,376-067005,13424918-1451267,STAR,gri,rpm,-33.3,2,1,2.1,,,11.93,0.146,11.144,0.096,11.462,0.05,11.078,0.02,10.925,0.09,10.143,0.022,9.883,0.021,9.835,0.019,6141,149,124,4.207,0.13,0.182,-0.101,0.16,0.28,1.322,0.414,0.207,1.127,0.136,0.136,0.434,0.262,0.21,284,70.25,47.77,0.037,0.018,0.011,AAA-222-111-000-0-0,38.7,
212402625,13 37 35.431,-14 51 16.99,1,16.867,,,,13373543-1451169,STAR,J,rpm,14,7,14,3,,,,,,,,,,,,,15.414,0.081,14.575,0.09,14.056,0.088,3872,345,288,4.906,0.115,0.138,-0.092,0.2,0.28,0.361,0.114,0.115,0.393,0.138,0.166,7.406,6.771,3.095,468.1,205.4,186.8,0.042,0.023,0.013,AAA-222-111-000-0-0,62.4,0751-0279218
212402680,13 42 01.948,-14 51 12.69,1,18.23,,,,13420194-1451126,STAR,J,,,,,,,,,,,,,,,,,,16.672,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDU-220-110-000-0-0,37.3,
212402729,13 38 30.146,-14 51 08.76,1,18.832,,,,13383014-1451087,STAR,JHK,col,,,,,,,,,,,,,,,,,16.287,0.105,15.768,0.153,15.29,0.195,3891,1229,461,4.926,0.15,0.3,-0.303,0.3,0.54,0.335,0.331,0.13,0.38,0.291,0.182,7.715,13.15,5.667,663.9,1178,313.1,0.04,0.024,0.012,ABC-222-111-000-0-0,,
212402787,13 41 21.068,-14 51 03.52,1,17.074,,,,13412106-1451035,STAR,J,col,,,,,,,,,,,,,,,,,15.607,0.077,14.917,0.091,14.408,0.098,3660,390,279,4.975,0.115,0.161,-0.112,0.2,0.28,0.277,0.138,0.092,0.289,0.206,0.129,11.35,10.78,6.258,367.5,250.9,149.1,0.038,0.023,0.013,AAA-222-111-000-0-0,24.2,
212402817,13 38 58.370,-14 51 01.37,1,17.201,,,,13385837-1451013,STAR,J,col,,,,,,,,,,,,,,,,,15.725,0.07,14.944,0.083,14.371,0.095,3632,379,316,4.973,0.14,0.14,-0.113,0.2,0.28,0.274,0.148,0.111,0.275,0.19,0.135,11.48,13.64,6.235,369.8,275.8,180.3,0.038,0.023,0.013,AAA-222-111-000-0-0,,
