EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
203472968,15 52 01.602,-26 01 20.57,1,11.715,,,320-082456,15520160-2601205,,STAR,JHK,rpm,0.1,1.7,-12.8,2.3,,,,,,,,,,,,,,,,,10.468,0.026,10.137,0.022,10.022,0.023,5919,252,252,4.009,0.384,0.24,-0.008,0.18,0.21,1.613,0.817,0.627,1.167,0.317,0.176,0.214,0.614,0.132,396.4,172.6,157.4,0.133,0.125,0.04,AAA-222-111-000-0-0,29.3,
203474528,15 52 11.998,-26 01 01.87,1,11.92,,6782-1712-1,320-082480,15521199-2601017,,STAR,BV,rpm,-0.5,3.1,-8.9,3,,,12.486,0.249,11.989,0.216,,,,,,,,,,,10.804,0.022,10.513,0.024,10.431,0.022,6101,186,149,4.073,0.235,0.235,0,0.15,0.21,1.569,0.707,0.382,1.227,0.245,0.136,0.257,0.286,0.152,418.7,186,96.67,0.147,0.083,0.046,AAA-222-111-000-0-0,22.1,
203483436,15 51 58.795,-25 59 15.83,1,15.328,,,,15515879-2559158,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.81,0.026,12.176,0.025,11.846,0.023,3510,97,156,5.035,0.084,0.06,-0.086,0.2,0.52,0.235,0.054,0.059,0.223,0.079,0.066,16.69,10.38,4.874,81,25.04,25.45,0.051,0.034,0.021,AAA-222-111-000-0-0,10.1,
203484963,15 51 52.091,-25 58 58.00,1,12.481,,,321-081213,15515208-2558579,,STAR,JHK,rpm,-51.7,1.1,-43.9,3.1,,,,,,,,,,,,,,,,,11.042,0.024,10.597,0.022,10.467,0.023,5241,187,155,4.57,0.03,0.06,-0.262,0.2,0.36,0.769,0.091,0.055,0.802,0.065,0.065,1.797,0.219,0.402,203.2,61.49,21.77,0.097,0.078,0.017,AAA-222-111-000-0-0,24.9,
203490018,15 51 33.245,-25 57 56.91,1,16.964,,,,15513324-2557569,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.665,0.04,14.096,0.043,13.792,0.055,3610,355,222,4.988,0.1,0.14,-0.081,0.2,0.28,0.274,0.14,0.08,0.278,0.191,0.106,12.66,9.853,7.005,226.6,184.8,78.58,0.102,0.072,0.036,AAA-222-111-000-0-0,25.4,
203522650,15 51 14.966,-25 51 17.80,1,10.896,,6782-1177-1,321-081139,15511494-2551177,,STAR,BV,rpm,9.9,3.1,-16,3,,,12.035,0.195,11.122,0.107,,,,,,,,,,,8.596,0.03,7.97,0.04,7.85,0.023,4632,137,109,2.422,0.252,0.21,-0.158,0.25,0.45,11.065,2.238,2.515,1.187,0.233,0.233,7.90E-04,9.23E-04,4.26E-04,742.7,142,161.4,0.146,0.101,0.042,AAA-111-111-000-0-0,5.1,
203528507,15 51 29.143,-25 50 05.28,1,11.5,,,321-081164,15512913-2550052,,STAR,gri,rpm,-13.2,1.4,1.2,1.9,,,12.369,0.13,11.656,0.02,,,11.91,0.03,11.485,0.04,11.325,0.06,,,10.439,0.023,10.21,0.025,10.103,0.023,6398,200,160,4.142,0.124,0.217,0.035,0.08,0.12,1.581,0.58,0.316,1.354,0.203,0.127,0.292,0.233,0.164,387.8,130.5,83.28,0.147,0.084,0.042,AAA-222-111-000-0-0,35.1,
203533473,15 51 08.262,-25 49 04.62,1,15.322,,,321-081129,15510826-2549045,,STAR,JHK,rpm,-53.2,2.6,-29.7,2.6,,,,,,,,,,,,,,,,,13.048,0.026,12.421,0.025,12.183,0.027,3710,146,176,4.959,0.084,0.072,-0.04,0.2,0.2,0.316,0.062,0.082,0.338,0.08,0.106,10.27,6.31,3.099,126,38.73,33.84,0.071,0.034,0.024,AAA-222-111-000-0-0,15.7,
203571443,15 52 11.442,-25 41 11.84,1,10.775,,,322-080217,15521143-2541117,,STAR,gri,rpm,-1.1,0.8,-14.9,1.9,,,11.307,0.13,10.816,0.01,,,10.916,0.03,10.728,0.04,10.665,0.06,,,9.924,0.024,9.773,0.024,9.707,0.021,7178,300,171,4.078,0.12,0.144,0.042,0.12,0.12,1.893,0.346,0.293,1.644,0.096,0.134,0.235,0.133,0.098,402.4,62.18,66.16,0.129,0.065,0.025,AAA-222-111-000-0-0,12.5,
203576670,15 51 02.885,-25 40 06.70,1,13.987,,,322-080053,15510289-2540066,,STAR,gri,rpm,-4.6,1.5,-8.2,1.5,,,15.577,0.11,14.435,0.03,,,14.84,0.039,14.064,0.046,13.621,0.068,,,12.351,0.023,11.777,0.025,11.644,0.025,4941,97,117,2.573,0.495,0.693,-0.894,0.4,0.72,7.081,7.544,2.863,0.893,0.066,0.092,0.002,0.007,0.001,3059,3258,1237,0.178,0.088,0.073,AAA-222-111-000-0-0,10.4,
203577295,15 50 55.814,-25 39 59.12,1,10.424,,6782-1431-1,322-080033,15505583-2539592,,STAR,gri,rpm,-9.6,3.1,-8.7,3.2,,,12.368,0.297,11.268,0.125,,,11.495,0.03,10.387,0.04,9.965,0.06,,,8.478,0.019,7.932,0.029,7.711,0.024,4640,99,99,2.477,0.21,0.105,0.091,0.12,0.15,11.418,0.845,1.377,1.493,0.355,0.296,9.39E-04,8.34E-04,2.18E-04,727.7,56.37,68.9,0.207,0.096,0.08,AAA-111-111-000-0-0,17.4,
203577712,15 51 21.403,-25 39 54.20,1,14.011,,,322-080107,15512140-2539542,,STAR,gri,rpm,-3.8,1.6,0.4,1.6,,,15.911,0.07,14.486,0.04,,,15.091,0.041,14.04,0.046,13.549,0.067,,,12.042,0.025,11.393,0.023,11.242,0.023,4549,114,95,1.854,0.54,0.36,-0.756,0.49,0.35,18.054,8.454,7.906,0.913,0.099,0.028,1.26E-04,6.57E-04,8.90E-05,5996,2615,2716,0.21,0.086,0.086,AAA-222-111-000-0-0,25.8,
203578960,15 51 52.425,-25 39 38.64,1,16.017,,,322-080178,15515242-2539385,,STAR,BV,rpm,-84.2,2.3,-24.8,2.9,,,16.933,0.09,16.182,0.07,,,16.357,0.057,,,,,,,14.724,0.043,14.384,0.04,14.382,0.083,5882,58,570,4.585,0.178,0.02,-1.764,0.05,0.52,0.703,0.014,0.175,0.689,0.014,0.094,1.996,2.004,0.12,1019,30.57,293.6,0.127,0.002,0.021,AAA-222-111-000-0-0,32,
203580761,15 51 34.989,-25 39 17.10,1,12.066,,,322-080134,15513498-2539170,,STAR,gri,rpm,-25.4,1.4,-15.7,1.2,,,13.262,0.14,12.296,0.01,,,12.696,0.031,12.031,0.04,11.796,0.06,,,10.682,0.023,10.331,0.026,10.251,0.023,5613,185,115,4.398,0.1,0.52,-0.022,0.18,0.15,1.042,0.864,0.153,1.03,0.065,0.078,0.843,0.487,0.707,260.6,182.4,60.72,0.154,0.07,0.047,AAA-222-111-000-0-0,25.4,
203581248,15 51 59.575,-25 39 11.24,1,17.006,,,,15515957-2539112,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.544,0.095,14.807,0.156,14.275,0.1,4035,847,470,4.803,0.19,0.228,-0.158,0.25,0.4,0.434,0.306,0.179,0.486,0.244,0.244,4.525,7.106,2.764,615.8,787.2,305.8,0.147,0.108,0.045,ACA-222-111-000-0-0,4.8,
203582227,15 51 07.904,-25 38 59.28,1,9.637,,6782-2047-1,322-080067,15510790-2538592,,STAR,BV,rpm,-16.2,1.9,-27.9,1.8,,,10.448,0.046,9.773,0.033,,,,,,,,,,,8.617,0.021,8.38,0.023,8.315,0.033,6389,207,207,4.065,0.21,0.21,0.004,0.15,0.18,1.68,0.654,0.403,1.363,0.189,0.158,0.259,0.288,0.153,178.4,63.37,46.76,0.089,0.06,0.023,AAA-111-111-000-0-0,17.7,
203584278,15 51 10.773,-25 38 33.68,1,12.528,,,322-080071,15511077-2538336,,STAR,gri,rpm,-6.4,1,-3.6,1,,,13.436,0.13,12.691,0.01,,,12.963,0.031,12.527,0.041,12.342,0.061,,,11.384,0.021,11.078,0.023,11.049,0.023,6137,148,148,4.201,0.165,0.231,-0.134,0.2,0.32,1.337,0.467,0.258,1.113,0.224,0.149,0.403,0.338,0.209,493.3,185.5,118.1,0.117,0.048,0.027,AAA-222-111-000-0-0,33.3,
203584409,15 51 05.600,-25 38 32.18,1,11.307,,6782-2112-1,322-080061,15510559-2538319,,STAR,gri,rpm,-67.2,3.2,-105.4,3.5,,,11.967,0.184,11.223,0.122,,,12.178,0.03,11.244,0.04,10.933,0.06,,,9.735,0.021,9.184,0.023,9.069,0.025,4708,111,111,4.632,0.056,0.032,-0.091,0.2,0.44,0.661,0.069,0.074,0.716,0.082,0.096,2.303,0.677,0.387,103.3,15.96,21.99,0.06,0.016,0.022,AAA-222-111-000-0-0,28.9,
203587414,15 51 40.153,-25 37 54.73,1,9.094,,6782-2105-1,322-080149,15514014-2537547,,STAR,BV,rpm,-37.3,1.6,-39.2,1.5,,,9.717,0.027,9.178,0.021,,,,,,,,,,,8.201,0.027,7.974,0.036,7.943,0.026,6406,258,310,4.187,0.125,0.2,0.009,0.12,0.18,1.509,0.373,0.299,1.314,0.128,0.154,0.358,0.264,0.17,136,30.17,29.07,0.075,0.038,0.021,AAA-111-111-000-0-0,17.4,
203588189,15 52 18.100,-25 37 45.67,1,12.88,,,322-080230,15521809-2537456,,STAR,gri,rpm,-10,1.1,-1.4,1.1,,,13.722,0.13,13.023,0.03,,,13.262,0.032,12.867,0.041,12.716,0.062,,,11.793,0.024,11.551,0.026,11.49,0.021,6393,199,159,4.14,0.132,0.11,-0.001,0.12,0.18,1.548,0.284,0.24,1.309,0.1,0.14,0.33,0.183,0.118,705.2,108.2,111,0.143,0.07,0.044,AAA-222-111-000-0-0,30.5,
203590915,15 50 59.936,-25 37 11.66,1,15.827,,,,15505993-2537116,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.398,0.024,12.8,0.025,12.479,0.026,3505,105,168,5.048,0.078,0.065,-0.003,0.15,0.18,0.229,0.055,0.052,0.219,0.081,0.067,16.21,9.011,4.995,101.3,29.49,30.46,0.061,0.041,0.023,AAA-222-111-000-0-0,21.9,
203604834,15 50 56.412,-25 34 19.03,1,9.657,,6782-178-1,323-081930,15505641-2534189,,STAR,BV,rpm,-16.4,1.7,-23.9,1.7,,,10.276,0.038,9.741,0.033,,,,,,,,,,,8.258,0.018,8.018,0.036,7.907,0.023,6396,256,256,3.914,0.252,0.21,0.038,0.1,0.12,2.132,0.691,0.693,1.507,0.194,0.232,0.124,0.184,0.066,192.2,66.84,56.52,0.104,0.068,0.038,AAA-111-111-000-0-0,28.6,
203605785,15 52 13.086,-25 34 07.32,1,13.454,,,323-082126,15521308-2534072,,STAR,gri,rpm,0.2,1.3,-1,1.4,,,14.746,0.11,13.718,0.03,,,14.136,0.034,13.435,0.043,13.162,0.064,,,11.966,0.022,11.544,0.028,11.424,0.023,5281,131,109,2.462,1.32,0.072,-0.911,0.44,0.2,9.187,0.68,6.496,0.9,0.022,0.022,0.001,0.07,2.10E-04,3285,210.7,2212,0.145,0.082,0.041,AAA-222-111-000-0-0,22.9,
203607474,15 50 47.071,-25 33 46.34,1,13.932,,,323-081911,15504708-2533462,,STAR,gri,rpm,-1.4,1.5,-7.7,1.5,,,15.323,0.14,14.227,0.03,,,14.733,0.038,13.917,0.045,13.589,0.01,,,12.311,0.021,11.763,0.025,11.656,0.025,4937,98,98,2.528,0.654,0.545,-0.759,0.35,0.63,6.94,7.216,3.538,0.905,0.072,0.072,0.002,0.014,0.002,2771,2283,1252,0.164,0.088,0.049,AAA-222-111-000-0-0,9.5,
203610744,15 51 03.143,-25 33 05.45,1,14.102,,,323-081954,15510314-2533054,,STAR,gri,rpm,0.8,4.8,2.4,4.8,,,15.538,0.06,14.397,0.039,,,14.895,0.039,14.063,0.046,13.762,0.069,,,12.476,0.023,11.926,0.022,11.827,0.027,4929,98,98,2.4,0.595,0.21,-0.759,0.35,0.42,9.777,2.554,4.712,0.907,0.064,0.035,9.10E-04,0.006,4.66E-04,4217,1131,1889,0.158,0.097,0.044,AAA-222-111-000-0-0,13.7,0644-0354879
203612932,15 51 49.512,-25 32 38.29,1,18.454,,,,15514951-2532382,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.934,0.104,15.33,0.138,14.968,0.144,4335,1005,718,4.706,0.26,0.468,-0.247,0.3,0.54,0.503,0.569,0.235,0.597,0.251,0.301,3.035,7.367,2.612,1063,2407,606.4,0.154,0.101,0.046,ABB-222-111-000-0-0,21.5,
203620164,15 51 10.855,-25 31 07.51,1,14.002,,,323-081977,15511086-2531074,,STAR,gri,rpm,-11.9,1.5,-12.4,1.8,,,15.377,0.13,14.306,0.03,,,14.75,0.038,14.009,0.046,13.682,0.068,,,12.464,0.021,12,0.025,11.891,0.026,5214,156,93,4.412,0.155,1.116,-0.388,0.42,0.56,0.966,2.47,0.223,0.883,0.053,0.064,0.842,0.885,0.824,501.7,1144,128.9,0.163,0.085,0.064,AAA-222-111-000-0-0,25.2,
203620516,15 51 39.122,-25 31 02.87,1,10.36,,6782-916-1,323-082046,15513911-2531029,,STAR,gri,rpm,-8.3,3.4,-13.3,3.6,,,12.087,0.261,10.714,0.082,,,11.282,0.03,10.322,0.04,9.965,0.06,,,8.6,0.023,7.989,0.034,7.879,0.027,4701,75,94,2.428,0.25,0.25,-0.218,0.2,0.44,10.791,2.763,2.2,1.156,0.288,0.24,8.80E-04,9.80E-04,5.22E-04,748.7,193,130.2,0.142,0.072,0.036,AAA-111-111-000-0-0,5.5,
203623934,15 50 54.107,-25 30 19.76,1,13.79,,,323-081926,15505410-2530197,,STAR,JHK,rpm,-6.9,1.4,-4.3,1.5,,,,,,,,,,,,,,,,,11.763,0.023,11.14,0.025,10.972,0.021,4662,139,111,2.458,0.539,0.462,-0.313,0.35,0.56,8.976,4.99,3.695,0.986,0.202,0.112,0.001,0.006,7.52E-04,2679,1329,1027,0.234,0.083,0.116,AAA-222-111-000-0-0,21.2,
203624230,15 50 52.560,-25 30 16.19,1,13.133,,,323-081921,15505255-2530161,,STAR,gri,rpm,-2.9,1.3,4.2,3.2,,,14.755,0.11,13.519,0.033,,,14.049,0.034,13.131,0.042,12.74,0.02,,,11.343,0.023,10.754,0.025,10.648,0.023,4757,94,94,2.147,0.42,0.56,-0.897,0.54,0.45,11.883,11.664,4.351,0.904,0.135,0.04,4.21E-04,0.001,3.70E-04,3044,2508,1005,0.174,0.112,0.056,AAA-222-111-000-0-0,21.2,
203625918,15 51 10.984,-25 29 55.08,1,17.461,,,,15511098-2529550,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.125,0.053,14.408,0.048,14.24,0.07,4211,318,318,4.768,0.114,0.114,-0.107,0.2,0.28,0.512,0.114,0.109,0.578,0.112,0.135,3.887,2.593,1.348,621.9,219,188.9,0.149,0.103,0.043,AAA-222-111-000-0-0,12.7,
203630113,15 51 26.978,-25 29 03.19,1,17.762,,,,15512697-2529031,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.247,0.154,15.424,0.144,14.94,0.166,4071,779,432,4.79,0.185,0.185,-0.152,0.25,0.45,0.425,0.263,0.162,0.475,0.213,0.213,4.705,8.373,2.698,866.5,788.4,412.8,0.16,0.101,0.055,BBC-222-111-000-0-0,6,
203634331,15 50 35.757,-25 28 09.85,1,16.215,,,323-081898,,,STAR,gri,,8,5,-5.6,4.9,,,17.038,0.12,16.347,0.02,,,16.62,0.063,16.157,0.079,16.041,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203635286,15 51 10.789,-25 27 57.62,1,14.358,,,323-081976,15511079-2527575,,STAR,gri,rpm,-18.7,1.5,-15.7,1.6,,,15.749,0.15,14.674,0.03,,,15.16,0.041,14.347,0.048,14.014,0.072,,,12.782,0.024,12.265,0.026,12.224,0.029,5021,180,90,4.584,0.035,0.049,-0.109,0.15,0.3,0.757,0.084,0.063,0.813,0.066,0.066,1.824,0.319,0.368,410.3,70.42,38.67,0.118,0.095,0.028,AAA-222-111-000-0-0,15.3,
203638880,15 52 15.175,-25 27 12.65,1,17.053,,,,15521517-2527126,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.587,0.09,14.715,0.116,14.229,0.088,4000,382,382,4.842,0.168,0.14,-0.103,0.2,0.28,0.426,0.143,0.158,0.482,0.152,0.213,5.729,7.733,2.617,618.9,326.5,276.9,0.154,0.103,0.047,ABA-222-111-000-0-0,25.3,
203645494,15 51 52.487,-25 25 50.03,1,18.059,,,,15515248-2525500,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.519,0.131,15.708,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,BBU-220-110-000-0-0,9.7,
203646110,15 51 21.960,-25 25 41.92,1,17.096,,,,15512195-2525419,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.601,0.037,13.928,0.048,13.651,0.051,3934,472,295,4.856,0.135,0.162,-0.102,0.2,0.28,0.413,0.17,0.14,0.437,0.207,0.172,6.262,6.09,3.087,371.3,228.1,141.3,0.13,0.09,0.041,AAA-222-111-000-0-0,39.5,
203649009,15 51 26.186,-25 25 05.33,1,10.172,,6782-1360-1,323-082011,15512618-2525053,,STAR,BV,rpm,-4.3,3,-17.8,3,,,11.368,0.091,10.349,0.052,,,,,,,,,,,8.094,0.026,7.552,0.034,7.391,0.024,4742,117,117,2.487,0.33,0.132,-0.091,0.2,0.32,10.896,0.887,2.007,1.329,0.584,0.292,9.79E-04,0.002,2.45E-04,599.5,41.4,88.77,0.139,0.086,0.036,AAA-111-111-000-0-0,14.9,
203652478,15 51 44.690,-25 24 21.01,1,12.023,,,323-082056,15514468-2524209,,STAR,gri,rpm,36.3,1.8,-68.8,2.6,,,13.169,0.13,12.276,0.01,,,12.623,0.031,12.026,0.04,11.766,0.06,,,10.677,0.023,10.281,0.025,10.215,0.023,5519,227,162,4.523,0.07,0.112,-0.442,0.3,0.48,0.796,0.167,0.117,0.823,0.085,0.102,1.448,0.528,0.511,209.3,107.5,61.13,0.098,0.054,0.032,AAA-222-111-000-0-0,35.5,
203653968,15 52 09.082,-25 24 02.04,1,17.033,,,,15520908-2524020,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.665,0.065,15.365,0.101,15.131,0.142,5837,329,526,4.31,0.22,0.396,-0.723,0.48,0.4,1.036,0.545,0.27,0.851,0.08,0.08,0.688,0.852,0.498,2577,1279,854.7,0.163,0.101,0.055,AAB-222-111-000-0-0,10,
203657241,15 50 39.642,-25 23 21.99,1,17.409,,,,15503964-2523219,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.267,0.053,14.576,0.059,14.442,0.092,4261,381,381,4.732,0.138,0.115,-0.143,0.24,0.32,0.516,0.162,0.141,0.591,0.133,0.159,3.678,3.56,1.41,729.2,310.4,252.7,0.149,0.103,0.043,AAA-222-111-000-0-0,13.7,
203660140,15 50 33.738,-25 22 45.74,1,14.049,,,324-079211,15503373-2522456,,STAR,gri,rpm,-35.9,1.6,-63.3,1.6,,,16.517,0.04,14.928,0.02,,,15.748,0.02,14.317,0.02,13.321,0.02,,,11.542,0.021,10.953,0.025,10.762,0.023,3540,35,35,4.991,0.032,0.02,0.143,0.05,0.05,0.284,0.006,0.028,0.288,0.006,0.035,12.6,2.342,0.756,68.96,2.069,4.067,0.06,0.002,0.028,AAA-222-111-000-0-0,9.7,
203661214,15 50 58.836,-25 22 32.55,1,11.883,,6782-1755-1,324-079253,15505883-2522325,,STAR,gri,rpm,-1.6,3.1,-11.6,3,,,12.273,0.185,12.298,0.257,,,12.039,0.03,11.831,0.04,11.727,0.06,,,10.943,0.024,10.768,0.022,10.693,0.023,7119,221,266,4.098,0.135,0.189,-0.029,0.15,0.12,1.787,0.563,0.318,1.54,0.226,0.141,0.262,0.168,0.143,599,201.6,112.1,0.13,0.099,0.031,AAA-222-111-000-0-0,16.7,
203664737,15 51 10.070,-25 21 48.76,1,12.264,,,324-079296,15511007-2521487,,STAR,gri,rpm,-6.7,1.9,-3.3,1,,,13.113,0.13,12.424,0.01,,,12.641,0.031,12.264,0.04,12.103,0.061,,,11.151,0.024,10.893,0.024,10.824,0.023,6433,157,196,4.117,0.135,0.216,-0.021,0.12,0.18,1.613,0.55,0.305,1.328,0.172,0.123,0.279,0.226,0.139,549.5,168.9,110,0.142,0.072,0.03,AAA-222-111-000-0-0,9.9,
203667134,15 50 45.816,-25 21 18.32,1,16.311,,,324-079226,15504581-2521183,,STAR,JHK,rpm,-43.4,3.4,-7.6,2.9,,,,,,,,,,,,,,,,,14.583,0.037,13.964,0.043,13.886,0.055,4116,487,406,4.85,0.12,0.12,-0.514,0.35,0.42,0.414,0.116,0.121,0.479,0.111,0.156,5.755,5.111,2.366,374.8,183.4,123.1,0.124,0.063,0.035,AAA-222-111-000-0-0,11.9,
203668120,15 51 51.799,-25 21 06.30,1,15.78,,,,15515179-2521063,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.261,0.023,12.636,0.03,12.296,0.026,3520,105,126,5.021,0.09,0.05,0.035,0.15,0.18,0.249,0.048,0.061,0.241,0.065,0.078,14.63,8.985,3.783,100.6,29.47,29.18,0.065,0.055,0.025,AAA-222-111-000-0-0,29.1,
203669741,15 50 31.869,-25 20 45.94,1,16.508,,,,15503186-2520459,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.081,0.07,14.34,0.069,13.924,0.078,3896,421,351,4.851,0.18,0.15,-0.063,0.16,0.28,0.398,0.162,0.151,0.444,0.177,0.212,6.624,8.55,3.304,419,252.7,181.2,0.136,0.099,0.045,AAA-222-111-000-0-0,26.1,
203681453,15 51 32.027,-25 18 19.70,1,16.911,,,,15513202-2518197,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.736,0.076,15.336,0.092,15.349,0.181,5639,466,544,4.354,0.22,0.572,-0.643,0.48,0.4,1.018,0.94,0.33,0.849,0.07,0.112,0.767,0.99,0.662,2570,1996,978,0.157,0.103,0.047,AAC-222-111-000-0-0,19.1,
203682994,15 50 25.985,-25 18 01.57,1,13.35,,,324-079194,15502598-2518015,,STAR,JHK,rpm,1.1,2.6,-11.1,4.3,,,,,13.358,0.033,,,,,,,,,,,11.006,0.023,10.208,0.026,10.009,0.023,4123,132,99,1.088,0.315,0.27,-0.722,0.3,0.25,43.181,15.662,13.086,0.916,0.052,0.023,1.01E-05,1.97E-05,6.10E-06,7378,2192,1979,0.184,0.079,0.066,AAA-222-111-000-0-0,10.3,
