,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
23,23,23,249879440,15 36 34.877,-16 53 20.76,1,13.454,,,366-069661,15363488-1653207,,STAR,gri,rpm,-14.2,3,6.6,3.4,,,14.742,0.01,13.727,0.02,,,14.218,0.01,13.454,0.04,13.126,0.07,,,11.907,0.029,11.324,0.029,11.234,0.021,5021,81,81,2.76,0.678,0.791,-0.964,0.42,0.91,5.169,7.334,2.419,0.888,0.04,0.087,0.005,0.027,0.004,2038,2797,938.5,0.164,0.088,0.055,AAA-222-111-000-0-0,10.8,
24,24,24,249879499,15 24 37.048,-16 53 18.29,1,16.862,,,,15243704-1653182,,STAR,JHK,rpm,-62,11,-10,14,,,,,,,,,,,,,,,,,14.627,0.034,14.021,0.046,13.774,0.037,3595,258,215,5.014,0.09,0.075,-0.157,0.25,0.3,0.248,0.085,0.064,0.245,0.105,0.087,13.93,8.978,4.728,200.7,75.71,64.01,0.1,0.058,0.036,AAA-222-111-000-0-0,23.1,0731-0349994
25,25,25,249879501,15 20 10.041,-16 53 18.20,1,14.409,,,366-068299,15201004-1653181,,STAR,gri,rpm,-11.7,2.3,-11.3,2.4,,,15.626,0.05,14.686,0.02,,,15.107,0.04,14.408,0.01,14.11,0.04,,,12.863,0.024,12.387,0.023,12.312,0.021,5283,105,148,3.584,0.82,0.82,-0.798,0.55,0.55,2.128,2.941,1.377,0.881,0.044,0.079,0.047,1.252,0.044,1324,1793,850,0.162,0.09,0.05,AAA-222-111-000-0-0,12.3,
26,26,26,249879515,15 45 54.457,-16 53 17.46,1,13.915,,,366-070490,15455445-1653174,6794-301-2-0179-0388,STAR,gri,rpm,-11.6,3.6,-1.7,4,,,15.196,0.03,14.195,0.03,,,14.699,0.02,13.878,0.01,13.58,0.09,,,12.322,0.026,11.756,0.026,11.659,0.021,4941,97,78,2.704,0.57,0.57,-0.744,0.3,0.42,5.831,5.835,2.559,0.907,0.066,0.066,0.003,0.024,0.002,2525,2457,1245,0.155,0.077,0.043,AAA-222-111-000-0-0,28.4,
27,27,27,249879599,15 29 36.997,-16 53 13.70,1,9.09,,6188-1087-1,366-069105,15293697-1653138,,STAR,gri,rav,-14.8,1.3,-2.4,1.3,,,10.597,0.054,9.353,0.024,,,10.332,0.39,9.331,0.38,8.557,0.03,,,7.167,0.034,6.523,0.031,6.389,0.024,4366,70,87,1.783,0.156,0.13,-0.365,0.15,0.12,22.128,3.162,3.773,1.079,0.209,0.084,9.43E-05,7.42E-05,3.20E-05,721,88.73,103.4,0.141,0.102,0.034,AAA-111-111-000-0-0,59.4,
28,28,28,249879635,15 30 54.268,-16 53 11.84,1,13.744,,,366-069213,15305427-1653118,,STAR,gri,rpm,-4.6,2,-3.2,2.2,,,15.513,0.02,14.195,0.02,,,14.838,0.01,13.77,0.044,13.275,0.03,,,11.775,0.023,11.066,0.022,10.882,0.021,4424,106,71,1.506,0.35,0.21,-0.809,0.24,0.24,27.547,6.033,9.009,0.906,0.045,0.02,4.19E-05,9.69E-05,2.15E-05,7328,1584,2374,0.207,0.103,0.086,AAA-222-111-000-0-0,51.7,
29,29,29,249879656,15 44 21.030,-16 53 11.01,1,13.12,,,366-070342,15442103-1653110,,STAR,gri,rpm,-2.1,4.7,19.1,4.8,,,14.407,0.01,13.43,0.04,,,13.892,0.01,13.137,0.02,12.789,0.02,,,11.516,0.029,10.955,0.023,10.84,0.021,5014,119,79,2.634,0.456,0.76,-1.112,0.3,0.78,6.977,9.613,2.627,0.882,0.026,0.083,0.002,0.008,0.002,1929,2776,642.8,0.166,0.123,0.044,AAA-222-111-000-0-0,7,
30,30,30,249879718,15 33 49.479,-16 53 08.06,1,16.036,,,366-069431,15334949-1653077,,STAR,JHK,rpm,-59.3,5.5,-28.3,4.4,,,,,,,,,,,,,,,,,13.881,0.029,13.243,0.035,13.052,0.038,3862,283,236,4.938,0.075,0.075,-0.238,0.25,0.4,0.329,0.071,0.069,0.362,0.088,0.105,8.971,4.988,2.765,206.3,60.44,53.44,0.098,0.055,0.021,AAA-222-111-000-0-0,17.2,
31,31,31,249879743,15 23 35.806,-16 53 06.86,1,13.722,,,366-068564,15233580-1653069,,STAR,gri,rpm,-19.9,1.9,-2.6,2,,,15.023,0.01,14.032,0.01,,,14.482,0.01,13.701,0.03,13.396,0.04,,,12.233,0.026,11.732,0.023,11.643,0.025,5133,121,80,3.668,0.88,0.55,-0.449,0.48,0.36,2.135,1.777,1.417,0.897,0.065,0.054,0.069,1.924,0.059,926.5,713.5,630.8,0.152,0.092,0.046,AAA-222-111-000-0-0,16.9,
32,32,32,249879744,15 21 42.845,-16 53 06.85,1,13.085,,,366-068438,15214285-1653068,,STAR,gri,rpm,-58.1,1.9,-65.2,1.6,,,14.516,0.04,13.447,0.01,,,13.99,0.03,13.044,0.02,12.698,0.02,,,11.384,0.026,10.837,0.027,10.732,0.026,4727,57,95,4.606,0.096,0.02,-0.007,0.12,0.54,0.705,0.033,0.124,0.746,0.039,0.126,2.087,1.043,0.184,188.3,32.72,40.23,0.124,0.021,0.046,AAA-222-111-000-0-0,30.6,
33,33,33,249879748,15 12 11.149,-16 53 06.68,1,18.078,,,,15121114-1653066,,STAR,J,rpm,16,2,12,10,,,,,,,,,,,,,,,,,16.536,0.133,15.992,0.165,14.864,0.121,3587,262,187,5.008,0.09,0.108,-0.076,0.2,0.28,0.251,0.108,0.065,0.248,0.135,0.084,14.07,9.278,6.408,495,227.1,155.7,0.143,0.094,0.047,BCB-222-111-000-0-0,11.5,0731-0345885
34,34,34,249879761,15 33 56.820,-16 53 05.74,1,12.399,,,366-069441,15335682-1653056,,STAR,gri,rav,-6.4,1.7,1.4,3.2,,,14.03,0.03,12.792,0.01,,,13.402,0.03,12.364,0.01,11.969,0.06,,,10.562,0.023,9.932,0.025,9.77,0.021,4303,87,87,1.439,0.14,0.14,-0.584,0.12,0.15,29.138,5.829,4.108,0.953,0.019,0.04,3.23E-05,2.01E-05,1.24E-05,4417,584.8,612.3,0.182,0.095,0.068,AAA-222-111-000-0-0,12.9,
35,35,35,249879764,15 37 29.983,-16 53 05.53,1,13.768,,,366-069761,15372998-1653054,,STAR,gri,rpm,-17.8,2.7,-33.2,3.1,,,15.047,0.02,14.05,0.06,,,14.519,0.01,13.764,0.02,13.446,0.02,,,12.25,0.022,11.77,0.021,11.731,0.023,5145,101,81,4.583,0.025,1.45,-0.452,0.25,0.45,0.744,3.337,0.044,0.783,0.059,0.059,1.851,0.226,1.839,329.1,1342,30.34,0.158,0.074,0.044,AAA-222-111-000-0-0,42.4,
36,36,36,249879768,15 10 24.388,-16 53 05.35,1,18.08,,,,15102438-1653053,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.538,0.121,15.7,0.128,15.113,0.141,3905,505,360,4.876,0.15,0.18,-0.152,0.25,0.35,0.385,0.175,0.157,0.428,0.188,0.226,7.099,8.079,3.779,834.5,585.9,393.7,0.157,0.106,0.048,BBB-222-111-000-0-0,29,0731-0345145
37,37,37,249879779,15 37 03.460,-16 53 04.93,1,14.133,,,366-069711,15370346-1653048,,STAR,gri,rpm,-2.1,3.6,-39.4,4,,,15.359,0.01,14.398,0.02,,,14.847,0.02,14.121,0.03,13.826,0.06,,,12.527,0.026,11.999,0.024,11.933,0.027,5144,102,61,4.607,0.048,1.416,-0.672,0.36,0.3,0.695,3.036,0.076,0.725,0.106,0.076,2.057,0.593,2.042,342.6,1390,40.9,0.132,0.03,0.03,AAA-222-111-000-0-0,23.3,
38,38,38,249879788,15 45 01.925,-16 53 04.14,1,13.826,,,366-070398,15450192-1653041,,STAR,gri,rpm,6.9,3,-18.4,3.3,,,15.293,0.02,14.199,0.02,,,14.801,0.01,13.764,0.02,13.408,0.04,,,12.12,0.024,11.571,0.027,11.462,0.028,4695,94,94,4.616,0.04,1.064,0.071,0.08,0.3,0.712,2.49,0.06,0.781,0.22,0.055,2.11,0.415,2.063,261.9,37.98,28.7,0.121,0.102,0.034,AAA-222-111-000-0-0,19.8,
39,39,39,249879790,15 12 06.673,-16 53 04.12,1,11.778,,,366-067793,15120667-1653041,,STAR,gri,rav,-6.4,1.6,-0.4,1,,,13.349,0.042,12.139,0.04,,,12.753,0.01,11.775,0.03,11.36,0.03,,,9.97,0.027,9.362,0.024,9.211,0.021,4354,104,69,1.635,0.06,0.12,-0.515,0.15,0.12,24.334,3.682,1.832,0.962,0.019,0.023,6.46E-05,1.67E-05,2.19E-05,2818,338,253.9,0.158,0.098,0.049,AAA-222-111-000-0-0,17.6,
40,40,40,249879793,15 48 21.828,-16 53 03.96,1,13.675,,,366-070682,15482182-1653039,,STAR,JHK,rpm,-1.2,3.1,2.5,3.4,,,,,,,,,,,,,,,,,12.107,0.023,11.559,0.026,11.471,0.022,4884,146,117,2.416,0.805,0.21,-0.674,0.45,0.45,9.521,2.487,5.295,0.93,0.155,0.048,9.61E-04,0.012,4.93E-04,3406,877.9,1820,0.157,0.092,0.042,AAA-222-111-000-0-0,13.6,
41,41,41,249879816,15 42 09.046,-16 53 02.77,1,11.657,,6189-1445-1,366-070175,15420904-1653028,,STAR,gri,rav,-22.7,2.3,5.4,2.4,,,12.277,0.153,12.676,0.279,,,12.056,0.01,11.65,0.01,11.486,0.06,,,10.581,0.023,10.31,0.024,10.226,0.021,5550,161,194,3.85,0.055,0.055,-0.203,0.15,0.15,2.038,0.255,0.172,1.093,0.128,0.08,0.121,0.03,0.028,449.3,53.66,56.89,0.13,0.072,0.03,AAA-222-111-000-0-0,25,
42,42,42,249879837,15 31 14.076,-16 53 02.09,1,16.929,,,,15311407-1653020,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.879,0.042,14.236,0.047,14.081,0.073,4316,438,526,4.724,0.182,0.156,-0.166,0.25,0.4,0.545,0.208,0.191,0.61,0.173,0.208,3.419,4.113,1.682,619.3,410.3,277.1,0.143,0.101,0.042,AAA-222-111-000-0-0,48.1,0731-0352426
43,43,43,249879892,15 33 13.626,-16 52 59.34,1,12.669,,,366-069384,15331362-1652593,,STAR,gri,rpm,-16.8,4.4,1,1.6,,,13.774,0.01,12.909,0.031,,,13.289,0.032,12.66,0.02,12.404,0.02,,,11.281,0.024,10.839,0.022,10.776,0.023,5375,86,150,2.984,0.882,0.588,-0.997,0.6,0.25,4.835,3.783,3.126,0.885,0.021,0.018,0.006,0.113,0.005,1276,1093,771.5,0.133,0.07,0.035,AAA-222-111-000-0-0,19.5,
44,44,44,249879934,15 23 15.502,-16 52 57.52,1,14.429,,,366-068547,15231550-1652575,,STAR,gri,rpm,-14.2,2.2,-2.8,2.2,,,15.736,0.07,14.735,0.01,,,15.222,0.05,14.381,0.05,14.089,0.06,,,12.939,0.031,12.466,0.023,12.342,0.024,5141,124,124,4.54,0.045,1.071,-0.113,0.2,0.56,0.822,2.029,0.078,0.878,0.072,0.072,1.547,0.292,1.506,497.5,1148,63,0.167,0.099,0.062,AAA-222-111-000-0-0,18.3,
45,45,45,249879984,15 18 42.880,-16 52 55.27,1,14.079,,,366-068209,15184288-1652553,,STAR,gri,rpm,-10.8,2.2,0.7,2.3,,,15.434,0.01,14.38,0.02,,,14.865,0.03,14.083,0.03,13.742,0.02,,,12.489,0.027,12.006,0.026,11.865,0.027,5069,128,107,2.96,0.575,0.805,-0.829,0.35,0.77,4.86,6.522,2.214,0.899,0.061,0.085,0.005,0.048,0.005,2151,2790,963.3,0.192,0.084,0.072,AAA-222-111-000-0-0,31.3,
46,46,46,249880012,15 38 35.633,-16 52 54.23,1,14.273,,,366-069867,15383564-1652540,,STAR,gri,rpm,-32,3.6,-48.2,3.9,,,16.068,0.05,14.786,0.02,,,15.475,0.06,14.256,0.06,13.758,0.04,,,12.329,0.026,11.645,0.026,11.531,0.024,4194,129,103,4.771,0.045,0.063,-0.079,0.2,0.24,0.518,0.065,0.049,0.585,0.064,0.064,3.996,1.058,0.958,175.1,33.98,20.83,0.086,0.053,0.022,AAA-222-111-000-0-0,25.6,
47,47,47,249880024,15 47 13.494,-16 52 53.62,1,12.428,,6190-1804-1,366-070604,15471352-1652543,,STAR,gri,rpm,-12.9,2.6,0.9,2.7,,,12.215,0.187,12.085,0.232,,,12.51,0.03,12.401,0.01,12.387,0.06,,,11.684,0.022,11.538,0.024,11.481,0.024,6978,232,290,4.158,0.112,0.048,0.01,0.1,0.1,1.636,0.196,0.229,1.444,0.162,0.081,0.315,0.158,0.063,746.8,98.88,119.3,0.175,0.059,0.059,AAA-222-111-000-0-0,44.1,
48,48,48,249880079,15 39 10.351,-16 52 51.57,1,12.506,,,366-069906,15391035-1652515,,STAR,gri,rpm,0,1.6,-5.2,4.7,,,13.42,0.01,12.678,0.03,,,13.01,0.01,12.509,0.05,12.29,0.04,,,11.304,0.026,10.968,0.023,10.831,0.023,5983,187,187,4.025,0.308,0.22,-0.102,0.2,0.24,1.646,0.647,0.528,1.146,0.206,0.177,0.222,0.431,0.119,527,187.2,161.1,0.15,0.106,0.048,AAA-222-111-000-0-0,5.9,
49,49,49,249880118,15 34 05.676,-16 52 50.07,1,13.225,,,366-069455,15340568-1652501,,STAR,gri,rpm,-9.1,2,-10.4,2,,,14.672,0.01,13.55,0.04,,,14.079,0.02,13.181,0.01,12.859,0.01,,,11.487,0.022,10.977,0.025,10.835,0.026,4925,79,79,3.49,0.255,0.408,-0.117,0.15,0.3,3.238,2.03,0.951,1.157,0.104,0.251,0.031,0.047,0.025,931,462.6,219.5,0.152,0.111,0.037,AAA-222-111-000-0-0,13.8,
50,50,50,249880132,15 07 23.877,-16 52 49.09,1,12.499,,,366-067462,15072387-1652491,,STAR,gri,rpm,2.1,1.5,-0.6,1.8,,,13.272,0.01,12.673,0.01,,,12.92,0.04,12.484,0.041,12.319,0.02,,,11.5,0.028,11.241,0.023,11.16,0.024,6283,187,150,4.133,0.18,0.252,0.011,0.12,0.27,1.509,0.656,0.305,1.264,0.244,0.209,0.294,0.318,0.169,589.4,259.4,120.1,0.166,0.062,0.052,AAA-222-111-000-0-0,18.5,
51,51,51,249880155,15 23 52.506,-16 52 48.35,1,15.522,,,366-068580,15235251-1652483,,STAR,gri,rpm,-39.5,3.1,-34,2.4,,,16.565,0.01,15.732,0.04,,,16.115,0.03,15.465,0.063,15.267,0.101,,,14.074,0.03,13.513,0.024,13.476,0.045,5021,122,122,4.665,0.04,0.025,-0.742,0.09,0.3,0.616,0.029,0.044,0.646,0.021,0.027,2.716,0.49,0.267,596.3,33.88,54.97,0.152,0.025,0.046,AAA-222-111-000-0-0,12.9,
52,52,52,249880210,15 39 22.255,-16 52 46.40,1,10.621,,6189-1688-1,366-069922,15392225-1652464,,STAR,gri,rpm,-16.1,2.2,-30.2,2.3,,,11.297,0.092,10.67,0.08,,,10.975,0.19,10.598,0.02,10.47,0.02,,,9.634,0.023,9.39,0.022,9.338,0.019,6255,150,226,4.168,0.165,0.198,-0.106,0.2,0.2,1.39,0.498,0.273,1.2,0.137,0.165,0.398,0.285,0.211,232.7,76.62,49.14,0.107,0.059,0.033,AAA-222-111-000-0-0,23,
53,53,53,249880211,15 48 04.010,-16 52 46.37,1,17.629,,,,15480401-1652463,,STAR,J,rpm,28,4,-18,5,,,,,,,,,,,,,,,,,16.124,0.098,15.166,0.084,14.782,0.129,3746,412,294,4.967,0.12,0.12,-0.245,0.24,0.42,0.282,0.111,0.08,0.307,0.148,0.123,11.55,9.226,5.84,481.5,264.2,170.6,0.146,0.103,0.052,AAB-222-111-000-0-0,40.1,0731-0359443
