,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
602,602,602,249901416,15 27 21.656,-16 37 17.63,1,17.965,,,,15272165-1637176,,STAR,J,,-34,4,2,3,,,,,,,,,,,,,,,,,16.433,0.106,16.246,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,12.3,0733-0327180
603,603,603,249901444,15 35 58.818,-16 37 16.08,1,13.75,,,367-069000,15355881-1637160,,STAR,gri,rpm,-10.4,3.5,4.1,4,,,15.199,0.01,14.08,0.01,,,14.598,0.01,13.769,0.03,13.386,0.04,,,12.09,0.024,11.489,0.022,11.371,0.023,4863,77,77,2.324,0.435,0.609,-0.989,0.3,0.66,9.951,9.758,3.844,0.892,0.032,0.084,6.91E-04,0.002,6.04E-04,3654,3331,1354,0.16,0.081,0.058,AAA-222-111-000-0-0,19.3,
604,604,604,249901484,15 15 25.452,-16 37 14.11,1,16.105,,,367-067365,15152544-1637142,,STAR,BV,rpm,-1.3,5,0.1,3.2,,,16.435,0.04,16.109,0.068,,,16.151,0.054,,,,,,,15.116,0.038,15.021,0.06,14.841,0.104,6357,1568,313,4.105,0.185,0.962,-1.265,0.75,1.05,1.373,2.371,0.329,0.833,0.096,0.04,0.325,0.294,0.312,2721,5884,657,0.146,0.084,0.042,AAA-222-111-000-0-0,50.2,
605,605,605,249901496,15 09 33.747,-16 37 13.58,1,12.077,,6169-1231-1,367-066975,15093375-1637136,,STAR,gri,rpm,-7.3,2.4,3.2,2.6,,,12.758,0.301,12.026,0.205,,,12.439,0.02,12.076,0.01,11.922,0.03,,,11.074,0.024,10.805,0.023,10.729,0.022,6406,153,102,4.094,0.17,0.204,-0.176,0.2,0.28,1.549,0.631,0.336,1.242,0.232,0.199,0.29,0.269,0.158,515.6,189.3,121.2,0.127,0.054,0.017,AAA-222-111-000-0-0,16.7,
606,606,606,249901552,15 33 17.276,-16 37 10.94,1,11.257,,,367-068778,15331727-1637108,,STAR,gri,rpm,-9.7,1.2,-1.5,2.4,,,13.003,0.041,11.719,0.03,,,12.363,0.01,11.249,0.04,10.784,0.01,,,9.321,0.024,8.557,0.034,8.435,0.023,4334,85,68,1.392,0.432,0.27,-0.74,0.35,0.25,29.965,10.737,10.448,0.912,0.109,0.022,3.33E-05,8.95E-05,2.02E-05,2601,859.6,857.2,0.157,0.108,0.045,AAA-212-111-000-0-0,36.5,
607,607,607,249901620,15 25 16.883,-16 37 08.22,1,11.42,,,367-068068,15251688-1637082,,STAR,gri,rav,-36.8,1.1,-21.6,1.1,,,12.524,0.02,11.676,0.06,,,12.056,0.03,11.409,0.03,11.147,0.04,,,10.126,0.026,9.726,0.023,9.62,0.023,5118,121,182,4.583,0.03,0.03,-0.081,0.12,0.1,0.774,0.035,0.046,0.835,0.042,0.042,1.778,0.245,0.156,129.7,11.86,14.96,0.073,0.036,0.018,AAA-222-111-000-0-0,34.1,
608,608,608,249901642,15 12 54.531,-16 37 07.53,1,16.771,,,,15125453-1637075,,STAR,JHK,rpm,-58,5,-28,7,,,,,,,,,,,,,,,,,14.323,0.027,13.685,0.035,13.396,0.037,3590,177,177,5.01,0.084,0.07,-0.053,0.2,0.24,0.256,0.068,0.063,0.253,0.104,0.087,14.53,9.033,4.818,180.3,62.92,54.41,0.084,0.042,0.026,AAA-222-111-000-0-0,24.8,0733-0322387
609,609,609,249901757,15 42 17.334,-16 37 02.87,1,13.548,,,367-069558,15421733-1637028,,STAR,gri,rpm,22.5,3.1,-5.6,3.6,,,15.01,0.07,13.909,0.03,,,14.496,0.01,13.509,0.01,13.141,0.02,,,11.861,0.024,11.277,0.025,11.163,0.026,4687,93,74,4.647,0.02,0.048,-0.049,0.12,0.09,0.68,0.055,0.031,0.75,0.047,0.029,2.363,0.24,0.384,222.5,22.6,14.85,0.094,0.054,0.009,AAA-222-111-000-0-0,15.9,
610,610,610,249901794,15 32 23.508,-16 37 01.18,1,11.88,,,367-068673,15322351-1637012,,STAR,gri,rav,-20.9,1.5,-5.3,0.9,,,12.545,0.01,12,0.01,,,12.202,0.01,11.868,0.03,11.742,0.02,,,10.856,0.021,10.632,0.022,10.583,0.021,6230,150,150,3.947,0.168,0.12,-0.032,0.1,0.16,2.042,0.482,0.458,1.359,0.179,0.179,0.151,0.119,0.058,558.1,131.7,106.5,0.149,0.101,0.047,AAA-222-111-000-0-0,54.3,
611,611,611,249901892,15 19 50.838,-16 36 56.82,1,16.482,,,,15195083-1636568,,STAR,JHK,rpm,38,7,-28,1,,,,,,,,,,,,,,,,,14.598,0.034,13.956,0.036,13.85,0.052,4124,377,314,4.864,0.105,0.126,-0.431,0.3,0.42,0.409,0.107,0.1,0.445,0.123,0.123,5.995,4.864,2.341,376.6,156.6,110.6,0.123,0.066,0.033,AAA-222-111-000-0-0,17.2,0733-0324680
612,612,612,249901923,15 37 32.805,-16 36 55.28,1,16.493,,,367-069144,15373275-1636549,,STAR,JHK,rpm,11,18.7,-1.9,18.7,,,,,,,,,,,,,,,,,14.087,0.07,13.502,0.094,13.177,0.076,4788,464,851,4.501,0.305,2.013,-0.335,0.35,0.56,0.845,7.074,0.444,0.82,0.116,0.326,1.247,3.439,1.245,829.8,6573,522.9,0.156,0.112,0.061,AAA-222-111-000-0-0,18.5,
613,613,613,249901925,15 32 09.025,-16 36 55.27,1,12.697,,,367-068650,15320903-1636554,,STAR,gri,rpm,-4.8,2.7,6.4,1.4,,,13.999,0.01,13.034,0.01,,,13.473,0.02,12.69,0.01,12.365,0.01,,,11.078,0.023,10.58,0.022,10.468,0.023,5003,100,80,2.384,0.663,0.195,-0.849,0.3,0.48,9.738,2.051,5.204,0.898,0.061,0.044,8.53E-04,0.006,4.06E-04,2276,609.1,1047,0.146,0.084,0.038,AAA-222-111-000-0-0,37.2,
614,614,614,249901991,15 44 24.750,-16 36 52.85,1,11.885,,6186-1581-1,367-069718,15442475-1636529,,STAR,gri,rpm,5.2,2.9,0.4,3.2,,,13.391,0.485,12.039,0.219,,,12.746,0.04,11.864,0.03,11.516,0.04,,,10.225,0.024,9.676,0.025,9.496,0.019,4810,120,80,2.341,0.27,0.324,-0.546,0.3,0.6,10.629,3.127,3.221,0.977,0.217,0.108,8.06E-04,0.002,5.03E-04,1610,670.6,405.5,0.153,0.109,0.039,AAA-222-111-000-0-0,28.9,
615,615,615,249902002,15 44 45.562,-16 36 52.40,1,17.628,,,,15444556-1636523,6794-301-2-0177-0695,EXTENDED,gri,,9,3,0,3,,,,,,,20.632,0.122,18.728,0.011,17.643,0.007,17.156,0.007,16.711,0.014,16.077,0.091,15.347,0.092,14.682,0.119,,,,,,,,,,,,,,,,,,,,,,,,,AAB-222-111-000-0-0,22.3,
616,616,616,249902036,15 21 51.606,-16 36 50.87,1,13.949,,,367-067836,15215160-1636509,,STAR,gri,rpm,-9.5,2.1,3,2.2,,,15.293,0.02,14.284,0.01,,,14.738,0.03,13.956,0.01,13.612,0.03,,,12.316,0.023,11.764,0.022,11.651,0.021,4993,118,78,2.187,0.721,0.515,-1.434,0.72,0.72,10.306,9.423,5.475,0.864,0.048,0.067,5.50E-04,0.006,4.53E-04,4301,3037,2265,0.193,0.102,0.073,AAA-222-111-000-0-0,14,
617,617,617,249902065,15 37 34.808,-16 36 49.71,1,13.695,,,367-069151,15373481-1636497,,STAR,BV,rpm,-24.9,2.8,-14.1,3.1,,,14.788,0.05,13.908,0.035,,,,,,,,,,,12.313,0.026,11.938,0.023,11.784,0.024,5642,225,180,4.455,0.075,0.15,-0.201,0.25,0.4,0.93,0.252,0.105,0.906,0.082,0.082,1.111,0.37,0.449,463.6,148.4,66.27,0.157,0.113,0.056,AAA-222-111-000-0-0,14.4,
618,618,618,249902103,15 37 19.710,-16 36 47.81,1,15.564,,,367-069125,15371971-1636478,,STAR,gri,rpm,-0.8,5.1,3.5,5.4,,,17.028,0.1,15.9,0.062,,,16.447,0.059,15.568,0.065,15.185,0.098,,,13.911,0.053,13.261,0.07,12.963,0.059,4860,146,146,2.517,0.777,0.185,-0.634,0.36,0.3,8.501,2.103,4.99,0.917,0.054,0.045,0.001,0.019,7.47E-04,7049,1564,4010,0.188,0.099,0.071,AAA-222-111-000-0-0,18.8,
619,619,619,249902127,15 50 23.185,-16 36 46.68,1,12.522,,,367-070235,15502318-1636466,,STAR,gri,rav,-14.2,1.8,-9,2.3,,,13.534,0.01,12.775,0.04,,,13.105,0.02,12.515,0.02,12.271,0.04,,,11.227,0.025,10.871,0.03,10.725,0.025,4679,75,94,2.942,0.144,0.12,0.015,0.12,0.12,6.097,1.08,0.917,1.222,0.116,0.116,0.005,0.004,0.002,1463,220.6,226.9,0.145,0.091,0.035,AAA-222-111-000-0-0,66.5,
620,620,620,249902194,15 44 47.151,-16 36 43.70,1,16.162,,,,15444715-1636437,6794-301-2-0177-0694,EXTENDED,gri,,5,2,-2,2,,,,,,,19.714,0.096,17.328,0.006,16.192,0.004,15.662,0.004,15.204,0.007,15.009,0.08,14.247,0.086,13.713,0.072,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,24.4,
621,621,621,249902215,15 11 28.922,-16 36 42.84,1,12.197,,6169-1308-1,367-067085,15112892-1636428,,STAR,gri,rpm,9.8,2.6,4.9,2.8,,,12.363,0.221,12.123,0.227,,,12.604,0.01,12.209,0.01,12.022,0.03,,,11.216,0.024,10.942,0.023,10.914,0.023,6247,123,98,4.17,0.145,0.203,-0.261,0.25,0.4,1.407,0.414,0.237,1.108,0.218,0.182,0.374,0.254,0.193,479.3,121.9,97.17,0.126,0.037,0.017,AAA-222-111-000-0-0,35.8,
622,622,622,249902220,15 48 40.526,-16 36 42.66,1,11.737,,,367-070070,15484052-1636426,,STAR,gri,rpm,-5.3,1.2,-4.4,1.7,,,13.1,0.041,12.087,0.03,,,12.56,0.031,11.681,0.04,11.385,0.06,,,10.081,0.023,9.573,0.026,9.451,0.021,4905,101,80,2.427,0.846,0.09,-0.453,0.25,0.35,10.007,1.118,5.533,0.999,0.212,0.106,9.47E-04,0.013,2.45E-04,1382,178.7,715.9,0.152,0.095,0.034,AAA-222-111-000-0-0,13.6,
623,623,623,249902229,15 35 51.550,-16 36 42.08,1,13.666,,,367-068987,15355155-1636420,,STAR,gri,rpm,-50.2,2.2,-29.2,2.7,,,14.875,0.02,13.924,0.01,,,14.371,0.02,13.652,0.05,13.363,0.08,,,12.172,0.023,11.752,0.022,11.618,0.02,5287,130,130,4.592,0.05,0.08,-0.421,0.25,0.55,0.728,0.117,0.085,0.777,0.066,0.098,1.935,0.529,0.556,315.6,56.91,40.72,0.122,0.09,0.028,AAA-222-111-000-0-0,18.2,
624,624,624,249902245,15 36 20.376,-16 36 41.18,1,13.962,,,367-069032,15362037-1636411,,STAR,gri,rpm,-5.6,5.7,-3.3,5.7,,,15.176,0.03,14.24,0.01,,,14.675,0.03,13.944,0.03,13.656,0.068,,,12.519,0.026,12.094,0.03,11.994,0.025,5281,165,132,2.879,1.536,0.576,-0.744,0.72,0.3,5.358,4.104,4.49,0.904,0.095,0.026,0.004,0.9,0.003,2615,1745,2155,0.17,0.094,0.062,AAA-222-111-000-0-0,5.4,
625,625,625,249902260,15 29 36.071,-16 36 40.23,1,15.953,,,367-068450,15293607-1636398,,STAR,JHK,rpm,-59.8,6.1,-46.5,5.2,,,,,,,,,,,,,,,,,13.845,0.028,13.182,0.025,13.03,0.033,4015,347,173,4.893,0.09,0.075,-0.427,0.3,0.3,0.389,0.074,0.085,0.428,0.088,0.088,6.919,3.553,2.021,245,90.71,56.56,0.101,0.076,0.021,AAA-222-111-000-0-0,26.6,
626,626,626,249902262,15 11 51.554,-16 36 40.17,1,8.562,,6169-1298-1,367-067112,15115155-1636401,,STAR,gri,rpm,11.2,1.2,-6.3,1.2,,,8.424,0.016,7.962,0.012,,,9.973,0.03,8.972,0.04,7.957,0.01,,,7.049,0.021,6.882,0.044,6.825,0.027,6809,753,322,3.704,0.248,0.155,0.033,0.12,0.12,3.022,0.934,0.949,1.867,0.346,0.247,0.059,0.098,0.027,172.5,61.93,51.9,0.086,0.07,0.029,AAA-111-111-000-0-0,9.9,
627,627,627,249902264,15 07 42.446,-16 36 40.04,1,12.228,,,367-066816,15074243-1636400,,STAR,gri,rpm,15.6,1.1,-6.4,1.3,,,13.071,0.01,12.418,0.04,,,12.69,0.031,12.231,0.01,12.03,0.01,,,11.092,0.023,10.814,0.024,10.745,0.019,6183,124,149,4.152,0.16,0.192,-0.136,0.2,0.28,1.407,0.414,0.279,1.149,0.118,0.188,0.359,0.287,0.181,443.3,108.4,87.09,0.165,0.079,0.053,AAA-222-111-000-0-0,22.9,
628,628,628,249902267,15 37 33.696,-16 36 39.98,1,13.581,,,367-069150,15373370-1636400,,STAR,JHK,rpm,-8.8,3.6,-1.9,4.1,,,,,,,,,,,,,,,,,11.984,0.026,11.481,0.023,11.336,0.029,5006,154,123,2.711,0.8,0.4,-0.639,0.48,0.4,6.362,4.004,3.449,0.916,0.195,0.043,0.003,0.042,0.002,2305,1465,1290,0.156,0.106,0.048,AAA-222-111-000-0-0,18.7,
629,629,629,249902315,15 48 59.907,-16 36 37.61,1,12.142,,6186-1390-1,367-070106,15485988-1636374,,STAR,gri,rpm,-2.9,2.6,-7.2,2.8,,,12.64,0.272,11.997,0.208,,,12.681,0.031,12.103,0.04,11.911,0.06,,,10.883,0.023,10.554,0.025,10.471,0.025,5917,141,141,4.011,0.405,0.225,-0.002,0.16,0.24,1.713,0.724,0.667,1.155,0.275,0.172,0.184,0.636,0.097,451.4,207.1,185.3,0.147,0.104,0.04,AAA-222-111-000-0-0,37.4,
630,630,630,249902321,15 19 13.714,-16 36 37.28,1,11.406,,6170-1293-1,367-067602,15191372-1636371,,STAR,gri,rav,0.6,2.8,-31.6,3,,,12.635,0.406,11.321,0.149,,,11.902,0.02,11.376,0.01,11.193,0.02,,,10.235,0.024,9.915,0.026,9.814,0.023,5409,194,161,3.753,0.075,0.09,-0.022,0.15,0.12,2.491,0.323,0.286,1.311,0.118,0.118,0.081,0.027,0.024,445.5,81.31,50.27,0.136,0.052,0.029,AAA-222-111-000-0-0,21.7,
631,631,631,249902379,15 43 23.749,-16 36 34.73,1,12.144,,,367-069649,15432374-1636348,,STAR,gri,rav,-6.8,1.8,-10.1,3.5,,,13.94,0.01,12.58,0.03,,,13.269,0.01,12.137,0.01,11.662,0.03,,,10.153,0.024,9.452,0.022,9.261,0.019,4278,128,102,1.527,0.135,0.189,-0.555,0.12,0.15,27.481,6.735,4.707,0.958,0.019,0.043,4.27E-05,3.15E-05,2.03E-05,3419,598,509,0.16,0.095,0.043,AAA-222-111-000-0-0,30.4,
632,632,632,249902413,15 25 57.076,-16 36 33.18,1,17.052,,,,15255707-1636331,,STAR,JHK,rpm,-80,9,6,8,,,,,,,,,,,,,,,,,14.778,0.039,14.204,0.038,13.913,0.059,3435,232,371,5.097,0.09,0.075,-0.173,0.25,0.3,0.188,0.064,0.048,0.18,0.072,0.061,22.93,14.26,8.793,154.9,63.89,52.55,0.08,0.045,0.032,AAA-222-111-000-0-0,17.9,0733-0326744
633,633,633,249902417,15 47 37.848,-16 36 32.98,1,11.744,,,367-069970,15473784-1636329,,STAR,gri,rav,0.5,3.7,-5.1,4.1,,,13.303,0.042,12.188,0.03,,,12.673,0.031,11.726,0.04,11.346,0.02,,,9.981,0.023,9.371,0.025,9.256,0.021,4829,77,77,3.22,0.1,0.2,-0.091,0.12,0.12,4.516,0.948,0.663,1.209,0.19,0.135,0.013,0.006,0.006,641.2,126.2,89.13,0.148,0.093,0.037,AAA-222-111-000-0-0,25.6,
634,634,634,249902418,15 42 37.239,-16 36 32.98,1,11.552,,6185-1505-1,367-069586,15423723-1636331,,STAR,gri,rpm,-11.8,2.4,2.7,2.5,,,11.925,0.14,11.467,0.134,,,11.995,0.02,11.565,0.03,11.362,0.01,,,10.487,0.023,10.2,0.026,10.108,0.023,6167,125,100,4.062,0.22,0.264,-0.11,0.16,0.4,1.538,0.777,0.347,1.18,0.279,0.232,0.278,0.337,0.187,367.5,193.9,85.49,0.14,0.086,0.04,AAA-222-111-000-0-0,6.8,
635,635,635,249902456,15 06 58.429,-16 36 31.07,1,13.583,,,367-066767,15065842-1636311,,STAR,gri,rav,-1.5,3,-1.6,3.4,,,15.657,0.02,14.161,0.02,,,14.956,0.01,13.595,0.01,12.995,0.01,,,11.331,0.024,10.531,0.023,10.341,0.023,3999,79,95,0.515,0.144,0.12,-1.007,0.2,0.08,83.167,11.272,11.462,0.849,0.06,0.02,1.49E-06,7.14E-07,5.59E-07,13950,3451,1733,0.199,0.142,0.079,AAA-222-111-000-0-0,42.5,
636,636,636,249902472,15 30 50.484,-16 36 30.09,1,12.929,,,367-068569,15305048-1636301,,STAR,gri,rpm,-7.8,2.3,0.7,1.4,,,13.75,0.02,13.112,0.032,,,13.365,0.01,12.923,0.041,12.742,0.01,,,11.773,0.024,11.472,0.021,11.432,0.024,6171,148,148,4.121,0.18,0.18,-0.145,0.2,0.36,1.489,0.412,0.323,1.13,0.198,0.198,0.317,0.287,0.151,611.5,210.3,133.5,0.142,0.075,0.047,AAA-222-111-00s-0-0,33.6,
637,637,637,249902487,15 42 42.017,-16 36 29.60,1,11.681,,6185-1022-1,367-069595,15424200-1636296,,STAR,gri,rpm,-2.9,2.6,-12.9,2.8,,,12.32,0.227,11.919,0.215,,,12.102,0.03,11.665,0.01,11.5,0.02,,,10.573,0.024,10.299,0.026,10.21,0.021,6232,196,122,4.118,0.18,0.18,-0.086,0.2,0.52,1.55,0.493,0.319,1.244,0.149,0.298,0.293,0.26,0.138,372.6,122.7,78.66,0.144,0.084,0.038,AAA-222-111-000-0-0,33.3,
638,638,638,249902514,15 33 22.880,-16 36 28.24,1,14.292,,,367-068787,15332287-1636281,,STAR,gri,rpm,-3.7,1.8,-3.8,2,,,15.469,0.03,14.59,0.02,,,14.982,0.01,14.293,0.04,13.996,0.01,,,12.748,0.024,12.283,0.025,12.16,0.023,5238,129,107,2.46,0.615,0.075,-0.953,0.2,0.24,9.094,0.832,4.657,0.896,0.018,0.025,0.001,0.006,2.59E-04,4608,375.2,2400,0.16,0.097,0.044,AAA-222-111-000-0-0,28.1,
639,639,639,249902520,15 24 53.023,-16 36 27.99,1,17.037,,,,15245302-1636279,,STAR,JHK,rpm,-38,5,-32,12,,,,,,,,,,,,,,,,,14.661,0.035,13.965,0.036,13.762,0.062,3995,289,241,4.876,0.102,0.085,-0.291,0.25,0.35,0.391,0.082,0.092,0.45,0.091,0.127,6.553,3.929,2.123,368.2,110.5,99.5,0.138,0.082,0.041,AAA-222-111-000-0-0,44,0733-0326420
640,640,640,249902576,15 32 19.261,-16 36 25.23,1,12.972,,,367-068665,15321926-1636253,,STAR,gri,rpm,-7.2,1.6,7,2.7,,,13.698,0.043,13.12,0.02,,,13.357,0.03,12.978,0.01,12.806,0.02,,,11.837,0.021,11.567,0.021,11.486,0.023,6292,127,102,4.132,0.198,0.165,-0.356,0.35,0.56,1.416,0.395,0.309,1.053,0.249,0.208,0.327,0.327,0.146,619.5,181.5,119.4,0.126,0.052,0.029,AAA-222-111-000-0-0,33.4,
641,641,641,249902597,15 18 50.980,-16 36 24.45,1,15.465,,,367-067580,15185097-1636245,,STAR,gri,rpm,32.6,3.5,-32,3.6,,,17.744,0.04,16.374,0.11,,,17.14,0.05,15.858,0.02,14.747,0.01,,,12.851,0.026,12.27,0.024,11.987,0.024,3683,110,66,4.942,0.045,0.054,0.095,0.12,0.15,0.326,0.044,0.046,0.362,0.06,0.06,9.421,2.998,1.938,125.6,19.95,20.36,0.065,0.027,0.017,AAA-222-111-000-0-0,9.4,
642,642,642,249902600,15 09 13.249,-16 36 24.26,1,13.985,,,367-066949,15091324-1636242,,STAR,gri,rpm,-10.1,3.8,-22.9,5.1,,,15.466,0.01,14.372,0.02,,,14.946,0.01,13.956,0.02,13.573,0.03,,,12.267,0.024,11.718,0.022,11.591,0.021,4777,138,98,4.613,0.04,0.04,-0.021,0.12,0.24,0.715,0.073,0.066,0.777,0.067,0.081,2.093,0.395,0.392,285.2,34.21,35.3,0.17,0.094,0.078,AAA-222-111-000-0-0,46,
643,643,643,249902617,15 45 06.781,-16 36 23.55,1,10.681,,6186-438-1,367-069767,15450679-1636236,,STAR,gri,rpm,0.9,2.5,0,2.6,,,12.13,0.236,10.872,0.085,,,12.02,0.02,10.725,0.02,10.107,0.03,,,8.371,0.02,7.553,0.033,7.343,0.029,4097,66,50,0.819,0.432,0.24,-0.884,0.42,0.3,56.319,21.066,19.451,0.904,0.12,0.027,4.24E-06,1.14E-05,2.37E-06,2850,991.2,935.7,0.153,0.122,0.034,AAA-111-111-000-0-0,5.4,
644,644,644,249902624,15 36 41.530,-16 36 23.30,1,11.82,,,367-069064,15364153-1636232,,STAR,gri,rpm,-6.3,3.1,2.9,1.9,,,13.351,0.03,12.196,0.02,,,12.768,0.03,11.845,0.04,11.413,0.06,,,10.021,0.026,9.409,0.026,9.219,0.019,4686,94,94,2.267,0.3,0.6,-0.612,0.5,0.6,11.685,10.325,2.922,0.946,0.255,0.08,5.65E-04,9.41E-04,4.97E-04,1562,1354,357.8,0.16,0.094,0.043,AAA-222-111-000-0-0,42.1,
645,645,645,249902749,15 21 53.263,-16 36 17.36,1,13.633,,,367-067842,15215326-1636174,,STAR,gri,rpm,-6.6,1.8,-2.8,1.9,,,14.818,0.02,13.912,0.01,,,14.319,0.01,13.628,0.02,13.339,0.01,,,12.138,0.023,11.662,0.022,11.562,0.024,5227,101,142,2.46,0.714,0.105,-0.979,0.16,0.24,9.084,1.062,5.075,0.891,0.018,0.024,0.001,0.01,3.62E-04,3464,404.8,1794,0.159,0.086,0.048,AAA-222-111-000-0-0,23.6,
646,646,646,249902798,15 32 21.478,-16 36 15.36,1,12.799,,,367-068668,15322148-1636154,,STAR,gri,rpm,1.6,1.7,5.5,1.2,,,13.587,0.02,12.97,0.01,,,13.223,0.02,12.793,0.01,12.617,0.01,,,11.593,0.021,11.317,0.021,11.192,0.021,6263,151,151,4.1,0.175,0.245,-0.067,0.15,0.36,1.557,0.63,0.384,1.204,0.28,0.2,0.285,0.265,0.172,625.8,258.2,156.5,0.143,0.079,0.043,AAA-222-111-000-0-0,33.4,
647,647,647,249902818,15 48 00.776,-16 36 14.21,1,14.001,,,367-070002,15480077-1636139,,STAR,gri,rpm,-4.4,3.6,-6.6,4.1,,,15.305,0.06,14.383,0.038,,,14.753,0.038,13.941,0.045,13.678,0.068,,,12.452,0.022,11.969,0.023,11.855,0.029,5100,121,121,2.756,1.014,0.468,-0.684,0.54,0.3,5.917,4.509,3.823,0.913,0.127,0.034,0.003,0.069,0.002,2739,1765,1726,0.165,0.1,0.05,AAA-222-111-000-0-0,43.4,
648,648,648,249902847,15 19 08.303,-16 36 12.97,1,11.978,,,367-067595,15190830-1636129,,STAR,gri,rpm,-3.6,1.2,-1.8,1.1,,,12.762,0.03,12.13,0.01,,,12.381,0.02,11.97,0.03,11.805,0.03,,,10.891,0.026,10.611,0.024,10.52,0.019,6313,148,148,4.031,0.22,0.264,-0.061,0.15,0.36,1.698,0.851,0.487,1.284,0.299,0.256,0.227,0.281,0.141,469.7,259.1,119.3,0.142,0.083,0.052,AAA-222-111-000-0-0,48.2,
649,649,649,249902902,15 23 23.334,-16 36 10.36,1,16.324,,,,15232333-1636103,,STAR,JHK,rpm,-44,11,44,7,,,,,,,,,,,,,,,,,13.86,0.023,13.227,0.027,12.926,0.037,3600,152,87,4.998,0.07,0.05,-0.013,0.12,0.21,0.274,0.046,0.054,0.278,0.07,0.07,13.12,5.584,3.439,152.9,36.5,34.64,0.095,0.056,0.031,AAA-222-111-000-0-0,30.5,0733-0325918
650,650,650,249902925,15 46 02.416,-16 36 09.20,1,12.474,,,367-069861,15460241-1636090,,STAR,gri,rav,-27.6,1.8,-11.7,2.3,,,13.96,0.05,12.844,0.03,,,13.431,0.01,12.453,0.02,12.063,0.03,,,10.756,0.027,10.191,0.024,10.043,0.023,4775,145,175,4.63,0.03,0.03,-0.036,0.12,0.18,0.693,0.05,0.039,0.756,0.055,0.046,2.228,0.301,0.314,141.7,15.11,18.74,0.072,0.048,0.017,AAA-222-111-000-0-0,12,
651,651,651,249902997,15 46 44.864,-16 36 06.21,1,14.171,,,367-069919,15464486-1636062,,STAR,gri,rpm,-18.7,3.1,-11.8,3.4,,,14.579,0.22,14.214,0.18,,,14.328,0.18,14.119,0.11,14.03,0.12,,,13.199,0.027,12.952,0.027,12.886,0.026,6214,192,154,4.247,0.1,0.14,-0.834,0.48,0.4,1.137,0.205,0.147,0.859,0.114,0.034,0.571,0.217,0.23,938.7,193,117.3,0.126,0.051,0.028,AAA-222-111-000-0-0,11.5,
652,652,652,249903002,15 37 21.439,-16 36 06.11,1,17.232,,,,15372143-1636061,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.023,0.081,14.367,0.108,14.178,0.107,4488,586,704,4.667,0.22,1.1,-0.208,0.25,0.5,0.612,2.286,0.236,0.653,0.215,0.258,2.654,4.572,2.606,806.8,3451,403.4,0.152,0.099,0.045,AAA-222-111-000-2-0,24.2,0733-0331222
653,653,653,249903021,15 12 14.052,-16 36 05.18,1,12.054,,,367-067149,15121405-1636050,,STAR,gri,rpm,-62.6,1.5,-90.6,1.2,,,13.519,0.01,12.464,0.01,,,13.016,0.01,12.025,0.01,11.642,0.05,,,10.417,0.024,9.845,0.024,9.719,0.023,4498,176,88,4.702,0.195,0.065,-0.35,0.35,0.84,0.573,0.094,0.175,0.631,0.097,0.174,3.09,4.054,0.799,94.94,40.65,10.64,0.065,0.064,0.029,AAA-222-111-000-0-0,13.7,
654,654,654,249903027,15 44 38.458,-16 36 04.83,1,17.431,,,,15443845-1636048,6794-301-2-0177-0562,EXTENDED,gri,,3,3,-9,3,,,,,,,20.585,0.151,18.508,0.011,17.436,0.007,16.97,0.007,16.551,0.015,16.111,0.102,15.46,0.115,14.79,0.116,,,,,,,,,,,,,,,,,,,,,,,,,ABB-222-111-000-0-0,34.8,
655,655,655,249903039,15 37 23.114,-16 36 04.63,1,16.018,,,367-069130,15372311-1636043,,STAR,JHK,rpm,2.5,4.6,-15,4.8,,,,,,,,,,,,,,,,,15.01,0.04,14.585,0.047,14.74,0.122,5577,390,325,4.488,0.09,0.36,-0.485,0.45,0.54,0.872,0.552,0.155,0.825,0.087,0.087,1.231,0.548,0.904,1433,1017,286.9,0.156,0.101,0.042,AAB-222-111-000-2-0,19.1,
656,656,656,249903086,15 36 05.438,-16 36 02.67,1,11.617,,,367-069012,15360543-1636026,,STAR,gri,rav,-2.8,2.4,-1.5,1.8,,,13.046,0.02,11.951,0.03,,,12.471,0.01,11.639,0.03,11.251,0.04,,,9.88,0.024,9.276,0.022,9.164,0.021,4536,131,75,1.742,0.161,0.115,-0.659,0.08,0.16,21.314,3.158,3.748,0.918,0.041,0.018,9.14E-05,6.67E-05,2.96E-05,2443,293,342.5,0.151,0.077,0.043,AAA-222-111-000-0-0,49.6,
