EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
202483641,16 09 59.701,-29 31 37.05,1,15.294,,,303-089878,16095969-2931369,STAR,JHK,rpm,-39.1,4.5,-20.9,2.9,,,,,,,,,,,,,12.989,0.026,12.307,0.022,12.114,0.024,4031,301,167,4.818,0.045,0.081,-0.059,0.2,0.28,0.467,0.091,0.052,0.526,0.092,0.061,5.078,1.344,1.508,199.5,60.59,27.33,0.197,0.193,0.083,AAA-222-111-000-0-0,,
202488467,16 11 37.745,-29 30 26.16,1,10.884,,,303-090301,16113773-2930261,STAR,gri,rpm,-1.5,2.3,-16.7,1,,,11.767,0.04,11.088,0.03,11.403,0.03,10.852,0.04,10.661,0.06,9.749,0.024,9.429,0.022,9.388,0.024,5985,282,176,4.095,0.3,0.36,0.008,0.15,0.18,1.57,0.907,0.575,1.181,0.325,0.148,0.277,0.54,0.201,265.8,158.4,99.25,0.213,0.12,0.1,AAA-222-111-000-0-0,,
202491250,16 13 03.994,-29 29 46.96,1,12.144,,,303-090647,16130399-2929469,STAR,gri,rpm,1.9,1.7,5.1,1.6,,,12.986,0.041,12.356,0.01,12.633,0.01,12.189,0.02,11.934,0.06,11.195,0.026,10.924,0.024,10.866,0.023,6385,256,220,4.054,0.2,0.24,-0.004,0.12,0.24,1.649,0.779,0.354,1.333,0.258,0.193,0.25,0.249,0.155,552.4,260.9,118.6,0.225,0.091,0.076,AAA-222-111-000-0-0,,
202496545,16 14 18.000,-29 28 29.93,1,12.113,,,303-090877,16141800-2928298,STAR,gri,rpm,4.6,0.8,-13.1,0.9,,,12.922,0.05,12.378,0.05,12.599,0.03,12.185,0.01,11.905,0.15,11.18,0.023,10.975,0.024,10.904,0.024,6591,378,210,4.199,0.06,0.216,0.017,0.15,0.12,1.536,0.542,0.165,1.385,0.179,0.128,0.364,0.116,0.205,533.6,188.9,54.73,0.223,0.139,0.063,AAA-222-111-000-0-0,,
202499459,16 08 14.610,-29 27 48.19,1,11.975,,,303-089529,16081461-2927480,STAR,JHK,rpm,-3.7,1.8,-7.6,1.4,,,,,,,,,,,,,10.772,0.023,10.456,0.022,10.362,0.019,6193,252,252,4.051,0.246,0.328,0.008,0.15,0.18,1.652,1.025,0.43,1.271,0.305,0.229,0.226,0.377,0.154,423.4,260.1,109.5,0.352,0.148,0.172,AAA-222-111-000-0-0,,
202501727,16 12 15.252,-29 27 15.02,1,11.186,,6805-1687-1,303-090477,16121524-2927151,STAR,gri,rpm,-7.4,2.9,-4.8,2.6,,,11.502,0.094,11.381,0.13,11.383,0.03,11.121,0.04,11.033,0.06,10.365,0.024,10.218,0.022,10.115,0.021,7508,392,470,3.984,0.195,0.195,0.017,0.12,0.09,2.187,0.657,0.591,1.823,0.231,0.231,0.152,0.158,0.077,556.7,212.5,131.5,0.328,0.17,0.142,AAA-222-111-000-0-0,,
202502512,16 14 10.845,-29 27 03.40,1,12.48,,,303-090840,16141085-2927033,STAR,gri,rpm,-4.9,1,-4.5,1.1,,,13.454,0.05,12.784,0.05,13.068,0.03,12.55,0.01,12.228,0.2,11.449,0.023,11.188,0.024,11.134,0.026,6299,257,257,4.095,0.205,0.287,0.049,0.12,0.12,1.665,0.832,0.436,1.344,0.287,0.191,0.257,0.268,0.163,602.6,278.9,143.4,0.275,0.108,0.092,AAA-222-111-000-0-0,,
202506039,16 16 52.735,-29 26 12.53,1,12.188,,,303-091435,16165273-2926125,STAR,gri,rpm,-6.1,1.4,-9.7,1.7,,,13.276,0.05,12.476,0.02,12.835,0.02,12.157,0.01,11.911,0.03,10.823,0.024,10.576,0.027,10.427,0.024,6896,125,460,3.935,0.15,0.15,0.064,0.06,0.08,2.211,0.704,0.372,1.633,0.151,0.12,0.144,0.115,0.064,589.2,156,123.3,0.673,0.068,0.102,AAA-222-111-000-0-0,,
202506474,16 08 38.318,-29 26 06.03,1,12.497,,,303-089614,16083831-2926060,STAR,gri,rpm,32.6,7.1,-12.2,1.4,,,13.441,0.042,12.678,0.031,13.025,0.031,12.443,0.041,12.27,0.061,11.613,0.023,11.336,0.022,11.23,0.019,6094,277,197,4.244,0.11,0.132,-0.119,0.24,0.28,1.269,0.225,0.191,1.103,0.172,0.143,0.493,0.264,0.172,491.9,105,86.51,0.258,0.135,0.075,AAA-222-111-000-0-0,,
202507039,16 12 05.280,-29 25 58.12,1,11.183,,6805-1641-1,303-090429,16120529-2925580,STAR,gri,rpm,-23.3,3,-21.7,2.8,,,11.794,0.133,11.177,0.117,11.541,0.03,11.176,0.04,11.03,0.06,10.253,0.024,10.066,0.023,9.961,0.023,6852,256,341,4.083,0.147,0.084,0.048,0.2,0.2,1.774,0.384,0.371,1.485,0.249,0.249,0.245,0.175,0.089,395.4,103.3,81.9,0.356,0.014,0.161,AAA-222-111-000-0-0,,
202512864,16 16 04.355,-29 24 35.07,1,12.874,,,303-091272,16160435-2924351,STAR,gri,rav,-5.8,1.3,-4.5,2.2,,,14.947,0.08,13.466,0.02,14.245,0.02,12.847,0.01,12.286,0.02,10.585,0.024,9.954,0.026,9.78,0.021,4611,92,111,2.381,0.06,0.096,-0.064,0.12,0.12,11.68,1.407,0.597,1.184,0.186,0.103,7.53E-04,1.12E-04,2.12E-04,1837,212.8,138.4,0.359,0.258,0.155,AAA-222-111-000-0-0,,
202514927,16 13 43.331,-29 24 06.34,1,12.358,,,303-090769,16134333-2924062,STAR,gri,rpm,-10.6,1,-19.1,1,,,13.361,0.042,12.602,0.031,12.943,0.031,12.361,0.041,12.108,0.061,11.172,0.024,10.858,0.022,10.763,0.023,6044,188,188,4.23,0.15,0.18,-0.059,0.18,0.36,1.236,0.369,0.21,1.076,0.164,0.137,0.492,0.324,0.25,397.6,120.3,80.6,0.282,0.134,0.096,AAA-222-111-000-0-0,,
202515599,16 10 15.418,-29 23 56.25,1,15.263,,,,16101541-2923562,STAR,JHK,col,,,,,,,,,,,,,,,,,12.958,0.024,12.377,0.025,12.083,0.024,3601,2860,173,4.989,0.1,0.9,-0.012,0.18,0.21,0.261,1.411,0.072,0.262,1.069,0.081,13.24,9.507,12.97,96.29,731.6,27.49,0.135,1.785,0.095,AAA-222-111-000-0-0,,
202517891,16 17 40.307,-29 23 23.19,1,11.992,,,304-088633,16174030-2923230,STAR,gri,rpm,-6,1.6,-5.5,1.5,,,13.118,0.05,12.317,0.02,12.686,0.02,11.989,0.02,11.694,0.06,10.59,0.024,10.249,0.022,10.162,0.021,6090,333,333,3.991,0.371,0.265,0.02,0.15,0.21,1.741,1.038,0.65,1.25,0.419,0.209,0.173,0.452,0.114,423.3,258.5,160.5,0.475,0.126,0.168,AAA-222-111-000-0-0,,
202518093,16 14 01.448,-29 23 20.20,1,15.02,,,304-087824,16140145-2923201,STAR,JHK,rpm,-32.6,2.6,22.5,2.4,,,,,,,,,,,,,12.922,0.022,12.337,0.022,12.11,0.023,3669,87,109,4.98,0.056,0.048,0.009,0.12,0.18,0.301,0.045,0.051,0.323,0.06,0.081,11.06,4.347,2.434,114.4,20.31,23.4,0.093,0.055,0.039,AAA-222-111-000-0-0,,
202518676,16 14 45.715,-29 23 11.80,1,10.495,,6805-1678-1,304-088000,16144571-2923117,STAR,gri,rpm,-3,2.5,3,2.1,,,11.039,0.059,10.503,0.051,10.699,0.02,10.427,0.03,10.294,0.03,9.59,0.023,9.438,0.028,9.365,0.024,7297,1184,493,3.861,0.275,0.275,0.041,0.12,0.08,2.533,1.354,0.883,1.946,0.358,0.43,0.119,0.194,0.082,446.4,209.3,142.5,0.283,0.326,0.13,AAA-222-111-000-0-0,,
202520669,16 17 06.833,-29 22 42.15,1,14.756,,,304-088514,16170682-2922421,STAR,gri,rpm,16.5,1.9,9.8,2.8,,,17.407,0.113,15.626,0.056,16.453,0.058,14.849,0.053,14.029,0.07,12.209,0.024,11.578,0.026,11.353,0.021,5909,70,70,4.093,0.32,0.08,-0.206,0.18,0.12,1.516,0.12,0.51,1.026,0.043,0.085,0.294,0.602,0.066,488.9,64.73,152.2,1.729,0.091,0.065,AAA-222-111-000-0-0,,
202521463,16 10 45.103,-29 22 30.80,1,11.989,,,304-087055,16104510-2922308,STAR,gri,rpm,-4.3,1.1,-4.3,1.7,,,12.269,0.04,11.98,0.03,12.024,0.03,11.977,0.04,11.997,0.061,11.429,0.023,11.35,0.027,11.287,0.023,8284,580,414,4.108,0.085,0.136,0.055,0.09,0.12,2.022,0.445,0.236,1.995,0.219,0.219,0.215,0.102,0.087,937.6,190.7,134,0.23,0.114,0.062,AAA-222-111-000-0-0,,
202521690,16 13 18.447,-29 22 27.63,1,12.617,,,304-087702,16131844-2922275,STAR,JHK,rpm,-10.5,3.8,-27.3,6.2,,,,,,,,,,,,,10.151,0.024,9.431,0.022,9.216,0.021,4773,57,57,2.829,0.4,0.5,-0.233,0.25,0.6,6.328,3.303,2.17,1.118,0.114,0.183,0.004,0.012,0.003,724.6,464.2,237,0.985,0.142,0.227,AAA-222-111-000-0-0,,
202521931,16 21 37.120,-29 22 23.99,1,9.764,,6806-174-1,304-089402,16213712-2922239,STAR,gri,rpm,4.2,2.6,3,2.3,,,10.452,0.039,9.919,0.033,10.182,0.04,9.829,0.05,9.584,0.01,8.785,0.026,8.524,0.047,8.451,0.021,6393,401,251,3.899,0.198,0.33,-0.033,0.1,0.06,2.174,1.471,0.609,1.522,0.437,0.218,0.128,0.168,0.094,233.1,220.1,50.65,0.21,0.242,0.101,AAA-112-111-000-0-0,,
202522205,16 13 17.376,-29 22 19.91,1,12.325,,,304-087700,16131738-2922198,STAR,JHK,rpm,-24.7,1.9,-23.1,1.3,,,,,,,,,,,,,9.849,0.024,9.134,0.022,8.909,0.021,4929,49,158,2.575,0.384,0.02,-0.914,0.84,0.05,8.062,0.161,2.816,0.899,0.147,0.018,0.002,0.005,1.02E-04,675.9,118.6,20.28,1.133,0.001,0.28,AAA-222-111-000-0-0,,
202522885,16 17 22.713,-29 22 10.49,1,11.664,,,304-088557,16172270-2922104,STAR,gri,rpm,-2.8,1.1,-0.8,2.4,,,12.649,0.04,11.922,0.02,12.236,0.03,11.636,0.01,11.419,0.02,10.508,0.033,10.208,0.031,10.159,0.032,6293,316,316,3.844,0.352,0.16,-0.01,0.15,0.21,2.315,0.578,0.913,1.469,0.23,0.269,0.108,0.303,0.053,567.6,158.2,220.5,0.429,0.104,0.146,AAA-222-111-000-0-0,,
202523595,16 18 11.701,-29 22 00.57,1,12.191,,6805-1493-1,304-088737,16181171-2922003,STAR,gri,rpm,-7.6,3.2,-1,3.1,,,12.567,0.246,12.224,0.225,12.621,0.03,12.186,0.04,12.007,0.01,11.076,0.024,10.861,0.024,10.77,0.023,6736,493,308,4.086,0.156,0.286,0.031,0.1,0.12,1.777,0.763,0.356,1.515,0.238,0.198,0.252,0.166,0.16,584.2,235.3,125.5,0.356,0.167,0.139,AAA-222-111-000-0-0,,
202524330,16 15 52.579,-29 21 50.44,1,12.501,,,304-088267,16155258-2921504,STAR,gri,rpm,-18.5,2.1,-28.7,1.1,,,13.64,0.04,12.78,0.02,13.157,0.03,12.425,0.01,12.22,0.03,11.1,0.026,10.683,0.026,10.576,0.024,5439,387,161,4.514,0.048,0.448,-0.065,0.15,0.18,0.867,0.642,0.066,0.924,0.082,0.068,1.35,0.273,1.073,231,190.3,17.79,0.211,0.162,0.081,AAA-222-111-000-0-0,,
202526459,16 08 50.385,-29 21 19.81,1,11.159,,6792-2257-1,304-086649,16085038-2921197,STAR,gri,rpm,1.7,3.3,-9.2,3.2,,,11.767,0.124,11.063,0.099,11.413,0.03,11.105,0.04,11.051,0.06,10.334,0.024,10.143,0.022,10.066,0.021,7001,400,285,4.016,0.234,0.234,0.014,0.12,0.1,2.003,0.765,0.553,1.594,0.252,0.21,0.179,0.237,0.102,495.1,168.2,125.5,0.24,0.134,0.096,AAA-222-111-000-0-0,,
202526854,16 14 45.941,-29 21 14.36,1,12.388,,,304-088004,16144594-2921142,STAR,gri,rpm,-13.2,1,-11.9,1,,,13.257,0.03,12.659,0.05,12.88,0.02,12.396,0.02,12.176,0.03,11.27,0.023,10.973,0.021,10.94,0.021,6175,231,154,4.196,0.14,0.14,-0.089,0.15,0.21,1.339,0.293,0.241,1.165,0.124,0.149,0.422,0.263,0.186,452.5,113.5,76.99,0.221,0.088,0.073,AAA-222-111-000-0-0,,
202527051,16 21 37.562,-29 21 11.55,1,9.929,,6806-272-1,304-089404,16213755-2921115,STAR,gri,rpm,0.1,2.3,-9.6,1.7,,,10.257,0.032,9.911,0.033,10.087,0.11,9.877,0.04,9.757,0.02,9.054,0.026,8.961,0.022,8.877,0.024,7660,1163,447,3.802,0.205,0.287,0.06,0.1,0.08,2.829,1.232,0.858,2.182,0.38,0.444,0.083,0.101,0.056,425.7,159.2,115.9,0.416,0.239,0.199,AAA-122-111-000-0-0,,
202527844,16 09 13.961,-29 21 00.20,1,12.473,,,304-086704,16091396-2921001,STAR,gri,rpm,8.2,1.3,-5.5,2.2,,,13.486,0.042,12.688,0.031,13.063,0.031,12.45,0.041,12.22,0.061,11.234,0.022,10.913,0.023,10.813,0.024,6147,246,246,4.059,0.252,0.21,-0.004,0.15,0.24,1.603,0.574,0.423,1.228,0.301,0.18,0.235,0.334,0.123,506.3,181.4,133.5,0.346,0.131,0.109,AAA-222-111-000-0-0,,
202528405,16 12 09.196,-29 20 52.14,1,12.16,,,304-087409,16120920-2920521,STAR,gri,rpm,10.7,1.2,-1.8,2,,,13.137,0.042,12.372,0.031,12.738,0.031,12.133,0.04,11.912,0.06,10.987,0.026,10.648,0.022,10.54,0.021,6029,304,253,4.048,0.276,0.23,-0.043,0.15,0.21,1.745,0.625,0.608,1.193,0.263,0.188,0.229,0.445,0.123,473.3,187.6,156.2,0.322,0.171,0.146,AAA-222-111-000-0-0,,
202532858,16 24 53.308,-29 19 49.25,1,11.982,,,304-090066,16245331-2919491,STAR,gri,rpm,-22.2,2.2,-38,1.4,,,13.306,0.04,12.324,0.01,12.829,0.031,11.961,0.01,11.619,0.01,10.474,0.024,10.055,0.024,9.931,0.025,5768,479,102,4.46,0.02,0.357,-0.241,0.16,0.36,0.938,0.514,0.019,0.941,0.038,0.091,1.134,0.068,0.816,184.9,103.1,6.525,0.603,0.151,0.05,AAA-222-111-000-0-0,,
202532942,16 11 34.012,-29 19 47.93,1,11.767,,,304-087255,16113401-2919479,STAR,gri,rpm,-7.1,1.3,-3.4,1.8,,,12.571,0.041,11.918,0.03,12.222,0.03,11.717,0.04,11.571,0.06,10.716,0.024,10.469,0.026,10.413,0.027,6400,426,213,4.06,0.188,0.329,0.049,0.12,0.12,1.745,1.01,0.433,1.45,0.26,0.26,0.226,0.304,0.158,483.4,268.4,130.8,0.275,0.14,0.1,AAA-222-111-000-0-0,,
202533382,16 24 34.919,-29 19 41.04,1,12.4,,,304-090019,16243492-2919410,STAR,JHK,rpm,7.5,3.9,-6.6,4.8,,,,,,,,,,,,,11.154,0.026,10.829,0.025,10.709,0.023,6200,319,265,4.074,0.225,0.225,0.026,0.12,0.18,1.599,0.678,0.408,1.283,0.24,0.2,0.239,0.308,0.15,495,204.2,123.8,0.377,0.259,0.185,AAA-222-111-000-0-0,,
202533649,16 13 06.963,-29 19 37.21,1,11.379,,6805-1437-1,304-087652,16130697-2919370,STAR,gri,rpm,7.1,3.2,-19.1,3.2,,,12.478,0.29,11.738,0.202,12.023,0.03,11.388,0.04,11.103,0.06,10.192,0.026,9.858,0.023,9.751,0.024,6202,260,312,4.03,0.294,0.252,-0.015,0.15,0.15,1.738,0.667,0.561,1.267,0.273,0.195,0.201,0.421,0.111,331.7,143.3,116.1,0.432,0.106,0.185,AAA-222-111-000-0-0,,
202533810,16 15 00.603,-29 19 34.90,1,13.231,,,304-088059,16150060-2919348,STAR,gri,rpm,-13.3,1.5,-23.4,1.7,,,15.883,0.08,14.359,0.02,15.097,0.06,13.699,0.01,12.431,0.01,10.356,0.021,9.674,0.024,9.441,0.023,4808,247,95,2.676,0.576,0.336,-0.694,0.7,0.6,6.968,2.821,2.783,0.921,0.263,0.06,0.002,0.012,0.002,919,400.8,316.6,0.95,0.15,0.225,AAA-222-111-000-0-0,,
202534070,16 24 34.388,-29 19 31.08,1,11.107,,6806-868-1,304-090016,16243439-2919310,STAR,gri,rpm,-10.7,3,-8.4,2.8,,,11.773,0.093,11.651,0.146,11.508,0.02,11.086,0.01,10.936,0.03,10.178,0.024,9.991,0.023,9.914,0.023,6952,446,446,4.071,0.14,0.252,0.019,0.15,0.12,1.882,0.779,0.366,1.565,0.3,0.187,0.216,0.186,0.131,412.5,178.3,79.98,0.407,0.128,0.192,AAA-222-111-000-0-0,,
202536655,16 12 13.885,-29 18 54.48,1,10.786,,6805-1523-1,304-087428,16121389-2918545,STAR,gri,rpm,-29.4,2.9,9.4,2.6,,,11.377,0.087,11.196,0.117,11.222,0.03,10.774,0.04,10.599,0.06,9.883,0.026,9.627,0.025,9.494,0.023,6293,235,196,4.133,0.208,0.13,-0.016,0.15,0.18,1.554,0.335,0.395,1.271,0.15,0.18,0.32,0.373,0.141,282.8,67.04,77.26,0.183,0.093,0.058,AAA-222-111-000-0-0,,
202538585,16 14 13.896,-29 18 26.58,1,12.496,,,304-087848,16141389-2918265,STAR,gri,rpm,-12.4,1.1,-19.4,1.1,,,13.568,0.03,12.834,0.05,13.139,0.01,12.577,0.02,12.22,0.18,11.362,0.023,11.02,0.024,10.921,0.024,5985,145,181,4.279,0.13,0.26,-0.179,0.2,0.28,1.201,0.452,0.195,1.031,0.123,0.123,0.537,0.371,0.313,420.9,129.4,84.25,0.243,0.094,0.094,AAA-222-111-000-0-0,,
202539362,16 09 13.642,-29 18 15.63,1,9.157,79142,6792-1935-1,304-086703,16091364-2918155,STAR,gri,plx,-11.96,1.68,-15.94,1.59,6.84,1.52,9.547,0.027,9.109,0.022,9.78,0.03,9.33,0.04,8.89,0.06,8.288,0.023,8.08,0.036,8.066,0.024,6307,550,275,4.088,0.145,0.145,-0.017,0.12,0.15,1.67,0.394,0.319,1.366,0.116,0.208,0.255,0.194,0.11,146.2,32.49,32.49,0.198,0.192,0.089,AAA-111-111-000-0-0,,
202539462,16 08 32.865,-29 18 14.38,1,11.583,,6792-592-1,304-086590,16083286-2918144,STAR,gri,rpm,2.4,3.1,-8.1,3,,,12.33,0.246,11.491,0.142,11.962,0.03,11.561,0.04,11.421,0.06,10.601,0.024,10.338,0.022,10.279,0.019,6438,228,152,4.06,0.2,0.28,0.053,0.1,0.14,1.793,0.856,0.436,1.404,0.261,0.186,0.209,0.277,0.131,467.1,238.6,119.2,0.195,0.094,0.062,AAA-222-111-000-0-0,,
202540096,16 18 53.225,-29 18 05.24,1,12.444,,,304-088852,16185323-2918052,STAR,gri,rpm,-7.1,2.3,-17.3,1.6,,,13.834,0.05,12.838,0.03,13.319,0.03,12.454,0.01,12.068,0.01,10.812,0.023,10.424,0.022,10.284,0.019,6536,65,631,4.267,0.02,0.486,-0.028,0.05,0.05,1.379,1.08,0.028,1.293,0.036,0.026,0.49,0.029,0.4,336.2,234.2,10.09,0.902,0.001,0.205,AAA-222-111-000-0-0,,
202540162,16 10 20.579,-29 18 04.55,1,11.876,,,304-086951,,STAR,gri,,-2,1,20.9,2.9,,,12.983,0.041,12.112,0.03,12.528,0.031,11.856,0.04,11.597,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202544292,16 26 50.778,-29 17 06.02,1,10.971,,6806-674-1,304-090514,,STAR,gri,,-2.6,2.8,-1.3,2.5,,,11.412,0.083,11.108,0.095,11.074,0.06,10.937,0.06,10.967,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202544694,16 10 23.372,-29 17 00.13,1,7.861,79247,6792-590-1,304-086966,,STAR,gri,plx,-8.13,1.02,-13.55,0.82,2.31,0.97,9.731,0.039,8.111,0.015,9.638,0.03,8.691,0.04,7.1,0.06,,,,,,,4029,167,95,1.366,0.295,0.354,-0.082,0.2,0.36,39.083,17.357,12.019,1.293,0.401,0.287,1.94E-05,4.06E-05,1.20E-05,432.9,181.8,181.8,0.247,0.202,0.062,,,
202545478,16 12 57.446,-29 16 48.76,1,12.227,,,304-087620,16125745-2916487,STAR,gri,rpm,2.3,2.2,-1.9,1,,,12.976,0.041,12.418,0.031,12.674,0.031,12.217,0.04,12.035,0.061,11.226,0.024,10.928,0.022,10.859,0.023,6270,224,186,4.004,0.25,0.25,-0.004,0.12,0.18,1.739,0.871,0.438,1.302,0.358,0.165,0.201,0.276,0.13,584.5,304.3,151.2,0.255,0.076,0.101,AAA-222-111-000-0-0,,
202546150,16 12 44.649,-29 16 38.77,1,10.8,,,304-087557,16124465-2916388,STAR,gri,rpm,-20,1.8,-6.1,1,,,11.983,0.04,11.07,0.03,11.518,0.03,10.791,0.04,10.493,0.06,9.5,0.026,9.09,0.022,9.002,0.021,5393,219,156,3.689,0.385,1.232,-0.427,0.45,0.72,2.369,6.589,0.7,1.006,0.149,0.149,0.06,0.146,0.059,311.2,700.5,79.45,0.195,0.096,0.044,AAA-222-111-000-0-0,,
202548111,16 23 46.553,-29 16 10.14,1,12.582,,,304-089888,16234655-2916102,STAR,gri,rpm,0.5,3,0.9,2.8,,,13.35,0.02,12.745,0.02,13.005,0.02,12.574,0.02,12.4,0.02,11.531,0.023,11.388,0.025,11.304,0.025,7453,687,572,4.098,0.095,0.266,0.098,0.08,0.08,1.893,0.976,0.178,1.819,0.093,0.279,0.245,0.078,0.159,802.5,403.2,71.96,0.553,0.218,0.187,AAA-222-111-000-0-0,,0607-0395584
202548139,16 14 40.999,-29 16 09.77,1,11.225,,6805-1451-1,304-087974,16144099-2916098,STAR,gri,rpm,-15.4,3,-9.8,2.8,,,11.877,0.109,11.688,0.152,11.729,0.02,11.241,0.01,11.009,0.08,10.182,0.023,9.922,0.022,9.857,0.021,6236,355,164,4.106,0.234,0.234,-0.001,0.15,0.18,1.571,0.605,0.374,1.278,0.218,0.155,0.308,0.314,0.176,319.9,112.6,83.31,0.204,0.132,0.066,AAA-222-111-000-0-0,,
202548310,16 15 15.205,-29 16 07.57,1,15.078,,,304-088122,16151520-2916075,STAR,gri,rpm,16.4,3.4,3.4,2.1,,,17.531,0.119,16.151,0.069,16.823,0.066,15.326,0.06,14.329,0.09,12.527,0.024,11.887,0.026,11.684,0.024,3661,177,177,4.968,0.06,0.072,0.051,0.05,0.18,0.298,0.082,0.064,0.328,0.102,0.102,10.72,5.136,3.472,93.73,30.69,23.12,0.108,0.119,0.042,AAA-222-111-000-0-0,,
202548324,16 14 15.321,-29 16 07.31,1,10.254,,6805-1319-1,304-087860,16141532-2916073,STAR,gri,rpm,6.5,2.8,-23.5,2.5,,,11.253,0.074,10.578,0.058,10.775,0.03,10.298,0.04,10.031,0.14,9.357,0.023,9.02,0.024,8.972,0.023,6060,121,121,4.118,0.261,0.203,-0.046,0.12,0.15,1.478,0.433,0.429,1.155,0.159,0.132,0.298,0.492,0.159,206.2,76.49,65,0.161,0.056,0.056,AAA-222-111-000-0-0,,
202548530,16 23 09.441,-29 16 04.19,1,12.279,,,304-089755,16230944-2916041,STAR,gri,rpm,-4.2,1.5,-2.8,1.5,,,13.222,0.04,12.531,0.03,12.864,0.01,12.296,0.04,12.028,0.02,11.059,0.024,10.812,0.022,10.743,0.024,6551,332,332,3.907,0.288,0.16,0.091,0.06,0.12,2.221,0.614,0.718,1.576,0.182,0.255,0.119,0.239,0.055,704.4,162.2,239,0.476,0.122,0.152,AAA-222-111-000-0-0,,
202551457,16 12 14.916,-29 15 21.97,1,12.312,,,304-087434,16121492-2915219,STAR,gri,rpm,31.4,1.9,-26,1.9,,,13.554,0.043,12.574,0.031,13.074,0.031,12.249,0.04,11.985,0.061,11.945,0.026,11.433,0.027,11.261,0.025,5170,370,164,4.579,0.05,0.07,-0.281,0.24,0.36,0.757,0.11,0.081,0.779,0.109,0.078,1.819,0.445,0.48,282.6,51.88,43.83,0.294,0.172,0.143,AAA-222-111-000-0-0,,
202551541,16 29 20.320,-29 15 20.69,1,15.128,,,304-091021,16292032-2915206,STAR,gri,rpm,-3.4,2.6,-8.3,2.5,,,17.296,0.12,15.885,0.062,16.765,0.064,15.099,0.057,14.426,0.078,12.363,0.024,11.582,0.026,11.398,0.024,4542,226,226,2.042,0.738,0.738,-0.521,0.6,0.6,14.458,17.495,7.131,0.958,0.259,0.097,2.62E-04,0.003,2.38E-04,4178,4966,2043,0.972,0.196,0.274,AAA-222-111-000-0-0,,
202551851,16 12 14.523,-29 15 16.39,1,12.312,,,304-087431,16121452-2915164,STAR,gri,rpm,8.3,1.2,15.5,3.2,,,13.554,0.043,12.574,0.031,13.074,0.031,12.249,0.04,11.985,0.061,11.228,0.042,10.845,0.051,10.738,0.037,5865,309,618,4.178,0.294,0.441,-0.05,0.16,0.24,1.279,1.036,0.396,1.077,0.214,0.178,0.407,0.604,0.328,409.4,298.8,153.5,0.477,0.172,0.257,AAA-222-111-000-0-0,,
202552065,16 11 16.917,-29 15 13.48,1,10.217,,6805-1128-1,304-087189,16111692-2915134,STAR,gri,rpm,-22.6,2.5,-17.1,2.8,,,11.18,0.083,10.444,0.061,10.794,0.03,10.212,0.04,9.969,0.06,9.053,0.02,8.724,0.018,8.645,0.023,6033,186,298,4.129,0.252,0.294,-0.016,0.18,0.21,1.46,0.682,0.416,1.146,0.214,0.089,0.349,0.462,0.235,187.2,74.82,62.16,0.27,0.14,0.14,AAA-222-111-000-0-0,,
202552141,16 19 16.094,-29 15 12.68,1,13.742,,,304-088930,16191608-2915126,STAR,JHK,rpm,-12.7,2.9,-25.2,2.7,,,,,,,,,,,,,11.344,0.024,10.706,0.023,10.437,0.024,5511,89,178,3.887,0.02,0.116,-0.082,0.24,0.24,2.052,0.236,0.041,1.154,0.048,0.115,0.137,0.008,0.043,518.2,15.55,42.98,1.413,0.003,0.017,AAA-222-111-000-0-0,,
202552587,16 22 08.592,-29 15 06.44,1,13.236,,,304-089525,16220858-2915063,STAR,gri,rpm,-11.9,2.8,-27.7,2.4,,,15.675,0.062,14.193,0.04,15.053,0.02,13.553,0.05,12.458,0.1,10.56,0.021,9.867,0.022,9.65,0.019,5065,50,60,2.669,0.266,0.02,-1.134,0.32,0.05,7.183,0.144,1.819,0.878,0.025,0.018,0.002,0.003,1.42E-04,977,29.31,180.7,1.279,0.001,0.173,AAA-222-111-000-0-0,,
202552820,16 24 02.602,-29 15 03.05,1,11.491,,6806-619-1,304-089934,16240260-2915031,STAR,gri,rpm,1.8,3.2,-1.7,3.1,,,12.411,0.216,12.21,0.227,12.112,0.01,11.492,0.02,11.225,0.06,10.255,0.025,9.993,0.025,9.916,0.025,6455,455,202,3.794,0.376,0.235,0.068,0.15,0.15,2.497,1.087,0.992,1.668,0.295,0.295,0.079,0.253,0.047,533.9,237.1,186.2,0.478,0.171,0.095,AAA-222-111-000-0-0,,
