43,204246729,16 34 17.523,-23 05 19.67,1,14.542,,,335-085016,16341754-2305197,,STAR,JHK,rpm,-17.1,3.6,-3.5,4.3,,,,,,,,,,,,,,,,,11.986,0.021,11.2,0.022,10.91,0.023,4815,458,114,2.825,0.637,0.546,-0.364,0.5,0.6,6.065,4.292,2.513,1.043,0.381,0.159,0.003,0.025,0.002,1846,605.6,905.1,1.559,0.332,0.332,AAA-222-111-000-0-0,,
44,204246759,16 03 33.797,-23 05 19.05,1,11.951,,,335-081492,16033379-2305191,,STAR,gri,rpm,-11.7,1,-24.9,2,,,13.757,0.01,12.503,0.01,,,13.162,0.02,11.987,0.01,11.431,0.02,,,9.915,0.023,9.238,0.025,9.047,0.022,4299,51,51,4.736,0.02,0.042,0.041,0.05,0.2,0.57,0.039,0.023,0.651,0.021,0.026,3.465,0.265,0.529,88.51,8.36,12.69,0.061,0.013,0.002,AAA-222-111-000-0-0,,
45,204246903,16 01 33.197,-23 05 17.28,1,12.2,,,335-081199,16013319-2305172,,STAR,gri,rpm,4,0.8,0.4,1.7,,,13.097,0.03,12.357,0.02,,,12.688,0.05,12.137,0.01,11.991,0.03,,,10.972,0.02,10.63,0.023,10.565,0.025,5892,172,172,4.01,0.406,0.29,-0.006,0.12,0.3,1.537,0.865,0.554,1.117,0.325,0.136,0.233,0.658,0.157,431.7,260.5,162.5,0.13,0.102,0.034,AAA-222-111-000-0-0,,
46,204247091,16 23 10.100,-23 05 14.25,1,12.817,,,335-084234,16231014-2305140,,STAR,J,rpm,-12.5,1.9,-6.3,2.6,,,,,,,,,,,,,,,,,11.23,0.022,10.513,0.023,10.208,0.021,5029,91,244,3.413,0.04,0.832,-0.382,0.4,0.16,3.392,6.16,0.068,1.078,0.277,0.043,0.028,0.002,0.027,616.5,1175,18.5,1.674,0.003,0.655,AAA-222-111-000-0-0,,
47,204247254,16 25 51.084,-23 05 12.16,1,14.921,,,335-084497,16255107-2305120,,STAR,JHK,rpm,-19.3,2.3,-32.5,4.6,,,,,,,,,,,,,,,,,12.799,0.021,12.193,0.024,11.98,0.024,3759,88,132,4.925,0.072,0.054,0.048,0.06,0.16,0.354,0.05,0.076,0.387,0.065,0.097,8.396,4.051,1.938,130.2,23.48,34.12,0.137,0.058,0.058,AAA-222-111-000-0-0,,
48,204247416,15 57 50.035,-23 05 09.52,1,12.581,,,335-080682,15575002-2305094,,STAR,JHK,rpm,-11.4,4.3,-26.1,1.3,,,,,,,,,,,,,,,,,10.175,0.026,9.48,0.026,9.265,0.021,4246,173,242,4.75,0.078,0.065,-0.124,0.21,0.12,0.54,0.067,0.093,0.621,0.063,0.113,3.734,1.397,0.869,86.96,14.27,12.26,0.065,0.024,0.014,AAA-222-111-000-0-0,,
49,204247509,15 59 25.919,-23 05 08.20,1,15.074,,,,15592591-2305081,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.543,0.026,11.908,0.022,11.568,0.026,6368,497,497,4.124,0.14,0.308,0.068,0.06,0.12,1.624,0.845,0.307,1.414,0.192,0.345,0.288,0.201,0.198,615.9,320.6,175.4,2.179,0.211,0.253,AAA-222-111-000-0-0,,
50,204247811,16 13 12.118,-23 05 03.19,1,15.403,,,,16131211-2305031,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,14.054,0.038,13.447,0.044,13.006,0.038,3699,2644,367,4.949,0.125,0.875,0.015,0.15,0.24,0.304,1.445,0.108,0.337,0.996,0.181,9.373,9.986,9.124,195.5,1142,92.54,0.452,1.804,0.334,AAA-222-111-000-0-0,,
51,204248248,16 36 50.901,-23 04 56.70,1,14.995,,,335-085220,16365090-2304566,,STAR,JHK,rpm,-21.1,3.2,-21.8,3.7,,,,,,,,,,,,,,,,,13.022,0.022,12.467,0.022,12.247,0.023,3591,198,165,5.014,0.08,0.096,-0.051,0.15,0.12,0.255,0.1,0.061,0.266,0.115,0.098,13.54,7.922,5.75,99.25,49.73,33.13,0.093,0.031,0.042,AAA-222-111-000-0-0,,
52,204248419,16 23 53.528,-23 04 53.96,1,15.752,,,335-084291,16235356-2304541,,STAR,JHK,rpm,-12.4,2.2,-6,2.3,,,,,,,,,,,,,,,,,13.243,0.027,12.53,0.028,12.285,0.025,4736,603,603,3.473,1.105,1.768,-0.21,0.3,0.72,2.107,12.551,1.689,0.925,0.217,0.346,0.039,2.458,0.039,1331,5999,1089,0.805,0.731,0.457,AAA-222-111-000-0-0,,
53,204248564,16 20 14.673,-23 04 52.00,1,11.213,,6794-35-1,335-084069,16201468-2304520,,STAR,gri,rav,-28.7,3.4,-40.1,3.7,,,12.272,0.255,11.239,0.115,,,12.004,0.03,11.258,0.04,10.874,0.03,,,9.701,0.027,9.257,0.024,9.129,0.019,5273,64,85,3.688,0.04,0.12,-0.578,0.08,0.06,2.363,0.388,0.139,0.99,0.049,0.049,0.074,0.013,0.027,316.5,53.65,19.22,0.282,0.173,0.173,AAA-222-111-000-0-0,,
54,204248645,16 02 45.752,-23 04 50.92,1,14.971,,,,16024575-2304509,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.461,0.023,11.844,0.027,11.502,0.023,3510,97,156,5.054,0.091,0.065,-0.086,0.2,0.52,0.229,0.057,0.053,0.215,0.074,0.062,16.63,9.606,5.257,70.29,22.16,22.39,0.044,0.032,0.018,AAA-222-111-000-0-0,,
55,204248829,16 29 22.320,-23 04 48.46,1,15.693,,,335-084683,16292231-2304485,,STAR,JHK,rpm,-0.7,4,8.3,14.4,,,,,,,,,,,,,,,,,13.397,0.024,12.733,0.025,12.525,0.027,4758,263,263,2.393,0.94,0.235,-0.569,0.63,0.45,9.467,3.013,6.154,0.933,0.139,0.063,8.97E-04,0.022,4.96E-04,5424,1927,3373,0.579,0.348,0.29,AAA-222-111-000-0-0,,
56,204248842,15 57 03.690,-23 04 48.32,1,13.604,,,335-080589,15570368-2304484,,STAR,JHK,rpm,-10.6,3.5,-19.4,7.2,,,,,,,,,,,,,,,,,11.145,0.02,10.507,0.026,10.213,0.023,3758,1019,37,4.936,0.02,2.302,0.025,0.05,0.26,0.348,7.201,0.007,0.386,0.662,0.008,9.064,0.544,9.062,62.58,1677,1.877,0.033,0.542,0.001,AAA-222-111-000-0-0,,
57,204249470,16 01 57.280,-23 04 39.35,1,13.345,,,335-081254,16015727-2304393,,STAR,gri,rpm,-2.5,1.3,-3.3,1.9,,,15.215,0.06,13.755,0.04,,,14.484,0.06,13.295,0.03,12.857,0.03,,,11.276,0.021,10.576,0.021,10.398,0.021,4499,137,109,2.04,0.42,0.672,-0.461,0.5,0.5,14.657,14.858,5.026,0.965,0.327,0.082,2.77E-04,7.29E-04,2.42E-04,3093,2690,908.3,0.383,0.122,0.102,AAA-222-111-000-0-0,,
58,204249505,15 56 11.596,-23 04 39.03,1,13.323,,,335-080489,15561159-2304390,,STAR,gri,rpm,-22.3,1.1,-11.4,1.3,,,14.94,0.02,13.753,0.01,,,14.331,0.01,13.319,0.01,12.891,0.02,,,11.383,0.022,10.755,0.022,10.61,0.021,4979,147,88,3.268,0.378,0.378,-0.484,0.15,0.45,3.525,1.551,1.077,0.917,0.067,0.107,0.02,0.047,0.014,918.8,408,282.6,0.542,0.038,0.091,AAA-222-111-000-0-0,,
