EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
201054542,12 08 51.718,-07 56 54.54,1,14.242,,,411-053723,12085170-0756545,,STAR,gri,rpm,-10.100,6.500,-6.900,5.800,,,15.489,0.010,14.564,0.040,,,14.980,0.030,14.194,0.010,13.925,0.070,,,12.828,0.024,12.422,0.029,12.327,0.026,,,,,,,,,5054,80,80,4.574,0.030,0.042,-0.005,0.150,0.180,0.787,0.049,0.046,0.848,0.042,0.051,1.714,0.209,0.221,452.200,42.720,33.670,0.031,0.014,0.009,,,
201054991,12 08 35.472,-07 56 02.37,1,14.564,,,411-053717,12083547-0756024,,STAR,gri,rpm,-4.100,6.300,-7.500,3.600,,,15.841,0.030,14.799,0.010,,,15.292,0.050,14.482,0.030,14.252,0.040,,,13.014,0.022,12.527,0.022,12.422,0.027,,,,,,,,,4968,98,79,4.577,0.045,1.368,-0.141,0.160,0.360,0.767,3.095,0.066,0.820,0.131,0.073,1.737,0.376,1.724,482.700,2072.000,56.440,0.030,0.018,0.010,,,
201071559,12 11 04.626,-07 24 37.12,1,15.292,,,413-056288,12110462-0724372,,STAR,gri,rpm,-14.800,2.200,23.900,2.500,,,17.583,0.020,15.998,0.030,,,16.939,0.080,15.417,0.030,14.586,0.070,,,13.028,0.024,12.399,0.026,12.209,0.024,,,,,,,,,3710,130,87,4.920,0.108,0.045,-0.002,0.240,0.160,0.339,0.062,0.083,0.375,0.074,0.119,8.480,5.954,1.821,144.600,24.820,43.350,0.023,0.016,0.013,,,
201071583,12 10 36.568,-07 24 34.77,1,16.119,,,,12103656-0724347,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.997,0.026,13.402,0.023,13.178,0.041,,,,,,,,,3738,184,184,4.977,0.080,0.096,-0.092,0.160,0.280,0.298,0.077,0.072,0.315,0.102,0.102,10.470,6.986,3.631,188.500,78.510,55.430,0.023,0.012,0.006,,,
201071950,12 11 30.057,-07 23 53.42,1,14.255,,,414-054125,12113005-0723532,,STAR,gri,rpm,13.200,2.700,-18.700,1.600,,,15.407,0.090,14.507,0.040,,,14.963,0.030,14.215,0.050,13.951,0.080,,,12.901,0.027,12.424,0.024,12.357,0.026,,,,,,,,,5069,122,153,4.590,0.030,0.030,-0.168,0.240,0.200,0.754,0.043,0.060,0.804,0.073,0.073,1.867,0.306,0.222,436.600,43.220,39.330,0.031,0.019,0.012,,,
201071997,12 10 37.207,-07 23 48.80,1,15.510,,,414-054103,12103720-0723488,,STAR,JHK,rpm,-6.600,4.600,43.400,4.000,,,,,,,,,,,,,,,,,13.510,0.026,12.894,0.022,12.727,0.030,,,,,,,,,3954,275,196,4.865,0.070,0.084,-0.161,0.200,0.280,0.396,0.073,0.062,0.452,0.093,0.078,6.639,2.632,1.885,224.100,67.260,44.020,0.024,0.012,0.006,,,
201072036,12 10 09.852,-07 23 43.59,1,13.981,,,414-054088,12100985-0723435,,STAR,gri,rpm,-35.000,1.500,-65.500,1.600,,,16.110,0.030,14.680,0.040,,,15.455,0.020,14.058,0.020,13.350,0.030,,,11.791,0.023,11.097,0.023,10.922,0.023,,,,,,,,,3854,38,61,4.891,0.048,0.020,-0.031,0.050,0.120,0.395,0.014,0.051,0.441,0.022,0.063,7.181,2.027,0.479,109.500,37.880,14.180,0.021,0.011,0.005,,,
201072501,12 10 15.418,-07 22 51.73,1,18.428,,,,12101541-0722517,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.554,0.087,14.746,0.123,14.376,0.096,,,,,,,,,3906,358,358,4.897,0.145,0.145,-0.200,0.240,0.320,0.353,0.174,0.132,0.417,0.165,0.198,7.873,9.672,4.340,514.100,298.800,243.400,0.028,0.015,0.008,,,
201072674,12 11 33.963,-07 22 34.86,1,14.406,,,414-054127,12113396-0722347,,STAR,gri,rpm,1.200,1.500,-2.100,1.800,,,15.389,0.050,14.664,0.050,,,15.010,0.030,14.447,0.070,14.148,0.030,,,13.233,0.028,12.798,0.026,12.702,0.029,,,,,,,,,5248,158,158,3.316,1.010,1.010,-0.891,0.550,0.550,2.439,5.491,1.689,0.886,0.036,0.072,0.025,0.810,0.024,1886.000,3875.000,1268.000,0.031,0.018,0.009,,,
201073202,12 09 51.795,-07 21 38.61,1,14.159,,,414-054081,12095181-0721386,,STAR,gri,col,,,,,,,16.456,0.080,15.001,0.020,,,15.761,0.030,14.444,0.020,13.472,0.010,,,11.706,0.024,11.107,0.027,10.926,0.026,,,,,,,,,3829,113,113,4.908,0.066,0.030,-0.088,0.160,0.240,0.365,0.034,0.049,0.398,0.053,0.061,8.067,2.715,1.201,84.800,10.790,13.090,0.015,0.005,0.003,,,
201073315,12 11 36.526,-07 21 26.70,1,14.847,,,414-054128,12113653-0721265,,STAR,gri,rpm,-14.800,3.700,-0.100,1.900,,,16.043,0.060,15.181,0.020,,,15.598,0.060,14.829,0.010,14.525,0.120,,,13.364,0.026,12.926,0.024,12.781,0.029,,,,,,,,,5082,122,81,4.576,0.030,0.048,-0.095,0.180,0.270,0.775,0.072,0.055,0.829,0.058,0.058,1.763,0.261,0.310,569.300,65.950,42.870,0.030,0.014,0.009,,,
201073427,12 09 24.898,-07 21 13.47,1,13.547,,,414-054069,12092489-0721134,,STAR,gri,lam,-54.500,1.900,-28.600,2.800,,,14.456,0.010,13.736,0.040,,,14.027,0.020,13.500,0.050,13.342,0.100,,,12.329,0.022,11.961,0.021,11.895,0.024,,,,,,,,,5496,164,131,4.519,0.040,0.048,-0.215,0.150,0.150,0.847,0.071,0.065,0.861,0.058,0.058,1.405,0.253,0.215,426.400,47.860,37.160,0.028,0.015,0.008,,,
201073453,12 09 26.965,-07 21 10.75,1,13.402,,,414-054071,12092696-0721107,,STAR,gri,rpm,-34.400,1.700,8.900,1.900,,,14.006,0.020,13.440,0.050,,,13.622,0.040,13.329,0.180,13.098,0.030,,,12.203,0.024,11.897,0.024,11.836,0.023,,,,,,,,,5936,179,179,4.331,0.125,0.250,-0.532,0.350,0.350,1.053,0.320,0.161,0.898,0.079,0.079,0.676,0.395,0.381,543.500,185.300,102.700,0.026,0.019,0.006,,,
201073867,12 10 47.039,-07 20 24.26,1,15.539,,,,12104703-0720242,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.606,0.026,13.000,0.026,12.843,0.039,,,,,,,,,4030,471,282,4.846,0.114,0.171,-0.189,0.250,0.350,0.416,0.173,0.092,0.470,0.198,0.132,5.996,3.617,3.179,246.000,177.400,64.050,0.025,0.013,0.007,,,
201073911,12 11 37.915,-07 20 19.51,1,15.043,,,414-054129,12113792-0720193,,STAR,gri,rpm,14.100,3.300,-18.100,2.100,,,17.113,0.100,15.654,0.050,,,16.492,0.050,15.055,0.040,14.422,0.050,,,12.888,0.027,12.240,0.023,12.123,0.026,,,,,,,,,3942,79,63,4.839,0.036,0.020,0.010,0.080,0.120,0.445,0.020,0.038,0.501,0.031,0.050,5.565,1.049,0.334,185.300,16.020,17.080,0.029,0.010,0.011,,,
201074123,12 10 54.612,-07 19 56.92,1,15.828,,,,12105461-0719569,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.723,0.027,13.134,0.024,12.909,0.033,,,,,,,,,3656,181,181,4.987,0.085,0.085,-0.064,0.160,0.240,0.288,0.081,0.074,0.304,0.098,0.118,11.560,8.254,4.182,162.400,59.220,50.570,0.021,0.011,0.006,,,
201074196,12 10 08.664,-07 19 50.22,1,15.945,,,,12100866-0719502,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,14.560,0.087,13.867,0.104,13.497,0.082,,,,,,,,,3868,495,353,4.893,0.145,0.174,-0.154,0.200,0.320,0.378,0.172,0.137,0.429,0.189,0.189,6.630,9.871,3.529,324.600,225.400,152.200,0.026,0.014,0.007,,,
201074212,12 11 05.028,-07 19 48.43,1,11.031,,4946-158-1,414-054111,12110503-0719482,,STAR,gri,rpm,-32.300,2.600,-15.400,2.900,,,12.610,0.348,11.168,0.111,,,11.700,0.030,11.043,0.060,10.745,0.050,,,9.694,0.024,9.248,0.024,9.174,0.024,,,,,,,,,5128,124,103,3.413,0.345,0.621,-0.550,0.450,0.450,2.984,2.713,0.901,0.923,0.235,0.047,0.029,0.063,0.026,411.400,332.700,115.400,0.026,0.015,0.007,,,
201074290,12 11 12.278,-07 19 40.77,1,17.247,,,,12111227-0719407,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.768,0.090,15.127,0.122,14.650,0.143,,,,,,,,,3776,504,315,4.948,0.125,0.175,-0.204,0.250,0.350,0.311,0.166,0.108,0.334,0.216,0.155,9.387,9.559,5.345,473.000,362.300,205.100,0.028,0.014,0.008,,,
201074395,12 09 44.435,-07 19 28.77,1,17.614,,,,12094443-0719287,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.445,0.081,14.688,0.089,14.522,0.109,,,,,,,,,4023,400,333,4.836,0.144,0.120,-0.225,0.250,0.350,0.420,0.121,0.140,0.485,0.125,0.176,5.677,6.239,2.334,622.300,277.200,250.700,0.029,0.016,0.008,,,
201074453,12 10 57.418,-07 19 22.86,1,16.639,,,,12105741-0719228,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.249,0.026,13.664,0.036,13.345,0.043,,,,,,,,,3552,174,244,5.037,0.112,0.084,-0.034,0.160,0.200,0.240,0.070,0.072,0.224,0.102,0.085,15.470,12.170,5.250,157.400,59.890,57.180,0.022,0.011,0.007,,,
201074528,12 10 57.335,-07 19 15.33,1,16.608,,,,12105733-0719153,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.429,0.033,13.956,0.033,13.593,0.052,,,,,,,,,3428,159,191,5.082,0.070,0.070,-0.003,0.150,0.180,0.202,0.061,0.040,0.189,0.075,0.047,21.280,9.836,7.792,143.800,52.440,38.430,0.021,0.010,0.007,,,
201074534,12 08 51.255,-07 19 14.94,1,14.836,,,414-054053,12085124-0719147,,STAR,gri,rpm,-4.800,2.700,-18.600,3.200,,,16.039,0.040,15.220,0.030,,,15.547,0.010,14.985,0.090,14.531,0.010,,,13.484,0.026,13.027,0.026,12.937,0.029,,,,,,,,,5193,121,152,4.571,0.055,0.924,-0.470,0.360,0.480,0.757,1.615,0.101,0.784,0.085,0.101,1.777,0.539,1.707,589.200,1205.000,78.850,0.032,0.016,0.010,,,
201074629,12 11 23.617,-07 19 05.21,1,17.847,,,,12112361-0719052,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.942,0.079,14.184,0.071,13.755,0.077,,,,,,,,,3752,362,301,4.945,0.150,0.150,-0.119,0.200,0.280,0.313,0.155,0.120,0.336,0.188,0.156,10.040,10.690,5.178,331.000,222.200,152.300,0.027,0.014,0.008,,,
201074673,12 10 20.093,-07 19 00.69,1,13.388,,,414-054096,12102009-0719007,,STAR,gri,rpm,-12.200,1.600,-3.200,1.400,,,14.638,0.030,13.677,0.040,,,14.109,0.020,13.432,0.080,13.080,0.050,,,11.899,0.024,11.371,0.022,11.319,0.021,,,,,,,,,4973,99,79,3.121,0.520,0.624,-0.576,0.300,0.420,3.951,3.654,1.661,0.925,0.108,0.090,0.009,0.044,0.008,1436.000,1223.000,576.600,0.027,0.011,0.007,,,
201074674,12 08 55.414,-07 19 00.65,1,12.611,,,414-054057,12085541-0719005,,STAR,gri,lam,-1.400,1.900,0.900,1.600,,,13.322,0.020,12.735,0.030,,,12.950,0.030,12.532,0.010,12.466,0.100,,,11.580,0.024,11.294,0.024,11.275,0.025,,,,,,,,,5924,118,118,4.240,0.135,0.135,0.004,0.120,0.120,1.243,0.269,0.187,1.075,0.080,0.067,0.497,0.300,0.215,486.400,97.030,80.890,0.027,0.014,0.007,,,
201074775,12 11 41.706,-07 18 50.39,1,10.786,,4946-223-1,414-054132,12114170-0718502,,STAR,gri,rpm,-11.500,2.900,-1.300,3.000,,,13.411,0.536,11.420,0.149,,,12.096,0.030,10.837,0.040,10.225,0.030,,,8.696,0.034,7.873,0.044,7.671,0.026,,,,,,,,,3986,77,77,0.943,0.330,0.330,-0.527,0.300,0.420,51.808,21.373,15.131,0.960,0.061,0.073,5.404e-6,1.386e-5,3.888e-6,2891.000,1377.000,801.500,0.030,0.022,0.009,,,
201074882,12 09 54.258,-07 18 39.93,1,14.413,,,414-054082,12095425-0718399,,STAR,gri,rpm,-9.400,2.600,-6.600,5.000,,,15.610,0.090,14.649,0.050,,,15.099,0.030,14.339,0.030,14.118,0.150,,,12.938,0.026,12.477,0.025,12.345,0.026,,,,,,,,,5042,101,80,4.569,0.042,1.204,-0.168,0.200,0.360,0.781,2.578,0.068,0.844,0.091,0.076,1.746,0.305,1.719,471.000,1451.000,44.400,0.029,0.016,0.009,,,
201075088,12 09 45.525,-07 18 18.40,1,17.982,,,,12094552-0718183,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.817,0.085,15.154,0.091,14.985,0.146,,,,,,,,,3968,496,354,4.867,0.145,0.174,-0.254,0.250,0.400,0.388,0.165,0.152,0.429,0.170,0.205,7.015,7.641,3.657,650.300,431.400,297.200,0.028,0.015,0.007,,,
201075204,12 08 40.284,-07 18 04.11,1,17.767,,,,12084028-0718041,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.252,0.127,15.340,0.140,14.829,0.142,,,,,,,,,3797,405,337,4.944,0.156,0.156,-0.204,0.250,0.350,0.302,0.156,0.119,0.340,0.191,0.159,9.258,13.470,4.878,593.600,414.500,279.200,0.028,0.016,0.008,,,
201075355,12 11 06.168,-07 17 48.75,1,16.288,,,,12110616-0717487,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.299,0.026,13.744,0.033,13.519,0.045,,,,,,,,,3630,211,211,4.999,0.090,0.090,-0.089,0.180,0.270,0.265,0.101,0.073,0.272,0.122,0.102,12.660,9.961,4.856,200.700,82.160,67.740,0.023,0.011,0.007,,,
201075442,12 08 38.572,-07 17 38.67,1,11.953,,4945-627-1,414-054046,12083856-0717385,,STAR,gri,rpm,-2.500,3.500,-5.800,3.700,,,12.443,0.294,11.472,0.148,,,12.263,0.030,11.876,0.010,11.820,0.100,,,10.941,0.023,10.685,0.022,10.633,0.021,,,,,,,,,6155,123,123,4.136,0.175,0.210,-0.056,0.150,0.240,1.450,0.551,0.298,1.186,0.186,0.133,0.340,0.307,0.183,440.800,163.800,89.050,0.027,0.015,0.007,,,
201075527,12 11 07.765,-07 17 28.27,1,16.021,,,,12110776-0717282,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.607,0.027,12.997,0.026,12.694,0.034,,,,,,,,,3553,147,205,5.038,0.108,0.072,-0.036,0.150,0.210,0.242,0.057,0.070,0.240,0.082,0.098,15.570,13.430,4.548,117.600,43.970,40.600,0.019,0.011,0.007,,,
201075635,12 10 33.937,-07 17 16.79,1,13.411,,,414-054102,12103394-0717167,,STAR,gri,rpm,-4.800,1.100,-2.900,1.800,,,14.093,0.030,13.527,0.040,,,13.759,0.020,13.385,0.040,13.261,0.020,,,12.405,0.023,12.111,0.025,12.040,0.019,,,,,,,,,6063,97,121,4.218,0.140,0.196,-0.284,0.250,0.300,1.257,0.315,0.214,0.999,0.132,0.094,0.499,0.339,0.257,726.600,182.200,123.600,0.029,0.014,0.006,,,
201075849,12 10 19.216,-07 16 53.87,1,13.525,,,414-054094,12101922-0716538,,STAR,gri,rpm,-16.000,1.200,0.500,2.200,,,14.216,0.020,13.651,0.040,,,13.859,0.030,13.518,0.040,13.382,0.050,,,12.509,0.023,12.259,0.022,12.212,0.024,,,,,,,,,6173,100,125,4.223,0.115,0.138,-0.393,0.250,0.400,1.275,0.192,0.198,0.984,0.143,0.122,0.475,0.228,0.178,772.600,128.900,110.500,0.028,0.014,0.008,,,
201075874,12 10 15.575,-07 16 51.00,1,13.550,,,414-054092,12101557-0716510,,STAR,gri,lam,-2.400,1.300,8.100,2.100,,,14.416,0.040,13.728,0.060,,,13.983,0.030,13.578,0.110,13.365,0.030,,,12.444,0.024,12.126,0.025,12.036,0.026,,,,,,,,,5742,138,138,4.436,0.045,0.045,-0.004,0.100,0.120,1.003,0.062,0.070,0.998,0.053,0.053,0.975,0.208,0.145,563.400,48.690,53.350,0.028,0.014,0.008,,,
201076064,12 10 38.382,-07 16 29.03,1,15.448,,,,12103838-0716290,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.479,0.026,12.958,0.029,12.705,0.029,,,,,,,,,3498,163,196,5.055,0.084,0.070,-0.035,0.180,0.180,0.223,0.061,0.048,0.218,0.096,0.072,17.860,8.862,5.923,105.200,39.000,33.140,0.017,0.008,0.006,,,
201076194,12 10 33.731,-07 16 15.97,1,13.442,,,414-054101,12103374-0716159,,STAR,gri,lam,-9.800,2.400,-6.600,1.500,,,14.229,0.030,13.647,0.070,,,13.853,0.020,13.487,0.110,13.265,0.020,,,12.392,0.023,12.104,0.023,12.056,0.027,,,,,,,,,5813,139,139,4.145,0.294,0.210,-0.341,0.150,0.120,1.252,0.350,0.365,0.934,0.048,0.067,0.385,0.677,0.198,719.700,182.200,240.300,0.029,0.016,0.008,,,
201076292,12 10 53.082,-07 16 03.61,1,15.561,,,,12105308-0716036,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.203,0.050,14.876,0.060,15.188,0.192,,,,,,,,,5871,301,421,4.400,0.155,0.310,-0.773,0.350,0.420,0.925,0.412,0.190,0.819,0.064,0.077,0.930,0.743,0.607,1881.000,1026.000,502.700,0.029,0.014,0.008,,,
201076319,12 11 05.304,-07 16 00.83,1,12.319,,,414-054112,12110530-0716008,,STAR,gri,rpm,-15.700,0.800,6.500,1.500,,,13.005,0.020,12.468,0.020,,,12.658,0.030,12.331,0.030,12.174,0.060,,,11.399,0.024,11.203,0.027,11.116,0.027,,,,,,,,,6309,156,130,4.206,0.095,0.171,-0.070,0.150,0.240,1.418,0.384,0.197,1.222,0.108,0.126,0.398,0.184,0.181,550.300,152.800,88.350,0.025,0.014,0.007,,,
201076697,12 08 27.405,-07 15 21.47,1,16.097,,,,12082740-0715214,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.922,0.030,13.322,0.032,13.087,0.029,,,,,,,,,3656,181,181,4.986,0.085,0.085,-0.092,0.160,0.240,0.277,0.079,0.072,0.291,0.122,0.102,12.190,8.702,4.409,177.900,66.000,56.080,0.022,0.012,0.007,,,
201076706,12 08 56.252,-07 15 20.66,1,13.911,,,414-054058,12085625-0715205,,STAR,gri,lam,-9.600,2.200,-18.500,2.700,,,14.767,0.020,14.133,0.080,,,14.353,0.030,13.906,0.070,13.721,0.110,,,12.682,0.024,12.256,0.024,12.177,0.023,,,,,,,,,5588,90,112,3.764,0.048,0.128,-0.938,0.090,0.240,2.033,0.288,0.115,0.883,0.018,0.018,0.103,0.019,0.035,1216.000,132.800,49.380,0.024,0.008,0.005,,,
201076819,12 08 34.664,-07 15 08.66,1,13.742,,,414-054044,12083467-0715086,,STAR,gri,rpm,-0.300,2.600,-15.700,9.700,,,14.560,0.030,13.860,0.040,,,14.140,0.020,13.682,0.050,13.571,0.130,,,12.560,0.026,12.260,0.024,12.174,0.027,,,,,,,,,5906,141,117,4.337,0.114,0.209,-0.194,0.200,0.280,1.080,0.363,0.146,0.981,0.103,0.103,0.725,0.299,0.386,667.600,209.200,104.600,0.031,0.013,0.009,,,
201076850,12 11 52.833,-07 15 05.48,1,11.282,,4946-349-1,414-054134,12115283-0715052,,STAR,gri,plx,-21.400,2.500,-26.800,2.700,,,12.086,0.170,11.349,0.112,,,11.925,0.030,11.261,0.040,11.007,0.030,,,10.043,0.026,9.647,0.023,9.549,0.024,,,,,,,,,5326,109,109,4.539,0.030,0.030,0.004,0.150,0.150,0.842,0.046,0.043,0.900,0.046,0.056,1.470,0.179,0.160,155.200,21.120,21.120,0.022,0.011,0.006,,,
201076871,12 09 01.910,-07 15 03.91,1,11.509,,4945-325-1,414-054060,12090194-0715038,,STAR,gri,lam,-59.400,3.600,1.500,4.000,,,12.699,0.380,11.514,0.156,,,12.067,0.040,11.554,0.170,11.270,0.040,,,10.169,0.022,9.766,0.022,9.683,0.023,,,,,,,,,5377,161,161,4.538,0.030,0.036,-0.043,0.100,0.120,0.844,0.054,0.051,0.908,0.055,0.055,1.482,0.220,0.191,154.900,14.550,13.300,0.021,0.010,0.005,,,
201076903,12 05 58.714,-07 15 00.93,1,13.804,,,414-053979,12055871-0715009,,STAR,gri,lam,16.700,2.000,-14.000,5.400,,,14.616,0.020,13.939,0.060,,,14.211,0.030,13.767,0.010,13.630,0.050,,,12.680,0.027,12.344,0.026,12.252,0.026,,,,,,,,,5628,180,135,3.819,0.088,0.040,-0.732,0.180,0.180,1.919,0.098,0.182,0.896,0.043,0.018,0.125,0.044,0.015,1142.000,53.840,61.410,0.024,0.012,0.005,,,
201077030,12 05 56.426,-07 14 47.87,1,15.672,,,414-053976,12055642-0714477,,STAR,JHK,rpm,-20.900,4.100,18.100,4.400,,,,,,,,,,,,,,,,,13.473,0.027,12.832,0.027,12.631,0.030,,,,,,,,,3946,344,156,4.838,0.060,0.096,-0.068,0.160,0.200,0.427,0.101,0.069,0.482,0.119,0.085,5.860,2.137,2.068,242.600,83.750,46.310,0.027,0.014,0.008,,,
