EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
201665722,12 19 05.702,+03 04 17.13,1,16.969,,,,12190570+0304171,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.509,0.074,14.918,0.098,14.397,0.123,,,,,,,,,3719,468,292,4.971,0.115,0.161,-0.160,0.240,0.320,0.292,0.145,0.097,0.289,0.204,0.128,11.750,11.160,6.479,382.100,263.800,156.100,0.026,0.014,0.007,,,
201665943,12 18 53.349,+03 04 29.85,1,17.375,,,,12185334+0304298,,STAR,J,,,,,,,,,,,,,,,,,,,,,,15.888,0.084,15.587,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201666008,12 19 22.474,+03 04 33.73,1,17.821,,,,12192247+0304337,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.504,0.076,14.696,0.096,14.518,0.110,,,,,,,,,4057,319,319,4.835,0.154,0.110,-0.225,0.250,0.300,0.439,0.114,0.135,0.484,0.118,0.165,5.226,6.102,2.004,621.300,250.200,234.500,0.029,0.016,0.008,,,
201666028,12 22 42.438,+03 04 34.41,1,17.520,,,,12224243+0304344,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.023,0.126,15.162,0.124,14.735,0.148,,,,,,,,,3881,419,419,4.917,0.140,0.168,-0.204,0.250,0.350,0.338,0.155,0.123,0.371,0.177,0.177,7.971,11.600,4.199,579.400,382.200,263.900,0.028,0.016,0.008,,,
201666204,12 19 37.454,+03 04 44.88,1,10.373,,284-216-1,466-047538,12193745+0304449,,STAR,gri,plx,-14.400,1.400,-2.500,1.400,,,10.249,0.034,10.159,0.041,,,10.178,0.020,10.438,0.060,10.607,0.100,,,10.230,0.021,10.263,0.021,10.251,0.018,,,,,,,,,9210,226,396,4.119,0.035,0.126,-0.152,0.150,0.150,2.057,0.380,0.106,2.081,0.187,0.104,0.228,0.041,0.082,1001.000,408.500,408.500,0.031,0.008,0.008,,,
201666246,12 19 21.126,+03 04 48.22,1,16.821,,,,12192112+0304482,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.067,0.043,14.446,0.054,14.361,0.080,,,,,,,,,4144,436,363,4.813,0.130,0.156,-0.233,0.250,0.350,0.464,0.143,0.146,0.509,0.141,0.169,4.679,4.657,2.048,554.800,269.600,209.900,0.028,0.014,0.007,,,
201666354,12 22 30.010,+03 04 54.52,1,16.288,,,466-047599,12223002+0304546,,STAR,gri,col,,,,,,,17.292,0.100,16.681,0.080,,,16.991,0.030,16.474,0.040,15.987,0.130,,,15.063,0.049,14.558,0.054,14.638,0.113,,,,,,,,,5388,186,155,4.475,0.130,1.742,-0.984,0.450,0.990,0.840,5.494,0.176,0.792,0.048,0.097,1.289,0.900,1.286,1585.000,8553.000,478.200,0.029,0.014,0.008,,,
201666382,12 19 37.360,+03 04 55.88,1,17.051,,,,12193736+0304558,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.224,0.076,14.509,0.075,14.494,0.093,,,,,,,,,4202,362,302,4.774,0.126,0.105,-0.223,0.250,0.350,0.492,0.118,0.127,0.531,0.118,0.141,4.317,3.909,1.593,623.600,243.200,203.500,0.028,0.016,0.008,,,
201666641,12 19 20.371,+03 05 11.23,1,14.374,,,466-047533,12192037+0305112,,STAR,gri,rpm,-6.200,6.700,3.900,6.800,,,15.579,0.030,14.604,0.020,,,15.082,0.050,14.328,0.020,14.071,0.070,,,12.923,0.023,12.439,0.023,12.332,0.025,,,,,,,,,5010,100,100,3.593,1.008,1.008,-0.413,0.350,0.420,2.221,4.636,1.625,0.871,0.086,0.103,0.052,1.565,0.050,1202.000,2398.000,800.600,0.029,0.014,0.009,,,
201666658,12 18 14.993,+03 05 12.62,1,13.245,,,466-047503,12181499+0305127,,STAR,gri,lam,5.100,2.100,0.100,5.000,,,14.085,0.030,13.387,0.010,,,13.675,0.050,13.225,0.040,13.060,0.030,,,12.130,0.022,11.815,0.023,11.759,0.023,,,,,,,,,5743,138,138,4.430,0.050,0.100,-0.118,0.120,0.150,0.977,0.127,0.082,0.953,0.068,0.068,0.964,0.255,0.286,478.500,87.320,54.000,0.027,0.017,0.006,,,
201666660,12 20 03.868,+03 05 12.69,1,12.490,,,466-047548,12200386+0305127,,STAR,gri,rpm,-10.800,1.300,-1.700,4.700,,,13.291,0.030,12.617,0.020,,,12.922,0.050,12.451,0.060,12.304,0.040,,,11.338,0.023,11.003,0.024,10.940,0.022,,,,,,,,,5793,205,171,4.257,0.210,0.336,-0.094,0.150,0.270,1.181,0.656,0.285,1.010,0.144,0.103,0.500,0.569,0.351,424.400,203.900,137.700,0.028,0.013,0.007,,,
201666684,12 22 00.625,+03 05 14.20,1,18.214,,,,12220062+0305141,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.552,0.077,14.777,0.085,14.440,0.094,,,,,,,,,3935,340,408,4.897,0.135,0.135,-0.160,0.200,0.320,0.374,0.133,0.144,0.416,0.150,0.180,7.238,9.769,3.306,520.300,265.400,228.100,0.028,0.015,0.008,,,
201666699,12 20 30.914,+03 05 14.97,1,14.842,,,466-047560,12203090+0305148,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.617,0.023,11.949,0.026,11.767,0.021,,,,,,,,,4054,219,156,4.814,0.065,0.078,-0.064,0.160,0.280,0.463,0.080,0.068,0.517,0.098,0.082,5.174,1.887,1.611,173.400,46.510,31.150,0.023,0.013,0.007,,,
201666921,12 20 29.782,+03 05 27.69,1,13.169,,,466-047559,12202976+0305275,,STAR,gri,rpm,-74.200,2.300,-6.500,3.200,,,14.653,0.040,13.532,0.030,,,14.101,0.040,13.110,0.050,12.769,0.020,,,11.486,0.023,10.919,0.022,10.809,0.027,,,,,,,,,4563,143,71,4.674,0.072,0.045,-0.267,0.250,0.350,0.620,0.055,0.085,0.659,0.079,0.093,2.774,0.934,0.519,175.500,38.920,42.910,0.024,0.012,0.006,,,
201666991,12 22 40.915,+03 05 32.07,1,15.305,,,466-047605,12224090+0305321,,STAR,gri,col,,,,,,,16.551,0.020,15.629,0.100,,,16.065,0.060,15.332,0.050,14.980,0.060,,,13.748,0.027,13.246,0.028,13.147,0.039,,,,,,,,,4963,117,117,4.607,0.060,1.428,-0.422,0.300,0.540,0.701,3.294,0.095,0.748,0.114,0.114,2.035,0.647,2.021,607.300,2923.000,99.830,0.029,0.016,0.007,,,
201667030,12 20 04.739,+03 05 35.21,1,13.308,,,466-047549,12200473+0305352,,STAR,gri,rpm,8.400,2.400,-13.400,3.200,,,14.121,0.020,13.440,0.020,,,13.726,0.040,13.321,0.020,13.128,0.050,,,12.223,0.023,11.892,0.024,11.827,0.025,,,,,,,,,5923,94,142,4.259,0.170,0.340,-0.299,0.200,0.400,1.194,0.501,0.235,0.969,0.097,0.097,0.494,0.519,0.326,635.200,236.000,150.700,0.030,0.014,0.010,,,
201667126,12 20 28.242,+03 05 40.80,1,14.339,,,466-047557,12202823+0305407,,STAR,gri,rpm,-21.500,3.900,-17.700,5.100,,,15.334,0.050,14.526,0.020,,,14.905,0.040,14.385,0.070,14.096,0.020,,,13.128,0.024,12.671,0.032,12.580,0.027,,,,,,,,,5295,159,191,4.577,0.050,0.100,-0.534,0.360,0.480,0.739,0.156,0.083,0.776,0.074,0.089,1.853,0.507,0.594,512.300,155.600,70.200,0.029,0.011,0.008,,,
201667369,12 22 42.457,+03 05 56.28,1,15.539,,,466-047608,12224243+0305562,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.553,0.029,12.904,0.032,12.774,0.031,,,,,,,,,4189,244,244,4.773,0.090,0.090,-0.120,0.200,0.280,0.508,0.106,0.103,0.563,0.102,0.102,4.057,2.432,1.314,314.900,94.520,85.090,0.026,0.014,0.007,,,
201667495,12 18 19.113,+03 06 04.03,1,8.655,59998,284-218-1,466-047509,12181911+0306040,,STAR,gri,plx,-18.110,0.910,-3.250,0.670,2.760,0.860,8.209,0.016,8.017,0.012,,,9.681,0.030,9.008,0.040,8.215,0.050,,,7.681,0.024,7.660,0.015,7.620,0.021,,,,,,,,,8273,576,411,3.661,0.102,0.102,0.005,0.120,0.150,3.761,0.601,0.378,2.523,0.166,0.207,0.045,0.016,0.015,358.500,46.030,46.030,0.028,0.020,0.007,,,
201667545,12 21 41.894,+03 06 07.16,1,17.630,,,,12214189+0306071,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.125,0.124,15.671,0.126,14.779,0.156,,,,,,,,,3571,380,271,5.038,0.110,0.132,-0.149,0.200,0.320,0.238,0.128,0.072,0.244,0.164,0.110,14.570,12.250,7.565,412.200,338.600,162.100,0.028,0.014,0.008,,,
201667753,12 18 19.538,+03 06 20.43,1,15.371,,,466-047511,12181953+0306202,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.493,0.068,12.899,0.029,12.747,0.031,,,,,,,,,4091,511,319,4.824,0.120,0.168,-0.160,0.200,0.360,0.434,0.191,0.114,0.491,0.171,0.143,5.031,4.019,2.544,261.800,164.000,87.230,0.026,0.013,0.007,,,
201667779,12 22 27.401,+03 06 21.84,1,15.928,,,,12222740+0306218,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.565,0.035,14.025,0.039,14.034,0.071,,,,,,,,,4809,241,338,4.637,0.117,0.078,-0.318,0.300,0.480,0.660,0.101,0.135,0.690,0.103,0.144,2.293,1.409,0.593,775.600,196.300,210.100,0.027,0.015,0.007,,,
201667783,12 19 50.645,+03 06 22.02,1,14.419,,,466-047545,12195064+0306220,,STAR,gri,rpm,-37.100,5.000,4.600,5.100,,,15.487,0.090,14.620,0.010,,,15.026,0.060,14.417,0.040,14.159,0.030,,,13.098,0.026,12.658,0.026,12.522,0.028,,,,,,,,,5154,186,93,4.594,0.049,0.035,-0.458,0.360,0.420,0.714,0.086,0.076,0.745,0.088,0.073,1.963,0.537,0.311,481.900,65.310,66.410,0.029,0.014,0.008,,,
201667805,12 20 25.651,+03 06 23.37,1,17.675,,,,12202565+0306233,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.167,0.105,15.282,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201667962,12 18 03.335,+03 06 33.89,1,13.091,,,466-047496,12180333+0306339,,STAR,gri,rpm,-1.800,3.400,-2.000,3.700,,,14.656,0.030,13.415,0.030,,,14.017,0.050,13.053,0.010,12.694,0.050,,,11.294,0.020,10.677,0.023,10.534,0.018,,,,,,,,,4533,72,90,1.977,0.425,0.680,-0.607,0.450,0.630,15.004,14.618,5.774,0.948,0.096,0.112,2.075e-4,6.777e-4,1.871e-4,3649.000,4225.000,1349.000,0.037,0.011,0.011,,,
201668151,12 23 00.494,+03 06 44.95,1,18.039,,,,12230049+0306449,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.501,0.139,15.921,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201668587,12 21 56.189,+03 07 13.71,1,17.738,,,,12215618+0307137,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.408,0.059,14.877,0.067,14.525,0.120,,,,,,,,,3711,625,284,4.971,0.115,0.207,-0.169,0.250,0.350,0.294,0.180,0.097,0.298,0.240,0.133,11.130,10.330,7.238,376.300,400.900,152.200,0.026,0.014,0.007,,,
201668734,12 15 49.839,+03 07 22.47,1,15.406,,,466-047456,12154982+0307226,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.101,0.028,13.688,0.033,13.610,0.053,,,,,,,,,5370,252,210,4.538,0.065,0.728,-0.494,0.420,0.490,0.801,1.196,0.107,0.812,0.080,0.096,1.542,0.514,1.419,896.000,1357.000,171.700,0.029,0.015,0.007,,,
201668898,12 19 47.361,+03 07 32.50,1,15.864,,,,12194736+0307324,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,14.485,0.067,13.813,0.085,13.290,0.064,,,,,,,,,3576,318,265,4.996,0.115,0.138,-0.059,0.150,0.240,0.266,0.125,0.085,0.252,0.171,0.107,12.960,11.730,6.158,205.300,130.800,79.890,0.023,0.013,0.008,,,
201668943,12 15 50.602,+03 07 35.10,1,14.674,,,466-047458,12155059+0307352,,STAR,JHK,rpm,4.300,4.500,-18.600,3.000,,,,,,,,,,,,,,,,,13.116,0.035,12.628,0.047,12.484,0.037,,,,,,,,,4987,295,245,4.589,0.054,0.081,-0.184,0.240,0.400,0.734,0.129,0.071,0.792,0.091,0.076,1.865,0.429,0.581,480.900,143.500,76.830,0.028,0.017,0.007,,,
201669052,12 16 46.816,+03 07 42.24,1,17.195,,,,12164681+0307422,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.380,0.060,15.118,0.097,14.654,0.107,,,,,,,,,5532,612,1940,4.512,0.512,0.320,-0.699,0.540,0.450,0.789,0.425,0.532,0.762,0.094,0.510,1.528,14.470,1.056,1509.000,1285.000,1246.000,0.028,0.014,0.008,,,
201669245,12 19 39.587,+03 07 52.04,1,13.031,,,466-047540,12193961+0307520,,STAR,gri,rpm,-488.700,5.700,-29.100,4.400,,,15.443,0.030,13.894,0.030,,,14.735,0.040,13.352,0.010,12.301,0.010,,,10.465,0.021,9.984,0.023,9.718,0.018,,,,,,,,,3497,34,34,5.037,0.030,0.030,0.031,0.180,0.060,0.238,0.024,0.022,0.229,0.032,0.027,16.260,3.066,2.579,25.850,6.767,5.363,0.004,0.002,0.002,,,
201669354,12 17 29.484,+03 07 57.68,1,12.456,,,466-047483,12172947+0307577,,STAR,gri,rpm,-40.700,1.900,21.400,1.800,,,13.132,0.060,12.555,0.020,,,12.806,0.050,12.440,0.040,12.306,0.060,,,11.419,0.026,11.088,0.024,11.087,0.027,,,,,,,,,6024,143,178,4.339,0.130,0.234,-0.481,0.250,0.400,1.067,0.324,0.193,0.907,0.090,0.075,0.703,0.437,0.379,388.400,112.400,74.140,0.027,0.015,0.007,,,
201669449,12 18 03.573,+03 08 03.87,1,12.408,,284-324-1,466-047497,12180355+0308038,,STAR,gri,plx,1.200,2.600,-6.100,2.700,,,12.659,0.363,11.574,0.168,,,13.043,0.050,12.383,0.050,12.136,0.060,,,11.003,0.020,10.532,0.021,10.457,0.020,,,,,,,,,5082,101,101,2.758,0.666,0.444,-0.715,0.250,0.350,6.031,4.306,3.091,0.915,0.108,0.036,0.003,0.029,0.002,1369.000,1621.000,1621.000,0.028,0.013,0.007,,,
201669540,12 18 49.334,+03 08 09.95,1,14.356,,,466-047521,12184933+0308097,,STAR,gri,rpm,-57.500,6.700,-33.900,5.500,,,15.930,0.060,14.764,0.020,,,15.410,0.040,14.325,0.010,13.904,0.040,,,12.489,0.024,11.904,0.025,11.732,0.024,,,,,,,,,4333,52,52,4.874,0.020,0.168,-0.685,0.550,0.250,0.412,0.178,0.013,0.476,0.169,0.023,6.634,0.474,3.488,166.900,65.070,5.006,0.021,0.007,0.004,,,
201669889,12 19 31.468,+03 08 29.64,1,15.984,,,466-047536,12193144+0308294,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,,14.596,0.047,13.975,0.058,13.511,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201670015,12 18 49.059,+03 08 35.95,1,17.336,,,,12184905+0308359,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.851,0.111,14.936,0.100,14.648,0.129,,,,,,,,,3961,324,389,4.875,0.144,0.144,-0.204,0.250,0.350,0.390,0.147,0.136,0.438,0.136,0.190,6.349,8.742,2.653,646.700,309.900,272.900,0.028,0.016,0.008,,,
201670036,12 17 23.569,+03 08 36.87,1,15.224,,,466-047479,12172356+0308368,,STAR,gri,col,,,,,,,16.568,0.080,15.513,0.060,,,16.045,0.050,15.213,0.050,14.871,0.010,,,13.617,0.033,13.199,0.029,13.106,0.043,,,,,,,,,4972,115,144,4.590,0.055,0.066,-0.234,0.300,0.480,0.725,0.107,0.094,0.787,0.083,0.116,1.956,0.564,0.438,585.400,130.800,90.580,0.032,0.018,0.010,,,
201670147,12 22 16.096,+03 08 43.48,1,12.346,,285-890-1,466-047592,12221609+0308435,,STAR,gri,plx,12.300,2.600,1.800,2.700,,,12.914,0.292,12.416,0.224,,,12.638,0.020,12.316,0.010,12.220,0.080,,,11.360,0.025,11.120,0.028,11.027,0.025,,,,,,,,,6249,125,100,4.273,0.084,0.112,-0.467,0.350,0.490,1.198,0.187,0.162,0.987,0.186,0.155,0.571,0.182,0.183,322.900,77.030,77.030,0.027,0.012,0.006,,,
201670248,12 15 45.525,+03 08 49.31,1,14.472,,,466-047452,12154552+0308494,,STAR,gri,rpm,14.600,6.300,-11.300,4.000,,,15.266,0.030,14.591,0.030,,,14.851,0.030,14.451,0.050,14.310,0.060,,,13.323,0.024,12.991,0.027,12.821,0.034,,,,,,,,,5917,140,175,4.367,0.115,0.345,-0.534,0.360,0.420,1.035,0.468,0.208,0.878,0.104,0.087,0.762,0.526,0.518,864.900,385.300,177.900,0.028,0.016,0.008,,,
201670444,12 19 26.897,+03 09 01.79,1,16.597,,,,12192689+0309017,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.500,0.063,15.114,0.098,15.173,0.163,,,,,,,,,5562,505,909,4.525,0.222,0.333,-0.755,0.450,0.450,0.748,0.442,0.246,0.770,0.088,0.159,1.549,2.307,1.090,1677.000,1197.000,798.400,0.029,0.015,0.008,,,
201670633,12 16 28.405,+03 09 12.72,1,13.845,,,466-047467,12162839+0309126,,STAR,gri,rpm,10.700,2.800,-7.000,3.800,,,14.449,0.040,13.891,0.030,,,14.112,0.030,13.796,0.030,13.731,0.080,,,12.792,0.019,12.535,0.021,12.486,0.025,,,,,,,,,6222,126,101,4.230,0.095,0.152,-0.517,0.350,0.490,1.253,0.238,0.169,0.946,0.196,0.109,0.483,0.184,0.195,881.500,149.400,127.800,0.027,0.013,0.007,,,
201670679,12 20 42.643,+03 09 15.80,1,11.840,,,466-047562,12204262+0309157,,STAR,gri,rpm,-107.500,2.000,-22.700,3.800,,,13.311,0.030,12.276,0.120,,,12.767,0.050,11.824,0.020,11.443,0.050,,,10.222,0.021,9.681,0.022,9.584,0.023,,,,,,,,,4682,75,93,4.636,0.030,0.025,-0.048,0.150,0.150,0.680,0.035,0.040,0.746,0.030,0.055,2.318,0.307,0.228,106.500,6.048,9.008,0.017,0.005,0.004,,,
201670957,12 19 19.389,+03 09 32.08,1,12.219,,,466-047532,12191938+0309321,,STAR,gri,lam,0.000,1.700,-94.000,1.700,,,13.382,0.040,12.442,0.030,,,12.900,0.050,12.177,0.030,11.928,0.060,,,10.806,0.021,10.382,0.019,10.287,0.018,,,,,,,,,5040,151,151,4.585,0.030,0.030,-0.014,0.120,0.120,0.767,0.042,0.047,0.831,0.052,0.043,1.803,0.220,0.196,171.600,16.120,14.730,0.022,0.012,0.005,,,
201671075,12 21 24.764,+03 09 39.92,1,11.902,,285-864-1,466-047578,12212476+0309397,,STAR,gri,rpm,-1.600,2.700,-6.600,2.700,,,13.399,0.481,11.834,0.189,,,12.751,0.050,11.856,0.030,11.538,0.030,,,10.272,0.025,9.705,0.025,9.580,0.020,,,,,,,,,4667,75,75,2.329,0.465,0.651,-0.362,0.300,0.600,10.140,8.846,4.128,0.996,0.223,0.124,6.461e-4,0.002,5.751e-4,1531.000,1377.000,562.800,0.032,0.016,0.009,,,
201671132,12 21 23.720,+03 09 42.37,1,12.567,,285-863-1,466-047576,12212360+0309411,,STAR,BV,plx,1.300,2.900,16.100,3.000,,,12.950,0.319,12.586,0.274,,,,,,,,,,,11.600,0.025,11.292,0.027,11.244,0.025,,,,,,,,,5977,173,173,4.182,0.170,0.204,-0.173,0.250,0.350,1.342,0.389,0.256,1.053,0.113,0.136,0.397,0.334,0.206,858.600,574.300,574.300,0.026,0.014,0.006,,,
201671503,12 17 33.447,+03 10 03.06,1,15.181,,,466-047486,12173344+0310030,,STAR,gri,col,,,,,,,16.442,0.060,15.455,0.050,,,15.901,0.010,15.134,0.030,14.873,0.100,,,13.586,0.027,13.020,0.027,12.953,0.031,,,,,,,,,4891,95,76,4.623,0.055,1.584,-0.474,0.300,0.360,0.693,4.677,0.085,0.740,0.145,0.109,2.165,0.624,2.157,544.200,3457.000,87.370,0.027,0.014,0.007,,,
201671619,12 18 17.507,+03 10 09.45,1,14.874,,,466-047508,12181751+0310097,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.542,0.025,13.077,0.029,13.032,0.032,,,,,,,,,5138,184,153,4.568,0.055,1.177,-0.385,0.350,0.560,0.770,2.408,0.090,0.810,0.092,0.092,1.698,0.464,1.671,637.400,2026.000,93.630,0.028,0.014,0.008,,,
201672013,12 18 09.607,+03 10 31.76,1,15.278,,,466-047500,12180960+0310319,,STAR,gri,col,,,,,,,16.371,0.040,15.520,0.020,,,15.858,0.040,15.175,0.050,15.030,0.080,,,13.961,0.028,13.574,0.035,13.432,0.043,,,,,,,,,5301,162,129,4.542,0.050,0.070,-0.227,0.250,0.450,0.794,0.123,0.090,0.833,0.077,0.107,1.550,0.401,0.427,808.700,159.100,112.400,0.031,0.016,0.010,,,
201672049,12 15 39.209,+03 10 34.32,1,14.660,,,466-047449,12153920+0310344,,STAR,gri,rpm,-42.900,2.000,4.400,1.500,,,16.697,0.040,15.254,0.010,,,16.085,0.050,14.680,0.020,14.049,0.010,,,12.407,0.023,11.758,0.027,11.607,0.026,,,,,,,,,3896,38,38,4.879,0.020,0.024,-0.056,0.100,0.100,0.407,0.026,0.019,0.458,0.032,0.023,6.736,0.787,0.705,139.000,19.720,10.350,0.015,0.011,0.003,,,
201672345,12 20 10.401,+03 10 53.44,1,14.504,,,466-047552,12201040+0310533,,STAR,gri,lam,-3.700,4.800,-11.400,6.600,,,15.413,0.030,14.661,0.040,,,14.987,0.040,14.474,0.030,14.297,0.020,,,13.290,0.023,12.947,0.028,12.767,0.034,,,,,,,,,5482,130,130,4.561,0.040,0.040,-0.573,0.180,0.150,0.764,0.049,0.055,0.777,0.039,0.055,1.701,0.275,0.236,585.600,53.550,49.060,0.028,0.015,0.007,,,
201672509,12 15 28.626,+03 11 02.61,1,15.952,,,466-047444,12152862+0311025,,EXTENDED,gri,,,,,,,,17.500,0.180,16.191,0.080,,,16.812,0.050,15.852,0.080,15.583,0.060,,,14.461,0.070,13.773,0.087,13.347,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201672534,12 20 22.057,+03 11 04.29,1,13.183,,,466-047555,12202204+0311042,,STAR,gri,lam,13.900,2.300,-2.200,2.600,,,14.331,0.040,13.415,0.030,,,13.834,0.050,13.144,0.050,12.904,0.060,,,11.818,0.024,11.419,0.028,11.312,0.026,,,,,,,,,5138,156,124,4.563,0.025,0.025,0.048,0.080,0.100,0.805,0.034,0.038,0.867,0.036,0.044,1.626,0.190,0.143,296.800,18.310,23.860,0.027,0.014,0.009,,,
201672587,12 18 16.826,+03 11 06.89,1,15.452,,,466-047506,12181684+0311070,,STAR,gri,col,,,,,,,17.799,0.130,16.064,0.060,,,17.006,0.010,15.645,0.060,14.786,0.010,,,13.134,0.021,12.517,0.027,12.289,0.027,,,,,,,,,3667,88,58,4.953,0.054,0.054,0.044,0.120,0.120,0.314,0.047,0.049,0.344,0.057,0.068,10.080,3.056,2.345,133.900,27.080,22.530,0.021,0.010,0.007,,,
201672835,12 15 57.195,+03 11 21.60,1,16.169,,,,12155719+0311215,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,14.767,0.082,14.066,0.075,13.568,0.064,,,,,,,,,3544,301,301,5.030,0.125,0.125,-0.079,0.160,0.240,0.247,0.116,0.091,0.248,0.167,0.104,13.240,12.570,6.448,209.300,134.800,94.050,0.024,0.014,0.008,,,
201672844,12 16 05.775,+03 11 22.34,1,16.711,,,,12160577+0311223,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.281,0.057,14.884,0.074,14.711,0.122,,,,,,,,,5301,609,1341,4.527,0.330,0.330,-0.653,0.450,0.450,0.692,0.407,0.362,0.748,0.107,0.322,1.476,3.642,1.050,1407.000,1142.000,863.200,0.028,0.015,0.007,,,
201672975,12 15 33.261,+03 11 29.80,1,13.749,,,466-047448,12153325+0311298,,STAR,gri,rpm,11.300,3.800,-11.100,2.600,,,14.448,0.020,13.843,0.020,,,14.076,0.020,13.730,0.040,13.609,0.060,,,12.659,0.024,12.376,0.023,12.348,0.030,,,,,,,,,6109,147,98,4.253,0.125,0.200,-0.453,0.250,0.500,1.208,0.248,0.205,0.951,0.125,0.107,0.507,0.297,0.241,812.700,155.400,153.900,0.029,0.014,0.008,,,
201673054,12 17 41.763,+03 11 34.07,1,16.358,,,466-047490,12174176+0311340,,STAR,gri,col,,,,,,,17.389,0.100,16.563,0.080,,,16.954,0.060,16.423,0.080,16.103,0.130,,,15.297,0.045,15.161,0.072,15.059,0.149,,,,,,,,,5915,187,281,4.387,0.135,0.243,-0.728,0.300,0.360,0.937,0.368,0.175,0.832,0.077,0.077,0.949,0.644,0.576,1994.000,885.700,460.400,0.030,0.016,0.010,,,
201673151,12 16 09.314,+03 11 39.21,1,16.630,,,,12160931+0311392,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.194,0.079,14.558,0.075,14.162,0.087,,,,,,,,,3685,432,270,4.967,0.132,0.154,-0.119,0.200,0.280,0.288,0.141,0.095,0.298,0.186,0.133,11.130,10.330,6.068,340.300,233.700,138.500,0.026,0.014,0.008,,,
201673309,12 21 02.342,+03 11 51.12,1,17.943,,,,12210234+0311511,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.413,0.162,15.870,0.180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201673642,12 17 37.360,+03 12 10.73,1,11.889,,,467-046454,12173735+0312106,,STAR,gri,rpm,-0.500,1.700,-9.800,1.800,,,13.868,0.040,12.352,0.010,,,13.139,0.040,11.871,0.040,11.354,0.030,,,9.757,0.022,9.018,0.044,8.798,0.025,,,,,,,,,4067,64,80,1.234,0.320,0.768,-0.392,0.350,0.910,38.955,49.102,12.067,0.983,0.052,0.155,1.633e-5,2.285e-5,1.515e-5,3628.000,4273.000,938.600,0.029,0.024,0.007,,,
201673762,12 16 17.727,+03 12 17.59,1,12.856,,,467-046422,12161773+0312174,,STAR,gri,rpm,-10.700,1.600,2.400,1.700,,,14.050,0.020,13.073,0.010,,,13.535,0.030,12.764,0.030,12.566,0.080,,,11.430,0.026,10.908,0.023,10.823,0.021,,,,,,,,,4904,98,78,2.924,0.576,0.576,-0.486,0.350,0.420,4.751,4.689,2.114,0.952,0.173,0.067,0.006,0.033,0.005,1431.000,1161.000,641.100,0.028,0.017,0.006,,,
