EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
201436780,12 10 39.643,-00 24 33.15,1,17.217,,,,12103964-0024331,6793-301-3-0147-0352,EXTENDED,gri,,-4.000,2.000,-1.000,2.000,,,,,,,19.671,0.098,18.145,0.011,17.229,0.008,16.820,0.007,16.523,0.020,16.659,0.163,16.191,0.213,15.214,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201436845,12 22 27.241,-00 24 29.84,1,15.700,,,,12222724-0024298,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.286,0.023,12.710,0.023,12.373,0.023,,,,,,,,,3123,367,735,5.174,0.130,0.156,-0.102,0.200,0.280,0.154,0.078,0.052,0.146,0.083,0.062,36.230,38.600,21.060,48.890,52.790,28.090,0.010,0.010,0.006,,,
201436908,12 02 59.820,-00 24 26.47,1,12.768,,,448-053911,12025982-0024266,,STAR,gri,rpm,-10.700,2.300,-1.100,2.900,,,13.576,0.030,12.936,0.040,,,13.197,0.040,12.729,0.050,12.583,0.040,,,11.692,0.023,11.393,0.025,11.285,0.021,,,,,,,,,5895,139,139,4.237,0.164,0.246,-0.048,0.160,0.320,1.302,0.410,0.312,1.067,0.110,0.128,0.471,0.402,0.284,518.500,193.900,141.100,0.028,0.018,0.006,,,
201437022,12 15 18.503,-00 24 20.36,1,17.033,,,,12151850-0024203,752-301-3-0269-0143,STAR,gri,rpm,-1.000,3.000,-2.000,3.000,,,,,,,19.476,0.028,17.738,0.005,17.032,0.004,16.731,0.005,16.550,0.009,15.536,0.054,14.898,0.060,14.766,0.119,,,,,,,,,4883,97,58,1.748,1.680,0.350,-1.750,0.700,0.500,18.664,9.326,15.526,0.808,0.019,0.019,8.989e-5,0.004,6.367e-5,33180.000,16810.000,28140.000,0.029,0.018,0.006,,,
201437109,12 09 14.985,-00 24 15.37,1,17.159,,,,12091498-0024153,6793-301-3-0145-0148,EXTENDED,gri,,3.000,3.000,-2.000,3.000,,,,,,,19.892,0.069,18.157,0.008,17.151,0.005,16.731,0.005,16.368,0.011,15.848,0.085,15.007,0.080,14.375,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201437264,12 20 37.842,-00 24 06.17,1,12.712,,,448-054343,12203784-0024062,,STAR,gri,apo,-31.000,2.900,22.300,2.100,,,13.570,0.020,12.878,0.010,,,13.158,0.010,12.669,0.030,12.520,0.050,,,11.576,0.026,11.220,0.026,11.166,0.024,,,,,,,,,5542,99,231,3.840,0.112,0.098,0.001,0.080,0.180,2.100,0.392,0.331,1.174,0.132,0.110,0.117,0.062,0.032,751.900,111.400,111.900,0.031,0.015,0.011,,,
201437342,12 05 33.422,-00 24 02.57,1,14.989,,,448-053959,12053343-0024025,6793-301-3-0139-0023,STAR,gri,rpm,-5.500,3.800,-3.000,4.400,,,15.968,0.070,15.174,0.040,,,15.579,0.020,14.959,0.030,14.737,0.150,,,13.522,0.026,12.977,0.027,12.959,0.038,,,,,,,,,5089,79,99,2.828,0.600,0.840,-1.015,0.350,0.910,4.843,7.612,2.377,0.875,0.032,0.071,0.004,0.027,0.004,3954.000,5987.000,1907.000,0.028,0.013,0.006,,,
201437372,12 18 38.630,-00 24 00.89,1,14.933,,,448-054295,12183862-0024008,,STAR,JHK,rpm,10.300,4.000,-20.100,4.000,,,,,,,,,,,,,,,,,13.010,0.024,12.465,0.027,12.250,0.027,,,,,,,,,3654,170,85,4.977,0.065,0.078,-0.053,0.150,0.150,0.291,0.083,0.055,0.307,0.103,0.069,11.580,5.350,4.239,114.400,41.480,26.000,0.018,0.008,0.007,,,
201437455,12 24 45.984,-00 23 56.58,1,17.036,,,,12244598-0023565,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.572,0.092,14.884,0.104,14.144,0.083,,,,,,,,,3501,263,421,5.038,0.140,0.100,-0.074,0.160,0.240,0.226,0.093,0.076,0.227,0.128,0.110,16.020,15.500,6.907,270.700,157.300,128.200,0.025,0.014,0.008,,,
201437518,12 08 07.778,-00 23 53.43,1,9.446,,4939-176-1,449-052508,12080777-0023535,,STAR,gri,plx,-21.600,1.100,15.400,1.200,,,9.708,0.028,9.225,0.022,,,10.156,0.110,9.348,0.200,9.142,0.120,,,8.428,0.024,8.248,0.075,8.167,0.044,,,,,,,,,6178,251,201,4.234,0.060,0.096,-0.057,0.160,0.240,1.350,0.081,0.064,1.175,0.089,0.143,0.459,0.106,0.111,130.200,6.128,6.128,0.020,0.010,0.005,,,
201437533,12 15 20.155,-00 23 52.92,1,17.802,,,,12152015-0023529,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,,16.284,0.148,15.326,0.145,14.925,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201437654,12 07 42.564,-00 23 46.25,1,11.529,,4939-51-1,449-052500,12074255-0023463,,STAR,gri,plx,-61.900,1.600,-1.000,1.700,,,11.779,0.112,11.239,0.106,,,11.746,0.020,11.456,0.030,11.414,0.080,,,10.582,0.026,10.308,0.024,10.257,0.021,,,,,,,,,6303,126,101,4.219,0.095,0.133,-0.426,0.350,0.560,1.277,0.238,0.147,1.017,0.188,0.188,0.464,0.176,0.168,323.500,66.720,66.720,0.025,0.011,0.006,,,
201437707,12 10 46.025,-00 23 43.67,1,12.136,,,449-052572,12104602-0023436,,STAR,gri,apo,-8.700,1.400,-1.200,1.700,,,13.726,0.040,12.532,0.030,,,13.076,0.020,12.116,0.020,11.733,0.020,,,10.345,0.022,9.714,0.022,9.539,0.019,,,,,,,,,4417,88,70,1.889,0.135,0.135,-0.482,0.150,0.120,17.892,2.985,2.558,0.962,0.019,0.019,1.577e-4,9.514e-5,6.820e-5,2662.000,394.400,343.500,0.029,0.013,0.007,,,
201437715,12 14 44.093,-00 23 43.04,1,15.651,,,449-052663,12144409-0023430,752-301-3-0268-0036,STAR,BV,rpm,-3.500,2.500,-6.400,2.900,,,16.556,0.080,15.813,0.100,,,16.182,0.020,,,,,,,14.501,0.035,14.062,0.025,14.081,0.067,,,,,,,,,5251,208,166,4.539,0.055,1.056,-0.378,0.300,0.540,0.820,2.169,0.110,0.822,0.075,0.075,1.489,0.501,1.455,1061.000,2439.000,162.100,0.029,0.016,0.008,,,
201437788,12 10 20.457,-00 23 39.22,1,14.749,,,449-052559,12102046-0023393,6793-301-3-0147-0009,STAR,gri,rpm,-5.700,2.600,-8.300,2.900,,,15.842,0.030,14.997,0.030,,,15.361,0.040,14.741,0.020,14.487,0.100,,,13.384,0.026,12.964,0.022,12.878,0.036,,,,,,,,,5288,127,127,4.517,0.055,1.111,-0.350,0.300,0.600,0.841,2.143,0.091,0.877,0.036,0.085,1.383,0.378,1.354,682.100,1601.000,89.380,0.030,0.018,0.008,,,
201437818,12 07 21.555,-00 23 37.70,1,13.460,,,449-052492,12072155-0023376,,STAR,gri,rpm,-20.400,2.100,1.600,2.500,,,14.450,0.040,13.651,0.020,,,13.966,0.040,13.391,0.040,13.243,0.090,,,12.183,0.024,11.780,0.023,11.710,0.024,,,,,,,,,5434,131,131,4.505,0.066,0.825,-0.394,0.350,0.420,0.878,1.407,0.126,0.886,0.075,0.119,1.290,0.458,1.215,406.000,602.100,67.520,0.028,0.014,0.008,,,
201437844,12 13 53.394,-00 23 36.54,1,9.234,,4940-868-1,449-052646,12135339-0023365,,STAR,gri,plx,-3.900,1.100,11.700,1.100,,,9.402,0.022,8.951,0.018,,,10.135,0.190,9.408,0.290,8.848,0.060,,,8.116,0.026,7.962,0.040,7.853,0.020,,,,,,,,,6315,193,154,4.302,0.040,0.056,-0.028,0.120,0.210,1.270,0.054,0.037,1.202,0.061,0.102,0.576,0.070,0.086,107.300,3.933,3.933,0.018,0.008,0.005,,,
201437848,12 04 35.536,-00 23 36.39,1,15.384,,,449-052423,12043553-0023363,6793-301-3-0137-0261,STAR,gri,rpm,-24.300,3.700,-0.600,4.200,,,17.121,0.100,15.842,0.020,,,16.560,0.040,15.346,0.050,14.881,0.090,,,13.436,0.026,12.799,0.025,12.646,0.027,,,,,,,,,4173,126,126,4.775,0.060,0.050,-0.125,0.200,0.240,0.506,0.059,0.063,0.569,0.063,0.075,4.215,1.265,0.828,290.400,51.430,43.690,0.026,0.013,0.007,,,
201438008,12 03 10.297,-00 23 27.13,1,15.603,,,449-052376,12031029-0023273,6793-301-3-0135-0026,STAR,BV,rpm,-10.900,4.000,-5.900,4.600,,,16.431,0.040,15.744,0.050,,,,,,,,,,,14.691,0.024,14.342,0.041,14.241,0.067,,,,,,,,,5749,287,287,4.445,0.115,0.322,-0.612,0.400,0.400,0.892,0.439,0.148,0.825,0.095,0.079,1.104,0.606,0.750,1408.000,813.400,287.000,0.028,0.016,0.008,,,
201438027,12 02 08.959,-00 23 26.12,1,12.326,,,449-052355,12020894-0023260,,STAR,gri,rpm,-13.600,1.300,-5.300,2.400,,,13.419,0.010,12.586,0.020,,,12.962,0.030,12.308,0.040,12.053,0.060,,,11.032,0.026,10.611,0.029,10.534,0.026,,,,,,,,,5151,169,106,3.317,0.960,0.960,-0.638,0.560,0.350,3.008,5.628,2.160,0.911,0.208,0.030,0.020,0.482,0.019,775.000,1282.000,534.800,0.029,0.012,0.010,,,
201438034,12 07 55.503,-00 23 25.72,1,14.075,,,449-052503,12075550-0023257,,STAR,gri,rpm,-11.500,2.500,9.500,2.800,,,14.810,0.020,14.152,0.030,,,14.407,0.030,14.013,0.020,13.933,0.140,,,12.969,0.026,12.679,0.026,12.600,0.027,,,,,,,,,6020,120,96,4.276,0.130,0.208,-0.403,0.250,0.350,1.173,0.267,0.217,0.938,0.130,0.093,0.576,0.391,0.297,874.500,196.400,188.800,0.029,0.013,0.009,,,
201438079,12 02 39.913,-00 23 21.94,1,9.831,,4939-174-1,449-052365,12023990-0023219,,STAR,gri,plx,2.100,1.300,-2.800,1.400,,,10.969,0.066,10.214,0.048,,,10.792,0.010,9.869,0.110,9.419,0.020,,,8.267,0.054,7.722,0.046,7.606,0.027,,,,,,,,,4738,114,142,2.894,0.295,0.413,-0.103,0.200,0.240,6.131,3.876,1.810,1.206,0.185,0.154,0.005,0.008,0.003,286.700,64.960,64.960,0.029,0.016,0.008,,,
201438143,12 07 11.092,-00 23 18.11,1,17.810,,,,12071109-0023181,6793-301-3-0141-0173,STAR,gri,rpm,-4.000,3.000,1.000,3.000,,,,,,,21.747,0.154,18.869,0.009,17.769,0.006,17.356,0.006,17.129,0.012,16.198,0.086,15.282,0.085,15.115,0.166,,,,,,,,,4335,51,68,4.740,0.080,0.050,-0.346,0.300,0.300,0.528,0.063,0.077,0.580,0.080,0.080,3.789,1.526,0.814,1136.000,197.500,193.800,0.030,0.014,0.008,,,
201438168,12 24 49.770,-00 23 16.83,1,10.356,,4941-107-1,449-052920,12244976-0023167,,STAR,gri,plx,-57.400,1.200,18.500,1.200,,,10.833,0.056,10.252,0.045,,,10.724,0.060,10.293,0.030,10.198,0.020,,,9.416,0.024,9.146,0.024,9.088,0.023,,,,,,,,,6057,148,123,3.865,0.090,0.090,0.008,0.120,0.180,2.234,0.307,0.270,1.395,0.125,0.150,0.115,0.054,0.032,358.800,63.670,63.670,0.027,0.014,0.008,,,
201438212,12 01 58.437,-00 23 15.03,1,16.665,,,,12015843-0023150,6793-301-3-0133-0194,EXTENDED,gri,,-7.000,2.000,3.000,2.000,,,,,,,19.705,0.086,17.641,0.007,16.674,0.005,16.247,0.005,15.906,0.011,15.763,0.094,15.138,0.126,14.476,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438289,12 03 47.428,-00 23 11.00,1,15.276,,,449-052396,12034742-0023109,6793-301-3-0136-0013,STAR,gri,,,,,,,,15.142,0.020,15.160,0.030,,,15.001,0.020,15.368,0.010,15.696,0.060,,,15.680,0.057,15.846,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438404,12 01 43.122,-00 23 05.11,1,12.221,,,449-052343,12014311-0023052,,STAR,gri,rpm,2.000,1.200,-5.900,1.200,,,12.943,0.030,12.345,0.020,,,12.576,0.030,12.188,0.020,12.068,0.010,,,11.200,0.021,10.985,0.025,10.892,0.023,,,,,,,,,6189,125,125,4.108,0.192,0.192,-0.082,0.150,0.270,1.538,0.456,0.352,1.202,0.144,0.172,0.291,0.315,0.151,513.100,174.900,96.990,0.031,0.020,0.010,,,
201438465,12 09 57.193,-00 23 02.01,1,19.618,,,,,6793-301-3-0146-0182,STAR,gri,,2.000,3.000,-5.000,3.000,,,,,,,20.007,0.044,19.842,0.015,19.543,0.015,19.278,0.015,19.160,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438507,12 10 51.465,-00 22 59.80,1,14.067,,,449-052578,12105146-0022597,,STAR,gri,rpm,12.100,1.900,-24.500,2.200,,,15.043,0.040,14.265,0.020,,,14.603,0.030,14.020,0.030,13.837,0.040,,,12.811,0.023,12.481,0.022,12.365,0.019,,,,,,,,,5532,113,68,4.501,0.040,0.072,-0.131,0.160,0.320,0.886,0.093,0.097,0.912,0.067,0.108,1.271,0.311,0.293,554.100,69.910,62.080,0.031,0.019,0.010,,,
201438538,12 05 07.237,-00 22 58.38,1,15.751,,,449-052439,12050725-0022582,6793-301-3-0138-0148,STAR,JHK,rpm,-23.800,4.200,-11.700,4.700,,,,,,,,,,,,,,,,,13.572,0.024,12.914,0.028,12.736,0.029,,,,,,,,,4078,230,192,4.807,0.070,0.084,-0.094,0.200,0.240,0.458,0.099,0.069,0.522,0.097,0.081,4.856,1.847,1.558,279.100,89.170,59.030,0.029,0.014,0.010,,,
201438601,12 15 31.164,-00 22 55.05,1,19.662,,,,,752-301-3-0269-0191,STAR,gri,,-2.000,4.000,-10.000,4.000,,,,,,,19.512,0.028,19.411,0.012,19.745,0.021,20.068,0.032,20.661,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438645,12 09 22.739,-00 22 52.90,1,18.751,,,,12092273-0022529,6793-301-3-0145-0267,STAR,gri,pmJ,-112.000,4.000,-17.000,4.000,,,,,,,24.381,0.923,20.243,0.020,18.793,0.010,18.112,0.008,17.712,0.017,16.393,0.116,16.193,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438697,12 06 01.075,-00 22 50.23,1,16.503,,,,12060107-0022502,6793-301-3-0140-0095,EXTENDED,gri,,1.000,2.000,8.000,2.000,,,,,,,19.479,0.078,17.492,0.006,16.562,0.005,16.079,0.004,15.707,0.010,15.506,0.103,14.731,0.111,14.103,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438728,12 20 46.128,-00 22 48.59,1,13.317,,,449-052818,12204613-0022485,,STAR,gri,rpm,-48.200,2.100,0.800,1.800,,,15.091,0.030,13.824,0.030,,,14.500,0.010,13.273,0.030,12.809,0.040,,,11.367,0.022,10.767,0.021,10.642,0.023,,,,,,,,,4066,64,64,4.823,0.024,0.036,-0.141,0.100,0.080,0.462,0.040,0.031,0.516,0.051,0.029,5.225,0.705,0.849,94.190,20.840,6.489,0.016,0.001,0.002,,,
201438769,12 09 09.370,-00 22 46.75,1,16.803,,,,12090937-0022467,6793-301-3-0145-0135,EXTENDED,gri,,2.000,3.000,1.000,3.000,,,,,,,19.786,0.076,17.868,0.008,16.787,0.005,16.347,0.005,15.953,0.010,15.489,0.086,14.977,0.110,14.457,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438798,12 06 49.210,-00 22 44.68,1,17.062,,,,12064921-0022446,6793-301-3-0141-0121,EXTENDED,gri,,0.000,2.000,1.000,2.000,,,,,,,19.576,0.062,17.997,0.008,17.110,0.006,16.661,0.005,16.270,0.012,15.959,0.101,15.210,0.131,14.702,0.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438876,12 22 37.047,-00 22 41.45,1,12.414,,,449-052864,12223704-0022414,,STAR,gri,rpm,-28.200,1.200,-3.300,1.500,,,13.213,0.060,12.577,0.030,,,12.824,0.030,12.391,0.030,12.239,0.030,,,11.346,0.023,11.062,0.022,11.000,0.019,,,,,,,,,5954,142,118,4.279,0.138,0.276,-0.158,0.200,0.240,1.170,0.460,0.197,1.041,0.107,0.128,0.597,0.296,0.370,414.700,146.300,71.350,0.030,0.011,0.009,,,
201438899,12 16 37.069,-00 22 40.41,1,17.390,,,,12163706-0022404,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.902,0.096,15.328,0.111,14.539,0.102,,,,,,,,,3547,258,310,5.051,0.114,0.095,-0.080,0.160,0.280,0.220,0.086,0.062,0.225,0.129,0.097,17.440,15.940,7.287,327.700,181.000,134.400,0.026,0.014,0.007,,,
201438974,12 07 21.726,-00 22 35.47,1,16.659,,,,12072172-0022354,6793-301-3-0142-0121,EXTENDED,gri,,-3.000,2.000,-9.000,2.000,,,,,,,18.172,0.024,17.088,0.005,16.686,0.005,16.475,0.006,16.263,0.015,16.457,0.133,15.742,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201438976,12 20 53.691,-00 22 35.31,1,14.330,,,449-052822,12205368-0022352,,STAR,gri,rpm,6.500,7.600,10.400,6.100,,,15.830,0.060,14.781,0.030,,,15.264,0.020,14.316,0.030,13.930,0.050,,,12.833,0.030,12.293,0.034,12.251,0.035,,,,,,,,,4681,75,75,4.634,0.030,0.030,-0.030,0.160,0.280,0.689,0.049,0.055,0.762,0.038,0.068,2.244,0.405,0.290,360.600,38.440,34.740,0.029,0.019,0.008,,,
201439222,12 15 20.999,-00 22 22.07,1,17.644,,,,12152099-0022220,752-301-3-0269-0166,STAR,gri,rpm,-25.000,4.000,-37.000,4.000,,,,,,,21.522,0.123,19.183,0.011,17.797,0.006,16.984,0.005,16.506,0.009,15.337,0.052,14.759,0.062,14.640,0.116,,,,,,,,,3679,58,44,4.987,0.030,0.042,-0.088,0.080,0.080,0.295,0.038,0.034,0.309,0.048,0.048,11.880,2.240,2.224,342.500,54.750,40.880,0.026,0.013,0.007,,,
201439369,12 10 43.638,-00 22 12.21,1,15.430,,,449-052568,12104363-0022122,6793-301-3-0147-0048,STAR,gri,rpm,-14.900,2.500,-6.700,2.900,,,16.461,0.110,15.674,0.050,,,16.035,0.030,15.462,0.050,15.170,0.050,,,14.095,0.023,13.671,0.038,13.593,0.047,,,,,,,,,5365,128,128,4.566,0.055,0.088,-0.495,0.350,0.420,0.749,0.155,0.083,0.776,0.099,0.083,1.705,0.466,0.547,824.200,200.100,104.700,0.031,0.014,0.009,,,
201439372,12 25 00.747,-00 22 12.12,1,13.480,,,449-052932,12250074-0022120,,STAR,gri,rpm,1.300,1.900,5.600,1.800,,,15.216,0.030,13.942,0.040,,,14.651,0.030,13.415,0.030,12.978,0.040,,,11.627,0.024,11.004,0.029,10.844,0.021,,,,,,,,,4434,108,162,1.467,1.400,1.050,-1.012,0.900,1.080,27.171,48.810,20.918,0.822,0.160,0.027,3.795e-5,0.003,3.686e-5,7996.000,12020.000,5977.000,0.036,0.018,0.018,,,
201439400,12 02 02.201,-00 22 10.33,1,12.945,,,449-052350,12020219-0022104,,STAR,gri,rpm,-2.300,1.500,-0.300,1.800,,,13.484,0.050,13.002,0.020,,,13.155,0.030,12.875,0.020,12.811,0.020,,,12.064,0.022,11.843,0.022,11.801,0.023,,,,,,,,,6455,77,155,4.187,0.091,0.078,-0.239,0.180,0.510,1.336,0.311,0.103,1.169,0.113,0.226,0.432,0.107,0.144,716.400,132.300,72.000,0.026,0.010,0.008,,,
201439433,12 06 00.080,-00 22 08.92,1,17.462,,,,12060007-0022089,6793-301-3-0140-0089,STAR,gri,rpm,-7.000,3.000,-4.000,3.000,,,,,,,21.678,0.146,18.728,0.008,17.452,0.006,16.920,0.005,16.665,0.010,15.488,0.049,14.813,0.055,14.621,0.108,,,,,,,,,4036,64,48,4.832,0.054,0.045,-0.144,0.160,0.200,0.441,0.045,0.048,0.501,0.051,0.061,5.530,1.464,0.983,637.600,76.150,80.740,0.028,0.015,0.007,,,
201439549,12 13 22.439,-00 22 02.66,1,14.640,,,449-052633,12132243-0022027,752-301-3-0266-0036,STAR,gri,rpm,22.200,2.600,-8.900,3.000,,,15.494,0.040,14.838,0.040,,,15.039,0.050,14.597,0.040,14.470,0.050,,,13.498,0.024,13.151,0.033,13.105,0.030,,,,,,,,,5825,206,171,4.425,0.096,0.208,-0.569,0.300,0.360,0.912,0.247,0.127,0.838,0.091,0.076,1.053,0.434,0.525,840.400,275.700,154.200,0.029,0.017,0.008,,,
201439569,12 04 25.810,-00 22 01.75,1,15.592,,,449-052419,12042580-0022015,6793-301-3-0137-0197,STAR,gri,rpm,-24.800,3.700,5.400,4.300,,,17.458,0.090,16.194,0.030,,,16.874,0.010,15.621,0.060,15.042,0.050,,,13.665,0.026,12.995,0.027,12.901,0.026,,,,,,,,,4069,96,96,4.796,0.040,0.040,-0.011,0.150,0.180,0.484,0.054,0.041,0.549,0.052,0.044,4.702,0.951,0.932,303.900,40.230,35.530,0.029,0.018,0.006,,,
201439729,12 19 41.676,-00 21 54.21,1,13.889,,,449-052796,12194167-0021542,,STAR,gri,rpm,5.100,2.100,6.500,2.500,,,14.504,0.030,13.991,0.030,,,14.172,0.010,13.864,0.020,13.767,0.070,,,12.893,0.023,12.607,0.021,12.565,0.024,,,,,,,,,6244,75,126,4.162,0.174,0.145,-0.763,0.350,0.350,1.256,0.240,0.238,0.880,0.164,0.051,0.417,0.283,0.169,948.500,150.600,176.800,0.027,0.014,0.006,,,
201439747,12 20 56.178,-00 21 53.54,1,14.539,,,449-052825,12205618-0021534,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.379,0.038,13.092,0.058,13.004,0.038,,,,,,,,,5931,242,338,4.337,0.140,0.252,-0.455,0.350,0.490,1.029,0.346,0.193,0.901,0.121,0.086,0.747,0.522,0.427,945.800,353.800,220.000,0.029,0.016,0.008,,,
201439759,12 18 15.438,-00 21 53.24,1,17.197,,,,12181543-0021532,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.722,0.089,15.022,0.089,14.500,0.097,,,,,,,,,3616,393,281,4.995,0.120,0.144,-0.109,0.200,0.280,0.265,0.130,0.087,0.267,0.184,0.115,12.960,12.610,7.226,391.000,262.400,179.900,0.028,0.015,0.008,,,
201439851,12 20 56.394,-00 21 49.22,1,13.013,,,449-052826,12205639-0021491,,STAR,gri,rpm,-23.000,2.700,31.600,3.000,,,14.315,0.060,13.369,0.040,,,13.814,0.020,12.988,0.020,12.669,0.030,,,11.588,0.033,11.032,0.030,10.891,0.027,,,,,,,,,4816,58,77,4.631,0.045,0.025,-0.152,0.120,0.330,0.692,0.031,0.074,0.752,0.030,0.078,2.208,0.546,0.194,208.900,15.150,30.440,0.024,0.010,0.006,,,
201439885,12 19 53.807,-00 21 46.90,1,17.866,,,,12195380-0021468,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.670,0.051,15.047,0.063,14.829,0.133,,,,,,,,,3931,480,342,4.906,0.135,0.162,-0.225,0.250,0.350,0.373,0.160,0.130,0.404,0.175,0.175,7.297,7.774,3.764,529.400,347.100,209.700,0.028,0.014,0.008,,,
201439889,12 22 06.762,-00 21 46.72,1,14.375,,,449-052854,12220676-0021467,,STAR,gri,rpm,-63.000,3.000,19.600,3.100,,,16.117,0.140,14.904,0.030,,,15.528,0.040,14.360,0.060,13.881,0.070,,,12.472,0.026,11.866,0.027,11.713,0.023,,,,,,,,,4098,146,97,4.822,0.084,0.070,-0.273,0.200,0.280,0.452,0.078,0.090,0.506,0.083,0.100,5.211,2.972,1.436,164.800,36.080,34.850,0.019,0.010,0.004,,,
201439933,12 14 17.222,-00 21 44.99,1,12.863,,,449-052654,12141723-0021448,,STAR,gri,rpm,-89.000,1.700,30.200,2.000,,,14.456,0.020,13.290,0.020,,,13.912,0.020,12.814,0.040,12.414,0.050,,,11.092,0.023,10.469,0.022,10.356,0.021,,,,,,,,,4364,88,88,4.714,0.063,0.036,-0.077,0.120,0.270,0.586,0.042,0.083,0.647,0.047,0.093,3.214,1.023,0.510,134.800,45.940,25.480,0.021,0.011,0.007,,,
201440011,12 01 41.603,-00 21 41.15,1,15.871,,,449-052342,12014162-0021412,6793-301-3-0132-0240,STAR,JHK,rpm,-12.000,18.000,15.800,18.000,,,,,,,,,,,,,,,,,13.544,0.027,12.904,0.031,12.662,0.026,,,,,,,,,3785,226,188,4.915,0.084,0.084,-0.035,0.150,0.180,0.351,0.091,0.082,0.378,0.121,0.101,8.116,5.047,2.754,191.300,55.140,57.110,0.025,0.014,0.007,,,
201440036,12 05 41.914,-00 21 40.27,1,14.065,,,449-052452,12054190-0021403,,STAR,gri,rpm,15.900,2.600,-18.400,2.900,,,14.932,0.040,14.181,0.020,,,14.488,0.020,13.977,0.020,13.883,0.160,,,12.763,0.030,12.342,0.027,12.290,0.029,,,,,,,,,5591,112,157,4.499,0.060,0.708,-0.536,0.300,0.480,0.852,1.144,0.103,0.848,0.075,0.075,1.329,0.423,1.212,540.700,718.700,78.370,0.027,0.016,0.008,,,
201440072,12 19 23.801,-00 21 38.66,1,13.217,,,449-052790,12192380-0021387,,STAR,gri,rpm,-11.000,1.500,1.600,1.600,,,14.161,0.030,13.397,0.020,,,13.704,0.010,13.165,0.010,13.009,0.060,,,11.947,0.023,11.577,0.021,11.511,0.023,,,,,,,,,5608,163,196,4.290,0.222,0.555,-0.206,0.240,0.720,1.140,1.192,0.301,0.928,0.156,0.071,0.557,0.702,0.474,510.900,508.500,149.200,0.031,0.019,0.008,,,
201440182,12 13 46.773,-00 21 32.22,1,16.910,,,,12134677-0021322,752-301-3-0266-0087,STAR,gri,pmJ,-1.000,3.000,-1.000,3.000,,,,,,,18.842,0.018,17.402,0.005,16.899,0.004,16.699,0.004,16.636,0.009,15.688,0.067,15.269,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201440198,12 18 20.983,-00 21 31.51,1,13.791,,,449-052759,12182099-0021315,,STAR,gri,rpm,21.200,1.800,-24.500,1.700,,,14.520,0.030,13.900,0.030,,,14.115,0.020,13.729,0.030,13.653,0.080,,,12.660,0.026,12.313,0.024,12.222,0.026,,,,,,,,,5964,119,95,4.363,0.096,0.304,-0.626,0.250,0.250,1.003,0.400,0.134,0.867,0.065,0.065,0.850,0.310,0.536,645.000,267.800,95.510,0.028,0.014,0.007,,,
