EPIC,KepMag,Kmag,Teff,mass,Radius
229175379,13.237,11.743,5801,0.943,0.997
229175592,13.442,12.153,6203,0.957,1.255
229175617,13.318,11.361,5134,0.919,2.931
229175629,14.151,12.401,5419,0.948,0.909
229175652,12.730,10.350,4382,0.637,0.577
229175709,15.670,12.510,4004,0.519,0.456
229175729,13.407,11.256,4919,0.945,3.285
229175731,13.632,11.682,5060,0.691,0.656
229175732,18.641,,,,
229175740,15.015,14.237,,,
229175760,14.737,12.195,4451,0.674,0.613
229175762,15.780,12.828,3922,0.465,0.411
229175861,18.428,,,,
229175865,17.877,,,,
229176147,16.991,,,,
229176218,14.193,12.295,5239,0.863,2.271
229176266,13.035,10.096,4143,0.995,26.250
229176340,19.002,,,,
229176617,13.930,12.052,5093,0.896,2.931
229176683,15.233,13.491,5251,0.851,0.872
229176689,14.129,12.021,4787,0.771,0.713
229176704,16.528,,,,
229176812,16.379,14.225,,,
229176852,10.974,9.028,4957,1.168,2.652
229176879,13.880,11.237,4293,0.626,0.555
229176918,12.747,10.939,5218,0.913,2.733
229177052,15.172,14.651,6208,0.843,1.124
229177157,12.780,11.127,5457,0.960,0.924
229177211,10.943,8.907,4872,1.192,4.017
229177322,17.173,,,,
229177361,13.920,11.040,3985,0.478,0.429
229177377,13.659,11.949,5421,0.789,0.770
229177385,18.631,,,,
229177523,13.641,10.850,4047,0.497,0.436
229177528,17.268,14.448,3951,0.488,0.425
229177532,12.869,11.525,6233,1.158,1.419
229177782,12.042,10.510,5704,0.964,0.967
229178049,16.811,14.792,,,
229178087,12.870,11.513,6049,1.010,1.365
229178230,13.850,11.678,4787,0.734,0.677
229178326,19.062,,,,
229178347,13.500,11.847,5507,0.925,0.884
229178393,13.089,10.294,4472,0.958,13.945
229178492,18.549,,,,
229178599,12.159,10.352,5616,1.182,1.925
229178924,15.287,13.363,5242,0.828,0.788
229178960,13.248,11.905,6008,0.880,1.120
229179042,16.113,13.045,3827,0.382,0.345
229179227,18.663,,,,
229179349,12.377,10.916,5912,1.021,1.483
229179569,18.864,,,,
229179674,16.993,,,,
229179692,17.381,14.328,3856,0.265,0.252
229179847,18.940,,,,
229179894,11.145,9.877,6275,1.252,1.566
229179976,19.184,,,,
229180041,17.506,15.039,4484,0.621,0.586
229180093,17.147,14.531,,,
229180322,13.201,11.786,5857,1.015,1.069
229180584,15.670,12.615,3767,0.362,0.328
229181031,17.082,,,,
229181133,13.714,12.266,6014,0.961,1.084
229181181,14.084,12.243,5419,0.867,0.831
229181294,18.190,,,,
229181409,17.964,,,,
229181734,12.661,12.075,7525,1.879,2.325
229181860,14.296,12.591,5468,0.805,0.796
229181916,19.337,,,,
229181966,15.537,12.195,3555,0.241,0.241
229181989,10.508,8.907,5511,0.919,0.875
229182144,13.968,12.079,5359,0.876,0.833
229182245,10.054,8.713,5819,1.184,1.983
229182471,17.061,14.501,4367,0.545,0.485
229182769,14.592,12.441,4842,0.785,0.725
229185124,18.722,,,,
229187557,18.323,,,,
229188093,18.591,,,,
229194894,19.825,,,,
229195158,18.455,,,,
248368919,17.700,,,,
248368920,18.500,,,,
248368921,18.200,,,,
248368922,16.400,,,,
248368923,18.500,,,,
248368924,18.100,,,,
248368925,18.400,,,,
248368926,17.800,,,,
248368927,18.100,,,,
248368928,17.900,,,,
248368929,17.900,,,,
248368930,17.900,,,,
248368931,17.900,,,,
248368932,18.000,,,,
248368933,18.500,,,,
248368934,18.000,,,,
248368935,17.000,,,,
248368936,19.600,,,,
248368937,19.800,,,,
248368938,19.900,,,,
248368939,19.000,,,,
248368940,19.900,,,,
248368941,17.200,,,,
248368942,17.000,,,,
248368943,17.900,,,,
248368944,17.500,,,,
248368945,19.900,,,,
248368946,18.100,,,,
248368947,18.000,,,,
248368948,20.000,,,,
248368949,20.000,,,,
248368950,18.400,,,,
248368951,19.600,,,,
248368952,18.600,,,,
248368953,18.900,,,,
248368954,19.900,,,,
248368955,18.400,,,,
248368956,17.300,,,,
248368957,18.400,,,,
248368958,18.600,,,,
248368959,17.900,,,,
248368960,18.800,,,,
248368961,18.800,,,,
248368962,19.000,,,,
248368963,20.000,,,,
248368964,18.800,,,,
248368965,17.900,,,,
248368966,19.800,,,,
248368967,17.900,,,,
248368968,17.400,,,,
248368969,19.600,,,,
248368970,19.000,,,,
248368971,17.900,,,,
248368972,17.700,,,,
248368973,17.900,,,,
248368974,18.200,,,,
248368975,17.400,,,,
248368976,18.300,,,,
248368977,18.100,,,,
248368978,17.900,,,,
248368979,18.100,,,,
248368980,18.500,,,,
248368981,18.000,,,,
248368982,17.900,,,,
248368983,17.800,,,,
248368984,18.300,,,,
248368985,17.500,,,,
248368986,18.300,,,,
248368987,17.500,,,,
248368988,18.300,,,,
248368989,18.200,,,,
248368990,18.100,,,,
248368991,17.300,,,,
248368992,17.900,,,,
248368993,18.000,,,,
248368994,17.600,,,,
248368995,18.400,,,,
248368996,18.100,,,,
248368997,17.900,,,,
248368998,17.900,,,,
248368999,18.300,,,,
248369000,17.800,,,,
248369001,17.900,,,,
248369002,18.000,,,,
248369003,18.100,,,,
248369004,17.800,,,,
248369005,18.300,,,,
248369006,18.300,,,,
248369007,17.800,,,,
248369008,17.500,,,,
248369009,18.200,,,,
248369010,17.800,,,,
248369011,17.500,,,,
248369012,18.100,,,,
248369013,18.000,,,,
248369014,17.400,,,,
248369015,17.600,,,,
248369016,18.200,,,,
248369017,17.900,,,,
248369018,17.800,,,,
248369019,18.100,,,,
248369020,17.700,,,,
248369021,17.700,,,,
248369022,18.300,,,,
248369023,17.300,,,,
248369024,17.500,,,,
248369025,17.600,,,,
248369026,18.400,,,,
248369027,18.000,,,,
248369028,17.800,,,,
248369029,18.000,,,,
248369030,17.900,,,,
248369031,18.100,,,,
248369032,18.200,,,,
248369033,17.800,,,,
248369034,18.400,,,,
248369035,17.900,,,,
248369036,18.000,,,,
248369037,17.900,,,,
248369038,18.000,,,,
248369039,18.300,,,,
248369040,17.500,,,,
248369041,17.900,,,,
248369042,18.100,,,,
248369043,18.100,,,,
248369044,17.600,,,,
248369045,17.600,,,,
248369046,17.300,,,,
248369047,17.400,,,,
248369048,18.200,,,,
248369049,18.300,,,,
248369050,17.900,,,,
248369051,17.100,,,,
248369052,17.900,,,,
248369053,17.400,,,,
248369054,17.900,,,,
248369055,17.800,,,,
248369056,17.900,,,,
248369057,18.100,,,,
248369058,17.900,,,,
248369059,17.400,,,,
248369060,18.100,,,,
248369061,17.200,,,,
248369062,18.100,,,,
248369063,17.600,,,,
248369064,17.600,,,,
248369065,18.300,,,,
248369066,18.000,,,,
248369067,18.300,,,,
248369068,18.000,,,,
248369069,18.400,,,,
248369070,17.500,,,,
248369071,18.700,,,,
248369072,17.600,,,,
248369073,17.000,,,,
248369074,17.800,,,,
248369075,18.400,,,,
248369076,18.300,,,,
248369077,17.900,,,,
248369078,17.600,,,,
248369079,18.200,,,,
248369080,18.000,,,,
248369081,17.500,,,,
248369082,17.600,,,,
248369083,18.200,,,,
248369084,18.300,,,,
248369085,18.100,,,,
248369086,17.900,,,,
248369087,18.000,,,,
248369088,18.400,,,,
248369089,17.700,,,,
248369090,17.600,,,,
248369091,17.900,,,,
248369092,17.600,,,,
248369093,17.500,,,,
248369094,18.300,,,,
248369095,17.900,,,,
248369096,17.700,,,,
248369097,17.500,,,,
248369098,17.700,,,,
248369099,16.900,,,,
248369100,17.800,,,,
248369101,18.100,,,,
248369102,17.200,,,,
248369103,18.400,,,,
248369104,18.300,,,,
248369105,18.000,,,,
248369106,18.400,,,,
248369107,18.300,,,,
248369108,17.500,,,,
248369109,18.000,,,,
248369110,17.500,,,,
248369111,18.000,,,,
248369112,18.100,,,,
248369113,17.700,,,,
248369114,17.600,,,,
248369115,17.900,,,,
248369116,18.000,,,,
248369117,18.200,,,,
248369118,18.200,,,,
248369119,18.700,,,,
248369120,18.800,,,,
248369121,19.600,,,,
248369122,17.800,,,,
248369123,19.700,,,,
248369124,16.400,,,,
248369125,18.000,,,,
248369126,18.300,,,,
248369127,18.800,,,,
248369128,18.800,,,,
248369129,18.900,,,,
248369130,19.054,,,,
248369131,17.710,,,,
248369132,16.600,,,,
248369133,16.800,,,,
248369134,17.200,,,,
248369135,16.700,,,,
248369136,16.600,,,,
248369137,16.600,,,,
248369138,16.700,,,,
248369139,16.800,,,,
248369140,17.000,,,,
248369141,17.200,,,,
248369142,17.200,,,,
248369143,17.200,,,,
248369144,17.300,,,,
248369145,17.400,,,,
248369146,17.400,,,,
248369147,17.500,,,,
248369148,17.600,,,,
248369149,17.600,,,,
248369150,17.600,,,,
248369151,17.800,,,,
248369152,17.900,,,,
248369153,17.900,,,,
248369154,18.300,,,,
248369155,18.300,,,,
248369156,18.400,,,,
248369157,18.400,,,,
248369158,18.500,,,,
248369159,18.700,,,,
248369160,18.900,,,,
248369161,19.000,,,,
248369162,19.200,,,,
248369163,19.900,,,,
248369164,19.900,,,,
248369165,20.800,,,,
248369166,16.400,,,,
248369167,17.000,,,,
248369168,18.100,,,,
248369169,18.200,,,,
248369170,18.500,,,,
248369171,18.700,,,,
248369172,18.900,,,,
248369173,17.600,,,,
248369174,17.600,,,,
248369175,18.200,,,,
248369176,19.900,,,,
248369177,17.300,,,,
248369178,17.300,,,,
248369179,17.600,,,,
248369180,17.600,,,,
248369181,18.400,,,,
248369182,18.800,,,,
248369183,19.500,,,,
248369184,20.370,,,,
248369185,20.250,,,,
248369186,20.350,,,,
248369187,20.390,,,,
248369188,20.250,,,,
248369189,20.030,,,,
248369190,20.280,,,,
248369191,20.550,,,,
248369192,22.200,,,,
248369193,22.400,,,,
248369194,22.800,,,,
248369195,22.600,,,,
248369196,22.200,,,,
248369197,22.400,,,,
248369198,22.900,,,,
248369199,23.600,,,,
248369200,22.400,,,,
248369201,23.200,,,,
248369202,23.200,,,,
248369203,22.000,,,,
248369204,22.700,,,,
248369205,22.600,,,,
248369206,23.000,,,,
248369207,22.900,,,,
248369208,22.300,,,,
248369209,23.400,,,,
248369210,22.800,,,,
248369211,16.100,,,,
248369213,15.032,,,,
248369214,15.039,,,,
248369215,15.092,,,,
248369216,15.109,,,,
248369217,15.339,,,,
248369218,15.350,,,,
248369219,15.378,,,,
248369220,15.492,,,,
248369221,15.504,,,,
248369222,15.512,,,,
248369223,15.579,,,,
248369224,15.605,,,,
248369225,15.606,,,,
248369226,15.665,,,,
248369227,15.678,,,,
248369228,15.730,,,,
248369229,15.748,,,,
248369230,15.777,,,,
248369231,15.777,,,,
248369232,15.803,,,,
248369233,15.813,,,,
248369234,15.818,,,,
248369235,15.835,,,,
248369236,15.854,,,,
248369237,15.857,,,,
248369238,15.861,,,,
248369239,15.943,,,,
248369241,15.966,,,,
248369242,15.971,,,,
248369243,15.972,,,,
248369244,15.991,,,,
248369245,15.992,,,,
248369246,16.030,,,,
248369247,16.039,,,,
248369248,16.097,,,,
248369249,16.128,,,,
248369250,16.134,,,,
248369251,16.138,,,,
248369252,16.146,,,,
248369253,16.156,,,,
248369254,16.170,,,,
248369255,16.171,,,,
248369256,16.181,,,,
248369257,16.181,,,,
248369258,16.192,,,,
248369259,16.195,,,,
248369260,16.226,,,,
248369261,16.235,,,,
248369262,16.248,,,,
248369263,16.279,,,,
248369264,16.307,,,,
248369265,16.340,,,,
248369266,16.342,,,,
248369267,16.347,,,,
248369268,16.367,,,,
248369269,16.371,,,,
248369270,16.375,,,,
248369271,16.375,,,,
248369272,16.377,,,,
248369273,16.394,,,,
248369274,16.403,,,,
248369275,16.403,,,,
248369276,16.415,,,,
248369277,16.418,,,,
248369278,16.435,,,,
248369279,16.435,,,,
248369280,16.444,,,,
248369281,16.463,,,,
248369282,16.480,,,,
248369283,16.488,,,,
248369284,16.489,,,,
248369285,16.499,,,,
248369286,16.505,,,,
248369287,16.515,,,,
248369288,16.517,,,,
248369289,16.521,,,,
248369290,16.522,,,,
248369291,16.528,,,,
248369292,16.538,,,,
248369293,16.541,,,,
248369294,16.550,,,,
248369295,16.559,,,,
248369296,16.562,,,,
248369297,16.562,,,,
248369298,16.570,,,,
248369299,16.571,,,,
248369300,16.578,,,,
248369301,16.581,,,,
248369302,16.583,,,,
248369303,16.590,,,,
248369304,16.595,,,,
248369305,16.599,,,,
248369306,16.601,,,,
248369307,16.603,,,,
248369308,16.603,,,,
248369309,16.610,,,,
248369310,16.613,,,,
248369311,16.614,,,,
248369312,16.614,,,,
248369313,16.617,,,,
248369314,16.619,,,,
248369315,16.621,,,,
248369316,16.625,,,,
248369317,16.626,,,,
248369318,16.627,,,,
248369319,16.634,,,,
248369320,16.635,,,,
248369321,16.637,,,,
248369322,16.639,,,,
248369323,16.642,,,,
248369324,16.651,,,,
248369325,16.653,,,,
248369326,16.657,,,,
248369327,16.659,,,,
248369328,16.663,,,,
248369329,16.665,,,,
248369330,16.670,,,,
248369331,16.670,,,,
248369332,16.672,,,,
248369333,16.674,,,,
248369334,16.675,,,,
248369335,16.677,,,,
248369336,16.678,,,,
248369337,16.686,,,,
248369338,16.689,,,,
248369339,16.689,,,,
248369340,16.693,,,,
248369341,16.694,,,,
248369342,16.696,,,,
248369343,16.697,,,,
248369344,16.704,,,,
248369345,16.705,,,,
248369346,16.712,,,,
248369347,16.713,,,,
248369349,16.724,,,,
248369350,16.729,,,,
248369351,16.729,,,,
248369352,16.729,,,,
248369353,16.731,,,,
248369354,16.732,,,,
248369355,16.734,,,,
248369356,16.735,,,,
248369357,16.738,,,,
248369358,16.739,,,,
248369359,16.740,,,,
248369360,16.748,,,,
248369361,16.750,,,,
248369362,16.757,,,,
248369364,16.764,,,,
248369365,16.766,,,,
248369366,16.766,,,,
248369367,16.769,,,,
248369368,16.771,,,,
248369369,16.773,,,,
248369370,16.779,,,,
248369371,16.789,,,,
248369372,16.800,,,,
248369373,16.800,,,,
248369374,16.807,,,,
248369375,16.808,,,,
248369376,16.808,,,,
248369377,16.810,,,,
248369378,16.811,,,,
248369379,16.814,,,,
248369380,16.818,,,,
248369381,16.818,,,,
248369382,16.824,,,,
248369383,16.825,,,,
248369384,16.829,,,,
248369385,16.844,,,,
248369387,16.847,,,,
248369388,16.849,,,,
248369389,16.854,,,,
248369390,16.855,,,,
248369391,16.860,,,,
248369392,16.861,,,,
248369393,16.864,,,,
248369394,16.866,,,,
248369395,16.866,,,,
248369396,16.875,,,,
248369397,16.876,,,,
248369398,16.877,,,,
248369399,16.877,,,,
248369400,16.878,,,,
248369401,16.878,,,,
248369402,16.880,,,,
248369403,16.882,,,,
248369404,16.883,,,,
248369405,16.883,,,,
248369406,16.886,,,,
248369407,16.888,,,,
248369408,16.895,,,,
248369409,16.900,,,,
248369410,16.900,,,,
248369411,16.904,,,,
248369412,16.910,,,,
248369413,16.914,,,,
248369414,16.916,,,,
248369415,16.919,,,,
248369416,16.920,,,,
248369417,16.921,,,,
248369418,16.922,,,,
248369419,16.922,,,,
248369420,16.924,,,,
248369421,16.924,,,,
248369422,16.924,,,,
248369423,16.924,,,,
248369424,16.925,,,,
248369425,16.931,,,,
248369426,16.933,,,,
248369427,16.936,,,,
248369428,16.937,,,,
248369429,16.942,,,,
248369431,16.945,,,,
248369432,16.945,,,,
248369433,16.953,,,,
248369434,16.954,,,,
248369435,16.954,,,,
248369436,16.957,,,,
248369437,16.958,,,,
248369438,16.960,,,,
248369439,16.961,,,,
248369440,16.963,,,,
248369441,16.964,,,,
248369442,16.965,,,,
248369443,16.968,,,,
248369444,16.970,,,,
248369445,16.970,,,,
248369446,16.972,,,,
248369447,16.972,,,,
248369448,16.972,,,,
248369449,16.974,,,,
248369450,16.979,,,,
248369451,16.979,,,,
248369452,16.979,,,,
248369453,16.987,,,,
248369454,16.989,,,,
248369455,16.989,,,,
248369456,16.990,,,,
248369457,16.990,,,,
248369458,16.990,,,,
248369459,16.991,,,,
248369460,16.992,,,,
248369461,16.994,,,,
248369462,16.994,,,,
248369463,16.997,,,,
248369465,16.999,,,,
248369466,17.001,,,,
248369467,17.001,,,,
248369468,17.001,,,,
248369470,17.006,,,,
248369471,17.006,,,,
248369472,17.007,,,,
248369473,17.008,,,,
248369474,17.016,,,,
248369475,17.021,,,,
248369477,17.028,,,,
248369478,17.038,,,,
248369479,17.040,,,,
248369480,17.041,,,,
248369481,17.043,,,,
248369482,17.044,,,,
248369483,17.044,,,,
248369484,17.048,,,,
248369485,17.049,,,,
248369486,17.051,,,,
248369488,17.053,,,,
248369489,17.054,,,,
248369490,17.055,,,,
