EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
228854614,12 30 19.220,-04 29 51.35,1,15.054,,,428-056381,12301922-0429513,,STAR,gri,rpm,-5.800,2.300,0.400,2.900,,,16.335,0.100,15.328,0.040,,,15.794,0.020,15.058,0.070,14.737,0.010,,,13.655,0.023,13.193,0.029,13.107,0.038,,,,,,,,,5064,122,102,4.483,0.114,1.501,-0.489,0.450,0.540,0.883,4.041,0.196,0.855,0.078,0.109,1.183,0.789,1.176,778.700,3338.000,208.800,0.033,0.016,0.009,AAA-222-111-000-0-0,59.500,
228854649,12 22 35.238,-04 29 44.47,1,15.075,,,428-056171,12223524-0429443,,STAR,gri,rpm,-11.500,3.400,-1.100,4.200,,,16.232,0.040,15.324,0.050,,,15.685,0.030,15.043,0.050,14.814,0.090,,,13.836,0.024,13.453,0.026,13.331,0.045,,,,,,,,,5391,131,164,4.521,0.054,0.126,-0.172,0.200,0.360,0.844,0.160,0.087,0.867,0.068,0.082,1.430,0.329,0.485,824.400,188.900,99.730,0.030,0.016,0.008,AAA-222-111-000-0-0,37.800,
228854654,12 42 19.678,-04 29 43.93,1,13.284,,,428-056672,12421967-0429437,,STAR,gri,lam,-22.500,1.800,-2.500,2.200,,,14.061,0.030,13.388,0.040,,,13.687,0.020,13.235,0.020,13.111,0.030,,,12.189,0.026,11.869,0.025,11.792,0.023,,,,,,,,,5849,116,163,4.289,0.150,0.240,-0.263,0.120,0.150,1.113,0.404,0.196,0.950,0.066,0.066,0.585,0.431,0.343,579.500,210.200,135.000,0.029,0.017,0.007,AAA-222-111-000-0-0,41.700,
228854663,12 40 06.912,-04 29 42.28,1,16.548,,,,12400691-0429422,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.118,0.084,14.376,0.102,13.785,0.074,,,,,,,,,3614,347,289,4.995,0.125,0.150,-0.119,0.200,0.280,0.254,0.131,0.087,0.271,0.189,0.118,13.310,13.860,6.790,286.100,208.800,120.700,0.025,0.014,0.008,AAA-222-111-000-0-0,14.400,0855-0234636
228854689,12 31 32.516,-04 29 37.80,1,13.809,,,428-056415,12313251-0429377,,STAR,gri,lam,2.900,1.700,-24.900,2.000,,,14.564,0.050,13.891,0.010,,,14.166,0.020,13.726,0.010,13.656,0.110,,,12.632,0.024,12.364,0.023,12.238,0.024,,,,,,,,,5895,118,165,4.359,0.100,0.200,-0.373,0.150,0.150,1.043,0.322,0.145,0.903,0.061,0.061,0.806,0.373,0.429,632.800,210.700,104.000,0.029,0.011,0.008,AAA-222-111-000-0-0,86.100,
228854714,12 41 38.837,-04 29 33.46,1,16.794,,,428-056647,12413882-0429335,6005-301-6-0133-0047,STAR,BV,rpm,-48.100,3.500,-11.200,3.800,,,17.728,0.128,16.964,0.098,,,17.261,0.060,,,,,,,15.695,0.059,15.266,0.071,15.310,0.171,,,,,,,,,3635,747,311,5.022,0.095,0.152,-0.284,0.300,0.960,0.249,0.146,0.070,0.251,0.205,0.093,14.820,10.930,7.981,317.700,289.600,117.700,0.025,0.013,0.006,AAC-222-111-000-0-0,43.200,
228854738,12 25 51.324,-04 29 29.40,1,11.452,,,428-056257,12255131-0429292,,STAR,gri,rpm,-11.600,1.400,-2.400,2.800,,,12.707,0.020,11.726,0.020,,,12.209,0.030,11.438,0.010,11.127,0.050,,,10.036,0.024,9.507,0.026,9.422,0.024,,,,,,,,,4848,77,77,2.400,0.680,0.408,-0.646,0.360,0.480,9.159,5.171,4.479,0.945,0.168,0.064,9.398e-4,0.008,7.005e-4,1348.000,766.700,661.900,0.029,0.014,0.008,AAA-222-111-000-0-0,28.200,
228854757,12 30 22.836,-04 29 26.38,1,10.298,,4951-631-1,428-056383,12302283-0429264,,STAR,gri,rav,-3.000,1.700,3.800,1.700,,,10.879,0.062,10.550,0.062,,,10.654,0.240,10.201,0.010,10.145,0.050,,,9.451,0.027,9.233,0.026,9.190,0.023,,,,,,,,,6227,150,150,4.248,0.095,0.133,-0.244,0.150,0.150,1.269,0.256,0.156,1.100,0.115,0.115,0.482,0.237,0.180,197.100,37.490,26.620,0.024,0.011,0.006,AAA-222-111-000-0-0,44.000,
228854767,12 37 53.727,-04 29 23.82,1,17.236,,,,12375372-0429238,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.781,0.070,14.113,0.096,13.851,0.071,,,,,,,,,3952,480,343,4.867,0.150,0.180,-0.184,0.250,0.300,0.389,0.160,0.132,0.438,0.175,0.210,6.365,8.624,3.247,419.800,270.500,188.700,0.028,0.015,0.008,AAA-222-111-000-0-0,89.900,0855-0234224
228854783,12 34 09.061,-04 29 21.01,1,15.531,,,428-056468,12340906-0429210,,STAR,BV,rpm,3.400,2.300,2.700,2.800,,,16.354,0.010,15.670,0.030,,,,,,,,,,,14.431,0.030,14.122,0.039,14.087,0.075,,,,,,,,,5942,216,288,4.295,0.170,0.306,-0.668,0.400,0.400,1.093,0.487,0.225,0.868,0.079,0.066,0.642,0.540,0.428,1571.000,599.800,371.100,0.029,0.014,0.008,AAA-222-111-000-0-0,10.800,
228854805,12 23 30.154,-04 29 18.84,1,13.240,,,428-056193,12233015-0429188,,STAR,gri,rpm,10.800,2.300,-12.100,2.800,,,14.400,0.030,13.522,0.020,,,13.921,0.030,13.232,0.020,12.948,0.050,,,11.886,0.026,11.325,0.022,11.247,0.023,,,,,,,,,4988,79,59,3.089,0.330,0.462,-0.641,0.250,0.350,4.180,2.687,1.248,0.920,0.046,0.046,0.010,0.020,0.008,1529.000,942.800,444.100,0.027,0.011,0.005,AAA-222-111-000-0-0,55.700,
228854888,12 25 05.778,-04 29 07.39,1,15.226,,,428-056235,12250577-0429072,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.964,0.043,13.619,0.046,13.506,0.047,,,,,,,,,5714,329,329,4.436,0.110,0.352,-0.527,0.420,0.490,0.905,0.503,0.152,0.847,0.086,0.086,1.094,0.581,0.789,1043.000,595.900,231.600,0.029,0.014,0.008,AAA-222-111-ccc-0-0,4.900,0855-0231582
228854914,12 33 50.290,-04 29 02.82,1,13.723,,,428-056455,12335029-0429027,,STAR,gri,rpm,0.400,2.300,-4.100,2.800,,,15.332,0.040,14.049,0.010,,,14.672,0.030,13.683,0.060,13.315,0.160,,,11.821,0.024,11.129,0.026,10.995,0.023,,,,,,,,,4419,88,52,1.690,0.460,0.736,-0.642,0.400,0.560,20.226,25.096,8.010,0.927,0.067,0.107,7.512e-5,2.844e-4,6.898e-5,5629.000,6416.000,1984.000,0.032,0.011,0.009,AAA-222-111-000-0-0,30.600,
228854954,12 31 00.437,-04 28 54.57,1,13.695,,,428-056399,12310043-0428544,,STAR,gri,rpm,-105.800,2.300,-19.000,2.900,,,15.727,0.010,14.302,0.060,,,15.093,0.050,13.690,0.040,13.096,0.050,,,11.576,0.023,10.952,0.024,10.766,0.021,,,,,,,,,3882,46,46,4.909,0.088,0.040,-0.206,0.120,0.150,0.365,0.042,0.071,0.410,0.051,0.082,7.908,4.256,1.406,96.350,34.820,33.800,0.015,0.007,0.005,AAA-222-111-000-0-0,18.600,
228854955,12 30 11.864,-04 28 54.42,1,11.976,,4951-1043-1,428-056375,12301187-0428544,,STAR,gri,lam,-32.900,3.100,0.500,3.400,,,12.123,0.179,12.023,0.239,,,12.430,0.020,11.920,0.020,11.782,0.030,,,10.808,0.024,10.473,0.026,10.399,0.021,,,,,,,,,5741,170,170,3.934,0.136,0.085,-0.249,0.150,0.120,1.817,0.255,0.305,1.052,0.109,0.078,0.165,0.112,0.046,470.800,63.560,66.380,0.028,0.014,0.007,AAA-222-111-000-0-0,35.800,
228854959,12 36 10.017,-04 28 54.00,1,13.299,,,428-056521,12361001-0428539,,STAR,gri,lam,-8.800,1.800,-45.700,3.600,,,14.235,0.050,13.483,0.010,,,13.829,0.010,13.344,0.070,13.072,0.020,,,12.039,0.024,11.612,0.027,11.542,0.021,,,,,,,,,5408,191,159,4.562,0.030,0.054,-0.330,0.120,0.180,0.780,0.068,0.054,0.809,0.055,0.046,1.696,0.229,0.311,330.300,45.460,29.070,0.028,0.012,0.007,AAA-222-111-000-0-0,25.000,
228854971,12 39 12.875,-04 28 52.67,1,14.977,,,428-056591,12391286-0428527,,STAR,gri,rpm,-1.500,2.900,-9.000,3.600,,,16.099,0.010,15.215,0.010,,,15.619,0.010,14.958,0.030,14.702,0.020,,,13.574,0.028,13.121,0.031,13.036,0.043,,,,,,,,,5126,105,84,3.550,1.012,0.460,-0.650,0.420,0.360,2.447,1.671,1.745,0.890,0.044,0.106,0.047,2.009,0.037,2025.000,1328.000,1421.000,0.031,0.016,0.009,AAA-222-111-000-0-0,68.200,
228854977,12 39 34.882,-04 28 51.19,1,15.765,,,,12393488-0428511,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.835,0.025,13.314,0.030,13.073,0.032,,,,,,,,,3535,161,226,5.038,0.090,0.075,-0.037,0.150,0.210,0.230,0.067,0.061,0.228,0.100,0.072,16.030,10.700,5.560,131.400,49.150,41.660,0.019,0.008,0.006,AAA-222-111-000-0-0,85.400,0855-0234533
228854980,12 26 08.314,-04 28 50.58,1,8.932,60680,4944-1308-1,428-056263,12260831-0428505,,STAR,gri,plx,23.890,0.790,0.910,0.710,8.800,0.860,8.142,0.018,7.686,0.014,,,,,8.705,0.040,7.574,0.060,,,6.703,0.023,6.515,0.020,6.446,0.023,,,,,,,,,6526,278,198,3.858,0.075,0.090,0.025,0.100,0.100,2.451,0.294,0.221,1.623,0.097,0.081,0.108,0.033,0.029,113.600,11.110,11.110,0.019,0.009,0.005,AAA-111-111-000-0-0,24.400,
228855016,12 42 42.049,-04 28 45.27,1,9.905,,4952-626-1,428-056678,12424204-0428454,,STAR,gri,plx,-16.700,1.700,5.400,1.800,,,11.447,0.086,10.357,0.046,,,10.813,0.030,9.903,0.050,9.516,0.030,,,8.204,0.021,7.608,0.036,7.504,0.024,,,,,,,,,4620,74,74,2.478,0.259,0.185,-0.122,0.150,0.240,10.304,2.268,2.658,1.196,0.205,0.171,0.001,0.002,4.453e-4,374.100,127.100,127.100,0.030,0.016,0.008,AAA-111-111-000-0-0,5.400,
228855023,12 42 46.766,-04 28 44.46,1,14.956,,,428-056682,12424675-0428444,,STAR,gri,rpm,4.500,2.800,-15.200,3.500,,,16.382,0.110,15.285,0.030,,,15.871,0.040,14.901,0.030,14.564,0.050,,,13.331,0.026,12.781,0.030,12.638,0.032,,,,,,,,,4644,93,93,4.642,0.036,0.030,-0.040,0.160,0.200,0.677,0.037,0.055,0.739,0.031,0.062,2.340,0.409,0.255,438.800,26.210,51.840,0.028,0.014,0.008,AAA-222-111-000-0-0,36.300,
228855070,12 42 11.034,-04 28 37.32,1,19.122,,,,,6121-301-5-0132-0293,STAR,gri,,-40.000,3.000,0.000,3.000,,,,,,,22.439,0.262,20.623,0.027,19.250,0.013,18.479,0.011,18.054,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228855079,12 28 19.079,-04 28 35.55,1,15.500,,,428-056318,12281908-0428355,,STAR,JHK,rpm,-76.000,13.000,2.000,6.000,,,,,,,,,,,,,,,,,13.577,0.024,12.995,0.030,12.817,0.031,,,,,,,,,3809,186,186,4.948,0.078,0.065,-0.181,0.200,0.280,0.332,0.060,0.086,0.364,0.075,0.120,9.436,6.081,2.521,177.600,51.410,51.060,0.022,0.012,0.006,AAA-222-111-000-0-0,13.300,0855-0232145
228855092,12 28 19.970,-04 28 34.43,1,12.433,,,428-056319,12281997-0428345,,STAR,gri,rpm,9.100,3.000,12.400,4.100,,,12.946,0.020,12.470,0.010,,,12.655,0.010,12.359,0.050,12.250,0.040,,,11.511,0.022,11.303,0.026,11.236,0.021,,,,,,,,,6327,155,116,4.208,0.090,0.126,-0.117,0.200,0.320,1.420,0.303,0.217,1.228,0.105,0.210,0.406,0.181,0.163,570.800,123.700,86.090,0.027,0.011,0.007,AAA-222-111-000-0-0,13.300,
228855112,12 27 56.548,-04 28 31.55,1,13.231,,,428-056311,12275654-0428314,,STAR,gri,rpm,-4.000,2.500,-2.500,2.900,,,14.591,0.010,13.526,0.010,,,14.055,0.020,13.201,0.040,12.878,0.050,,,11.607,0.023,11.035,0.022,10.897,0.021,,,,,,,,,4701,75,75,2.297,0.495,0.225,-0.607,0.400,0.250,11.218,2.807,4.655,0.940,0.073,0.046,5.918e-4,0.002,3.118e-4,3148.000,1048.000,1289.000,0.032,0.018,0.013,AAA-222-111-000-0-0,14.800,
228855115,12 27 03.885,-04 28 30.96,1,11.224,,,428-056287,12270388-0428309,,STAR,gri,rav,-12.000,1.100,-9.300,2.400,,,12.342,0.020,11.452,0.020,,,11.864,0.060,11.201,0.040,10.950,0.050,,,9.939,0.028,9.467,0.022,9.404,0.024,,,,,,,,,4965,141,80,3.573,0.125,0.150,-0.055,0.120,0.120,2.948,0.548,0.462,1.242,0.142,0.118,0.043,0.025,0.016,444.400,87.430,61.780,0.027,0.014,0.007,AAA-222-111-000-0-0,36.900,
228855136,12 28 39.072,-04 28 28.45,1,12.153,,4944-1126-1,428-056329,12283907-0428283,,STAR,gri,rpm,-61.200,3.600,-46.100,3.800,,,12.247,0.194,11.928,0.203,,,12.590,0.030,12.148,0.030,11.966,0.030,,,11.134,0.029,10.776,0.023,10.702,0.021,,,,,,,,,5733,159,91,4.481,0.070,0.070,-0.584,0.280,0.420,0.856,0.124,0.125,0.809,0.096,0.080,1.262,0.448,0.331,261.900,55.880,54.240,0.027,0.011,0.007,AAA-222-111-000-0-0,35.700,
228855196,12 42 29.905,-04 28 17.94,1,10.946,,,428-056675,,,STAR,gri,,-41.200,12.600,16.600,14.100,,,11.610,0.040,11.022,0.030,,,11.276,0.020,10.897,0.020,10.804,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228855198,12 35 56.079,-04 28 17.53,1,18.051,,,,12355607-0428175,,STAR,JHK,rpm,-54.000,5.000,-28.000,8.000,,,,,,,,,,,,,,,,,15.984,0.077,15.524,0.114,15.181,0.158,,,,,,,,,3454,328,394,5.100,0.080,0.080,-0.219,0.250,0.350,0.193,0.068,0.051,0.174,0.081,0.051,23.180,12.720,9.468,262.500,128.400,86.240,0.025,0.014,0.007,ABC-222-111-000-0-0,30.200,0855-0233888
228855199,12 34 03.769,-04 28 17.13,1,16.868,,,,12340376-0428171,,STAR,J,rpm,14.000,6.000,-2.000,8.000,,,,,,,,,,,,,,,,,15.415,0.084,14.574,0.093,14.035,0.087,,,,,,,,,3878,303,303,4.879,0.138,0.115,-0.120,0.200,0.240,0.389,0.118,0.121,0.435,0.135,0.161,7.017,6.231,2.885,517.300,221.900,203.400,0.029,0.016,0.008,AAA-222-111-000-0-0,52.600,0855-0233466
228855236,12 36 34.876,-04 28 12.64,1,10.825,,4951-939-1,428-056532,12363486-0428126,,STAR,gri,rav,7.300,2.100,-27.500,2.200,,,11.605,0.078,10.835,0.063,,,11.237,0.020,10.856,0.070,10.649,0.080,,,9.660,0.027,9.312,0.024,9.216,0.019,,,,,,,,,5371,162,162,3.743,0.070,0.070,-0.542,0.150,0.150,2.147,0.249,0.162,0.975,0.090,0.056,0.095,0.025,0.023,309.000,31.370,20.620,0.025,0.013,0.006,AAA-222-111-000-0-0,70.300,
228855258,12 30 20.100,-04 28 08.22,1,12.956,,,428-056382,12302010-0428081,,STAR,gri,lam,15.300,1.300,-18.400,1.700,,,13.602,0.020,13.038,0.020,,,13.267,0.010,12.915,0.030,12.822,0.070,,,11.953,0.024,11.704,0.023,11.650,0.020,,,,,,,,,6038,119,119,4.248,0.115,0.138,-0.364,0.150,0.120,1.202,0.207,0.177,0.969,0.082,0.068,0.562,0.299,0.225,557.300,102.000,86.220,0.029,0.014,0.008,AAA-222-111-000-0-0,22.300,
228855277,12 34 12.611,-04 28 04.63,1,15.019,,,428-056471,12341261-0428045,,STAR,gri,rpm,-44.800,2.400,-9.300,2.800,,,15.573,0.030,15.013,0.010,,,15.243,0.020,14.944,0.050,14.736,0.086,,,13.804,0.028,13.518,0.026,13.412,0.040,,,,,,,,,6102,227,189,4.486,0.045,0.090,-1.278,0.300,1.140,0.816,0.116,0.044,0.762,0.041,0.035,1.339,0.234,0.369,894.200,142.900,106.700,0.024,0.013,0.005,AAA-222-111-000-0-0,82.300,
228855344,12 40 24.608,-04 27 54.17,1,15.027,,,428-056622,12402461-0427540,6121-301-6-0132-0183,STAR,gri,rpm,7.100,2.800,-43.700,3.300,,,17.784,0.180,16.113,0.010,,,16.965,0.050,15.562,0.030,14.197,0.060,,,12.125,0.020,11.570,0.025,11.297,0.021,,,,,,,,,3579,85,107,4.987,0.078,0.030,0.052,0.150,0.150,0.290,0.034,0.068,0.299,0.043,0.095,12.180,6.257,1.932,77.710,10.290,15.580,0.012,0.004,0.002,AAA-222-111-000-0-0,50.800,
228855352,12 28 07.377,-04 27 52.75,1,14.983,,,428-056314,12280738-0427528,,STAR,gri,rpm,-58.100,3.300,-38.700,4.200,,,16.248,0.080,15.308,0.020,,,15.851,0.030,14.897,0.040,14.611,0.020,,,13.446,0.026,12.851,0.024,12.792,0.030,,,,,,,,,4566,92,74,4.725,0.066,0.055,-0.632,0.280,0.200,0.542,0.077,0.057,0.584,0.073,0.045,3.476,1.170,0.746,365.100,59.730,44.470,0.025,0.021,0.004,AAA-222-111-000-0-0,66.000,
228855403,12 22 04.460,-04 27 45.69,1,15.096,,,428-056159,12220446-0427455,,STAR,gri,rpm,-27.700,3.400,-1.400,4.600,,,16.178,0.090,15.279,0.060,,,15.721,0.030,15.060,0.050,14.828,0.140,,,13.707,0.024,13.276,0.029,13.165,0.035,,,,,,,,,5254,120,150,4.585,0.064,0.048,-0.386,0.250,0.500,0.741,0.072,0.102,0.760,0.081,0.098,1.847,0.582,0.328,656.500,85.210,103.100,0.030,0.014,0.008,AAA-222-111-000-0-0,63.500,
228855416,12 36 10.822,-04 27 44.43,1,13.163,,,428-056522,12361081-0427443,,STAR,gri,rpm,-60.600,2.300,-110.900,2.800,,,14.762,0.050,13.570,0.010,,,14.205,0.010,13.136,0.070,12.717,0.140,,,11.267,0.023,10.620,0.023,10.531,0.021,,,,,,,,,4346,106,106,4.721,0.063,0.035,-0.207,0.200,0.240,0.570,0.041,0.080,0.628,0.041,0.089,3.310,1.114,0.493,121.000,66.590,23.820,0.019,0.017,0.003,AAA-222-111-000-0-0,37.100,
228855420,12 40 28.478,-04 27 43.58,1,19.190,,,,,6121-301-6-0132-0188,STAR,gri,,2.000,3.000,0.000,3.000,,,,,,,20.179,0.057,19.631,0.014,19.075,0.012,19.001,0.015,18.868,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228855487,12 26 19.003,-04 27 34.45,1,13.925,,,428-056269,12261900-0427342,,STAR,gri,rpm,-5.200,2.900,-19.200,3.400,,,14.939,0.040,14.101,0.030,,,14.499,0.020,13.900,0.010,13.679,0.040,,,12.757,0.024,12.463,0.023,12.367,0.027,,,,,,,,,5561,90,90,4.475,0.045,0.063,0.014,0.120,0.300,0.929,0.089,0.094,0.943,0.060,0.096,1.144,0.283,0.227,573.900,67.060,71.280,0.035,0.029,0.014,AAA-222-111-000-0-0,39.200,
228855498,12 36 17.025,-04 27 33.70,1,10.665,,4951-785-1,428-056525,12361702-0427335,,STAR,gri,rav,-53.100,2.300,-23.900,2.400,,,11.493,0.066,10.846,0.062,,,10.989,0.010,10.654,0.090,10.527,0.200,,,9.645,0.031,9.336,0.026,9.213,0.021,,,,,,,,,5574,168,202,3.769,0.070,0.084,-0.554,0.150,0.180,2.139,0.349,0.193,0.987,0.149,0.093,0.096,0.030,0.027,311.400,46.790,26.090,0.026,0.013,0.007,AAA-222-111-000-0-0,41.800,
228855515,12 37 14.768,-04 27 31.24,1,15.207,,,428-056545,12371477-0427311,,STAR,gri,rpm,1.500,2.900,-10.500,3.500,,,16.390,0.030,15.469,0.050,,,15.922,0.020,15.146,0.060,14.900,0.190,,,13.744,0.026,13.285,0.027,13.150,0.034,,,,,,,,,5054,122,122,4.577,0.040,0.832,-0.177,0.250,0.350,0.759,1.317,0.065,0.812,0.083,0.083,1.772,0.358,1.672,668.500,1173.000,72.700,0.031,0.020,0.010,AAA-222-111-000-0-0,76.600,
228855543,12 36 50.483,-04 27 26.77,1,16.325,,,,12365048-0427267,,STAR,JHK,rpm,-22.000,3.000,-4.000,1.000,,,,,,,,,,,,,,,,,14.207,0.029,13.603,0.039,13.389,0.034,,,,,,,,,3835,346,216,4.893,0.095,0.114,-0.076,0.160,0.280,0.367,0.109,0.099,0.413,0.126,0.126,7.226,4.766,2.872,268.300,110.700,78.350,0.025,0.015,0.007,AAA-222-111-000-0-0,26.000,0855-0234035
228855561,12 24 16.383,-04 27 22.18,1,12.655,,,428-056213,12241637-0427222,,STAR,gri,rpm,-22.900,1.900,-23.200,2.500,,,13.795,0.040,12.907,0.010,,,13.329,0.030,12.669,0.020,12.366,0.060,,,11.303,0.023,10.807,0.022,10.701,0.021,,,,,,,,,5077,81,61,3.365,1.190,0.102,-0.687,0.380,0.080,3.258,0.423,2.447,0.906,0.036,0.036,0.025,1.581,0.007,848.700,178.300,610.600,0.025,0.017,0.003,AAA-222-111-000-0-0,94.900,
228855568,12 27 35.840,-04 27 20.74,1,15.842,,,,12273584-0427207,,STAR,JHK,rpm,-34.000,3.000,-24.000,2.000,,,,,,,,,,,,,,,,,13.630,0.024,13.017,0.022,12.784,0.034,,,,,,,,,3745,177,147,4.929,0.084,0.060,-0.036,0.150,0.210,0.340,0.069,0.077,0.373,0.080,0.096,8.937,4.221,2.463,187.700,44.300,48.180,0.022,0.011,0.007,AAA-222-111-000-0-0,42.900,0855-0232029
228855579,12 40 27.596,-04 27 19.79,1,18.474,,,,,6121-301-6-0132-0200,STAR,gri,,-4.000,3.000,-69.000,3.000,,,,,,,22.245,0.292,19.717,0.014,18.455,0.009,17.941,0.008,17.614,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228855649,12 23 13.748,-04 27 08.95,1,12.279,,,428-056188,12231374-0427089,,STAR,gri,rpm,-28.000,2.000,-6.400,1.800,,,13.064,0.030,12.402,0.010,,,12.684,0.030,12.253,0.030,12.105,0.040,,,11.265,0.027,10.942,0.023,10.894,0.023,,,,,,,,,5896,117,117,4.279,0.160,0.320,-0.273,0.250,0.300,1.191,0.518,0.271,0.982,0.116,0.116,0.540,0.454,0.360,399.600,169.500,102.000,0.028,0.013,0.008,AAA-222-111-000-0-0,37.800,
228855651,12 38 05.502,-04 27 08.59,1,16.711,,,,12380550-0427085,,STAR,J,rpm,10.000,2.000,4.000,3.000,,,,,,,,,,,,,,,,,15.269,0.073,14.451,0.083,13.941,0.068,,,,,,,,,3930,279,335,4.879,0.132,0.110,-0.083,0.200,0.240,0.400,0.116,0.134,0.442,0.132,0.185,6.496,6.921,2.627,481.600,195.500,202.400,0.029,0.016,0.008,AAA-222-111-000-0-0,38.700,0855-0234284
228855668,12 24 32.499,-04 27 06.75,1,15.158,,,428-056221,12243250-0427067,,STAR,gri,rpm,4.800,3.300,-9.400,4.200,,,16.536,0.120,15.420,0.040,,,15.982,0.040,15.138,0.030,14.805,0.050,,,13.773,0.027,13.270,0.023,13.162,0.038,,,,,,,,,4852,92,92,4.611,0.045,0.045,-0.187,0.250,0.300,0.708,0.085,0.076,0.766,0.071,0.085,2.099,0.454,0.439,590.400,78.170,69.030,0.029,0.014,0.007,AAA-222-111-000-0-0,9.900,
228855691,12 40 41.294,-04 27 04.64,1,11.159,,4952-1025-1,428-056629,12404129-0427045,,STAR,gri,rpm,-16.500,2.700,-11.900,2.900,,,12.244,0.230,11.139,0.099,,,11.843,0.010,11.156,0.020,10.865,0.030,,,9.775,0.024,9.285,0.025,9.192,0.024,,,,,,,,,4995,79,79,2.549,0.702,0.270,-0.817,0.300,0.360,8.027,2.901,4.199,0.908,0.105,0.035,0.001,0.015,8.892e-4,1055.000,419.000,514.700,0.028,0.015,0.007,AAA-222-111-000-0-0,24.500,
228855709,12 31 12.014,-04 27 01.76,1,12.911,,,428-056404,12311200-0427016,,STAR,gri,lam,-8.200,1.700,-4.000,2.000,,,14.352,0.040,13.202,0.010,,,13.759,0.020,12.832,0.030,12.548,0.070,,,11.196,0.022,10.665,0.026,10.545,0.021,,,,,,,,,4666,111,74,2.735,0.264,0.154,-0.242,0.150,0.120,7.051,1.457,1.388,1.024,0.138,0.041,0.003,0.004,0.001,1712.000,285.600,415.100,0.030,0.016,0.010,AAA-222-111-000-0-0,29.500,
228855726,12 25 14.797,-04 26 58.59,1,10.582,,4944-954-1,428-056242,12251479-0426585,,STAR,gri,plx,-8.700,1.800,-56.500,1.900,,,11.372,0.097,10.859,0.093,,,11.135,0.040,10.595,0.010,10.346,0.040,,,9.386,0.026,8.981,0.026,8.894,0.021,,,,,,,,,5307,85,85,2.472,0.605,0.055,-1.051,0.160,0.240,8.998,0.599,4.513,0.890,0.018,0.021,0.001,0.008,1.991e-4,582.600,292.200,292.200,0.026,0.013,0.006,AAA-222-111-000-0-0,48.900,
228855727,12 22 39.673,-04 26 58.47,1,12.709,,,428-056175,12223967-0426585,,STAR,gri,rpm,-10.100,1.800,4.500,2.400,,,13.507,0.020,12.832,0.020,,,13.109,0.040,12.674,0.020,12.537,0.020,,,11.679,0.026,11.352,0.025,11.265,0.021,,,,,,,,,5874,139,92,4.239,0.185,0.333,-0.149,0.200,0.400,1.263,0.511,0.312,0.993,0.130,0.108,0.458,0.488,0.292,495.700,194.900,139.900,0.028,0.012,0.006,AAA-222-111-000-0-0,70.700,
228855747,12 39 53.220,-04 26 55.55,1,14.952,,,428-056604,12395322-0426555,,STAR,gri,lam,8.100,2.900,-16.100,3.600,,,15.796,0.040,15.105,0.030,,,15.393,0.020,14.932,0.010,14.763,0.060,,,13.890,0.030,13.564,0.031,13.380,0.039,,,,,,,,,5702,137,171,4.479,0.050,0.060,-0.376,0.150,0.150,0.873,0.091,0.069,0.847,0.060,0.043,1.267,0.274,0.265,932.000,108.900,97.520,0.030,0.014,0.009,AAA-222-111-000-0-0,42.700,
228855751,12 25 55.448,-04 26 54.92,1,13.857,,,428-056260,12255544-0426548,,STAR,gri,rpm,-26.700,2.800,13.000,3.200,,,14.951,0.070,14.132,0.010,,,14.526,0.010,13.846,0.010,13.571,0.030,,,12.583,0.026,12.119,0.026,12.062,0.027,,,,,,,,,5126,102,61,4.592,0.025,0.060,-0.288,0.160,0.240,0.737,0.095,0.036,0.783,0.100,0.038,1.913,0.233,0.428,384.100,66.760,24.810,0.025,0.015,0.005,AAA-222-111-000-0-0,78.700,
