EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
228814932,12 29 51.467,-06 09 19.29,1,13.726,,,420-056295,12295147-0609192,,STAR,gri,lam,-3.900,2.200,5.800,2.800,,,14.279,0.060,13.718,0.050,,,14.022,0.150,13.613,0.080,13.600,0.260,,,12.808,0.030,12.499,0.030,12.433,0.031,,,,,,,,,6107,121,97,4.208,0.132,0.110,-0.505,0.150,0.120,1.230,0.192,0.166,0.930,0.092,0.046,0.473,0.243,0.161,855.000,135.800,117.100,0.028,0.016,0.008,AAA-222-111-000-0-0,6.900,
228814939,12 22 14.393,-06 09 18.27,1,14.022,,,420-056104,12221438-0609182,,STAR,gri,rpm,-5.400,2.400,-3.200,3.000,,,14.933,0.100,14.195,0.010,,,14.551,0.080,13.997,0.030,13.796,0.030,,,12.867,0.026,12.489,0.023,12.440,0.024,,,,,,,,,5484,161,161,4.468,0.065,0.923,-0.260,0.300,0.780,0.923,1.619,0.110,0.895,0.086,0.054,1.148,0.365,1.099,611.400,979.900,103.300,0.030,0.013,0.008,AAA-222-111-000-0-0,79.400,
228814986,12 18 41.887,-06 09 12.46,1,13.414,,,420-056026,12184187-0609123,,STAR,gri,rpm,99.100,3.700,-36.300,4.100,,,16.427,0.150,14.797,0.060,,,15.581,0.150,14.167,0.020,12.486,0.080,,,10.117,0.024,9.579,0.026,9.280,0.021,,,,,,,,,3561,84,56,5.033,0.020,0.051,0.022,0.080,0.080,0.253,0.044,0.014,0.251,0.064,0.023,15.440,1.296,3.702,25.630,5.901,2.787,0.004,0.003,0.002,AAA-222-111-000-0-0,50.700,
228814992,12 24 58.703,-06 09 11.32,1,14.237,,,420-056173,12245869-0609114,,STAR,gri,rpm,1.200,3.500,-2.200,4.200,,,15.273,0.120,14.391,0.050,,,14.811,0.080,14.113,0.020,13.990,0.180,,,12.858,0.027,12.498,0.022,12.347,0.026,,,,,,,,,5412,163,130,4.488,0.050,0.340,0.010,0.200,0.320,0.890,0.196,0.071,0.927,0.058,0.069,1.259,0.272,0.472,570.200,285.700,52.560,0.032,0.018,0.011,AAA-222-111-000-0-0,15.700,
228815017,12 29 02.535,-06 09 08.41,1,14.273,,,420-056273,12290253-0609083,,STAR,gri,lam,-51.200,3.400,-5.400,4.100,,,15.942,0.080,14.609,0.060,,,15.491,0.140,14.112,0.110,13.751,0.260,,,12.247,0.024,11.627,0.022,11.492,0.023,,,,,,,,,4177,151,151,4.768,0.056,0.048,-0.084,0.120,0.120,0.516,0.051,0.064,0.581,0.059,0.071,4.028,1.185,0.678,175.300,26.430,27.190,0.022,0.008,0.006,AAA-222-111-000-0-0,61.600,
228815069,12 21 00.427,-06 09 01.99,1,11.999,,4947-788-1,420-056075,12210042-0609020,,STAR,gri,plx,-36.800,3.600,16.400,3.800,,,12.647,0.283,12.323,0.248,,,12.546,0.080,11.952,0.030,11.765,0.040,,,10.873,0.027,10.578,0.029,10.444,0.024,,,,,,,,,5693,174,174,4.455,0.050,0.090,-0.029,0.160,0.240,0.957,0.128,0.082,0.970,0.079,0.079,1.051,0.242,0.296,248.600,59.410,59.410,0.028,0.016,0.008,AAA-222-111-000-0-0,59.000,
228815078,12 25 07.916,-06 09 00.28,1,13.770,,,420-056179,12250790-0609003,,STAR,gri,rpm,-4.500,2.400,-17.500,2.900,,,14.491,0.090,13.835,0.020,,,14.141,0.070,13.659,0.030,13.610,0.260,,,12.639,0.028,12.298,0.023,12.260,0.024,,,,,,,,,5790,170,170,4.398,0.085,0.272,-0.241,0.250,0.300,1.015,0.451,0.148,0.938,0.103,0.086,0.866,0.409,0.557,618.900,277.300,88.480,0.028,0.013,0.008,AAA-222-111-000-0-0,59.000,
228815085,12 26 13.593,-06 08 59.82,1,15.568,,,420-056215,12261359-0608595,,STAR,JHK,rpm,-8.700,4.000,1.900,4.400,,,,,,,,,,,,,,,,,14.394,0.032,13.936,0.035,14.008,0.065,,,,,,,,,5184,210,210,4.549,0.065,1.066,-0.379,0.350,0.560,0.799,2.049,0.103,0.823,0.083,0.083,1.536,0.489,1.502,1002.000,2481.000,172.300,0.028,0.016,0.008,AAA-222-111-000-0-0,14.100,
228815126,12 30 11.240,-06 08 54.69,1,13.306,,,420-056306,12301123-0608546,,STAR,gri,rpm,-21.400,1.400,-1.300,1.700,,,14.027,0.040,13.353,0.050,,,13.721,0.120,13.213,0.050,13.129,0.200,,,12.139,0.024,11.842,0.024,11.768,0.023,,,,,,,,,5948,142,177,4.320,0.100,0.200,-0.226,0.240,0.240,1.121,0.347,0.156,0.988,0.097,0.097,0.643,0.372,0.319,564.700,161.400,92.840,0.027,0.015,0.007,AAA-222-111-000-0-0,60.800,
228815128,12 18 24.292,-06 08 54.61,1,15.577,,,420-056016,12182429-0608545,,STAR,BV,rpm,-6.700,3.800,-8.300,4.700,,,15.732,0.140,15.533,0.130,,,15.555,0.090,,,,,,,15.377,0.052,15.200,0.106,15.098,0.146,,,,,,,,,6010,263,369,4.342,0.165,0.231,-0.843,0.350,0.350,0.991,0.364,0.198,0.828,0.050,0.060,0.819,0.671,0.465,2271.000,757.300,567.900,0.028,0.014,0.007,AAB-222-111-000-0-0,49.200,
228815132,12 27 17.344,-06 08 53.90,1,13.110,,,420-056241,12271734-0608538,,STAR,gri,rpm,-24.700,2.200,-4.900,2.600,,,13.885,0.060,13.113,0.060,,,13.523,0.120,12.937,0.070,12.933,0.260,,,11.781,0.023,11.414,0.021,11.397,0.019,,,,,,,,,5633,167,234,4.426,0.084,0.560,-0.146,0.160,0.280,0.972,0.929,0.118,0.958,0.099,0.082,0.969,0.400,0.832,399.700,349.700,65.710,0.026,0.014,0.006,AAA-222-111-000-0-0,17.900,
228815148,12 27 49.152,-06 08 52.08,1,16.399,,,,12274915-0608520,,STAR,JHK,rpm,-12.000,1.000,2.000,6.000,,,,,,,,,,,,,,,,,14.261,0.032,13.637,0.038,13.437,0.043,,,,,,,,,4070,432,308,4.810,0.135,0.135,-0.114,0.200,0.240,0.454,0.146,0.129,0.501,0.149,0.149,4.659,4.897,2.098,356.000,192.800,125.100,0.027,0.014,0.007,AAA-222-111-000-0-0,26.700,0838-0239548
228815152,12 21 10.052,-06 08 51.49,1,12.190,,4947-865-1,420-056079,12211006-0608514,,STAR,gri,rpm,-25.400,3.900,-46.400,4.200,,,12.863,0.319,12.382,0.254,,,12.592,0.090,12.176,0.010,12.017,0.040,,,11.189,0.026,10.905,0.024,10.782,0.021,,,,,,,,,5871,218,145,4.378,0.110,0.198,-0.366,0.300,0.420,1.000,0.323,0.161,0.911,0.099,0.099,0.832,0.427,0.438,330.700,102.800,68.490,0.029,0.016,0.009,AAA-222-111-000-0-0,23.100,
228815177,12 21 04.260,-06 08 47.77,1,17.311,,,,12210425-0608477,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.828,0.086,15.136,0.109,14.333,0.094,,,,,,,,,3535,263,368,5.045,0.140,0.100,-0.075,0.180,0.240,0.229,0.094,0.077,0.223,0.125,0.089,17.520,16.960,7.553,298.400,172.400,140.800,0.026,0.014,0.008,ABA-222-111-000-0-0,27.500,0838-0238434
228815186,12 20 52.872,-06 08 46.57,1,13.306,,,420-056073,12205286-0608466,,STAR,gri,rpm,2.800,2.200,-9.200,2.700,,,14.235,0.080,13.484,0.020,,,13.831,0.080,13.283,0.020,13.082,0.040,,,12.124,0.024,11.720,0.026,11.659,0.021,,,,,,,,,5388,164,164,3.921,0.680,1.224,-0.466,0.400,0.640,1.527,4.598,0.886,0.879,0.061,0.043,0.191,1.156,0.187,711.300,1733.000,416.800,0.027,0.014,0.007,AAA-222-111-000-0-0,28.400,
228815191,12 25 31.428,-06 08 45.81,1,11.421,,,420-056190,12253143-0608458,,STAR,gri,rav,-28.400,1.500,5.300,1.800,,,12.218,0.070,11.520,0.030,,,11.830,0.090,11.305,0.020,11.245,0.150,,,10.291,0.026,9.940,0.022,9.898,0.024,,,,,,,,,5077,217,155,3.616,0.120,0.144,-0.075,0.120,0.120,2.913,0.533,0.451,1.284,0.189,0.135,0.048,0.027,0.020,521.700,109.600,76.630,0.028,0.015,0.007,AAA-222-111-000-0-0,43.000,
228815208,12 17 32.338,-06 08 43.61,1,14.038,,,420-055998,12173234-0608434,,STAR,gri,rpm,-8.800,2.900,-36.800,3.300,,,14.836,0.060,14.164,0.050,,,14.464,0.070,13.961,0.010,13.855,0.040,,,12.965,0.026,12.616,0.022,12.586,0.029,,,,,,,,,5731,137,137,4.473,0.066,0.088,-0.506,0.250,0.400,0.858,0.124,0.092,0.818,0.090,0.064,1.224,0.367,0.361,605.900,99.440,72.070,0.025,0.014,0.007,AAA-222-111-000-0-0,17.300,
228815219,12 23 34.659,-06 08 42.09,1,13.935,,,420-056144,12233464-0608421,,STAR,gri,rpm,-38.700,3.000,-31.700,3.400,,,15.202,0.070,14.246,0.030,,,14.737,0.090,13.869,0.010,13.591,0.030,,,12.322,0.026,11.807,0.026,11.696,0.019,,,,,,,,,4822,78,117,4.629,0.040,0.025,-0.239,0.200,0.240,0.677,0.045,0.058,0.717,0.065,0.054,2.277,0.442,0.271,286.300,29.070,30.540,0.029,0.013,0.008,AAA-222-111-000-0-0,33.000,
228815258,12 30 31.121,-06 08 36.22,1,16.614,,,,12303112-0608362,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.179,0.072,14.504,0.094,14.100,0.081,,,,,,,,,3733,431,308,4.956,0.120,0.168,-0.119,0.200,0.320,0.322,0.164,0.126,0.329,0.212,0.152,9.664,9.618,5.446,339.900,242.700,141.600,0.027,0.014,0.007,AAA-222-111-000-0-0,20.800,0838-0240048
228815260,12 27 17.381,-06 08 36.12,1,15.659,,,420-056242,12271738-0608360,,STAR,JHK,rpm,-36.900,3.500,18.600,4.300,,,,,,,,,,,,,,,,,14.096,0.023,13.583,0.034,13.462,0.037,,,,,,,,,4714,246,984,4.717,0.255,0.085,-0.495,0.350,0.490,0.550,0.105,0.246,0.599,0.089,0.267,3.440,7.743,1.060,514.700,120.000,310.000,0.029,0.014,0.011,AAA-222-111-000-0-0,17.900,
228815290,12 25 15.309,-06 08 32.68,1,15.302,,,420-056183,12251529-0608327,,STAR,JHK,rpm,-24.800,3.400,-5.200,4.300,,,,,,,,,,,,,,,,,12.871,0.027,12.213,0.022,11.951,0.024,,,,,,,,,3723,155,111,4.934,0.078,0.065,-0.001,0.150,0.150,0.332,0.077,0.063,0.364,0.089,0.089,8.746,4.131,2.410,132.800,37.890,29.480,0.022,0.017,0.007,AAA-222-111-000-0-0,40.800,
228815299,12 25 36.396,-06 08 31.66,1,18.594,,,,12253639-0608316,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.648,0.073,14.776,0.094,14.449,0.093,,,,,,,,,4013,274,384,4.850,0.154,0.110,-0.160,0.200,0.320,0.405,0.110,0.142,0.468,0.120,0.192,6.071,7.089,2.327,618.900,249.300,258.800,0.028,0.016,0.008,AAA-222-111-000-0-0,27.300,0838-0239214
228815325,12 17 10.429,-06 08 27.00,1,11.844,,4946-828-1,420-055989,12171042-0608269,,STAR,gri,plx,-28.500,2.500,2.500,2.700,,,12.253,0.180,11.484,0.108,,,12.181,0.070,11.789,0.010,11.700,0.070,,,10.894,0.024,10.647,0.024,10.587,0.021,,,,,,,,,6053,147,147,4.376,0.065,0.091,-0.260,0.250,0.400,1.055,0.156,0.115,0.980,0.124,0.149,0.791,0.228,0.236,229.300,36.820,36.820,0.026,0.012,0.006,AAA-222-111-000-0-0,61.500,
228815335,12 18 13.274,-06 08 24.89,1,15.037,,,420-056014,12181327-0608249,,STAR,gri,rpm,-29.400,3.300,-6.100,4.200,,,16.397,0.060,15.278,0.020,,,15.880,0.060,14.898,0.050,14.676,0.140,,,13.514,0.024,12.994,0.024,12.910,0.039,,,,,,,,,4749,114,95,4.631,0.042,0.035,-0.139,0.200,0.280,0.685,0.054,0.060,0.734,0.054,0.075,2.268,0.484,0.338,490.000,52.740,55.090,0.028,0.010,0.008,AAA-222-111-000-0-0,79.200,
228815422,12 27 58.528,-06 08 12.60,1,16.363,,,,12275852-0608125,,STAR,JHK,rpm,14.000,6.000,-80.000,2.000,,,,,,,,,,,,,,,,,14.370,0.036,13.873,0.025,13.589,0.047,,,,,,,,,3459,157,130,5.073,0.050,0.060,-0.038,0.160,0.200,0.208,0.044,0.036,0.193,0.061,0.044,20.110,7.334,5.374,140.300,43.630,33.280,0.019,0.010,0.005,AAA-222-111-000-0-0,45.800,0838-0239571
228815436,12 20 50.198,-06 08 09.24,1,10.506,,4947-448-1,420-056072,12205019-0608093,,STAR,gri,plx,17.000,1.600,-12.000,1.600,,,10.952,0.059,10.620,0.061,,,10.847,0.110,10.415,0.040,10.360,0.050,,,9.650,0.023,9.433,0.024,9.369,0.019,,,,,,,,,6329,195,195,4.067,0.130,0.156,-0.024,0.150,0.180,1.686,0.388,0.267,1.312,0.130,0.130,0.235,0.142,0.102,315.100,66.740,66.740,0.028,0.014,0.008,AAA-222-111-000-0-0,54.600,
228815466,12 26 22.141,-06 08 04.10,1,12.940,,,420-056222,,,STAR,gri,,58.000,3.600,-16.400,4.100,,,15.551,0.110,14.031,0.020,,,14.787,0.120,13.399,0.040,12.149,0.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228815584,12 18 25.210,-06 07 45.30,1,15.746,,,420-056017,12182519-0607452,,STAR,BV,rpm,11.600,3.500,-8.400,4.500,,,17.025,0.110,15.940,0.090,,,16.538,0.120,,,,,,,13.861,0.023,13.316,0.024,13.198,0.031,,,,,,,,,4752,143,143,4.629,0.048,0.040,-0.187,0.250,0.300,0.675,0.062,0.078,0.733,0.063,0.089,2.256,0.558,0.380,568.100,67.850,71.930,0.030,0.018,0.010,AAA-222-111-000-0-0,30.900,
228815618,12 27 07.621,-06 07 39.90,1,14.270,,,420-056237,12270762-0607398,,STAR,gri,rpm,5.500,3.000,-5.900,3.500,,,14.928,0.080,14.205,0.050,,,14.567,0.130,14.068,0.080,14.142,0.300,,,12.964,0.024,12.662,0.024,12.604,0.026,,,,,,,,,5938,175,175,4.304,0.132,0.220,-0.203,0.250,0.400,1.133,0.356,0.189,0.978,0.109,0.109,0.654,0.325,0.362,834.400,259.500,146.700,0.029,0.018,0.008,AAA-222-111-000-0-0,36.900,
228815623,12 24 32.462,-06 07 39.53,1,12.871,,,420-056163,12243247-0607394,,STAR,gri,rav,-53.900,2.000,-42.700,2.600,,,14.117,0.080,13.135,0.032,,,13.632,0.090,12.773,0.010,12.546,0.100,,,11.381,0.023,10.881,0.022,10.756,0.020,,,,,,,,,4926,95,114,3.638,0.090,0.105,-0.043,0.180,0.150,2.581,0.403,0.238,1.094,0.164,0.063,0.061,0.019,0.019,746.500,96.890,85.760,0.029,0.014,0.008,AAA-222-111-000-0-0,62.600,
228815627,12 16 36.340,-06 07 39.45,1,11.603,,,420-055970,12163634-0607394,,STAR,gri,rav,-134.000,1.000,50.000,3.000,,,13.418,0.040,12.107,0.060,,,12.833,0.050,11.553,0.040,11.076,0.060,,,9.654,0.029,9.038,0.024,8.840,0.021,,,,,,,,,4292,153,153,4.715,0.045,0.045,0.040,0.100,0.100,0.581,0.055,0.059,0.653,0.046,0.055,3.241,0.701,0.576,61.380,8.287,8.654,0.011,0.006,0.003,AAA-222-111-000-0-0,57.800,0838-0237666
228815729,12 16 24.234,-06 07 24.16,1,13.589,,,420-055963,12162423-0607242,,STAR,gri,rpm,-10.100,2.900,4.500,3.300,,,14.765,0.050,13.791,0.040,,,14.249,0.050,13.488,0.020,13.306,0.080,,,12.127,0.026,11.690,0.024,11.616,0.025,,,,,,,,,5093,143,102,4.530,0.050,1.330,-0.166,0.200,0.480,0.846,3.278,0.089,0.891,0.150,0.075,1.439,0.381,1.425,375.500,1276.000,63.460,0.030,0.014,0.009,AAA-222-111-000-0-0,48.800,
228815740,12 28 02.940,-06 07 22.76,1,15.816,,,420-056253,12280294-0607229,,STAR,gri,rpm,-26.000,4.000,-54.600,4.500,,,17.770,0.131,16.342,0.075,,,17.254,0.100,15.860,0.110,15.200,0.180,,,13.430,0.026,12.740,0.022,12.602,0.024,,,,,,,,,4034,128,80,4.825,0.045,0.045,-0.096,0.120,0.180,0.453,0.048,0.044,0.513,0.048,0.057,5.123,1.180,0.959,248.700,37.630,27.550,0.026,0.011,0.008,AAA-222-111-000-0-0,82.500,
