EPIC,KepMag,Kmag,Teff,mass,Radius
integer,float,float,integer,float,float
228814238,14.504,12.351,4878,0.746,0.702
228814248,15.359,13.334,5340,0.817,0.791
228814253,15.417,14.096,6045,0.764,0.852
228814370,15.020,13.352,5432,0.867,0.883
228814382,16.383,13.162,3828,0.391,0.355
228814406,15.659,13.928,5302,0.801,0.779
228814461,14.489,12.730,5289,0.869,0.860
228814491,14.745,12.678,4974,0.779,0.721
228814532,11.436,10.003,5890,1.075,1.438
228814651,9.605,8.389,6259,1.268,1.465
228814667,11.809,10.057,5702,1.138,1.873
228814746,13.587,11.597,4951,0.770,0.716
228814754,14.574,11.865,3521,0.204,0.208
228814760,14.756,11.772,3697,0.366,0.337
228814761,13.510,11.095,4789,0.762,0.707
228814797,16.282,13.758,3854,0.433,0.378
228814818,14.099,12.523,5561,0.898,0.880
228814875,14.846,11.643,3912,0.479,0.429
228814889,15.781,13.939,5405,0.603,0.554
228814932,13.726,12.433,6107,0.930,1.230
228814939,14.022,12.440,5484,0.895,0.923
228814986,13.414,9.280,3561,0.251,0.253
228814992,14.237,12.347,5412,0.927,0.890
228815017,14.273,11.492,4177,0.581,0.516
228815069,11.999,10.444,5693,0.970,0.957
228815078,13.770,12.260,5790,0.938,1.015
228815085,15.568,14.008,5184,0.823,0.799
228815126,13.306,11.768,5948,0.988,1.121
228815128,15.577,15.098,6010,0.828,0.991
228815132,13.110,11.397,5633,0.958,0.972
228815148,16.399,13.437,4070,0.501,0.454
228815152,12.190,10.782,5871,0.911,1.000
228815177,17.311,14.333,3535,0.223,0.229
228815186,13.306,11.659,5388,0.879,1.527
228815191,11.421,9.898,5077,1.284,2.913
228815208,14.038,12.586,5731,0.818,0.858
228815219,13.935,11.696,4822,0.717,0.677
228815258,16.614,14.100,3733,0.329,0.322
228815260,15.659,13.462,4714,0.599,0.550
228815290,15.302,11.951,3723,0.364,0.332
228815299,18.594,14.449,4013,0.468,0.405
228815325,11.844,10.587,6053,0.980,1.055
228815335,15.037,12.910,4749,0.734,0.685
228815422,16.363,13.589,3459,0.193,0.208
228815436,10.506,9.369,6329,1.312,1.686
228815466,12.940,,,,
228815584,15.746,13.198,4752,0.733,0.675
228815618,14.270,12.604,5938,0.978,1.133
228815623,12.871,10.756,4926,1.094,2.581
228815627,11.603,8.840,4292,0.653,0.581
228815729,13.589,11.616,5093,0.891,0.846
228815740,15.816,12.602,4034,0.513,0.453
228815795,15.466,13.001,4436,0.655,0.595
228815802,12.929,10.871,4894,0.954,3.309
228815805,12.470,11.112,6097,1.104,1.296
228815846,8.314,5.963,6319,1.304,1.604
228815877,13.895,12.268,5961,0.999,1.167
228815900,17.085,14.400,4016,0.488,0.440
228815939,14.335,11.293,3994,0.493,0.441
228815967,13.990,11.964,5110,1.126,2.352
228815984,13.868,12.422,5875,0.944,1.051
228815994,15.334,13.552,5115,0.686,0.659
228816010,13.247,11.767,6038,1.069,1.281
228816074,13.541,11.227,4668,0.940,9.304
228816159,14.619,12.844,5077,0.768,0.730
228816253,15.028,12.057,4048,0.552,0.489
228816267,13.796,12.166,5458,0.895,0.898
228816310,11.392,8.916,4639,1.164,9.903
228816312,14.353,12.065,4835,0.835,17.100
228816314,13.157,11.042,4794,0.946,4.697
228816377,15.733,12.493,4066,0.539,0.477
228816382,17.169,13.317,4000,0.498,0.433
