EPIC,KepMag,Kmag,Teff,mass,Radius
integer,float,float,integer,float,float
201436780,17.217,15.214,,,
201436845,15.700,12.373,3123,0.146,0.154
201436908,12.768,11.285,5895,1.067,1.302
201437022,17.033,14.766,4883,0.808,18.664
201437109,17.159,14.375,,,
201437264,12.712,11.166,5542,1.174,2.100
201437342,14.989,12.959,5089,0.875,4.843
201437372,14.933,12.250,3654,0.307,0.291
201437455,17.036,14.144,3501,0.227,0.226
201437518,9.446,8.167,6178,1.175,1.350
201437533,17.802,14.925,,,
201437654,11.529,10.257,6303,1.017,1.277
201437707,12.136,9.539,4417,0.962,17.892
201437715,15.651,14.081,5251,0.822,0.820
201437788,14.749,12.878,5288,0.877,0.841
201437818,13.460,11.710,5434,0.886,0.878
201437844,9.234,7.853,6315,1.202,1.270
201437848,15.384,12.646,4173,0.569,0.506
201438008,15.603,14.241,5749,0.825,0.892
201438027,12.326,10.534,5151,0.911,3.008
201438034,14.075,12.600,6020,0.938,1.173
201438079,9.831,7.606,4738,1.206,6.131
201438143,17.810,15.115,4335,0.580,0.528
201438168,10.356,9.088,6057,1.395,2.234
201438212,16.665,14.476,,,
201438289,15.276,,,,
201438404,12.221,10.892,6189,1.202,1.538
201438465,19.618,,,,
201438507,14.067,12.365,5532,0.912,0.886
201438538,15.751,12.736,4078,0.522,0.458
201438601,19.662,,,,
201438645,18.751,,,,
201438697,16.503,14.103,,,
201438728,13.317,10.642,4066,0.516,0.462
201438769,16.803,14.457,,,
201438798,17.062,14.702,,,
201438876,12.414,11.000,5954,1.041,1.170
201438899,17.390,14.539,3547,0.225,0.220
201438974,16.659,,,,
201438976,14.330,12.251,4681,0.762,0.689
201439222,17.644,14.640,3679,0.309,0.295
201439369,15.430,13.593,5365,0.776,0.749
201439372,13.480,10.844,4434,0.822,27.171
201439400,12.945,11.801,6455,1.169,1.336
201439433,17.462,14.621,4036,0.501,0.441
201439549,14.640,13.105,5825,0.838,0.912
201439569,15.592,12.901,4069,0.549,0.484
201439729,13.889,12.565,6244,0.880,1.256
201439747,14.539,13.004,5931,0.901,1.029
201439759,17.197,14.500,3616,0.267,0.265
201439851,13.013,10.891,4816,0.752,0.692
201439885,17.866,14.829,3931,0.404,0.373
201439889,14.375,11.713,4098,0.506,0.452
201439933,12.863,10.356,4364,0.647,0.586
201440011,15.871,12.662,3785,0.378,0.351
201440036,14.065,12.290,5591,0.848,0.852
201440072,13.217,11.511,5608,0.928,1.140
201440182,16.910,,,,
201440198,13.791,12.222,5964,0.867,1.003
201440233,13.860,12.172,5680,0.947,0.951
201440254,13.969,12.341,5553,0.709,0.692
201440260,14.928,12.953,5229,0.869,2.581
201440385,14.511,12.219,4566,0.666,0.618
201440389,14.689,11.404,3752,0.373,0.347
201440486,14.627,11.264,3973,0.482,0.421
201440496,16.137,13.319,3793,0.343,0.320
201440523,11.809,9.805,5030,0.869,0.804
201440598,17.093,14.565,,,
201440657,14.154,12.475,5594,0.820,0.835
201440668,13.665,11.532,4719,0.974,8.707
201440678,17.238,,,,
201440754,15.523,12.921,4159,0.603,0.533
201440815,14.310,12.065,4784,0.750,0.685
201440934,14.864,13.013,5244,0.876,2.295
201441123,17.123,14.321,3628,0.257,0.256
201441148,14.581,12.777,5337,0.876,1.625
201441342,10.959,8.751,4769,1.109,6.353
201441367,14.030,11.486,4040,0.519,0.455
201441449,13.106,11.629,5846,0.923,1.053
201441495,14.030,11.884,4117,0.559,0.497
201441551,16.016,14.011,,,
201441564,16.300,13.132,3572,0.233,0.244
201441581,16.521,14.427,,,
201441659,17.489,14.718,,,
201441660,14.843,13.127,5683,0.759,0.766
201441760,15.251,12.193,3858,0.440,0.397
201441857,14.272,12.600,5581,0.872,0.853
201441859,16.925,14.116,3685,0.296,0.283
201441861,12.672,11.434,6277,1.123,1.322
201441969,11.047,9.897,6667,1.365,1.583
201442046,17.834,,,,
201442051,13.126,11.779,6298,1.051,1.351
201442052,16.958,15.149,5241,0.802,4.611
201442071,17.045,14.807,,,
201442125,16.742,15.309,,,
201442144,15.072,12.954,5019,0.789,0.736
201442157,13.676,12.309,6134,0.957,1.228
201442228,16.412,14.481,,,
201442233,14.719,12.995,5159,0.859,1.585
201442238,12.509,10.502,5095,0.908,3.263
201442245,17.498,,,,
201442271,14.061,12.545,5782,0.929,1.057
201442504,17.067,14.395,,,
201442522,12.585,11.018,5977,1.021,1.275
201442535,17.784,14.901,3718,0.296,0.288
201442614,13.757,11.337,4568,0.701,0.635
201442688,17.555,14.573,3732,0.312,0.286
201442690,13.442,11.426,5061,0.899,3.609
201442888,15.855,13.687,,,
201442894,12.035,10.791,6561,1.230,1.404
201442905,16.596,14.007,4302,0.596,0.538
201442980,15.874,12.837,3682,0.297,0.295
201443228,15.530,13.478,,,
201443234,16.206,14.725,,,
201443253,15.714,13.999,,,
201443345,15.223,13.300,5316,0.841,0.817
201443347,14.694,12.554,4760,0.747,0.679
201443446,16.430,12.971,3399,0.184,0.200
201443461,17.269,15.145,,,
201443528,17.008,14.632,,,
201443635,17.373,14.716,3779,0.345,0.323
201443655,14.049,12.549,5979,0.986,1.171
201443704,13.724,12.047,5795,0.875,1.088
201443714,14.053,12.584,6048,0.961,1.175
201443774,12.609,10.891,5432,0.886,2.658
201443796,13.031,11.006,5020,0.795,0.750
201443939,17.297,,,,
201443947,14.065,10.847,3985,0.521,0.458
201443975,16.314,12.695,3529,0.238,0.246
201444081,15.207,12.657,4422,0.577,0.524
201444126,14.492,12.264,4941,0.894,4.891
201444209,11.627,9.581,4952,1.146,2.766
201444227,16.435,12.171,3890,0.419,0.372
201444234,15.448,14.162,5847,0.838,0.917
201444272,17.540,14.815,3595,0.240,0.248
201444293,11.082,9.941,6509,1.238,1.451
201444366,13.989,12.384,5628,0.933,0.938
201444389,11.511,8.503,3896,0.434,0.387
201444482,15.070,12.007,3864,0.447,0.396
201444850,17.580,,,,
201444856,15.145,12.036,3522,0.248,0.253
201444899,15.349,14.163,,,
201444908,16.035,12.880,3883,0.422,0.374
201444951,14.972,11.914,4071,0.547,0.483
201444960,13.899,12.332,5633,0.923,0.929
201444979,15.377,12.520,4214,0.594,0.535
201444984,17.062,14.478,3786,0.349,0.331
201445041,13.977,,,,
201445053,13.312,11.855,5657,1.001,1.755
201445123,14.693,13.213,5714,0.898,0.949
201445278,10.144,8.774,5666,1.102,1.930
201445468,15.785,13.199,4289,0.536,0.492
201445471,13.655,12.157,5798,0.909,1.007
201445537,15.183,13.200,5050,0.780,0.733
201445669,10.248,8.414,5164,0.895,0.839
201445709,12.903,11.706,6336,1.112,1.341
201445820,16.925,15.027,5221,0.775,0.771
201445884,18.184,,,,
201445932,13.943,11.005,3885,0.413,0.371
201445981,12.014,10.726,6432,0.850,1.261
201446184,17.378,,,,
201446189,12.033,11.130,6619,1.510,1.987
201446264,13.330,10.559,4220,0.633,0.567
201446382,14.693,12.664,4930,0.961,3.734
201446509,13.166,11.166,5054,0.899,7.485
201446541,16.421,13.546,3785,0.374,0.338
201446588,14.880,12.565,4791,0.790,0.722
201446592,15.946,12.803,3504,0.212,0.220
201446638,9.039,6.006,4203,1.088,30.298
201446657,11.990,10.772,6394,1.227,1.454
201446680,17.131,14.816,,,
201446740,10.361,7.686,4099,0.560,0.495
201446761,13.414,10.800,4444,0.672,0.604
201446763,12.312,,,,
201446791,14.359,10.992,3816,0.427,0.378
201446805,12.205,10.057,4884,0.767,0.701
201446875,12.502,10.963,5737,0.815,0.860
201446906,18.562,14.917,3304,0.159,0.182
201447003,14.149,12.065,4852,0.959,9.914
201447043,16.411,13.953,,,
201447104,16.386,13.059,3577,0.256,0.257
201447159,13.840,11.747,4806,0.912,9.409
201447203,15.504,11.854,3537,0.246,0.246
201447294,17.116,14.546,,,
201447355,15.307,12.844,,,
201447378,17.148,15.002,4702,0.528,0.469
201447407,14.441,12.516,5009,0.725,0.686
201447469,15.264,13.537,5423,0.808,0.787
201447527,13.002,11.757,6465,0.842,1.218
201447555,14.147,12.578,5766,0.949,1.027
201447596,12.873,11.910,6073,0.967,1.169
201447641,17.132,14.354,3821,0.389,0.342
201447708,9.708,7.862,4996,1.151,2.465
201447760,10.884,9.005,5083,0.969,3.405
201447973,14.766,12.190,4331,0.615,0.556
201448025,16.351,14.370,,,
201448068,12.606,10.983,5563,0.920,0.888
201448106,15.206,12.665,3852,0.385,0.345
201448166,17.678,15.355,4550,0.427,0.364
201448254,15.153,12.723,4654,0.719,0.656
201448292,11.720,10.663,6712,1.392,1.619
201448305,14.394,12.612,5359,0.891,0.863
201448394,16.330,13.582,2779,0.146,0.157
201448400,16.038,13.093,3749,0.347,0.322
201448402,16.749,14.841,,,
201448419,15.187,13.013,4802,0.707,0.664
201448500,14.769,11.341,3629,0.315,0.297
201448517,16.212,14.058,,,
201448555,12.342,11.178,6523,1.182,1.359
201448684,15.074,13.284,5226,0.932,2.256
201448695,13.753,12.387,6143,0.878,1.207
201448698,16.067,11.438,3685,0.353,0.333
201448720,17.042,14.809,,,
201448734,15.773,13.720,4937,0.650,0.610
201448736,15.160,12.115,4130,0.564,0.510
201448816,12.261,11.063,6398,1.101,1.314
201448833,12.774,11.163,5616,0.874,1.548
201448835,12.994,10.273,4157,0.570,0.504
201448919,14.729,12.913,5311,0.808,0.787
201448979,16.917,14.380,3981,0.409,0.361
201448997,12.995,11.727,6212,1.003,1.263
201449043,12.911,11.622,6342,0.988,1.350
201449073,14.143,,,,
201449233,15.904,11.696,3113,0.135,0.160
201449262,15.405,12.482,3825,0.391,0.349
201449322,15.652,12.624,4123,0.553,0.492
201449390,15.087,12.920,4975,0.881,3.408
201449415,10.448,8.177,4769,0.800,0.731
201449505,15.582,12.284,3523,0.228,0.234
201449510,14.981,13.099,5089,0.752,0.705
201449578,9.963,8.803,6161,1.287,1.654
201449590,15.728,13.280,4239,0.478,0.422
201449646,14.796,12.008,4135,0.547,0.482
201449820,14.309,11.977,4825,0.791,0.723
201449848,14.192,10.568,3334,0.154,0.178
201449851,12.265,10.782,6115,1.021,1.234
201449857,15.156,13.011,5089,0.859,0.808
201449893,12.883,11.606,6321,1.160,1.372
201449905,12.948,9.787,4001,0.896,61.189
201449930,17.201,14.919,,,
201449977,18.378,,,,
201450013,14.413,12.878,5614,0.885,0.876
201450156,13.644,11.530,4894,0.734,0.692
201450224,16.592,13.586,4178,0.641,0.573
201450230,15.790,12.758,3962,0.455,0.408
201450268,17.567,15.170,4888,0.659,0.634
201450440,13.996,12.039,5056,0.903,4.321
201450461,13.770,,,,
201450604,13.939,12.405,5565,0.860,2.236
201450606,16.859,14.961,5447,0.694,0.662
201450792,13.191,11.901,6117,1.040,1.184
201450829,12.669,10.838,5365,0.872,1.763
201450843,16.796,14.852,,,
201450876,15.481,11.976,3560,0.258,0.260
201450978,14.124,12.476,5737,0.826,0.872
201450999,14.960,13.225,5331,0.809,0.774
201451014,17.528,14.666,,,
201451060,16.134,13.959,,,
201451126,17.244,,,,
201451155,14.583,11.529,3793,0.413,0.377
201451165,13.437,12.009,6044,0.799,0.909
201451178,13.510,10.860,4482,0.676,0.604
201451191,15.261,13.214,4902,0.756,0.703
201451218,17.715,14.173,3965,0.426,0.388
201451252,14.299,12.344,5170,0.823,0.785
201451266,15.310,11.572,3475,0.221,0.228
201451356,14.335,12.723,5663,0.818,0.825
201451715,12.923,11.742,6302,1.066,1.320
201451727,15.636,14.232,5647,0.827,0.893
201451730,13.729,11.403,4726,0.761,0.695
201451743,13.231,11.796,5776,1.002,1.033
201451787,13.700,12.097,5812,0.899,0.965
201451801,14.188,12.310,5263,0.715,0.678
201451996,13.305,11.829,5902,1.019,1.161
201452023,13.831,12.401,5901,0.956,1.087
201452042,15.803,13.225,4296,0.567,0.503
201452082,16.590,14.244,,,
201452132,16.620,14.381,,,
201452304,12.997,11.130,4945,1.015,3.779
201452347,13.341,11.113,4764,0.790,0.733
201452421,15.836,,,,
201452505,12.396,10.266,4769,0.954,8.776
201452603,12.647,10.798,4991,1.107,2.680
201452615,11.305,9.968,6212,1.072,1.226
201452711,13.601,11.750,5184,0.693,0.664
201452746,18.441,,,,
201452907,13.410,11.595,5234,0.882,2.144
201452960,14.277,12.771,5549,0.782,0.783
201453044,14.602,12.616,4959,0.899,4.725
201453171,14.142,12.026,4879,0.727,0.686
201453184,15.340,12.171,3634,0.325,0.309
201453228,17.678,14.873,3795,0.344,0.305
201453267,18.973,,,,
201453278,14.231,12.355,5207,0.885,1.972
201453320,14.809,13.677,,,
201453609,14.836,12.930,5013,0.730,0.696
201453611,14.025,12.647,5852,0.938,1.085
201453702,17.710,14.672,3633,0.254,0.244
201453869,16.043,14.059,,,
201453873,17.252,13.788,,,
201453906,15.162,13.190,5134,0.861,3.936
201453968,14.989,13.370,5994,0.840,1.007
201453981,12.168,9.968,4757,0.999,6.856
201454104,14.105,11.001,3870,0.464,0.415
201454208,16.302,15.258,,,
201454264,14.206,11.424,4024,0.461,0.411
201454365,15.034,13.182,5292,0.782,0.766
201454397,11.523,10.062,6123,0.930,1.179
201454411,11.870,9.780,4780,0.976,8.374
201454419,13.895,12.522,6131,1.052,1.313
201454532,13.492,11.496,5249,0.892,3.218
201454720,17.113,14.329,3628,0.274,0.273
201454759,14.529,12.500,5011,0.876,4.720
201454856,14.810,13.391,5786,0.736,0.745
201454955,15.715,13.392,4609,0.668,0.621
201455025,12.168,10.328,5221,0.894,0.834
201455095,13.024,11.411,5800,0.980,1.007
201455110,17.350,14.805,3961,0.420,0.386
201455116,18.853,,,,
201455133,14.074,12.478,5584,0.936,0.909
201455155,15.305,13.042,4851,0.736,0.689
201455157,17.186,14.540,3708,0.295,0.276
201455160,16.620,14.697,,,
201455200,12.143,10.757,6065,0.976,1.233
201455246,8.286,7.345,6841,1.618,2.207
201455264,17.190,,,,
201455294,18.047,14.963,3658,0.278,0.254
201455301,12.806,11.417,6010,0.873,1.048
201455313,16.922,14.479,,,
201455321,16.088,12.768,3970,0.492,0.444
201455446,11.871,10.870,6218,1.119,1.296
201455451,14.546,12.921,5486,0.908,0.882
201455480,13.100,10.396,4318,0.950,26.571
201455531,13.575,11.846,5243,0.863,0.814
201455676,10.333,8.277,5007,0.933,5.429
201455792,13.269,11.447,5270,0.875,0.817
201455798,14.847,12.713,4852,0.741,0.686
201455846,13.946,12.265,5672,0.814,0.853
201455880,12.889,11.659,6431,1.047,1.296
201455986,13.940,11.088,3926,0.460,0.407
201456076,13.301,11.714,5627,0.862,0.970
201456155,12.698,11.362,6115,1.052,1.215
201456162,13.240,11.176,4898,0.992,4.142
201456202,16.805,14.043,3532,0.219,0.222
201456325,17.410,13.602,1820,0.073,0.090
201456383,10.575,9.113,5847,1.011,1.034
201456430,17.738,14.883,3855,0.334,0.308
201456490,16.081,12.897,3414,0.178,0.191
201456509,18.128,14.669,3431,0.166,0.190
201456546,12.381,10.351,4955,0.912,5.342
201456575,17.169,14.423,3785,0.329,0.294
201456607,14.087,12.173,5198,0.857,0.807
201456611,13.238,11.204,5014,0.834,0.777
201456642,13.562,11.979,5654,1.010,1.036
201456761,19.103,,,,
201456770,13.973,12.283,5457,0.891,0.926
201456804,17.755,,,,
201456882,14.688,12.898,5245,0.737,0.709
201456893,13.188,11.867,5953,1.010,1.316
201456940,13.071,10.884,4827,0.769,0.703
201456969,13.128,11.468,5527,0.882,0.863
201456970,12.694,10.139,4309,0.607,0.550
201457076,13.585,12.047,5434,1.130,2.205
201457126,14.251,11.827,4434,0.683,0.612
201457269,16.516,14.930,5524,0.796,0.834
201457296,17.541,14.535,4173,0.573,0.504
201457362,16.063,13.675,,,
201457427,9.476,7.867,5332,1.008,1.969
201457477,12.019,9.819,4734,1.102,4.583
201457703,13.754,12.083,5615,0.845,0.858
201457816,16.080,13.588,4297,0.583,0.521
201457849,10.596,8.535,4973,0.965,5.769
201457876,16.438,13.063,3698,0.342,0.310
201458000,16.989,14.767,,,
201458037,15.261,12.909,4624,0.704,0.643
201458052,17.589,15.158,,,
201458130,11.142,9.856,6335,1.164,1.379
201458146,14.328,12.292,4957,0.788,0.743
201458160,15.874,13.052,3466,0.200,0.220
201458162,13.557,12.136,5937,0.899,1.017
201458211,13.927,12.397,5810,0.917,0.990
201458226,18.158,,,,
201458240,17.435,14.862,,,
201458397,16.842,,,,
201458398,13.205,11.847,6144,0.960,1.298
201458410,16.279,12.925,3559,0.272,0.266
201458466,11.825,9.575,4685,0.962,9.488
201458533,15.697,14.538,,,
201458676,17.213,15.063,,,
201458804,12.985,11.568,5974,1.012,1.197
201458820,14.513,12.468,4996,0.740,0.690
201458821,13.033,10.254,4096,0.519,0.460
201458906,13.211,11.714,5758,0.903,0.952
201458909,17.960,,,,
201458922,16.077,13.080,3751,0.291,0.279
201458990,14.099,12.545,5832,0.920,1.159
201459064,12.308,10.756,5774,1.009,1.025
201459217,11.824,9.006,4295,0.914,31.910
201459290,13.936,11.440,4381,0.666,0.595
201459295,16.928,14.093,3598,0.277,0.252
201459314,13.070,10.876,4815,1.053,4.698
201459375,11.789,10.475,6065,1.044,1.196
201459386,14.572,11.847,4006,0.538,0.474
201459394,16.910,14.274,,,
201459408,18.059,,,,
201459455,13.914,12.388,5535,0.947,0.921
201459470,14.856,13.265,5601,0.783,0.796
201459531,13.209,11.547,5582,0.801,0.804
201459587,11.811,10.517,6361,1.135,1.459
201459604,19.509,,,,
201459669,12.757,11.310,5901,0.885,1.023
201459689,12.240,10.193,4864,1.222,3.621
201459714,12.096,10.373,5502,0.833,0.867
201459851,11.975,9.001,4107,0.831,90.794
201459869,16.759,14.073,,,
201460091,17.072,15.057,,,
201460154,14.325,12.516,5364,0.888,0.930
201460216,14.133,12.436,5570,0.866,0.891
201460284,13.423,11.907,5666,1.061,1.525
201460289,16.928,15.007,5289,0.786,0.826
201460347,17.651,,,,
201460374,15.246,13.261,,,
201460387,19.345,,,,
201460403,13.340,11.671,5751,0.912,0.962
201460411,13.685,12.297,6083,0.928,1.204
201460436,14.038,12.328,5508,0.838,0.818
201460439,19.003,,,,
201460480,11.923,10.624,6206,1.147,1.374
201460497,14.832,14.136,7434,0.807,4.400
201460514,13.435,11.726,5475,0.846,0.833
201460518,14.593,12.336,4730,0.759,0.698
201460524,17.319,15.168,,,
201460639,13.925,12.126,5420,0.923,0.891
201460700,11.040,9.776,6154,1.059,1.164
201460713,15.557,12.552,4023,0.522,0.457
201460807,13.798,10.923,3868,0.437,0.389
201460855,11.051,9.814,6358,1.210,1.569
201460880,14.397,11.448,4264,0.620,0.558
201460929,19.347,,,,
201460955,11.798,10.103,5549,0.870,0.845
201461028,12.325,10.611,5330,0.747,0.715
201461039,13.650,11.597,4898,0.959,4.599
201461086,16.184,13.083,3839,0.395,0.360
201461166,14.380,12.376,4932,0.954,4.584
201461442,16.179,13.225,3892,0.425,0.392
201461577,16.835,14.451,,,
201461716,14.626,12.602,5065,0.894,3.538
201461762,16.841,,,,
201461822,18.994,,,,
201461852,16.281,13.345,3727,0.319,0.298
201461866,18.759,15.354,,,
201461899,16.745,14.821,5101,0.772,0.735
201461928,13.084,11.413,5493,0.907,0.865
201462009,17.154,,,,
201462103,12.321,11.131,6605,1.326,1.650
201462156,13.703,12.437,6039,0.912,1.083
201462233,18.577,,,,
201462257,17.403,14.528,3685,0.298,0.284
201462282,11.185,9.913,6276,1.183,1.543
201462310,12.727,10.766,4862,0.954,7.377
201462316,14.509,12.374,4871,0.780,0.716
201462337,11.847,9.638,4773,1.178,5.416
201462383,17.329,,,,
201462428,12.731,11.190,5912,0.959,1.080
201462495,15.146,13.069,5237,0.853,3.204
201462601,17.622,14.723,,,
201462621,12.213,10.280,5001,0.859,0.790
201462630,14.475,12.439,4834,0.912,8.463
201462700,16.903,14.450,,,
201462867,16.486,14.351,,,
201462917,13.863,12.401,6017,0.989,1.157
201462926,11.978,10.711,6377,1.191,1.395
201462936,14.241,12.452,5433,0.888,0.858
201462999,13.906,12.536,6065,0.920,1.149
201463000,15.206,13.040,4650,0.672,0.624
201463057,14.988,13.193,5090,0.869,3.922
201463143,13.843,10.686,3743,0.380,0.343
201463238,10.898,9.607,6206,1.064,1.335
201463287,18.956,,,,
201463318,18.831,14.891,3834,0.374,0.343
201463336,13.752,12.121,5861,0.855,0.945
201463358,12.190,9.663,4418,0.684,0.614
201463373,12.960,11.914,5476,0.970,0.945
201463400,14.935,12.765,4987,0.967,2.831
201463406,17.242,14.790,,,
201463498,15.942,13.772,4907,0.803,3.780
201463526,16.886,14.627,,,
201463533,13.232,11.274,5112,0.782,0.739
201463554,12.952,11.284,5734,0.966,1.033
201463654,14.000,12.363,5564,0.860,0.860
201463706,13.061,11.636,5907,0.935,1.097
201463712,13.479,11.833,5626,0.888,0.945
201463736,15.319,12.167,4212,0.637,0.568
201463764,12.390,10.808,5612,0.853,0.862
201463875,15.625,12.342,3954,0.502,0.442
201463918,16.385,13.440,3739,0.340,0.305
201463997,13.747,12.376,6089,0.991,1.248
201464119,17.048,,,,
201464131,13.838,12.371,5931,0.935,1.083
201464185,12.994,11.550,5791,0.954,0.990
201464241,13.477,11.989,6013,0.945,1.145
201464272,14.479,12.492,4952,0.715,0.684
201464290,18.823,,,,
201464313,10.992,8.261,4268,0.974,25.462
201464438,9.608,8.316,6010,1.382,2.167
201464488,12.703,11.051,5377,0.896,0.881
201464489,11.709,10.458,6258,1.143,1.341
201464609,12.905,11.467,5552,1.135,2.031
201464650,18.583,,,,
201464678,15.893,12.891,3541,0.231,0.236
201464680,15.402,12.422,4071,0.508,0.446
201464716,16.343,13.049,3578,0.239,0.246
201464752,15.327,12.902,4733,0.762,0.700
201464888,10.772,8.263,4411,0.937,23.488
201464907,13.619,12.040,5851,0.998,1.078
201465015,10.715,8.833,5190,0.904,9.368
201465027,14.616,13.381,6216,0.852,1.588
201465028,13.797,11.790,4905,0.969,4.016
201465160,15.337,13.381,5196,0.688,0.661
201465194,14.911,13.180,5612,0.780,0.789
201465461,15.022,12.801,4778,0.750,0.690
201465586,16.637,14.339,,,
201465602,9.864,8.509,5473,0.999,1.890
201465738,17.237,14.569,,,
201465807,13.857,11.112,4003,0.390,0.344
201465821,9.525,7.144,4581,0.881,28.419
201465855,15.859,12.729,3496,0.213,0.224
201465868,15.165,12.225,3942,0.435,0.388
201465902,14.489,12.318,4732,0.740,0.685
201465934,9.947,8.765,5918,1.296,2.043
201465938,17.539,14.224,3386,0.178,0.197
201466135,11.662,10.428,6329,0.915,1.124
201466220,15.026,12.651,4602,0.681,0.624
201466223,13.919,12.480,6196,0.882,1.237
201466242,11.174,8.915,4616,1.203,9.759
201466278,14.227,12.528,5611,0.947,0.942
201466282,16.726,14.893,5319,0.678,0.644
201466375,14.055,12.165,4926,0.879,10.293
201466400,17.386,14.740,3600,0.242,0.246
201466544,14.302,12.085,4737,0.745,0.687
201466557,13.015,10.770,4973,0.948,2.116
201466654,13.422,12.220,6370,0.923,1.287
201466690,17.050,14.683,,,
201466777,17.955,,,,
201466834,13.549,11.261,4810,0.910,9.024
201466838,16.154,13.218,3939,0.418,0.381
201466874,12.106,10.141,4990,0.802,0.752
201466884,17.066,,,,
201466979,17.196,14.704,3783,0.342,0.313
201467033,12.119,10.169,5132,0.908,2.927
201467156,16.045,14.025,,,
201467243,9.467,8.144,5862,1.086,1.494
201467261,11.802,10.534,6272,1.210,1.501
201467275,17.589,14.693,3866,0.356,0.329
201467282,12.482,10.996,5968,1.065,1.360
201467311,12.859,10.891,4943,1.129,3.354
201467369,16.027,12.965,4022,0.509,0.453
201467538,14.918,13.034,5154,0.783,0.754
201467546,17.531,15.020,3727,0.316,0.292
201467550,16.273,13.372,4074,0.498,0.444
201467577,16.833,,,,
201467693,12.299,10.880,6082,0.941,1.078
201467731,14.197,11.694,4414,0.666,0.604
201467897,8.670,6.012,4859,1.998,9.006
201467934,13.539,12.029,5959,0.880,0.993
201467964,11.977,9.983,4920,0.964,10.295
201468061,12.829,11.222,5632,0.893,0.924
201468068,12.680,11.085,5676,0.912,1.443
201468083,16.916,13.997,3489,0.204,0.216
201468170,13.411,11.541,5030,0.950,3.326
201468172,15.745,14.219,5399,0.792,0.790
201468311,12.372,10.639,5184,0.887,3.349
201468332,14.962,13.199,5224,0.751,0.719
201468338,14.183,12.389,5176,0.713,0.690
201468362,15.067,13.126,5117,0.673,0.641
201468413,14.588,12.936,5640,0.860,0.884
201468550,11.898,10.429,5863,1.061,1.328
201468562,10.610,9.115,5870,0.898,0.956
201468578,12.290,11.068,6280,1.038,1.262
201468600,12.915,11.643,6264,1.130,1.328
201468676,10.186,8.157,4987,0.905,10.894
201468780,14.764,12.519,4511,0.527,0.470
201468885,13.799,11.865,5115,0.794,0.747
201468936,17.205,14.574,3654,0.256,0.252
201468986,13.022,11.154,5204,0.876,0.815
201469048,14.892,12.973,4923,0.696,0.656
201469090,16.553,13.884,,,
201469144,15.281,12.476,3994,0.510,0.451
201469159,16.492,14.306,,,
201469172,15.429,13.413,,,
201469175,13.587,12.293,5969,0.878,1.038
201469187,13.747,12.234,5652,0.871,0.945
201469302,17.093,14.698,4099,0.303,0.280
201469313,15.113,13.365,5088,0.753,0.710
201469391,13.185,11.784,6021,1.015,1.218
201469393,16.269,14.684,,,
201469424,13.203,11.454,5381,0.900,1.988
201469508,13.769,12.335,6086,0.884,1.122
201469577,17.609,15.176,4505,0.692,0.640
201469648,10.002,8.317,5225,1.139,2.880
201469663,15.800,12.895,3661,0.272,0.261
201469666,16.504,13.178,3979,0.827,123.592
201469695,13.870,10.984,3913,0.473,0.420
201469726,18.093,,,,
201469919,16.613,13.985,3701,0.295,0.292
201469961,14.018,12.064,5185,0.724,0.701
201470107,17.860,15.102,3659,0.259,0.266
201470164,14.796,13.065,5171,0.848,0.795
201470173,15.241,13.514,5782,0.788,0.830
201470196,12.674,10.451,4775,0.878,16.944
201470302,15.081,13.257,5138,0.871,2.329
201470376,16.553,14.878,5386,0.795,0.971
201470384,12.892,11.538,6123,0.837,1.010
201470454,16.296,13.247,3590,0.254,0.253
201470496,11.865,9.654,4840,0.808,0.736
201470500,14.948,12.983,5217,0.766,0.740
201470509,17.502,14.580,3750,0.329,0.303
201470537,12.769,11.127,5676,0.960,1.333
201470566,13.659,11.146,4445,0.580,0.534
201470624,12.913,11.496,5867,0.927,1.032
201470672,16.082,12.625,3610,0.291,0.286
201470774,15.475,12.460,3574,0.249,0.250
201470788,15.160,12.106,3617,0.296,0.285
201470827,17.630,14.736,3671,0.275,0.276
201470857,12.648,11.375,6090,0.997,1.210
201470993,17.362,14.470,3536,0.219,0.229
201471014,14.615,11.411,3868,0.391,0.354
201471062,14.353,12.633,5493,0.890,0.968
201471118,15.256,12.794,,,
201471119,13.369,10.033,,,
201471161,14.975,13.148,5205,0.805,0.765
201471228,13.649,12.304,6036,0.940,1.164
201471231,13.965,12.240,5082,0.993,2.298
201471287,14.329,12.600,5364,0.842,0.819
201471313,16.915,,,,
201471375,16.956,14.366,,,
201471400,12.123,10.570,5900,0.962,1.146
201471445,17.161,14.566,3747,0.330,0.300
201471461,13.896,12.357,5815,0.887,0.979
201471471,15.351,12.736,3873,0.412,0.358
201471516,18.150,,,,
201471647,17.665,14.989,3726,0.314,0.286
201471670,16.751,15.058,4432,0.555,0.524
201471702,10.199,8.932,6036,1.229,1.689
201471743,15.933,12.654,4123,0.597,0.533
201471796,17.030,14.255,3579,0.239,0.247
201471830,14.885,13.076,5373,0.700,0.677
201471892,14.645,12.774,5211,0.824,0.775
201471907,16.026,12.678,3538,0.225,0.239
201472047,14.863,12.895,5077,0.869,2.698
201472106,11.068,9.605,5981,1.106,1.507
201472177,13.807,10.757,4087,0.831,89.384
201472208,15.562,12.775,4137,0.545,0.490
201472226,15.633,12.469,3923,0.459,0.405
201472240,11.484,9.232,4852,0.952,6.363
