EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
210519333,04 28 24.745,+15 43 52.68,1,14.906,,,,04282474+1543526,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,13.577,0.023,12.865,0.026,12.546,0.023,5894,302,967,4.022,0.49,0.35,-0.227,0.25,0.35,1.624,1.131,0.801,1.022,0.371,0.185,0.21,1.116,0.157,961.4,585,490.1,1.997,0.507,0.811,,,
210519995,04 28 38.406,+15 44 30.27,1,14.424,,,529-008574,04283840+1544301,,STAR,gri,col,,,,,,,16.525,0.04,15.042,0.03,,,15.784,0.03,14.486,0.03,13.841,0.02,,,12.049,0.021,11.412,0.022,11.192,0.02,3934,1201,62,4.864,0.03,2.394,-0.157,0.16,0.6,0.417,8.875,0.03,0.474,0.498,0.038,6.307,0.934,6.306,117,2644,10.2,0.131,0.909,0.045,,,
210520833,04 28 39.176,+15 45 20.22,1,15.127,,,529-008575,,,STAR,BV,,,,,,,,17.449,0.16,15.54,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210522783,04 30 22.745,+15 47 16.95,1,15.616,,,529-008654,04302273+1547170,,STAR,BV,rpm,4.7,3.3,-5.8,3.5,,,16.777,0.06,15.848,0.03,,,16.312,0.056,,,,,,,13.782,0.026,13.447,0.03,13.25,0.037,6285,401,267,4.224,0.135,0.189,-0.19,0.18,0.24,1.326,0.37,0.246,1.142,0.218,0.156,0.459,0.311,0.237,1297,389.5,254.9,0.562,0.281,0.156,,,
210523204,04 29 29.925,+15 47 42.10,1,12.467,,,529-008610,04292992+1547421,,STAR,gri,rpm,-3,2.3,-4.7,2,,,13.733,0.06,12.804,0.01,,,13.264,0.04,12.476,0.01,12.126,0.01,,,10.865,0.021,10.511,0.02,10.394,0.015,6439,575,359,3.775,0.3,0.15,-0.054,0.1,0.08,2.568,0.88,0.868,1.597,0.35,0.35,0.078,0.157,0.033,671,199,216.5,0.768,0.232,0.193,,,
210524166,04 28 54.169,+15 48 37.45,1,14.43,,,530-008833,04285417+1548375,,STAR,BV,rpm,-2.7,4.9,-5.5,5.2,,,16.08,0.14,14.702,0.02,,,,,,,,,,,12.346,0.044,11.8,0.037,11.646,0.03,5034,339,169,3.261,0.804,0.804,-0.421,0.35,0.42,4.136,5.102,2.559,1.036,0.275,0.153,0.014,0.222,0.013,1565,2081,893.3,0.528,0.221,0.166,,,
210524542,04 29 33.021,+15 48 58.17,1,14.626,,,530-008865,04293302+1548581,,STAR,BV,rpm,33.1,4.9,-4.9,5.2,,,15.923,0.04,14.824,0.043,,,,,,,,,,,12.767,0.023,12.286,0.022,12.174,0.022,5386,380,211,4.533,0.055,0.286,-0.286,0.2,0.32,0.806,0.359,0.088,0.834,0.085,0.071,1.522,0.416,0.943,437.1,190.1,52.88,0.431,0.214,0.128,,,
210526118,04 29 43.846,+15 50 25.87,1,11.664,,,530-008874,04294383+1550264,,STAR,gri,rpm,43,8,-166,8,,,13.804,0.08,12.32,0.01,,,13.131,0.07,11.72,0.01,11.036,0.04,,,10.161,0.021,9.476,0.052,9.307,0.045,3880,113,159,4.905,0.09,0.09,-0.117,0.16,0.24,0.374,0.081,0.101,0.413,0.103,0.124,7.286,4.917,2.245,59.08,18.8,23.15,0.07,0.05,0.034,,,
210526155,04 29 44.125,+15 50 27.64,1,12.274,,,530-008875,04294412+1550281,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,10.163,0.047,9.503,0.022,9.347,0.017,4745,143,172,2.46,0.33,0.165,-0.206,0.2,0.32,10.668,1.866,2.94,1.285,0.479,0.319,0.001,0.002,4.05E-04,1435,290.3,326.3,0.534,0.189,0.135,,,
210527150,04 29 10.704,+15 51 24.60,1,13.028,,,530-008847,04291070+1551246,,STAR,gri,rpm,-5.2,3.9,-16.4,2.8,,,15.326,0.07,13.701,0.01,,,14.535,0.05,13.091,0.02,12.382,0.04,,,10.46,0.026,9.674,0.03,9.48,0.018,4927,49,49,2.339,0.02,0.02,-1.139,0.05,0.05,10.506,0.21,0.21,0.878,0.018,0.018,7.59E-04,4.55E-05,4.55E-05,1429,42.88,42.88,1.328,0.001,0.001,,,
210527844,04 30 26.817,+15 52 04.41,1,12.925,,,530-008903,04302681+1552044,,STAR,gri,rpm,-0.4,4.6,-3.2,3.5,,,14.341,0.07,13.304,0.02,,,13.8,0.05,12.955,0.02,12.55,0.03,,,11.226,0.02,10.886,0.027,10.72,0.018,7211,362,634,4.048,0.26,0.12,-0.076,0.21,0.27,2.065,0.185,0.757,1.594,0.099,0.278,0.191,0.369,0.049,625.1,54.02,244.9,1.094,0.239,0.101,,,
210527914,04 29 04.516,+15 52 08.92,1,14.761,,,530-008840,04290451+1552089,,STAR,gri,rpm,26.1,5,-17.3,5,,,16.774,0.12,15.169,0.07,,,15.995,0.08,14.759,0.03,14.233,0.1,,,12.633,0.024,12.102,0.032,11.954,0.018,5544,362,796,4.486,0.13,0.182,-0.187,0.24,0.24,0.857,0.267,0.173,0.854,0.142,0.101,1.226,0.856,0.642,402,148.8,92.81,0.85,0.388,0.443,,,
210529364,04 28 53.231,+15 53 30.84,1,16.325,,,530-008832,04285323+1553306,,STAR,JHK,rpm,2.7,7.2,5.5,6.5,,,,,,,,,,,,,,,,,13.963,0.031,13.238,0.03,13.069,0.032,4439,465,332,4.671,0.1,1.56,-0.12,0.2,0.36,0.628,4.157,0.118,0.684,0.305,0.117,2.777,1.524,2.766,457.2,2972,114.4,0.457,0.468,0.156,,,
210529411,04 28 51.172,+15 53 34.05,1,17.369,,,,04285117+1553340,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.792,0.077,15.316,0.087,15.152,0.134,5704,441,706,4.466,0.162,0.27,-0.34,0.25,0.35,0.876,0.373,0.196,0.858,0.149,0.149,1.164,0.882,0.692,1882,1162,621.4,0.544,0.322,0.161,,,
210529909,04 28 15.016,+15 54 02.15,1,14.034,,,530-008811,04281499+1554025,,STAR,gri,rpm,99,8,-133,8,,,16.526,0.17,14.99,0.01,,,15.79,0.04,14.382,0.03,13.281,0.04,,,11.294,0.023,10.691,0.027,10.434,0.019,3453,83,103,5.044,0.063,0.035,0.019,0.1,0.1,0.229,0.026,0.038,0.221,0.022,0.047,17.48,6.373,2.772,57.73,7.463,19.24,0.061,0.036,0.024,,,
210530506,04 30 17.517,+15 54 36.98,1,12.613,,,530-008896,04301751+1554368,,STAR,gri,rpm,-5.8,2.3,-3.4,3.6,,,13.842,0.08,12.937,0.01,,,13.378,0.04,12.645,0.01,12.285,0.04,,,11.036,0.019,10.711,0.027,10.594,0.019,6436,316,237,3.847,0.39,0.13,-0.029,0.15,0.15,2.355,0.556,1.054,1.611,0.142,0.369,0.103,0.384,0.042,671.5,164.2,291.3,0.67,0.112,0.084,,,
210530576,04 28 52.531,+15 54 41.42,1,17.93,,,,04285253+1554414,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.068,0.078,15.403,0.117,15.327,0.151,4645,929,774,4.644,0.224,0.16,-0.255,0.24,0.32,0.633,0.223,0.243,0.669,0.181,0.254,2.273,4.343,1.107,1254,808.1,629,0.505,0.321,0.146,,,
210530923,04 30 03.446,+15 55 00.92,1,12.328,,,530-008888,04300344+1555008,,STAR,gri,rpm,-7.7,4,-5.1,3.4,,,12.945,0.07,12.43,0.01,,,12.622,0.05,12.319,0.01,12.202,0.03,,,11.253,0.021,11.085,0.025,11.018,0.019,7352,472,295,4.145,0.114,0.171,-0.062,0.12,0.1,1.71,0.474,0.217,1.591,0.173,0.123,0.303,0.13,0.144,645.3,182.2,83.27,0.391,0.155,0.086,,,
210530997,04 28 55.603,+15 55 05.64,1,17.531,,,,04285560+1555056,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.972,0.042,14.15,0.045,13.895,0.05,4268,412,294,4.741,0.09,0.108,-0.096,0.16,0.28,0.524,0.139,0.093,0.606,0.13,0.109,3.534,1.754,1.355,573.8,177.4,135.5,0.625,0.455,0.207,,,
210531078,04 28 59.250,+15 55 10.46,1,15.845,,,530-008836,04285925+1555102,,STAR,gri,rpm,3.5,5,7.9,5.8,,,17.362,0.15,16.277,0.073,,,16.746,0.065,15.856,0.071,15.46,0.108,,,13.896,0.029,13.436,0.03,13.301,0.035,5724,360,360,4.428,0.105,0.441,-0.2,0.2,0.32,0.984,0.751,0.16,0.953,0.152,0.095,0.945,0.485,0.749,946.6,685.6,210.4,0.596,0.203,0.169,,,
210531202,04 28 21.870,+15 55 16.70,1,18.009,,,,04282186+1555166,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.911,0.061,15.34,0.081,15.099,0.125,5081,763,1221,4.604,0.342,0.19,-0.29,0.25,0.35,0.69,0.26,0.349,0.755,0.167,0.367,1.778,6.164,0.937,1503,852.1,991.7,0.515,0.348,0.174,,,
210532367,04 29 08.637,+15 56 23.11,1,14.365,,,530-008843,04290864+1556231,,STAR,gri,rpm,-4.6,4.9,-2.3,5.2,,,16.448,0.04,14.956,0.06,,,15.71,0.03,14.433,0.01,13.789,0.02,,,12.021,0.026,11.352,0.03,11.202,0.02,3908,983,39,4.886,0.02,2.288,-0.079,0.05,0.66,0.402,8.183,0.008,0.456,0.455,0.009,7.01,0.421,7.008,111.6,2410,3.348,0.085,0.778,0.001,,,
210533034,04 28 16.157,+15 57 02.07,1,18.356,,,,04281615+1557020,,STAR,JHK,rpm,6,8,18,3,,,,,,,,,,,,,,,,,16.258,0.092,15.443,0.097,15.446,0.176,4031,475,339,4.858,0.125,0.125,-0.29,0.25,0.4,0.394,0.128,0.113,0.457,0.132,0.158,6.37,6.516,2.829,733.5,361.4,280,0.472,0.225,0.125,,,
210533498,04 28 49.824,+15 57 28.99,1,17.258,,,530-008830,04284977+1557289,,STAR,JHK,rpm,15.5,8.5,-6,8.6,,,,,,,,,,,,,,,,,15.628,0.055,15.114,0.066,14.967,0.116,5390,543,651,4.529,0.138,0.207,-0.34,0.25,0.4,0.79,0.315,0.168,0.812,0.134,0.161,1.459,1.221,0.81,1529,811.1,456.5,0.522,0.324,0.162,,,
210534106,04 28 49.035,+15 58 02.97,1,17.627,,,,04284903+1558029,,STAR,JHK,rpm,13.7,9,1.4,9,,,,,,,,,,,,,,,,,15.422,0.041,14.842,0.064,14.578,0.087,4964,677,1219,4.605,0.34,0.17,-0.236,0.25,0.35,0.681,0.242,0.372,0.734,0.17,0.407,2.171,7.753,1.083,1121,544.6,750.9,0.491,0.42,0.191,,,
210534962,04 28 52.447,+15 58 53.75,1,11.294,,,530-008831,04285243+1558539,,STAR,gri,rpm,106.8,3,-25.9,2.9,,,13.4,0.05,11.96,0.01,,,12.753,0.04,11.368,0.03,10.668,0.05,,,9.152,0.024,8.438,0.038,8.249,0.018,3935,71,166,4.846,0.084,0.02,0,0.06,0.18,0.447,0.009,0.096,0.507,0.01,0.129,5.696,3.106,0.342,52.7,38.55,1.581,0.128,0.014,0.048,,,
210537975,04 28 35.831,+16 01 45.24,1,17.539,,,,04283583+1601452,,STAR,JHK,rpm,10.4,9,1.1,9,,,,,,,,,,,,,,,,,15.509,0.048,14.896,0.063,14.717,0.106,4901,603,965,4.628,0.243,0.135,-0.249,0.25,0.35,0.679,0.194,0.268,0.729,0.16,0.288,2.218,4.481,0.942,1128,476.5,608.4,0.513,0.35,0.159,,,
210538454,04 30 26.563,+16 02 11.05,1,12.992,,,531-008936,04302655+1602110,,STAR,gri,rpm,-3.4,1.9,6.4,6.6,,,14.288,0.09,13.34,0.01,,,13.809,0.04,13.024,0.02,12.642,0.06,,,11.402,0.02,11.052,0.028,10.905,0.02,6338,329,329,3.878,0.329,0.235,-0.037,0.1,0.12,2.008,1.204,0.651,1.439,0.363,0.302,0.125,0.291,0.079,700.6,340.4,265,0.716,0.15,0.15,,,
210538477,04 29 13.783,+16 02 12.39,1,16.222,,,531-008863,04291378+1602125,,STAR,JHK,rpm,7.8,8.2,-25.7,8.1,,,,,17.061,0.103,,,17.709,0.091,,,,,,,14.491,0.029,13.966,0.034,13.793,0.044,5278,470,470,4.567,0.132,0.154,-0.393,0.3,0.48,0.758,0.203,0.16,0.776,0.118,0.165,1.74,1.412,0.779,870.8,271.9,242.3,0.526,0.317,0.238,,,
210538991,04 28 20.944,+16 02 41.57,1,14.737,,,531-008826,04282094+1602415,,STAR,gri,rpm,-1.9,4.9,1,5.1,,,16.229,0.01,15.167,0.02,,,15.74,0.04,14.752,0.02,14.308,0.04,,,12.865,0.024,12.413,0.027,12.254,0.021,6008,381,305,4.015,0.342,0.285,-0.105,0.12,0.24,1.694,0.84,0.649,1.17,0.27,0.193,0.222,0.568,0.145,997.6,471.2,370.5,0.891,0.181,0.155,,,
210539468,04 27 57.716,+16 03 08.69,1,13.856,,,531-008812,,,STAR,BV,,4,19.1,-10.4,10.4,,,15.091,0.06,14.041,0.01,,,14.576,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210539564,04 28 08.464,+16 03 13.86,1,14.283,,,531-008817,04280846+1603138,,STAR,gri,rpm,8.2,4.8,10.9,5.1,,,16.167,0.1,14.788,0.02,,,15.491,0.03,14.284,0.04,13.765,0.02,,,12.137,0.024,11.514,0.025,11.339,0.017,4986,121,182,2.968,0.46,0.552,-0.546,0.3,0.3,5.411,4.149,2.348,0.969,0.241,0.08,0.006,0.03,0.005,1714,1418,691.7,0.762,0.097,0.136,,,
210539757,04 28 17.805,+16 03 24.07,1,14.155,,,531-008824,04281781+1603240,,STAR,gri,rpm,-10.6,4.9,-14.5,5.1,,,15.856,0.05,14.594,0.03,,,15.252,0.02,14.144,0.02,13.685,0.03,,,12.171,0.026,11.591,0.025,11.462,0.019,5010,219,156,3.315,1.128,0.564,-0.561,0.49,0.35,3.488,2.607,2.624,0.912,0.225,0.043,0.023,0.977,0.019,1196,825.8,874.1,0.604,0.141,0.101,,,
210540496,04 30 04.174,+16 04 08.00,1,15.236,,,,04300417+1604079,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.88,0.021,12.327,0.028,11.988,0.022,3554,4245,253,5.001,0.115,0.943,-0.073,0.18,0.12,0.264,1.709,0.085,0.254,1.412,0.101,12.94,12,12.75,93.89,813.2,39.41,0.164,2.53,0.091,,,
210540701,04 29 51.918,+16 04 19.30,1,13.057,,,531-008896,04295191+1604191,,STAR,gri,rpm,2.2,2.1,25.7,2.6,,,14.602,0.03,13.447,0.01,,,14.026,0.03,13.056,0.01,12.641,0.05,,,11.254,0.022,10.794,0.023,10.625,0.018,6080,60,60,4.199,0.128,0.02,-0.362,0.06,0.05,1.307,0.026,0.177,0.985,0.02,0.02,0.442,0.246,0.027,361,10.83,38.36,0.884,0.001,0.042,,,
210540725,04 29 56.145,+16 04 20.37,1,12.544,,,531-008899,04295614+1604202,,STAR,gri,rpm,1.3,3.6,25.2,1.8,,,14.028,0.06,12.925,0.02,,,13.474,0.03,12.552,0.01,12.146,0.061,,,10.791,0.02,10.346,0.025,10.243,0.019,5574,181,316,4.29,0.234,0.546,-0.219,0.12,0.21,1.194,1.115,0.403,0.947,0.29,0.03,0.665,0.787,0.601,322.8,200.2,146.2,0.561,0.092,0.084,,,
210541498,04 28 09.613,+16 05 05.07,1,15.996,,,531-008818,04280961+1605050,,STAR,gri,rpm,4,4.8,0.1,5,,,17.679,0.126,16.343,0.075,,,16.886,0.03,16.088,0.09,15.615,0.01,,,14.37,0.033,13.962,0.03,13.845,0.049,5989,322,322,4.307,0.155,0.279,-0.252,0.2,0.28,1.161,0.505,0.235,1.011,0.175,0.125,0.58,0.577,0.374,1392,592.6,311.5,0.638,0.199,0.166,,,
210542376,04 28 34.734,+16 05 56.57,1,15.723,,,,04283473+1605565,,STAR,JHK,rpm,16,2,20,3,,,,,,,,,,,,,,,,,13.127,0.019,12.331,0.022,12.037,0.021,5421,54,54,3.541,0.02,0.02,-1.172,0.05,0.05,2.617,0.052,0.052,0.866,0.017,0.017,0.048,0.003,0.003,1136,34.07,34.07,2.142,0.001,0.001,,,
210543211,04 30 02.012,+16 06 40.71,1,14.059,,,531-008905,04300201+1606406,,STAR,JHK,rpm,5.5,3.2,-1.2,3.4,,,,,,,,,,,,,,,,,12.113,0.02,11.485,0.025,11.346,0.019,4896,149,149,2.662,0.649,0.295,-0.417,0.25,0.3,7.836,2.832,4.099,1.102,0.242,0.173,0.002,0.014,0.001,2746,840.9,1375,0.552,0.188,0.134,,,
210543594,04 28 25.011,+16 07 00.84,1,16.559,,,531-008829,04282500+1607009,,STAR,JHK,rpm,-38.6,6.7,-6.5,6.4,,,,,,,,,,,,,,,,,14.437,0.03,13.864,0.034,13.618,0.043,3598,207,172,5.021,0.084,0.07,-0.092,0.2,0.28,0.254,0.079,0.06,0.252,0.107,0.076,14.61,8.122,5.22,177.5,74.61,52.53,0.211,0.101,0.072,,,
210544693,04 28 30.878,+16 08 03.47,1,13.643,,,531-008834,04283087+1608035,,STAR,gri,rpm,15.5,4.1,-18.4,4.6,,,15.292,0.01,14.069,0.02,,,14.69,0.05,13.643,0.03,13.195,0.02,,,11.798,0.021,11.248,0.027,11.157,0.021,5057,100,80,3.409,1.16,0.174,-0.531,0.45,0.25,3.121,0.624,2.35,0.919,0.047,0.104,0.029,1.633,0.013,955.3,178.5,719.5,0.555,0.063,0.079,,,
210545454,04 27 42.029,+16 08 45.60,1,15.821,,,531-008802,04274203+1608449,,STAR,JHK,rpm,-22.9,8.7,-19.4,8.6,,,,,,,,,,,,,,,,,13.528,0.026,12.918,0.025,12.657,0.024,3643,195,139,4.977,0.065,0.091,-0.02,0.15,0.15,0.294,0.077,0.061,0.311,0.104,0.086,11.07,5.115,4.052,144.8,48.3,36.22,0.196,0.134,0.084,,,
210545476,04 29 21.091,+16 08 46.93,1,13.812,,,531-008873,04292109+1608468,,STAR,gri,rpm,14.4,5,-40.2,5.3,,,15.563,0.07,14.268,0.02,,,14.946,0.02,13.807,0.01,13.326,0.05,,,11.766,0.026,11.251,0.032,11.088,0.023,5088,973,449,4.574,0.048,0.424,-0.156,0.28,0.16,0.76,0.665,0.062,0.817,0.242,0.055,1.76,0.376,1.397,229.8,235.1,18.28,0.545,0.608,0.304,,,
210545633,04 30 46.796,+16 08 55.31,1,6.435,21053,1265-763-1,531-008957,04304677+1608554,,STAR,BV,plx,97.69,0.54,-22.65,0.36,24.09,0.4,6.927,0.015,6.484,0.01,,,,,,,,,,,5.627,0.023,5.448,0.026,5.383,0.018,6921,311,266,4.251,0.035,0.042,-0.016,0.12,0.12,1.474,0.058,0.047,1.426,0.059,0.071,0.435,0.053,0.056,41.51,1.245,1.245,0,0,0,,,
210546296,04 28 59.771,+16 09 32.75,1,6.491,20916,1265-791-1,531-008851,04285976+1609327,,STAR,BV,plx,88.76,1.04,-23.56,0.63,20.65,0.79,7.121,0.016,6.578,0.01,,,,,,,,,,,5.527,0.026,5.305,0.044,5.22,0.02,6392,313,313,4.111,0.15,0.15,-0.016,0.15,0.15,1.613,0.377,0.306,1.343,0.142,0.171,0.269,0.193,0.112,48.43,1.853,1.853,0.06,0.027,0.017,,,
210546988,04 28 25.956,+16 10 11.25,1,13.584,,,531-008831,04282594+1610112,,STAR,gri,rpm,25.6,10.8,-12.1,5.3,,,15.233,0.05,14.049,0.02,,,14.654,0.03,13.624,0.03,13.125,0.01,,,11.706,0.023,11.257,0.03,11.084,0.022,6019,826,107,4.158,0.084,0.252,-0.066,0.12,0.2,1.426,0.643,0.029,1.081,0.394,0.022,0.37,0.026,0.239,466.5,209,13.99,1.017,0.259,0.022,,,
210547060,04 30 21.686,+16 10 14.56,1,13.383,,,531-008926,04302168+1610144,,STAR,gri,rpm,14.3,2,-25,10.5,,,14.832,0.04,13.743,0.02,,,14.303,0.02,13.376,0.01,12.988,0.01,,,11.636,0.026,11.191,0.027,11.057,0.022,5951,145,398,4.392,0.065,0.416,-0.265,0.3,0.25,1.002,0.869,0.02,0.97,0.193,0.064,0.875,0.202,0.684,336.2,298.5,10.09,0.759,0.074,0.163,,,
210547998,04 30 49.873,+16 11 06.91,1,17.664,,,,04304987+1611069,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.156,0.084,16.074,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210548567,04 30 33.633,+16 11 38.44,1,4.814,21029,1265-1169-1,531-008941,,,STAR,BV,plx,104.56,0.32,-25.9,0.22,23.15,0.31,4.937,0.014,4.761,0.009,,,,,,,,,,,,,,,,,9712,1048,873,4.137,0.09,0.075,-0.015,0.12,0.15,2.144,0.132,0.125,2.352,0.251,0.209,0.233,0.07,0.054,43.2,1.296,1.296,0,0,0,,,
