,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
0,0,0,0,0,0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
1,1,1,1,1,1,246888251,05 10 45.079,+16 38 22.90,1,16.254,,,534-011742,05104508+1638228,6519-301-6-0130-0408,STAR,gri,rpm,-0.8,4,7.3,4.8,,,17.31,0.01,16.548,0.082,,,16.771,0.066,16.364,0.085,16.033,0.136,,,14.708,0.044,14.204,0.044,14.231,0.065,6040,224,269,4.307,0.14,0.28,-0.513,0.3,0.36,1.095,0.414,0.199,0.919,0.126,0.09,0.642,0.537,0.384,1662,654.4,350.9,0.403,0.089,0.074,AAA-222-111-000-0-0,29,
2,2,2,2,2,2,246888253,05 11 28.244,+16 38 23.01,1,14.754,,,534-011844,05112825+1638231,6519-301-6-0131-0498,STAR,gri,,-9.6,4.5,-1.8,5,,,15.715,0.01,15.116,0.21,,,15.27,0.04,14.801,0.05,14.532,0.08,,,13.753,0.045,,,13.528,0.048,,,,,,,,,,,,,,,,,,,,,,,,,AEA-222-111-000-0-0,31.7,
3,3,3,3,3,3,246888285,05 11 12.038,+16 38 24.45,1,16.571,,,534-011806,05111202+1638245,6519-301-6-0131-0273,STAR,JHK,rpm,-10.6,5.1,-15.1,5.2,,,,,,,,,,,,,,,,,15.242,0.05,14.881,0.072,14.734,0.081,5924,312,375,4.423,0.13,0.208,-0.651,0.4,0.4,0.922,0.295,0.166,0.835,0.089,0.074,0.958,0.614,0.524,1726,632.4,395.3,0.485,0.205,0.114,AAA-222-111-000-0-0,14.6,
4,4,4,4,4,4,246888297,05 12 51.804,+16 38 24.83,1,16.375,,,534-012176,05125179+1638249,6514-301-5-0140-0137,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.036,0.038,14.702,0.061,14.521,0.078,6147,313,313,4.295,0.15,0.21,-0.311,0.2,0.32,1.14,0.418,0.228,1.02,0.164,0.164,0.582,0.441,0.318,1983,756.7,468.2,0.533,0.234,0.156,AAA-222-111-000-0-0,19.6,1066-0060019
5,5,5,5,5,5,246888365,05 00 00.526,+16 38 26.93,1,13.798,,,534-010629,05000052+1638269,,STAR,gri,rpm,3.6,5.6,-0.6,6.7,,,15.45,0.01,14.275,0.03,,,14.838,0.02,13.821,0.05,13.353,0.05,,,11.807,0.022,11.203,0.03,11.054,0.02,4921,176,117,2.496,0.72,0.144,-0.531,0.25,0.35,9.487,1.929,5.234,1.076,0.225,0.161,0.001,0.013,3.88E-04,2818,470,1474,0.474,0.123,0.088,AAA-222-111-000-0-0,37.5,
6,6,6,6,6,6,246888385,05 10 18.018,+16 38 27.45,1,12.978,,,534-011680,05101801+1638274,,STAR,gri,rpm,1.1,1.8,-1.7,1.7,,,13.791,0.02,13.221,0.07,,,13.414,0.02,13.011,0.06,12.791,0.07,,,11.803,0.024,11.571,0.03,11.495,0.018,7016,330,275,4.088,0.16,0.256,-0.063,0.1,0.12,1.73,0.752,0.349,1.536,0.231,0.193,0.263,0.215,0.162,805.8,350.4,183.2,0.419,0.118,0.084,AAA-222-111-000-0-0,19.3,
7,7,7,7,7,7,246888410,05 11 36.509,+16 38 28.05,1,11.965,,1282-429-1,534-011864,05113651+1638280,,STAR,gri,rpm,4.2,2.3,-6.5,2.5,,,12.757,0.295,12.283,0.244,,,12.297,0.02,11.963,0.04,11.823,0.03,,,10.9,0.027,10.66,0.03,10.626,0.02,6998,276,220,4.136,0.115,0.322,-0.033,0.08,0.08,1.73,0.916,0.308,1.529,0.298,0.137,0.289,0.186,0.199,533.1,301,90.71,0.328,0.106,0.058,AAA-222-111-000-0-0,22.2,
8,8,8,8,8,8,246888446,05 13 28.982,+16 38 29.61,1,15.496,,,534-012333,05132898+1638297,6519-301-5-0134-0232,STAR,gri,rpm,-0.7,4,-1.4,4.7,,,16.334,0.05,15.706,0.12,,,16.022,0.02,15.481,0.04,15.27,0.01,,,14.2,0.029,13.899,0.036,13.777,0.042,6397,268,214,4.21,0.12,0.192,-0.283,0.18,0.27,1.371,0.369,0.215,1.157,0.187,0.187,0.395,0.217,0.181,1777,530.2,302.3,0.427,0.095,0.068,AAA-222-111-000-0-0,19.1,
9,9,9,9,9,9,246888503,05 13 31.836,+16 38 30.99,1,17.157,,,534-012339,05133183+1638310,,STAR,BV,rpm,0.3,5.8,-13.4,6.8,,,17.035,0.1,17.037,0.101,,,,,,,,,,,14.65,0.033,14.338,0.046,14.23,0.051,6176,308,256,4.28,0.13,0.182,-0.356,0.25,0.4,1.193,0.32,0.214,0.999,0.192,0.16,0.568,0.364,0.284,1739,559.7,360.8,0.482,0.16,0.12,AAA-222-111-000-0-0,10.9,
10,10,10,10,10,10,246888506,05 12 06.920,+16 38 31.06,1,12.529,,1283-1033-1,534-011959,05120688+1638311,,STAR,gri,rpm,4.2,2.9,-5.2,2.9,,,12.552,0.297,11.603,0.164,,,12.721,0.031,12.465,0.041,12.422,0.061,,,11.515,0.022,11.3,0.016,11.206,0.017,7350,425,354,4.122,0.125,0.2,-0.112,0.15,0.12,1.746,0.598,0.294,1.569,0.25,0.139,0.261,0.167,0.143,773.4,234,133.1,0.371,0.109,0.078,AAA-222-111-000-0-0,18.2,
11,11,11,11,11,11,246888508,05 12 10.674,+16 38 31.10,1,12.168,,,534-011975,05121067+1638310,,STAR,gri,rpm,-2.1,1.7,-1,2.3,,,13.574,0.03,12.621,0.15,,,13.034,0.02,12.208,0.05,11.797,0.04,,,10.453,0.022,9.908,0.016,9.778,0.018,5094,146,125,2.409,0.048,0.04,-0.739,0.24,0.4,10.552,0.221,0.759,0.978,0.124,0.048,8.74E-04,2.01E-04,6.95E-05,1762,52.87,140.2,0.409,0.031,0.106,AAA-222-111-000-0-0,23.7,
12,12,12,12,12,12,246888527,05 12 57.493,+16 38 31.81,1,17.18,,,,05125749+1638318,6514-301-5-0140-1148,STAR,gri,rpm,-2,3,-6,3,,,,,,,19.744,0.032,17.955,0.006,17.165,0.005,16.848,0.006,16.667,0.009,15.718,0.076,15.136,0.108,15.398,0.192,5824,322,322,4.453,0.095,0.266,-0.504,0.25,0.35,0.897,0.364,0.14,0.865,0.123,0.088,1.075,0.497,0.675,2088,944,390.8,0.518,0.149,0.124,AAC-222-111-000-0-0,22.6,
13,13,13,13,13,13,246888549,05 12 41.212,+16 38 32.54,1,16.077,,,534-012124,05124119+1638322,6514-301-5-0139-1067,STAR,JHK,rpm,4.5,18.5,3,18.6,,,,,,,,,,,,,,,,,14.528,0.036,14.146,0.05,13.9,0.055,6094,308,369,4.298,0.165,0.264,-0.263,0.2,0.32,1.188,0.484,0.257,1.035,0.183,0.153,0.574,0.482,0.357,1568,634.5,386.6,0.618,0.285,0.178,AAA-222-111-000-0-0,36.8,
14,14,14,14,14,14,246888602,05 12 19.138,+16 38 34.36,1,13.173,,,534-012004,05121913+1638343,,STAR,gri,rpm,2.9,4.5,-2.3,3.7,,,13.555,0.03,13.206,0.08,,,13.27,0.03,13.141,0.01,13.093,0.09,,,12.306,0.022,12.139,0.016,12.076,0.018,8359,608,405,4.106,0.115,0.115,-0.179,0.14,0.08,2.005,0.368,0.358,1.884,0.195,0.234,0.228,0.125,0.081,1352,257,243.9,0.412,0.104,0.087,AAA-222-111-000-0-0,24.7,
15,15,15,15,15,15,246888674,05 01 39.171,+16 38 36.47,1,12.599,,1281-609-1,534-010807,05013917+1638365,,STAR,BV,rpm,3.9,2.9,-3.2,3.1,,,12.559,0.221,12.502,0.234,,,,,,,,,,,11.471,0.022,11.284,0.017,11.196,0.019,7447,548,456,4.103,0.135,0.243,-0.056,0.1,0.12,1.854,0.729,0.347,1.671,0.275,0.207,0.231,0.152,0.128,763.7,287.1,155.7,0.494,0.192,0.137,AAA-222-111-000-0-0,14.9,
16,16,16,16,16,16,246888694,05 12 59.027,+16 38 37.38,1,15.459,,,534-012213,05125902+1638373,6514-301-5-0140-0259,STAR,gri,rpm,-4.1,3.9,2.5,4.9,,,16.315,0.11,15.729,0.07,,,16.008,0.01,15.51,0.05,15.223,0.17,,,14.289,0.036,14.077,0.041,13.812,0.054,6884,819,455,4.184,0.095,0.152,-0.223,0.12,0.15,1.557,0.407,0.238,1.332,0.285,0.203,0.34,0.157,0.14,2208,592.4,396.7,0.5,0.238,0.143,AAA-222-111-000-0-0,12.3,
17,17,17,17,17,17,246888761,05 12 46.836,+16 38 39.58,1,12.851,,,534-012149,05124683+1638395,,STAR,gri,rpm,-1.2,2.3,-2.5,1.6,,,13.346,0.04,12.906,0.03,,,13.04,0.01,12.788,0.06,12.637,0.03,,,11.844,0.023,11.663,0.025,11.648,0.023,7409,405,347,4.108,0.115,0.276,-0.068,0.12,0.12,1.776,0.89,0.24,1.639,0.248,0.138,0.256,0.127,0.166,917.9,426.1,134.8,0.366,0.104,0.065,AAA-222-111-000-0-0,9.4,
18,18,18,18,18,18,246888796,05 13 31.549,+16 38 41.12,1,17.051,,,,05133154+1638411,,STAR,JHK,rpm,10.4,9,-4.1,9,,,,,,,,,,,,,,,,,15.652,0.061,15.034,0.077,15.099,0.116,4936,611,611,4.591,0.13,0.156,-0.29,0.25,0.35,0.714,0.204,0.186,0.746,0.143,0.172,1.901,1.403,0.922,1259,569.3,454.4,0.491,0.266,0.133,AAB-222-221-ccc-0-0,5.5,1066-0060396
19,19,19,19,19,19,246888849,04 46 22.149,+16 38 42.80,1,10.968,,,534-009757,04462214+1638428,,STAR,gri,rpm,3.7,1.9,-3.1,3,,,14.404,0.02,12.21,0.04,,,13.335,0.01,11.374,0.06,9.954,0.03,,,7.33,0.023,6.267,0.017,5.913,0.016,3503,42,42,0.334,0.228,0.304,-0.231,0.2,0.28,120.038,37.766,24.469,1.176,0.272,0.163,6.75E-07,5.39E-07,4.40E-07,2779,784.6,611.8,0.622,0.094,0.094,AAA-111-111-000-0-0,32.2,
20,20,20,20,20,20,246888865,04 39 59.728,+16 38 43.34,1,10.69,,1266-1238-1,534-009447,04395973+1638433,,STAR,gri,rpm,-3.6,2.1,-2.8,2.1,,,11.985,0.233,10.945,0.109,,,11.317,0.01,10.703,0.01,10.421,0.04,,,9.337,0.02,9.059,0.022,8.916,0.018,6736,160,120,3.794,0.048,0.128,-0.025,0.14,0.06,2.8,0.712,0.252,1.792,0.241,0.134,0.077,0.02,0.029,413,64.48,65.99,0.599,0.06,0.042,AAA-222-111-000-0-0,12.7,
21,21,21,21,21,21,246888894,05 12 17.555,+16 38 44.09,1,10.79,,1283-1047-1,534-011996,05121756+1638440,,STAR,gri,rpm,2.2,1.9,-4.4,2,,,11.958,0.164,11.175,0.105,,,11.69,0.04,10.877,0.08,10.404,0.05,,,9.038,0.021,8.408,0.031,8.254,0.018,4888,102,102,2.455,0.368,0.138,-0.347,0.25,0.3,10.623,1.269,2.146,1.176,0.824,0.242,9.37E-04,0.002,2.81E-04,892.1,120.4,144.9,0.399,0.069,0.069,AAA-212-111-000-0-0,24.7,
22,22,22,22,22,22,246888903,05 13 31.842,+16 38 44.52,1,14,,,534-012340,05133184+1638445,,STAR,gri,rpm,-1.5,1.8,-2.1,3.5,,,14.423,0.04,14.031,0.06,,,14.142,0.02,13.952,0.07,13.795,0.04,,,13.046,0.025,12.834,0.027,12.745,0.025,7408,495,354,4.1,0.115,0.138,-0.129,0.1,0.12,1.811,0.38,0.266,1.581,0.207,0.148,0.256,0.14,0.104,1566,286.7,242.3,0.419,0.13,0.086,AAA-222-221-cc0-0-0,5.5,
23,23,23,23,23,23,246888905,05 11 58.926,+16 38 44.62,1,16.743,,,,05115892+1638446,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.201,0.046,14.58,0.066,14.576,0.076,4971,517,517,4.606,0.11,0.154,-0.231,0.2,0.36,0.723,0.275,0.149,0.756,0.145,0.145,1.908,1.151,1.011,1070,585.5,326.2,0.483,0.27,0.135,AAA-222-111-000-0-0,27.3,1066-0059520
24,24,24,24,24,24,246888938,05 12 43.574,+16 38 45.60,1,16.286,,,534-012131,05124358+1638456,6514-301-5-0139-1133,STAR,gri,rpm,-2.9,4.8,-3.9,5.4,,,16.891,0.12,16.331,0.15,,,16.481,0.04,16.221,0.01,15.979,0.14,,,15.103,0.038,14.825,0.073,14.797,0.111,7424,524,374,4.122,0.14,0.252,-0.336,0.09,0.21,1.674,0.6,0.329,1.44,0.206,0.206,0.278,0.205,0.163,3793,1460,644,0.405,0.082,0.115,AAB-222-111-000-0-0,33.6,
25,25,25,25,25,25,246888973,05 06 25.364,+16 38 46.99,1,12.359,,,534-011237,05062536+1638469,,STAR,gri,rpm,-2.7,2.8,-8.9,3.3,,,14.059,0.03,12.846,0.08,,,13.436,0.03,12.356,0.01,11.897,0.04,,,10.352,0.027,9.74,0.032,9.609,0.022,4841,148,118,2.436,0.432,0.135,-0.527,0.3,0.42,10.014,1.336,3.554,1.005,0.274,0.124,0.001,0.004,4.01E-04,1469,209.9,560.9,0.472,0.099,0.062,AAA-222-111-000-0-0,35.7,
26,26,26,26,26,26,246889051,05 10 34.964,+16 38 49.59,1,16.163,,,534-011721,05103495+1638497,6519-301-6-0130-0353,STAR,JHK,rpm,-15.4,5.6,-9.5,6.7,,,,,,,,,,,,,,,,,14.973,0.05,14.584,0.075,14.574,0.083,5895,297,415,4.414,0.13,0.234,-0.506,0.35,0.42,0.965,0.325,0.181,0.852,0.138,0.086,0.916,0.744,0.501,1519,585.4,361.3,0.487,0.196,0.109,AAA-222-111-000-0-0,4.8,
27,27,27,27,27,27,246889168,05 10 34.040,+16 38 53.71,1,15.598,,,534-011718,05103403+1638537,6519-301-6-0130-0348,STAR,JHK,rpm,-1.1,3.9,-4.7,4.8,,,,,,,,,,,,,,,,,14.36,0.027,13.915,0.045,13.921,0.046,5849,318,381,4.405,0.115,0.345,-0.252,0.2,0.28,1.024,0.552,0.199,0.971,0.137,0.117,0.888,0.487,0.627,1258,661.7,263.2,0.479,0.182,0.114,AAA-222-111-000-0-0,13.8,
28,28,28,28,28,28,246889180,05 01 13.008,+16 38 54.21,1,16.17,,,534-010754,05011300+1638542,,STAR,gri,rpm,84.2,5.7,-44.5,7,,,17.334,0.12,16.509,0.08,,,16.99,0.02,16.107,0.11,15.818,0.19,,,14.432,0.027,13.885,0.032,13.78,0.045,5477,347,347,4.629,0.116,0.02,-1.691,0.9,0.09,0.655,0.013,0.109,0.674,0.013,0.065,2.382,1.341,0.143,705.4,21.16,77.29,0.769,0.003,0.323,AAA-222-111-000-0-0,23.3,
29,29,29,29,29,29,246889237,05 12 33.230,+16 38 55.79,1,15.476,,,534-012069,05123322+1638558,,STAR,gri,rpm,5.4,3.9,-4.2,4.8,,,16.462,0.03,15.645,0.04,,,15.978,0.03,15.395,0.05,15.261,0.21,,,14.136,0.032,13.79,0.035,13.676,0.047,6221,226,188,4.243,0.125,0.2,-0.32,0.2,0.32,1.269,0.358,0.206,1.056,0.145,0.145,0.478,0.341,0.245,1510,405.1,271.3,0.411,0.099,0.071,AAA-222-111-000-0-0,21.7,
30,30,30,30,30,30,246889264,05 01 32.256,+16 38 56.71,1,12.667,,,534-010793,05013225+1638567,,STAR,gri,rpm,-4.1,2.8,-17.4,3.5,,,13.608,0.02,12.897,0.04,,,13.242,0.032,12.602,0.041,12.421,0.061,,,11.351,0.022,10.984,0.021,10.918,0.02,5934,244,174,4.355,0.115,0.276,-0.054,0.12,0.24,1.102,0.455,0.175,1.061,0.116,0.099,0.711,0.377,0.455,361.8,142.2,67.71,0.347,0.096,0.08,AAA-222-111-000-0-0,17.4,
31,31,31,31,31,31,246889292,04 52 26.365,+16 38 57.94,1,16.731,,,,04522636+1638579,,STAR,JHK,rpm,-20,2,64,8,,,,,,,,,,,,,,,,,15.64,0.059,14.896,0.065,15.317,0.181,4013,257,463,4.996,0.12,0.1,-0.629,0.35,0.42,0.286,0.091,0.092,0.296,0.141,0.141,11.43,12.18,4.622,396.9,153.5,161.7,0.38,0.152,0.127,AAC-222-111-000-0-0,7.9,1066-0052454
32,32,32,32,32,32,246889335,05 12 14.431,+16 38 59.12,1,16.617,,,534-011988,05121443+1638593,,STAR,JHK,rpm,-3.1,7.1,-5.1,5.9,,,,,,,,,,,,,,,,,15.204,0.051,14.875,0.069,14.643,0.086,6063,313,313,4.306,0.145,0.203,-0.351,0.24,0.32,1.134,0.344,0.225,0.995,0.17,0.146,0.621,0.471,0.339,2124,676.1,512.9,0.525,0.252,0.14,AAA-222-111-s0s-0-0,26.6,
33,33,33,33,33,33,246889351,04 47 35.948,+16 38 59.78,1,14.503,,,534-009814,04473594+1638599,,STAR,gri,rpm,13.1,5.1,-3.2,4,,,16.12,0.02,14.913,0.02,,,15.523,0.02,14.522,0.04,14.065,0.07,,,12.549,0.02,12.064,0.024,11.926,0.021,5608,401,401,4.101,0.432,0.36,-0.187,0.2,0.36,1.451,0.832,0.596,0.991,0.146,0.122,0.286,0.902,0.217,754.2,291.7,335.5,0.716,0.184,0.221,AAA-222-111-000-0-0,17.7,
34,34,34,34,34,34,246889376,05 05 55.383,+16 39 00.48,1,12.764,,,534-011187,05055538+1639004,,STAR,gri,rpm,2.1,2.8,-6.5,3.4,,,13.757,0.04,13.159,0.25,,,13.366,0.02,12.773,0.01,12.506,0.03,,,11.405,0.026,11.102,0.031,10.979,0.022,6425,471,336,4.102,0.22,0.308,-0.082,0.12,0.18,1.642,0.847,0.422,1.346,0.256,0.256,0.25,0.297,0.166,585.8,307.8,152.5,0.466,0.184,0.102,AAA-222-111-000-0-0,8.8,
35,35,35,35,35,35,246889402,05 00 12.235,+16 39 01.76,1,14.74,,,534-010650,05001223+1639017,,STAR,gri,rpm,2.8,5.4,0.7,6.7,,,16.461,0.04,15.222,0.08,,,15.813,0.01,14.761,0.05,14.28,0.04,,,12.756,0.024,12.201,0.04,12.009,0.023,5046,271,169,3.014,0.595,0.714,-0.531,0.35,0.35,4.618,5.42,2.2,1.042,0.234,0.146,0.009,0.056,0.008,2173,2272,976.1,0.556,0.173,0.108,AAA-222-111-000-0-0,8.5,
36,36,36,36,36,36,246889419,04 33 01.795,+16 39 02.39,1,11.446,,1266-1176-1,534-009093,04330179+1639023,,STAR,gri,rpm,3.7,2.4,-0.5,2.6,,,12.716,0.301,11.903,0.197,,,11.993,0.02,11.425,0.01,11.212,0.03,,,10.124,0.021,9.855,0.022,9.762,0.017,6518,197,237,3.674,0.238,0.102,-0.025,0.12,0.06,3.103,0.58,0.962,1.811,0.166,0.36,0.053,0.082,0.018,618.1,116.5,195.4,0.483,0.052,0.103,AAA-222-111-000-0-0,47.5,
37,37,37,37,37,37,246889429,05 10 49.716,+16 39 02.88,1,14.236,,,534-011757,05104971+1639029,6519-301-6-0130-0496,STAR,gri,rpm,-3.4,1.6,-0.3,2.3,,,14.656,0.03,14.264,0.03,,,14.367,0.01,14.193,0.05,14.076,0.07,,,13.277,0.024,13.114,0.035,13.028,0.027,8220,470,564,4.121,0.11,0.132,-0.182,0.12,0.12,1.849,0.304,0.261,1.755,0.169,0.141,0.254,0.131,0.086,1928,360.3,303.6,0.45,0.107,0.125,AAA-222-111-000-0-0,38.9,
38,38,38,38,38,38,246889437,04 41 47.760,+16 39 02.99,1,11.723,,1267-268-1,534-009532,04414778+1639029,,STAR,gri,rpm,4.8,5.3,-1.2,5.4,,,12.099,0.202,11.96,0.267,,,12.468,0.02,11.735,0.02,11.404,0.06,,,10.213,0.024,9.921,0.023,9.798,0.021,6608,340,340,3.759,0.33,0.15,-0.009,0.06,0.12,2.847,0.812,0.942,1.849,0.138,0.469,0.066,0.158,0.026,576,140.9,204.1,0.711,0.146,0.127,AAA-222-111-000-0-0,5.4,1066-0049658
39,39,39,39,39,39,246889455,05 12 06.065,+16 39 03.68,1,9.007,,1283-1086-1,534-011953,05120606+1639036,,STAR,gri,rpm,-0.3,1.4,-1.1,1.3,,,10.783,0.066,9.366,0.025,,,10.229,0.07,9.167,0.23,8.483,0.04,,,6.882,0.018,6.212,0.016,6.079,0.02,4567,163,108,2.188,0.258,0.387,-0.1,0.15,0.21,18.389,11.933,7.237,1.772,1.415,0.707,2.80E-04,5.43E-04,2.00E-04,522,350.7,181.9,0.386,0.176,0.11,AAA-111-111-000-0-0,28.8,
40,40,40,40,40,40,246889472,04 52 35.243,+16 39 04.08,1,14.873,,,534-010118,04523524+1639040,,STAR,gri,rpm,2.2,3.3,-4.9,3.7,,,16.688,0.11,15.364,0.06,,,16.08,0.04,14.902,0.02,14.355,0.01,,,12.74,0.025,12.189,0.022,12.04,0.02,5591,514,428,3.727,0.43,1.29,-0.492,0.35,0.49,2.234,6.418,1.099,1.002,0.229,0.127,0.067,0.368,0.066,1082,2587,494.3,1.055,0.193,0.193,AAA-222-111-000-0-0,36.7,
41,41,41,41,41,41,246889537,05 10 26.879,+16 39 06.25,1,16.295,,,534-011702,05102688+1639063,6519-301-6-0130-0283,STAR,BV,rpm,0.5,4.9,-0.1,5,,,17.087,0.05,16.426,0.16,,,,,,,,,,,14.804,0.045,14.467,0.063,14.427,0.067,6124,301,301,4.286,0.15,0.24,-0.263,0.2,0.28,1.213,0.44,0.241,1.033,0.158,0.132,0.545,0.424,0.302,1912,729.9,451.6,0.484,0.203,0.113,AAA-222-111-000-0-0,12.9,
42,42,42,42,42,42,246889549,05 15 11.082,+16 39 06.58,1,12.025,,,534-012633,05151108+1639065,,STAR,gri,apo,-4.4,1.5,-3.8,2.2,,,14.024,0.02,12.549,0.01,,,13.304,0.02,12.049,0.03,11.477,0.05,,,9.765,0.021,9.015,0.018,8.803,0.017,4264,85,102,1.51,0.115,0.138,-0.467,0.12,0.12,30.319,5.467,4.632,1.075,0.157,0.112,3.99E-05,1.98E-05,1.53E-05,2743,435.6,375.9,0.592,0.29,0.181,AAA-222-111-000-0-0,22.7,
43,43,43,43,43,43,246889583,04 41 31.337,+16 39 07.82,1,14.977,,,534-009521,04413133+1639078,,STAR,gri,rpm,17.8,4.1,-9.3,4.5,,,16.922,0.17,15.501,0.03,,,16.229,0.05,14.979,0.01,14.441,0.11,,,12.739,0.024,12.094,0.022,11.952,0.02,4487,290,290,4.677,0.098,0.084,-0.107,0.16,0.28,0.619,0.118,0.114,0.694,0.107,0.128,2.641,1.545,0.771,274.1,62.19,65.41,0.358,0.238,0.17,AAA-222-111-000-0-0,55,
44,44,44,44,44,44,246889607,05 13 00.101,+16 39 08.61,1,16.583,,,534-012221,05130009+1639092,6514-301-5-0140-0357,STAR,BV,rpm,1.6,6.4,-14.3,5.2,,,17.507,0.16,16.75,0.089,,,,,,,,,,,14.894,0.041,14.474,0.054,14.443,0.078,5837,345,414,4.409,0.115,0.253,-0.444,0.3,0.42,0.967,0.336,0.164,0.885,0.126,0.09,0.938,0.531,0.556,1513,616.4,327.7,0.503,0.203,0.113,AAA-222-111-000-0-0,24.3,
45,45,45,45,45,45,246889637,05 12 02.701,+16 39 09.65,1,12.909,,,534-011936,05120270+1639096,,STAR,gri,rpm,-7.8,2.4,-3.3,2.3,,,14.362,0.01,13.338,0.1,,,13.813,0.03,12.889,0.041,12.521,0.061,,,11.173,0.022,10.607,0.018,10.458,0.017,5037,180,120,2.694,0.65,0.3,-0.637,0.36,0.3,7.593,2.528,3.891,0.969,0.342,0.078,0.002,0.019,0.001,1704,523.8,832.1,0.439,0.103,0.103,AAA-222-111-000-0-0,22.6,
46,46,46,46,46,46,246889639,05 11 12.426,+16 39 09.78,1,12.68,,,534-011807,05111242+1639097,,STAR,gri,rpm,3,7.2,-5.8,2.7,,,13.37,0.02,12.875,0.1,,,13.03,0.01,12.68,0.11,12.53,0.14,,,11.519,0.024,11.277,0.03,11.226,0.02,6881,345,345,4.13,0.156,0.208,-0.052,0.12,0.12,1.623,0.589,0.285,1.455,0.212,0.181,0.292,0.187,0.16,651.5,236.3,129.2,0.368,0.103,0.086,AAA-222-111-000-0-0,18.5,
47,47,47,47,47,47,246889722,05 12 35.694,+16 39 12.57,1,16.707,,,534-012079,05123568+1639126,6514-301-5-0139-1757,STAR,JHK,rpm,4.9,5.4,10.1,5.7,,,,,,,,,,,,,,,,,15.421,0.06,14.939,0.079,14.944,0.134,5687,434,608,4.477,0.11,0.242,-0.386,0.25,0.35,0.873,0.379,0.158,0.866,0.133,0.111,1.197,0.7,0.72,1626,838.5,417.9,0.519,0.274,0.137,AAB-222-111-000-0-0,17.8,
48,48,48,48,48,48,246889804,05 09 08.689,+16 39 15.31,1,15.09,,,534-011529,05090868+1639152,6514-301-6-0135-0070,STAR,BV,rpm,-37.2,5.5,-5.8,6.7,,,15.878,0.04,15.22,0.049,,,15.544,0.045,,,,,,,14.003,0.024,13.7,0.043,13.704,0.039,6246,189,302,4.36,0.13,0.286,-1.152,0.42,0.56,0.984,0.318,0.186,0.795,0.044,0.025,0.816,0.477,0.491,1060,433.3,166.9,0.418,0.11,0.083,AAA-222-111-000-0-0,9.4,
49,49,49,49,49,49,246889824,05 13 39.675,+16 39 16.21,1,12.186,,,534-012375,05133967+1639162,,STAR,JHK,rpm,-2.6,3,0.3,4.7,,,,,,,,,,,,,,,,,10.584,0.022,10.061,0.02,9.934,0.017,5001,122,122,2.738,0.258,0.344,-0.321,0.25,0.4,9.51,1.141,3.689,1.298,0.882,0.368,0.002,0.004,0.001,1700,164,627.5,0.422,0.102,0.073,AAA-222-111-000-0-0,10.4,
50,50,50,50,50,50,246889877,04 48 29.515,+16 39 17.97,1,11.171,,,534-009869,04482952+1639181,,STAR,gri,rpm,9.9,1.9,-36.9,3,,,12.301,0.01,11.49,0.05,,,11.871,0.01,11.2,0.04,10.871,0.06,,,9.684,0.027,9.321,0.026,9.188,0.021,5953,242,291,4.301,0.156,0.416,-0.252,0.25,0.3,1.066,0.919,0.089,1.018,0.121,0.121,0.696,0.387,0.548,182.7,103.1,36.64,0.38,0.069,0.124,AAA-222-111-s0s-0-0,24.1,
51,51,51,51,51,51,246889908,05 13 02.248,+16 39 19.17,1,12,,,534-012228,05130224+1639190,,STAR,gri,rpm,-1,1.4,-2.7,2,,,13.485,0.042,12.527,0.19,,,12.877,0.04,12.044,0.04,11.625,0.03,,,10.255,0.023,9.784,0.026,9.591,0.018,5247,704,160,2.47,1.141,0.035,-0.806,0.76,0.2,9.152,0.86,5.682,0.951,0.89,0.063,0.001,0.044,1.94E-04,1373,164.7,739.8,0.497,0.183,0.131,AAA-222-111-000-0-0,31.7,
52,52,52,52,52,52,246889963,05 12 04.044,+16 39 21.42,1,14.338,,,534-011940,05120404+1639214,,STAR,BV,rpm,-7.3,5.9,-0.3,3.8,,,14.871,0.01,14.398,0.01,,,,,,,,,,,13.418,0.024,13.244,0.021,13.152,0.025,7457,628,448,4.151,0.1,0.16,-0.142,0.12,0.12,1.704,0.469,0.24,1.591,0.233,0.174,0.295,0.132,0.132,1753,443.7,260.9,0.517,0.22,0.122,AAA-222-111-000-0-0,8.9,
