,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
0,0,0,0,0,0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
717,717,717,717,717,717,246916957,05 10 31.595,+16 55 04.21,1,12.921,,,535-011935,05103159+1655041,,STAR,gri,rpm,6.9,1.6,-5.6,2.3,,,13.905,0.01,13.16,0.06,,,13.498,0.02,12.918,0.08,12.674,0.07,,,11.966,0.044,11.629,0.051,11.588,0.042,6248,296,246,4.203,0.16,0.224,-0.104,0.15,0.24,1.412,0.439,0.335,1.194,0.171,0.171,0.393,0.314,0.22,628.2,225.5,141.7,0.401,0.118,0.084,AAA-222-111-000-0-0,5.7,
718,718,718,718,718,718,246917040,05 10 54.991,+16 55 07.30,1,13.081,,,535-011986,05105499+1655073,,STAR,gri,rpm,10,2.1,-14.3,1.9,,,14.392,0.01,13.433,0.06,,,13.882,0.03,13.078,0.04,12.738,0.08,,,11.434,0.027,10.902,0.033,10.8,0.024,5174,213,152,4.549,0.055,1.166,-0.19,0.2,0.52,0.836,2.417,0.108,0.877,0.114,0.065,1.461,0.492,1.437,254.8,631.2,42.48,0.272,0.13,0.101,AAA-222-111-000-0-0,24,
719,719,719,719,719,719,246917041,04 44 45.478,+16 55 07.31,1,15.089,,,535-009815,04444547+1655076,,STAR,JHK,rpm,15.1,4.4,-74.8,4.7,,,,,,,,,,,,,,,,,12.484,0.027,11.609,0.025,11.391,0.018,4280,370,231,4.736,0.114,0.133,-0.065,0.15,0.33,0.525,0.18,0.104,0.595,0.133,0.114,3.692,2.296,1.755,198.9,90.85,18.75,0.775,0.499,0.277,AAA-222-111-000-0-0,7.3,
720,720,720,720,720,720,246917069,05 14 13.769,+16 55 08.10,1,15.882,,,535-012541,05141377+1655081,6514-301-5-0142-0559,STAR,BV,rpm,-15.3,3.8,-5.3,4.7,,,16.846,0.09,16.06,0.06,,,16.505,0.08,,,,,,,14.445,0.027,14.062,0.038,13.988,0.052,5980,236,283,4.362,0.125,0.2,-0.592,0.4,0.4,1.002,0.287,0.165,0.869,0.09,0.075,0.778,0.455,0.406,1294,446.6,247,0.467,0.14,0.1,AAA-222-111-000-0-0,17.9,
721,721,721,721,721,721,246917482,04 48 31.254,+16 55 21.77,1,12.872,,,535-009971,04483125+1655217,,STAR,gri,rpm,9.2,1.6,-4.6,2.6,,,13.878,0.02,13.113,0.02,,,13.485,0.02,12.871,0.02,12.609,0.03,,,11.497,0.026,11.159,0.022,11.071,0.02,6182,269,192,4.149,0.204,0.238,-0.142,0.15,0.27,1.457,0.512,0.323,1.165,0.208,0.174,0.331,0.386,0.178,514.9,192.6,119.8,0.404,0.116,0.083,AAA-222-111-000-0-0,28.3,
722,722,722,722,722,722,246917659,05 09 51.533,+16 55 28.17,1,14.339,,,535-011843,05095153+1655280,,STAR,gri,rpm,-8.1,6.2,-46.2,21.6,,,16.18,0.11,14.91,0.07,,,15.587,0.03,14.396,0.17,13.805,0.14,,,12.204,0.026,11.537,0.03,11.358,0.02,4681,240,576,3.437,1.309,1.122,-0.251,0.25,0.3,3.092,6.267,2.671,0.843,0.406,0.339,0.018,5.943,0.017,959.8,2313,835.6,0.5,0.273,0.328,AAA-222-111-000-0-0,9.4,
723,723,723,723,723,723,246917738,05 11 13.370,+16 55 30.85,1,12.483,,,535-012021,05111337+1655308,,STAR,gri,rpm,3.4,2.2,-1.2,1.7,,,13.204,0.01,12.675,0.05,,,12.884,0.02,12.483,0.041,12.311,0.061,,,11.392,0.024,11.136,0.032,11.032,0.02,6905,388,277,4.071,0.18,0.252,-0.057,0.1,0.08,1.755,0.787,0.408,1.508,0.303,0.152,0.239,0.221,0.143,677.1,310.2,159.9,0.393,0.12,0.075,AAA-222-111-000-0-0,17.2,
724,724,724,724,724,724,246917833,05 10 49.355,+16 55 34.05,1,13.696,,,535-011975,05104935+1655339,,STAR,gri,rpm,0.3,1.7,-5.4,1.9,,,14.134,0.02,13.741,0.02,,,13.861,0.02,13.642,0.05,13.671,0.08,,,12.768,0.026,12.683,0.03,12.538,0.022,8365,663,414,4.169,0.095,0.133,-0.172,0.15,0.15,1.808,0.365,0.222,1.838,0.201,0.168,0.292,0.12,0.112,1534,306.9,216.3,0.484,0.13,0.093,AAA-222-111-000-0-0,38.3,
725,725,725,725,725,725,246917914,05 09 27.371,+16 55 36.81,1,12.549,,,535-011774,05092736+1655367,,STAR,gri,rpm,17.6,1.5,-10.2,2.2,,,13.541,0.03,12.777,0.01,,,13.124,0.03,12.561,0.01,12.302,0.07,,,11.346,0.021,11.015,0.03,10.952,0.018,6163,224,224,4.259,0.132,0.154,-0.171,0.2,0.28,1.255,0.264,0.184,1.081,0.113,0.136,0.514,0.32,0.222,428.9,80.15,67.53,0.333,0.08,0.096,AAA-222-111-000-0-0,38.8,
726,726,726,726,726,726,246917989,05 06 25.735,+16 55 39.69,1,15.866,,,535-011401,05062572+1655397,,STAR,gri,rpm,1.2,5.2,-0.2,6.4,,,16.45,0.079,15.898,0.062,,,16.39,0.52,16.017,0.34,15.641,0.26,,,14.916,0.036,14.486,0.054,14.648,0.078,5949,274,384,4.362,0.13,0.286,-0.296,0.2,0.28,1.046,0.454,0.19,0.962,0.148,0.105,0.752,0.481,0.472,1684,740.2,385.9,0.472,0.165,0.103,AAA-222-111-000-0-0,26.8,
727,727,727,727,727,727,246918085,04 36 21.453,+16 55 43.23,1,14.179,,,535-009464,04362143+1655431,,STAR,gri,,18.3,6,20.4,3.7,,,15.679,0.04,14.584,0.02,,,15.145,0.03,14.217,0.01,13.765,0.1,,,12.416,0.025,,,11.763,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AEA-222-111-000-0-0,8,
728,728,728,728,728,728,246918112,05 14 43.126,+16 55 44.15,1,15.741,,,535-012606,05144313+1655442,6514-301-5-0143-0401,STAR,BV,rpm,-1.9,3.9,-2.6,4.7,,,16.609,0.084,15.893,0.062,,,16.17,0.054,,,,,,,14.21,0.027,13.788,0.033,13.737,0.041,5919,277,332,4.373,0.12,0.336,-0.217,0.2,0.28,1.071,0.535,0.18,1.002,0.147,0.105,0.782,0.443,0.538,1236,619.1,249.6,0.504,0.19,0.119,AAA-222-111-000-0-0,17.3,
729,729,729,729,729,729,246918147,04 49 31.971,+16 55 45.27,1,15.592,,,,04493197+1655452,,STAR,JHK,rpm,60,6,26,2,,,,,,,,,,,,,,,,,13.417,0.021,12.84,0.024,12.582,0.025,3541,140,112,5.037,0.055,0.055,-0.009,0.1,0.22,0.237,0.046,0.038,0.234,0.068,0.048,16,6.914,4.139,104.2,27.57,21.8,0.134,0.056,0.047,AAA-222-111-000-0-0,14.5,1069-0052240
730,730,730,730,730,730,246918273,05 13 11.363,+16 55 49.80,1,11.052,,1287-1736-1,535-012345,05131136+1655498,,STAR,gri,,5,1.8,-10.1,1.8,,,11.527,0.109,11.132,0.123,,,11.276,0.02,10.978,0.04,10.808,0.04,,,10.234,0.032,10.074,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,AAE-222-221-cc0-0-0,4.9,
731,731,731,731,731,731,246918334,05 09 23.494,+16 55 52.05,1,15.514,,,535-011766,05092349+1655518,,STAR,BV,rpm,-9.7,5.9,1.6,6.5,,,16.649,0.07,15.678,0.057,,,,,,,,,,,14.146,0.031,13.863,0.047,13.75,0.047,6287,348,290,4.243,0.125,0.175,-0.235,0.18,0.3,1.31,0.342,0.23,1.102,0.203,0.169,0.471,0.284,0.228,1538,472.6,307.8,0.469,0.162,0.101,AAA-222-111-000-0-0,16.1,
732,732,732,732,732,732,246918362,05 11 45.797,+16 55 52.94,1,15.702,,,535-012087,05114578+1655528,6514-301-6-0139-0326,STAR,BV,rpm,5.8,3.8,-2.4,4.8,,,16.963,0.03,15.892,0.04,,,,,,,,,,,14.102,0.025,13.65,0.033,13.615,0.044,5734,327,327,4.429,0.09,0.396,-0.2,0.2,0.32,0.978,0.612,0.138,0.96,0.112,0.112,1.016,0.436,0.754,1027,671.2,180.6,0.5,0.212,0.118,AAA-222-111-000-0-0,18.9,
733,733,733,733,733,733,246918417,04 54 49.912,+16 55 54.88,1,12.386,,,535-010414,04544991+1655548,,STAR,gri,rpm,-0.8,1.2,-4.7,1.5,,,13.421,0.01,12.64,0.02,,,13.012,0.01,12.376,0.01,12.117,0.03,,,10.977,0.022,10.719,0.022,10.581,0.017,6923,169,423,3.729,0.387,0.215,0.038,0.06,0.16,2.763,1.333,1.04,1.693,0.529,0.294,0.073,0.183,0.043,786.4,363.5,287.9,0.686,0.091,0.127,AAA-222-111-000-0-0,30,
734,734,734,734,734,734,246918425,05 11 44.021,+16 55 55.12,1,13.029,,,535-012084,05114401+1655551,,STAR,gri,rpm,-3.7,2.4,-3.5,1.8,,,14.538,0.03,13.434,0.02,,,13.993,0.02,13.05,0.02,12.616,0.03,,,11.202,0.025,10.621,0.03,10.53,0.018,5000,179,89,2.316,0.424,0.636,-0.687,0.2,0.24,9.198,9.617,4.132,0.92,0.164,0.11,7.42E-04,0.003,6.34E-04,2236,2032,931.2,0.442,0.073,0.061,AAA-222-111-000-0-0,10.4,
735,735,735,735,735,735,246918519,04 53 22.639,+16 55 59.03,1,15.784,,,535-010325,04532263+1655593,,STAR,gri,rpm,35,3.5,-61,4,,,17.398,0.18,16.256,0.04,,,16.82,0.09,15.913,0.1,15.34,0.06,,,14.035,0.028,13.598,0.032,13.546,0.042,5420,372,372,4.619,0.065,0.104,-0.998,0.3,0.25,0.667,0.123,0.08,0.69,0.071,0.059,2.231,0.676,0.77,593.4,164.7,51.22,0.427,0.403,0.078,AAA-222-111-000-0-0,49.3,
736,736,736,736,736,736,246918604,04 40 14.811,+16 56 01.97,1,11.265,,1271-1043-1,535-009620,04401480+1656019,,STAR,gri,rpm,2.7,2.1,-3.7,2.1,,,12.014,0.166,11.695,0.192,,,11.879,0.03,11.264,0.02,11.002,0.05,,,9.865,0.021,9.633,0.022,9.495,0.018,8007,644,1031,3.624,0.19,0.05,0.035,0.05,0.06,4.149,0.083,1.093,2.461,0.23,0.506,0.037,0.04,0.004,797.2,23.92,192.5,1.01,0.162,0.324,AAA-222-111-000-0-0,16.5,
737,737,737,737,737,737,246918697,05 06 21.187,+16 56 05.61,1,13.688,,,535-011396,05062118+1656056,,STAR,gri,rpm,4.1,5.5,-5.1,6.5,,,15.182,0.05,14.098,0.06,,,14.637,0.02,13.639,0.01,13.282,0.05,,,11.89,0.027,11.308,0.032,11.176,0.019,4951,138,79,2.965,0.445,0.623,-0.479,0.3,0.3,5.451,4.671,2.515,1.042,0.255,0.159,0.006,0.027,0.005,1713,1373,664,0.417,0.091,0.065,AAA-222-111-000-0-0,16.4,
738,738,738,738,738,738,246918781,04 33 44.497,+16 56 08.07,1,11.119,,1270-145-1,535-009322,04334450+1656082,,STAR,gri,rpm,3.6,5.2,-15.1,5.4,,,12.959,0.483,11.162,0.127,,,12.168,0.03,11.116,0.01,10.67,0.03,,,9.157,0.022,8.581,0.026,8.431,0.017,4894,119,99,2.422,0.42,0.09,-0.477,0.3,0.54,10.406,1.459,3.387,1.049,0.439,0.183,9.06E-04,0.002,2.39E-04,886.8,145.5,289.5,0.487,0.06,0.09,AAA-212-111-000-0-0,48.8,1069-0048205
739,739,739,739,739,739,246918918,04 32 35.905,+16 56 13.16,1,11.86,,1270-229-1,535-009248,04323592+1656132,,STAR,gri,rpm,4.6,2.2,-9.1,2.4,,,12.924,0.341,11.905,0.191,,,12.313,0.02,11.832,0.01,11.666,0.03,,,10.638,0.018,10.429,0.019,10.343,0.017,6922,351,351,4.078,0.155,0.279,-0.041,0.1,0.1,1.81,0.929,0.372,1.563,0.248,0.207,0.209,0.202,0.133,501.7,237,126.3,0.448,0.114,0.114,AAA-222-111-000-0-0,33.3,
740,740,740,740,740,740,246919035,05 07 00.985,+16 56 17.39,1,14.871,,,535-011461,05070099+1656172,,STAR,gri,rpm,-3.9,5.1,-2.4,6.3,,,16.586,0.03,15.349,0.04,,,15.979,0.01,14.982,0.02,14.396,0.03,,,13.071,0.027,12.474,0.032,12.352,0.022,4924,322,117,1.7,1.332,0.444,-2.035,1.02,0.85,19.359,12.947,14.625,0.811,0.087,0.016,8.83E-05,0.006,6.93E-05,10280,6440,7891,0.529,0.213,0.067,AAA-222-111-000-0-0,45.3,
741,741,741,741,741,741,246919207,05 14 28.423,+16 56 23.51,1,13.997,,,535-012575,05142842+1656235,,STAR,gri,rpm,0.5,1.7,-4.1,1.7,,,14.485,0.03,14.043,0.06,,,14.194,0.02,13.931,0.03,13.834,0.09,,,13.073,0.021,12.841,0.022,12.822,0.025,7231,262,174,4.13,0.147,0.105,-0.149,0.1,0.1,1.716,0.223,0.304,1.524,0.122,0.146,0.282,0.191,0.087,1539,219.8,296,0.318,0.079,0.044,AAA-222-111-000-0-0,9,
742,742,742,742,742,742,246919218,05 10 00.105,+16 56 23.96,1,13.642,,,535-011863,05100010+1656239,,STAR,gri,rpm,23.8,3.3,-17.2,1.5,,,14.8,0.04,13.976,0.03,,,14.364,0.03,13.71,0.04,13.333,0.09,,,12.121,0.026,11.612,0.03,11.532,0.02,5497,229,98,3.965,0.56,0.336,-0.812,0.56,0.2,1.597,0.735,0.848,0.875,0.017,0.09,0.203,1.462,0.139,708.2,267.6,390.4,0.326,0.09,0.045,AAA-222-111-000-0-0,12.9,
743,743,743,743,743,743,246919221,04 44 33.413,+16 56 24.19,1,13.317,,,535-009802,04443341+1656242,,STAR,gri,rpm,4.8,2.1,-7.4,3,,,14.899,0.04,13.773,0.02,,,14.393,0.02,13.349,0.03,12.856,0.01,,,11.322,0.02,10.875,0.022,10.731,0.017,6095,73,60,3.971,0.116,0.02,-0.001,0.05,0.05,2.013,0.04,0.334,1.378,0.028,0.122,0.169,0.096,0.01,558.7,16.76,92.28,1.065,0.001,0.001,AAA-222-111-000-0-0,35.2,
744,744,744,744,744,744,246919448,05 13 17.202,+16 56 32.37,1,15.779,,,535-012365,05131720+1656323,6519-301-6-0135-0294,STAR,BV,rpm,-1.7,4.2,-1.4,5,,,16.74,0.08,15.956,0.064,,,,,,,,,,,14.291,0.027,13.976,0.037,13.847,0.04,6276,344,287,4.238,0.135,0.216,-0.223,0.18,0.24,1.344,0.37,0.247,1.127,0.179,0.149,0.459,0.303,0.233,1687,518.6,337.7,0.491,0.212,0.118,AAA-222-111-000-0-0,16.6,
745,745,745,745,745,745,246919449,05 12 36.970,+16 56 32.37,1,15.745,,,535-012226,05123696+1656322,6519-301-6-0134-0342,STAR,BV,rpm,-0.7,5,-1.3,5.5,,,17.058,0.1,15.946,0.063,,,,,,,,,,,14.839,0.041,14.587,0.06,14.607,0.085,6322,398,332,4.237,0.13,0.182,-0.301,0.2,0.24,1.291,0.346,0.232,1.098,0.181,0.151,0.477,0.305,0.238,2147,706.8,453.3,0.454,0.154,0.096,AAA-222-111-000-0-0,9.8,
746,746,746,746,746,746,246919500,05 13 22.389,+16 56 33.98,1,14.521,,,535-012392,05132238+1656340,6519-301-6-0135-0438,STAR,gri,rpm,-1.7,2.8,-1.3,1.4,,,15.037,0.03,14.609,0.11,,,14.738,0.03,14.449,0.04,14.357,0.06,,,13.487,0.025,13.273,0.026,13.187,0.028,7427,427,356,4.135,0.126,0.168,-0.178,0.12,0.09,1.747,0.367,0.257,1.554,0.154,0.11,0.272,0.14,0.12,1848,406.8,282.3,0.409,0.108,0.06,AAA-222-111-000-0-0,6.8,
747,747,747,747,747,747,246919530,05 13 41.752,+16 56 35.18,1,12.442,,,535-012451,05134175+1656351,,STAR,gri,rpm,6.7,2.2,-8.3,1.8,,,13.285,0.03,12.639,0.01,,,12.921,0.02,12.478,0.05,12.236,0.02,,,11.272,0.022,10.941,0.02,10.889,0.02,6194,150,150,4.129,0.25,0.15,-0.301,0.24,0.36,1.378,0.438,0.283,1.065,0.186,0.155,0.344,0.401,0.151,449.3,138.1,89.94,0.287,0.08,0.048,AAA-222-111-000-0-0,13.9,
748,748,748,748,748,748,246919564,04 31 47.073,+16 56 35.87,1,10.061,,1269-204-1,535-009202,04314706+1656358,,STAR,gri,rpm,-12.5,1.5,-20.3,1.4,,,10.681,0.046,10.099,0.037,,,10.565,0.16,10.013,0.03,9.844,0.03,,,8.949,0.024,8.657,0.017,8.604,0.018,6219,222,222,4.041,0.306,0.255,-0.016,0.1,0.16,1.636,0.909,0.504,1.269,0.297,0.185,0.25,0.407,0.155,186.6,102.1,56.91,0.232,0.103,0.086,AAA-112-111-000-0-0,13.5,
749,749,749,749,749,749,246919619,05 13 50.595,+16 56 37.79,1,13.328,,,535-012477,05135059+1656377,,STAR,gri,rpm,-0.8,1.4,0.6,1.2,,,14.13,0.02,13.506,0.02,,,13.772,0.02,13.327,0.01,13.137,0.06,,,12.182,0.022,11.908,0.022,11.812,0.02,6657,278,199,4.001,0.215,0.215,-0.137,0.1,0.1,1.862,0.783,0.472,1.479,0.173,0.276,0.184,0.268,0.109,1021,309.6,278,0.351,0.094,0.052,AAA-222-111-000-0-0,7.3,
750,750,750,750,750,750,246919746,05 12 36.949,+16 56 42.03,1,15.745,,,535-012225,05123695+1656420,6519-301-6-0134-0343,STAR,BV,rpm,2.2,4.4,-4.8,4.8,,,17.058,0.1,15.946,0.063,,,,,,,,,,,14.603,0.036,14.096,0.044,13.964,0.059,5518,478,398,4.474,0.1,0.52,-0.223,0.2,0.32,0.925,0.858,0.173,0.914,0.141,0.101,1.092,0.655,0.938,1149,1054,238.3,0.577,0.315,0.175,AAA-222-111-000-0-0,9.8,
751,751,751,751,751,751,246919772,05 12 01.363,+16 56 42.96,1,12.29,,,535-012120,05120136+1656429,,STAR,gri,rpm,-6.9,3.8,-1.8,3.1,,,14.403,0.03,12.86,0.02,,,13.645,0.03,12.301,0.01,11.709,0.06,,,9.933,0.027,9.147,0.042,8.944,0.02,4497,146,220,1.788,0.516,0.43,-0.554,0.36,0.54,19.719,10.403,7.859,0.999,0.289,0.131,1.23E-04,5.11E-04,9.13E-05,2113,1034,694.4,0.613,0.141,0.197,AAA-212-111-000-0-0,29.7,
752,752,752,752,752,752,246919843,05 12 20.286,+16 56 45.43,1,11.936,,,535-012183,05122028+1656454,,STAR,gri,rpm,-0.9,2.5,-0.6,1.9,,,12.818,0.02,12.181,0.04,,,12.448,0.02,11.964,0.02,11.717,0.04,,,10.677,0.022,10.32,0.021,10.241,0.018,6318,155,233,4.069,0.192,0.03,-0.497,0.35,0.49,1.467,0.258,0.124,1.004,0.225,0.066,0.278,0.125,0.065,373.5,52.58,22.03,0.336,0.079,0.119,AAA-222-111-000-0-0,34.3,
753,753,753,753,753,753,246919958,05 09 28.887,+16 56 49.38,1,12.348,,1286-105-1,535-011778,05092887+1656492,,STAR,gri,rpm,-5,5.8,-5.6,5.9,,,12.831,0.292,12.373,0.247,,,12.899,0.04,12.347,0.02,12.112,0.07,,,11.147,0.021,10.832,0.032,10.778,0.018,6277,266,190,4.222,0.14,0.28,-0.076,0.12,0.21,1.355,0.734,0.264,1.23,0.23,0.192,0.407,0.351,0.263,421,235,91.94,0.35,0.098,0.082,AAA-222-111-000-0-0,22.3,1069-0059264
754,754,754,754,754,754,246920074,05 12 35.854,+16 56 53.40,1,14.453,,,535-012223,05123585+1656534,6519-301-6-0134-0334,STAR,gri,rpm,-3.2,2.6,3.1,2.4,,,15.081,0.03,14.594,0.08,,,14.77,0.01,14.407,0.03,14.317,0.01,,,13.485,0.028,13.335,0.033,13.288,0.039,7518,451,376,4.161,0.08,0.144,-0.148,0.12,0.12,1.705,0.362,0.17,1.576,0.191,0.106,0.307,0.098,0.12,1805,355.1,184.4,0.471,0.125,0.104,AAA-222-111-000-0-0,12.7,
755,755,755,755,755,755,246920090,04 34 55.816,+16 56 54.06,1,12.063,,,535-009387,04345580+1656539,,STAR,gri,rpm,15.9,1.7,-1,2,,,13.184,0.03,12.312,0.01,,,12.746,0.02,12.043,0.01,11.77,0.03,,,10.635,0.024,10.247,0.022,10.132,0.017,5898,177,141,3.947,0.361,0.114,-0.039,0.16,0.24,1.878,0.237,0.663,1.171,0.131,0.174,0.166,0.418,0.05,424.5,64.23,139.7,0.428,0.094,0.078,AAA-222-111-000-0-0,39.7,
756,756,756,756,756,756,246920171,05 12 53.134,+16 56 57.27,1,11.3,,1287-1663-1,535-012279,05125314+1656574,,STAR,gri,rpm,28.7,1.9,-51.2,2,,,11.789,0.157,10.982,0.105,,,11.759,0.02,11.287,0.02,11.104,0.04,,,10.16,0.022,9.861,0.026,9.805,0.023,6149,189,151,4.288,0.114,0.171,-0.602,0.5,0.5,1.123,0.221,0.156,0.895,0.261,0.071,0.61,0.301,0.252,220,100.8,60.77,0.238,0.073,0.073,AAA-222-111-000-0-0,12.8,
757,757,757,757,757,757,246920193,04 55 58.344,+16 56 57.96,1,10.916,,1284-1112-1,535-010476,04555834+1656578,,STAR,gri,rpm,26.8,2,-10.7,1.9,,,11.987,0.176,11.1,0.098,,,11.461,0.02,10.876,0.01,10.682,0.01,,,9.691,0.022,9.361,0.022,9.272,0.018,6022,144,180,4.172,0.27,0.27,-0.025,0.09,0.27,1.392,0.507,0.433,1.136,0.148,0.123,0.355,0.547,0.215,218.7,81.81,69.34,0.297,0.048,0.088,AAA-222-111-000-0-0,15.1,
758,758,758,758,758,758,246920244,05 06 17.401,+16 56 59.45,1,13.228,,,535-011390,05061739+1656594,,STAR,gri,rpm,-7.8,2.8,-16.1,3.3,,,14.264,0.02,13.526,0.1,,,13.848,0.01,13.219,0.01,12.962,0.04,,,11.832,0.026,11.505,0.032,11.393,0.021,6157,189,227,4.233,0.155,0.217,-0.209,0.2,0.28,1.314,0.418,0.27,1.088,0.133,0.16,0.449,0.387,0.236,544.9,152.2,119,0.427,0.086,0.086,AAA-222-111-000-0-0,18.5,
759,759,759,759,759,759,246920373,04 44 50.303,+16 57 03.78,1,12.24,,,535-009818,04445030+1657037,,STAR,gri,rpm,-2.7,2,-5.4,4,,,14.112,0.02,12.824,0.01,,,13.53,0.02,12.332,0.03,11.687,0.02,,,9.884,0.02,9.375,0.022,9.158,0.018,6100,1025,61,3.524,0.02,0.02,-0.01,0.05,0.05,3.769,0.515,0.075,1.727,0.539,0.035,0.032,0.002,0.003,491.2,144.5,14.74,1.344,0.001,0.001,AAA-222-111-000-0-0,8.1,
760,760,760,760,760,760,246920377,04 32 10.574,+16 57 03.90,1,12.024,,1270-95-1,535-009224,04321056+1657040,,STAR,gri,rpm,-6.2,4.7,-13.3,5,,,12.61,0.249,12.115,0.206,,,12.659,0.03,12.001,0.01,11.752,0.03,,,10.59,0.022,10.265,0.022,10.141,0.021,6181,230,191,3.989,0.198,0.264,-0.014,0.12,0.18,1.797,0.981,0.323,1.29,0.3,0.167,0.193,0.142,0.121,424.7,218.7,86.11,0.45,0.106,0.064,AAA-222-111-000-0-0,22.2,1069-0047744
761,761,761,761,761,761,246920395,05 11 11.481,+16 57 04.41,1,13.728,,,535-012015,05111147+1657043,,STAR,gri,rpm,-16.5,1.5,8.4,2.2,,,15.261,0.06,14.17,0.04,,,14.732,0.03,13.737,0.02,13.297,0.06,,,11.899,0.026,11.312,0.03,11.206,0.018,4970,238,148,3.614,1.008,0.336,-0.414,0.45,0.25,2.323,1.097,1.634,0.909,0.057,0.137,0.064,2.047,0.045,768.1,362.8,540.4,0.398,0.213,0.152,AAA-222-111-000-0-0,16.2,
762,762,762,762,762,762,246920453,04 46 46.292,+16 57 06.38,1,10.338,,1271-1474-1,535-009873,04464626+1657062,,STAR,gri,rpm,2.8,5.9,-25.1,5.5,,,,,11.488,0.136,,,12.647,0.05,10.487,0.02,9.348,0.03,,,6.604,0.02,5.639,0.046,5.196,0.02,3691,36,36,0.832,0.02,0.374,0.001,0.05,0.4,84.32,11.693,1.686,1.764,0.035,0.795,2.95E-06,1.77E-07,1.86E-06,1382,81.21,41.46,0.972,0.001,0.004,AAA-111-111-000-0-0,16.9,1069-0051508
763,763,763,763,763,763,246920611,05 07 18.724,+16 57 12.02,1,14.456,,,535-011498,05071872+1657119,,STAR,gri,rpm,-3.1,5.2,-2.2,6.3,,,16.019,0.01,14.857,0.01,,,15.441,0.044,14.473,0.049,14.034,0.04,,,12.581,0.023,11.954,0.03,11.852,0.022,4917,144,115,2.74,0.64,0.48,-0.577,0.3,0.36,6.533,4.883,3.127,1.002,0.217,0.13,0.002,0.017,0.002,3141,1635,1535,0.454,0.088,0.088,AAA-222-111-000-0-0,25.4,
764,764,764,764,764,764,246920673,04 55 06.098,+16 57 14.35,1,14.845,,,535-010432,04550609+1657143,,STAR,gri,rpm,40.7,2.9,-50.7,3,,,17.401,0.113,15.745,0.059,,,16.599,0.03,15.195,0.03,14.093,0.05,,,12.14,0.024,11.472,0.023,11.232,0.019,3521,42,35,5.022,0.02,0.02,0.115,0.05,0.06,0.258,0.005,0.005,0.256,0.005,0.005,14.89,0.894,0.894,64.61,3.702,1.938,0.085,0.002,0.003,AAA-222-111-000-0-0,35.1,
765,765,765,765,765,765,246920718,04 49 39.137,+16 57 15.93,1,14.434,,,535-010073,04493912+1657162,,STAR,gri,rpm,3.2,4.2,-26.1,4.7,,,15.909,0.03,14.81,0.05,,,15.377,0.04,14.41,0.04,14.03,0.07,,,12.584,0.023,12.167,0.026,12.017,0.021,5834,290,348,4.344,0.145,0.261,-0.141,0.2,0.28,1.076,0.429,0.203,0.989,0.134,0.112,0.764,0.564,0.482,541.5,218.5,121.6,0.694,0.196,0.196,AAA-222-111-000-0-0,6.5,
766,766,766,766,766,766,246920731,05 06 30.331,+16 57 16.28,1,10.55,,1286-1515-1,535-011415,05063032+1657161,,STAR,gri,rpm,-10.9,1.9,-143,2,,,11.977,0.193,10.98,0.096,,,11.42,0.03,10.752,0.43,10.177,0.01,,,9.032,0.034,8.443,0.046,8.355,0.021,4684,1108,739,4.631,0.165,0.33,-0.26,0.3,0.54,0.634,0.387,0.183,0.707,0.169,0.197,2.377,2.532,1.733,75.63,84.29,39.86,0.102,0.126,0.07,AAA-111-111-000-0-0,22.5,
767,767,767,767,767,767,246920787,05 12 55.135,+16 57 18.24,1,14.036,,,535-012290,05125513+1657182,,STAR,gri,rpm,-1.7,1.7,-5.7,2.8,,,14.916,0.02,14.203,0.04,,,14.515,0.01,13.941,0.03,13.831,0.11,,,12.667,0.023,12.353,0.026,12.264,0.029,6346,223,186,4.193,0.14,0.224,-0.129,0.12,0.21,1.426,0.468,0.262,1.192,0.19,0.136,0.383,0.26,0.198,877.6,295.4,164.3,0.4,0.095,0.068,AAA-222-111-000-0-0,17.2,
