,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
11,11,11,251277879,09 20 13.588,+14 12 17.97,1,17.342,,,,09201358+1412179,5935-301-3-0158-0211,EXTENDED,gri,,4,3,-6,3,,,,,,,20.46,0.095,18.421,0.01,17.322,0.006,16.88,0.006,16.524,0.013,15.791,0.079,15.117,0.1,14.605,0.094,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,61.6,
12,12,12,251277916,09 19 57.474,+14 12 33.78,1,17.931,,,,09195747+1412337,5935-301-3-0158-0163,EXTENDED,gri,,-3,3,-1,3,,,,,,,20.99,0.121,19.04,0.013,17.916,0.008,17.456,0.007,17.082,0.018,16.381,0.119,15.476,0.141,14.84,0.112,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-0-0,53.3,
13,13,13,251277972,09 19 52.342,+14 12 57.96,1,13.637,,,522-048155,09195234+1412579,,STAR,gri,rpm,-9.6,3.1,2.6,3.5,,,14.91,0.07,13.956,0.02,,,14.414,0.04,13.624,0.02,13.304,0.06,,,12.168,0.019,11.646,0.021,11.565,0.02,4895,78,97,3.124,1.194,0.796,-0.324,0.25,0.45,3.176,5.879,2.444,0.973,0.207,0.172,0.017,0.88,0.016,1519,1732,1187,0.034,0.007,0.008,AAA-222-111-000-0-0,36.9,
14,14,14,251278026,09 16 37.837,+14 13 21.44,1,18.133,,,,,5312-301-3-0047-0223,EXTENDED,gri,,-1,3,1,3,,,,,,,20.072,0.07,18.673,0.011,18.15,0.01,17.901,0.011,17.692,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,15,251278027,09 16 44.137,+14 13 21.60,1,19.018,,,,,5312-301-3-0048-0171,EXTENDED,gri,,-3,3,-6,3,,,,,,,20.256,0.065,19.332,0.015,19.002,0.016,18.884,0.018,18.758,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,16,251278037,09 21 06.197,+14 13 25.11,1,17.93,,,,09210619+1413251,5935-301-3-0159-0200,EXTENDED,gri,,-4,3,-2,3,,,,,,,21.226,0.175,19.042,0.014,17.917,0.008,17.453,0.008,17.139,0.02,16.62,0.144,15.706,0.17,14.957,0.137,,,,,,,,,,,,,,,,,,,,,,,,,BCB-222-111-000-0-0,31.5,
17,17,17,251278053,09 19 59.398,+14 13 29.65,1,13.275,,,522-048162,09195939+1413296,,STAR,gri,rpm,-7.7,2.3,-3.7,2.8,,,14.227,0.08,13.487,0.02,,,13.805,0.06,13.278,0.02,13.048,0.05,,,12.106,0.022,11.723,0.022,11.6,0.019,5443,163,130,3.895,0.638,0.348,-0.33,0.3,0.54,1.736,0.884,0.974,0.94,0.172,0.096,0.141,1.253,0.096,816,385.4,463.1,0.032,0.011,0.007,AAA-222-111-000-0-0,19,
18,18,18,251278073,09 20 45.974,+14 13 36.22,1,11.63,,825-490-1,522-048180,09204596+1413359,,STAR,gri,rpm,-2.9,5.2,-22.1,5.6,,,12.834,0.322,12.062,0.216,,,12.404,0.04,11.676,0.03,11.298,0.04,,,10.094,0.02,9.541,0.022,9.439,0.017,4850,76,76,2.495,0.522,0.348,-0.731,0.36,0.3,8.42,3.943,3.374,0.913,0.148,0.026,0.001,0.006,9.23E-04,1255,572.3,494.5,0.033,0.011,0.007,AAA-222-111-000-0-0,65.8,1042-0172528
19,19,19,251278106,09 22 32.743,+14 13 45.39,1,17.962,,,,09223274+1413453,5935-301-3-0162-0153,EXTENDED,gri,,-2,3,-2,3,,,,,,,20.341,0.072,18.852,0.011,17.959,0.007,17.58,0.008,17.215,0.018,16.272,0.1,15.423,0.106,15.495,0.197,,,,,,,,,,,,,,,,,,,,,,,,,ABC-222-111-000-0-0,44.3,
20,20,20,251278131,09 19 13.246,+14 13 55.21,1,11.979,,,522-048130,09191323+1413552,,STAR,gri,rpm,3.1,1.6,-1.9,1.7,,,13.029,0.06,12.207,0.02,,,12.555,0.05,11.956,0.01,11.733,0.04,,,10.672,0.022,10.18,0.02,10.116,0.018,5069,81,61,2.528,0.784,0.245,-0.744,0.12,0.15,8.155,2.341,4.564,0.924,0.103,0.023,0.001,0.018,7.24E-04,1712,389.5,926.4,0.031,0.01,0.006,AAA-222-111-000-0-0,57.7,
21,21,21,251278214,09 16 44.732,+14 14 21.98,1,13.64,,,522-048049,09164473+1414220,5935-301-4-0153-0028,STAR,gri,lam,-7.9,3,-18.2,3.5,,,15.106,0.07,14.047,0.02,,,14.568,0.06,13.596,0.02,13.242,0.05,,,11.993,0.019,11.398,0.021,11.306,0.02,4490,162,135,4.696,0.04,0.04,-0.21,0.15,0.15,0.598,0.049,0.054,0.657,0.051,0.051,3,0.64,0.527,200.4,26.54,27.78,0.024,0.006,0.005,AAA-222-111-000-0-0,19.8,
22,22,22,251278219,09 15 56.367,+14 14 24.58,1,13.761,,,522-048033,09155636+1414246,5935-301-4-0151-0079,STAR,gri,rpm,4,8,-254,8,,,16.378,0.13,14.785,0.01,,,15.579,0.08,14.264,0.03,12.982,0.04,,,10.911,0.026,10.365,0.032,10.135,0.022,3515,240,171,5.029,0.09,0.09,-0.016,0.15,0.21,0.229,0.079,0.058,0.231,0.124,0.069,16.23,10.4,6.337,40.06,25.21,15.47,0.006,0.005,0.003,AAA-222-111-000-0-0,79.4,
23,23,23,251278234,09 22 12.505,+14 14 30.71,1,12.853,,,522-048223,09221250+1414307,,STAR,gri,rpm,-6.2,1.9,-6.8,2.4,,,13.641,0.07,13.024,0.03,,,13.255,0.05,12.832,0.02,12.681,0.03,,,11.758,0.022,11.458,0.019,11.393,0.02,5944,118,118,4.246,0.19,0.304,-0.164,0.2,0.28,1.226,0.545,0.283,1.031,0.137,0.098,0.497,0.506,0.335,524.4,218.4,132.1,0.032,0.012,0.006,AAA-222-111-000-0-0,34.1,
24,24,24,251278246,09 16 15.339,+14 14 34.67,1,15.186,,,522-048040,09161533+1414346,5935-301-4-0152-0046,STAR,gri,lam,-7.1,4,2.3,4.4,,,16.469,0.08,15.447,0.15,,,16.032,0.06,15.121,0.03,14.824,0.05,,,13.635,0.029,13.127,0.034,13.032,0.028,4742,143,143,4.64,0.03,0.025,-0.176,0.15,0.12,0.672,0.044,0.041,0.728,0.053,0.044,2.316,0.307,0.228,514.4,47.03,51.27,0.032,0.008,0.006,AAA-222-111-000-0-0,64.3,
25,25,25,251278275,09 20 06.944,+14 14 48.11,1,17.678,,,,,5312-301-3-0053-0195,EXTENDED,gri,,-6,3,8,3,,,,,,,19.083,0.038,18.104,0.01,17.767,0.01,17.495,0.015,17.424,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,26,251278277,09 21 23.722,+14 14 49.57,1,16.955,,,,09212372+1414495,5935-301-3-0160-0104,EXTENDED,gri,,4,3,-7,3,,,,,,,19.998,0.079,17.985,0.008,16.961,0.005,16.513,0.005,16.161,0.012,15.751,0.079,14.937,0.082,14.533,0.098,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,47.8,
27,27,27,251278288,09 18 51.214,+14 14 53.49,1,13.952,,,522-048119,09185121+1414535,,STAR,gri,rpm,-3,4.4,-13.7,4.6,,,15.094,0.05,14.225,0.04,,,14.591,0.04,13.899,0.02,13.677,0.06,,,12.644,0.021,12.196,0.021,12.083,0.02,5148,103,82,4.562,0.036,1.056,-0.196,0.2,0.4,0.799,1.98,0.07,0.862,0.079,0.079,1.648,0.266,1.605,437.1,1037,42.12,0.033,0.007,0.006,AAA-222-111-000-0-0,63.4,
28,28,28,251278319,09 21 09.097,+14 15 02.40,1,15.16,,,522-048189,09210909+1415023,5935-301-3-0160-0068,STAR,gri,rpm,4,3.9,13.8,4.3,,,16.993,0.1,15.842,0.05,,,16.444,0.03,15.213,0.05,14.609,0.05,,,13.042,0.024,12.371,0.022,12.214,0.023,4041,64,48,4.803,0.028,0.02,0.032,0.09,0.15,0.484,0.023,0.026,0.547,0.028,0.028,4.77,0.656,0.42,225.6,15.58,17.38,0.026,0.003,0.006,AAA-222-111-000-0-0,59.3,
29,29,29,251278331,09 21 51.282,+14 15 05.78,1,12.976,,,522-048212,09215128+1415058,,STAR,JHK,rpm,-2.2,6.1,-13.9,6.1,,,,,,,,,,,,,,,,,11.841,0.021,11.524,0.023,11.486,0.02,5910,176,176,4.283,0.174,0.319,-0.14,0.18,0.24,1.131,0.574,0.192,1.032,0.112,0.112,0.588,0.492,0.395,521.7,226.9,123.8,0.032,0.008,0.007,AAA-222-111-000-0-0,19.2,1042-0172697
30,30,30,251278337,09 15 31.682,+14 15 09.76,1,16.048,,,,09153168+1415097,5935-301-4-0151-0146,EXTENDED,gri,,0,3,3,3,,,,,,,18.694,0.046,16.939,0.005,16.125,0.004,15.666,0.004,15.348,0.011,15.521,0.079,14.803,0.094,14.555,0.103,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,66.7,
31,31,31,251278343,09 17 07.223,+14 15 12.28,1,10.699,,825-1308-1,522-048062,09170722+1415122,,STAR,gri,rpm,-3.9,1.9,-4.2,1.9,,,11.887,0.18,10.793,0.08,,,11.451,0.05,10.669,0.02,10.376,0.02,,,9.187,0.026,8.651,0.02,8.503,0.018,4792,77,77,2.436,0.273,0.105,-0.308,0.16,0.24,10.913,0.998,2.519,1.149,0.292,0.183,8.78E-04,0.001,2.73E-04,1036,92.16,219.9,0.033,0.01,0.007,AAA-112-111-000-0-0,57.4,
32,32,32,251278347,09 21 19.140,+14 15 13.09,1,17.622,,,,09211914+1415130,5935-301-3-0160-0088,EXTENDED,gri,,-1,3,0,3,,,,,,,20.723,0.126,18.836,0.013,17.612,0.007,17.101,0.007,16.74,0.017,16.135,0.097,15.214,0.126,14.925,0.129,,,,,,,,,,,,,,,,,,,,,,,,,ABB-222-111-000-0-0,70.6,
33,33,33,251278354,09 20 02.059,+14 15 15.21,1,13.696,,,522-048165,09200205+1415152,,STAR,gri,rpm,-5.2,2.6,-5.8,3,,,14.753,0.06,13.986,0.02,,,14.316,0.04,13.751,0.01,13.43,0.08,,,12.381,0.022,11.912,0.022,11.823,0.02,5164,103,61,3.003,0.44,0.792,-1.034,0.2,1.12,4.698,5.524,2.076,0.883,0.019,0.081,0.006,0.026,0.006,2213,2445,823.1,0.031,0.01,0.006,AAA-222-111-000-0-0,70.1,
34,34,34,251278361,09 19 27.766,+14 15 19.57,1,12.821,,,522-048140,09192775+1415199,,STAR,gri,rpm,7.3,2.1,-24.2,2.7,,,13.775,0.06,13.07,0.01,,,13.38,0.05,12.805,0.02,12.582,0.04,,,11.563,0.022,11.128,0.023,11.025,0.02,5287,106,127,3.501,0.963,0.535,-0.858,0.7,0.5,2.439,1.918,1.581,0.889,0.027,0.07,0.038,0.944,0.032,853.7,496.9,582.5,0.032,0.007,0.005,AAA-222-111-000-0-0,33.6,
35,35,35,251278367,09 21 50.642,+14 15 22.62,1,9.366,,826-832-1,522-048211,09215064+1415225,,STAR,gri,rpm,-8.4,1.2,-7.5,1.2,,,10.669,0.053,9.617,0.028,,,10.331,0.24,9.596,0.04,8.953,0.01,,,7.66,0.027,7.128,0.017,7.011,0.017,4760,113,94,2.509,0.24,0.144,-0.088,0.15,0.27,11.01,0.869,1.26,1.517,0.509,0.424,0.001,9.50E-04,2.85E-04,524.7,46.93,36.15,0.032,0.01,0.007,AAA-111-111-000-0-0,19.2,
36,36,36,251278379,09 20 19.956,+14 15 26.12,1,17.617,,,,09201995+1415261,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.198,0.066,14.394,0.077,14.172,0.082,4110,291,291,4.803,0.126,0.09,-0.172,0.2,0.28,0.466,0.094,0.119,0.534,0.102,0.143,4.828,3.524,1.564,600.1,194.6,195.1,0.032,0.01,0.007,AAA-222-111-000-0-0,31.2,1042-0172469
37,37,37,251278399,09 18 18.548,+14 15 33.45,1,17.217,,,,09181854+1415334,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.74,0.083,15.096,0.102,14.645,0.101,3755,442,316,4.958,0.115,0.184,-0.145,0.2,0.32,0.306,0.157,0.104,0.326,0.211,0.151,9.228,11.62,5.144,476.1,353.2,202.8,0.031,0.01,0.008,AAA-222-111-000-0-0,45.5,1042-0172166
38,38,38,251278402,09 18 57.256,+14 15 36.31,1,17.342,,,,09185725+1415363,,STAR,JHK,rpm,10,3,10,4,,,,,,,,,,,,,,,,,14.8,0.048,14.137,0.052,13.811,0.055,3879,349,249,4.891,0.115,0.115,-0.067,0.15,0.24,0.381,0.119,0.106,0.424,0.14,0.14,6.815,6.23,2.848,367.4,169.8,134.5,0.03,0.008,0.007,AAA-222-111-000-0-0,27,1042-0172262
39,39,39,251278405,09 18 27.714,+14 15 37.61,1,17.937,,,,09182771+1415376,,STAR,JHK,rpm,12,4,8,2,,,,,,,,,,,,,,,,,15.931,0.091,15.165,0.106,15.146,0.155,4118,354,295,4.824,0.132,0.11,-0.263,0.25,0.3,0.441,0.109,0.117,0.508,0.107,0.15,5.153,3.927,1.939,802.4,307.8,258.9,0.033,0.008,0.007,AAB-222-111-000-0-0,58.3,1042-0172187
40,40,40,251278410,09 22 06.048,+14 15 39.07,1,11.746,,826-507-1,522-048219,09220604+1415389,,STAR,gri,rpm,10,2.2,-5.9,2.3,,,12.246,0.175,12.036,0.197,,,11.923,0.06,11.686,0.02,11.61,0.03,,,10.817,0.022,10.594,0.019,10.55,0.017,6452,155,129,4.145,0.135,0.189,-0.134,0.15,0.21,1.483,0.443,0.2,1.24,0.135,0.135,0.349,0.173,0.18,446,142.8,63.76,0.031,0.007,0.007,AAA-222-111-000-0-0,58.3,
41,41,41,251278412,09 22 11.540,+14 15 39.16,1,18.31,,,,09221154+1415391,5935-301-3-0161-0207,EXTENDED,gri,,0,3,-3,3,,,,,,,21.027,0.112,19.392,0.015,18.299,0.009,17.846,0.009,17.482,0.021,16.434,0.117,15.489,0.128,15.014,0.134,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-0-0,46,
42,42,42,251278467,09 19 57.560,+14 15 55.49,1,14.398,,,522-048161,09195755+1415555,,STAR,gri,rpm,-7.3,4.2,-2.5,4.5,,,15.649,0.11,14.714,0.01,,,15.145,0.04,14.383,0.03,14.078,0.08,,,12.982,0.022,12.536,0.026,12.399,0.025,5052,102,102,4.559,0.045,1.116,-0.165,0.2,0.36,0.791,2.394,0.063,0.865,0.172,0.066,1.608,0.37,1.578,499.2,1441,57.15,0.033,0.011,0.009,AAA-222-111-000-0-0,27.1,
43,43,43,251278478,09 19 35.157,+14 15 59.93,1,15.442,,,522-048145,09193515+1415598,,STAR,gri,rpm,-6.4,4,-1.2,4.4,,,16.586,0.05,15.738,0.02,,,16.084,0.03,15.424,0.06,15.166,0.09,,,14.067,0.026,13.613,0.032,13.474,0.037,5167,155,124,4.567,0.045,0.99,-0.315,0.25,0.45,0.781,1.886,0.078,0.818,0.086,0.086,1.651,0.466,1.608,829.4,1946,108.7,0.033,0.01,0.007,AAA-222-111-000-0-0,46.2,
44,44,44,251278482,09 21 09.319,+14 16 01.90,1,17.587,,,522-048190,09210929+1416015,5935-301-3-0160-0012,STAR,JHK,rpm,5.9,7.7,-5.4,7.6,,,,,,,,,,,,,,,,,16.08,0.081,15.644,0.136,15.471,0.186,4503,997,831,4.686,0.266,0.19,-0.413,0.35,0.49,0.549,0.27,0.248,0.614,0.165,0.264,3.049,5.928,1.84,1234,981,690.1,0.033,0.008,0.007,ABC-222-111-000-0-0,50.5,
45,45,45,251278493,09 18 10.373,+14 16 05.63,1,17.521,,,,09181037+1416056,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.024,0.098,15.65,0.149,14.731,0.111,3596,353,303,5.017,0.105,0.126,-0.128,0.2,0.28,0.232,0.12,0.068,0.241,0.162,0.09,15.14,12.09,7.655,391.6,296.5,146.8,0.03,0.01,0.008,ABB-222-111-000-0-0,62.2,1042-0172144
46,46,46,251278523,09 18 20.065,+14 16 17.80,1,11.413,,825-649-1,522-048109,09182006+1416177,,STAR,gri,rpm,0,2.7,2.4,2.7,,,12.072,0.183,11.542,0.151,,,12.184,0.05,11.368,0.01,11.083,0.02,,,9.861,0.018,9.315,0.016,9.216,0.017,4765,76,57,2.441,0.34,0.1,-0.294,0.15,0.24,10.714,1.121,3.635,1.157,0.225,0.161,9.64E-04,0.002,2.72E-04,1385,157.6,418,0.034,0.008,0.007,AAA-222-111-000-0-0,49.5,
47,47,47,251278530,09 19 56.858,+14 16 20.54,1,14.258,,,522-048160,09195685+1416205,,STAR,gri,rpm,0.8,4.2,-12.5,4.6,,,15.504,0.04,14.608,0.01,,,15.016,0.03,14.278,0.04,13.933,0.08,,,12.846,0.022,12.346,0.022,12.236,0.025,5005,77,97,4.578,0.045,1.431,-0.348,0.3,0.3,0.777,3.538,0.098,0.841,0.119,0.119,1.765,0.406,1.754,445,1881,64.85,0.032,0.008,0.006,AAA-222-111-000-0-0,27.1,
48,48,48,251278537,09 19 41.818,+14 16 22.58,1,15.426,,,522-048149,09194180+1416225,,STAR,gri,rpm,-2,3.9,1.4,4.5,,,16.302,0.11,15.659,0.02,,,15.952,0.06,15.416,0.03,15.2,0.05,,,14.305,0.029,13.883,0.039,13.782,0.048,5437,191,159,4.51,0.06,0.912,-0.376,0.25,0.6,0.844,1.585,0.094,0.855,0.072,0.087,1.392,0.381,1.329,1068,1799,180.5,0.034,0.01,0.007,AAA-222-111-000-0-0,60.1,
49,49,49,251278544,09 19 20.393,+14 16 25.13,1,18.048,,,,09192039+1416251,5312-301-3-0052-0202,EXTENDED,gri,,4,3,-2,3,,,,,,,21.023,0.15,19.183,0.016,18.044,0.01,17.562,0.009,17.188,0.02,16.53,0.142,15.886,0.174,15.077,0.144,,,,,,,,,,,,,,,,,,,,,,,,,BCB-222-111-000-0-0,29.2,
50,50,50,251278565,09 20 49.838,+14 16 33.79,1,17.252,,,,09204983+1416337,5312-301-3-0054-0154,EXTENDED,gri,,-1,3,1,3,,,,,,,19.595,0.064,18.133,0.01,17.304,0.007,16.875,0.007,16.548,0.017,16.291,0.112,15.837,0.168,15.14,0.146,,,,,,,,,,,,,,,,,,,,,,,,,BCB-222-111-000-0-0,57,
51,51,51,251278574,09 21 35.932,+14 16 37.72,1,17.019,,,,09213593+1416377,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.556,0.076,15.019,0.099,14.322,0.078,3511,225,271,5.052,0.108,0.09,-0.067,0.15,0.24,0.226,0.083,0.06,0.217,0.123,0.077,16.79,14.48,6.79,274.9,141.2,107.7,0.028,0.008,0.008,AAA-222-111-000-0-0,56.4,1042-0172655
52,52,52,251278575,09 20 19.374,+14 16 38.31,1,11.639,,825-1317-1,522-048173,09201937+1416382,,STAR,gri,rpm,22.2,2.9,-4.4,3,,,12.655,0.302,11.581,0.15,,,12.155,0.03,11.66,0.03,11.418,0.06,,,10.471,0.02,10.106,0.02,9.989,0.017,5621,132,132,3.906,0.6,0.15,-0.282,0.24,0.4,1.877,0.272,1.025,0.979,0.172,0.147,0.151,1.193,0.053,419.1,50.27,229.5,0.028,0.011,0.009,AAA-222-111-000-0-0,25,
53,53,53,251278590,09 19 32.650,+14 16 45.97,1,12.29,,,522-048143,09193264+1416460,,STAR,gri,rpm,-7.1,7.6,-30,3,,,12.988,0.05,12.426,0.02,,,12.636,0.05,12.287,0.01,12.142,0.04,,,11.287,0.022,11.003,0.022,10.9,0.018,6058,119,119,4.289,0.11,0.22,-0.356,0.25,0.3,1.158,0.38,0.14,0.971,0.116,0.097,0.582,0.323,0.323,402.9,120.9,58.71,0.03,0.008,0.006,AAA-222-111-000-0-0,28.3,
54,54,54,251278591,09 20 21.001,+14 16 46.42,1,15.059,,,,09202100+1416464,,STAR,JHK,rpm,-18,6,-94,0,,,,,,,,,,,,,,,,,12.804,0.021,12.244,0.023,11.945,0.02,3426,168,202,5.08,0.084,0.06,-0.027,0.15,0.21,0.199,0.055,0.043,0.18,0.07,0.044,21.48,10.59,7.092,93.62,46.78,31.19,0.015,0.007,0.005,AAA-222-111-000-0-0,25,1042-0172475
55,55,55,251278608,09 20 50.131,+14 16 53.26,1,17.436,,,,,5312-301-3-0054-0161,EXTENDED,gri,,-4,3,4,3,,,,,,,19.114,0.059,17.936,0.011,17.48,0.011,17.222,0.012,17.089,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,56,251278635,09 19 36.183,+14 16 59.43,1,15.638,,,522-048146,09193618+1416593,5312-301-3-0052-0120,STAR,gri,rpm,-2.6,4,-1.9,4.4,,,16.831,0.14,15.985,0.02,,,16.264,0.09,15.693,0.01,15.37,0.18,,,14.312,0.029,13.858,0.038,13.805,0.051,5305,188,188,4.539,0.05,1.05,-0.381,0.3,0.54,0.804,1.927,0.079,0.834,0.072,0.072,1.557,0.358,1.514,988.3,2259,133.5,0.034,0.008,0.008,AAA-222-111-000-0-0,49.2,
57,57,57,251278636,09 18 06.369,+14 16 59.74,1,17.168,,,,09180636+1416597,5312-301-3-0050-0180,EXTENDED,gri,,-2,3,-3,3,,,,,,,20.134,0.104,18.163,0.01,17.184,0.007,16.742,0.006,16.356,0.015,16.204,0.105,15.572,0.148,15.126,0.145,,,,,,,,,,,,,,,,,,,,,,,,,ABB-222-111-000-0-0,18.5,
