EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
211390837,09 09 05.788,+11 29 49.53,1,17.827,,,,09090578+1129495,6004-301-2-0142-0098,EXTENDED,gri,,8,3,-4,3,,,,,,,20.299,0.079,18.908,0.012,17.836,0.008,17.363,0.007,17.025,0.015,16.534,0.154,15.444,0.143,14.927,0.168,,,,,,,,,,,,,,,,,,,,,,,,
211390956,09 08 08.035,+11 29 57.09,1,10.758,,815-643-1,508-049994,09080803+1129571,,STAR,gri,rpm,-16.6,1.6,-4.7,1.5,,,11.33,0.057,10.889,0.055,,,11.038,0.08,10.72,0.05,10.639,0.1,,,9.802,0.024,9.569,0.026,9.469,0.024,6310,188,188,4.077,0.2,0.24,-0.028,0.12,0.18,1.665,0.68,0.413,1.307,0.239,0.171,0.245,0.273,0.145,311.5,127.3,77.38,0.029,0.008,0.007
211391261,09 08 52.858,+11 30 16.63,1,14.27,,,508-050024,09085285+1130165,6004-301-2-0142-0069,STAR,gri,rpm,-5.8,3.9,-5,4.8,,,15.647,0.06,14.656,0.1,,,15.11,0.07,14.279,0.05,13.91,0.01,,,12.657,0.026,12.063,0.022,11.941,0.027,4643,92,73,4.551,0.126,3.258,-0.431,0.4,1.04,0.776,32.043,0.147,0.785,0.162,0.09,1.543,1.041,1.543,392.5,14430,103.6,0.034,0.007,0.007
211392828,09 09 43.170,+11 31 48.70,1,17.796,,,,09094317+1131487,6004-301-2-0144-0324,EXTENDED,gri,,4,3,7,3,,,,,,,20.498,0.091,18.824,0.012,17.826,0.007,17.355,0.007,16.952,0.014,16.452,0.157,15.811,0.191,15.034,0.176,,,,,,,,,,,,,,,,,,,,,,,,
211392892,09 05 59.464,+11 31 52.10,1,17.481,,,,09055946+1131520,5972-301-3-0140-0227,EXTENDED,gri,,-1,2,4,2,,,,,,,19.389,0.037,18.21,0.007,17.537,0.006,17.169,0.006,16.931,0.016,16.521,0.185,15.96,0.199,15.109,0.191,,,,,,,,,,,,,,,,,,,,,,,,
211393018,09 06 45.669,+11 32 00.27,1,12.066,,815-1383-1,508-049938,09064566+1132004,,STAR,gri,rpm,-6,2,-1.5,2.2,,,12.88,0.29,11.98,0.166,,,12.202,0.04,12.021,0.14,11.864,0.04,,,11.06,0.024,10.903,0.027,10.816,0.023,6714,244,244,4.082,0.165,0.198,-0.057,0.12,0.12,1.732,0.539,0.35,1.446,0.177,0.147,0.237,0.194,0.121,612.5,203.9,130.4,0.034,0.008,0.008
211393336,09 07 57.881,+11 32 19.57,1,16.367,,,,09075788+1132195,5972-301-3-0143-0376,EXTENDED,gri,,-9,2,3,2,,,,,,,18.173,0.024,16.968,0.005,16.421,0.005,16.109,0.005,15.894,0.011,16.216,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211393582,09 07 37.630,+11 32 33.29,1,11.674,,815-182-1,508-049971,09073764+1132332,,STAR,gri,rpm,-4.7,1.9,-10.9,2.1,,,12.298,0.163,12.226,0.174,,,11.8,0.06,11.631,0.11,11.499,0.03,,,10.714,0.021,10.482,0.021,10.468,0.021,6395,194,194,4.168,0.13,0.208,-0.104,0.15,0.21,1.491,0.56,0.238,1.238,0.177,0.126,0.346,0.223,0.195,416.2,155.7,61.14,0.03,0.008,0.007
211393628,09 08 04.848,+11 32 35.80,1,15.366,,,508-049992,09080484+1132359,5972-301-3-0144-0016,STAR,gri,rpm,5.5,6.2,0.4,6.6,,,16.358,0.15,15.715,0.05,,,16.024,0.03,15.444,0.08,15.084,0.08,,,14.092,0.03,13.642,0.029,13.585,0.036,5255,155,155,4.549,0.055,1.089,-0.413,0.3,0.54,0.813,2.207,0.105,0.843,0.064,0.09,1.544,0.4,1.511,891,2273,144.4,0.033,0.01,0.007
211393646,09 05 15.278,+11 32 36.63,1,17.201,,,,09051527+1132366,5972-301-3-0139-0231,EXTENDED,gri,,2,2,10,2,,,,,,,20.209,0.06,18.264,0.007,17.191,0.005,16.746,0.005,16.389,0.01,15.861,0.085,15.079,0.101,14.076,0.078,,,,,,,,,,,,,,,,,,,,,,,,
211393729,09 08 01.060,+11 32 41.06,1,15.018,,,508-049989,09080105+1132411,5972-301-3-0144-0007,STAR,gri,rpm,-7.2,3.7,2.5,4.5,,,16.398,0.01,15.478,0.053,,,15.898,0.03,15.076,0.06,14.64,0.01,,,13.449,0.026,12.902,0.029,12.712,0.027,4717,112,112,4.636,0.08,1.808,-0.31,0.3,0.9,0.681,24.285,0.106,0.74,0.059,0.142,2.186,1.047,2.186,463.5,4053,97.86,0.034,0.009,0.009
211394171,09 04 57.001,+11 33 06.44,1,18.989,,,,09045700+1133064,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.214,0.123,15.421,0.123,15.066,0.164,3920,434,362,4.896,0.15,0.15,-0.254,0.25,0.3,0.367,0.149,0.139,0.423,0.168,0.202,7.204,9.3,3.594,738.1,456.2,323.8,0.032,0.01,0.007
211394406,09 04 49.003,+11 33 18.87,1,9.284,,815-1523-1,508-049861,09044900+1133189,,STAR,gri,rpm,23.2,1.1,-37.8,1,,,9.999,0.038,9.25,0.026,,,10.222,0.34,9.441,0.06,8.881,0.05,,,7.992,0.024,7.644,0.046,7.553,0.018,5056,151,181,2.747,0.891,0.405,-0.585,0.48,0.4,6.558,3.115,4.076,0.947,0.252,0.069,0.003,0.046,0.002,364,197.2,210.8,0.028,0.013,0.008
211394439,09 06 10.873,+11 33 20.82,1,14.569,,,508-049909,09061086+1133208,5972-301-3-0141-0016,STAR,gri,rpm,-5.1,3.9,2.9,4.8,,,15.79,0.03,14.883,0.07,,,15.279,0.05,14.565,0.08,14.265,0.09,,,13.118,0.024,12.61,0.023,12.493,0.026,4977,119,99,3.565,1.05,1.05,-0.401,0.35,0.49,2.178,4.506,1.611,0.869,0.126,0.105,0.041,1.352,0.039,1539,2899,1107,0.034,0.01,0.008
211394640,09 09 41.629,+11 33 32.76,1,11.595,,,508-050052,09094163+1133327,,STAR,gri,rpm,-2.6,2,-1.8,2.1,,,12.915,0.07,11.887,0.03,,,12.362,0.06,11.595,0.1,11.267,0.04,,,9.997,0.026,9.456,0.023,9.301,0.021,4750,95,95,2.435,0.357,0.085,-0.261,0.2,0.24,10.931,0.912,3.609,1.191,0.198,0.165,9.16E-04,0.002,2.21E-04,1476,136.5,469.9,0.034,0.01,0.007
211394764,09 09 18.774,+11 33 39.28,1,12.058,,,508-050038,09091876+1133392,,STAR,gri,rpm,-38.5,1.1,-14.5,1,,,12.577,0.06,12.129,0.05,,,12.267,0.05,11.988,0.04,11.941,0.09,,,11.099,0.021,10.859,0.022,10.83,0.021,6283,152,152,4.273,0.08,0.128,-0.487,0.3,0.54,1.19,0.189,0.105,0.983,0.155,0.155,0.556,0.144,0.189,397.9,56.43,71.78,0.032,0.006,0.008
211394805,09 06 33.357,+11 33 41.85,1,15.173,,,508-049930,09063335+1133418,5972-301-3-0141-0148,STAR,gri,rpm,-0.4,3.8,-2.1,5,,,16.155,0.05,15.543,0.11,,,15.746,0.03,15.327,0.07,14.927,0.28,,,14.05,0.028,13.643,0.029,13.523,0.045,5613,218,218,4.453,0.085,0.748,-0.47,0.3,0.54,0.92,1.249,0.135,0.868,0.082,0.082,1.087,0.448,1.008,1057,1321,194,0.033,0.008,0.007
211394857,09 03 30.516,+11 33 45.02,1,14.002,,,508-049794,09033051+1133449,6004-301-3-0134-0041,STAR,gri,rpm,-29.7,3.4,-11.5,3.9,,,15.136,0.04,14.268,0.04,,,14.665,0.03,14.006,0.02,13.717,0.04,,,12.628,0.024,12.205,0.023,12.083,0.026,5187,84,105,4.591,0.055,0.066,-0.408,0.2,0.28,0.735,0.125,0.09,0.761,0.102,0.085,1.923,0.476,0.464,396,70.34,59.73,0.033,0.01,0.006
211394964,09 05 29.466,+11 33 50.46,1,17.166,,,,09052946+1133504,6004-301-3-0137-0269,EXTENDED,gri,,-1,3,1,3,,,,,,,20.179,0.07,18.243,0.008,17.211,0.006,16.704,0.005,16.322,0.011,15.817,0.085,15.013,0.086,14.598,0.128,,,,,,,,,,,,,,,,,,,,,,,,
211394991,09 09 46.424,+11 33 51.76,1,6.473,44984,815-526-1,508-050056,09094642+1133516,,STAR,BV,plx,-44.39,0.51,-62.11,0.23,25.69,0.41,6.796,0.015,6.475,0.01,,,,,,,,,,,5.796,0.023,5.61,0.046,5.568,0.021,6213,402,335,4.297,0.12,0.1,-0.05,0.15,0.27,1.233,0.232,0.231,1.167,0.161,0.193,0.572,0.369,0.178,38.93,1.168,1.168,0.006,0.001,0.002
211395048,09 04 23.198,+11 33 54.94,1,13.478,,,508-049838,09042319+1133550,,STAR,gri,rpm,-3.5,3.3,-35.7,3.7,,,15.026,0.04,13.868,0.05,,,14.469,0.06,13.432,0.01,13.054,0.05,,,11.745,0.023,11.184,0.022,11.059,0.023,4592,55,129,4.643,0.056,0.02,0.049,0.2,0.24,0.678,0.03,0.073,0.733,0.039,0.07,2.355,0.644,0.217,208.4,13.88,29.88,0.025,0.004,0.005
211395123,09 09 14.585,+11 33 59.70,1,13.61,,,508-050036,09091458+1133596,,STAR,gri,lam,-9.6,3.3,0.7,3.8,,,14.92,0.06,13.98,0.05,,,14.414,0.05,13.577,0.07,13.266,0.05,,,12.053,0.023,11.546,0.022,11.45,0.025,4719,170,141,4.63,0.03,0.03,-0.031,0.1,0.14,0.691,0.039,0.044,0.754,0.045,0.045,2.224,0.3,0.265,254.6,26.5,24,0.026,0.007,0.006
211395200,09 03 43.722,+11 34 03.75,1,14.887,,,508-049803,09034371+1134037,,STAR,gri,rpm,-13,3.7,-8.8,4.6,,,16.748,0.09,15.471,0.03,,,16.169,0.06,14.883,0.01,14.338,0.05,,,12.895,0.024,12.26,0.027,12.079,0.019,4017,96,72,4.825,0.036,0.048,-0.046,0.14,0.1,0.467,0.041,0.038,0.523,0.048,0.048,5.097,1.003,0.838,200.1,24.62,21.93,0.024,0.007,0.005
211395249,09 05 30.004,+11 34 06.13,1,17.806,,,,09053000+1134061,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.288,0.124,15.259,0.11,14.731,0.129,3867,396,396,4.903,0.162,0.135,-0.179,0.2,0.28,0.356,0.133,0.142,0.4,0.157,0.22,7.501,10.7,3.519,683.5,377.5,314.2,0.033,0.01,0.008
211395258,09 03 17.364,+11 34 06.58,1,16.742,,,,09031736+1134065,6004-301-3-0133-0331,EXTENDED,gri,,-3,2,3,2,,,,,,,19.458,0.041,17.677,0.006,16.735,0.004,16.342,0.004,16.011,0.008,15.378,0.078,14.814,0.114,14.269,0.085,,,,,,,,,,,,,,,,,,,,,,,,
211395369,09 04 17.028,+11 34 12.85,1,12.397,,,508-049834,09041703+1134128,,STAR,gri,rpm,16.7,1.4,-2.3,1.4,,,13.219,0.04,12.554,0.05,,,12.831,0.04,12.389,0.02,12.212,0.06,,,11.344,0.023,11.009,0.024,10.939,0.024,5877,117,93,4.255,0.19,0.38,-0.227,0.25,0.25,1.215,0.686,0.268,1.007,0.133,0.111,0.532,0.518,0.396,426.2,239.4,103.6,0.031,0.01,0.008
211395442,09 06 44.326,+11 34 18.39,1,17.32,,,,09064432+1134183,5972-301-3-0142-0231,STAR,gri,rpm,-55,3,-17,3,,,,,,,21.645,0.107,19.19,0.01,17.821,0.006,16.518,0.005,15.815,0.006,14.487,0.04,13.891,0.041,13.658,0.055,3768,88,110,4.982,0.035,0.063,-0.176,0.2,0.24,0.297,0.051,0.032,0.319,0.062,0.053,11.33,2.803,2.892,243.9,44.78,31.96,0.027,0.005,0.007
211395494,09 04 57.581,+11 34 20.94,1,8.861,44579,815-1681-1,508-049870,09045758+1134209,,STAR,gri,plx,28.3,1.39,-32.61,0.81,15.46,1.12,9.245,0.024,8.597,0.018,,,9.971,0.34,9.221,0.09,8.386,0.01,,,7.517,0.02,7.242,0.057,7.177,0.029,5937,178,143,4.395,0.045,0.063,-0.056,0.15,0.24,1.069,0.076,0.06,1.051,0.068,0.109,0.838,0.135,0.158,64.68,4.686,4.686,0.011,0.003,0.002
211395564,09 08 51.279,+11 34 24.99,1,14.117,,,508-050022,09085127+1134249,,STAR,gri,lam,20.5,4,-27.9,5,,,15.601,0.03,14.549,0.08,,,15.062,0.05,14.113,0.08,13.712,0.06,,,12.373,0.026,11.785,0.023,11.659,0.022,4454,135,162,4.692,0.04,0.04,-0.066,0.12,0.15,0.605,0.052,0.048,0.674,0.05,0.05,2.931,0.625,0.515,236.4,30.68,32.2,0.026,0.007,0.007
211395590,09 03 57.278,+11 34 26.97,1,14.282,,,508-049816,09035728+1134269,,STAR,gri,rpm,-3.6,4,1.4,5,,,15.392,0.06,14.516,0.04,,,14.908,0.02,14.258,0.02,14.014,0.07,,,12.898,0.024,12.412,0.027,12.349,0.027,5143,80,80,3.45,0.812,0.58,-0.601,0.35,0.35,2.865,2.458,1.323,0.921,0.118,0.054,0.03,0.185,0.026,1661,1432,965.5,0.033,0.008,0.006
211395607,09 04 37.507,+11 34 27.74,1,19.235,,,,,6004-301-3-0135-0336,STAR,gri,,,,,,,,,,,,19.893,0.036,19.418,0.012,19.174,0.014,19.04,0.015,18.754,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211395662,09 08 26.769,+11 34 30.53,1,13.744,,,508-050004,09082677+1134306,,STAR,gri,rpm,1.8,4,-35.9,5,,,15.006,0.03,14.085,0.05,,,14.461,0.03,13.729,0.07,13.436,0.08,,,12.33,0.028,11.798,0.035,11.653,0.024,4977,119,179,4.605,0.042,0.035,-0.137,0.2,0.32,0.722,0.059,0.065,0.776,0.064,0.076,2.014,0.43,0.3,322.3,35.68,37.16,0.032,0.007,0.007
211395931,09 03 35.452,+11 34 45.28,1,13.165,,,508-049797,09033544+1134452,,STAR,gri,rpm,3.6,2.8,-3.4,3.1,,,14.478,0.04,13.447,0.06,,,13.936,0.04,13.147,0.01,12.834,0.04,,,11.584,0.023,11.048,0.024,10.951,0.021,4841,77,77,2.781,0.455,0.546,-0.458,0.25,0.4,6.434,4.219,2.548,1.005,0.203,0.113,0.002,0.013,0.002,1952,1163,728.9,0.035,0.01,0.008
211395944,09 03 09.188,+11 34 45.83,1,14.2,,,508-049776,09030918+1134457,6004-301-3-0133-0078,STAR,gri,rpm,-10.7,4.1,-1,5.1,,,15.386,0.06,14.465,0.05,,,14.837,0.04,14.202,0.06,13.928,0.04,,,12.91,0.023,12.435,0.021,12.394,0.026,5131,102,102,3.616,0.936,0.52,-0.526,0.4,0.48,2.324,1.715,1.635,0.874,0.086,0.086,0.052,1.696,0.043,1397,1020,978.6,0.034,0.007,0.006
211395999,09 04 13.533,+11 34 49.29,1,15.603,,,508-049831,09041352+1134492,6004-301-3-0135-0225,STAR,gri,rpm,26.1,4.5,-27.3,4.5,,,17.751,0.16,16.218,0.06,,,17.095,0.11,15.661,0.05,14.963,0.04,,,13.31,0.023,12.693,0.024,12.496,0.027,3849,46,77,4.898,0.078,0.03,-0.067,0.09,0.18,0.383,0.026,0.065,0.421,0.037,0.073,7.441,3.167,0.885,187.9,17.94,36.02,0.023,0.006,0.005
211396055,09 09 06.534,+11 34 52.34,1,10.622,,815-91-1,508-050030,09090652+1134524,,STAR,gri,rpm,-8.5,1.3,-4.8,1.2,,,11.172,0.067,10.696,0.065,,,10.798,0.02,10.563,0.05,10.554,0.13,,,9.735,0.023,9.512,0.022,9.467,0.025,6564,157,157,3.985,0.245,0.245,-0.026,0.1,0.12,1.93,0.959,0.551,1.432,0.272,0.194,0.18,0.261,0.118,349,174.9,100.2,0.03,0.007,0.006
211396095,09 03 45.966,+11 34 53.91,1,19.087,,,,09034596+1134539,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.263,0.134,15.377,0.124,15.1,0.166,4004,371,371,4.867,0.168,0.14,-0.254,0.25,0.3,0.393,0.138,0.151,0.423,0.154,0.184,6.146,8.53,2.845,802.1,440.2,367.3,0.032,0.01,0.007
211396111,09 06 42.293,+11 34 55.01,1,15.429,,,,09064229+1134550,5972-301-3-0142-0195,EXTENDED,gri,,-1,2,-2,2,,,,,,,18.29,0.033,16.387,0.004,15.444,0.003,15.018,0.003,14.688,0.007,15.254,0.097,14.476,0.111,14.052,0.093,,,,,,,,,,,,,,,,,,,,,,,,
211396195,09 08 45.115,+11 34 59.29,1,19.661,,,,,5972-301-3-0145-0228,STAR,gri,,3,3,-2,3,,,,,,,20.087,0.038,19.679,0.013,19.655,0.015,19.55,0.018,19.315,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211396283,09 01 06.934,+11 35 04.32,1,12.527,,,508-049700,09010693+1135043,,STAR,gri,rpm,-2.6,1.5,-13.5,1.7,,,13.531,0.06,12.721,0.05,,,13.053,0.03,12.486,0.03,12.302,0.05,,,11.293,0.026,10.95,0.022,10.841,0.023,5589,89,112,4.45,0.055,0.605,-0.032,0.16,0.2,0.972,1.05,0.079,0.984,0.119,0.066,1.05,0.257,0.927,314.6,331.9,37.55,0.032,0.007,0.008
211396329,09 07 04.399,+11 35 05.89,1,15.509,,,508-049951,09070439+1135058,5972-301-3-0142-0265,STAR,JHK,rpm,-70.4,4.2,-24,4.5,,,,,,,,,,,,,,,,,13.442,0.028,12.801,0.029,12.639,0.03,3966,261,163,4.888,0.084,0.06,-0.291,0.25,0.3,0.389,0.06,0.079,0.432,0.085,0.099,7.075,3.733,1.926,208.5,57.04,52.52,0.025,0.007,0.006
211396350,09 06 03.104,+11 35 07.07,1,16.725,,,,09060310+1135070,5972-301-3-0140-0242,EXTENDED,gri,,4,0,6,4,,,,,,,19.497,0.039,17.663,0.006,16.745,0.004,16.323,0.004,15.996,0.008,15.446,0.071,14.655,0.082,14.269,0.08,,,,,,,,,,,,,,,,,,,,,,,,
211396368,09 02 27.361,+11 35 08.05,1,14.594,,,508-049756,09022735+1135080,,STAR,gri,lam,-0.8,4,-6.8,4.9,,,15.668,0.07,14.805,0.03,,,15.181,0.04,14.577,0.05,14.343,0.04,,,13.193,0.027,12.735,0.022,12.655,0.029,5053,121,60,2.367,0.264,0.04,-1.486,0.18,0.15,9.706,0.646,2.478,0.82,0.049,0.016,8.62E-04,0.001,1.32E-04,6567,869.5,1755,0.031,0.01,0.007
211396404,09 06 46.093,+11 35 10.01,1,17.445,,,,09064609+1135100,5972-301-3-0142-0236,EXTENDED,gri,,1,3,0,3,,,,,,,20.247,0.058,18.386,0.008,17.441,0.005,17.042,0.005,16.684,0.011,15.912,0.09,15.39,0.103,14.683,0.132,,,,,,,,,,,,,,,,,,,,,,,,
211396431,09 08 27.829,+11 35 11.88,1,11.767,,815-332-1,508-050007,09082783+1135119,,STAR,gri,rpm,-3.4,2.4,0.1,2.5,,,13.14,0.386,11.593,0.14,,,12.49,0.06,11.725,0.06,11.456,0.06,,,10.258,0.024,9.765,0.022,9.635,0.024,4884,99,99,2.459,0.752,0.096,-0.375,0.25,0.25,10.208,0.908,5.702,1.096,0.22,0.138,9.85E-04,0.012,2.17E-04,1597,167,852.1,0.033,0.01,0.007
211396504,09 05 43.879,+11 35 15.56,1,12.947,,,508-049892,09054387+1135155,,STAR,gri,rpm,-18.5,1.9,-3.3,2,,,13.722,0.03,13.16,0.09,,,13.354,0.04,12.964,0.08,12.772,0.07,,,11.91,0.022,11.634,0.026,11.577,0.019,6049,147,147,4.3,0.095,0.228,-0.204,0.2,0.28,1.187,0.354,0.16,1.031,0.11,0.11,0.576,0.257,0.32,551.5,164.9,83.18,0.032,0.008,0.007
211396511,09 04 55.632,+11 35 15.79,1,17.613,,,,09045563+1135157,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.109,0.142,15.378,0.135,14.828,0.125,3775,441,315,4.953,0.125,0.175,-0.204,0.25,0.3,0.319,0.173,0.129,0.332,0.216,0.154,9.786,10.19,5.631,573.9,441.9,249.7,0.031,0.01,0.008
211396670,09 03 22.822,+11 35 23.87,1,15.223,,,508-049784,09032281+1135238,6004-301-3-0133-0139,STAR,gri,rpm,1.7,6.2,7.1,6.2,,,16.195,0.03,15.458,0.02,,,15.751,0.02,15.211,0.01,14.997,0.03,,,13.959,0.028,13.456,0.033,13.433,0.047,5304,104,83,3.058,0.832,0.52,-1.462,0.72,0.72,3.635,3.518,2.584,0.805,0.081,0.016,0.011,0.252,0.01,3967,2895,2316,0.032,0.007,0.007
211396684,09 04 14.608,+11 35 24.29,1,15.38,,,508-049832,09041460+1135244,6004-301-3-0135-0228,STAR,gri,rpm,-17.8,4.3,-24.9,5.3,,,17.804,0.15,16.209,0.071,,,17.021,0.09,15.637,0.06,14.677,0.04,,,12.937,0.024,12.259,0.027,12.003,0.026,3671,44,118,4.952,0.064,0.04,0.123,0.06,0.12,0.325,0.036,0.068,0.352,0.048,0.095,9.952,4.768,1.769,125.8,18.97,30.8,0.021,0.004,0.006
211396707,09 03 54.637,+11 35 25.53,1,13.547,,,508-049814,09035463+1135255,,STAR,gri,lam,-4.5,3.3,-5.3,3.8,,,14.782,0.07,13.79,0.04,,,14.243,0.03,13.507,0.01,13.249,0.08,,,12.057,0.023,11.529,0.024,11.415,0.021,4874,117,147,2.414,0.21,0.035,-0.489,0.12,0.15,10.026,0.473,2.279,0.96,0.019,0.023,9.34E-04,0.001,1.11E-04,3446,332.4,733.8,0.033,0.012,0.006
211396829,09 07 48.886,+11 35 32.50,1,15.716,,,,09074888+1135324,5972-301-3-0143-0337,EXTENDED,gri,,-4,2,3,2,,,,,,,18.337,0.022,16.609,0.004,15.732,0.003,15.334,0.003,15.014,0.005,14.765,0.082,14.241,0.099,13.705,0.083,,,,,,,,,,,,,,,,,,,,,,,,
211396956,09 04 45.362,+11 35 38.61,1,15.132,,,508-049855,09044535+1135386,,STAR,gri,rpm,3.4,6.1,2.1,6.7,,,16.413,0.08,15.364,0.02,,,15.843,0.03,15.083,0.02,14.828,0.08,,,13.648,0.024,13.104,0.023,12.958,0.032,4917,77,77,4.599,0.048,1.808,-0.388,0.25,0.3,0.732,5.64,0.08,0.789,0.152,0.095,1.987,0.458,1.983,597.6,4515,75.91,0.032,0.008,0.008
211397019,09 03 25.847,+11 35 42.14,1,12.95,,,508-049789,09032583+1135421,,STAR,gri,lam,-1.6,1.9,-2.2,1.9,,,14.013,0.05,13.2,0.04,,,13.562,0.04,12.938,0.02,12.688,0.03,,,11.56,0.023,11.113,0.026,11.019,0.021,5110,61,81,3.395,0.156,0.13,-0.679,0.15,0.15,3.129,0.633,0.526,0.911,0.091,0.018,0.028,0.022,0.011,979.2,222.2,153.4,0.033,0.007,0.006
211397036,09 06 12.512,+11 35 43.28,1,17.455,,,,09061251+1135432,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.962,0.085,15.186,0.098,14.669,0.107,3768,382,318,4.95,0.13,0.156,-0.168,0.2,0.28,0.314,0.152,0.119,0.346,0.194,0.162,9.719,10.59,5.067,525.2,348.4,240,0.032,0.01,0.008
211397097,09 08 26.886,+11 35 46.91,1,10.969,,815-392-1,508-050005,09082688+1135468,,STAR,gri,rpm,-0.7,2.4,4.1,2.6,,,12.247,0.201,11.273,0.09,,,11.962,0.06,11.029,0.12,10.543,0.03,,,9.093,0.024,8.383,0.055,8.192,0.023,4353,155,129,1.799,0.475,0.57,-0.398,0.3,0.48,21.634,12.812,9.253,1.066,0.215,0.179,9.79E-05,3.81E-04,7.79E-05,1742,913,599,0.035,0.01,0.008
211397101,09 06 13.548,+11 35 47.36,1,14.187,,,508-049912,09061354+1135474,,STAR,gri,rpm,-16.2,4,-0.1,5,,,15.334,0.03,14.538,0.09,,,14.921,0.05,14.194,0.08,13.873,0.1,,,12.748,0.024,12.23,0.022,12.138,0.025,4933,137,98,4.581,0.05,1.52,-0.281,0.25,0.45,0.76,3.85,0.075,0.817,0.128,0.091,1.792,0.413,1.783,413.2,2049,59.89,0.032,0.01,0.005
211397151,09 00 42.239,+11 35 50.28,1,14.621,,,508-049682,09004223+1135502,5972-301-4-0132-0044,STAR,gri,rpm,-11.7,4,-17,5,,,15.664,0.09,14.853,0.05,,,15.189,0.03,14.583,0.02,14.377,0.08,,,13.215,0.024,12.748,0.024,12.696,0.029,5286,126,105,4.559,0.04,0.984,-0.467,0.3,0.36,0.771,1.691,0.068,0.816,0.08,0.08,1.697,0.343,1.642,564.1,1174,63.65,0.032,0.01,0.008
211397538,09 06 29.652,+11 36 11.43,1,9.561,,815-1711-1,509-048048,09062966+1136114,,STAR,gri,rpm,-29.4,1.3,2.2,1.3,,,10.998,0.062,9.839,0.029,,,10.554,0.18,9.636,0.07,9.136,0.06,,,7.859,0.026,7.191,0.034,7.066,0.021,4463,124,71,1.993,0.45,0.45,-0.517,0.54,0.3,16.194,8.589,5.612,0.965,0.293,0.064,2.19E-04,5.57E-04,1.71E-04,793.8,353.6,283.6,0.035,0.008,0.008
211397763,08 58 27.537,+11 36 23.26,1,12.163,,,509-047738,08582753+1136232,,STAR,gri,lam,-17.9,1.3,-21.5,1.9,,,12.761,0.13,12.126,0.04,,,12.352,0.08,12.1,0.25,11.88,0.05,,,10.999,0.019,10.702,0.026,10.667,0.022,5953,142,142,4.374,0.066,0.143,-0.137,0.12,0.12,1.092,0.181,0.106,1.022,0.071,0.071,0.786,0.236,0.3,324.7,64.95,37.17,0.029,0.007,0.005
211397774,09 02 10.883,+11 36 23.66,1,15.649,,,509-047878,09021087+1136237,5972-301-4-0134-0186,STAR,BV,rpm,0.7,6.5,1.1,6.7,,,16.833,0.07,15.823,0.06,,,,,,,,,,,14.363,0.037,13.962,0.043,13.93,0.067,5489,321,267,4.509,0.065,0.234,-0.276,0.25,0.35,0.845,0.316,0.097,0.857,0.095,0.079,1.333,0.498,0.819,1093,546.3,183.9,0.034,0.01,0.007
211397787,09 07 27.891,+11 36 24.16,1,10.597,,815-229-1,509-048084,,,STAR,gri,,-21,1.4,-34.3,1.4,,,11.474,0.065,10.961,0.063,,,10.795,0.07,10.531,0.12,10.364,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211397814,09 07 28.192,+11 36 25.57,1,12.171,,815-229-2,509-048085,09072819+1136254,,STAR,BV,rpm,-15.6,1.8,-29.2,2,,,11.951,0.096,12.025,0.163,,,,,,,,,,,10.754,0.024,10.485,0.027,10.377,0.021,6097,142,213,4.28,0.1,0.2,-0.202,0.24,0.28,1.219,0.279,0.198,1.04,0.113,0.113,0.564,0.28,0.268,327.7,81.64,48.15,0.032,0.006,0.007
211397839,09 00 35.063,+11 36 27.26,1,13.837,,,509-047819,09003506+1136273,,STAR,gri,rpm,-2.3,2.7,-15.9,3,,,15.191,0.05,14.181,0.06,,,14.646,0.04,13.781,0.02,13.49,0.04,,,12.268,0.024,11.788,0.022,11.681,0.021,4888,77,77,4.599,0.02,0.036,-0.019,0.16,0.16,0.752,0.056,0.02,0.822,0.121,0.02,1.931,0.138,0.226,319.9,31.51,12.28,0.029,0.017,0.007
