EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
211682423,08 48 22.249,+15 40 44.08,1,12.617,,,529-047400,08482224+1540440,,STAR,gri,lam,-6.4,0.7,-11.8,2.6,,,13.139,0.07,12.667,0.03,,,12.813,0.04,12.552,0.03,12.457,0.13,,,11.643,0.022,11.415,0.02,11.331,0.02,6138,98,74,4.287,0.08,0.16,-0.572,0.15,0.18,1.112,0.24,0.103,0.908,0.074,0.046,0.621,0.207,0.272,455.6,100.3,53.27,0.032,0.01,0.006
211682436,08 49 37.993,+15 40 44.76,1,14.332,,,529-047454,08493799+1540448,,STAR,gri,rpm,-33.7,3.6,-41.4,3.9,,,16.327,0.07,14.957,0.04,,,15.67,0.05,14.411,0.03,13.758,0.06,,,12.179,0.021,11.594,0.02,11.38,0.02,3811,91,61,4.932,0.045,0.054,-0.114,0.12,0.27,0.348,0.051,0.034,0.378,0.073,0.03,8.835,1.787,2.255,98.82,19.93,12.15,0.017,0.006,0.006
211682478,08 16 17.309,+15 40 46.72,1,12.012,,1378-1721-1,529-045682,08161731+1540467,,STAR,gri,plx,-11.6,2.5,-9.3,2.7,,,12.679,0.268,12.634,0.274,,,12.434,0.01,12.008,0.03,11.831,0.01,,,10.947,0.027,10.673,0.031,10.616,0.022,5969,118,118,3.977,0.11,0.154,-0.207,0.25,0.45,1.752,0.417,0.259,1.118,0.17,0.204,0.203,0.097,0.095,580.3,137.5,137.5,0.035,0.014,0.01
211682491,08 44 29.760,+15 40 47.46,1,17.956,,,,08442976+1540474,5794-301-4-0107-0203,STAR,gri,col,,,,,,,,,,,22.344,0.302,19.439,0.012,17.984,0.007,17.321,0.006,16.954,0.012,15.739,0.07,15.211,0.097,14.88,0.093,3745,44,44,5.053,0.048,0.04,-0.415,0.1,0.12,0.235,0.042,0.035,0.236,0.054,0.045,17.07,5.123,3.94,347.5,71.24,69.68,0.031,0.01,0.007
211682494,08 15 27.884,+15 40 47.70,1,11.806,,,529-045637,08152788+1540478,,STAR,gri,rpm,-1.3,1,-22.4,1.3,,,12.7,0.06,11.977,0.03,,,12.316,0.03,11.778,0.04,11.587,0.03,,,10.709,0.022,10.341,0.02,10.273,0.018,5545,164,131,4.024,0.495,0.385,-0.202,0.2,0.28,1.513,1.066,0.701,0.989,0.283,0.094,0.244,1.039,0.187,379.7,244.1,179.1,0.028,0.005,0.005
211682544,08 38 43.771,+15 40 50.25,1,11.407,,,529-046987,08384378+1540503,,STAR,gri,rpm,-55.8,1.2,-0.1,1,,,12.348,0.03,11.606,0.04,,,11.901,0.03,11.385,0.03,11.195,0.04,,,10.216,0.02,9.814,0.022,9.748,0.02,5519,132,132,4.501,0.05,0.67,-0.224,0.16,0.52,0.885,1.086,0.091,0.888,0.075,0.075,1.292,0.342,1.164,171.9,209,20.1,0.022,0.008,0.006
211682586,08 41 31.666,+15 40 52.40,1,17.899,,,,,5137-301-5-0117-0284,EXTENDED,gri,,5,3,-8,3,,,,,,,19.334,0.082,18.311,0.01,17.985,0.012,17.722,0.014,17.623,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211682592,08 19 21.007,+15 40 52.62,1,14.919,,,529-045890,08192102+1540527,,STAR,JHK,rpm,19.8,5.6,-47.8,5.4,,,,,,,,,,,,,,,,,12.589,0.021,11.977,0.021,11.706,0.019,3595,72,86,5.003,0.05,0.05,0.023,0.12,0.12,0.267,0.047,0.04,0.28,0.072,0.06,13.5,4.504,3.378,88.24,20.07,16.35,0.013,0.007,0.004
211682624,08 50 11.633,+15 40 53.91,1,17.096,,,,,5125-301-3-0030-0018,STAR,gri,,,,,,,,,,,,18.225,0.015,17.09,0.004,17.098,0.005,17.153,0.006,17.24,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211682625,08 29 39.056,+15 40 53.95,1,12.926,,,529-046470,08293905+1540539,,STAR,gri,rpm,-30.6,2.2,9.4,2.6,,,13.567,0.04,13.057,0.01,,,13.229,0.03,12.922,0.01,12.796,0.02,,,11.986,0.021,11.667,0.025,11.644,0.021,6148,97,73,4.246,0.125,0.3,-0.883,0.25,0.25,1.138,0.468,0.195,0.857,0.026,0.042,0.523,0.373,0.328,559,208.4,100.4,0.035,0.004,0.007
211682647,08 17 35.778,+15 40 54.76,1,13.838,,,529-045758,08173577+1540548,,STAR,gri,rpm,-0.9,3.4,-16.4,3.7,,,15.122,0.02,14.164,0.037,,,14.616,0.01,13.833,0.01,13.505,0.02,,,12.381,0.02,11.884,0.019,11.771,0.019,4897,77,77,4.554,0.07,1.82,-0.235,0.16,0.4,0.804,5.942,0.131,0.817,0.178,0.089,1.63,0.519,1.627,374,2581,73.62,0.032,0.006,0.006
211682657,08 54 33.027,+15 40 55.02,1,8.978,43742,1394-388-1,529-047685,08543304+1540551,,STAR,gri,plx,-31.28,1.41,-3.73,1,6.34,0.98,9.028,0.022,8.692,0.019,,,9.906,0.06,9.244,0.08,8.58,0.03,,,7.928,0.017,7.77,0.023,7.738,0.021,6430,152,228,3.771,0.072,0.06,0.062,0.1,0.1,2.772,0.226,0.249,1.68,0.068,0.068,0.078,0.022,0.015,218.4,13.68,13.68,0.025,0.008,0.006
211682659,08 16 32.017,+15 40 55.12,1,16.905,,,,08163201+1540551,5071-301-3-0065-0259,STAR,gri,rpm,42,3,-10,3,,,,,,,21.55,0.112,18.936,0.009,17.501,0.006,16.035,0.005,15.297,0.006,13.91,0.032,13.311,0.032,13.056,0.022,3578,103,124,5.027,0.025,0.025,-0.068,0.21,0.15,0.247,0.026,0.017,0.242,0.039,0.019,15.38,1.876,2.289,141.7,24.16,11.87,0.021,0.013,0.007
211682661,08 15 58.357,+15 40 55.21,1,17.916,,,,08155835+1540552,,STAR,J,rpm,4,4,8,2,,,,,,,,,,,,,,,,,16.389,0.09,15.632,0.136,14.895,0.093,3749,371,265,4.952,0.095,0.133,-0.15,0.2,0.28,0.329,0.135,0.096,0.357,0.16,0.133,9.709,7.359,4.775,657.4,365.5,234.9,0.033,0.011,0.008
211682676,08 18 25.386,+15 40 55.82,1,14.121,,,529-045831,08182538+1540557,,STAR,gri,rpm,2.6,4.7,-3.7,5.2,,,15.328,0.06,14.355,0.038,,,14.824,0.01,14.07,0.02,13.82,0.02,,,12.616,0.022,12.109,0.023,12.03,0.019,4958,79,59,3.214,0.497,0.426,-0.382,0.2,0.28,3.903,2.221,1.595,0.972,0.154,0.11,0.013,0.054,0.01,1940,996.4,743.9,0.035,0.011,0.007
211682702,08 36 29.026,+15 40 57.20,1,14.618,,,529-046874,08362902+1540571,,STAR,gri,rpm,-15.4,3.6,-14,3.8,,,15.912,0.05,14.961,0.04,,,15.397,0.02,14.588,0.02,14.285,0.06,,,13.058,0.022,12.535,0.023,12.391,0.023,4881,95,95,4.62,0.042,0.035,-0.162,0.2,0.28,0.704,0.052,0.072,0.76,0.064,0.085,2.12,0.476,0.252,428.4,37.02,55.28,0.03,0.011,0.007
211682710,08 24 28.081,+15 40 57.57,1,13.204,,,529-046205,08242806+1540575,,STAR,gri,rpm,2.4,4.3,-13.5,4.6,,,14.329,0.047,13.548,0.05,,,13.887,0.03,13.218,0.04,12.912,0.03,,,11.869,0.024,11.363,0.028,11.274,0.019,5014,80,80,2.974,0.525,0.63,-0.675,0.35,0.42,4.533,4.65,1.795,0.91,0.152,0.065,0.006,0.028,0.005,1711,1388,667.9,0.034,0.011,0.009
211682756,08 52 08.602,+15 40 59.50,1,12.48,,,529-047572,08520859+1540595,,STAR,gri,lam,-10.8,1.1,-0.6,1.3,,,13.185,0.03,12.604,0.02,,,12.809,0.04,12.436,0.01,12.339,0.04,,,11.48,0.022,11.204,0.023,11.13,0.018,5888,141,141,4.41,0.045,0.099,-0.054,0.1,0.12,1.053,0.126,0.081,1.05,0.052,0.073,0.879,0.178,0.248,385.7,52.27,38.76,0.03,0.01,0.008
211682757,08 31 38.235,+15 40 59.52,1,11.749,,1379-1554-1,529-046593,08313821+1540596,,STAR,gri,rpm,8.8,1.9,-5.4,2,,,12.93,0.351,12.042,0.228,,,12.091,0.03,11.715,0.01,11.603,0.03,,,10.736,0.022,10.46,0.022,10.4,0.017,6152,97,97,4.073,0.23,0.23,-0.114,0.18,0.21,1.512,0.6,0.368,1.184,0.21,0.15,0.258,0.412,0.142,423.8,173.2,105.3,0.031,0.01,0.006
211682817,08 56 59.189,+15 41 02.62,1,17.783,,,,08565918+1541026,5137-301-2-0140-0454,EXTENDED,gri,,-22,5,18,5,,,,,,,20.932,0.208,18.739,0.016,17.86,0.011,17.373,0.01,16.951,0.024,16.794,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211682820,08 47 38.927,+15 41 02.79,1,13.867,,,529-047376,08473893+1541028,,STAR,gri,lam,1.2,2.7,-3.4,3,,,15.087,0.09,14.063,0.04,,,14.524,0.04,13.755,0.03,13.585,0.25,,,12.302,0.022,11.833,0.025,11.691,0.022,4948,79,79,3.462,0.125,0.15,-0.208,0.15,0.12,3.18,0.53,0.455,1.138,0.1,0.14,0.033,0.018,0.013,1398,218.2,188.7,0.034,0.013,0.007
211682845,08 35 37.750,+15 41 04.23,1,10.168,,1392-1179-1,529-046832,08353775+1541041,,STAR,gri,rpm,-5.9,1.6,1.1,1.6,,,11.576,0.12,10.505,0.062,,,11.114,0.03,10.191,0.03,9.763,0.02,,,8.403,0.024,7.774,0.017,7.633,0.024,4477,54,54,1.753,0.435,0.522,-0.695,0.4,0.48,20.618,13.568,7.09,0.976,0.25,0.104,8.69E-05,2.63E-04,7.06E-05,1303,786.8,424,0.035,0.013,0.008
211682954,08 50 00.751,+15 41 09.93,1,15.47,,,529-047469,08500075+1541099,5125-301-3-0029-0244,STAR,gri,rpm,21.9,2.7,-42.7,2.8,,,17.625,0.13,16.202,0.09,,,17.079,0.04,15.635,0.06,14.781,0.11,,,13.208,0.023,12.541,0.023,12.343,0.021,3780,91,114,4.918,0.066,0.055,-0.021,0.12,0.15,0.359,0.063,0.063,0.392,0.076,0.092,8.174,3.372,2.044,166.5,31.39,35.76,0.022,0.007,0.006
211682976,08 56 35.234,+15 41 10.95,1,11.594,,1394-1404-1,529-047767,08563523+1541109,,STAR,gri,lam,-12,2.3,-0.2,2.3,,,12.476,0.328,11.636,0.207,,,11.778,0.02,11.533,0.02,11.441,0.05,,,10.714,0.022,10.495,0.02,10.455,0.017,6316,152,152,4.298,0.07,0.112,-0.088,0.1,0.12,1.27,0.203,0.128,1.184,0.097,0.069,0.539,0.163,0.167,358.6,56.56,41.2,0.029,0.01,0.006
211683022,08 26 53.630,+15 41 13.09,1,14.284,,,529-046340,08265363+1541131,5112-301-4-0114-0190,EXTENDED,gri,,3,4.7,-15.9,5.2,,,15.414,0.05,14.608,0.03,,,14.957,0.03,14.302,0.02,13.995,0.09,,,12.994,0.023,12.539,0.025,12.488,0.026,,,,,,,,,,,,,,,,,,,,,,,,
211683036,08 55 29.052,+15 41 13.79,1,19.492,,,,,5815-301-6-0079-0238,STAR,gri,,-10,3,-17,3,,,,,,,20.764,0.078,19.928,0.016,19.506,0.016,19.305,0.018,19.163,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211683048,08 29 17.680,+15 41 14.43,1,11.405,,1379-1134-1,529-046453,08291766+1541146,,STAR,gri,col,,,,,,,12.517,0.363,11.402,0.149,,,12.045,0.03,11.391,0.01,11.131,0.02,,,9.989,0.024,9.514,0.028,9.363,0.021,5069,80,80,2.615,0.728,0.336,-0.807,0.25,0.35,7.473,3.01,4.157,0.91,0.097,0.04,0.002,0.019,0.001,1134,392.4,610.4,0.033,0.011,0.008
211683075,08 25 51.699,+15 41 15.63,1,14.401,,,529-046274,08255169+1541156,,STAR,gri,rpm,-41.5,4.6,-17.9,5.1,,,15.412,0.04,14.633,0.01,,,15.001,0.03,14.313,0.02,14.143,0.31,,,12.952,0.026,12.443,0.025,12.396,0.022,5090,101,101,4.603,0.042,0.035,-0.387,0.2,0.24,0.701,0.059,0.054,0.751,0.036,0.073,2.022,0.409,0.277,432.6,42.83,53.56,0.03,0.011,0.003
211683077,08 49 49.043,+15 41 15.75,1,13.859,,,529-047460,08494904+1541157,5125-301-3-0029-0064,STAR,gri,lam,2.4,2.2,-7.7,2.4,,,14.962,0.08,14.132,0.04,,,14.46,0.03,13.862,0.04,13.601,0.05,,,12.549,0.021,12.062,0.023,12.015,0.021,5187,82,82,3.67,0.075,0.09,-0.471,0.15,0.12,2.445,0.347,0.256,1.003,0.13,0.081,0.067,0.021,0.016,1241,175.4,111.8,0.033,0.008,0.006
211683120,08 12 14.927,+15 41 17.12,1,12.405,,,529-045404,08121492+1541171,,STAR,gri,rpm,2.9,1.6,-2.8,2.1,,,13.083,0.01,12.551,0.02,,,12.748,0.01,12.389,0.02,12.258,0.01,,,11.425,0.02,11.121,0.023,11.082,0.02,6104,96,72,4.119,0.234,0.195,-0.346,0.25,0.35,1.394,0.435,0.332,1.036,0.2,0.167,0.346,0.402,0.186,520.4,164.1,124.7,0.032,0.01,0.006
211683228,08 26 00.449,+15 41 22.81,1,14.403,,,529-046287,08260043+1541229,,STAR,gri,rpm,-10.4,4.5,-14.3,4.9,,,15.7,0.01,14.75,0.04,,,15.277,0.03,14.293,0.03,14.028,0.22,,,12.734,0.021,12.169,0.022,12.016,0.02,4633,56,56,4.641,0.03,0.03,-0.031,0.2,0.16,0.677,0.043,0.035,0.743,0.038,0.031,2.345,0.286,0.303,329.1,27.62,21.97,0.03,0.01,0.008
211683259,08 27 03.789,+15 41 23.88,1,17.168,,,,,5112-301-4-0114-0437,EXTENDED,gri,,,,,,,,,,,,20.354,0.147,18.115,0.01,17.156,0.007,16.762,0.008,16.371,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211683260,08 17 23.206,+15 41 24.05,1,16.014,,,,08172320+1541240,5071-301-3-0066-0277,EXTENDED,gri,,5,2,7,2,,,,,,,19.005,0.048,17.023,0.005,16.086,0.004,15.581,0.004,15.19,0.008,15.017,0.059,14.262,0.075,13.833,0.064,,,,,,,,,,,,,,,,,,,,,,,,
211683331,08 28 26.784,+15 41 27.51,1,19.04,,,,08282678+1541275,,STAR,JHK,rpm,12,4,2,5,,,,,,,,,,,,,,,,,16.735,0.157,16.058,0.179,15.86,0.198,3941,593,329,4.881,0.15,0.175,-0.297,0.24,0.42,0.353,0.162,0.111,0.416,0.197,0.164,6.795,6.607,3.787,884.1,717.3,345.2,0.034,0.011,0.008
211683403,08 24 28.148,+15 41 30.66,1,12.987,,,529-046206,08242813+1541306,,STAR,gri,rpm,-2.3,2.6,-2.8,3.2,,,13.716,0.01,13.186,0.02,,,13.37,0.02,12.989,0.04,12.823,0.02,,,12.031,0.023,11.725,0.028,11.655,0.023,6030,119,119,4.133,0.235,0.235,-0.229,0.2,0.24,1.398,0.507,0.372,1.063,0.17,0.122,0.317,0.516,0.175,679.2,251.5,183.5,0.033,0.013,0.007
211683412,08 20 39.221,+15 41 31.16,1,14.167,,,529-045975,08203921+1541311,5071-301-2-0071-0048,STAR,JHK,rpm,23.9,4.7,28.4,5.2,,,,,,,,,,,,,,,,,12.813,0.022,12.364,0.023,12.288,0.023,5156,187,156,4.592,0.048,0.03,-0.395,0.3,0.3,0.732,0.054,0.07,0.764,0.067,0.067,1.931,0.478,0.249,420.3,43.95,46.05,0.03,0.01,0.006
211683426,08 12 19.212,+15 41 31.82,1,10.635,,1377-824-1,529-045412,08121921+1541317,,STAR,gri,plx,1.4,1.7,4.3,1.8,,,12.037,0.214,11.37,0.152,,,11.34,0.02,10.574,0.02,10.333,0.01,,,9.185,0.032,8.744,0.021,8.612,0.017,4925,59,59,2.432,0.423,0.054,-0.426,0.3,0.15,10.337,0.648,1.723,1.085,0.917,0.127,9.38E-04,0.002,1.12E-04,883.8,276.9,276.9,0.032,0.01,0.007
211683431,08 54 04.684,+15 41 32.10,1,11.804,,,529-047659,08540468+1541322,,STAR,gri,lam,-8.1,1.2,-8,1.5,,,12.98,0.03,12.077,0.01,,,12.481,0.02,11.782,0.02,11.513,0.02,,,10.373,0.022,9.887,0.021,9.77,0.018,4771,114,76,2.408,0.08,0.128,-0.616,0.15,0.15,10.052,1.532,0.969,0.953,0.099,0.044,9.41E-04,3.14E-04,3.12E-04,1685,244.3,155.4,0.033,0.013,0.008
211683490,08 13 34.596,+15 41 34.41,1,14.785,,,529-045509,08133459+1541345,5071-301-4-0060-0325,STAR,gri,rpm,-1.5,3.6,2.1,3.9,,,15.808,0.03,15.032,0.03,,,15.386,0.02,14.762,0.04,14.527,0.01,,,13.453,0.025,13.008,0.026,12.941,0.03,5219,124,124,3.553,0.98,0.84,-0.561,0.45,0.54,2.407,3.23,1.735,0.889,0.114,0.082,0.069,1.631,0.064,1694,2166,1129,0.034,0.011,0.008
211683508,08 57 02.245,+15 41 35.44,1,15.9,,,529-047789,08570224+1541353,5137-301-2-0140-0346,EXTENDED,gri,,-0.7,7.8,4.1,7.4,,,17.392,0.19,16.059,0.04,,,16.753,0.11,15.804,0.08,15.534,0.111,,,14.296,0.046,13.687,0.056,13.282,0.054,,,,,,,,,,,,,,,,,,,,,,,,
211683527,08 20 18.179,+15 41 36.55,1,12.932,,,529-045947,08201818+1541365,,STAR,gri,rpm,10.8,2.1,-11.5,2.6,,,13.695,0.01,13.082,0.01,,,13.334,0.02,12.895,0.03,12.76,0.02,,,11.903,0.023,11.593,0.023,11.549,0.022,5933,118,94,4.318,0.12,0.36,-0.218,0.24,0.2,1.156,0.602,0.203,1.027,0.1,0.12,0.638,0.328,0.454,519.5,251.7,100.7,0.033,0.013,0.007
211683582,08 18 25.157,+15 41 39.10,1,14.272,,,529-045830,08182515+1541391,,STAR,gri,rpm,-24.4,4.7,-8.2,5.1,,,15.761,0.01,14.613,0.01,,,15.248,0.01,14.178,0.02,13.854,0.03,,,12.587,0.022,12.05,0.023,11.945,0.019,4510,53,53,4.663,0.033,0.02,0.026,0.15,0.27,0.652,0.023,0.052,0.716,0.029,0.07,2.56,0.448,0.154,283.4,16.79,24.94,0.025,0.011,0.006
211683638,08 18 18.007,+15 41 41.65,1,12.622,,,529-045814,08181800+1541416,,STAR,gri,rpm,-3.8,4.8,7.5,10.3,,,13.252,0.02,12.741,0.02,,,12.936,0.02,12.597,0.03,12.487,0.03,,,11.812,0.022,11.619,0.022,11.559,0.019,6366,128,128,4.178,0.105,0.189,-0.063,0.12,0.21,1.444,0.454,0.204,1.241,0.153,0.128,0.376,0.174,0.186,673.2,215.5,96.24,0.035,0.014,0.008
211683650,08 16 32.670,+15 41 42.24,1,12.987,,,529-045694,08163266+1541422,,STAR,gri,rpm,-1.9,2.1,-3.2,2.6,,,13.691,0.043,13.143,0.032,,,13.342,0.01,12.944,0.01,12.835,0.02,,,11.984,0.026,11.664,0.029,11.636,0.024,6035,120,96,4.142,0.2,0.24,-0.173,0.16,0.24,1.352,0.538,0.256,1.083,0.137,0.114,0.396,0.298,0.248,647.3,271.3,127.2,0.031,0.011,0.007
211683661,08 19 20.589,+15 41 42.69,1,11.152,,,529-045889,08192058+1541426,,STAR,gri,rpm,-2,1.3,0.6,1.7,,,12.795,0.01,11.554,0.03,,,12.167,0.01,11.13,0.02,10.716,0.01,,,9.32,0.021,8.623,0.024,8.463,0.016,4324,51,51,1.557,0.33,0.385,-0.537,0.25,0.4,25.902,13.958,6.117,1.001,0.186,0.116,4.88E-05,7.23E-05,3.51E-05,2328,1034,537.4,0.033,0.01,0.007
211683682,08 55 15.373,+15 41 43.38,1,13.949,,,529-047714,08551538+1541435,5815-301-6-0079-0005,STAR,gri,lam,-37.4,8.3,16.7,11.2,,,14.8,0.03,14.136,0.03,,,14.406,0.01,13.928,0.03,13.754,0.03,,,12.906,0.026,12.494,0.026,12.444,0.027,5587,166,133,4.551,0.035,0.042,-0.649,0.15,0.15,0.767,0.059,0.046,0.765,0.059,0.037,1.696,0.274,0.279,507.6,54.64,49.33,0.032,0.008,0.007
211683725,08 21 07.935,+15 41 44.92,1,14.327,,,529-046006,08210793+1541449,5071-301-2-0071-0211,EXTENDED,gri,,-8.2,4.6,-18,5.1,,,15.543,0.04,14.634,0.01,,,15.059,0.02,14.321,0.01,14.014,0.04,,,12.989,0.021,12.514,0.026,12.434,0.023,,,,,,,,,,,,,,,,,,,,,,,,
211683750,08 25 02.859,+15 41 46.22,1,9.732,,1379-1387-1,529-046242,08250285+1541461,,STAR,gri,plx,-4.3,1.2,0.2,1.1,,,10.849,0.06,9.934,0.037,,,10.475,0.17,9.699,0.04,9.414,0.03,,,8.383,0.027,7.962,0.023,7.868,0.027,4998,182,121,2.46,0.408,0.06,-0.521,0.49,0.35,9.506,0.965,1.042,1.017,1.076,0.117,0.001,0.002,2.88E-04,547.7,92.43,92.43,0.033,0.011,0.008
211683799,08 55 35.016,+15 41 48.74,1,13.682,,,529-047723,08553503+1541488,,STAR,gri,lam,-91.3,2.5,-50.6,2.8,,,15.441,0.01,14.22,0.01,,,14.891,0.03,13.668,0.02,13.164,0.03,,,11.718,0.021,11.083,0.022,10.968,0.022,4093,132,165,4.832,0.07,0.05,-0.25,0.15,0.15,0.449,0.054,0.066,0.5,0.062,0.074,5.464,2.079,1.124,115.4,19.31,23.9,0.016,0.008,0.005
211683814,08 29 20.459,+15 41 49.16,1,11.741,,1379-1485-1,529-046454,08292044+1541494,,STAR,gri,rpm,-27.6,2.5,-9.5,2.5,,,11.99,0.182,11.466,0.151,,,12.18,0.04,11.704,0.02,11.554,0.02,,,10.605,0.024,10.316,0.027,10.232,0.022,5833,116,93,4.383,0.09,0.375,-0.082,0.15,0.3,1.082,0.654,0.15,1.022,0.106,0.089,0.796,0.313,0.585,266.7,148.3,40.74,0.03,0.008,0.008
211683861,08 37 24.064,+15 41 51.68,1,14.987,,,529-046926,08372406+1541518,,STAR,gri,rpm,-18.8,3.3,-12.9,3.5,,,17.426,0.24,15.841,0.03,,,16.568,0.08,15.277,0.06,14.31,0.02,,,12.464,0.022,11.797,0.026,11.579,0.02,3728,60,91,4.912,0.066,0.055,0.117,0.06,0.1,0.353,0.052,0.054,0.384,0.063,0.063,8.451,3.161,2.3,113.4,24.2,19.94,0.019,0.013,0.004
211683902,08 14 34.524,+15 41 53.71,1,12.535,,,529-045583,08143452+1541535,,STAR,gri,rpm,3.9,1.7,-6,2.1,,,13.823,0.04,12.805,0.031,,,13.303,0.01,12.501,0.04,12.206,0.02,,,10.994,0.022,10.481,0.022,10.38,0.019,4856,77,77,2.913,0.475,0.57,-0.337,0.2,0.28,5.592,4.65,2.215,1.082,0.18,0.15,0.006,0.023,0.005,1323,802.8,499.6,0.035,0.01,0.008
211683904,08 30 27.141,+15 41 53.76,1,9.263,,1379-1377-1,529-046517,08302715+1541537,,STAR,gri,rpm,-1.3,1.3,6.9,1.2,,,11.077,0.084,9.665,0.033,,,10.569,0.05,9.472,0.07,8.703,0.05,,,7.18,0.019,6.436,0.024,6.238,0.02,4108,65,65,1.452,0.301,0.215,-0.152,0.25,0.25,34.286,8.187,8.881,1.292,0.232,0.232,2.94E-05,4.54E-05,1.43E-05,1040,222,246.7,0.034,0.016,0.008
211683914,08 19 24.069,+15 41 54.02,1,11.308,,1378-469-1,529-045892,08192407+1541540,,STAR,gri,plx,-3.3,1.6,-23.6,1.6,,,11.77,0.092,11.528,0.125,,,11.586,0.02,11.272,0.03,11.189,0.06,,,10.465,0.021,10.195,0.019,10.172,0.016,6264,125,125,4.247,0.08,0.144,-0.263,0.25,0.45,1.279,0.243,0.15,1.106,0.123,0.197,0.516,0.164,0.202,311.1,45.98,45.98,0.027,0.008,0.007
211683951,08 20 34.169,+15 41 56.07,1,12.931,,,529-045967,08203416+1541560,,STAR,gri,rpm,3.9,1.5,-3.6,1.7,,,13.605,0.01,13.046,0.01,,,13.253,0.03,12.907,0.03,12.793,0.02,,,11.97,0.022,11.757,0.02,11.683,0.018,6287,128,128,4.132,0.174,0.145,-0.086,0.12,0.3,1.48,0.371,0.252,1.21,0.15,0.15,0.333,0.239,0.159,717.8,190,127.6,0.033,0.014,0.006
211684054,08 15 24.209,+15 42 01.56,1,9.627,,1377-826-1,529-045632,08152421+1542015,,STAR,gri,rpm,-4.5,1.5,9.2,1.5,,,11.645,0.18,10.124,0.05,,,10.816,0.03,9.784,0.04,9.118,0.04,,,7.63,0.024,6.94,0.034,6.74,0.024,4257,67,67,1.453,0.38,0.608,-0.51,0.35,0.63,29.895,24.006,9.213,1.022,0.233,0.167,2.72E-05,6.71E-05,2.35E-05,1240,867.4,349.8,0.035,0.018,0.009
211684066,08 54 13.333,+15 42 01.93,1,15.775,,,,08541333+1542019,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.67,0.025,13.076,0.028,12.856,0.027,3711,182,182,4.981,0.085,0.085,-0.09,0.16,0.24,0.287,0.079,0.073,0.317,0.103,0.124,11.27,8.048,4.078,163.2,57.96,49.87,0.021,0.008,0.007
211684094,08 12 51.016,+15 42 03.27,1,12.935,,,529-045453,08125101+1542033,,STAR,gri,rpm,-6.9,2.1,-30.1,2.4,,,14.382,0.02,13.333,0.02,,,13.87,0.03,12.89,0.02,12.534,0.01,,,11.269,0.021,10.692,0.02,10.575,0.019,4592,45,92,4.66,0.025,0.025,0.015,0.16,0.24,0.661,0.038,0.042,0.74,0.025,0.068,2.505,0.371,0.272,160.6,16.8,13.39,0.022,0.009,0.005
211684119,08 26 55.000,+15 42 04.29,1,12.443,,,529-046342,08265500+1542045,,STAR,gri,rpm,-53.1,2.1,-66.2,2.6,,,13.743,0.03,12.818,0.01,,,13.239,0.05,12.451,0.02,12.102,0.09,,,10.94,0.023,10.444,0.022,10.348,0.017,4883,140,60,4.627,0.075,0.02,-0.174,0.08,0.66,0.695,0.031,0.117,0.75,0.057,0.136,2.181,0.971,0.131,168.2,15.38,31.86,0.02,0.004,0.006
211684120,08 29 49.318,+15 42 04.30,1,14.532,,,529-046475,08294931+1542043,5080-301-4-0094-0028,STAR,gri,rpm,-4.8,2.9,-11.2,3.1,,,15.475,0.03,14.759,0.02,,,15.039,0.03,14.524,0.01,14.314,0.02,,,13.342,0.024,12.961,0.03,12.824,0.024,5515,131,131,4.446,0.126,0.966,-0.77,0.54,0.45,0.965,1.851,0.219,0.861,0.052,0.093,1.067,0.736,1.028,794.3,1322,211.4,0.034,0.014,0.007
211684147,08 38 54.979,+15 42 05.35,1,11.319,,,529-046997,08385497+1542053,,STAR,gri,rpm,2.7,1.2,-2.6,1.5,,,12.677,0.03,11.621,0.04,,,12.092,0.02,11.289,0.03,10.988,0.03,,,9.783,0.022,9.232,0.019,9.13,0.02,4789,76,57,2.431,0.312,0.13,-0.39,0.18,0.3,10.635,1.508,3.168,1.097,0.178,0.148,8.93E-04,0.002,3.10E-04,1326,165.3,371.7,0.034,0.008,0.007
