EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
212102004,08 56 30.340,+22 03 33.67,1,16.838,,,,08563033+2203336,5038-301-4-0056-0250,EXTENDED,gri,,5,3,1,3,,,,,,,19.412,0.056,17.737,0.007,16.88,0.006,16.453,0.006,16.091,0.015,16.109,0.107,15.389,0.17,15.048,0.118,,,,,,,,,,,,,,,,,,,,,,,,
212102125,08 50 32.791,+22 03 41.08,1,18.133,,,,08503279+2203410,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.891,0.099,15.504,0.157,15.036,0.13,3962,1282,512,4.873,0.198,0.297,-0.263,0.25,0.45,0.377,0.329,0.176,0.417,0.326,0.245,6.77,9.849,5.161,634.9,1008,313,0.031,0.01,0.008
212102178,08 25 35.723,+22 03 45.01,1,14.962,,,561-046700,08253572+2203450,6597-301-6-0213-0032,STAR,JHK,rpm,-3.5,3,-14.2,3.4,,,,,,,,,,,,,,,,,12.727,0.023,12.082,0.027,11.874,0.022,3970,325,186,4.826,0.08,0.112,-0.05,0.18,0.15,0.436,0.125,0.082,0.502,0.13,0.108,5.161,2.561,1.979,176.9,62.3,46.07,0.023,0.006,0.007
212102181,08 32 11.771,+22 03 45.15,1,14.495,,,561-047021,08321176+2203454,4517-301-2-0111-0102,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.438,0.022,11.82,0.022,11.638,0.021,3888,214,153,4.892,0.077,0.066,-0.088,0.2,0.32,0.386,0.059,0.079,0.431,0.072,0.101,7.131,3.2,1.659,129.2,31.06,28.71,0.018,0.008,0.005
212102189,08 30 27.241,+22 03 45.60,1,17.133,,,,08302724+2203456,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.662,0.057,14.806,0.053,14.458,0.085,4078,189,227,4.794,0.104,0.065,-0.122,0.16,0.28,0.472,0.071,0.106,0.539,0.077,0.123,4.635,2.848,1.199,744.5,188.5,201.7,0.033,0.013,0.009
212102222,08 56 10.462,+22 03 47.83,1,17.271,,,,08561046+2203478,5038-301-4-0056-0205,STAR,gri,col,,,,,,,,,,,20.852,0.066,18.44,0.007,17.256,0.005,16.77,0.006,16.469,0.009,15.263,0.042,14.72,0.051,14.492,0.076,4157,48,64,4.857,0.144,0.09,-0.447,0.35,0.42,0.413,0.093,0.126,0.459,0.125,0.146,5.845,5.499,1.983,554.1,146.7,155.3,0.032,0.008,0.007
212102231,08 28 51.570,+22 03 48.61,1,12.799,,,561-046855,08285157+2203486,,STAR,gri,rpm,16.2,1.6,-11.3,3.7,,,14.214,0.02,13.149,0.032,,,13.689,0.033,12.729,0.041,12.418,0.061,,,11.192,0.022,10.64,0.024,10.508,0.017,4691,93,75,4.636,0.02,1.113,0.062,0.08,0.12,0.702,2.253,0.03,0.781,0.277,0.037,2.243,0.135,2.202,172.7,570,13.73,0.024,0.011,0.002
212102290,08 28 44.781,+22 03 52.43,1,17,,,,08284478+2203524,6728-301-5-0124-0086,EXTENDED,gri,,0,2,7,2,,,,,,,18.779,0.031,17.576,0.006,17.071,0.005,16.753,0.006,16.488,0.013,15.992,0.114,15.567,0.166,15.351,0.191,,,,,,,,,,,,,,,,,,,,,,,,
212102300,08 42 08.352,+22 03 53.17,1,14.706,,,561-047449,08420835+2203530,,STAR,gri,rpm,-4.6,4,-3.3,2.7,,,15.633,0.03,14.725,0.03,,,15.152,0.02,14.42,0.04,14.514,0.62,,,13.238,0.027,12.831,0.033,12.736,0.036,5182,126,126,4.545,0.04,0.864,-0.065,0.16,0.28,0.826,1.686,0.064,0.884,0.102,0.064,1.529,0.288,1.461,598.9,1160,58.95,0.035,0.013,0.008
212102351,08 40 41.273,+22 03 56.67,1,14.791,,,561-047389,08404126+2203567,6597-301-3-0235-0048,STAR,gri,rpm,32.3,2.8,-97.1,3.1,,,17.138,0.09,15.745,0.059,,,16.417,0.058,15.133,0.07,14.094,0.74,,,11.492,0.02,10.962,0.021,10.724,0.019,3589,85,107,5.011,0.036,0.03,0.021,0.1,0.16,0.266,0.032,0.034,0.26,0.043,0.043,13.87,3.432,2.334,56.12,19.52,12.36,0.008,0.004,0.002
212102421,08 49 28.655,+22 04 01.67,1,14.576,,,561-047750,08492865+2204015,,STAR,gri,rpm,-14.8,2.2,-1.9,2.4,,,16.765,0.06,15.334,0.03,,,16.068,0.07,14.735,0.03,13.936,0.04,,,12.254,0.022,11.628,0.032,11.417,0.02,3850,123,38,4.867,0.048,0.024,0.001,0.12,0.18,0.414,0.033,0.047,0.461,0.042,0.051,6.582,1.628,0.849,128.5,8.871,14.55,0.015,0.006,0.002
212102471,08 56 34.811,+22 04 05.35,1,13.287,,,561-048042,08563481+2204053,,STAR,gri,lam,0.9,2,1.3,2.2,,,14.625,0.04,13.578,0.01,,,14.074,0.05,13.247,0.04,12.95,0.03,,,11.764,0.022,11.241,0.021,11.103,0.017,4762,75,75,2.955,0.12,0.12,-0.193,0.1,0.08,5.726,1.07,0.762,1.139,0.162,0.162,0.006,0.003,0.002,1846,351,249.2,0.035,0.007,0.007
212102543,08 27 28.541,+22 04 10.55,1,19.334,,,,,4508-301-4-0096-0484,EXTENDED,gri,,11,4,-1,4,,,,,,,21.063,0.149,19.997,0.024,19.384,0.022,19.05,0.022,18.847,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212102565,08 48 31.405,+22 04 11.91,1,17.043,,,,08483140+2204119,5037-301-6-0134-0234,EXTENDED,gri,,-1,3,0,3,,,,,,,19.912,0.057,17.933,0.006,17.058,0.005,16.662,0.005,16.337,0.011,15.806,0.087,15.178,0.116,14.767,0.101,,,,,,,,,,,,,,,,,,,,,,,,
212102571,08 24 35.516,+22 04 12.28,1,13.194,,,561-046645,08243552+2204122,,STAR,gri,rpm,-23.8,1.7,-9.5,2,,,14.254,0.02,13.414,0.033,,,13.794,0.033,13.139,0.042,12.937,0.063,,,11.962,0.024,11.565,0.026,11.486,0.019,5311,129,129,4.538,0.045,0.693,-0.134,0.2,0.2,0.839,1.127,0.091,0.889,0.114,0.095,1.483,0.363,1.35,347.7,458.8,46.95,0.031,0.014,0.006
212102583,08 50 03.240,+22 04 12.76,1,18.731,,,,08500324+2204127,5045-301-5-0147-0224,STAR,gri,,6,3,-65,3,,,,,,,22.73,0.315,20.067,0.018,18.751,0.01,18.159,0.009,17.835,0.019,16.495,0.129,15.894,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,
212102649,08 41 44.070,+22 04 17.42,1,18.48,,,,08414406+2204174,6597-301-3-0236-0268,STAR,gri,col,,,,,,,,,,,23.39,0.436,20.655,0.024,19.172,0.013,17.548,0.007,16.72,0.011,14.591,0.032,14.075,0.042,13.984,0.058,3493,149,119,5.081,0.04,0.04,-0.141,0.2,0.24,0.208,0.035,0.026,0.194,0.044,0.031,20.88,5.408,4.295,162.2,31.46,26.35,0.022,0.008,0.006
212102654,08 41 43.988,+22 04 17.84,1,18.364,,,,,6597-301-3-0236-0267,STAR,gri,,-51,3,1,3,,,,,,,24.025,0.651,20.524,0.022,18.995,0.011,17.438,0.007,16.592,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212102753,08 57 50.030,+22 04 25.33,1,14.573,,,561-048091,08575002+2204254,5038-301-4-0058-0096,STAR,gri,rpm,-3.9,3.2,0.7,3.4,,,15.683,0.05,14.894,0.04,,,15.265,0.04,14.563,0.03,14.276,0.01,,,13.279,0.021,12.783,0.023,12.743,0.024,4997,98,79,3.144,1.17,0.585,-0.587,0.3,0.3,3.47,2.977,2.582,0.911,0.082,0.099,0.014,0.668,0.012,2495,2173,1866,0.034,0.013,0.006
212102895,08 42 32.702,+22 04 35.48,1,16.413,,,561-047463,08423269+2204353,6597-301-3-0238-0027,STAR,JHK,rpm,-6.6,3.5,-33.5,3.4,,,,,,,,,,,,,,,,,14.884,0.037,14.336,0.045,14.265,0.053,4114,681,426,4.858,0.12,0.168,-0.479,0.4,0.48,0.402,0.153,0.111,0.458,0.169,0.141,6.213,5.093,3.184,459.7,292.1,178.6,0.03,0.01,0.007
212102920,08 51 07.599,+22 04 37.50,1,17.008,,,,08510759+2204375,5045-301-5-0149-0165,STAR,gri,rpm,10,3,-14,3,,,,,,,21.4,0.1,18.857,0.009,17.43,0.005,16.215,0.004,15.579,0.005,14.173,0.031,13.622,0.031,13.316,0.022,3557,83,83,5.022,0.035,0.035,0.002,0.12,0.12,0.252,0.033,0.024,0.251,0.045,0.028,15.23,2.871,2.85,163.2,26.78,14.22,0.023,0.01,0.004
212102947,08 24 06.369,+22 04 39.42,1,11.532,,1391-155-1,561-046616,08240636+2204393,,STAR,gri,rpm,-2.6,2,-4.1,2.3,,,13.01,0.413,12.101,0.236,,,12.242,0.03,11.514,0.04,11.227,0.06,,,10.099,0.02,9.662,0.024,9.535,0.018,5016,102,82,2.441,0.957,0.066,-0.522,0.36,0.2,9.798,0.935,6.258,1.023,0.308,0.103,9.98E-04,0.024,1.87E-04,1483,117.1,887.2,0.033,0.01,0.007
212102952,08 40 30.457,+22 04 40.33,1,19.282,,,,08403045+2204403,6728-301-3-0141-0335,STAR,gri,,9,4,-4,4,,,,,,,25.216,0.942,20.987,0.044,19.615,0.017,18.552,0.011,18.007,0.021,16.989,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212102971,08 24 19.478,+22 04 41.52,1,16.37,,,,08241947+2204415,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.201,0.028,13.591,0.031,13.368,0.031,3754,220,183,4.948,0.102,0.085,-0.1,0.18,0.24,0.316,0.086,0.08,0.332,0.108,0.108,9.748,7.192,3.597,232.2,81.74,79.97,0.025,0.01,0.008
212103007,08 27 24.936,+22 04 43.94,1,16.445,,,,08272493+2204439,4508-301-4-0096-0314,STAR,gri,rpm,10,3,-61,3,,,,,,,20.986,0.075,18.31,0.007,16.845,0.005,15.646,0.005,15.002,0.006,13.672,0.025,13.047,0.026,12.861,0.023,3570,152,121,5.048,0.042,0.035,-0.108,0.15,0.24,0.238,0.03,0.031,0.23,0.043,0.036,17.08,4.226,3.388,125.1,20.93,20.66,0.019,0.006,0.004
212103013,08 27 45.425,+22 04 44.43,1,13.774,,,561-046811,08274542+2204446,,STAR,gri,rpm,-5.5,1.6,-4.2,2.7,,,14.989,0.03,14.036,0.036,,,14.414,0.036,13.756,0.044,13.5,0.067,,,12.423,0.021,11.954,0.023,11.865,0.02,5123,82,103,3.406,0.305,0.915,-0.575,0.3,0.48,3.047,5.125,0.73,0.931,0.183,0.07,0.026,0.043,0.025,1515,2416,393.9,0.033,0.01,0.007
212103027,08 31 02.665,+22 04 45.21,1,12.575,,,561-046965,08310266+2204452,,STAR,gri,rpm,-1.2,0.9,-6.3,1.1,,,13.532,0.043,12.786,0.031,,,13.134,0.031,12.546,0.041,12.335,0.061,,,11.351,0.022,10.977,0.021,10.918,0.018,5458,132,132,3.833,0.67,1.072,-0.177,0.2,0.72,1.797,4.184,1.036,0.991,0.342,0.101,0.114,1.138,0.112,555.3,1023,322.7,0.032,0.007,0.007
212103049,08 42 57.619,+22 04 46.42,1,11.907,,1399-1204-1,561-047485,08425762+2204464,,STAR,gri,plx,7.2,1.7,-11.7,1.9,,,12.336,0.211,12,0.211,,,11.988,0.01,11.658,0.03,11.872,0.58,,,10.827,0.023,10.605,0.024,10.532,0.02,6346,127,127,4.193,0.138,0.207,-0.114,0.15,0.21,1.412,0.468,0.207,1.216,0.144,0.12,0.416,0.229,0.227,412.8,149.2,149.2,0.031,0.008,0.006
212103050,08 24 34.086,+22 04 46.52,1,13.925,,,561-046641,08243409+2204466,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.282,0.022,11.731,0.024,11.616,0.021,4785,140,140,4.605,0.072,1.872,-0.245,0.24,0.48,0.726,6.671,0.111,0.792,0.226,0.113,1.965,0.735,1.962,298.8,2446,63.2,0.029,0.011,0.009
212103052,08 26 46.146,+22 04 46.62,1,16.361,,,,08264614+2204466,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.239,0.029,13.707,0.029,13.42,0.026,3485,134,187,5.072,0.065,0.065,-0.012,0.15,0.18,0.214,0.054,0.043,0.195,0.074,0.053,18.54,10.71,5.86,139.2,45.15,39.84,0.019,0.007,0.006
212103082,08 48 49.676,+22 04 48.90,1,14.543,,,561-047717,08484967+2204488,5037-301-6-0134-0153,STAR,gri,rpm,43.3,2.9,-40.8,3.2,,,16.607,0.18,15.139,0.04,,,15.93,0.03,14.497,0.05,13.949,0.46,,,12.087,0.027,11.43,0.03,11.212,0.021,3668,216,57,4.974,0.065,0.078,-0.092,0.18,0.12,0.296,0.083,0.055,0.313,0.101,0.084,11.24,4.822,3.917,82.62,23.33,24.29,0.012,0.006,0.006
212103088,08 33 13.101,+22 04 49.36,1,13.085,,,561-047076,08331309+2204494,,STAR,JHK,rpm,-9.4,1.2,-5,1.4,,,,,,,,,,,,,,,,,11.714,0.022,11.248,0.021,11.178,0.02,5086,121,101,3.331,0.9,0.75,-0.518,0.45,0.45,2.915,3.274,2.041,0.918,0.233,0.053,0.019,0.646,0.018,1144,1330,690.5,0.032,0.011,0.006
212103116,08 33 10.417,+22 04 51.15,1,13.034,,,561-047074,08331041+2204512,,STAR,JHK,rpm,-2.4,1.1,-3.1,1.4,,,,,,,,,,,,,,,,,11.329,0.022,10.759,0.021,10.64,0.02,4741,92,111,2.602,0.384,0.288,-0.308,0.25,0.4,8.328,3.036,2.938,1.068,0.169,0.169,0.002,0.005,0.001,2142,668.7,677.7,0.037,0.013,0.009
212103128,08 32 51.846,+22 04 51.91,1,12.739,,,561-047060,08325183+2204518,,STAR,gri,rpm,-0.9,1,9.6,1.4,,,13.921,0.02,13,0.032,,,13.453,0.032,12.701,0.041,12.433,0.061,,,11.339,0.023,10.876,0.024,10.799,0.023,5001,101,81,3.404,0.294,0.882,-0.308,0.25,0.35,3.379,5.208,1.052,1.038,0.231,0.165,0.028,0.05,0.026,962.5,1292,294.2,0.033,0.008,0.008
212103184,08 56 15.696,+22 04 56.88,1,11.864,,1400-1121-1,561-048028,08561570+2204569,,STAR,gri,lam,-14.2,1.8,-14.8,1.8,,,12.164,0.191,12.094,0.23,,,12.2,0.05,11.815,0.04,11.72,0.03,,,10.942,0.022,10.684,0.021,10.656,0.02,5194,105,105,3.458,0.13,0.156,-0.835,0.21,0.15,2.862,0.577,0.417,0.897,0.078,0.018,0.036,0.023,0.014,702.2,113,97.33,0.034,0.01,0.006
212103185,08 49 19.291,+22 04 56.92,1,11.731,,1399-1537-1,561-047740,08491931+2204571,,STAR,gri,plx,-42.1,1.4,6.5,1.6,,,12.19,0.152,12.182,0.204,,,12.168,0.04,11.694,0.03,11.544,0.02,,,10.667,0.024,10.358,0.03,10.303,0.023,5819,116,116,4.445,0.04,0.072,-0.123,0.18,0.27,0.977,0.106,0.073,0.977,0.068,0.096,1.003,0.214,0.228,242.9,33.76,33.76,0.029,0.007,0.008
212103194,08 26 54.938,+22 04 57.56,1,12.74,,,561-046764,08265494+2204575,,STAR,gri,rpm,-16.7,1.5,-21.4,1.9,,,14.019,0.02,13.018,0.032,,,13.51,0.032,12.682,0.041,12.41,0.061,,,11.282,0.021,10.834,0.022,10.699,0.021,4974,99,59,4.571,0.03,1.026,-0.022,0.2,0.32,0.787,2.153,0.038,0.857,0.104,0.052,1.701,0.186,1.658,220.5,622.4,7.779,0.035,0.005,0.012
212103211,08 52 33.271,+22 04 58.46,1,11.475,,,561-047877,,,STAR,gri,,-14.6,1,2.4,1.8,,,12.094,0.05,11.555,0.02,,,11.768,0.02,11.425,0.02,11.349,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212103246,08 33 23.593,+22 05 01.20,1,17.814,,,,08332359+2205012,,STAR,J,,4,2,4,1,,,,,,,,,,,,,,,,,16.295,0.111,,,15.558,0.197,,,,,,,,,,,,,,,,,,,,,,,,
212103439,08 29 25.347,+22 05 15.27,1,13.314,,,561-046878,08292534+2205151,,STAR,gri,rpm,-26.2,1.7,-10.3,1.8,,,14.677,0.03,13.646,0.034,,,14.197,0.035,13.239,0.042,12.936,0.063,,,11.761,0.023,11.163,0.02,11.093,0.019,4612,91,73,4.65,0.03,0.025,-0.036,0.15,0.24,0.666,0.027,0.055,0.73,0.033,0.073,2.424,0.437,0.213,201.8,23.59,15.03,0.024,0.007,0.006
212103499,08 23 42.390,+22 05 19.91,1,11.871,,,561-046592,08234239+2205198,,STAR,gri,rpm,-26.4,0.7,1.9,0.5,,,12.568,0.041,11.997,0.03,,,12.229,0.03,11.832,0.04,11.718,0.06,,,10.93,0.02,10.659,0.022,10.638,0.018,6072,121,121,4.238,0.13,0.208,-0.19,0.2,0.24,1.252,0.336,0.225,1.052,0.145,0.121,0.463,0.305,0.235,380.9,89.88,72.72,0.029,0.008,0.007
212103507,08 39 21.314,+22 05 20.72,1,16.992,,,,08392131+2205207,6728-301-3-0140-0105,STAR,gri,rpm,-37,3,-16,3,,,,,,,21.607,0.141,18.999,0.01,17.566,0.006,16.132,0.004,15.359,0.005,13.941,0.027,13.332,0.027,13.056,0.031,3587,86,108,5.033,0.025,0.03,-0.098,0.24,0.12,0.247,0.037,0.019,0.239,0.053,0.022,15.61,2.521,2.951,143.7,29.55,9.284,0.022,0.01,0.007
212103517,08 40 02.677,+22 05 21.52,1,13.802,,,561-047364,08400268+2205215,,STAR,gri,rpm,-6.1,1.7,-13.8,2,,,14.575,0.048,13.781,0.034,,,14.157,0.01,13.439,0.043,13.65,0.72,,,12.075,0.022,11.653,0.021,11.53,0.022,5186,83,104,4.519,0.06,0.89,-0.109,0.2,0.24,0.863,1.805,0.097,0.9,0.28,0.074,1.388,0.392,1.329,370.9,689,56.67,0.03,0.014,0.008
212103522,08 33 23.528,+22 05 22.07,1,13.541,,,561-047089,08332352+2205221,,STAR,JHK,rpm,1.5,1.3,-2,1.6,,,,,,,,,,,,,,,,,11.44,0.022,10.786,0.025,10.627,0.02,4424,122,87,1.911,0.903,1.677,-0.458,0.35,1.61,14.939,75.702,9.228,0.821,0.211,0.044,1.61E-04,0.002,1.61E-04,4093,19570,2288,0.033,0.016,0.009
212103531,08 36 55.653,+22 05 22.54,1,11.214,,1398-1920-1,561-047222,08365565+2205227,,STAR,BV,plx,-7.2,1.7,-5.7,1.9,,,12.124,0.195,11.377,0.118,,,,,,,,,,,10.954,0.023,10.7,0.023,10.622,0.019,6096,220,147,4.272,0.09,0.135,-0.166,0.25,0.3,1.223,0.2,0.125,1.08,0.114,0.132,0.55,0.167,0.208,358.4,52.91,52.91,0.031,0.01,0.008
212103542,08 48 18.125,+22 05 23.06,1,17.322,,,,08481812+2205230,5037-301-6-0134-0195,STAR,gri,rpm,-57,3,-15,3,,,,,,,21.719,0.114,19.075,0.009,17.61,0.006,16.571,0.005,15.994,0.007,14.736,0.04,14.191,0.042,14.006,0.042,3415,40,34,5.093,0.02,0.051,0.028,0.1,0.06,0.202,0.031,0.008,0.187,0.036,0.007,22.14,1.328,5.345,160.7,31.7,8.569,0.019,0.006,0.004
212103559,08 33 31.805,+22 05 24.10,1,12.805,,,561-047092,08333180+2205241,,STAR,JHK,rpm,-0.7,1.1,-7.9,1.4,,,,,,,,,,,,,,,,,11.188,0.023,10.57,0.023,10.532,0.019,4658,109,109,2.4,0.632,0.316,-0.468,0.35,0.35,9.308,3.541,4.423,0.951,0.093,0.079,9.09E-04,0.007,5.91E-04,2204,902.3,1095,0.033,0.01,0.008
212103636,08 45 46.738,+22 05 29.57,1,16.636,,,,08454673+2205295,4569-301-2-0134-0102,STAR,gri,rpm,5,3,-15,3,,,,,,,21.423,0.118,18.563,0.008,17.02,0.005,15.81,0.005,15.155,0.005,13.803,0.026,13.224,0.026,12.987,0.034,3689,174,145,4.966,0.06,0.084,-0.011,0.12,0.24,0.308,0.075,0.06,0.341,0.095,0.095,10.28,4.853,3.296,183.7,62.52,46.65,0.022,0.009,0.005
212103682,08 27 08.170,+22 05 32.14,1,14.682,,,561-046775,08270817+2205322,4508-301-4-0096-0037,STAR,gri,rpm,-14.8,3,-30.7,3.4,,,16.353,0.11,15.256,0.049,,,15.896,0.049,14.622,0.051,14.162,0.074,,,12.856,0.021,12.261,0.022,12.096,0.019,4044,64,48,4.96,0.025,0.11,-0.527,0.36,0.12,0.335,0.102,0.028,0.372,0.119,0.037,9.834,1.614,4.057,138.1,48.18,8.024,0.019,0.008,0.005
212103695,08 23 40.096,+22 05 32.74,1,9.505,,1390-357-1,561-046589,08234010+2205327,,STAR,gri,rpm,-2.5,1.2,-8.3,1.2,,,10.79,0.059,9.673,0.03,,,10.509,0.03,9.436,0.04,9.075,0.06,,,7.845,0.023,7.348,0.016,7.199,0.02,4617,91,73,2.485,0.154,0.07,0.137,0.1,0.12,11.642,0.902,0.702,1.561,0.285,0.204,9.53E-04,5.51E-04,1.78E-04,581.1,46.74,22.05,0.033,0.017,0.007
212103716,08 29 25.624,+22 05 34.12,1,14.561,,,561-046879,08292561+2205340,6728-301-5-0125-0182,STAR,JHK,rpm,-16.3,2.1,1.6,2.3,,,,,,,,,,,,,,,,,12.389,0.022,11.698,0.02,11.555,0.018,4177,163,131,4.771,0.04,0.064,-0.043,0.12,0.18,0.521,0.066,0.051,0.586,0.07,0.058,4.096,0.829,0.931,187.5,37.93,19.62,0.025,0.01,0.008
212103723,08 33 21.940,+22 05 34.47,1,18.785,,,,08332193+2205344,4508-301-2-0104-0363,STAR,gri,rpm,-29,5,-17,5,,,,,,,23.409,0.515,21.026,0.033,19.51,0.015,17.825,0.008,16.868,0.009,15.228,0.05,14.74,0.052,14.4,0.064,3400,140,100,5.106,0.036,0.042,-0.061,0.16,0.2,0.191,0.029,0.019,0.17,0.036,0.02,24.33,4.256,5.532,186,40.95,23.11,0.024,0.008,0.007
212103768,08 28 21.223,+22 05 37.93,1,17.952,,,,08282122+2205379,6728-301-5-0123-0350,EXTENDED,gri,,-16,3,-38,3,,,,,,,22.56,0.264,19.61,0.013,18.206,0.007,17.242,0.006,16.312,0.007,14.916,0.035,14.33,0.049,13.99,0.05,,,,,,,,,,,,,,,,,,,,,,,,
212103776,08 36 23.948,+22 05 38.57,1,17.212,,,,08362394+2205385,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.83,0.039,14.297,0.042,13.929,0.043,3483,150,241,5.065,0.098,0.07,-0.038,0.15,0.18,0.216,0.06,0.055,0.206,0.089,0.077,18.55,11.53,6.151,178.8,80.14,62.73,0.022,0.01,0.008
212103851,08 40 46.528,+22 05 42.74,1,17.851,,,,08404652+2205427,6728-301-3-0142-0360,STAR,gri,rpm,2,4,-19,4,,,,,,,22.337,0.266,19.965,0.02,18.466,0.008,16.945,0.005,16.099,0.007,14.614,0.029,13.986,0.036,13.772,0.053,3504,85,107,5.094,0.049,0.035,-0.189,0.21,0.18,0.202,0.024,0.026,0.185,0.037,0.03,21.97,5.817,3.906,154,27.36,23.23,0.021,0.006,0.006
212103884,08 52 45.059,+22 05 45.43,1,13.39,,,561-047889,08524506+2205454,,STAR,gri,lam,-1,1.5,-10,1.6,,,14.626,0.03,13.656,0.02,,,14.122,0.02,13.371,0.02,13.076,0.02,,,11.877,0.023,11.307,0.024,11.205,0.019,4861,97,78,1.886,0.18,0.09,-1.343,0.09,0.15,16.715,2.005,2.876,0.838,0.037,0.026,1.60E-04,1.42E-04,4.34E-05,5662,1401,592.4,0.035,0.014,0.008
212103962,08 23 35.076,+22 05 51.02,1,11.781,,1390-727-1,561-046582,08233507+2205511,,STAR,gri,plx,-31.3,1.7,-7.6,2,,,12.605,0.294,11.882,0.205,,,12.485,0.031,11.734,0.04,11.48,0.06,,,10.411,0.021,9.968,0.022,9.87,0.017,5054,101,81,3.6,0.125,0.175,-0.181,0.2,0.24,2.758,0.632,0.378,1.171,0.166,0.166,0.05,0.026,0.022,479.4,92.87,92.87,0.033,0.011,0.007
212103970,08 33 49.917,+22 05 51.71,1,15.165,,,561-047105,08334991+2205516,,STAR,JHK,rpm,14,5.9,-5.2,3.9,,,,,,,,,,,,,,,,,12.973,0.023,12.354,0.029,12.133,0.021,3883,139,116,4.87,0.098,0.042,-0.038,0.16,0.28,0.405,0.04,0.106,0.461,0.048,0.134,6.575,4.438,1.106,173.4,22.42,55.41,0.022,0.008,0.01
212103986,08 37 19.018,+22 05 52.63,1,11.066,,1398-1854-1,561-047239,08371902+2205525,,STAR,BV,rpm,-8.6,1.5,-3.7,1.7,,,12.782,0.382,11.352,0.124,,,,,,,,,,,9.703,0.021,9.182,0.027,9.018,0.02,4767,115,95,2.472,0.494,0.114,-0.252,0.2,0.24,10.671,0.922,4.615,1.204,0.231,0.192,9.72E-04,0.004,2.35E-04,1272,102.3,512.6,0.035,0.013,0.008
212103994,08 40 41.097,+22 05 53.42,1,17.961,,,,08404109+2205534,6728-301-3-0142-0212,STAR,gri,rpm,-11,3,-38,3,,,,,,,21.461,0.133,19.136,0.011,17.954,0.006,17.457,0.006,17.202,0.012,16.078,0.082,15.524,0.113,15.175,0.147,4131,49,49,5.005,0.035,0.07,-0.846,0.2,0.32,0.294,0.056,0.03,0.324,0.07,0.044,12.05,2.605,3.24,557.8,112.5,68.61,0.033,0.008,0.008
212104005,08 32 48.564,+22 05 54.21,1,13.845,,,561-047057,08324856+2205542,6728-301-4-0130-0051,STAR,gri,rpm,-23.9,1.5,-33,1.3,,,14.913,0.04,14.198,0.037,,,14.56,0.037,13.858,0.045,13.539,0.067,,,12.503,0.023,12.028,0.022,11.925,0.026,5057,152,122,4.603,0.055,0.025,-0.321,0.18,0.33,0.716,0.042,0.085,0.755,0.047,0.094,2.004,0.566,0.197,353.6,38.61,47.75,0.029,0.008,0.005
212104016,08 54 07.085,+22 05 54.73,1,18.195,,,,08540708+2205547,5045-301-4-0153-0139,STAR,gri,rpm,26,3,-28,3,,,,,,,21.109,0.092,19.083,0.01,18.197,0.007,17.814,0.007,17.634,0.019,16.466,0.116,15.959,0.171,15.691,0.21,4542,73,73,4.908,0.055,0.088,-1.685,0.55,0.66,0.378,0.073,0.045,0.452,0.064,0.054,7.548,2.288,2.338,1021,164.3,141.5,0.032,0.008,0.005
212104055,08 38 07.801,+22 05 57.10,1,17.966,,,,08380780+2205571,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.434,0.151,15.868,0.185,15.227,0.145,3759,610,339,4.956,0.125,0.225,-0.245,0.25,0.35,0.315,0.219,0.112,0.335,0.25,0.156,9.553,10.18,6.093,680.8,700.3,303.2,0.033,0.011,0.008
212104101,08 31 16.860,+22 05 59.90,1,11.679,,1391-286-1,561-046976,08311686+2206000,,STAR,gri,rpm,-6.1,2.1,-9.4,2.5,,,11.829,0.092,11.875,0.176,,,11.82,0.03,11.631,0.04,11.608,0.06,,,11,0.023,10.821,0.024,10.786,0.017,6821,167,209,4.117,0.135,0.162,-0.066,0.12,0.12,1.69,0.424,0.288,1.441,0.16,0.133,0.277,0.172,0.122,585.9,141.6,114,0.032,0.011,0.007
