EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
211326087,08 26 42.906,+10 22 21.81,1,11.341,,800-118-1,502-048280,08264290+1022219,,STAR,gri,rpm,-9.1,2.1,-1.1,2,,,11.537,0.094,11.35,0.127,,,11.547,0.02,11.272,0.02,11.192,0.02,,,10.48,0.023,10.238,0.026,10.188,0.023,6457,102,128,4.102,0.165,0.264,-0.195,0.2,0.2,1.539,0.744,0.275,1.275,0.195,0.162,0.301,0.198,0.192,406.7,214,85.12,0.029,0.009,0.009
211326182,08 39 09.814,+10 22 27.54,1,13.654,,,502-049036,08390981+1022275,,STAR,gri,rpm,-1.6,2.1,-4.7,2.4,,,14.798,0.11,13.908,0.04,,,14.374,0.05,13.653,0.06,13.345,0.03,,,12.261,0.023,11.785,0.03,11.747,0.024,5025,100,100,3.281,0.426,0.852,-0.485,0.36,0.42,3.566,4.988,1.264,0.976,0.219,0.099,0.018,0.046,0.017,1551,2018,528.5,0.033,0.013,0.009
211326259,08 27 49.534,+10 22 32.27,1,15.632,,,,08274953+1022322,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.279,0.029,12.727,0.033,12.388,0.027,3439,124,248,5.08,0.09,0.075,-0.021,0.15,0.15,0.198,0.064,0.048,0.19,0.071,0.061,21.74,13.52,7.21,82.3,26.44,26.58,0.012,0.007,0.006
211326275,08 28 14.504,+10 22 33.05,1,12.923,,,502-048372,08281451+1022331,,STAR,gri,rpm,11.2,3.6,-21.6,1.7,,,14.195,0.04,13.246,0.06,,,13.681,0.03,12.901,0.02,12.598,0.02,,,11.497,0.023,10.988,0.023,10.894,0.021,4903,97,58,4.614,0.025,1.05,-0.165,0.15,0.21,0.727,2.541,0.055,0.789,0.132,0.073,2.074,0.28,2.021,217,590.1,14.95,0.022,0.016,0.005
211326288,08 28 07.086,+10 22 34.07,1,11.891,,,502-048365,08280709+1022340,,STAR,gri,rpm,114.2,4.3,-102,1.8,,,13.547,0.04,12.374,0.06,,,12.985,0.02,11.849,0.04,11.422,0.02,,,10.048,0.023,9.407,0.022,9.266,0.023,4242,67,67,4.762,0.045,0.054,-0.136,0.2,0.24,0.524,0.055,0.049,0.589,0.065,0.065,3.963,0.857,0.83,66.05,9.16,8.044,0.01,0.005,0.002
211326293,08 52 00.663,+10 22 34.44,1,16.9,,,,08520066+1022344,3631-301-6-0112-0268,STAR,gri,rpm,-2,3,-3,3,,,,,,,21.205,0.088,18.658,0.008,17.232,0.005,16.147,0.004,15.582,0.006,14.215,0.027,13.689,0.031,13.43,0.033,3631,72,102,5.016,0.025,0.03,-0.105,0.14,0.06,0.267,0.029,0.026,0.271,0.038,0.031,13.84,2.609,2.195,181.3,22.32,16.72,0.026,0.005,0.009
211326344,08 47 02.852,+10 22 37.72,1,19.071,,,,08470285+1022377,5972-301-3-0108-0458,STAR,gri,,,,,,,,,,,,23.098,0.361,20.654,0.024,19.138,0.011,18.393,0.009,17.997,0.019,16.904,0.172,16.276,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,
211326350,08 54 59.386,+10 22 38.19,1,14.354,,,502-049806,08545937+1022379,,STAR,gri,rpm,-3.5,2.4,-1.2,2.7,,,15.38,0.03,14.51,0.02,,,14.959,0.08,14.219,0.05,14.095,0.073,,,12.78,0.023,12.285,0.03,12.139,0.021,5002,119,99,3.405,0.984,0.615,-0.36,0.25,0.4,3.26,3.068,2.395,0.954,0.223,0.124,0.022,0.662,0.02,1651,1445,1182,0.034,0.011,0.007
211326355,08 25 47.375,+10 22 38.52,1,14.631,,,502-048208,08254738+1022385,,STAR,gri,rpm,-11.6,4.5,-5.1,4.9,,,15.61,0.02,14.834,0.01,,,15.153,0.03,14.615,0.01,14.407,0.04,,,13.401,0.028,12.966,0.026,12.86,0.035,5403,127,127,3.882,0.678,0.678,-0.86,0.54,0.45,1.695,1.87,0.983,0.861,0.043,0.078,0.167,1.464,0.15,1256,1565,697,0.032,0.011,0.008
211326359,08 52 19.020,+10 22 38.83,1,13.492,,,502-049691,08521901+1022387,,STAR,gri,rpm,-4.8,1.8,-49.2,3.4,,,15.29,0.02,13.987,0.02,,,14.741,0.12,13.465,0.01,12.957,0.03,,,11.585,0.026,10.899,0.03,10.784,0.019,4120,49,83,4.783,0.055,0.025,-0.011,0.12,0.12,0.505,0.026,0.053,0.571,0.03,0.054,4.399,1.242,0.433,123.3,15.56,15.96,0.018,0.004,0.005
211326382,08 35 37.656,+10 22 40.08,1,14.3,,,502-048817,08353765+1022401,,STAR,gri,rpm,-19.5,4.3,-17.6,4.9,,,15.677,0.03,14.621,0.02,,,15.124,0.04,14.3,0.12,13.947,0.08,,,12.792,0.022,12.275,0.029,12.183,0.023,4899,117,117,4.611,0.03,0.025,-0.11,0.15,0.24,0.718,0.044,0.05,0.777,0.049,0.068,2.041,0.302,0.222,385.1,32.32,35.5,0.03,0.011,0.007
211326412,08 40 50.816,+10 22 42.19,1,13.2,,,502-049140,08405081+1022422,,STAR,gri,rpm,-0.4,2.2,-4.9,2.5,,,14.516,0.06,13.478,0.03,,,13.939,0.03,13.182,0.08,12.884,0.05,,,11.661,0.021,11.157,0.022,11.064,0.025,4924,98,98,3.119,0.384,0.704,-0.345,0.25,0.4,4.313,5.241,1.308,1.032,0.222,0.138,0.012,0.023,0.011,1375,1525,428.1,0.034,0.011,0.007
211326499,08 29 58.412,+10 22 48.48,1,11.908,,,502-048483,08295840+1022484,,STAR,gri,rpm,-8.8,1.2,-0.2,1.9,,,13.067,0.02,12.133,0.03,,,12.573,0.06,11.841,0.04,11.623,0.08,,,10.416,0.026,9.893,0.025,9.763,0.021,4881,98,98,2.651,0.584,0.365,-0.473,0.25,0.4,7.14,3.543,3.393,1.021,0.226,0.141,0.002,0.015,0.002,1254,558.5,558.4,0.034,0.011,0.008
211326500,08 29 11.504,+10 22 48.51,1,12.103,,,502-048432,08291150+1022485,,STAR,gri,rpm,-5.8,2.9,-1.2,2.2,,,13.599,0.02,12.428,0.04,,,12.999,0.03,12.075,0.04,11.719,0.04,,,10.442,0.021,9.877,0.022,9.751,0.021,4651,74,74,2.461,0.33,0.15,-0.153,0.15,0.21,10.583,1.534,3.372,1.204,0.161,0.193,9.65E-04,0.002,3.49E-04,1752,254,503,0.035,0.014,0.008
211326502,08 55 00.804,+10 22 48.55,1,12.606,,,502-049809,08550079+1022483,,STAR,gri,lam,-9.1,1.5,-41.2,1.6,,,13.589,0.03,12.817,0.05,,,13.194,0.08,12.561,0.01,12.354,0.12,,,11.167,0.023,10.734,0.031,10.591,0.02,5046,121,60,2.603,0.168,0.14,-1.131,0.12,0.12,7.38,1.331,1.331,0.879,0.018,0.018,0.002,0.002,7.85E-04,1937,398.3,330.4,0.036,0.02,0.009
211326584,08 47 30.190,+10 22 53.89,1,11.131,,813-1174-1,502-049476,08473018+1022537,,STAR,gri,plx,-7.8,1.9,-3.6,1.9,,,11.633,0.076,11.294,0.091,,,11.46,0.03,11.098,0.03,10.99,0.02,,,10.181,0.022,9.894,0.027,9.856,0.023,6132,123,123,3.923,0.135,0.135,-0.095,0.15,0.24,1.923,0.509,0.342,1.267,0.23,0.192,0.155,0.096,0.068,540.6,191.8,191.8,0.032,0.01,0.008
211326589,08 41 15.122,+10 22 54.13,1,17.109,,,502-049157,08411508+1022543,,STAR,BV,rpm,10.2,10.3,-9.7,9.1,,,17.759,0.19,17.201,0.109,,,,,,,,,,,14.976,0.064,14.372,0.082,13.947,0.077,3812,529,264,4.911,0.115,0.184,-0.101,0.16,0.28,0.345,0.195,0.107,0.398,0.212,0.152,7.979,7.224,4.298,349.4,269.6,132.5,0.029,0.01,0.007
211326602,08 40 56.749,+10 22 55.08,1,16.505,,,502-049143,08405673+1022550,5972-301-4-0099-0010,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.891,0.049,14.418,0.069,14.236,0.08,4835,540,1190,4.648,0.336,0.126,-0.258,0.25,0.4,0.65,0.15,0.354,0.688,0.137,0.383,2.317,8.876,0.821,910.9,381.7,613.7,0.032,0.011,0.008
211326638,08 36 32.674,+10 22 57.81,1,13.288,,,502-048882,08363267+1022578,,STAR,gri,col,,,,,,,15.24,0.09,13.821,0.05,,,14.563,0.01,13.337,0.16,12.742,0.06,,,11.283,0.022,10.591,0.028,10.503,0.022,4189,148,123,4.763,0.04,0.072,-0.052,0.15,0.24,0.524,0.082,0.041,0.595,0.087,0.048,3.916,0.738,1.046,119.5,31.23,21.02,0.017,0.007,0.005
211326650,08 28 51.289,+10 22 58.97,1,16.044,,,,08285128+1022589,6004-301-5-0077-0121,EXTENDED,gri,,6,2,4,2,,,,,,,17.986,0.022,16.806,0.005,16.133,0.004,15.717,0.004,15.459,0.008,15.633,0.117,14.937,0.125,14.596,0.128,,,,,,,,,,,,,,,,,,,,,,,,
211326687,08 31 15.701,+10 23 02.54,1,13.342,,,502-048558,,,STAR,gri,,-83.6,12.1,-59.8,10.1,,,15.591,0.06,14.099,0.02,,,14.947,0.13,13.528,0.04,12.654,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211326742,08 36 24.751,+10 23 06.01,1,12.652,,,502-048870,08362474+1023060,,STAR,gri,rpm,-7,1.6,-5.7,1.9,,,13.236,0.06,12.644,0.02,,,12.85,0.02,12.586,0.16,12.396,0.01,,,11.647,0.026,11.395,0.031,11.328,0.023,6198,225,187,4.204,0.165,0.231,-0.122,0.15,0.27,1.392,0.481,0.266,1.145,0.183,0.153,0.393,0.298,0.215,593.1,175.9,135.7,0.033,0.01,0.008
211326746,08 48 34.433,+10 23 06.16,1,14.452,,,502-049543,08483443+1023062,,STAR,gri,rpm,-5.5,3.6,0.7,3.9,,,15.585,0.02,14.724,0.02,,,15.096,0.01,14.438,0.01,14.176,0.01,,,13.042,0.026,12.574,0.032,12.487,0.028,5116,80,100,3.16,0.54,0.81,-0.782,0.4,0.4,3.63,4.997,1.471,0.9,0.134,0.075,0.016,0.074,0.015,2322,3171,870.3,0.035,0.013,0.008
211326768,08 30 00.302,+10 23 07.13,1,14.28,,,502-048486,08300029+1023070,,STAR,gri,rpm,-0.4,3.2,-2.2,3.5,,,15.557,0.02,14.514,0.03,,,15.027,0.04,14.179,0.03,13.96,0.08,,,12.701,0.026,12.255,0.022,12.108,0.026,4962,101,101,3.737,0.882,0.588,-0.085,0.2,0.28,2.307,1.602,1.584,0.983,0.256,0.192,0.059,1.609,0.048,1278,794.6,914.4,0.034,0.013,0.008
211326888,08 41 26.358,+10 23 14.59,1,12.662,,,502-049164,08412635+1023147,,STAR,gri,rpm,-0.5,1.8,-2,2.7,,,13.896,0.06,12.906,0.03,,,13.368,0.03,12.647,0.03,12.359,0.03,,,11.171,0.024,10.69,0.021,10.602,0.024,4965,79,59,2.814,0.48,0.48,-0.527,0.2,0.24,6.08,4.812,2.686,1.031,0.196,0.122,0.004,0.017,0.004,1518,1091,634.6,0.034,0.008,0.006
211326900,08 42 18.745,+10 23 15.67,1,9.589,,813-230-1,502-049204,08421874+1023157,,STAR,gri,plx,-25.2,1.5,-19.3,1.4,,,9.998,0.029,9.571,0.026,,,9.958,0.19,9.545,0.13,9.431,0.02,,,8.733,0.02,8.571,0.053,8.508,0.022,6565,399,333,3.99,0.126,0.105,0.012,0.12,0.15,1.954,0.333,0.24,1.475,0.12,0.12,0.172,0.1,0.054,235.5,29.78,29.78,0.025,0.008,0.006
211326906,08 36 23.150,+10 23 16.03,1,12.838,,,502-048868,08362314+1023160,,STAR,gri,rpm,-16.7,3.2,-6.9,1.9,,,13.401,0.06,12.837,0.03,,,13.034,0.02,12.773,0.16,12.576,0.02,,,11.828,0.025,11.563,0.028,11.487,0.021,6102,184,184,4.222,0.135,0.189,-0.178,0.16,0.24,1.289,0.337,0.227,1.078,0.112,0.134,0.451,0.289,0.226,586.3,136.7,110.8,0.033,0.011,0.008
211327002,08 30 22.603,+10 23 22.23,1,11.714,,800-1201-1,502-048508,08302259+1023222,,STAR,gri,rpm,0.9,2.4,-19.2,2.4,,,12.297,0.21,12.262,0.256,,,11.833,0.05,11.674,0.04,11.755,0.09,,,11.099,0.026,10.933,0.025,10.895,0.025,6862,207,249,4.186,0.09,0.06,-0.054,0.06,0.1,1.53,0.184,0.138,1.427,0.046,0.116,0.352,0.129,0.074,563.2,62.35,64.93,0.03,0.006,0.004
211327046,08 31 35.097,+10 23 25.48,1,11.595,,800-138-1,502-048572,08313508+1023253,,STAR,gri,rpm,6.6,2.4,-4,2.5,,,12.753,0.375,11.601,0.175,,,12.219,0.12,11.426,0.03,11.327,0.25,,,10.035,0.023,9.554,0.025,9.423,0.023,4903,119,119,2.499,0.759,0.138,-0.407,0.25,0.25,9.649,1.43,5.533,1.094,0.278,0.154,0.001,0.015,3.26E-04,1407,164.5,770,0.033,0.011,0.007
211327055,08 44 31.836,+10 23 26.04,1,18.566,,,,,6004-301-3-0102-0294,EXTENDED,gri,,,,,,,,,,,,20.428,0.094,19.094,0.015,18.62,0.018,18.34,0.018,18.5,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211327057,08 44 16.830,+10 23 26.17,1,11.225,,813-486-1,502-049318,08441684+1023261,,STAR,gri,rav,-1.9,2.7,-6.4,2.9,,,12.477,0.283,11.432,0.13,,,12.058,0.03,11.185,0.03,10.868,0.02,,,9.607,0.024,9.063,0.033,8.938,0.021,4946,99,79,3.472,0.12,0.144,-0.125,0.12,0.12,3.399,0.737,0.606,1.243,0.168,0.14,0.03,0.016,0.012,421.5,87.13,61.1,0.031,0.01,0.007
211327060,08 44 39.306,+10 23 26.28,1,13.492,,,502-049345,08443930+1023262,,STAR,gri,rpm,-26.3,2.1,-34.9,2.6,,,15.063,0.11,13.9,0.05,,,14.53,0.04,13.428,0.02,13.047,0.03,,,11.68,0.023,11.118,0.03,10.999,0.022,4442,53,71,4.691,0.035,0.025,-0.103,0.18,0.09,0.606,0.039,0.037,0.671,0.048,0.04,2.871,0.471,0.342,172.9,26.35,19.79,0.026,0.004,0.01
211327206,08 43 32.326,+10 23 36.28,1,11.816,,,502-049266,08433232+1023362,,STAR,gri,rpm,-9.9,1.7,-14,1.9,,,13.073,0.07,12.066,0.02,,,12.532,0.04,11.741,0.04,11.509,0.03,,,10.434,0.021,9.908,0.031,9.809,0.022,4901,78,98,3.148,0.33,0.726,-0.315,0.25,0.4,4.541,4.86,1.385,1.035,0.232,0.129,0.01,0.02,0.009,845.1,748.2,250.9,0.032,0.011,0.008
211327229,08 35 20.045,+10 23 37.73,1,14.236,,,502-048804,08352004+1023376,,STAR,gri,rpm,-5.7,3.1,-3.1,3.5,,,15.356,0.05,14.487,0.03,,,14.866,0.04,14.282,0.14,13.965,0.08,,,12.942,0.024,12.474,0.033,12.325,0.023,5098,154,123,3.477,0.987,0.705,-0.505,0.4,0.56,2.575,2.817,1.894,0.897,0.188,0.078,0.044,1.159,0.04,1484,1552,1012,0.033,0.013,0.007
211327259,08 53 59.461,+10 23 39.76,1,12.223,,,502-049763,08535945+1023397,,STAR,gri,rpm,-30.9,1.3,-21.6,1.3,,,13.221,0.03,12.397,0.05,,,12.796,0.08,12.134,0.02,11.977,0.07,,,10.885,0.022,10.515,0.03,10.418,0.021,5470,161,161,4.511,0.036,0.072,-0.098,0.2,0.24,0.878,0.085,0.077,0.919,0.067,0.08,1.302,0.281,0.312,234.2,49.2,23.54,0.026,0.008,0.007
211327352,08 40 27.888,+10 23 45.92,1,11.156,,,502-049115,08402788+1023458,,STAR,gri,rpm,-4.5,1.9,4.5,1,,,12.537,0.07,11.438,0.03,,,11.947,0.05,11.136,0.08,10.817,0.03,,,9.579,0.026,9.069,0.026,8.978,0.025,4823,97,97,2.444,0.435,0.075,-0.32,0.24,0.24,10.763,0.77,3.893,1.182,0.338,0.169,9.38E-04,0.003,1.96E-04,1217,94.28,429.5,0.034,0.011,0.008
211327397,08 50 24.757,+10 23 48.67,1,14.142,,,502-049615,08502475+1023486,,STAR,gri,rpm,2.8,2.4,-5.6,1.9,,,15.414,0.06,14.417,0.02,,,14.933,0.12,14.157,0.04,13.803,0.08,,,12.664,0.021,12.178,0.024,12.083,0.022,4988,119,99,3.316,1.088,0.68,-0.417,0.35,0.42,3.387,3.48,2.672,0.939,0.205,0.114,0.016,0.907,0.014,1686,1572,1290,0.034,0.011,0.007
211327447,08 24 12.732,+10 23 52.27,1,16.708,,,,08241273+1023522,5935-301-3-0063-0372,EXTENDED,gri,,2,2,1,2,,,,,,,19.333,0.046,17.571,0.006,16.716,0.005,16.338,0.005,16.045,0.011,15.703,0.092,15.046,0.089,14.819,0.169,,,,,,,,,,,,,,,,,,,,,,,,
211327452,08 41 19.726,+10 23 52.68,1,11.119,,813-484-1,502-049160,08411973+1023527,,STAR,gri,rpm,-6.9,2,-2,2.1,,,12.294,0.207,11.616,0.141,,,11.838,0.03,11.106,0.04,10.811,0.01,,,9.62,0.021,9.152,0.026,9.03,0.019,4940,80,80,2.433,0.611,0.078,-0.508,0.24,0.2,10.366,0.69,4.855,1.062,0.252,0.105,9.47E-04,0.007,1.98E-04,1223,93.5,544.6,0.035,0.011,0.008
211327461,08 30 35.671,+10 23 53.23,1,14.097,,,502-048518,08303566+1023532,,STAR,gri,rpm,1.6,3.2,-4.3,3.6,,,15.384,0.06,14.326,0.03,,,14.816,0.07,13.97,0.03,13.789,0.12,,,12.55,0.024,12.019,0.025,11.92,0.026,4866,96,96,3.071,0.475,0.665,-0.307,0.25,0.35,4.565,4.682,2.072,0.98,0.198,0.11,0.01,0.039,0.009,2097,2070,933.1,0.034,0.013,0.008
211327502,08 48 02.484,+10 23 56.61,1,10.312,,813-1906-1,502-049511,08480249+1023565,,STAR,gri,rpm,-1.6,2.1,-4,2.1,,,12.069,0.188,10.723,0.064,,,11.419,0.03,10.267,0.03,9.838,0.03,,,8.368,0.02,7.641,0.021,7.487,0.029,4200,66,50,1.626,0.24,0.336,-0.195,0.2,0.36,27.406,8.822,5.687,1.155,0.219,0.182,5.21E-05,7.76E-05,3.41E-05,1520,524.9,290.3,0.034,0.013,0.008
211327517,08 48 56.736,+10 23 57.56,1,11.316,,813-1681-1,502-049562,08485672+1023577,,STAR,gri,plx,-8.1,2.1,-12.8,2.1,,,12.065,0.164,11.116,0.087,,,11.744,0.08,11.284,0.04,11.133,0.03,,,10.318,0.021,9.99,0.022,9.928,0.022,5800,173,173,3.875,0.144,0.12,-0.183,0.25,0.35,1.918,0.422,0.293,1.138,0.161,0.161,0.14,0.082,0.052,484.7,158.1,158.1,0.031,0.01,0.007
211327524,08 41 45.210,+10 23 58.62,1,13.709,,,502-049178,08414520+1023587,5972-301-4-0100-0038,STAR,gri,rpm,-4.3,2.4,5.1,2.2,,,14.71,0.06,13.873,0.05,,,14.258,0.05,13.621,0.05,13.473,0.06,,,12.613,0.037,12.137,0.028,12.03,0.037,5142,154,123,3.487,1.001,0.715,-0.56,0.45,0.45,2.812,3.049,2.062,0.902,0.171,0.071,0.029,1.306,0.026,1357,1787,972.4,0.033,0.011,0.008
211327533,08 48 57.170,+10 23 59.24,1,17.429,,,,08485716+1023592,,STAR,J,,,,,,,,,,,,,,,,,,,,,,15.938,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211327561,08 55 36.078,+10 24 01.32,1,16.422,,,,08553607+1024013,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.001,0.093,14.337,0.094,13.676,0.081,3590,308,257,5.018,0.115,0.138,-0.086,0.18,0.24,0.238,0.135,0.075,0.241,0.159,0.099,13.68,12.09,6.419,233.8,190.9,91.61,0.026,0.011,0.009
211327582,08 33 20.098,+10 24 02.39,1,12.386,,,503-049739,08332009+1024023,,STAR,gri,rpm,-37,1.4,-26.9,1.9,,,13.088,0.06,12.468,0.05,,,12.755,0.09,12.302,0.05,12.228,0.18,,,11.283,0.023,10.958,0.023,10.944,0.021,5873,173,173,4.415,0.075,0.195,-0.328,0.3,0.36,0.98,0.229,0.136,0.91,0.11,0.092,0.92,0.38,0.459,330.4,90.38,52.41,0.028,0.008,0.007
211327588,08 24 00.557,+10 24 02.68,1,13.926,,,503-049092,08240055+1024024,,STAR,gri,rpm,-4.6,4.7,-6.2,5.1,,,15.22,0.02,14.253,0.01,,,14.721,0.02,13.918,0.03,13.586,0.03,,,12.373,0.024,11.886,0.028,11.711,0.023,4883,79,79,3.102,1.104,0.69,-0.31,0.25,0.3,4.151,4.403,3.173,0.976,0.218,0.156,0.014,0.876,0.012,1872,1812,1450,0.037,0.016,0.009
211327638,08 36 20.556,+10 24 05.73,1,9.795,,801-1181-1,503-049946,08362054+1024056,,STAR,gri,rpm,-6.9,1.9,-12.1,1.8,,,11.227,0.088,10.131,0.045,,,10.696,0.03,9.813,0.12,9.408,0.04,,,8.142,0.023,7.635,0.044,7.511,0.023,4760,117,117,2.492,0.308,0.132,-0.141,0.16,0.24,11.005,0.841,2.052,1.348,0.493,0.274,9.64E-04,0.002,2.33E-04,640.4,47.38,93.07,0.032,0.01,0.007
211327678,08 41 41.536,+10 24 08.40,1,15.54,,,503-050238,08414154+1024083,5972-301-4-0100-0196,STAR,gri,rpm,-10.5,4.1,-44.2,4.7,,,17.686,0.126,16.327,0.074,,,16.973,0.09,15.642,0.05,14.926,0.15,,,13.277,0.026,12.67,0.022,12.446,0.026,3733,113,113,4.947,0.055,0.066,-0.029,0.12,0.18,0.336,0.054,0.055,0.369,0.069,0.083,9.288,3.098,2.323,157.3,33.12,32.23,0.019,0.008,0.005
211327700,08 35 38.381,+10 24 09.58,1,14.074,,,503-049892,08353838+1024095,,STAR,gri,rpm,-15.2,4.3,-25.6,5,,,15.604,0.08,14.432,0.02,,,15.013,0.01,14.052,0.11,13.671,0.08,,,12.393,0.021,11.794,0.028,11.713,0.023,4606,128,128,4.658,0.04,0.025,-0.084,0.16,0.2,0.655,0.035,0.06,0.725,0.03,0.078,2.504,0.513,0.246,269.8,24.13,32.53,0.027,0.007,0.006
211327770,08 55 40.785,+10 24 13.43,1,12.989,,,503-050916,08554078+1024136,,STAR,gri,rpm,-18.8,1.3,5.4,2.1,,,13.781,0.01,13.119,0.05,,,13.403,0.07,12.91,0.04,12.812,0.09,,,11.866,0.026,11.51,0.024,11.471,0.027,5759,171,171,4.432,0.075,0.21,-0.171,0.16,0.24,0.985,0.31,0.137,0.976,0.074,0.103,0.977,0.384,0.526,419.4,131.5,65.71,0.032,0.01,0.008
211327792,08 42 44.819,+10 24 14.74,1,11.512,,,503-050303,08424481+1024146,,STAR,gri,rpm,-2.9,1.3,-8.6,1.3,,,13.037,0.06,11.817,0.02,,,12.401,0.03,11.437,0.02,11.131,0.02,,,9.858,0.029,9.29,0.023,9.114,0.026,4607,55,55,2.468,0.242,0.132,-0.059,0.12,0.15,11.153,0.864,2.98,1.237,0.177,0.147,9.47E-04,0.001,2.86E-04,1355,133.4,332.7,0.035,0.014,0.008
211327796,08 40 07.644,+10 24 14.96,1,18.071,,,,,5972-301-4-0097-0361,EXTENDED,gri,,-2,3,7,3,,,,,,,19.794,0.07,18.628,0.011,18.14,0.011,17.832,0.011,17.575,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211327827,08 44 01.623,+10 24 16.85,1,17.537,,,,08440162+1024168,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.039,0.088,15.327,0.102,14.592,0.073,3523,242,436,5.047,0.133,0.095,-0.07,0.15,0.24,0.223,0.09,0.084,0.209,0.129,0.092,17.07,20.53,7.358,335.8,191.5,157.3,0.028,0.012,0.01
211327855,08 28 55.562,+10 24 18.51,1,13.297,,,503-049456,08285555+1024184,,STAR,gri,rpm,-21,2.7,-1,3.1,,,14.403,0.04,13.54,0.02,,,13.932,0.04,13.256,0.02,13.025,0.03,,,12.035,0.022,11.628,0.024,11.492,0.021,5234,125,104,4.551,0.045,0.873,-0.189,0.24,0.44,0.82,1.585,0.101,0.882,0.052,0.126,1.525,0.485,1.464,343.9,637.5,50.52,0.032,0.01,0.007
211327879,08 54 04.808,+10 24 19.59,1,13.173,,,503-050838,08540479+1024197,,STAR,gri,lam,-22.5,1.7,-4.2,1.9,,,14.178,0.03,13.37,0.07,,,13.729,0.08,13.103,0.04,12.934,0.09,,,11.947,0.023,11.558,0.028,11.475,0.023,5339,162,162,4.534,0.036,0.036,0.056,0.1,0.12,0.85,0.052,0.049,0.912,0.049,0.049,1.46,0.197,0.206,344.3,32.35,29.57,0.029,0.01,0.006
211327933,08 42 07.991,+10 24 22.46,1,14.228,,,503-050259,08420798+1024225,,STAR,gri,rpm,6.5,2.1,-6.3,3.3,,,15.463,0.09,14.454,0.05,,,14.923,0.04,14.217,0.02,13.93,0.06,,,12.762,0.027,12.261,0.024,12.16,0.022,5020,80,80,3.248,0.9,0.75,-0.515,0.3,0.48,3.147,4.751,2.225,0.906,0.143,0.09,0.019,0.356,0.018,1655,2396,1153,0.035,0.013,0.009
211328021,08 23 55.512,+10 24 28.69,1,14.604,,,503-049083,08235551+1024284,,STAR,gri,rpm,2,4.6,-14.4,4.9,,,15.712,0.02,14.854,0.03,,,15.242,0.02,14.59,0.02,14.33,0.05,,,13.318,0.024,12.856,0.028,12.777,0.038,5191,123,103,4.55,0.05,1.22,-0.47,0.35,0.42,0.821,2.751,0.118,0.854,0.071,0.095,1.551,0.424,1.529,614.1,1872,90.21,0.034,0.013,0.008
211328081,08 51 40.530,+10 24 33.78,1,14.508,,,503-050740,08514053+1024338,3631-301-6-0112-0031,STAR,gri,rpm,-20.8,2.3,-16.6,2.3,,,15.785,0.04,14.719,0.01,,,15.33,0.16,14.427,0.04,14.156,0.03,,,12.983,0.022,12.555,0.024,12.459,0.021,5146,82,102,4.587,0.025,0.035,-0.205,0.2,0.28,0.752,0.039,0.044,0.8,0.057,0.057,1.848,0.226,0.201,471,32.29,30.22,0.032,0.011,0.007
211328154,08 48 30.538,+10 24 37.96,1,17.546,,,,08483053+1024379,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.082,0.072,14.604,0.105,14.148,0.081,3732,927,289,4.972,0.115,0.299,-0.136,0.2,0.32,0.304,0.279,0.102,0.311,0.336,0.14,9.833,12.08,7.247,308.6,505.4,128.6,0.029,0.011,0.008
211328155,08 29 01.892,+10 24 38.00,1,9.729,,800-1362-1,503-049464,08290189+1024379,,STAR,BV,rpm,4.7,1.5,-32.3,1.5,,,11.015,0.071,9.925,0.036,,,,,,,,,,,8.094,0.029,7.597,0.038,7.368,0.027,4816,143,143,2.524,0.592,0.185,-0.337,0.3,0.3,8.752,2.564,3.947,1.089,0.251,0.157,0.001,0.008,5.96E-04,532.2,106.2,234.8,0.031,0.013,0.009
211328160,08 47 55.677,+10 24 38.30,1,17.016,,,,08475567+1024383,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.07,0.047,14.505,0.055,14.303,0.069,3917,731,332,4.882,0.14,0.224,-0.167,0.2,0.32,0.386,0.208,0.135,0.417,0.253,0.181,6.737,7.502,4.374,408.5,477,173.4,0.03,0.011,0.008
