EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
205889250,22 31 02.842,-18 42 34.34,1,16.629,,,357-199796,22310280-1842346,,STAR,JHK,rpm,16.7,5.1,-13.9,5.8,,,,,,,,,,,,,,,,,14.223,0.028,13.517,0.022,13.313,0.031,4092,157,157,4.798,0.045,0.054,-0.039,0.15,0.18,0.487,0.054,0.049,0.549,0.065,0.055,4.646,1.136,1.073,392.4,72.03,51.41,0.043,0.022,0.01,AAA-222-111-000-0-0,,
205890696,22 30 47.865,-18 38 24.41,1,15.803,,,357-199790,22304784-1838245,,STAR,JHK,rpm,46.6,2.6,10,4.7,,,,,,,,,,,,,,,,,13.732,0.026,13.08,0.023,12.928,0.032,4055,271,193,4.822,0.075,0.075,-0.217,0.25,0.25,0.454,0.078,0.079,0.503,0.076,0.091,5.152,2.539,1.463,287.9,74.55,69.51,0.041,0.016,0.01,AAA-222-111-000-0-0,,
205891576,22 30 44.556,-18 35 45.98,1,12.652,,,358-208268,22304454-1835459,,STAR,gri,rpm,-13.3,2.4,-17.2,2,,,13.423,0.042,12.731,0.031,,,13.05,0.031,12.585,0.041,12.482,0.061,,,11.599,0.026,11.303,0.023,11.254,0.025,5954,142,95,4.28,0.125,0.225,-0.128,0.2,0.24,1.206,0.355,0.203,1.062,0.077,0.093,0.547,0.34,0.295,470.8,129.6,86.36,0.041,0.017,0.007,AAA-222-111-000-0-0,,
205891848,22 31 42.384,-18 34 51.99,1,16.069,,,358-208305,22314238-1834525,,EXTENDED,J,,0.4,7.3,12.7,7.7,,,,,,,,,,,,,,,,,14.675,0.083,14.033,0.088,13.447,0.065,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,28.4,
205891876,22 31 32.660,-18 34 48.22,1,15.462,,,358-208300,22313266-1834482,,STAR,JHK,rpm,10.3,4.2,-35.3,4.4,,,,,,,,,,,,,,,,,13.129,0.022,12.473,0.024,12.245,0.024,3869,139,116,4.867,0.063,0.035,0.006,0.16,0.2,0.417,0.032,0.062,0.468,0.035,0.077,6.307,2.24,0.814,189.2,18.26,34.71,0.036,0.016,0.009,AAA-222-111-000-0-0,,
205891958,22 31 44.017,-18 34 36.10,1,17.171,,,,22314401-1834360,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.697,0.097,14.971,0.111,14.54,0.105,3811,458,327,4.932,0.13,0.156,-0.17,0.25,0.3,0.329,0.159,0.124,0.354,0.2,0.166,8.308,9.05,4.331,466.1,325.4,191.6,0.042,0.018,0.009,ABA-222-111-000-0-0,,
205892108,22 31 35.971,-18 34 08.53,1,10.232,,6388-283-1,358-208301,22313598-1834084,,STAR,gri,rav,-1.1,2.5,-19.5,2.7,,,11.581,0.158,10.385,0.071,,,11.043,0.03,10.223,0.04,9.884,0.06,,,8.712,0.034,8.22,0.067,8.062,0.029,4766,115,201,2.263,0.125,0.175,-0.415,0.12,0.15,12.419,2.199,1.578,1.021,0.109,0.068,5.37E-04,2.95E-04,2.19E-04,919.1,147.9,107.5,0.042,0.016,0.008,AAA-111-111-000-0-0,,
205892281,22 31 30.322,-18 33 35.26,1,10.717,,6388-1031-1,358-208299,22313031-1833353,,STAR,gri,rav,46.1,2.4,-24.4,2.6,,,11.465,0.109,11.151,0.125,,,11.062,0.03,10.669,0.04,10.569,0.06,,,9.807,0.024,9.553,0.027,9.474,0.023,6584,159,159,4.238,0.055,0.077,0.05,0.1,0.1,1.44,0.151,0.115,1.34,0.071,0.071,0.427,0.098,0.108,272.8,35.27,26.29,0.038,0.014,0.008,AAA-222-111-000-0-0,,
205892667,22 31 42.932,-18 32 22.80,1,17.931,,,,22314293-1832228,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.402,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUU-200-100-000-0-0,30.9,
205892677,22 31 17.335,-18 32 21.06,1,14.838,,,358-208294,22311734-1832210,,STAR,JHK,rpm,5.7,1.9,-49.3,2,,,,,,,,,,,,,,,,,12.491,0.024,11.821,0.024,11.602,0.024,3985,190,158,4.842,0.045,0.072,-0.046,0.16,0.24,0.438,0.073,0.046,0.497,0.081,0.058,5.524,1.658,1.457,159.3,38.87,26.5,0.033,0.014,0.008,AAA-222-111-000-0-0,,
205893085,22 31 53.341,-18 31 07.33,1,12.845,,,358-208311,22315334-1831074,,STAR,gri,rpm,-36.4,2.5,-11.2,2,,,13.897,0.044,13.026,0.032,,,13.468,0.032,12.797,0.041,12.577,0.062,,,11.606,0.022,11.255,0.022,11.157,0.023,5491,89,133,4.49,0.045,0.045,0.014,0.16,0.2,0.913,0.074,0.082,0.947,0.05,0.08,1.248,0.287,0.198,328.5,32.36,43.18,0.045,0.028,0.01,AAA-222-111-000-0-0,,
205893214,22 31 08.897,-18 30 45.40,1,9.714,,6388-458-1,358-208288,22310888-1830452,,STAR,gri,rpm,11.4,2.3,-5.1,2.4,,,11.172,0.096,10.063,0.048,,,10.574,0.03,9.8,0.04,9.345,0.06,,,8.195,0.021,7.664,0.065,7.533,0.027,4799,95,95,2.366,0.26,0.572,-0.482,0.24,0.6,10.995,8.522,2.037,1.001,0.267,0.148,7.07E-04,9.13E-04,5.93E-04,655.5,467,119.7,0.043,0.013,0.008,AAA-111-111-000-0-0,,
205893469,22 28 48.762,-18 29 56.30,1,11.115,,6388-435-1,358-208211,22284875-1829564,,STAR,gri,rpm,65,2.4,-22.8,2.6,,,11.66,0.107,11.365,0.132,,,11.649,0.02,11.128,0.03,10.886,0.06,,,10.154,0.026,9.862,0.022,9.796,0.024,5771,117,117,4.403,0.07,0.196,-0.059,0.15,0.24,1.035,0.285,0.108,0.996,0.074,0.089,0.904,0.274,0.473,199.5,59.87,24.53,0.037,0.018,0.009,AAA-222-111-000-0-0,,
205893603,22 28 26.008,-18 29 30.81,1,12.724,,,358-208197,22282600-1829307,,STAR,gri,rpm,21.1,1.3,-28.1,2.2,,,13.692,0.03,12.922,0.02,,,13.261,0.02,12.7,0.02,12.494,0.06,,,11.607,0.024,11.238,0.022,11.158,0.023,5586,89,111,4.489,0.04,0.064,-0.207,0.24,0.24,0.89,0.126,0.084,0.907,0.078,0.078,1.258,0.22,0.317,324.6,64.93,37.16,0.042,0.012,0.012,AAA-222-111-000-0-0,,
205893702,22 28 51.938,-18 29 16.18,1,12.13,,6388-369-1,358-208214,22285192-1829161,,STAR,gri,rpm,3.4,3.1,-8.2,3.5,,,12.962,0.486,11.85,0.232,,,12.578,0.02,12.159,0.02,11.937,0.05,,,11.257,0.024,11.032,0.023,10.962,0.023,6111,124,99,4.161,0.17,0.238,-0.053,0.15,0.21,1.39,0.587,0.247,1.18,0.167,0.139,0.379,0.295,0.228,481.3,203.3,85.55,0.045,0.022,0.01,AAA-222-111-000-0-0,,
205893858,22 31 56.917,-18 28 50.31,1,15.286,,,358-208316,22315692-1828503,,STAR,JHK,rpm,-16,2.7,-38.5,5.1,,,,,,,,,,,,,,,,,13.114,0.022,12.449,0.023,12.28,0.029,4026,250,156,4.834,0.035,0.091,-0.074,0.16,0.24,0.444,0.098,0.034,0.504,0.104,0.048,5.577,1.006,1.892,211.7,70.49,26.3,0.038,0.014,0.01,AAA-222-111-000-0-0,,
205894004,22 31 36.956,-18 28 22.43,1,16.491,,,358-208303,22313696-1828225,,STAR,JHK,rpm,1.6,6.3,-8.6,6.2,,,,,,,,,,,,,,,,,14.147,0.027,13.423,0.027,13.259,0.039,4182,148,148,4.754,0.05,0.05,-0.039,0.15,0.18,0.529,0.056,0.061,0.592,0.06,0.06,3.956,0.967,0.777,424.6,67.42,68.82,0.043,0.022,0.009,AAA-222-111-000-0-0,,
205894358,22 29 31.134,-18 27 21.01,1,12.847,,,358-208242,22293113-1827209,,STAR,gri,rpm,-25.6,1.7,-29.3,1.2,,,13.902,0.044,13.041,0.032,,,13.483,0.032,12.774,0.041,12.575,0.062,,,11.627,0.024,11.236,0.023,11.164,0.019,5342,129,96,4.53,0.048,0.08,-0.068,0.28,0.16,0.844,0.134,0.071,0.896,0.082,0.068,1.4,0.303,0.377,294.4,58.89,27.87,0.049,0.008,0.01,AAA-222-111-000-0-0,,
205894941,22 30 17.477,-18 25 38.42,1,15.492,,,358-208260,22301747-1825384,,STAR,JHK,rpm,-21.3,4.3,-36.9,3.1,,,,,,,,,,,,,,,,,13.562,0.028,12.927,0.025,12.8,0.03,4210,251,251,4.777,0.09,0.09,-0.197,0.24,0.28,0.492,0.102,0.1,0.556,0.103,0.103,4.41,2.188,1.463,295.9,90.6,69.36,0.038,0.011,0.009,AAA-222-111-000-0-0,,
205895081,22 30 59.962,-18 25 15.51,1,18.27,,,,22305996-1825155,,STAR,J,,16,7,18,5,,,,,,,,,,,,,,,,,16.715,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDU-220-110-000-0-0,40.5,0715-0920201
205895090,22 31 06.737,-18 25 14.00,1,12.3,,,358-208287,22310673-1825140,,STAR,gri,rpm,-6.7,1.4,-10.1,1.6,,,13.132,0.042,12.44,0.031,,,12.773,0.031,12.241,0.04,12.097,0.061,,,11.253,0.023,10.956,0.022,10.903,0.023,5897,117,140,4.259,0.174,0.348,0.037,0.15,0.18,1.244,0.748,0.24,1.087,0.141,0.088,0.514,0.47,0.374,416.2,213.7,85.59,0.046,0.019,0.012,AAA-222-111-000-0-0,,
205895252,22 32 44.904,-18 24 49.20,1,11.198,,6388-929-1,358-208335,22324491-1824490,,STAR,gri,rpm,-5.6,3.1,-107.5,3.3,,,11.934,0.206,11.005,0.114,,,11.76,0.03,11.13,0.04,10.957,0.06,,,10.009,0.024,9.612,0.022,9.555,0.024,5416,109,109,4.542,0.04,0.064,-0.172,0.2,0.24,0.814,0.093,0.07,0.861,0.074,0.074,1.491,0.369,0.339,137.9,21.52,13.57,0.032,0.018,0.008,AAA-222-111-000-0-0,,
205895680,22 29 42.738,-18 23 44.92,1,12.391,,,359-204974,22294273-1823449,,STAR,gri,rpm,-6.1,1.5,12.6,1.7,,,13.332,0.042,12.522,0.031,,,12.93,0.031,12.305,0.04,12.16,0.061,,,11.132,0.028,10.738,0.027,10.654,0.026,5429,132,165,4.428,0.095,1.007,-0.112,0.16,0.44,1.021,2.927,0.189,0.967,0.196,0.098,0.895,0.491,0.882,310.5,674.6,80.75,0.044,0.029,0.009,AAA-222-111-000-0-0,,
205896070,22 31 09.228,-18 22 40.12,1,12.522,,,359-205013,22310922-1822401,,STAR,gri,rpm,20.7,0.9,13.5,2.3,,,13.283,0.042,12.636,0.031,,,12.94,0.031,12.49,0.041,12.342,0.061,,,11.483,0.022,11.158,0.022,11.113,0.019,5908,141,141,4.327,0.126,0.252,-0.223,0.25,0.3,1.129,0.337,0.192,1,0.114,0.114,0.687,0.353,0.411,424.1,142.7,93.37,0.042,0.016,0.01,AAA-222-111-000-0-0,,
205896106,22 31 48.528,-18 22 33.91,1,11.344,,6388-236-1,359-205032,22314855-1822338,,STAR,gri,rav,-16.7,3.4,1.5,3.8,,,12.554,0.434,11.282,0.158,,,11.706,0.03,11.282,0.04,11.189,0.06,,,10.363,0.026,10.104,0.023,10.045,0.027,7177,144,173,4.187,0.045,0.063,0.072,0.12,0.1,1.647,0.156,0.103,1.553,0.08,0.08,0.341,0.06,0.069,442.3,37.12,34.25,0.044,0.02,0.011,AAA-222-111-000-0-0,,
205896226,22 29 40.677,-18 22 13.79,1,10.417,,6388-572-1,359-204971,22294069-1822137,,STAR,gri,rpm,-56.4,2.3,-17.2,2.4,,,11.23,0.087,10.592,0.069,,,10.821,0.03,10.415,0.04,10.243,0.06,,,9.449,0.024,9.143,0.022,9.07,0.023,6004,117,117,4.225,0.155,0.217,-0.179,0.2,0.24,1.261,0.371,0.25,1.047,0.121,0.101,0.491,0.343,0.28,183.5,58.62,32.96,0.034,0.013,0.008,AAA-222-111-000-0-0,,
205896348,22 31 06.928,-18 21 53.32,1,15.482,,,359-205011,22310693-1821533,,STAR,JHK,rpm,2.4,3,-47.6,3.7,,,,,,,,,,,,,,,,,13.1,0.021,12.409,0.022,12.199,0.023,4027,162,138,4.823,0.048,0.056,-0.088,0.16,0.2,0.453,0.057,0.043,0.515,0.062,0.051,5.298,1.145,1.109,212.7,39.04,27.87,0.041,0.02,0.01,AAA-222-111-000-0-0,,
205896459,22 31 12.824,-18 21 34.72,1,10.901,,6388-628-1,359-205015,22311282-1821347,,STAR,gri,rav,16.2,2.8,-4.2,3,,,11.571,0.098,11.19,0.118,,,11.217,0.03,10.85,0.04,10.766,0.06,,,9.98,0.022,9.752,0.023,9.656,0.019,5208,190,126,3.603,0.125,0.15,-0.504,0.18,0.15,2.579,0.472,0.399,1.025,0.156,0.097,0.053,0.032,0.02,410.4,76.69,54.6,0.041,0.018,0.008,AAA-222-111-000-0-0,,
205896499,22 30 34.020,-18 21 28.35,1,15.987,,,359-204998,22303402-1821280,,STAR,JHK,rpm,-13.1,7.5,-35.7,6.7,,,,,,,,,,,,,,,,,13.694,0.026,13.015,0.025,12.823,0.024,4023,186,155,4.814,0.066,0.055,-0.072,0.16,0.2,0.463,0.059,0.071,0.511,0.065,0.078,5.151,1.83,1.153,278.8,56.39,46.9,0.041,0.02,0.01,AAA-222-111-000-0-0,,
205896601,22 31 38.197,-18 21 12.50,1,17.712,,,,22313819-1821124,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.201,0.172,,,15.104,0.174,,,,,,,,,,,,,,,,,,,,,,,,,CDC-222-111-000-0-0,51.3,
205896721,22 31 12.867,-18 20 55.33,1,12.369,,,359-205016,22311286-1820553,,STAR,gri,rpm,7.3,1.8,-2.2,6.6,,,13.686,0.043,12.597,0.031,,,13.144,0.031,12.306,0.04,12.036,0.061,,,10.829,0.024,10.268,0.022,10.175,0.021,4774,94,75,2.423,0.615,0.246,-0.634,0.42,0.3,9.488,2.707,4.293,0.935,0.198,0.037,9.68E-04,0.006,5.63E-04,1927,571.6,829.5,0.043,0.023,0.009,AAA-222-111-000-0-0,,
205896738,22 31 45.174,-18 20 52.95,1,18.419,,,,22314517-1820529,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.853,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUU-200-100-000-0-0,34.4,
205896803,22 31 41.934,-18 20 44.71,1,17.529,,,,22314193-1820447,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.031,0.124,15.174,0.134,14.634,0.127,3777,450,321,4.932,0.156,0.156,-0.184,0.24,0.32,0.313,0.155,0.12,0.349,0.196,0.164,9.484,10.56,4.997,561.1,387.4,262.3,0.042,0.018,0.009,BBB-222-111-000-0-0,,
205896873,22 29 56.247,-18 20 33.21,1,12.515,,,359-204980,22295623-1820332,,STAR,gri,rpm,36.3,1.4,-0.7,2.6,,,13.27,0.042,12.628,0.031,,,12.916,0.031,12.465,0.041,12.343,0.061,,,11.488,0.024,11.198,0.029,11.082,0.021,5968,146,146,4.315,0.1,0.24,-0.272,0.25,0.25,1.106,0.378,0.138,0.987,0.102,0.085,0.683,0.304,0.38,415.8,147.7,63.53,0.047,0.019,0.012,AAA-222-111-000-0-0,,
205897043,22 32 43.099,-18 20 07.36,1,12.367,,,359-205058,22324309-1820073,,STAR,gri,rpm,30.1,1,0.5,1,,,13.655,0.043,12.668,0.031,,,13.164,0.031,12.295,0.04,12.025,0.061,,,10.928,0.023,10.363,0.024,10.287,0.021,4808,77,96,4.633,0.02,0.044,-0.058,0.2,0.24,0.708,0.063,0.049,0.792,0.055,0.066,2.171,0.237,0.369,161.4,35.54,20.05,0.042,0.009,0.016,AAA-222-111-000-0-0,,
205897059,22 30 22.076,-18 20 05.25,1,12.994,,,359-204992,22302206-1820050,,STAR,gri,rpm,17.4,1,-7.2,1.4,,,13.741,0.043,13.118,0.032,,,13.416,0.032,12.946,0.041,12.813,0.062,,,11.987,0.022,11.73,0.022,11.653,0.021,6012,120,120,4.279,0.105,0.189,-0.11,0.16,0.24,1.195,0.323,0.166,1.054,0.091,0.091,0.568,0.253,0.275,566.5,153.3,78.75,0.043,0.014,0.009,AAA-222-111-000-0-0,,
205897280,22 29 02.739,-18 19 31.15,1,10.835,,6388-344-1,359-204951,22290274-1819310,,STAR,gri,rpm,24.9,2.6,-5.7,2.8,,,12.009,0.204,11.111,0.111,,,11.516,0.01,10.916,0.03,10.543,0.1,,,9.879,0.023,9.562,0.023,9.474,0.023,5575,112,112,4.346,0.168,0.56,0.022,0.15,0.21,1.113,1.208,0.231,1.03,0.218,0.073,0.669,0.577,0.576,198.9,180.8,58.48,0.039,0.018,0.011,AAA-222-111-000-0-0,,
205897389,22 31 36.076,-18 19 16.84,1,15.93,,,359-205028,22313609-1819169,,STAR,JHK,rpm,22.4,8.7,-19.7,4.1,,,,,,,,,,,,,,,,,13.721,0.027,13.016,0.022,12.876,0.029,4158,160,160,4.763,0.054,0.045,-0.054,0.18,0.18,0.513,0.05,0.054,0.577,0.05,0.06,4.022,1.065,0.715,338.8,47.52,49.37,0.041,0.018,0.009,AAA-222-111-000-0-0,,
205897543,22 29 58.555,-18 18 53.68,1,9.723,,6388-958-1,359-204983,22295855-1818536,,STAR,gri,rav,84.7,1.9,-49.9,2,,,10.557,0.055,9.876,0.042,,,10.306,0.03,9.85,0.04,9.473,0.06,,,8.603,0.026,8.249,0.053,8.163,0.023,5402,212,170,3.833,0.098,0.07,-0.074,0.15,0.15,2.096,0.277,0.29,1.128,0.116,0.116,0.117,0.048,0.029,184.2,23.42,24.65,0.034,0.011,0.008,AAA-111-111-000-0-0,,
205897774,22 28 09.849,-18 18 20.31,1,12.558,,,359-204929,22280984-1818202,,STAR,gri,rpm,-4.7,1.3,-29.8,1.4,,,13.404,0.03,12.729,0.02,,,13.029,0.02,12.522,0.03,12.356,0.05,,,11.502,0.022,11.183,0.023,11.093,0.021,5795,114,114,4.404,0.1,0.2,-0.092,0.12,0.24,1.024,0.278,0.128,0.994,0.063,0.101,0.88,0.392,0.426,373.9,106.9,61.47,0.044,0.018,0.009,AAA-222-111-000-0-0,,
205897829,22 31 04.377,-18 18 11.97,1,11.746,,6388-241-1,359-205009,22310439-1818120,,STAR,gri,rav,5.7,5,29.5,2.6,,,12.47,0.293,12.205,0.272,,,12.174,0.03,11.679,0.04,11.562,0.06,,,10.73,0.022,10.438,0.022,10.382,0.021,5098,123,154,3.636,0.115,0.161,-0.158,0.12,0.12,2.686,0.68,0.4,1.22,0.115,0.115,0.059,0.031,0.026,603.8,133.6,80.33,0.043,0.022,0.01,AAA-222-111-000-0-0,,0716-0955498
205898099,22 33 09.936,-18 17 32.14,1,14.876,,,359-205068,22330993-1817321,,STAR,BV,rpm,-30.4,2.5,11.7,1.7,,,16.516,0.12,15.146,0.047,,,,,,,,,,,12.258,0.026,11.592,0.023,11.418,0.024,4196,205,205,4.76,0.096,0.06,-0.036,0.12,0.15,0.527,0.064,0.099,0.596,0.068,0.109,3.924,1.961,1.029,183.4,32.08,46.19,0.035,0.013,0.008,AAA-222-111-000-0-0,,
205898160,22 31 17.723,-18 17 22.82,1,12.387,,6388-483-1,359-205017,22311771-1817230,,STAR,gri,rpm,16.9,4.6,13.1,4.9,,,12.409,0.244,12.55,0.315,,,12.849,0.031,12.34,0.041,12.19,0.061,,,11.291,0.026,11.007,0.023,10.921,0.026,5907,117,117,4.273,0.135,0.243,-0.047,0.2,0.2,1.208,0.44,0.192,1.082,0.084,0.101,0.542,0.327,0.31,415.1,127.3,85.07,0.044,0.019,0.012,AAA-222-111-000-0-0,,
205898238,22 27 52.767,-18 17 10.13,1,11.749,,6388-364-1,359-204917,22275276-1817101,,STAR,gri,rpm,-4.1,3.2,-12.4,3.4,,,12.007,0.161,12.068,0.251,,,12.074,0.01,11.729,0.03,11.61,0.05,,,10.839,0.022,10.565,0.023,10.526,0.023,6235,122,122,4.156,0.145,0.174,-0.128,0.18,0.36,1.445,0.398,0.265,1.161,0.169,0.197,0.362,0.239,0.165,422.5,99.68,80.65,0.041,0.011,0.01,AAA-222-111-000-0-0,,
205898439,22 31 53.906,-18 16 37.95,1,10.94,,6388-404-1,359-205036,22315390-1816380,,STAR,gri,rav,15.4,3.1,-14.4,3.3,,,12.031,0.203,11.31,0.138,,,11.587,0.03,10.9,0.04,10.663,0.06,,,9.621,0.024,9.176,0.022,9.09,0.023,5028,150,210,2.364,0.065,0.104,-0.773,0.15,0.15,10.346,1.424,0.801,0.911,0.04,0.018,7.92E-04,2.05E-04,2.44E-04,1249,131.3,86.07,0.042,0.016,0.008,AAA-222-111-000-0-0,,
205898454,22 32 22.317,-18 16 35.14,1,12.734,,,359-205047,22322231-1816351,,STAR,gri,rpm,8.6,0.9,0.2,1.6,,,13.523,0.043,12.843,0.031,,,13.161,0.031,12.674,0.041,12.551,0.062,,,11.722,0.024,11.48,0.027,11.38,0.023,6009,149,124,4.188,0.17,0.204,-0.018,0.12,0.21,1.382,0.361,0.286,1.125,0.117,0.117,0.398,0.31,0.199,564.6,171.5,112,0.045,0.02,0.01,AAA-222-111-000-0-0,,
205898527,22 32 28.887,-18 16 24.89,1,11.415,,6388-425-1,359-205053,22322889-1816246,,STAR,gri,rpm,-24.9,3.3,-9.6,3.5,,,12.164,0.237,11.734,0.232,,,11.854,0.03,11.377,0.04,11.227,0.06,,,10.382,0.024,10.097,0.027,10.012,0.019,5960,121,121,4.2,0.205,0.246,-0.041,0.16,0.2,1.306,0.464,0.292,1.093,0.127,0.106,0.386,0.411,0.225,294.8,113.6,70.14,0.041,0.02,0.009,AAA-222-111-000-0-0,,
205898849,22 30 47.000,-18 15 37.92,1,17.243,,,,22304699-1815379,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.765,0.114,14.965,0.142,14.113,0.09,3571,358,298,5.01,0.125,0.15,-0.115,0.2,0.28,0.249,0.125,0.083,0.254,0.172,0.108,14.11,14.04,7.038,358.1,257.1,149.6,0.04,0.018,0.01,BBA-222-111-000-0-0,,
205898872,22 33 49.615,-18 15 34.41,1,12.75,,,359-205087,22334961-1815345,,STAR,gri,rpm,23.6,2.4,-8.6,2.2,,,13.598,0.043,12.911,0.031,,,13.234,0.032,12.707,0.041,12.543,0.062,,,11.652,0.024,11.373,0.023,11.323,0.025,5883,140,93,4.349,0.075,0.21,-0.033,0.12,0.18,1.112,0.344,0.114,1.044,0.088,0.088,0.722,0.219,0.378,439,136.5,46.83,0.045,0.026,0.01,AAA-222-111-000-0-0,,
205898882,22 31 08.434,-18 15 32.73,1,16.273,,,359-205012,22310842-1815327,,STAR,JHK,rpm,29,4,0.9,3.6,,,,,,,,,,,,,,,,,14.071,0.029,13.437,0.027,13.228,0.038,3907,269,192,4.877,0.08,0.096,-0.073,0.15,0.27,0.4,0.081,0.079,0.451,0.094,0.113,6.698,3.869,2.117,282.1,82.99,75.08,0.039,0.014,0.009,AAA-222-111-000-0-0,,
205898894,22 30 23.935,-18 15 31.41,1,18.191,,,,22302393-1815314,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.47,0.077,14.693,0.085,14.339,0.086,3920,346,346,4.881,0.156,0.13,-0.17,0.25,0.3,0.384,0.135,0.147,0.419,0.151,0.182,7.167,9.403,3.228,518.1,264.3,227.2,0.041,0.018,0.009,AAA-222-111-000-0-0,,
205898942,22 33 49.089,-18 15 23.84,1,17.957,,,,22334908-1815238,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.426,0.133,15.56,0.156,14.977,0.138,3738,471,336,4.96,0.125,0.175,-0.193,0.25,0.35,0.289,0.157,0.102,0.323,0.208,0.149,11.16,12.15,6.548,603.2,449.9,257.7,0.042,0.018,0.009,BCB-222-111-cc0-0-0,,
205899208,22 30 50.324,-18 14 42.64,1,11.937,,,359-205002,22305032-1814427,,STAR,gri,rpm,10.4,0.9,-1.5,1.7,,,12.585,0.041,12.005,0.03,,,12.256,0.03,11.888,0.04,11.801,0.06,,,11.06,0.024,10.868,0.023,10.8,0.021,6402,158,158,4.163,0.11,0.198,0.008,0.15,0.18,1.531,0.45,0.258,1.313,0.137,0.114,0.335,0.19,0.172,506.6,146.6,96.7,0.042,0.016,0.009,AAA-222-111-000-0-0,,
205899250,22 32 30.010,-18 14 36.82,1,12.761,,,359-205054,22323001-1814368,,STAR,gri,rpm,8.8,2.2,-1.3,1.3,,,13.712,0.043,12.902,0.031,,,13.292,0.032,12.688,0.041,12.533,0.062,,,11.565,0.023,11.188,0.024,11.118,0.019,5514,131,164,3.94,0.532,0.38,-0.143,0.18,0.69,1.832,0.88,0.996,0.993,0.175,0.097,0.165,0.976,0.116,654.5,287.6,354.7,0.042,0.022,0.009,AAA-222-111-000-0-0,,
205899663,22 33 23.231,-18 13 33.66,1,15.002,,,359-205074,22332321-1813335,,STAR,JHK,rpm,13.1,2,-58,2.4,,,,,,,,,,,,,,,,,12.626,0.026,11.946,0.022,11.727,0.023,3958,186,124,4.858,0.045,0.072,-0.05,0.15,0.24,0.42,0.075,0.047,0.48,0.075,0.062,5.991,1.38,1.509,155.6,38.21,17.87,0.034,0.011,0.008,AAA-222-111-000-0-0,,
205899671,22 31 03.647,-18 13 32.38,1,16.659,,,,22310364-1813323,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.221,0.114,14.682,0.139,14.18,0.107,3787,834,347,4.908,0.168,0.252,-0.17,0.25,0.4,0.331,0.25,0.124,0.371,0.283,0.177,8.182,9.925,5.491,395.9,540.3,181.8,0.04,0.016,0.009,BBA-222-111-000-0-0,,
205899782,22 29 39.582,-18 13 16.14,1,12.329,,,359-204969,22293958-1813161,,STAR,gri,rpm,24.4,1.1,-0.6,1.5,,,13.176,0.042,12.438,0.031,,,12.784,0.031,12.247,0.04,12.134,0.061,,,11.248,0.024,10.921,0.024,10.845,0.021,5786,115,138,4.299,0.186,0.341,-0.047,0.16,0.24,1.179,0.605,0.285,1.035,0.119,0.099,0.593,0.607,0.41,373.7,192.7,96.04,0.042,0.022,0.01,AAA-222-111-000-0-0,,
205899868,22 33 37.000,-18 13 01.63,1,15.953,,,359-205080,22333699-1813021,,STAR,JHK,rpm,-15.1,6.2,-6,6.1,,,,,,,,,,,,,,,,,13.92,0.023,13.292,0.022,13.127,0.027,4018,434,197,4.837,0.055,0.154,-0.059,0.16,0.24,0.434,0.158,0.062,0.49,0.166,0.069,5.519,1.96,2.663,297.1,168.4,55.61,0.041,0.018,0.009,AAA-222-111-000-0-0,,
205900489,22 27 59.346,-18 11 24.37,1,11.01,,6388-1080-1,360-212605,22275935-1811243,,STAR,gri,rpm,28.1,3.3,-28.6,3.5,,,12.172,0.275,11.145,0.123,,,11.51,0.01,10.971,0.03,10.796,0.03,,,10.008,0.027,9.698,0.031,9.602,0.024,5708,139,116,4.405,0.09,0.48,-0.014,0.15,0.21,1.024,0.839,0.116,1.013,0.102,0.085,0.898,0.3,0.739,189.2,148.8,25.55,0.037,0.02,0.009,AAA-222-111-000-0-0,,
